N	2gram	Propp_Isto	VrazhdaK
482	могут быть	3	1
483	только по	1	1
484	не имел	2	1
485	и личные	1	1
486	за него	4	1
487	такая же	1	1
488	это дает	1	1
489	во многих	2	1
490	был в	2	1
491	только при	1	1
492	себе очень	1	1
493	и от	5	1
494	ввиду этого	1	1
495	и есть	2	1
496	роль играет	1	1
497	вышел из	1	1
498	почему этого	1	1
499	во всей	1	1
500	в силу	2	1
501	на этот	4	1
502	такой же	3	1
503	из этого	2	1
504	не стоит	2	1
505	ним на	1	1
506	из-за этого	1	1
507	не все	4	1
508	от них	2	1
509	своим собственным	1	1
510	ничуть не	1	1
511	во франции	1	1
512	тут же	2	1
513	сидя на	1	1
514	всяком случае	3	1
515	в окно	1	1
516	в мировой	1	1
517	враждебное отношение	1	1
518	независимо от	3	1
519	друг друга	2	1
520	с ее	1	1
521	из него	3	1
522	же он	1	1
523	бы в	1	1
524	не просто	3	1
525	того же	3	1
526	только о	2	1
527	в целом	2	1
528	типичен для	1	1
529	и наконец	6	1
530	некоторые черты	2	1
531	ничего не	7	1
532	вплоть до	2	1
533	и самый	1	1
534	доказывает что	5	1
535	воду в	1	1
536	поэтому он	1	1
537	к нему	8	1
538	в подобных	1	1
