N	2gram	Nazirov_Tr	Hudozhes
166	на котором	1	2
167	глаза в	1	2
168	он и	2	2
169	поведение в	2	2
170	не просто	2	2
171	в самой	1	2
172	только о	2	2
173	никогда не	2	2
174	и по	1	2
175	то в	1	2
176	в последней	1	2
177	несмотря на	5	2
178	но от	1	2
179	для искусства	2	2
180	в литературе	1	2
181	все это	4	2
182	что и	2	2
183	xix века	1	2
184	к жизни	5	2
185	у него	6	2
186	говорит в	1	2
187	одним из	1	2
188	что она	2	2
189	тому что	1	2
190	я не	4	2
191	в чем	1	2
192	как система	1	2
193	и потому	1	2
194	о себе	1	2
195	но как	1	2
196	на этом	1	2
197	свою жизнь	1	2
198	за пределы	1	2
199	но только	1	2
200	это может	1	2
201	человека и	1	2
202	полагал что	1	2
203	этом мире	1	2
204	в этой	4	2
205	облекается в	1	2
206	и особенно	1	2
207	тот кто	1	2
208	роман и	1	2
209	и др	1	2
210	о его	2	2
211	столь же	2	2
212	право на	1	2
213	отнюдь не	3	2
214	чтобы не	1	2
215	в особенности	1	1
216	от него	1	1
217	в центре	1	1
218	это тот	1	1
219	и здесь	2	1
220	и мира	1	1
221	мы встречаем	1	1
222	достоевского в	3	1
223	местом в	1	1
224	в такое	1	1
225	между этими	2	1
226	дело с	1	1
227	его за	2	1
228	к числу	1	1
229	иллюзии и	1	1
230	что это	5	1
231	содержит в	1	1
232	по слову	1	1
233	говорит о	2	1
234	и лучше	2	1
235	одному из	1	1
236	и наказании	2	1
237	в результате	1	1
238	быть может	1	1
239	позиции в	1	1
240	не могут	2	1
241	хозяина и	1	1
242	же я	1	1
243	и даже	4	1
244	мы понимаем	1	1
245	до этого	1	1
246	он отчасти	2	1
247	черт ивана	1	1
248	самом общем	1	1
249	эстетическая позиция	1	1
250	мысль о	1	1
251	тем что	2	1
252	от всего	2	1
253	если он	1	1
254	но самое	1	1
255	преступлении и	2	1
256	деятельность не	1	1
257	его трагического	1	1
258	с такими	1	1
259	приходит в	1	1
260	вместе с	1	1
261	все же	5	1
262	жизни ее	1	1
263	создает и	1	1
264	не имеет	2	1
265	но у	1	1
266	в это	2	1
267	для публики	1	1
268	у достоевского	5	1
269	которой не	1	1
270	нет в	2	1
271	но мы	1	1
272	этом состоит	1	1
273	и пусть	1	1
274	перед нами	2	1
275	всем его	1	1
276	случае как	1	1
277	ориентация на	1	1
278	сам же	1	1
279	которых можно	1	1
280	бы и	2	1
281	друг перед	1	1
282	он же	1	1
283	развернута в	1	1
284	в котором	1	1
285	сливается с	1	1
286	восходит к	1	1
287	более чем	1	1
288	то и	2	1
289	имеет в	2	1
290	быть не	1	1
291	не быть	1	1
292	понимаем что	1	1
293	самого автора	1	1
294	характеризуется своей	1	1
295	и теперь	1	1
296	значение для	1	1
297	только на	1	1
298	точно так	2	1
299	к одному	1	1
300	не так	2	1
301	добро и	1	1
302	именно такого	1	1
303	стола и	1	1
304	именно таков	1	1
305	в истории	1	1
306	перед ним	1	1
307	на новую	1	1
308	всего что	1	1
309	к ним	1	1
310	у себя	1	1
311	не для	1	1
312	ее не	1	1
313	в сфере	1	1
314	и служит	1	1
315	той же	1	1
316	своею и	1	1
317	человеческая личность	1	1
318	встреч и	1	1
319	именно так	1	1
320	до конца	2	1
321	с этими	1	1
322	раз и	2	1
323	что все	2	1
324	входят в	1	1
325	и зло	1	1
326	исходит из	1	1
327	всех людей	1	1
328	нем по	1	1
329	что говорит	2	1
330	но если	1	1
331	по поводу	2	1
332	что даже	1	1
333	ее содержание	1	1
334	друг друга	2	1
335	характерно что	1	1
336	ситуации и	1	1
337	в преступлении	2	1
338	этом случае	1	1
339	только не	1	1
340	проникает в	1	1
341	которым человек	1	1
342	мы видим	1	1
343	со мной	2	1
344	под маской	1	1
345	предстает перед	1	1
346	после того	1	1
347	на вопрос	1	1
348	свидетельствует о	1	1
349	в эпизоде	1	1
350	должно быть	3	1
351	цвет глаз	1	1
352	так он	1	1
353	неизмеримо более	1	1
354	ивана карамазова	2	1
355	подчеркнуть что	1	1
356	xix веке	2	1
357	чем у	1	1
358	как у	2	1
359	для нас	1	1
360	части романа	1	1
361	из своих	2	1
362	пусть пусть	1	1
363	раз необходимо	1	1
364	и от	1	1
365	иными словами	1	1
366	и есть	1	1
367	в русском	2	1
368	не было	1	1
369	знал и	1	1
370	и некоторыми	1	1
371	и гордости	1	1
372	на нее	1	1
373	же по	1	1
374	позицию по	1	1
375	что не	1	1
376	xviii века	1	1
377	в конце	3	1
378	лишь на	1	1
379	на земле	1	1
380	не есть	1	1
381	рядом с	1	1
382	что ж	1	1
383	при таком	1	1
384	это происходит	1	1
385	перед собой	1	1
386	и я	2	1
387	в такой	1	1
388	перед другим	1	1
389	глаза ее	1	1
390	о счастье	1	1
391	именно эта	1	1
392	в условиях	1	1
393	это было	1	1
394	последней главе	1	1
395	о своих	1	1
396	становится не	1	1
397	бы в	1	1
398	на них	1	1
399	людей в	1	1
400	только к	2	1
401	творческий процесс	1	1
402	в поле	3	1
403	карамазова в	1	1
404	и создается	1	1
405	перед читателем	1	1
406	ту же	1	1
407	одну из	1	1
408	я к	2	1
409	дистанции между	1	1
410	силе и	1	1
411	эта деталь	1	1
412	с совершенно	1	1
413	в развитии	1	1
414	в первом	2	1
415	а по	1	1
416	другим в	2	1
417	не могла	1	1
418	это была	1	1
419	тем и	1	1
420	в смерти	1	1
421	в xix	1	1
422	он еще	1	1
423	над собою	1	1
424	но без	1	1
425	ту сторону	1	1
426	на уровне	1	1
427	как мы	1	1
428	писателя в	1	1
429	родного дома	1	1
430	его как	1	1
431	обратимся к	1	1
432	первый том	1	1
433	так что	2	1
434	с которым	1	1
435	он показывает	1	1
436	является необходимой	1	1
437	всю жизнь	1	1
438	как будто	3	1
439	себя а	1	1
440	я люблю	4	1
441	нуждается в	1	1
442	а как	2	1
443	здесь мы	1	1
444	что достоевский	4	1
445	и совершенно	1	1
446	в известной	2	1
447	жизнью и	2	1
448	говорит не	1	1
449	перед другом	1	1
