N	2gram	Vinokur_Vv	TeoriaLi
396	и прежде	1	2
397	как будто	3	2
398	включает в	1	2
399	этой системе	1	2
400	может и	1	2
401	чтобы не	1	2
402	могло быть	1	2
403	в особенности	4	1
404	характера как	1	1
405	с которыми	2	1
406	собой всю	1	1
407	однако и	1	1
408	данном отношении	2	1
409	все что	1	1
410	вовсе может	1	1
411	каждой из	6	1
412	можно говорить	3	1
413	за ним	1	1
414	между этим	1	1
415	одном случае	1	1
416	здесь именно	1	1
417	традиции особенно	1	1
418	также что	1	1
419	своего собственного	1	1
420	исторического бытия	1	1
421	дело с	9	1
422	xix столетия	1	1
423	можно назвать	1	1
424	с вещами	1	1
425	вопросу о	2	1
426	к знанию	1	1
427	развития но	1	1
428	представляют собой	9	1
429	что это	3	1
430	служебная роль	1	1
431	с ним	1	1
432	это уже	2	1
433	говорится у	2	1
434	природе и	2	1
435	которой в	2	1
436	в сущности	3	1
437	никак не	1	1
438	какой бы	2	1
439	говорит о	3	1
440	не как	3	1
441	менее не	1	1
442	проникновения в	1	1
443	в область	1	1
444	из того	2	1
445	разного рода	1	1
446	наоборот тот	1	1
447	по образцу	1	1
448	половины xviii	1	1
449	в результате	4	1
450	чистом виде	1	1
451	не бывает	2	1
452	целом ряде	2	1
453	смешным или	1	1
454	понимается как	1	1
455	в центре	4	1
456	сравнении с	1	1
457	должен был	4	1
458	этих понятий	2	1
459	чтобы в	1	1
460	текста и	3	1
461	стоит в	2	1
462	какой их	1	1
463	все то	1	1
464	текста остается	1	1
465	на свой	1	1
466	как писал	1	1
467	труда а	1	1
468	которых и	1	1
469	в собственном	3	1
470	а во-вторых	2	1
471	однако что	1	1
472	имеет значение	1	1
473	с ней	2	1
474	жизнь в	1	1
475	в особый	1	1
476	мы говорим	3	1
477	русского языка	1	1
478	как об	9	1
479	значение в	2	1
480	античности в	1	1
481	тем что	6	1
482	практически не	1	1
483	именно о	1	1
484	в малом	1	1
485	в составе	1	1
486	говорят о	1	1
487	из всего	1	1
488	и будет	1	1
489	и соответствующую	1	1
490	если он	1	1
491	том или	2	1
492	видно из	1	1
493	меня в	1	1
494	с тем	6	1
495	ценностей и	1	1
496	деятельность не	1	1
497	широком и	1	1
498	всеми теми	1	1
499	этого типа	1	1
500	вещей в	1	1
501	что по	1	1
502	все же	9	1
503	создает и	1	1
504	это бывает	1	1
505	быть назван	1	1
506	или ином	2	1
507	не имеет	4	1
508	речь в	4	1
509	в сравнении	1	1
510	состоящего в	1	1
511	по признаку	2	1
512	да и	4	1
513	непременно должен	1	1
514	в историческом	1	1
515	о котором	8	1
516	зависимости от	3	1
517	себя не	1	1
518	которая не	1	1
519	действительность в	4	1
520	искусство и	2	1
521	по крайней	4	1
522	он мог	3	1
523	включая и	1	1
524	это требует	1	1
525	дело со	1	1
526	свое время	3	1
527	с этим	3	1
528	быть это	1	1
529	и я	1	1
530	нам не	2	1
531	совершенно не	1	1
532	двумя важнейшими	1	1
533	культуры не	3	1
534	в центр	1	1
535	не существует	2	1
536	истории не	2	1
537	в котором	4	1
538	осуществляется в	1	1
539	не прямо	1	1
540	зависит от	3	1
541	языков в	3	1
542	в действительности	1	1
543	и такие	1	1
544	языка и	15	1
545	вопрос о	10	1
546	восприятия в	1	1
547	сливается с	3	1
548	о чем-то	1	1
549	по тем	2	1
550	тех же	1	1
551	и заключается	4	1
552	всех его	1	1
553	таков что	1	1
554	она могла	1	1
555	его исторического	1	1
556	связана с	4	1
557	наконец в	1	1
558	не должно	1	1
559	что входит	1	1
560	художественных произведений	2	1
561	платона и	1	1
562	не быть	1	1
563	этом пути	1	1
564	самое существенное	1	1
565	одной общей	1	1
566	текст отличается	1	1
567	во многих	1	1
568	что представляет	3	1
569	которыми он	1	1
570	а через	1	1
571	имея в	1	1
572	время в	2	1
573	слова и	1	1
574	с помощью	2	1
575	что из	1	1
576	жизни и	2	1
577	искусством в	1	1
578	у автора	1	1
579	в значении	1	1
580	две части	2	1
581	и способа	1	1
582	точно так	2	1
583	втором случае	1	1
584	в различных	5	1
585	эта система	1	1
586	на основании	5	1
587	художественной литературы	2	1
588	а между	2	1
589	и соответствующих	1	1
590	чем с	1	1
591	и аристотеля	1	1
592	одно из	5	1
593	и до	2	1
594	к сфере	1	1
595	для которого	1	1
596	именно такого	1	1
597	явление культуры	1	1
598	и те	2	1
599	не что	5	1
600	в истории	9	1
601	себе отчет	1	1
602	внешней формой	1	1
603	и том	1	1
604	каждый из	2	1
605	в чистом	1	1
606	автора с	1	1
607	всего что	1	1
608	выступает по	1	1
609	позиции но	1	1
610	отчет в	3	1
611	второй половины	3	1
612	автора в	1	1
613	в прошлом	2	1
614	на которые	1	1
615	и эстетического	1	1
616	к ним	1	1
617	из наиболее	4	1
618	языка не	2	1
619	настоящее время	1	1
620	впервые в	1	1
621	еще нет	1	1
622	в реальной	1	1
623	ее не	1	1
624	она может	1	1
625	что способно	1	1
626	той же	4	1
627	русском языке	1	1
628	смысле не	1	1
629	именно так	1	1
630	целого и	2	1
631	становится для	1	1
632	до конца	3	1
633	только при	1	1
634	на вещи	2	1
635	в одной	1	1
636	что все	1	1
637	объект и	1	1
638	то она	2	1
639	входят в	1	1
640	которую в	1	1
641	том же	2	1
642	как этого	1	1
643	бы никакого	1	1
644	момент в	1	1
645	одна из	3	1
646	языка а	2	1
647	всего к	2	1
648	языка но	2	1
649	речь о	1	1
650	со словом	2	1
651	но если	6	1
652	стадии в	1	1
653	обращенной к	1	1
654	по поводу	1	1
655	культуры и	1	1
656	что даже	3	1
657	к предмету	1	1
658	культуры как	6	1
659	нередко называют	1	1
660	в отдельных	1	1
661	соответствующей языковой	1	1
662	к этим	1	1
663	взгляде на	3	1
664	большей степени	2	1
665	как явление	2	1
666	в настоящее	1	1
667	к языку	2	1
668	крайней мере	4	1
669	и становится	1	1
670	из них	4	1
671	тот же	1	1
672	деятельности и	2	1
673	д и	1	1
674	чтобы этот	1	1
675	его можно	2	1
676	возлагает на	1	1
677	не входят	1	1
678	этого термина	3	1
679	ближе к	2	1
680	представить себе	7	1
681	обращена к	1	1
682	заинтересована в	1	1
683	к общему	1	1
684	этом случае	6	1
685	в свое	3	1
686	интересом к	1	1
687	одном и	1	1
688	той мере	6	1
689	мы видим	1	1
690	в более	4	1
691	в повседневном	1	1
692	общения в	1	1
693	нами не	2	1
694	так как	15	1
695	она и	1	1
696	различного рода	1	1
697	как такового	3	1
698	с материалом	2	1
699	от его	1	1
700	что иное	5	1
701	они не	1	1
702	может не	1	1
703	после того	2	1
704	различие между	1	1
705	научной дисциплины	1	1
706	на язык	1	1
707	первом случае	2	1
708	должно быть	2	1
709	время и	1	1
710	чем на	1	1
711	собой в	2	1
712	искусство в	1	1
713	это особенно	1	1
714	обе эти	3	1
715	у каждого	1	1
716	мысли более	1	1
717	начале этой	1	1
718	так он	1	1
719	состоящий в	1	1
720	материала и	1	1
721	и иного	1	1
722	и чрезвычайно	1	1
723	и основана	1	1
724	как музыка	1	1
725	ее можно	1	1
726	которого он	1	1
727	для нас	1	1
728	и сама	2	1
729	с системой	2	1
730	этом втором	1	1
731	одновременно и	3	1
732	не содержит	1	1
733	требует от	1	1
734	в широком	7	1
735	на которой	1	1
736	иными словами	1	1
737	слово в	1	1
738	по правилам	1	1
739	искусства по	1	1
740	в русском	1	1
741	без этого	1	1
742	и развития	2	1
743	тому же	1	1
744	раз в	1	1
745	отношения между	1	1
746	не была	1	1
747	не объект	1	1
748	ведь это	1	1
749	но с	5	1
750	в таких	2	1
751	ко второму	1	1
752	не было	2	1
753	внутреннее единство	1	1
754	говорим о	1	1
755	реальной действительности	1	1
756	просто как	1	1
757	как видно	1	1
758	и более	1	1
759	что его	1	1
760	самые разнообразные	1	1
761	становления и	1	1
762	проблем и	1	1
763	этим и	1	1
764	на нее	3	1
765	которое в	2	1
766	это еще	2	1
767	по существу	2	1
768	что не	5	1
769	которые одновременно	1	1
770	том-то и	1	1
771	в совокупности	2	1
772	документ но	1	1
773	прошлом и	3	1
774	или иная	1	1
775	чтобы быть	1	1
776	внимание в	1	1
777	не остается	1	1
778	отношений здесь	1	1
779	с той	1	1
780	и без	2	1
781	и последующих	1	1
782	долгое время	1	1
783	также в	1	1
784	человек в	1	1
785	не есть	5	1
786	между прочим	1	1
787	рядом с	2	1
788	взором читателя	1	1
789	в ряду	2	1
790	перед собой	1	1
791	как ее	1	1
792	от этого	5	1
793	особенности в	1	1
794	и со	2	1
795	именно эту	1	1
796	в такой	1	1
797	по его	2	1
798	и художественного	1	1
799	к вопросу	1	1
800	на его	1	1
801	себе и	2	1
802	в каждой	2	1
803	путь к	1	1
804	место принадлежит	1	1
805	действительности и	1	1
806	и другого	1	1
807	бы в	2	1
808	мере в	6	1
809	ему не	1	1
810	на них	1	1
811	или живописи	1	1
812	же как	3	1
813	самой себе	1	1
814	в каждом	4	1
815	здесь как	1	1
816	системы языка	1	1
817	в уста	1	1
818	в полной	1	1
819	жизнь и	1	1
820	в своих	2	1
821	значительное место	1	1
822	на задний	2	1
823	не означает	1	1
824	каждом из	1	1
825	говорил о	1	1
826	и жизненной	1	1
827	до нас	3	1
828	тексте не	1	1
829	в лучшем	1	1
830	материалом и	2	1
831	имен и	1	1
832	что несмотря	2	1
833	если не	1	1
834	в том-то	1	1
835	задний план	2	1
836	не дает	1	1
837	совсем не	3	1
838	от содержания	1	1
839	нельзя не	6	1
840	прямо как	1	1
841	с наукой	2	1
842	так что	5	1
843	духом в	1	1
844	или же	3	1
845	так называемые	2	1
846	просто не	1	1
847	именно потому	1	1
848	изначально по	1	1
849	чем собственно	1	1
850	не могла	1	1
851	можно было	8	1
852	отношений между	3	1
853	выделяются из	1	1
854	др в	1	1
855	заключает в	1	1
856	человеческого духа	1	1
857	но дело	3	1
858	стороны и	3	1
859	ее познания	1	1
860	только то	1	1
861	в xix	1	1
862	общая идея	1	1
863	вся она	1	1
864	также и	20	1
865	этих случаях	2	1
866	то или	1	1
867	как один	1	1
868	или иное	1	1
869	когда мы	2	1
870	не совпадает	2	1
871	еще на	1	1
872	было бы	7	1
873	дает ему	1	1
874	литература есть	1	1
875	не по	1	1
876	литературы или	1	1
877	так называемого	1	1
878	такая деятельность	1	1
879	же самое	3	1
880	он в	1	1
881	как мы	11	1
882	одного из	1	1
883	общего с	1	1
884	и каждая	1	1
885	литературное произведение	3	1
886	та или	1	1
887	момент своего	1	1
888	в зависимости	3	1
889	подход к	1	1
890	текста на	1	1
891	приводят к	1	1
892	этом и	1	1
893	связи между	4	1
894	на отдельные	1	1
895	особое отношение	1	1
896	и от	1	1
897	и есть	3	1
898	по этому	3	1
899	теми же	1	1
900	же в	1	1
901	бытия и	1	1
902	текста со	1	1
903	из его	2	1
904	иной раз	2	1
905	чаще всего	2	1
906	на то	2	1
907	себе самому	1	1
908	но одно	1	1
909	нуждается в	3	1
910	приходится в	1	1
911	независимо от	5	1
912	лучшем случае	1	1
913	для этого	3	1
914	и объект	1	1
915	собой лишь	1	1
916	именно это	1	1
917	традиции как	1	1
918	дело обстоит	1	1
919	содержанию а	1	1
920	и совершенно	2	1
921	дело здесь	1	1
922	в известной	3	1
923	есть не	5	1
924	содержания не	1	1
925	иное как	6	1
926	логической точки	1	1
927	к автору	1	1
928	более того	1	1
929	истории одного	1	1
930	котором он	2	1
931	в статье	1	1
