N	2gram	Propp_Russ	Istorich
441	следующим образом	9	9
442	за него	1	9
443	не могут	1	9
444	или же	2	9
445	а как	1	9
446	означает что	2	9
447	и вновь	1	9
448	здесь нет	1	9
449	в основе	1	9
450	в истории	1	9
451	с его	1	9
452	ему в	1	9
453	же не	2	9
454	с другом	1	9
455	или менее	1	9
456	это так	1	9
457	но здесь	1	9
458	стороны и	1	9
459	стоит в	3	9
460	приводит к	4	9
461	говорилось выше	1	9
462	что на	5	9
463	по этому	4	9
464	жизни и	1	9
465	только что	1	8
466	и сам	1	8
467	именно в	3	8
468	дом и	1	8
469	во всяком	1	8
470	он был	2	8
471	это делается	1	8
472	из своего	1	8
473	с обрядами	1	8
474	они должны	1	8
475	с другими	3	8
476	отсюда видно	1	8
477	большинстве случаев	2	8
478	на другой	2	8
479	приводят к	1	8
480	не так	1	8
481	та же	4	8
482	на нем	1	8
483	также что	2	8
484	случаи показывают	1	8
485	подобно тому	3	8
486	с целью	2	8
487	на берегу	1	8
488	обряд и	3	8
489	он же	4	8
490	в отдельности	2	8
491	только тогда	3	8
492	говорят что	1	8
493	и наоборот	1	8
494	у них	2	8
495	смерть и	1	8
496	независимо от	3	8
497	приводит нас	4	8
498	ту же	2	8
499	или даже	3	8
500	что им	1	8
501	и потому	3	8
502	в приведенных	2	8
503	значит что	2	8
504	но она	3	8
505	не с	5	8
506	но вместе	3	8
507	на смерть	2	8
508	которые в	2	8
509	для этого	6	8
510	или по	1	8
511	одно из	6	8
512	можно сказать	1	8
513	входит в	4	8
514	на столбах	1	8
515	а он	1	8
516	можем предположить	1	8
517	тут же	2	8
518	он на	1	8
519	что его	1	8
520	в целях	4	8
521	я тебе	1	8
522	не дает	1	8
523	в современной	1	8
524	иногда это	1	8
525	его с	4	8
526	не говорится	1	8
527	и из	3	8
528	за это	1	8
529	большей частью	1	8
530	при обряде	1	8
531	здесь в	1	8
532	вообще не	1	8
533	смерти в	2	8
534	не имеют	1	8
535	должен быть	2	8
536	тому как	3	8
537	в жизни	2	8
538	от того	1	8
539	же относится	1	7
540	не столько	3	7
541	этим объясняется	1	7
542	в золотой	2	7
543	первый взгляд	1	7
544	этот момент	1	7
545	землю и	2	7
546	для объяснения	1	7
547	и некоторые	3	7
548	будто бы	10	7
549	тому что	4	7
550	между собой	4	7
551	здесь и	1	7
552	в эту	3	7
553	под влиянием	1	7
554	между тем	9	7
555	и обряд	1	7
556	если в	3	7
557	и при	2	7
558	самом деле	1	7
559	превращаются в	1	7
560	становится ясным	2	7
561	нет в	2	7
562	и и	2	7
563	происхождение этого	1	7
564	состоит в	18	7
565	на самом	3	7
566	образом в	2	7
567	но эта	2	7
568	можно предположить	2	7
569	на них	4	7
570	не по	1	7
571	в китае	1	7
572	иногда и	7	7
573	в начале	1	7
574	еще в	6	7
575	это видно	1	7
576	это означает	1	7
577	в области	3	7
578	вплоть до	4	7
579	не единственный	2	7
580	случае мы	1	7
581	по всему	2	7
582	те же	1	7
583	всякого рода	3	7
584	из земли	3	7
585	во многих	14	7
586	связь между	2	7
587	как на	2	7
588	вот тебе	1	7
589	в европе	1	7
590	ее и	2	7
591	заупокойном культе	2	7
592	в конце	1	7
593	также в	5	7
594	уже давно	1	7
595	себе и	1	7
596	а только	1	7
597	того же	1	7
598	когда мы	2	7
599	на голову	6	7
600	в фольклоре	3	7
601	однако в	1	7
602	не противоречит	2	7
603	на охоту	1	7
604	тех же	1	7
605	в земле	6	7
606	того чтобы	6	7
607	что я	1	7
608	этого слова	3	7
609	всяком случае	1	7
610	для него	1	7
611	как у	2	7
612	свет на	1	7
613	по его	2	7
614	руки и	3	7
615	в какой	3	7
616	эти формы	1	7
617	составные части	2	7
618	только у	2	7
619	земли и	5	7
620	думать что	3	7
621	в большинстве	2	7
622	со своими	1	7
623	и о	4	7
624	же и	1	6
625	будем здесь	2	6
626	его от	2	6
627	между ними	1	6
628	что обряд	3	6
629	но что	2	6
630	не потому	1	6
631	из всего	1	6
632	на эту	1	6
633	не удается	1	6
634	вид что	1	6
635	этой связи	1	6
636	как можно	3	6
637	в воде	3	6
638	из приведенных	3	6
639	более поздние	1	6
640	с одним	1	6
641	они же	2	6
642	домой и	3	6
643	здесь на	1	6
644	не могла	1	6
645	нечто вроде	2	6
646	только о	1	6
647	его как	2	6
648	это приводит	2	6
649	на место	2	6
650	должны будем	2	6
651	в одну	1	6
652	уже на	1	6
653	к сожалению	1	6
654	как показал	1	6
655	не ясно	1	6
656	в огонь	1	6
657	что по	7	6
658	из сказки	1	6
659	сам он	1	6
660	в роли	1	6
661	а через	1	6
662	довольно много	2	6
663	в русском	4	6
664	этого вопроса	1	6
665	отсюда же	1	6
666	отличие от	4	6
667	по дороге	1	6
668	также и	1	6
669	же что	1	6
670	часто в	1	6
671	не случайно	2	6
672	для того	6	6
673	быть поставлен	1	6
674	такая форма	1	6
675	но тем	2	6
676	обряда и	1	6
677	а после	1	6
678	что ее	3	6
679	до того	3	6
680	же происходит	1	6
681	и становится	1	6
682	не соответствует	1	6
683	и за	2	6
684	к жизни	3	6
685	что все	2	6
686	тому же	1	6
687	будет ниже	2	6
688	вопрос почему	1	6
689	это объясняет	1	6
690	даже не	1	6
691	более позднее	1	6
692	уходит в	1	6
693	имеет свою	1	6
694	коня в	2	6
695	пришел к	1	6
696	быть и	3	6
697	они и	2	6
698	борьбы с	2	6
699	не на	2	6
700	на гору	1	6
701	приведенных материалов	3	6
702	или как	1	6
703	не объясняет	5	6
704	в середине	4	6
705	бросают в	3	6
706	это показывает	4	6
707	заметить что	3	6
708	же он	1	6
709	не знают	1	6
710	речь будет	2	6
711	видеть в	1	6
712	на одной	1	6
713	с той	2	6
714	говорят о	1	6
715	а иногда	6	6
716	из леса	6	6
717	только по	2	6
718	в три	1	5
719	в виду	3	5
720	в своих	3	5
721	эти обряды	3	5
722	происходит не	1	5
723	мы и	1	5
724	и очень	1	5
725	за ней	1	5
726	не имели	2	5
727	во все	1	5
728	только как	2	5
729	из себя	1	5
730	же говорит	1	5
731	его по	1	5
732	в путь	1	5
733	ее как	1	5
734	или наоборот	1	5
735	и мы	1	5
736	из воды	5	5
737	или не	2	5
738	приведем несколько	1	5
739	эти слова	1	5
740	для наших	2	5
741	могла бы	1	5
742	по другим	1	5
743	ты меня	1	5
744	для чего	1	5
745	для них	5	5
746	оно не	2	5
747	их и	3	5
748	можно назвать	1	5
749	это время	4	5
750	этим в	1	5
751	о котором	1	5
752	говорится что	4	5
753	ясно и	1	5
754	это только	1	5
755	что если	2	5
756	в совершенно	1	5
757	этих обрядов	5	5
758	дворец и	1	5
759	в отличие	4	5
760	указывают на	1	5
761	она может	1	5
762	и раньше	1	5
763	в ряд	2	5
764	что во	1	5
765	иногда в	2	5
766	д и	1	5
767	подобного рода	1	5
768	не означает	2	5
769	нас не	3	5
770	этот обычай	15	5
771	или с	4	5
772	основана на	2	5
773	другом месте	1	5
774	по своему	2	5
775	на все	3	5
776	однако не	1	5
777	в самых	1	5
778	чем речь	1	5
779	или другого	1	5
780	видели в	1	5
781	а когда	1	5
782	которые не	3	5
783	другой пример	1	5
784	ссылаясь на	1	5
785	в одно	2	5
786	только для	3	5
787	у которых	2	5
788	девушки в	3	5
789	описывается как	2	5
790	античности и	1	5
791	этом мы	1	5
792	но даже	2	5
793	ней и	1	5
794	земледелия и	1	5
795	в связь	1	5
796	же представления	1	5
797	здесь он	1	5
798	см гл	1	5
799	несмотря на	4	5
800	древнейшая форма	1	5
801	и один	1	5
802	что между	1	5
803	что от	4	5
804	в таком	5	5
805	на тот	1	5
806	и пляски	1	5
807	где уже	1	5
808	и затем	1	5
809	если они	1	5
810	в один	2	5
811	можно видеть	1	5
812	чтобы они	4	5
813	никак не	1	5
814	в область	1	5
815	показать что	1	5
816	в нашей	1	5
817	как о	1	5
818	много но	1	5
819	этому же	3	5
820	наших целей	2	5
821	не могло	1	5
822	знает что	1	5
823	ее с	2	5
824	через него	2	5
825	без всякого	1	5
826	ее не	1	5
827	они были	2	5
828	представления и	2	5
829	леса и	3	5
830	вокруг него	2	5
831	тому кто	1	5
832	мы сейчас	1	5
833	с наступлением	1	5
834	животных и	4	5
835	с культом	1	5
836	можно показать	1	5
837	обрядов и	3	5
838	при изучении	6	5
839	их на	5	5
840	это в	1	5
841	как уже	6	5
842	это для	1	5
843	имеем здесь	1	5
844	других случаях	4	5
845	только из	1	4
846	е с	1	4
847	в разных	3	4
848	живут в	2	4
849	на которых	2	4
850	относится и	1	4
851	некоторые другие	5	4
852	прибавить что	1	4
853	на свою	1	4
854	что весь	1	4
855	в числе	2	4
856	указывалось выше	1	4
857	полагают что	1	4
858	сообщает что	12	4
859	каждый из	3	4
860	и пришли	1	4
861	собственно не	1	4
862	на пути	1	4
863	людей и	1	4
864	и те	3	4
865	уже указывалось	5	4
866	могло бы	1	4
867	во всей	2	4
868	что именно	3	4
869	и во	2	4
870	нет никаких	1	4
871	к этим	1	4
872	для этой	3	4
873	к их	1	4
874	материалы по	1	4
875	о происхождении	1	4
876	по материалам	2	4
877	на дереве	1	4
878	чем в	4	4
879	заключить что	2	4
880	очевидно что	2	4
881	одном из	1	4
882	так на	2	4
883	кругу явлений	1	4
884	из одного	1	4
885	достаточно чтобы	1	4
886	нами как	1	4
887	тесно связаны	1	4
888	почему именно	2	4
889	идет по	1	4
890	вера в	2	4
891	две формы	2	4
892	в городе	1	4
893	иметь в	2	4
894	ноги и	1	4
895	что есть	2	4
896	это наблюдение	1	4
897	отнюдь не	3	4
898	встречается и	2	4
899	от нее	1	4
900	он уже	1	4
901	представлял собой	1	4
902	такое толкование	2	4
903	ниже в	3	4
904	с этого	7	4
905	более древних	1	4
906	на колени	2	4
907	представляло собой	1	4
908	так называемая	2	4
909	собой смерть	1	4
910	они показывают	1	4
911	такую же	2	4
912	быть не	1	4
913	с которой	1	4
914	и целый	1	4
915	лесу или	3	4
916	говорится в	1	4
917	или другое	1	4
918	ниже когда	1	4
919	в заупокойном	1	4
920	но на	1	4
921	в литературе	1	4
922	нами выше	1	4
923	ее к	2	4
924	здесь имеется	1	4
925	в стороне	2	4
926	чтобы вызвать	3	4
927	есть в	2	4
928	а так	1	4
929	тем более	1	4
930	обрядами и	2	4
931	обряда в	3	4
932	в народе	2	4
933	две стороны	1	4
934	воду и	2	4
935	очень интересный	1	4
936	человека с	1	4
937	человека и	1	4
938	люди не	1	4
939	явление в	1	4
940	что некогда	1	4
941	что было	1	4
942	или нет	1	4
943	нас в	2	4
944	вопрос этот	1	4
945	дома и	1	4
946	он по	1	4
947	так чтобы	2	4
948	при рассмотрении	3	4
949	в руках	3	4
950	также на	3	4
951	в глаза	3	4
952	с этими	1	4
953	под названием	3	4
954	все время	1	4
955	и вообще	1	4
956	на берег	2	4
957	они сами	1	4
958	который в	2	4
959	на почве	1	4
960	содержится в	1	4
961	и всей	2	4
962	с точки	3	4
963	как раз	1	4
964	не от	1	4
965	там и	2	4
966	по содержанию	3	4
967	при рождении	1	4
968	указывает что	1	4
969	связь этого	1	4
970	такое объяснение	1	4
971	они могут	1	4
972	что их	1	4
973	самый акт	1	4
974	сказки а	1	4
975	там он	1	4
976	в сад	1	4
977	не будут	2	4
978	можно сделать	3	4
979	если же	1	4
980	найти в	1	4
981	происходит при	1	4
982	бывает и	1	4
983	все в	2	4
984	над ними	1	4
985	что касается	1	4
986	совсем так	1	4
987	песни и	7	4
988	и вызывает	1	4
989	такие представления	2	4
990	себя и	2	4
991	еще и	1	4
992	более поздний	1	4
993	на деревьях	2	4
994	признает что	1	4
995	вытекает из	1	4
996	жениться на	1	4
997	на столе	1	4
998	или вообще	3	4
999	и под	4	4
1000	их с	1	4
1001	в древней	3	4
1002	огонь в	1	4
1003	в животном	1	4
1004	на дерево	1	4
1005	лесу в	2	4
1006	или просто	2	4
1007	многих других	1	4
1008	ни с	1	4
1009	считает что	2	4
1010	на тех	2	4
1011	и через	2	4
1012	вывод что	5	4
1013	чтобы получить	1	4
1014	дело в	1	4
1015	в ту	1	4
1016	человеком и	1	4
1017	не могу	1	4
1018	во второй	1	4
1019	к тем	4	4
1020	или его	1	4
1021	доме и	1	4
1022	как не	2	4
1023	свете приведенных	1	4
1024	магическую силу	1	4
1025	еще на	1	4
1026	в который	1	4
1027	слова в	3	4
1028	к пониманию	1	4
1029	в полночь	1	4
1030	с религией	4	4
1031	к дереву	1	3
1032	него в	1	3
1033	лошади в	1	3
1034	зато в	1	3
1035	в древнем	4	3
1036	видно из	1	3
1037	оказалось что	1	3
1038	весь ход	1	3
1039	смысл этого	1	3
1040	не сообщается	1	3
1041	на природу	2	3
1042	не могли	1	3
1043	других местах	11	3
1044	смерти но	1	3
1045	как отражение	1	3
1046	солнце и	1	3
1047	о них	2	3
1048	борьбе с	1	3
1049	уже почти	1	3
1050	так называемых	1	3
1051	обряды и	3	3
1052	переход от	3	3
1053	из всех	1	3
1054	затем в	1	3
1055	нам право	2	3
1056	такая же	1	3
1057	именно с	3	3
1058	с девушкой	1	3
1059	точка зрения	1	3
1060	образом на	1	3
1061	с перенесением	1	3
1062	хотелось бы	1	3
1063	ниже мы	1	3
1064	внимание на	1	3
1065	жены на	1	3
1066	этой же	2	3
1067	вопрос мы	1	3
1068	не дают	1	3
1069	здесь явно	1	3
1070	есть один	1	3
1071	водой и	1	3
1072	но можно	2	3
1073	и обычаев	1	3
1074	на поле	3	3
1075	и та	1	3
1076	что некоторые	1	3
1077	этот огонь	1	3
1078	в иных	2	3
1079	совсем не	1	3
1080	даже если	1	3
1081	следующие черты	1	3
1082	где они	2	3
1083	чтобы не	1	3
1084	что над	1	3
1085	воду в	1	3
1086	и бессмертие	1	3
1087	не единственная	1	3
1088	когда уже	1	3
1089	его уже	1	3
1090	или другие	3	3
1091	который его	1	3
1092	говорит и	1	3
1093	думает что	2	3
1094	с природой	1	3
1095	в огне	1	3
1096	другой вопрос	1	3
1097	к таким	4	3
1098	вряд ли	2	3
1099	каждого из	1	3
1100	дело так	2	3
1101	они говорят	1	3
1102	к другому	2	3
1103	на другие	2	3
1104	такое положение	1	3
1105	превратилось в	1	3
1106	но их	1	3
1107	можно в	1	3
1108	культа предков	1	3
1109	разница в	1	3
1110	с места	2	3
1111	религии но	1	3
1112	чем говорилось	1	3
1113	это все	1	3
1114	и поэтому	3	3
1115	самых разнообразных	1	3
1116	или когда	2	3
1117	которые можно	2	3
1118	переходит к	1	3
1119	на основании	1	3
1120	у других	1	3
1121	необходимо указать	2	3
1122	если здесь	1	3
1123	не раньше	1	3
1124	например на	2	3
1125	тем же	1	3
1126	начиная с	4	3
1127	только при	1	3
1128	каждый день	1	3
1129	ясно в	1	3
1130	характер этих	1	3
1131	и после	2	3
1132	кладут в	4	3
1133	то они	1	3
1134	и многие	2	3
1135	когда они	2	3
1136	принимает форму	1	3
1137	одна и	1	3
1138	и дело	2	3
1139	особое значение	1	3
1140	это предположение	1	3
1141	как эти	1	3
1142	в сопровождении	1	3
1143	в другую	1	3
1144	большой огонь	1	3
1145	верхом на	2	3
1146	долгое время	1	3
1147	девушку в	1	3
1148	очень распространен	1	3
1149	и могут	1	3
1150	в такой	1	3
1151	здесь говорится	2	3
1152	или их	2	3
1153	ему не	1	3
1154	ст в	1	3
1155	этом говорит	1	3
1156	животного или	1	3
1157	это как	1	3
1158	из ряда	2	3
1159	рассматривать как	1	3
1160	в тексте	1	3
1161	к изучению	1	3
1162	наоборот в	1	3
1163	многие другие	2	3
1164	обряд в	1	3
1165	можно будет	3	3
1166	не делали	1	3
1167	путем трения	2	3
1168	исходя из	2	3
1169	совершенно очевидно	2	3
1170	все ясно	1	3
1171	они уже	1	3
1172	это обычно	1	3
1173	точности соответствует	1	3
1174	некоторых местах	5	3
1175	как они	2	3
1176	в предыдущей	1	3
1177	несколько примеров	1	3
1178	к воде	1	3
1179	из нее	2	3
1180	и должен	1	3
1181	уже указано	1	3
1182	при таком	1	3
1183	сделать из	2	3
1184	из других	2	3
1185	можно считать	1	3
1186	и такие	1	3
1187	это несомненно	1	3
1188	доказать что	1	3
1189	на очень	1	3
1190	других народов	2	3
1191	этим не	1	3
1192	нам что	1	3
1193	совершенно ясна	1	3
1194	здесь пока	1	3
1195	почему и	1	3
1196	же она	1	3
1197	состояла в	3	3
1198	а мы	2	3
1199	рассмотрим некоторые	1	3
1200	этом же	1	3
1201	собой и	2	3
1202	и эту	1	3
1203	должно быть	2	3
1204	несколько иной	1	3
1205	его у	1	3
1206	есть одно	1	3
1207	обычно не	2	3
1208	русский материал	1	3
1209	два раза	1	3
1210	в угол	1	3
1211	что после	1	3
1212	в несколько	1	3
1213	они представляют	2	3
1214	и говорят	1	3
1215	исходит от	1	3
1216	как видно	1	3
1217	этого дерева	2	3
1218	есть та	1	3
1219	окно и	3	3
1220	с некоторой	1	3
1221	связанным с	1	3
1222	вошел в	1	3
1223	наши наблюдения	2	3
1224	по наблюдениям	1	3
1225	представления в	2	3
1226	нет но	2	3
1227	у древних	1	3
1228	всех других	1	3
1229	сослаться на	1	3
1230	воздействовать на	3	3
1231	в землю	8	3
1232	в гости	1	3
1233	у некоторых	1	3
1234	и каждый	1	3
1235	их к	2	3
1236	рассматривается как	3	3
1237	это настолько	1	3
1238	с которым	1	3
1239	ней в	2	3
1240	материалов достаточно	1	3
1241	это неверно	1	3
1242	его мнению	1	3
1243	сообщают что	1	3
1244	народа в	2	3
1245	представить себе	1	3
1246	имеют целью	1	3
1247	из того	1	3
1248	все то	1	3
1249	чтобы установить	1	3
1250	особый интерес	1	3
1251	относятся к	3	3
1252	обряда не	1	3
1253	к самым	1	3
1254	меньшей мере	1	3
1255	совершенно естественно	1	3
1256	на стол	4	3
1257	в которые	1	3
1258	зеленин в	1	3
1259	направление в	1	3
1260	напоминают нам	1	3
1261	одежды и	1	3
1262	сливается с	1	3
1263	только тексты	1	3
1264	приведенные материалы	2	3
1265	первоначальный смысл	1	3
1266	разнообразны и	1	3
1267	бросается в	3	3
1268	и до	3	3
1269	подошел к	1	3
1270	изучение этого	1	3
1271	подтверждается материалами	1	3
1272	мы устанавливаем	1	3
1273	при котором	1	3
1274	точку зрения	1	3
1275	сделать это	1	3
1276	подойти к	2	3
1277	на воду	1	3
1278	ряд других	2	3
1279	и было	1	3
1280	что так	1	3
1281	нее как	1	3
1282	в церковь	2	3
1283	полного развития	1	3
1284	силы природы	1	3
1285	основаны на	2	3
1286	самые разнообразные	1	3
1287	этому поводу	3	3
1288	здесь все	1	3
1289	понимать как	1	3
1290	кто в	1	3
1291	еще прибавить	1	3
1292	мнение что	2	3
1293	этом обряде	2	3
1294	в гробу	1	3
1295	в уже	3	3
1296	о своих	1	3
1297	без всякой	1	3
1298	они часто	1	3
1299	обычно в	2	3
1300	покажет нам	1	3
1301	оно в	1	3
1302	которую мы	1	3
1303	полагали что	2	3
1304	может считаться	1	3
1305	в сибири	4	3
1306	имелись и	1	3
1307	у народа	1	3
1308	д с	1	3
