N	2gram	Nazirov_Tv	Mirosoze
242	к чему	1	6
243	записок из	4	6
244	и она	1	6
245	веру в	3	6
246	совсем не	1	6
247	личности и	2	6
248	можно было	1	6
249	что достоевский	10	6
250	чтобы не	1	6
251	и от	8	6
252	и здесь	2	6
253	муки совести	1	6
254	что это	1	6
255	это есть	1	6
256	если бы	4	6
257	в которых	3	6
258	бы не	1	6
259	братьях карамазовых	7	6
260	в братьях	6	6
261	подпольный человек	25	6
262	к людям	1	6
263	в образе	4	6
264	в ее	3	6
265	этом он	2	6
266	не способен	1	6
267	должен был	2	6
268	и более	2	6
269	на все	1	6
270	и человек	3	6
271	жизнь и	2	6
272	гармонии и	1	6
273	его не	1	6
274	к ней	3	6
275	на то	1	6
276	к богу	1	6
277	не к	2	6
278	еще не	5	5
279	он хочет	1	5
280	с самим	1	5
281	его он	1	5
282	мысли и	5	5
283	человек есть	1	5
284	одно из	1	5
285	с собой	1	5
286	человеческая природа	1	5
287	и как	5	5
288	природа человека	2	5
289	мысли о	1	5
290	отличается от	1	5
291	с этим	2	5
292	природы в	1	5
293	во всяком	2	5
294	для этого	1	5
295	говорит что	2	5
296	чем его	1	5
297	до того	1	5
298	перед ним	1	5
299	страдания и	2	5
300	сказать что	3	5
301	к которому	3	5
302	достоевским в	6	5
303	все время	3	5
304	в атмосфере	1	5
305	по преимуществу	4	5
306	на протяжении	3	5
307	хочет быть	1	5
308	верит в	2	5
309	отказывается от	2	5
310	свобода человеческого	1	5
311	личности в	3	5
312	достоевского это	7	5
313	сих пор	1	5
314	и мир	3	5
315	человека его	2	5
316	культуры и	2	5
317	в то	23	5
318	означает что	2	5
319	когда он	4	5
320	до сих	1	5
321	и этот	1	5
322	достоевский показывает	1	5
323	движении в	1	5
324	оно не	1	5
325	человека у	2	5
326	и мы	1	5
327	жизнь идей	2	5
328	да и	1	5
329	земной жизни	1	5
330	его и	2	5
331	то он	1	5
332	он же	2	5
333	в основе	3	5
334	и если	3	5
335	по достоевскому	3	5
336	мити карамазова	1	5
337	и страдание	1	5
338	в мир	2	5
339	жизни это	1	5
340	той же	4	5
341	в самую	1	5
342	не стоит	1	5
343	тот же	3	5
344	человека но	3	5
345	в более	1	5
346	на путях	1	5
347	так и	5	5
348	и тут	2	5
349	как у	3	5
350	западной европы	1	5
351	в их	5	5
352	и я	2	5
353	дневника писателя	1	5
354	и ивана	1	5
355	xx века	3	5
356	связано с	1	5
357	думать что	1	5
358	него и	1	5
359	русские люди	1	5
360	как будто	5	5
361	человек может	2	4
362	в момент	5	4
363	к этой	1	4
364	и люди	1	4
365	еще более	3	4
366	на деле	3	4
367	нас в	1	4
368	восстает против	1	4
369	в своих	8	4
370	и даже	8	4
371	человека для	1	4
372	в такой	2	4
373	жизни он	2	4
374	сам не	1	4
375	духовной жизни	2	4
376	достоевского его	1	4
377	в него	2	4
378	по отношению	3	4
379	не что	1	4
380	его собственной	1	4
381	него не	1	4
382	в движении	2	4
383	что они	3	4
384	ее и	2	4
385	мы видим	3	4
386	что иное	1	4
387	народ не	1	4
388	в каждом	4	4
389	к себе	1	4
390	народной жизни	1	4
391	и через	4	4
392	не от	1	4
393	это очень	1	4
394	лежит в	1	4
395	не была	1	4
396	тому что	2	4
397	время как	1	4
398	он лишь	1	4
399	человеческой природе	1	4
400	века в	1	4
401	в свете	3	4
402	в чем	4	4
403	а с	4	4
404	он живет	2	4
405	человека как	2	4
406	так что	4	4
407	более всего	2	4
408	от народа	1	4
409	и что	2	4
410	лишь один	1	4
411	но достоевский	2	4
412	его личности	1	4
413	в идее	1	4
414	и по	5	4
415	не случайно	6	4
416	преступления и	6	4
417	и против	2	4
418	его с	1	4
419	живет в	3	4
420	пребывает в	1	4
421	с ума	1	4
422	для них	2	4
423	ни в	2	4
424	социализма и	1	4
425	человека если	2	4
426	но на	1	4
427	свободы он	1	4
428	с ней	1	4
429	в начале	2	4
430	как о	1	4
431	вряд ли	2	4
432	подлинного бытия	1	4
433	к которой	1	4
434	человека от	1	4
435	и тогда	2	4
436	настасью филипповну	1	4
437	на землю	2	4
438	и до	2	4
439	ли вы	1	4
440	в истории	2	4
441	настасья филипповна	4	4
442	и народ	1	4
443	к миру	2	4
444	только с	3	4
445	настасьей филипповной	1	4
446	как к	2	4
447	могут быть	4	4
448	может не	2	4
449	сам он	1	4
450	мы не	3	4
451	одна и	1	4
452	и зло	1	4
453	социальной среды	1	4
454	достоевского у	1	4
455	все равно	1	4
456	в силах	1	4
457	в эпоху	1	4
458	зла в	1	4
459	все эти	3	4
460	по своему	1	4
461	своей свободы	1	4
462	путь к	1	4
463	особенно в	3	4
464	не все	2	4
465	свою противоположность	2	4
466	значит что	3	4
467	и их	2	4
468	заключает в	1	4
469	для русского	1	4
470	отношению к	3	4
471	место в	6	4
472	и только	2	4
473	конце концов	1	4
474	иное как	1	4
475	достоевского она	1	3
476	в душе	4	3
477	бога в	1	3
478	и всю	1	3
479	закона и	1	3
480	достоевский до	1	3
481	это значит	1	3
482	о чем	1	3
483	русская литература	1	3
484	достоевского как	5	3
485	него в	2	3
486	в виду	3	3
487	нельзя жить	1	3
488	мысль о	3	3
489	с настасьей	1	3
490	было очень	1	3
491	свободу как	1	3
492	давно уже	2	3
493	все же	9	3
494	чем не	1	3
495	но у	5	3
496	своем творчестве	1	3
497	в записках	7	3
498	этого вопроса	2	3
499	на человека	1	3
500	природы человека	1	3
501	то это	2	3
502	достоевского никогда	1	3
503	даже и	1	3
504	нет смысла	1	3
505	и иван	2	3
506	в противоположность	1	3
507	входит в	1	3
508	в этот	3	3
509	в одном	3	3
510	и когда	2	3
511	приходит к	4	3
512	превращается в	2	3
513	душу и	1	3
514	не вполне	1	3
515	образ христа	1	3
516	но этот	2	3
517	с другим	3	3
518	личности он	2	3
519	то чтобы	1	3
520	я никогда	1	3
521	есть по	1	3
522	идей и	2	3
523	федора павловича	1	3
524	к этому	4	3
525	уходит в	1	3
526	он считал	1	3
527	и еще	2	3
528	на том	2	3
529	хотя и	5	3
530	души и	2	3
531	и за	1	3
532	каждого человека	1	3
533	достоевского был	1	3
534	прогресса и	2	3
535	одним из	6	3
536	легенда о	4	3
537	на чьей	1	3
538	я и	3	3
539	не остается	1	3
540	но ведь	2	3
541	и жизнь	1	3
542	одно только	1	3
543	же как	3	3
544	и перед	1	3
545	но когда	2	3
546	во всех	2	3
547	остается в	1	3
548	на смену	2	3
549	него есть	2	3
550	в наше	4	3
551	именно потому	1	3
552	достоевского очень	1	3
553	есть бог	1	3
554	ту же	4	3
555	между тем	2	3
556	эти слова	3	3
557	к этим	1	3
558	и тем	2	3
559	и та	2	3
560	достоевского мы	2	3
561	должны были	1	3
562	иваном карамазовым	2	3
563	протяжении всего	2	3
564	не значит	2	3
565	с которым	2	3
566	раньше чем	1	3
567	и самый	1	3
568	и дьявола	2	3
569	мире и	1	3
570	жизни а	1	3
571	для себя	1	3
572	и должно	2	3
573	учение о	1	3
574	это уже	7	3
575	в картине	1	3
576	что свобода	1	3
577	европейской культуры	1	3
578	в идиоте	4	3
579	его образ	1	3
580	со всеми	3	3
581	все его	1	3
582	их и	1	3
583	духа но	1	3
584	человеческое существо	1	3
585	и будет	2	3
586	его свободы	1	3
587	в пределах	1	3
588	к его	1	3
589	быть назван	2	3
590	приводит к	4	3
591	ли он	1	3
592	человека образ	1	3
593	есть одно	1	3
594	роль в	2	3
595	это все	2	3
596	и поэтому	2	3
597	не быть	1	3
598	когда в	1	3
599	эта мысль	3	3
600	в сне	2	3
601	народ в	1	3
602	а лишь	1	3
603	что же	1	3
604	принадлежит к	1	3
605	что христос	1	3
606	в трагедии	1	3
607	всякий раз	2	3
608	на этот	3	3
609	л толстой	1	3
610	и достоевского	2	3
611	всяком случае	2	3
612	же он	1	3
613	жизни не	2	3
614	к добру	2	3
615	литературы и	1	3
616	из этой	3	3
617	поэтому он	1	3
618	в преступлении	12	3
619	проникает в	2	3
620	чьей стороне	1	3
621	что оно	2	3
622	и всякий	2	3
623	нет ни	3	3
624	записках из	6	3
625	это был	4	3
626	ничего кроме	1	3
627	в ином	1	3
628	ведь это	1	3
629	но с	1	3
630	от всех	2	3
631	а к	1	3
632	движение в	1	3
633	романов достоевского	8	3
634	говорят о	1	3
635	со своей	1	3
636	идеи и	2	3
637	на его	4	3
638	об этом	4	3
639	ему как	1	3
640	людей в	2	3
641	возвращается к	1	3
642	этой трагедии	1	3
643	а от	1	3
644	мы должны	1	3
645	но она	2	3
646	движения в	1	3
647	в россию	2	3
648	достоевского с	12	3
649	и самого	1	3
650	не верит	1	3
651	и кириллов	1	3
652	отрывается от	1	3
653	его до	1	3
654	должен идти	1	3
655	он готов	1	2
656	что если	1	2
657	бесах и	1	2
658	христа не	2	2
659	он считает	1	2
660	она всегда	1	2
661	достоевского можно	3	2
662	из всех	5	2
663	тем как	1	2
664	всем и	1	2
665	не столько	4	2
666	исторического процесса	1	2
667	достоевского поэтому	1	2
668	по себе	2	2
669	была идея	1	2
670	их не	1	2
671	как достоевский	2	2
672	и сам	5	2
673	революционный социализм	1	2
674	социализма в	1	2
675	уже на	1	2
676	и страсть	1	2
677	на кресте	1	2
678	более и	1	2
679	так это	1	2
680	сне смешного	2	2
681	к самому	1	2
682	для счастья	1	2
683	не менее	8	2
684	только для	2	2
685	ставрогина и	1	2
686	о предопределении	1	2
687	если в	3	2
688	бога есть	2	2
689	к небытию	1	2
690	у которых	1	2
691	русской жизни	5	2
692	народа на	1	2
693	иване карамазове	1	2
694	мире не	1	2
695	не могли	2	2
696	в действительности	1	2
697	ином мире	1	2
698	которой он	2	2
699	в глаза	2	2
700	все свои	1	2
701	вот почему	3	2
702	нет бессмертия	1	2
703	сознания в	1	2
704	из себя	2	2
705	когда она	1	2
706	за собой	4	2
707	в ставрогине	1	2
708	свободы от	1	2
709	начале xix	1	2
710	от своей	1	2
711	и рогожина	1	2
712	делает его	1	2
713	с другой	4	2
714	всего человечества	1	2
715	новый мир	1	2
716	отношения и	1	2
717	и любви	1	2
718	под ним	1	2
719	нас на	1	2
720	жизни как	1	2
721	друг для	1	2
722	быть в	1	2
723	перед народом	1	2
724	во всей	2	2
725	от них	1	2
726	а мы	1	2
727	обречен на	1	2
728	нет никаких	1	2
729	конца понять	1	2
730	того же	2	2
731	чувствовал что	1	2
732	смешного человека	3	2
733	и хаос	1	2
734	антропологии достоевского	1	2
735	то в	2	2
736	в церкви	1	2
737	по природе	6	2
738	в жертву	1	2
739	чтобы человек	1	2
740	такого рода	1	2
741	от достоевского	1	2
742	начала и	1	2
743	это я	2	2
744	подполья и	1	2
745	это отношение	1	2
746	после этого	1	2
747	что такое	1	2
748	он идет	1	2
749	митя карамазов	1	2
750	связи с	2	2
751	и наказания	6	2
752	не о	1	2
753	человек а	1	2
754	братья карамазовы	2	2
755	между ними	1	2
756	цивилизации и	1	2
757	эта истина	1	2
758	бытия но	2	2
759	действительности достоевский	1	2
760	xix век	2	2
761	был не	1	2
762	в смысле	1	2
763	жизни то	1	2
764	что их	1	2
765	достоевскому он	1	2
766	народ есть	1	2
767	человек как	3	2
768	весь мир	1	2
769	не означает	4	2
770	поле битвы	1	2
771	любить друг	1	2
772	самому себе	1	2
773	и чтобы	1	2
774	великого писателя	1	2
775	романы достоевского	3	2
776	достоевского чем	2	2
777	к превращению	1	2
778	никого не	1	2
779	от которых	1	2
780	я бы	3	2
781	здешнюю вечную	1	2
782	что эта	1	2
783	кризис гуманизма	1	2
784	в п	1	2
785	себя на	1	2
786	идей у	1	2
787	она была	1	2
788	среды и	3	2
789	бог создал	1	2
790	каждый человек	1	2
791	но нет	1	2
792	на высоте	1	2
793	столь же	2	2
794	о своей	1	2
795	любовь в	1	2
796	настасьи филипповны	5	2
797	его к	2	2
798	а как	2	2
799	во время	2	2
800	была совершенно	1	2
801	в мысли	2	2
802	действительной жизни	4	2
803	решить вопрос	1	2
804	и ее	1	2
805	наше время	4	2
806	себя но	2	2
807	и ту	1	2
808	а потому	1	2
809	такой человек	1	2
810	и возможно	1	2
811	что бог	1	2
812	нашей эпохи	1	2
813	на западе	1	2
814	большей силой	1	2
815	с такой	1	2
816	своих героев	5	2
817	человек ищет	1	2
818	и раскольников	1	2
819	была бы	2	2
820	в средство	1	2
821	в сущности	1	2
822	он на	1	2
823	истории в	1	2
824	от этой	1	2
825	на лице	1	2
826	находятся в	1	2
827	человека во	1	2
828	же что	1	2
829	человеку как	2	2
830	одну и	1	2
831	если не	4	2
832	самом деле	4	2
833	доводит до	2	2
834	от своего	1	2
835	версилова и	1	2
836	их в	1	2
837	в мыслях	1	2
838	преступление и	7	2
839	же о	1	2
840	и действительно	1	2
841	земле к	1	2
842	и личной	1	2
843	достоевский как	3	2
844	к нам	1	2
845	них он	1	2
846	в душу	1	2
847	философии но	2	2
848	достоевский сам	1	2
849	достоевского прежде	1	2
850	этого движения	1	2
851	который и	1	2
852	этот мотив	1	2
853	для друга	1	2
854	бросается в	1	2
855	не терпит	1	2
856	того самого	1	2
857	этой теме	1	2
858	не имеют	4	2
859	совесть и	1	2
860	быть человеком	1	2
861	на той	1	2
862	высшей цели	1	2
863	свою вину	2	2
864	есть у	1	2
865	героев достоевского	7	2
866	личности но	1	2
867	и уже	1	2
868	то все	2	2
869	идея не	1	2
870	но сам	1	2
871	к черту	1	2
872	всемирной истории	2	2
873	у других	1	2
874	целый ряд	1	2
875	в новых	2	2
876	а во	2	2
877	мышкина и	2	2
878	его романах	3	2
879	потому и	1	2
880	лишь одна	1	2
881	в творческой	4	2
882	переход от	2	2
883	в сфере	2	2
884	настасье филипповне	4	2
885	что я	4	2
886	свободы для	1	2
887	и русское	1	2
888	под знаком	1	2
889	говорил что	2	2
890	жизни идей	3	2
891	этого слова	1	2
892	в романах	25	2
893	достоевский предвидел	1	2
894	только потому	1	2
895	его как	2	2
896	бы его	1	2
897	и искусства	1	2
898	с того	1	2
899	свободой и	1	2
900	в социальном	1	2
901	нас не	1	2
902	и уж	1	2
903	в последней	1	2
904	который может	1	2
905	всего мира	1	2
906	него была	1	2
907	уже все	1	2
908	ни к	2	2
909	он и	1	2
910	в основании	1	2
911	в вечности	2	2
912	о нем	2	2
913	ее в	3	2
914	романах достоевского	26	2
915	со своим	2	2
916	на самом	3	2
917	реалистический роман	2	2
918	имел в	1	2
919	своей природы	1	2
920	на помощь	1	2
921	же не	2	2
922	в повести	5	2
923	своей книге	1	2
924	у ивана	1	2
925	что ничего	1	2
926	но эта	3	2
927	о жизни	4	2
928	с человеком	1	2
929	и без	2	2
930	к жизни	4	2
931	в какой	1	2
932	в уме	1	2
933	от народной	1	2
934	есть только	1	2
935	человека чем	1	2
936	личности не	2	2
937	как люди	1	2
938	ней нет	1	2
939	это было	1	2
940	это достоевский	1	2
941	антропологизм достоевского	1	2
942	идет к	1	2
943	к одному	2	2
944	ко всему	1	2
945	друг за	1	2
946	достоевского нужно	1	2
947	и других	5	2
948	он ни	3	2
949	карамазова в	1	2
950	раскольникова и	1	2
951	и социалист	1	2
952	с новыми	1	2
953	он принадлежит	1	2
954	не по	3	2
955	что нужно	1	2
956	отказ от	1	2
957	отношений между	2	2
958	у кого	1	2
959	веры в	1	2
960	творчества достоевского	4	2
961	тем самым	10	2
962	идей в	7	2
963	человека с	2	2
964	на всю	1	2
965	у нее	4	2
966	и часто	1	2
967	карамазова и	2	2
968	но русский	1	2
969	человека из	1	2
970	и о	2	2
971	что за	1	2
972	в плане	4	2
973	начале xx	1	2
974	бы он	1	2
975	с божественной	1	2
976	или иной	1	2
977	каждом человеке	2	2
978	он более	1	2
979	о своих	2	2
980	все более	2	2
981	она связана	1	2
982	толстого в	1	2
983	противоречии с	1	2
984	самом последнем	1	2
985	им не	1	2
986	не надо	1	2
987	или купец	1	2
988	к идее	1	2
989	мира в	2	2
990	себе а	1	2
991	для многих	1	2
992	нельзя признать	1	1
993	человеке но	1	1
994	которая всегда	1	1
995	вот это	1	1
996	и учение	1	1
997	был и	1	1
998	бы мир	1	1
999	для всех	1	1
1000	достоевский никогда	2	1
1001	возвращает богу	1	1
1002	писателя и	1	1
1003	только что	2	1
1004	русской литературе	4	1
1005	где христос	1	1
1006	все позволено	1	1
1007	важно для	1	1
1008	чувство вины	2	1
1009	достоевского такой	1	1
1010	глава vi	1	1
1011	не знающих	1	1
1012	будущую гармонию	1	1
1013	очень важно	2	1
1014	собственной личности	2	1
1015	даже в	4	1
1016	подходил к	1	1
1017	в финале	4	1
1018	эта идея	2	1
1019	раскольников не	1	1
1020	не похож	2	1
1021	он видит	3	1
1022	этот момент	2	1
1023	или нет	1	1
1024	их жизни	1	1
1025	шекспира и	1	1
1026	говорит о	3	1
1027	таков был	1	1
1028	сам автор	2	1
1029	и двух	1	1
1030	наказания достоевский	1	1
1031	которое может	1	1
1032	и рядом	2	1
1033	и страстный	1	1
1034	русской действительности	1	1
1035	требует от	1	1
1036	от этих	1	1
1037	другой стороны	2	1
1038	из ее	1	1
1039	но что	1	1
1040	человеческой души	3	1
1041	и состраданию	1	1
1042	у пушкина	5	1
1043	всей ее	1	1
1044	и необходимости	2	1
1045	то человек	1	1
1046	него с	1	1
1047	мыслится как	1	1
1048	связь с	3	1
1049	а напротив	1	1
1050	с миллионами	1	1
1051	в материал	2	1
1052	и проблема	1	1
1053	извне а	1	1
1054	стороне от	1	1
1055	но все	1	1
1056	вот что	1	1
1057	их личности	2	1
1058	замкнулся в	1	1
1059	наоборот мир	1	1
1060	из нее	1	1
1061	и обновление	1	1
1062	ставрогина в	2	1
1063	происходит не	1	1
1064	над россией	1	1
1065	и чувствовал	1	1
1066	что весь	1	1
1067	французской революции	1	1
1068	их свободной	1	1
1069	из всего	1	1
1070	высокое и	1	1
1071	чтение достоевского	1	1
1072	означало что	1	1
1073	мира это	1	1
1074	была своя	1	1
1075	достоевским как	3	1
1076	противопоставлен всему	1	1
1077	начинается с	1	1
1078	всеми его	1	1
1079	выход из	1	1
1080	стремления к	2	1
1081	на эту	4	1
1082	дома и	1	1
1083	инквизиторе иван	1	1
1084	обречены на	1	1
1085	рассказывает о	3	1
1086	в бездну	1	1
1087	речь идет	1	1
1088	разные стороны	1	1
1089	в письме	1	1
1090	искусство и	1	1
1091	был глубоко	1	1
1092	образ ивана	1	1
1093	казалось бы	4	1
1094	он из	1	1
1095	достоевского может	2	1
1096	настоящее и	1	1
1097	сам же	1	1
1098	перестает быть	1	1
1099	и того	2	1
1100	он изображает	1	1
1101	еще от	1	1
1102	в бытовом	1	1
1103	по бесконечной	1	1
1104	детей более	1	1
1105	в противовес	1	1
1106	выводит из	1	1
1107	который весь	1	1
1108	что этот	2	1
1109	знал что	1	1
1110	среды в	1	1
1111	восходит к	2	1
1112	русское слово	1	1
1113	не боится	1	1
1114	толстой с	1	1
1115	не чувствует	1	1
1116	бытие бога	3	1
1117	ее у	1	1
1118	мир его	2	1
1119	но даже	1	1
1120	не должен	1	1
1121	одной стороны	1	1
1122	и ставрогина	1	1
1123	в другом	1	1
1124	но эти	3	1
1125	из жизни	3	1
1126	есть подлинная	1	1
1127	можно встретить	1	1
1128	что человечество	1	1
1129	к своей	1	1
1130	этой связи	2	1
1131	мне что	1	1
1132	если так	1	1
1133	хорошо понимал	1	1
1134	об отношении	1	1
1135	оно было	1	1
1136	мы все	1	1
1137	с ненавистью	1	1
1138	и будущее	2	1
1139	говорить о	1	1
1140	может служить	2	1
1141	не одно	1	1
1142	мне не	1	1
1143	него было	1	1
1144	а между	1	1
1145	ценности и	1	1
1146	для раскольникова	1	1
1147	в традиционном	1	1
1148	на практике	1	1
1149	я буду	2	1
1150	и потом	1	1
1151	христа на	1	1
1152	же его	1	1
1153	когда время	1	1
1154	раскольников должен	1	1
1155	всего этого	1	1
1156	всегда и	1	1
1157	очень важна	1	1
1158	на ней	2	1
1159	друг на	1	1
1160	лишь частично	1	1
1161	но ни	1	1
1162	к ним	1	1
1163	как на	1	1
1164	вообще и	1	1
1165	на наших	1	1
1166	о тех	1	1
1167	свобода предполагает	1	1
1168	быть понята	2	1
1169	идея в	1	1
1170	еще нет	1	1
1171	в голове	1	1
1172	наряду с	6	1
1173	ключ к	1	1
1174	с большим	3	1
1175	еще ничего	1	1
1176	как от	1	1
1177	нигде не	1	1
1178	устремлена к	1	1
1179	мучительный и	1	1
1180	и вдруг	1	1
1181	реализма он	1	1
1182	чертами в	1	1
1183	великим человеком	1	1
1184	всех людей	1	1
1185	сама ищет	1	1
1186	это прежде	3	1
1187	на могиле	1	1
1188	ним на	1	1
1189	по поводу	1	1
1190	собственный путь	1	1
1191	с темой	2	1
1192	смерти отца	1	1
1193	перелома в	2	1
1194	человеком но	1	1
1195	которого был	1	1
1196	быта и	1	1
1197	не то	2	1
1198	жизни с	2	1
1199	свое собственное	1	1
1200	гоголь и	1	1
1201	бытия а	1	1
1202	многие русские	2	1
1203	себе самом	1	1
1204	из внешних	1	1
1205	глава v	1	1
1206	время для	1	1
1207	все мы	1	1
1208	глава iv	1	1
1209	века как	1	1
1210	достоевский говорит	1	1
1211	для раскрытия	1	1
1212	влияние на	3	1
1213	для утверждения	1	1
1214	этой задачи	1	1
1215	не противоречит	2	1
1216	на достоевского	2	1
1217	мышления и	2	1
1218	личности а	1	1
1219	цельности и	1	1
1220	поскольку в	1	1
1221	вот чего	1	1
1222	князя мышкина	17	1
1223	еще раньше	1	1
1224	толстого и	1	1
1225	и всей	1	1
1226	жизни так	1	1
1227	но тот	2	1
1228	глава vii	1	1
1229	собой в	2	1
1230	с одной	2	1
1231	славянофилом и	1	1
1232	героев которые	1	1
1233	к творчеству	1	1
1234	есть его	1	1
1235	в моей	1	1
1236	силой в	1	1
1237	достоевского для	2	1
1238	жестокость достоевского	1	1
1239	достоевский свою	1	1
1240	исчезнет как	1	1
1241	сильнее и	2	1
1242	на поверхность	1	1
1243	которого он	2	1
1244	в недрах	1	1
1245	контраст между	1	1
1246	и литературные	1	1
1247	достоевский писал	2	1
1248	тайны и	1	1
1249	он любил	1	1
1250	общества в	1	1
1251	личного и	1	1
1252	перед лизой	1	1
1253	не хватает	1	1
1254	своего пути	1	1
1255	чем для	1	1
1256	содержания как	1	1
1257	вокруг себя	2	1
1258	ли можно	1	1
1259	видит в	1	1
1260	погаснет в	1	1
1261	в самые	1	1
1262	отцов и	1	1
1263	случилось с	1	1
1264	слово о	1	1
1265	мировой литературы	1	1
1266	время во	1	1
1267	знал и	1	1
1268	алеши и	1	1
1269	писатель в	2	1
1270	всех его	1	1
1271	этот народ	1	1
1272	сознания не	1	1
1273	в образ	1	1
1274	наконец не	1	1
1275	на себя	2	1
1276	как его	1	1
1277	всему миру	2	1
1278	героях достоевского	1	1
1279	государства и	1	1
1280	в таком	4	1
1281	историю как	1	1
1282	всех и	1	1
1283	человека она	1	1
1284	личности с	1	1
