N	3gram	Vygotskiy_	Freidism
228	только потому что	2	1
229	смысле этого слова	2	1
230	и таким образом	4	1
231	мы все время	1	1
232	то увидим что	1	1
233	том что в	1	1
234	потому что оно	1	1
235	явлений и процессов	1	1
236	и никогда не	1	1
237	они утверждают что	1	1
238	точки зрения в	1	1
239	всяком случае в	2	1
240	есть прежде всего	1	1
241	какой степени не	1	1
242	к той же	1	1
243	один из крупнейших	1	1
244	таким расчетом чтобы	2	1
245	не согласиться с	1	1
246	и в психологии	1	1
247	не только не	4	1
248	так как это	1	1
249	есть не что	1	1
250	совершенно независимо от	1	1
251	что при таком	1	1
252	самом деле что	1	1
253	так как в	3	1
254	так как при	1	1
255	в этом вопросе	1	1
256	объективной психологии и	1	1
257	нужно сказать что	1	1
258	и должны быть	1	1
259	в переводе на	1	1
260	что с точки	1	1
261	что иное как	2	1
262	когда мы пытаемся	1	1
263	и что он	1	1
264	едва ли не	2	1
265	легли в основу	1	1
266	на один и	1	1
267	могут быть сведены	1	1
268	их значение и	1	1
269	точки зрения на	1	1
270	может быть предметом	1	1
271	находят свое выражение	1	1
272	от всех других	2	1
273	от начала и	1	1
274	приходит к выводу	2	1
275	та психология которая	1	1
276	между тем как	1	1
277	таким образом и	3	1
278	не то что	1	1
279	со стороны формы	1	1
280	едва ли может	1	1
281	ничего другого как	2	1
282	отличается от психологии	1	1
283	оно может быть	1	1
284	до конца и	1	1
285	если мы обратимся	1	1
286	получает смысл и	1	1
287	зерном из которого	1	1
288	в чем заключается	1	1
289	но так как	2	1
290	теми же самыми	2	1
291	в область бессознательного	1	1
292	идеологии заключается в	1	1
293	ни разу не	1	1
294	можно было бы	2	1
295	имеет своей целью	1	1
296	в основе своей	2	1
297	коем случае не	1	1
298	и потому не	1	1
299	начала и до	2	1
300	в настоящее время	2	1
301	это было бы	1	1
302	то ни стало	1	1
