N	2gram	Voloshinov	FransuaR
373	он хочет	1	10
374	выходит за	2	10
375	же деле	2	10
376	во второй	5	10
377	в целом	4	10
378	эту эпоху	1	9
379	в разных	1	9
380	связано с	3	9
381	в основу	3	9
382	нашей работы	1	9
383	этой же	1	9
384	как это	5	9
385	в тех	1	9
386	значение и	1	9
387	роль играет	1	9
388	но на	1	9
389	именно на	1	9
390	до известной	1	9
391	как к	2	9
392	и со	3	9
393	нужно отметить	2	9
394	это как	4	9
395	же в	1	9
396	что на	1	9
397	говорит о	3	9
398	время это	1	9
399	вся эта	1	9
400	вполне понятно	2	9
401	отношения к	2	9
402	но как	2	9
403	мы можем	20	9
404	правда не	1	9
405	не имеет	2	9
406	со всею	3	9
407	в следующей	5	9
408	свое время	1	9
409	чем же	6	9
410	относится к	2	9
411	известной степени	1	9
412	между людьми	1	9
413	их с	1	9
414	том же	1	9
415	на время	1	9
416	и то	3	9
417	в формах	1	9
418	для нас	2	9
419	но конечно	1	9
420	первый план	4	9
421	конечно в	3	9
422	отношению к	11	9
423	со всем	1	8
424	не менее	6	8
425	следовательно и	2	8
426	на первый	5	8
427	понятно что	1	8
428	но эти	2	8
429	в этот	4	8
430	людей и	1	8
431	и те	5	8
432	переходим к	3	8
433	от этого	2	8
434	под влиянием	3	8
435	др в	1	8
436	речи и	2	8
437	в него	2	8
438	оно было	1	8
439	и при	3	8
440	с тем	1	8
441	то время	1	8
442	в совершенно	3	8
443	значение в	3	8
444	у гоголя	1	8
445	это был	1	8
446	был еще	1	8
447	но эта	1	8
448	и вовсе	1	8
449	на одном	1	8
450	и глубже	1	8
451	борьба с	3	8
452	человека с	3	8
453	для этого	6	8
454	как они	1	8
455	мы увидим	4	8
456	всего этого	2	8
457	по поводу	5	8
458	где все	1	8
459	видели что	3	8
460	после того	1	8
461	ко всему	2	8
462	свободу и	1	8
463	и она	3	8
464	здесь мы	1	8
465	все те	10	8
466	и ни	3	8
467	в это	1	8
468	превращаются в	1	8
469	если бы	4	8
470	и без	1	8
471	с самого	7	8
472	и почти	1	8
473	на всех	4	8
474	дело не	2	8
475	ведь и	3	8
476	его целом	2	8
477	нуждается в	3	8
478	мы найдем	1	7
479	не как	2	7
480	во всяком	9	7
481	себе и	3	7
482	и там	1	7
483	на него	4	7
484	от них	1	7
485	к этим	2	7
486	точка зрения	15	7
487	связанный с	2	7
488	мы говорили	2	7
489	он стал	1	7
490	в развитии	4	7
491	между всеми	1	7
492	и та	2	7
493	не касается	1	7
494	мы будем	1	7
495	взглянуть на	1	7
496	в одну	2	7
497	большую роль	2	7
498	по адресу	1	7
499	интерес к	1	7
500	нет ничего	1	7
501	нет и	4	7
502	только с	4	7
503	мир в	3	7
504	нас не	1	7
505	них и	2	7
506	в виде	1	7
507	но она	1	7
508	освобождение от	2	7
509	и очень	3	7
510	по всему	2	7
511	в некоторых	2	7
512	жить и	1	7
513	что значит	2	7
514	в различных	2	7
515	представление о	1	7
516	правда в	2	7
517	что по	1	7
518	притом в	3	7
519	половые органы	2	7
520	и вечно	1	7
521	настоящее время	1	7
522	только во	1	7
523	себя в	3	7
524	своего развития	1	7
525	несколько слов	1	7
526	но его	1	7
527	и всей	2	7
528	в состоянии	2	7
529	узком смысле	3	7
530	и этим	3	7
531	это конечно	1	7
532	всех его	1	7
533	как его	2	7
534	ведь все	2	7
535	в таком	6	7
536	а как	3	7
537	громадное количество	1	7
538	и за	4	7
539	характер этого	1	7
540	связанное с	3	7
541	вот как	2	7
542	никак не	1	7
543	из которых	2	7
544	связанная с	1	7
545	из области	1	7
546	к себе	3	7
547	в настоящее	1	7
548	точку зрения	12	7
549	а на	2	7
550	жизни это	1	7
551	не будем	3	7
552	есть только	3	7
553	должен быть	2	7
554	следующей главе	3	7
555	его не	2	7
556	тому как	1	7
557	в свою	6	7
558	думать что	2	7
559	на всю	2	7
560	и часто	2	7
561	последнее слово	1	7
562	одного из	1	7
563	по этому	1	7
564	и всего	2	6
565	в центре	3	6
566	жизнь в	2	6
567	в один	1	6
568	было в	1	6
569	хотя бы	7	6
570	в противоположность	1	6
571	имеем в	1	6
572	уже и	1	6
573	свою очередь	4	6
574	далеки от	1	6
575	поэтому все	2	6
576	находится в	3	6
577	что она	5	6
578	для своего	2	6
579	котором мы	1	6
580	судить о	1	6
581	не остается	3	6
582	и следовательно	3	6
583	и влияние	1	6
584	характерны для	1	6
585	и тот	3	6
586	смысле слова	4	6
587	в корне	6	6
588	для них	3	6
589	и самая	1	6
590	к его	3	6
591	основе своей	1	6
592	в нее	1	6
593	его и	2	6
594	тем же	3	6
595	и смерть	3	6
596	этот последний	1	6
597	у них	1	6
598	и пр	29	6
599	для всего	2	6
600	в руках	1	6
601	но особенно	1	6
602	людей в	1	6
603	и эти	1	6
604	половой жизни	3	6
605	во многом	2	6
606	которые в	1	6
607	в знаменитом	1	6
608	происходит в	1	6
609	как будто	1	6
610	яркое выражение	1	6
611	за счет	1	6
612	вот это	1	6
613	момента в	1	6
614	и которые	1	6
615	от всего	1	6
616	а именно	2	6
617	и мысли	2	6
618	была еще	1	6
619	говорить о	5	6
620	самого начала	5	6
621	до того	1	6
622	жизни как	1	6
623	и гротескного	1	6
624	это прежде	2	6
625	такого рода	2	6
626	мировоззрения и	2	6
627	страхом и	1	6
628	его развития	1	6
629	картины мира	1	6
630	не дает	4	6
631	что эта	1	6
632	с таким	2	6
633	в землю	1	6
634	могут быть	9	6
635	можно только	1	6
636	и шире	1	6
637	совершенно не	9	6
638	язык и	1	6
639	тех же	5	6
640	мы знаем	11	6
641	пародия на	1	6
642	он может	1	6
643	этого слова	1	6
644	друг друга	2	6
645	дает нам	4	6
646	все элементы	1	6
647	нет ни	1	6
648	остановимся на	1	6
649	ее в	5	6
650	рот и	2	6
651	очень много	2	6
652	идеологии и	1	6
653	а иногда	1	6
654	за то	1	6
655	в искусстве	3	6
656	входит в	2	6
657	от того	5	6
658	со своими	1	6
659	него и	1	6
660	таким же	1	6
661	в лице	1	6
662	в применении	2	5
663	подробно и	1	5
664	с собой	1	5
665	форму и	1	5
666	к самому	1	5
667	применении к	2	5
668	раз и	3	5
669	отсюда и	2	5
670	всем этим	3	5
671	в строгом	1	5
672	и когда	1	5
673	жизни с	1	5
674	все в	1	5
675	проявляется в	1	5
676	с другими	8	5
677	чем в	1	5
678	из важнейших	2	5
679	дано в	1	5
680	на волю	1	5
681	в ряду	1	5
682	из одного	1	5
683	смысл и	2	5
684	и речи	4	5
685	из него	3	5
686	на место	3	5
687	и самое	2	5
688	тогда когда	2	5
689	и дает	1	5
690	в другой	1	5
691	этого процесса	2	5
692	бы не	1	5
693	сравнению с	1	5
694	этого явления	1	5
695	на основе	3	5
696	по сравнению	1	5
697	но мы	6	5
698	но прежде	1	5
699	мы имеем	6	5
700	которых он	1	5
701	врача и	2	5
702	у всех	1	5
703	слово в	1	5
704	стремление к	2	5
705	тем более	1	5
706	в г	3	5
707	рождения и	1	5
708	имен и	1	5
709	есть не	1	5
710	оказывается что	1	5
711	же самое	2	5
712	явление в	3	5
713	и самого	1	5
714	на то	1	5
715	которой мы	6	5
716	дело здесь	1	5
717	что было	1	5
718	находим в	1	5
719	можно говорить	1	5
720	его за	1	5
721	ко всем	1	5
722	в первом	2	5
723	по их	2	5
724	всех странах	1	5
725	в собственном	4	5
726	и исторического	2	5
727	того он	1	5
728	калом и	1	5
729	нами выше	2	5
730	резко выраженный	1	5
731	шире и	1	5
732	но даже	1	5
733	во многих	1	5
734	но уже	1	5
735	с этими	3	5
736	а следовательно	3	5
737	друг с	1	5
738	то в	2	5
739	и весь	1	5
740	от его	1	5
741	на язык	4	5
742	должно быть	2	5
743	в человеке	6	5
744	ни было	2	5
745	и сама	2	5
746	страх перед	2	5
747	в несколько	2	5
748	же как	2	5
749	он сам	5	5
750	мире и	1	5
751	для его	1	5
752	совсем не	6	5
753	всех других	2	5
754	уже указывали	4	5
755	но только	1	5
756	независимо от	3	5
757	во втором	3	5
758	и этот	2	5
759	говорить в	1	5
760	почти не	1	5
761	должна быть	2	5
762	ведь он	1	5
763	первых двух	1	5
764	мы в	3	5
765	от их	1	5
766	так называемый	4	5
767	в слове	1	5
768	своего отца	1	5
769	себя и	4	5
770	не является	7	5
771	если мы	7	5
772	с нею	1	5
773	всяком случае	8	5
774	же он	2	5
775	ему в	1	5
776	ничем не	2	5
777	бы и	2	5
778	должен был	1	5
779	вообще не	2	5
780	этих явлений	2	5
781	что мы	3	5
782	к своему	2	5
783	нисколько не	4	5
784	с другом	1	5
785	без всякой	1	5
786	человека в	4	5
787	страх и	2	5
788	когда он	3	5
789	стороны и	1	5
790	только то	5	5
791	слова в	1	5
792	и только	6	5
793	не к	2	5
794	они являются	1	4
795	до него	1	4
796	вещи и	2	4
797	труда и	1	4
798	не хочет	1	4
799	его от	1	4
800	я не	4	4
801	при анализе	3	4
802	к этой	2	4
803	и той	3	4
804	одной и	3	4
805	о них	3	4
806	продолжает жить	2	4
807	которого они	2	4
808	всех областях	2	4
809	в контексте	1	4
810	нигде не	4	4
811	что даже	1	4
812	внимание на	1	4
813	именно для	1	4
814	ее от	2	4
815	не нуждается	2	4
816	но для	3	4
817	эти три	2	4
818	особенности в	1	4
819	о которых	2	4
820	в каждом	1	4
821	о себе	4	4
822	что во	1	4
823	новых и	1	4
824	одно и	1	4
825	этот вопрос	4	4
826	он еще	1	4
827	ту сторону	4	4
828	когда они	1	4
829	обратимся к	2	4
830	них не	3	4
831	бы ни	1	4
832	чтобы не	2	4
833	них в	1	4
834	культуры но	1	4
835	он только	1	4
836	и символы	2	4
837	и далее	1	4
838	все формы	1	4
839	мы чувствуем	1	4
840	оно не	3	4
841	их и	1	4
842	теоретическое выражение	1	4
843	влияния на	1	4
844	не входит	2	4
845	человеческого рода	1	4
846	и больше	1	4
847	у других	2	4
848	знаем что	8	4
849	и борьбы	2	4
850	о таких	1	4
851	не совсем	3	4
852	это вовсе	4	4
853	только его	2	4
854	но если	2	4
855	именно этот	1	4
856	он должен	2	4
857	всего того	1	4
858	гл viii	1	4
859	и смысл	1	4
860	и некоторых	1	4
861	оно и	8	4
862	имеется в	1	4
863	один и	3	4
864	говорит об	1	4
865	и тело	1	4
866	и свои	1	4
867	кто не	1	4
868	и времени	1	4
869	к ней	4	4
870	общества и	1	4
871	в период	5	4
872	животных и	1	4
873	мира с	1	4
874	какую роль	1	4
875	мы и	4	4
876	не так	3	4
877	дело с	1	4
878	однако и	2	4
879	поэтому они	2	4
880	что человек	1	4
881	по себе	4	4
882	в борьбе	1	4
883	на такой	1	4
884	находит себе	1	4
885	различные формы	1	4
886	г в	1	4
887	что этот	1	4
888	которой он	3	4
889	которых мы	2	4
890	собственных имен	1	4
891	слов о	1	4
892	и значение	2	4
893	этого мира	1	4
894	этих последних	1	4
895	сохраняется в	1	4
896	сознание человека	3	4
897	который в	1	4
898	на свет	2	4
899	и становится	3	4
900	различных областей	1	4
901	только не	3	4
902	чем на	1	4
903	и заставляет	1	4
904	в стадии	1	4
905	что между	2	4
906	говорит он	1	4
907	первая часть	1	4
908	и притом	3	4
909	он берет	1	4
910	но ведь	4	4
911	учение о	6	4
912	также в	2	4
913	есть именно	1	4
914	его жизни	7	4
915	представляется нам	3	4
916	точек зрения	1	4
917	в смысле	1	4
918	находит свое	1	4
919	на страницах	1	4
920	или же	2	4
921	и тем	2	4
922	кажется что	1	4
923	все основные	4	4
924	и существенно	1	4
925	из мира	1	4
926	если же	2	4
927	за ними	2	4
928	не по	1	4
929	нем и	1	4
930	друг другу	1	4
931	заключается в	5	4
932	всех сторон	2	4
933	же мы	3	4
934	имеет дело	3	4
935	собственном смысле	3	4
936	не исчерпывается	2	4
937	о которой	3	4
938	в область	1	4
939	утверждает что	3	4
940	борьбы с	4	4
941	это есть	2	4
942	целого мира	1	4
943	в прошлое	2	4
944	ряде других	1	4
945	ни о	6	4
946	все события	1	4
947	и отдельных	1	4
948	пусть и	2	4
949	можно найти	1	4
950	при описании	1	4
951	из тех	4	4
952	со всех	1	4
953	ни на	3	4
954	ли он	2	4
955	явления и	1	4
956	всего на	1	4
957	значение для	2	4
958	делает его	1	4
959	где кончается	1	4
960	и своего	1	4
961	без всякого	1	4
962	заметить что	2	4
963	громадное значение	1	4
964	из этой	2	4
965	где нет	1	4
966	но их	2	4
967	второй половине	1	4
968	такое же	2	4
969	со своим	1	4
970	из своих	1	4
971	на которой	2	4
972	же не	1	4
973	по ту	4	4
974	память о	1	4
975	там и	1	4
976	говорят о	1	4
977	как ее	2	4
978	единство и	3	4
979	же к	1	4
980	из настоящего	1	4
981	быть и	7	4
982	длинный ряд	1	4
983	было еще	1	4
984	говоря о	1	4
985	истории но	1	4
986	на это	3	4
987	золотого века	1	4
988	очень далеки	1	4
989	свидетельствуют о	1	4
990	этому вопросу	1	4
991	с которой	1	3
992	развития и	1	3
993	типа как	1	3
994	всех этапах	1	3
995	и животных	2	3
996	в которую	1	3
997	литература и	1	3
998	общие черты	1	3
999	материи и	2	3
1000	на которых	1	3
1001	именно и	4	3
1002	это тот	1	3
1003	похож на	1	3
1004	но когда	2	3
1005	индивидуальной жизни	1	3
1006	нет конечно	1	3
1007	свой смысл	2	3
1008	два момента	1	3
1009	это его	1	3
1010	у самого	2	3
1011	здесь нам	1	3
1012	не всегда	4	3
1013	того нового	1	3
1014	мы все	1	3
1015	по линии	1	3
1016	в вопросе	1	3
1017	на ней	1	3
1018	в прошлом	2	3
1019	и формы	1	3
1020	живы в	1	3
1021	в голове	1	3
1022	сущности и	1	3
1023	знает только	2	3
1024	тем как	1	3
1025	ближе к	1	3
1026	бы то	3	3
1027	все стороны	1	3
1028	совершаются в	1	3
1029	глубокий и	1	3
1030	в следующем	2	3
1031	а с	2	3
1032	в самые	1	3
1033	же значение	1	3
1034	остается в	3	3
1035	это один	2	3
1036	будто бы	2	3
1037	о смерти	1	3
1038	тому что	5	3
1039	ясно что	2	3
1040	особенно резко	1	3
1041	время как	1	3
1042	не есть	2	3
1043	между собой	4	3
1044	вводит в	1	3
1045	не будет	1	3
1046	проникнуть в	2	3
1047	вот в	1	3
1048	могла бы	1	3
1049	видеть его	1	3
1050	истории и	1	3
1051	равно как	2	3
1052	похожа на	1	3
1053	природы и	3	3
1054	материнское лоно	4	3
1055	в систему	4	3
1056	но есть	1	3
1057	подойти к	2	3
1058	и сами	1	3
1059	стадии своего	1	3
1060	рождение и	1	3
1061	в последнем	4	3
1062	на совершенно	1	3
1063	которые он	2	3
1064	эти особенности	1	3
1065	глубже и	1	3
1066	имеет место	1	3
1067	пародию на	1	3
1068	он объединяет	1	3
1069	и строго	1	3
1070	является одним	1	3
1071	сказать где	1	3
1072	был связан	1	3
1073	и начало	1	3
1074	и хотя	1	3
1075	он связан	1	3
1076	явлений и	2	3
1077	приводит к	3	3
1078	к какому	1	3
1079	вследствие этого	1	3
1080	далек от	1	3
1081	от всей	2	3
1082	в каком	7	3
1083	сторона этого	1	3
1084	это только	4	3
1085	занимает в	1	3
1086	и об	2	3
1087	и наиболее	1	3
1088	в мир	4	3
1089	чем не	5	3
1090	образы не	1	3
1091	отца и	3	3
1092	таким путем	5	3
1093	упомянем еще	1	3
1094	на две	3	3
1095	и степени	1	3
1096	которым мы	1	3
1097	утрачивает свою	1	3
1098	в беседе	1	3
1099	приведенное нами	1	3
1100	то ни	4	3
1101	и события	1	3
1102	при всей	1	3
1103	из основных	3	3
1104	значение имеют	1	3
1105	или с	1	3
1106	внешнем мире	4	3
1107	что с	2	3
1108	и тут	1	3
1109	смысле этого	1	3
1110	участие в	1	3
1111	оставаясь в	1	3
1112	пределах одной	1	3
1113	для других	1	3
1114	на нее	1	3
1115	и новых	1	3
1116	в переводе	1	3
1117	иной раз	1	3
1118	своего существования	1	3
1119	в каждой	1	3
1120	этих явлениях	1	3
1121	этих двух	3	3
1122	не укладывается	2	3
1123	она не	6	3
1124	но при	1	3
1125	т.е с	1	3
1126	этого рода	1	3
1127	и может	4	3
1128	не перестает	1	3
1129	такова первая	1	3
1130	а скорее	1	3
1131	о своих	3	3
1132	же это	1	3
1133	человек не	2	3
1134	противоречии с	1	3
1135	сознания в	3	3
1136	основе их	1	3
1137	которые не	1	3
1138	которая в	1	3
1139	т.е в	5	3
1140	ровно ничего	2	3
1141	и другими	1	3
1142	одной плоскости	1	3
1143	не бывает	1	3
1144	в предыдущей	2	3
1145	лежит на	1	3
1146	начинается с	1	3
1147	у которого	1	3
1148	не что	1	3
1149	др и	1	3
1150	во внешнем	12	3
1151	не существует	4	3
1152	то это	1	3
1153	он находит	1	3
1154	этот путь	1	3
1155	не боится	1	3
1156	этом мы	4	3
1157	между двумя	3	3
1158	между отдельными	1	3
1159	в глаза	2	3
1160	всегда и	1	3
1161	особенно для	1	3
1162	позволит нам	1	3
1163	же она	1	3
1164	недоверие к	1	3
1165	вопросе о	1	3
1166	и совершается	1	3
1167	большей степени	1	3
1168	него не	1	3
1169	именно эти	1	3
1170	нам важно	3	3
1171	что иное	1	3
1172	к человеку	3	3
1173	но еще	1	3
1174	и через	2	3
1175	ее целом	4	3
1176	два раза	1	3
1177	в ослабленной	2	3
1178	ноги и	1	3
1179	что его	1	3
1180	полового акта	2	3
1181	и того	1	3
1182	человек в	1	3
1183	такие же	3	3
1184	всем своем	2	3
1185	именно с	1	3
1186	нам предстоит	1	3
1187	оно это	1	3
1188	в индивидуальном	1	3
1189	на другой	2	3
1190	себя на	1	3
1191	этом смысле	2	3
1192	в современной	1	3
1193	они могут	1	3
1194	ни одной	1	3
1195	чем она	1	3
1196	и глубокое	1	3
1197	это ни	1	3
1198	он пытается	3	3
1199	дает ему	1	3
1200	в кругу	1	3
1201	а потому	4	3
1202	из того	2	3
1203	тело в	1	3
1204	целом ряде	1	3
1205	же самые	1	3
1206	место и	2	3
1207	за что	1	3
1208	объединяет в	1	3
1209	в наших	1	3
1210	мы говорим	1	3
1211	это выражение	1	3
1212	очень важный	3	3
1213	может стать	4	3
1214	со стороны	5	3
1215	тому кто	2	3
1216	совершенно иной	2	3
1217	и тогда	1	3
1218	в первых	2	3
1219	видим таким	1	3
1220	и находит	1	3
1221	на своем	1	3
1222	реальной и	1	3
1223	не знаем	1	3
1224	его для	1	3
1225	всего к	3	3
1226	в свой	3	3
1227	в понимании	1	3
1228	и телесную	1	3
1229	стороны он	1	3
1230	с того	1	3
1231	жизни но	2	3
1232	этот мотив	3	3
1233	на тех	1	3
1234	на три	1	3
1235	в первый	4	3
1236	чем он	2	3
1237	для нее	2	3
1238	нам в	3	3
1239	этой цели	1	3
1240	сказать и	3	3
1241	права и	1	3
1242	нее нет	1	3
1243	этого он	1	3
1244	существует только	1	3
1245	вырождается в	2	3
1246	предыдущей главе	2	3
1247	которую мы	1	3
1248	они так	1	3
1249	от земли	1	3
1250	за каждым	1	3
1251	лежат в	2	3
1252	эту идею	1	3
1253	переходит на	1	3
1254	найдем в	3	3
1255	правда он	1	3
1256	и благодаря	1	3
1257	бы он	3	3
1258	выражения в	1	3
1259	они стали	1	3
1260	утверждают что	2	3
1261	и необходимо	1	3
1262	и совершенно	1	3
1263	иное как	1	3
1264	и уже	2	3
1265	котором он	1	3
1266	с которыми	4	2
1267	об его	3	2
1268	без особых	1	2
1269	государство и	1	2
1270	в настоящем	1	2
1271	находясь в	1	2
1272	и самому	1	2
1273	все последующие	2	2
1274	без исключения	2	2
1275	свое дело	1	2
1276	эта идея	1	2
1277	беседе с	1	2
1278	только за	1	2
1279	плане в	1	2
1280	церковь и	1	2
1281	на смену	1	2
1282	очень важных	1	2
1283	чтобы в	1	2
1284	сущность этого	1	2
1285	он остается	1	2
1286	лиц но	1	2
1287	сил и	3	2
1288	свое наиболее	1	2
1289	более широкие	1	2
1290	конечном счете	3	2
1291	литературе как	1	2
1292	и культурного	1	2
1293	мотивов в	1	2
1294	этого влияния	1	2
1295	есть нет	1	2
1296	на самой	1	2
1297	не имели	2	2
1298	где оно	3	2
1299	работа по	1	2
1300	несколько дальше	1	2
1301	ними и	1	2
1302	только как	4	2
1303	врача с	1	2
1304	объективный анализ	1	2
1305	что вся	1	2
1306	и телесного	1	2
1307	за собой	1	2
1308	из одной	1	2
1309	образом что	1	2
1310	уже почти	1	2
1311	можно ли	3	2
1312	любовь к	1	2
1313	некоторое время	1	2
