N	2gram	Potebnia_M	Marksizm
859	иметь место	1	2
860	речь но	1	2
861	два раза	1	2
862	но с	1	2
863	от друга	2	2
864	то к	4	2
865	который как	1	2
866	виду что	2	2
867	это возможно	1	2
868	указывает на	8	2
869	между собою	13	2
870	сама по	3	2
871	словом и	6	2
872	виде в	1	2
873	есть в	6	2
874	можно выразить	1	2
875	противном случае	1	2
876	мира и	1	2
877	она по	1	2
878	и могут	1	2
879	остановимся на	1	2
880	по его	1	2
881	впечатления от	1	2
882	это было	3	2
883	но уже	2	2
884	пока не	2	2
885	на его	4	2
886	это так	2	2
887	разумеется что	1	2
888	что эти	3	2
889	этого сознания	1	2
890	искать в	1	2
891	со всех	3	2
892	до тех	5	2
893	эти последние	3	2
894	мы отвечаем	1	2
895	с первым	1	2
896	то не	3	2
897	его не	2	2
898	пор пока	2	2
899	не по	1	2
900	но здесь	1	2
901	для кого	1	2
902	во второй	1	2
903	не находит	1	2
904	есть и	3	2
905	на самую	1	2
906	как из	1	2
907	оно должно	1	2
908	в понимании	1	2
909	слово же	1	2
910	только по	5	2
911	различие в	3	2
912	ее из	1	2
913	степень их	1	2
914	иное как	1	2
915	само по	6	2
916	и наконец	3	2
917	без помощи	1	2
918	можно только	3	2
919	мир не	1	1
920	ее сознание	1	1
921	а находится	1	1
922	особенности и	1	1
923	это далеко	1	1
924	еще живет	1	1
925	как форма	2	1
926	речи то	1	1
927	его действия	1	1
928	говоря уже	1	1
929	столько выражение	1	1
930	со всем	1	1
931	форму но	2	1
932	которые не	1	1
933	или только	2	1
934	исходя из	1	1
935	и самому	1	1
936	и глубины	1	1
937	того не	1	1
938	ровно ничего	1	1
939	и имеет	1	1
940	понимание как	1	1
941	случае мы	1	1
942	себе никакого	1	1
943	понятие то	1	1
944	до самого	1	1
945	который ему	2	1
946	под ним	2	1
947	будет не	2	1
948	из понятия	1	1
949	или нет	1	1
950	самым крупным	1	1
951	в большей	3	1
952	это объяснение	1	1
953	примыкает к	4	1
954	не зависит	1	1
955	о формах	1	1
956	действие и	1	1
957	но тем	4	1
958	прямо противоположно	1	1
959	времени можно	1	1
960	и говорить	2	1
961	него в	1	1
962	не нашел	2	1
963	приближения к	1	1
964	одно из	6	1
965	бы с	1	1
966	говорить что	1	1
967	был у	1	1
968	и само	1	1
969	этой последней	2	1
970	это определение	2	1
971	менее совершенно	1	1
972	слушающего и	1	1
973	себе то	1	1
974	вещь и	1	1
975	из двух	4	1
976	относится и	1	1
977	и сам	1	1
978	образом что	2	1
979	равно как	2	1
980	каким образом	2	1
981	мысль о	12	1
982	участвует в	1	1
983	в выше	1	1
984	них уже	1	1
985	почти ничего	1	1
986	или на	2	1
987	все науки	1	1
988	последний может	1	1
989	и требует	1	1
990	к другим	4	1
991	систему и	1	1
992	выражено в	1	1
993	самому и	1	1
994	места и	1	1
995	развития но	1	1
996	и должен	1	1
997	не говорящих	1	1
998	только через	1	1
999	нашего знания	2	1
1000	что по	4	1
1001	приходит в	1	1
1002	понимания слова	2	1
1003	наш взгляд	1	1
1004	слов как	2	1
1005	дает слову	1	1
1006	на эту	1	1
1007	слов а	2	1
1008	нужно чтобы	1	1
1009	но очень	1	1
1010	относиться ко	1	1
1011	явлением в	1	1
1012	с самым	1	1
1013	мысль он	1	1
1014	в художественном	1	1
1015	мы так	1	1
1016	только для	3	1
1017	в природе	3	1
1018	большей или	1	1
1019	человека есть	1	1
1020	говорящего это	1	1
1021	почти без	1	1
1022	его поэтичностью	1	1
1023	легче всего	1	1
1024	когда в	2	1
1025	самого слова	2	1
1026	субъективного содержания	1	1
1027	когда бы	1	1
1028	сделать из	1	1
1029	нам его	1	1
1030	относиться к	2	1
1031	слова вообще	1	1
1032	если уже	1	1
1033	понимание и	1	1
1034	освобождается от	2	1
1035	а вместе	2	1
1036	довольно редким	1	1
1037	влечет за	1	1
1038	пониманием и	1	1
1039	непосредственно примыкает	2	1
1040	в переносном	1	1
1041	чужих в	1	1
1042	при всей	2	1
1043	что сказать	1	1
1044	природы в	3	1
1045	его своими	1	1
1046	нам не	2	1
1047	было не	1	1
1048	жизни все	1	1
1049	нам мало	1	1
1050	со своей	2	1
1051	других или	1	1
1052	мере своего	1	1
1053	этим мы	1	1
1054	которые мы	3	1
1055	то это	9	1
1056	и такие	1	1
1057	как та	2	1
1058	мере приближения	1	1
1059	и человеческой	2	1
1060	которой он	1	1
1061	редких случаях	1	1
1062	эта связь	2	1
1063	раз и	1	1
1064	пробудить в	1	1
1065	это последнее	4	1
1066	нас и	1	1
1067	так для	1	1
1068	не чувствует	1	1
1069	в сознание	16	1
1070	и каждое	2	1
1071	имеет в	1	1
1072	языка от	1	1
1073	но даже	3	1
1074	процесс в	1	1
1075	искусства и	3	1
1076	во многих	3	1
1077	не всегда	5	1
1078	уже о	1	1
1079	может вызвать	1	1
1080	можем назвать	1	1
1081	как совокупность	2	1
1082	слов но	1	1
1083	души но	1	1
1084	должна была	1	1
1085	этим определяются	1	1
1086	об отношении	5	1
1087	из своего	1	1
1088	увидим что	2	1
1089	некоторые явления	1	1
1090	нечто такое	2	1
1091	содержание в	3	1
1092	в строгом	1	1
1093	и когда	1	1
1094	приходит к	1	1
1095	людей и	2	1
1096	несколько примеров	1	1
1097	звуком и	3	1
1098	не замечается	1	1
1099	стройную систему	1	1
1100	их отношения	2	1
1101	от той	2	1
1102	это сопоставление	1	1
1103	оно существует	1	1
1104	тем мы	1	1
1105	языка нужно	1	1
1106	форму не	1	1
1107	субъекту и	1	1
1108	говорит гумбольдт	5	1
1109	указания на	2	1
1110	но этот	2	1
1111	второй половины	1	1
1112	его собственной	1	1
1113	на ней	1	1
1114	нам что	1	1
1115	принадлежащих к	1	1
1116	так то	1	1
1117	и еще	1	1
1118	это единство	2	1
1119	известным образом	4	1
1120	с такою	1	1
1121	своего языка	1	1
1122	слове как	2	1
1123	с самим	1	1
1124	во всякой	1	1
1125	слово принадлежит	1	1
1126	языка таким	1	1
1127	затем в	1	1
1128	она ни	1	1
1129	своем языке	2	1
1130	образом как	1	1
1131	конечно если	2	1
1132	но возможно	1	1
1133	случай где	1	1
1134	к которому	1	1
1135	можно понимать	1	1
1136	будем говорить	1	1
1137	необходимо прибавить	1	1
1138	входят в	3	1
1139	язык во	1	1
1140	бы слово	2	1
1141	не поймет	1	1
1142	оно представляет	1	1
1143	что содержание	6	1
1144	не непосредственное	1	1
1145	что именно	5	1
1146	из самой	1	1
1147	их существование	1	1
1148	по поводу	8	1
1149	что во-первых	1	1
1150	отделился от	1	1
1151	этого лица	1	1
1152	на котором	4	1
1153	уже по	3	1
1154	себя что	1	1
1155	она есть	2	1
1156	лишь один	1	1
1157	своего смысла	1	1
1158	или лучше	3	1
1159	других явлений	1	1
1160	начало и	1	1
1161	речи если	1	1
1162	имеет места	1	1
1163	та и	2	1
1164	той степени	1	1
1165	не нуждаются	1	1
1166	себе самом	1	1
1167	цельное и	1	1
1168	представить себе	5	1
1169	друга не	1	1
1170	формы внутренней	1	1
1171	несколько слов	2	1
1172	то вопрос	1	1
1173	только не	5	1
1174	есть выражение	3	1
1175	или наоборот	2	1
1176	в образовании	3	1
1177	которой оно	2	1
1178	внутреннего единства	1	1
1179	и мы	3	1
1180	то оно	4	1
1181	а оно	1	1
1182	такою же	1	1
1183	быть выражены	1	1
1184	так можно	1	1
1185	менее в	1	1
1186	землю и	1	1
1187	после того	2	1
1188	но из	1	1
1189	зрения той	1	1
1190	не принадлежит	2	1
1191	на том	1	1
1192	внимание на	2	1
1193	следует сказать	3	1
1194	притом не	2	1
1195	время в	3	1
1196	удовлетворительного ответа	1	1
1197	чем-то внешним	1	1
1198	слово только	2	1
1199	слово до	1	1
1200	формы но	1	1
1201	а и	5	1
1202	слов в	6	1
1203	как нет	1	1
1204	языку язык	1	1
1205	но слово	4	1
1206	для определения	1	1
1207	восприятие в	1	1
1208	мы старались	2	1
1209	поэтому всякое	1	1
1210	творчества но	1	1
1211	его внутренняя	2	1
1212	в буквальном	2	1
1213	это слово	6	1
1214	те действия	1	1
1215	третье лицо	1	1
1216	понять его	1	1
1217	на родном	1	1
1218	что между	2	1
1219	внешнего мира	1	1
1220	к разложению	1	1
1221	что становится	1	1
1222	отношения между	4	1
1223	не была	1	1
1224	понимания но	1	1
1225	например при	2	1
1226	мы на	1	1
1227	бы только	1	1
1228	самое делает	1	1
1229	заключение о	1	1
1230	это зависит	2	1
1231	или не	3	1
1232	в несколько	1	1
1233	к чему	2	1
1234	ее развития	1	1
1235	но совершенно	1	1
1236	мысли к	2	1
1237	которые бы	2	1
1238	и чисто	1	1
1239	которое в	2	1
1240	этого содержания	1	1
1241	быть только	5	1
1242	развития как	1	1
1243	ничего и	1	1
1244	конечно такое	1	1
1245	на тот	1	1
1246	может в	2	1
1247	я и	3	1
1248	нам так	1	1
1249	с одним	3	1
1250	человек и	2	1
1251	как говорит	1	1
1252	же оно	1	1
1253	я не	1	1
1254	что нельзя	2	1
1255	встречается в	1	1
1256	другим если	1	1
1257	прибавить что	5	1
1258	на я	1	1
1259	есть та	1	1
1260	от одной	3	1
1261	и намерения	1	1
1262	в мире	3	1
1263	восприятия то	1	1
1264	а его	1	1
1265	не исключительно	1	1
1266	больше и	1	1
1267	выше мы	4	1
1268	в субъективном	1	1
1269	представляется нам	2	1
1270	в себя	1	1
1271	к вопросу	1	1
1272	точек зрения	1	1
1273	людьми и	1	1
1274	последняя в	1	1
1275	в эту	4	1
1276	могло бы	2	1
1277	под влиянием	1	1
1278	и понимание	1	1
1279	то эти	1	1
1280	свое место	2	1
1281	понятно если	2	1
1282	замечаем что	1	1
1283	в рассуждениях	1	1
1284	я был	1	1
1285	мы приведем	1	1
1286	на которую	2	1
1287	под конец	2	1
1288	всякое понимание	1	1
1289	смешиваются в	1	1
1290	и быть	3	1
1291	тесно связаны	1	1
1292	для развития	3	1
1293	душе слушающего	1	1
1294	приводит его	1	1
1295	не означает	1	1
1296	к слову	3	1
1297	перехода от	3	1
1298	этим путем	1	1
1299	предполагает что	4	1
1300	мысли до	1	1
1301	и уясняется	2	1
1302	они становятся	1	1
1303	но менее	1	1
1304	него есть	1	1
