N	3gram	Losev_Vesc	StatiiOP
358	сих пор мы	1	1
359	если бы оно	1	1
360	она проявляется в	1	1
361	то есть и	2	1
362	все еще не	1	1
363	те или другие	4	1
364	т е уже	1	1
365	при таких условиях	1	1
366	может быть ярче	1	1
367	тот или иной	1	1
368	это совершенно ясно	1	1
369	в отношении данной	1	1
370	потому что они	4	1
