N	2gram	Berdyaev_M	KulturaY
369	в смысле	1	4
370	остается в	1	4
371	в каждом	4	4
372	эти слова	2	4
373	не дает	1	4
374	почти всегда	1	4
375	так называемого	1	4
376	есть вместе	1	4
377	и все	13	4
378	и по	4	4
379	наше время	1	4
380	на деле	4	4
381	во втором	1	4
382	уже на	1	4
383	то в	2	4
384	сам по	2	4
385	отношения к	6	4
386	я хочу	3	4
387	бы не	4	4
388	все они	1	4
389	ни на	1	4
390	не имеют	2	4
391	не должно	1	4
392	по сравнению	3	4
393	он есть	1	4
394	а лишь	3	4
395	что вообще	1	4
396	ведь не	2	4
397	мог бы	5	4
398	точку зрения	1	4
399	подойти к	1	4
400	но на	2	4
401	различие между	2	4
402	что ничего	2	4
403	в стороне	1	4
404	и без	2	4
405	на все	3	4
406	в такой	4	4
407	сразу же	1	4
408	вопросе о	1	4
409	к одному	2	4
410	наука о	1	4
411	нужно было	1	4
412	на это	1	4
413	одного из	1	4
414	говорить об	1	4
415	это в	1	4
416	не к	6	4
417	все что	5	3
418	можно и	2	3
419	тем как	2	3
420	мысли и	2	3
421	и рядом	1	3
422	не хочет	3	3
423	жизнь в	4	3
424	из самых	9	3
425	из всего	1	3
426	давно уже	1	3
427	на эту	1	3
428	по своим	1	3
429	в это	1	3
430	во многих	2	3
431	за собой	2	3
432	говорит что	3	3
433	в свете	3	3
434	себе в	3	3
435	всего что	2	3
436	к ним	1	3
437	наряду с	1	3
438	все время	3	3
439	от них	1	3
440	что дух	2	3
441	на своем	4	3
442	он все	1	3
443	всю свою	1	3
444	к жизни	1	3
445	принадлежит в	1	3
446	есть явление	3	3
447	одним из	2	3
448	также в	2	3
449	одно только	2	3
450	и вместе	4	3
451	в сторону	1	3
452	какой они	1	3
453	из одного	1	3
454	под влиянием	1	3
455	в наше	2	3
456	на нем	1	3
457	она была	2	3
458	не раз	1	3
459	именно потому	1	3
460	значение и	1	3
461	только с	3	3
462	что есть	7	3
463	о его	1	3
464	во время	1	3
465	в него	3	3
466	лишь по	1	3
467	сплошь и	1	3
468	та же	4	3
469	если в	2	3
470	одних и	1	3
471	что сам	1	3
472	и делает	1	3
473	потребность в	1	3
474	что нет	2	3
475	что у	3	3
476	и мы	2	3
477	в россии	2	3
478	и действительно	1	3
479	то время	2	3
480	том смысле	2	3
481	же есть	4	3
482	в которые	2	3
483	его и	2	3
484	традиции в	1	3
485	вернемся к	1	3
486	своей собственной	1	3
487	для всякой	1	3
488	более чем	3	3
489	и уже	1	3
490	не могло	1	3
491	значение для	1	3
492	знает что	1	3
493	будет уже	1	3
494	тому чтобы	2	3
495	нет и	6	3
496	он в	4	3
497	она может	2	3
498	при котором	1	3
499	лучше всего	1	3
500	культурной жизни	1	3
501	с того	2	3
502	а что	1	3
503	в более	4	3
504	значение в	1	3
505	выходит за	1	3
506	следовательно и	1	3
507	смысле что	1	3
508	в первый	1	3
509	для него	28	3
510	не для	2	3
511	стать на	2	3
512	как у	2	3
513	с их	2	3
514	есть уже	8	3
515	за этим	1	3
516	это еще	1	3
517	менее всего	10	3
518	уже совершенно	1	3
519	которое было	1	3
520	в обычном	2	3
521	есть также	4	3
522	духовной культуры	1	3
523	сама по	1	3
524	с той	1	3
525	этого вопроса	3	3
526	и я	5	3
527	со своей	2	3
528	только и	7	3
529	на его	1	3
530	с первого	1	3
531	на них	1	3
532	и эти	1	3
533	а как	2	3
534	случае если	1	3
535	не по	1	3
536	конце концов	3	3
537	в искусстве	1	3
538	но она	3	3
539	же что	2	3
540	отказ от	1	3
541	в начале	2	3
542	признать что	1	3
543	и самой	1	3
544	с таким	2	3
545	иное как	4	3
546	что было	2	2
547	понял что	2	2
548	во всем	5	2
549	от него	4	2
550	которая была	1	2
551	возможно лишь	1	2
552	которые не	2	2
553	любовь к	10	2
554	который должен	2	2
555	из всех	1	2
556	в разных	3	2
557	или нет	1	2
558	литература и	1	2
559	втором случае	1	2
560	но сам	1	2
561	и об	1	2
562	его от	1	2
563	можно видеть	1	2
564	приходит к	2	2
565	понимается как	1	2
566	у пушкина	1	2
567	есть дело	1	2
568	время как	2	2
569	всегда остается	2	2
570	ведет к	16	2
571	в жизни	7	2
572	к самому	2	2
573	достоевского и	12	2
574	почти все	1	2
575	у достоевского	75	2
576	раз когда	2	2
577	культуры в	1	2
578	моменты в	1	2
579	понять эту	1	2
580	сам же	1	2
581	было в	3	2
582	и сделали	1	2
583	трудно было	1	2
584	этот не	1	2
585	не должен	1	2
586	бы из	1	2
587	но эти	1	2
588	теряет свой	1	2
589	что вся	1	2
590	с такой	2	2
591	одной и	2	2
592	когда она	1	2
593	об отношении	1	2
594	на пути	4	2
595	и когда	2	2
596	и те	4	2
597	любви к	14	2
598	в вопросе	1	2
599	в глаза	1	2
600	было сказано	1	2
601	учению о	2	2
602	отношения и	2	2
603	на наших	1	2
604	них есть	2	2
605	от смысла	1	2
606	такая же	1	2
607	находится в	1	2
608	что написано	1	2
609	не умеет	1	2
610	в атмосфере	3	2
611	момент в	5	2
612	революции и	5	2
613	бы так	1	2
614	а следовательно	1	2
615	в европе	2	2
616	действительно в	1	2
617	на почве	3	2
618	по природе	2	2
619	не выходит	1	2
620	хотелось бы	1	2
621	что иное	4	2
622	не видел	3	2
623	явление не	1	2
624	под конец	1	2
625	в состоянии	1	2
626	смысле в	2	2
627	и нужно	2	2
628	и через	1	2
629	теряет свою	4	2
630	что выше	1	2
631	х годов	1	2
632	они будут	1	2
633	и всякой	1	2
634	лежит в	2	2
635	русской литературы	5	2
636	основании что	2	2
637	всего потому	1	2
638	связи со	1	2
639	потому в	1	2
640	дано в	1	2
641	на тот	1	2
642	всякой иной	1	2
643	одно дело	1	2
644	в деле	1	2
645	такова что	1	2
646	человек в	12	2
647	совершенно уже	1	2
648	одном из	1	2
649	письме к	1	2
650	точек зрения	1	2
651	что их	1	2
652	уже быть	1	2
653	не был	8	2
654	быть что	1	2
655	в русской	4	2
656	не означает	2	2
657	видел в	1	2
658	природе своей	2	2
659	с какой	1	2
660	уже к	1	2
661	и проблема	1	2
662	отношение между	2	2
663	не будет	3	2
664	и тот	2	2
665	это дух	1	2
666	через которые	1	2
667	литературы и	2	2
668	он пишет	1	2
669	возможно что	1	2
670	это потому	1	2
671	его как	2	2
672	или о	1	2
673	но есть	1	2
674	и др	1	2
675	когда они	1	2
676	что только	1	2
677	был в	4	2
678	что без	2	2
679	и чтобы	1	2
680	я сам	1	2
681	нет никаких	2	2
682	искусства в	1	2
683	и самый	2	2
684	и ничего	1	2
685	слова это	1	2
686	к такому	1	2
687	отношении между	1	2
688	он лишен	1	2
689	и против	3	2
690	он уже	8	2
691	как с	1	2
692	переходит в	23	2
693	большую роль	1	2
694	перед которым	1	2
695	принужден был	2	2
696	от нас	1	2
697	и такой	1	2
698	поэтому в	1	2
699	все свое	1	2
700	для них	3	2
701	стоит на	2	2
702	я все	1	2
703	есть творчество	1	2
704	но нужно	1	2
705	за это	1	2
706	связанная с	1	2
707	творчества и	1	2
708	должен был	4	2
709	о природе	1	2
710	всегда в	1	2
711	с целью	1	2
712	он будет	1	2
713	льва толстого	1	2
714	не будешь	1	2
715	доходит до	6	2
716	человек который	5	2
717	подхода к	1	2
718	никто не	3	2
719	сравнению с	2	2
720	не до	2	2
721	нас все	1	2
722	которая не	2	2
723	нет в	5	2
724	к другому	4	2
725	в эволюции	1	2
726	пушкина но	1	2
727	а ведь	1	2
728	может уже	3	2
729	этот процесс	5	2
730	который и	2	2
731	есть какая-то	1	2
732	думать что	4	2
733	у нее	1	2
734	но оно	1	2
735	что теперь	1	2
736	в греческой	1	2
737	к свету	3	2
738	и социальной	1	2
739	на той	1	2
740	один только	1	2
741	сравнению со	1	2
742	это все	2	2
743	и теперь	1	2
744	отношении к	4	2
745	из сферы	1	2
746	у других	2	2
747	и до	1	2
748	в обществе	1	2
749	потому и	2	2
750	и той	2	2
751	имеем в	1	2
752	и там	10	2
753	не понимали	1	2
754	все в	7	2
755	одной из	1	2
756	всякий раз	2	2
757	а имеет	1	2
758	не стоит	1	2
759	и возможно	2	2
760	для достижения	1	2
761	а вовсе	1	2
762	у них	4	2
763	и после	1	2
764	не из	1	2
765	он должен	4	2
766	от всякого	2	2
767	не знают	4	2
768	связан с	1	2
769	ответ на	1	2
770	вот оказывается	1	2
771	нас нет	1	2
772	вот например	1	2
773	это был	2	2
774	наших глазах	1	2
775	это особенно	2	2
776	для всего	1	2
777	он и	2	2
778	ее в	1	2
779	на которой	1	2
780	сознания и	1	2
781	чтобы получить	2	2
782	же не	2	2
783	а все	1	2
784	представлять себе	1	2
785	слова а	1	2
786	это отношение	1	2
787	вот это	1	2
788	вообще не	2	2
789	и хочу	1	2
790	первый период	1	2
791	иной раз	1	2
792	к своему	2	2
793	это было	1	2
794	не стал	2	2
795	не что	4	2
796	для которого	1	2
797	путь к	2	2
798	ничего нельзя	1	2
799	в одной	1	2
800	русское слово	1	2
801	это остается	1	2
802	еще до	2	2
803	показать в	1	2
804	и мысли	1	2
805	в эти	1	2
806	она должна	1	2
807	в самых	2	2
808	есть одна	1	2
809	тому как	2	2
810	что нужно	1	2
811	быть и	2	2
812	к тем	2	2
813	выйти за	1	2
814	есть и	6	2
815	отношений между	2	2
816	каждый раз	1	2
817	оказывается что	2	2
818	для русского	1	2
819	явлений в	1	2
820	против того	1	2
821	чего же	2	2
822	как то	2	2
823	и всякая	1	2
824	которой мы	1	2
825	и часто	2	2
826	есть внутренняя	1	2
827	связана с	9	2
828	сказать в	1	2
829	даже для	1	2
830	это можно	1	2
831	а может	1	2
832	всей нашей	1	2
833	жизни и	6	2
834	и прежде	1	2
835	можно будет	1	2
836	тех которые	2	2
837	в период	1	2
838	все более	1	2
839	ведь и	1	2
840	меньше чем	1	2
841	в сложном	1	1
842	в отношения	1	1
843	и учение	1	1
844	был и	1	1
845	к другу	6	1
846	человеческой жизни	4	1
847	этого необходимо	2	1
848	что природа	2	1
849	должны привести	2	1
850	может в	1	1
851	самого себя	6	1
852	задача которая	1	1
853	оставил нам	1	1
854	это лишь	2	1
855	что люди	1	1
856	под ним	2	1
857	эта новая	1	1
858	и убийства	1	1
859	к учению	2	1
860	это значит	3	1
861	решения вопроса	1	1
862	она уже	1	1
863	является в	1	1
864	русская литература	3	1
865	говорит о	1	1
866	привести к	9	1
867	и простой	1	1
868	и двух	1	1
869	всем и	2	1
870	с русским	1	1
871	ты не	1	1
872	не достигается	2	1
873	может нас	1	1
874	что русский	1	1
875	с собой	5	1
876	и самое	3	1
877	и прекрасный	1	1
878	также значение	1	1
879	существуют ли	1	1
880	связь с	1	1
881	в борьбе	1	1
882	или во	1	1
883	смысл этот	1	1
884	обращением к	1	1
885	книгу о	1	1
886	делает в	1	1
887	стороне от	1	1
888	человек от	2	1
889	и сам	1	1
890	русской поэзии	1	1
891	к более	1	1
892	тут уже	1	1
893	говорят о	2	1
894	сомнений и	1	1
895	порядка и	1	1
896	если он	7	1
897	отношением к	2	1
898	значительной степени	2	1
899	вот с	1	1
900	значению и	1	1
901	из этой	2	1
902	находит себе	1	1
903	их в	1	1
904	мысли о	3	1
905	только те	1	1
906	есть самое	1	1
907	является для	1	1
908	в природе	1	1
909	ними есть	1	1
910	но у	2	1
911	так много	1	1
912	мир и	3	1
913	и положительно	1	1
914	культурной традиции	1	1
915	отца и	1	1
916	в письме	1	1
917	определяется не	1	1
918	для исследования	1	1
919	уже теряет	1	1
920	у русского	2	1
921	у которых	2	1
922	перестает быть	1	1
923	значения чем	1	1
924	знал что	1	1
925	которой он	2	1
926	кого он	1	1
927	к переходу	1	1
928	говорим что	1	1
929	когда будет	1	1
930	духа русского	1	1
931	в понимании	1	1
932	все свои	1	1
933	я написал	1	1
934	но во	1	1
935	и уж	2	1
936	бы даже	1	1
937	это необычайное	1	1
938	у самого	2	1
939	и своим	1	1
940	с другим	3	1
941	в этот	2	1
942	не сама	1	1
943	есть прежде	4	1
944	концов этот	1	1
945	из наших	1	1
946	если так	1	1
947	между двумя	1	1
948	мы все	1	1
949	русской действительности	1	1
950	него было	1	1
951	определяется тем	1	1
952	достоевский в	7	1
953	уже как	1	1
954	начале xix	1	1
955	много нового	1	1
956	уже есть	1	1
957	от своей	2	1
958	отражает все	1	1
959	нем есть	5	1
960	перед ним	3	1
961	но этот	3	1
962	новым словом	1	1
963	все русские	2	1
964	то чтобы	1	1
965	в описании	1	1
966	приходят к	3	1
967	нет уж	1	1
968	отношений и	1	1
969	мой милый	1	1
970	к великому	1	1
971	всех русских	1	1
972	в средство	1	1
973	жизни русской	1	1
974	него не	3	1
975	когда человек	5	1
976	революции в	2	1
977	так совершенно	1	1
978	общество к	1	1
979	ли нам	1	1
980	еще ничего	1	1
981	такому пониманию	1	1
982	за него	1	1
983	сущности и	1	1
984	пишет достоевский	2	1
985	как от	1	1
986	есть по	1	1
987	во всей	1	1
988	которые принадлежат	1	1
989	ним как	1	1
990	это прежде	1	1
991	быть поставлено	1	1
992	он сам	11	1
993	унес с	1	1
994	бы перенести	1	1
995	он живет	2	1
996	с темой	1	1
997	шаг вперед	1	1
998	нужно для	1	1
999	и свободу	3	1
1000	в идеале	2	1
1001	к этим	3	1
1002	еще у	1	1
1003	к ее	1	1
1004	идет дальше	1	1
1005	себя в	6	1
1006	в какую-то	1	1
1007	начало и	1	1
1008	с разных	2	1
1009	ответственна за	1	1
1010	есть один	3	1
1011	от которой	1	1
1012	все мы	1	1
1013	очень многое	1	1
1014	говорю тебе	1	1
1015	такой степени	2	1
1016	значит также	1	1
1017	и всецело	1	1
1018	во всех	3	1
1019	влияние на	1	1
1020	же должно	1	1
1021	мы видим	4	1
1022	все его	3	1
1023	первый и	1	1
1024	и орудие	2	1
1025	и кровь	3	1
1026	отец и	1	1
1027	она и	1	1
1028	в нынешнем	1	1
1029	человеку не	1	1
1030	от его	3	1
1031	хочет быть	2	1
1032	толстого и	1	1
1033	можно изучать	1	1
1034	в дневнике	4	1
1035	в братьях	5	1
1036	есть одно	2	1
1037	такого рода	1	1
1038	она в	1	1
1039	притом не	1	1
1040	никакого другого	1	1
1041	ли сказать	1	1
1042	весь смысл	1	1
1043	стал вопрос	1	1
1044	это я	1	1
1045	ведь есть	1	1
1046	в моей	1	1
1047	процесса как	1	1
1048	тогда и	1	1
1049	из моментов	1	1
1050	он возвращает	1	1
1051	свободу и	8	1
1052	после этого	1	1
1053	чем у	8	1
1054	нашей души	1	1
1055	они в	1	1
1056	отказывается от	1	1
1057	по типу	1	1
1058	если есть	1	1
1059	не скрывается	1	1
1060	содержания как	1	1
1061	есть еще	1	1
1062	вл соловьева	1	1
1063	что составляет	1	1
1064	хуже всего	1	1
1065	бы только	1	1
1066	быть до	1	1
1067	он может	1	1
1068	и историческим	1	1
1069	от тех	1	1
1070	не очень	1	1
1071	трудно бывает	1	1
1072	к чему	5	1
1073	это один	1	1
1074	должны раскрыться	1	1
1075	от нее	5	1
1076	как его	1	1
1077	стали бы	3	1
1078	свет есть	1	1
1079	этого события	1	1
1080	следует подходить	1	1
1081	или иная	1	1
1082	их есть	1	1
1083	xx века	1	1
1084	с одним	1	1
1085	сомнениями с	1	1
1086	он дал	1	1
1087	необходимости и	2	1
1088	как говорит	1	1
1089	творческие силы	3	1
1090	на поверхности	9	1
1091	для души	1	1
1092	для человеческого	3	1
1093	которой она	1	1
1094	и перед	3	1
1095	они как	1	1
1096	и характер	2	1
1097	зрения и	1	1
1098	это путь	1	1
1099	он знал	5	1
1100	в свой	2	1
1101	каких угодно	1	1
1102	связанным с	1	1
1103	тогда только	3	1
1104	сомневаться в	1	1
1105	есть своя	1	1
1106	теперь и	1	1
1107	но к	2	1
1108	не иначе	1	1
1109	ли что	1	1
1110	и своей	1	1
1111	моих мыслей	1	1
1112	в мою	1	1
1113	только от	1	1
1114	же все	1	1
1115	и революционной	2	1
1116	нет уже	3	1
1117	мне все	1	1
1118	под этой	1	1
1119	значение но	1	1
1120	когда я	1	1
1121	две формы	1	1
1122	стадия в	1	1
1123	и речи	1	1
1124	совсем не	3	1
1125	мы опять	1	1
1126	путь который	1	1
1127	достоевского стоит	1	1
1128	и бог	2	1
1129	обращено не	1	1
1130	процесса в	1	1
1131	действующих лиц	1	1
1132	что-то не	1	1
1133	кажется что	1	1
1134	дневнике писателя	4	1
1135	и смысла	1	1
1136	он также	2	1
1137	от которых	1	1
1138	выражена и	1	1
1139	было для	3	1
1140	общество не	1	1
1141	и та	2	1
1142	хотя в	1	1
1143	для человека	5	1
1144	кажется и	2	1
1145	тесно с	1	1
1146	зрения так	1	1
1147	имел бы	1	1
1148	проникнуть в	1	1
1149	из нас	1	1
1150	по своей	4	1
1151	всегда ведь	1	1
1152	новое слово	1	1
1153	должны были	1	1
1154	вперед в	1	1
1155	всего вопросом	1	1
1156	он еще	1	1
1157	не внешне	1	1
1158	истории и	2	1
1159	другому и	1	1
1160	только может	1	1
1161	но без	1	1
1162	выходят за	1	1
1163	конца и	1	1
1164	культуры и	2	1
1165	что во	1	1
1166	и никогда	4	1
1167	и каждый	2	1
1168	писателя как	1	1
1169	но нет	1	1
1170	в необходимости	2	1
1171	них не	1	1
1172	цельности и	1	1
1173	процессы в	1	1
1174	и почему	1	1
1175	быть интересна	1	1
1176	слова что	1	1
1177	основная тема	1	1
1178	этих словах	1	1
1179	том основании	2	1
1180	он принужден	1	1
1181	не сразу	1	1
1182	бы быть	1	1
1183	свои силы	3	1
1184	к живому	1	1
1185	бы ни	2	1
1186	которые были	1	1
1187	свое собственное	1	1
1188	что кроме	1	1
1189	потому ли	2	1
1190	за себя	1	1
1191	и отсутствие	1	1
1192	речи о	1	1
1193	точно в	1	1
1194	была совершенно	1	1
1195	области литературной	1	1
1196	не имеющих	1	1
1197	есть ли	2	1
1198	может понять	1	1
1199	означает что	3	1
1200	ко всякому	1	1
1201	ней все	2	1
1202	раньше чем	1	1
1203	что до	1	1
1204	любви и	3	1
1205	как теперь	1	1
1206	положительно в	1	1
1207	значит конечно	1	1
1208	человеческой личности	11	1
1209	нет смысла	1	1
1210	отходят в	1	1
1211	это сама	1	1
1212	и этот	4	1
1213	россии не	1	1
1214	достоевского в	10	1
1215	они и	3	1
1216	он перестает	1	1
1217	то есть	3	1
1218	такова же	1	1
1219	так человек	2	1
1220	и который	1	1
1221	его с	4	1
1222	встретился с	1	1
1223	живет в	2	1
1224	образа в	1	1
1225	для себя	1	1
1226	и никто	1	1
1227	удивительно что	1	1
1228	переносится в	1	1
1229	установить что	1	1
1230	очень интересно	1	1
1231	подхожу к	1	1
1232	думает что	1	1
1233	котором в	1	1
1234	истории в	2	1
1235	его во	2	1
1236	разного рода	2	1
1237	оторванной от	1	1
1238	науки и	1	1
1239	разбросанные в	1	1
1240	лишь из	1	1
1241	ими не	2	1
1242	тема эта	2	1
1243	основной и	1	1
1244	и утверждает	1	1
1245	к составлению	1	1
1246	она становится	1	1
1247	обществом и	1	1
1248	они требуют	1	1
1249	в прошлое	1	1
1250	и неизбежной	1	1
1251	все то	1	1
1252	есть проблема	1	1
1253	он так	2	1
1254	так называемый	2	1
1255	оно есть	1	1
1256	не люблю	1	1
1257	разных точек	1	1
1258	но никогда	1	1
1259	это выражение	1	1
1260	нашей эпохи	2	1
1261	только одной	1	1
1262	оно всегда	1	1
1263	самый характер	1	1
1264	не знал	7	1
1265	к нам	1	1
1266	в праве	1	1
1267	берет на	1	1
1268	необходимости в	2	1
1269	а образ	1	1
1270	до полной	1	1
1271	жизни в	3	1
1272	увидим как	1	1
1273	и подлинное	1	1
1274	себя и	6	1
1275	мыслей и	1	1
1276	который я	1	1
1277	можно найти	1	1
1278	ему и	1	1
1279	не знали	2	1
1280	тех его	1	1
1281	а под	1	1
1282	хотел бы	5	1
1283	его пути	1	1
1284	суждений о	1	1
1285	русской интеллигенции	1	1
1286	русских писателей	4	1
1287	весть о	1	1
1288	своей жизни	1	1
1289	он мог	2	1
1290	почему это	1	1
1291	сам я	1	1
1292	братьях карамазовых	5	1
1293	нет ничего	9	1
1294	писателем в	1	1
1295	всему этому	1	1
1296	отсутствие у	1	1
1297	в основе	4	1
1298	был только	1	1
1299	же я	1	1
1300	а внутри	1	1
1301	и состоит	1	1
1302	который с	1	1
1303	о духе	1	1
1304	он понял	2	1
1305	находит свое	1	1
1306	ее пределы	1	1
1307	и цельности	1	1
1308	ним все	2	1
1309	нельзя ставить	1	1
1310	тотчас же	1	1
1311	своей целью	1	1
