N	3gram	Tiupa_Lite	Dialekti
109	в лучшем случае	1	2
110	в себе не	1	2
111	и то что	2	2
112	как особого рода	1	2
113	и вовсе не	1	2
114	на первый взгляд	1	2
115	а так как	1	2
116	жизни и в	2	2
117	мы имеем дело	2	2
118	в каком отношении	1	1
119	тех пор пока	2	1
120	только в силу	1	1
121	на том или	1	1
122	это уже не	1	1
123	чего и что	1	1
124	что в ней	1	1
125	на задний план	1	1
126	в пределах одной	1	1
127	все той же	2	1
128	том что для	1	1
129	это надо для	1	1
130	бы не было	1	1
131	на всю жизнь	1	1
132	собственно говоря и	1	1
133	только при условии	1	1
134	уже и не	1	1
135	не есть произведение	1	1
136	если бы я	1	1
137	говорит о себе	1	1
138	во многих отношениях	1	1
139	которые не могут	1	1
140	не его собственная	1	1
141	но при этом	2	1
142	как например в	1	1
143	одно из них	1	1
144	в своей свободе	1	1
145	но может быть	1	1
146	субъект мыслится как	1	1
147	но только в	1	1
148	в отличие от	6	1
149	но в силу	1	1
150	не только на	1	1
151	может быть названа	2	1
152	то ни было	1	1
153	как это вполне	1	1
154	это должно быть	1	1
155	одна из форм	1	1
156	исходит из того	1	1
157	и есть подлинный	1	1
158	в конечном счете	8	1
159	а не с	1	1
160	имел в виду	2	1
161	а с другой	2	1
162	и не слыхал	1	1
163	не могли быть	1	1
164	и одно из	1	1
165	не мог бы	1	1
166	я с тех	1	1
167	не абсолютная истина	1	1
168	абсолютная истина и	1	1
169	в одном из	1	1
170	а только лишь	1	1
171	есть не более	1	1
172	за то что	2	1
173	а в конце	1	1
174	никогда не бывает	1	1
175	не могло не	1	1
176	в поэзии тютчева	1	1
177	а не в	1	1
178	у тютчева и	1	1
179	ныне и присно	1	1
180	при всей своей	2	1
181	с такой же	1	1
182	в том чтобы	1	1
183	может быть ни	1	1
184	а не как	1	1
185	все более и	1	1
186	как и для	1	1
187	по большей части	1	1
188	том или ином	1	1
189	в свое время	1	1
190	так что видно	1	1
191	которые могли бы	1	1
192	мира и жизни	1	1
193	но дело в	1	1
194	в полной мере	1	1
195	в основе всех	1	1
196	что он сам	1	1
197	только в том	2	1
198	в виду не	2	1
199	в этом и	1	1
200	но тем что	3	1
201	и пространства и	1	1
202	более и более	1	1
203	в себя и	2	1
204	до тех пор	2	1
205	однако в то	1	1
206	хотя бы на	1	1
207	о себе в	2	1
208	и вот она	1	1
209	она уже не	1	1
210	и никто не	1	1
211	к общему и	2	1
212	это еще не	1	1
213	и мы пошли	1	1
214	такова же и	1	1
215	однако в противоположность	1	1
216	что перед нами	1	1
217	сознательно или бессознательно	1	1
218	ничего такого чего	1	1
219	с поэзией в	1	1
220	во всех этих	1	1
221	в этом случае	2	1
222	именно в том	1	1
223	с тем чтобы	1	1
224	том что он	1	1
225	в сущности только	1	1
226	из мира в	1	1
227	в романе достоевского	1	1
228	и в сущности	1	1
229	есть по преимуществу	1	1
230	и всякой иной	1	1
231	и в литературе	1	1
232	как такового с	1	1
233	приводит к тому	1	1
234	прежде всего в	4	1
235	что в сравнении	1	1
236	после того как	1	1
237	мыслит себя как	1	1
238	при всем своем	1	1
239	в этот день	1	1
240	все равно с	1	1
241	в основе своей	1	1
242	в своей собственной	1	1
