N	2gram	Losev_Dial	Mirosoze
1037	это что	2	1
1038	небытия в	1	1
1039	для понимания	1	1
1040	всех людей	1	1
1041	быть поставлено	1	1
1042	оказалось роковым	1	1
1043	границы но	1	1
1044	нужно для	3	1
1045	определенный предмет	1	1
1046	и душа	1	1
1047	раба и	1	1
1048	и стать	1	1
1049	к ее	1	1
1050	тут мы	2	1
1051	и становится	2	1
1052	или лучше	1	1
1053	в какую-то	2	1
1054	но весь	1	1
1055	не то	9	1
1056	действительно в	2	1
1057	свое собственное	1	1
1058	необъятное и	1	1
1059	бытия а	1	1
1060	деле то	1	1
1061	себе самом	2	1
1062	и жутко	1	1
1063	привело к	1	1
1064	земли он	1	1
1065	свое состояние	1	1
1066	и всецело	1	1
1067	и одинаково	1	1
1068	в цвет	1	1
1069	от смысла	5	1
1070	она и	2	1
1071	как две	1	1
1072	личности а	1	1
1073	тот смысл	1	1
1074	совершенно противоположен	2	1
1075	жить в	1	1
1076	жизни так	1	1
1077	это будет	2	1
1078	указать на	1	1
1079	себе выражения	1	1
1080	с одной	4	1
1081	от обезьяны	2	1
1082	ли быть	1	1
1083	не стремится	1	1
1084	есть его	2	1
1085	с точки	18	1
1086	что мир	2	1
1087	тогда и	2	1
1088	выходе из	1	1
1089	как нет	1	1
1090	а ведь	1	1
1091	он взят	1	1
1092	ее можно	1	1
1093	не понимать	1	1
1094	не соответствует	1	1
1095	что самая	1	1
1096	он ответил	1	1
1097	узнать в	1	1
1098	при чем	2	1
1099	для своего	3	1
1100	многих отношениях	1	1
1101	царская власть	1	1
1102	природа раздвоена	1	1
1103	общества в	1	1
1104	по типу	1	1
1105	не больше	5	1
1106	не скрывается	1	1
1107	на первую	1	1
1108	так не	1	1
1109	и всякой	1	1
1110	существу с	1	1
1111	– она	1	1
1112	человек во	1	1
1113	и последнее	1	1
1114	существует только	1	1
1115	– злой	1	1
1116	в будущем	1	1
1117	как же	8	1
1118	бы только	2	1
1119	есть во	1	1
1120	быть до	1	1
1121	или не	5	1
1122	время во	1	1
1123	об их	1	1
1124	не очень	2	1
1125	состояние в	2	1
1126	всех его	1	1
1127	и тьмой	1	1
1128	в бесконечные	1	1
1129	это нисколько	1	1
1130	в образ	2	1
1131	и чисто	1	1
1132	на себя	1	1
1133	быть только	3	1
1134	как его	1	1
1135	узком и	1	1
1136	конечно они	1	1
1137	потому в	1	1
1138	когда христианство	1	1
1139	тут как	1	1
1140	мы это	1	1
1141	в таком	4	1
1142	на тот	2	1
1143	или иная	4	1
1144	нет границ	1	1
1145	он берет	2	1
1146	отличие от	1	1
1147	в изображении	2	1
1148	более ничего	1	1
1149	– всегда	3	1
1150	мире –	1	1
1151	всего он	1	1
1152	– разные	1	1
1153	во главе	1	1
1154	с женщиной	1	1
1155	и интеллигенцией	1	1
1156	слишком много	1	1
1157	уже давно	2	1
1158	зрения и	2	1
1159	она на	1	1
1160	это путь	1	1
1161	больше и	1	1
1162	должно было	1	1
1163	точек зрения	3	1
1164	в сторону	1	1
1165	и вечности	1	1
1166	из одного	1	1
1167	не нужно	2	1
1168	есть своя	3	1
1169	на себе	3	1
1170	что как	2	1
1171	в других	1	1
1172	понимать в	1	1
1173	и отдельные	1	1
1174	и религиозной	1	1
1175	ли что	2	1
1176	– хорошая	1	1
1177	свет он	1	1
1178	той или	11	1
1179	формы в	1	1
1180	а потом	9	1
1181	предстала перед	1	1
1182	механизм и	1	1
1183	должен ли	1	1
1184	всех своих	1	1
1185	исторической эпохи	2	1
1186	этого всеобщего	1	1
1187	реальная действительность	1	1
1188	с образом	1	1
1189	сами не	2	1
1190	же все	1	1
1191	время т	2	1
1192	не человек	1	1
1193	– бог	2	1
1194	и христианские	2	1
1195	бы показать	1	1
1196	в вечность	1	1
1197	как факт	2	1
1198	перехода от	1	1
1199	друг с	2	1
1200	ли это	4	1
1201	говорил о	2	1
1202	мы уже	8	1
1203	все остальные	1	1
1204	не видят	1	1
1205	ли какое	1	1
1206	когда я	2	1
1207	имеет смысл	1	1
1208	не дает	1	1
1209	заменить ее	1	1
1210	различные моменты	1	1
1211	с какой	5	1
1212	в руководстве	1	1
1213	если и	2	1
1214	вы как	1	1
1215	общего не	1	1
1216	кажется что	1	1
1217	в развитии	1	1
1218	другом и	1	1
1219	и этой	2	1
1220	но та	1	1
1221	личность может	1	1
1222	на нем	2	1
1223	в системе	2	1
1224	если же	2	1
1225	от одного	1	1
1226	хотя в	3	1
1227	все те	1	1
1228	в личности	4	1
1229	в тех	2	1
1230	становится на	1	1
1231	не могла	1	1
1232	им самим	2	1
1233	почти всегда	4	1
1234	сознания есть	1	1
1235	вечности то	1	1
1236	подобного нет	1	1
1237	точка зрения	3	1
1238	зрения так	2	1
1239	в нас	2	1
1240	бы уже	1	1
1241	также не	2	1
1242	создать и	1	1
1243	в современной	2	1
1244	глубине и	1	1
1245	перед лицом	2	1
1246	сомневаться в	2	1
1247	но так	2	1
1248	интересны чем	1	1
1249	над ним	1	1
1250	в новое	1	1
1251	и отличается	3	1
1252	у которого	1	1
1253	таит в	1	1
1254	могла бы	2	1
1255	которое есть	1	1
1256	того кто	2	1
1257	я даю	1	1
1258	нем и	2	1
1259	но всегда	2	1
1260	я в	3	1
1261	эта другая	1	1
1262	только может	1	1
1263	т п	3	1
1264	бы установить	1	1
1265	вот я	1	1
1266	же самого	2	1
1267	природы и	2	1
1268	показать что	1	1
1269	что для	3	1
1270	главным образом	2	1
1271	оно имеет	1	1
1272	но есть	2	1
1273	и никакого	2	1
1274	и др	2	1
1275	та самая	1	1
1276	когда они	3	1
1277	сам в	1	1
1278	них не	1	1
1279	сама земля	1	1
1280	и почему	1	1
1281	это ни	1	1
1282	с чем	2	1
1283	значит только	1	1
1284	человека мы	1	1
1285	весь свой	1	1
1286	не вижу	1	1
1287	в силу	6	1
1288	другой не	1	1
1289	например о	1	1
1290	свет не	1	1
1291	есть все	2	1
1292	в другое	2	1
1293	из этого	2	1
1294	процесса и	1	1
1295	себе без	1	1
1296	которые были	2	1
1297	чувств и	1	1
1298	что кроме	1	1
1299	сказать о	1	1
1300	на мир	2	1
1301	показывает что	2	1
1302	независимо от	2	1
1303	очень сложным	1	1
1304	всех этих	4	1
1305	можно с	1	1
1306	и чем	1	1
1307	иначе не	3	1
1308	– уже	2	1
1309	с идеей	1	1
1310	и покой	1	1
1311	я сам	2	1
1312	– самая	1	1
1313	только их	1	1
1314	живая жизнь	1	1
1315	значит ли	2	1
1316	слова это	1	1
1317	если вы	2	1
1318	нет конца	1	1
1319	выражение которое	1	1
1320	в бесконечность	2	1
1321	я уже	2	1
