N	2gram	Voloshinov	slovoVRo
270	эта внутренняя	1	4
271	так же	4	4
272	как только	4	4
273	на первый	2	4
274	к тому	4	4
275	зрения и	1	4
276	дело не	1	4
277	и политической	1	4
278	даже и	2	4
279	того чтобы	7	4
280	все свои	1	4
281	в другом	1	4
282	этим определяется	1	4
283	тогда когда	1	4
284	как вещь	1	4
285	и уже	3	4
286	и слово	3	4
287	с этой	1	4
288	точками зрения	1	4
289	в чем	1	4
290	свою очередь	4	4
291	и во	1	4
292	из романа	1	4
293	он может	1	4
294	однако в	2	4
295	связано с	2	4
296	но это	2	4
297	его как	1	4
298	голоса и	2	4
299	из них	3	4
300	того что	4	4
301	он должен	3	4
302	все его	1	4
303	что оно	3	4
304	одной из	2	4
305	том же	2	4
306	как раз	1	4
307	в литературе	1	4
308	что и	3	4
309	чем он	1	4
310	в виде	1	4
311	а на	2	4
312	языка это	1	4
313	в которой	7	4
314	даже на	2	4
315	романа а	1	4
316	здесь как	1	4
317	это слово	2	4
318	и как	10	4
319	же как	1	4
320	оценок и	2	4
321	следовательно и	1	4
322	в себя	1	4
323	из одного	1	4
324	сих пор	2	4
325	всех своих	4	4
326	оформления и	1	4
327	может иметь	1	4
328	выражение в	3	4
329	но как	2	4
330	характер и	1	4
331	как предмет	3	4
332	эти слова	9	4
333	с языком	1	4
334	в частности	3	4
335	одним словом	1	4
336	одно и	6	4
337	говорящего и	6	4
338	или как	6	4
339	при всем	2	4
340	и о	1	4
341	вообще не	1	4
342	речи и	6	4
343	образом в	1	4
344	не всегда	2	4
345	языка с	1	4
346	мы видели	5	4
347	авторская речь	1	4
348	он пользуется	1	3
349	и другие	1	3
350	связи и	1	3
351	собственном смысле	1	3
352	все что	1	3
353	первой и	1	3
354	и самое	1	3
355	еще раз	1	3
356	индивидуального сознания	1	3
357	же слово	2	3
358	речи но	2	3
359	слову в	1	3
360	его с	1	3
361	смысле слова	1	3
362	в разных	3	3
363	и материалом	1	3
364	в форме	6	3
365	и то	5	3
366	в связи	2	3
367	борьбы с	1	3
368	в более	1	3
369	автор и	1	3
370	этого процесса	1	3
371	и событий	1	3
372	по всей	1	3
373	тем что	2	3
374	или на	1	3
375	чужой речью	1	3
376	в собственном	1	3
377	и стилистика	2	3
378	в одно	1	3
379	широком смысле	1	3
380	этот процесс	2	3
381	от этого	1	3
382	и нет	2	3
383	действительности в	1	3
384	в диалоге	1	3
385	со всех	2	3
386	было бы	7	3
387	высказывания и	3	3
388	как это	5	3
389	не должно	2	3
390	которых мы	1	3
391	всем этим	1	3
392	и второй	1	3
393	свой голос	1	3
394	этот язык	1	3
395	или иных	3	3
396	в этой	6	3
397	и различные	1	3
398	целый ряд	3	3
399	и до	1	3
400	и те	2	3
401	зрения а	1	3
402	отметить что	1	3
403	и исторически	1	3
404	и вообще	2	3
405	без всякого	1	3
406	если мы	4	3
407	произведения и	1	3
408	на него	4	3
409	входят в	1	3
410	в сознании	5	3
411	но эта	2	3
412	мы говорили	2	3
413	этого слова	3	3
414	внутренней речи	18	3
415	движения и	1	3
416	они были	1	3
417	еще на	1	3
418	которого он	1	3
419	именно к	1	3
420	форм и	1	3
421	за пределами	1	3
422	или наоборот	1	3
423	заложенные в	1	3
424	исторической жизни	1	3
425	должно быть	2	3
426	время и	1	3
427	материала и	1	3
428	и художественно	1	3
429	высказывание на	1	3
430	между языком	1	3
431	по ту	1	3
432	не знаем	4	3
433	речь но	2	3
434	и где	1	3
435	тому что	5	3
436	с одним	1	3
437	и без	4	3
438	языка может	1	3
439	эта форма	1	3
440	не есть	2	3
441	на все	1	3
442	зрения не	1	3
443	если она	1	3
444	между собой	2	3
445	в новом	1	3
446	но уже	1	3
447	и это	8	3
448	и идеологически	1	3
449	не был	1	3
450	другом случае	1	3
451	затем и	1	3
452	свое выражение	3	3
453	на всех	1	3
454	может и	1	3
455	потому что	7	3
456	и тем	7	3
457	во второй	3	3
458	из этих	2	3
459	дальнейшей истории	1	3
460	в устах	3	3
461	конечно в	1	3
462	тем и	2	3
463	и вне	1	3
464	стилистическое своеобразие	2	3
465	ту сторону	1	3
466	речь и	4	3
467	к этому	2	3
468	установлено на	1	3
469	тех или	4	3
470	нуждается в	3	3
471	этими двумя	1	3
472	или иного	5	3
473	ведь и	2	3
474	того или	5	3
475	жанр который	1	2
476	мы наблюдаем	1	2
477	к такому	1	2
478	утверждать что	1	2
479	в новые	1	2
480	заставляет его	1	2
481	можно говорить	1	2
482	та же	3	2
483	за ним	1	2
484	в последнем	1	2
485	как с	2	2
486	уже говорили	1	2
487	эти три	2	2
488	и вся	1	2
489	был бы	2	2
490	и кроме	2	2
491	вместе со	1	2
492	к действительности	1	2
493	в идеологическом	2	2
494	из всех	1	2
495	тем как	1	2
496	связанное с	1	2
497	иное значение	1	2
498	правда и	1	2
499	нашего времени	1	2
500	авторской речью	3	2
501	стиля не	1	2
502	на жизненную	1	2
503	которое может	3	2
504	приходится иметь	2	2
505	одному из	1	2
506	свое произведение	1	2
507	как он	1	2
508	для них	2	2
509	от этих	1	2
510	том и	1	2
511	связь с	2	2
512	высказывания в	3	2
513	все то	2	2
514	и одновременно	1	2
515	вот что	1	2
516	языка без	1	2
517	с ней	2	2
518	для осуществления	1	2
519	словом но	1	2
520	в жизни	2	2
521	за свое	1	2
522	укладывается в	1	2
523	человеческой речи	3	2
524	да и	4	2
525	на самой	1	2
526	не нужно	2	2
527	они как	1	2
528	из которого	1	2
529	на каждом	1	2
530	конструкции и	1	2
531	в дальнейшей	1	2
532	и социально	1	2
533	но мы	2	2
534	сухой и	1	2
535	слова о	3	2
536	по своему	3	2
537	языка мы	2	2
538	и стилистическую	1	2
539	перестает быть	1	2
540	это и	1	2
541	ни к	2	2
542	отвлечемся от	2	2
543	идеологических систем	1	2
544	то что	9	2
545	в котором	3	2
546	на языке	1	2
547	и главное	1	2
548	мы увидим	5	2
549	в течение	1	2
550	только как	1	2
551	жестов и	6	2
552	речи не	2	2
553	своим собственным	1	2
554	к своей	1	2
555	и т.п	25	2
556	символами в	1	2
557	мы все	1	2
558	значение для	1	2
559	но они	1	2
560	ее с	2	2
561	совершенно не	3	2
562	тот факт	1	2
563	цели и	1	2
564	при анализе	1	2
565	самого начала	4	2
566	как например	2	2
567	автора с	1	2
568	несмотря на	3	2
569	и среди	1	2
570	которые являются	2	2
571	принадлежащих к	1	2
572	к ним	1	2
573	в социальном	1	2
574	нет и	3	2
575	его художественного	1	2
576	и ответ	2	2
577	и оценки	1	2
578	значение имеет	1	2
579	смысле не	1	2
580	в основу	1	2
581	в нашем	5	2
582	как от	1	2
583	во всей	1	2
584	каждое из	1	2
585	есть к	1	2
586	лишь при	1	2
587	у них	3	2
588	не из	2	2
589	же он	1	2
590	не просто	4	2
591	то или	4	2
592	в ее	3	2
593	иногда в	1	2
594	быта и	1	2
595	моментами этого	1	2
596	от всякого	1	2
597	ближе к	1	2
598	глядя на	1	2
599	в смысловом	1	2
600	одного из	1	2
601	слова для	1	2
602	только не	1	2
603	новый язык	1	2
604	речь в	1	2
605	мы видим	4	2
606	с человеком	1	2
607	процесс их	1	2
608	в прямом	1	2
609	не можем	1	2
610	указать на	1	2
611	того как	1	2
612	от действительности	1	2
613	иметь дело	3	2
614	слов в	4	2
615	слова по	1	2
616	тем не	1	2
617	есть в	1	2
618	еще слишком	1	2
619	в предшествующей	1	2
620	что для	1	2
621	на самом	3	2
622	одному и	1	2
623	х годов	1	2
624	у нас	4	2
625	слова а	1	2
626	разрыва между	1	2
627	и есть	1	2
628	и говорящий	1	2
629	в таких	1	2
630	бы только	1	2
631	его социальная	1	2
632	материал для	2	2
633	на разных	1	2
634	от всех	1	2
635	слова во	1	2
636	же тему	1	2
637	слова которые	1	2
638	наших дней	1	2
639	и эта	3	2
640	это возможно	1	2
641	высказывания как	3	2
642	что язык	5	2
643	не остается	1	2
644	в какой	2	2
645	между ними	3	2
646	то в	1	2
647	и само	3	2
648	социальной группы	4	2
649	в области	6	2
650	были даны	1	2
651	понимание и	2	2
652	скрытой форме	1	2
653	именно эта	1	2
654	и оно	1	2
655	на возможность	2	2
656	войти в	2	2
657	язык с	1	2
658	в сторону	1	2
659	об этом	3	2
660	первостепенное значение	1	2
661	однако не	1	2
662	к одному	1	2
663	в стиле	1	2
664	высказывания не	2	2
665	материалом для	1	2
666	мы можем	7	2
667	слова то	1	2
668	и эти	1	2
669	а с	5	2
670	материалом и	2	2
671	с самого	4	2
672	в своих	2	2
673	это как	1	2
674	как всякий	1	2
675	нашего сознания	2	2
676	и ни	2	2
677	как уже	2	2
678	те основные	1	2
679	живом языковом	1	2
680	так что	1	2
681	действующих лиц	1	2
682	слова но	3	2
683	и та	1	2
684	и что	1	2
685	не могла	1	2
686	можно было	4	2
687	речи героя	1	2
688	действительность но	1	2
689	иметь в	1	2
690	в начале	3	2
691	или его	1	2
692	факт что	1	2
693	по своей	2	2
694	к которой	1	2
695	новое слово	1	2
696	смысл его	2	2
697	или иное	4	2
698	ведь в	3	2
699	значение и	2	2
700	только о	1	2
701	и той	7	2
702	тот или	2	2
703	воплощено в	1	2
704	культуры и	1	2
705	главным образом	3	2
706	друг другу	2	2
707	как высказывания	1	2
708	не значит	1	2
709	на один	1	2
710	место в	2	2
711	столь же	1	2
712	и определяется	2	2
713	же в	1	2
714	на то	1	2
715	которые были	1	2
716	влияние и	1	2
717	просто не	1	2
718	независимо от	5	2
719	важную роль	2	2
720	чаще всего	3	2
721	автора или	1	2
722	есть не	2	2
723	на ту	1	2
724	не к	4	2
725	язык для	1	2
726	вне ее	1	2
727	от силы	1	1
728	и перестает	1	1
729	и ту	2	1
730	с которой	1	1
731	к сожалению	1	1
732	речи то	2	1
733	отстоят от	1	1
734	нами три	1	1
735	не мешает	1	1
736	с полной	1	1
737	личность говорящего	1	1
738	богаче и	1	1
739	является в	1	1
740	в душе	2	1
741	слов иногда	1	1
742	всего в	4	1
743	жанры только	1	1
744	само слово	1	1
745	из сторон	1	1
746	в определенный	1	1
747	его нельзя	1	1
748	как таковой	3	1
749	и должны	1	1
750	здесь а	1	1
751	представить себе	3	1
752	в конце	6	1
753	слова здесь	2	1
754	и лишь	1	1
755	если в	1	1
756	или только	1	1
757	творчества в	1	1
758	если он	3	1
759	не сможем	1	1
760	и вследствие	2	1
761	из комнаты	1	1
762	которые он	1	1
763	до него	1	1
764	и становятся	1	1
765	важно для	1	1
766	утратит свою	1	1
767	и выражает	1	1
768	ведь всякое	1	1
769	с миром	1	1
770	ряд явлений	1	1
771	и дает	1	1
772	речь как	1	1
773	конечно на	1	1
774	говорили в	1	1
775	вещи и	1	1
776	опираться на	1	1
777	на иной	1	1
778	свою мысль	1	1
779	бы говорить	1	1
780	о чем	2	1
781	вокруг данного	1	1
782	никак не	1	1
783	свое высказывание	2	1
784	мысли и	1	1
785	от социального	1	1
786	мы замечаем	1	1
787	говорит о	1	1
788	из которых	3	1
789	отдельными моментами	1	1
790	нами здесь	1	1
791	находятся в	2	1
792	ориентации в	1	1
793	от общего	1	1
794	с каждым	1	1
795	одно из	1	1
796	социальной жизни	3	1
797	беседе с	1	1
798	говорить что	1	1
799	и автор	1	1
800	но всякое	1	1
801	без него	1	1
802	в живом	5	1
803	с собой	2	1
804	но что	3	1
805	первым словом	1	1
806	что слово	1	1
807	изъятый из	1	1
808	в помощи	2	1
809	из социального	3	1
810	должен был	1	1
811	порядок и	1	1
812	от их	2	1
813	всякое высказывание	3	1
814	конечно еще	1	1
815	как они	1	1
816	и он	2	1
817	полноты своего	1	1
818	новый смысл	1	1
819	слова итак	1	1
820	в общественной	5	1
821	и соответствующего	1	1
822	которой оно	1	1
823	языку в	1	1
824	от своего	1	1
825	и этот	2	1
826	равно как	2	1
827	так называемый	1	1
828	становится таким	1	1
829	вырабатываются те	1	1
830	мы называем	4	1
831	идет об	1	1
832	содержание и	3	1
833	был связан	1	1
834	с общим	1	1
835	данного человека	1	1
836	этого необходимо	1	1
837	зрения в	4	1
838	элементы языка	1	1
839	неизбежно сопровождаются	1	1
840	и действительно	1	1
841	более сложный	1	1
842	только свою	1	1
843	конечном счете	1	1
844	уже об	1	1
845	может получить	2	1
846	с целым	1	1
847	это движение	1	1
848	в одних	1	1
849	в высказываниях	1	1
850	кроме самого	1	1
851	каждое высказывание	2	1
852	и просто	1	1
853	и так	6	1
854	состоит из	1	1
855	понимания и	2	1
856	возможно лишь	1	1
857	в которых	2	1
858	воспринимаются как	1	1
859	стилистической обработки	1	1
860	героя ведь	1	1
861	но почему	1	1
862	такого живого	1	1
863	идеологии и	1	1
864	данной социальной	1	1
865	бы не	2	1
866	второй голос	1	1
867	только себя	1	1
868	общий язык	1	1
869	значение не	1	1
870	которые затем	1	1
871	бытового общения	3	1
872	о котором	1	1
873	от того	3	1
874	именно поэтому	1	1
875	там и	1	1
876	вследствие этого	3	1
877	со стороны	1	1
878	и разных	1	1
879	говорить и	2	1
880	всей своей	1	1
881	языков о	1	1
882	жив и	1	1
883	в самый	1	1
884	отдельных слов	1	1
885	идеология и	2	1
886	должен стать	1	1
887	по крайней	1	1
888	другими формами	1	1
889	обращение к	1	1
890	придать ему	1	1
891	на одном	2	1
892	к той	3	1
893	дело со	1	1
894	самое содержание	1	1
895	всякого рода	1	1
896	как тема	1	1
897	языка еще	1	1
898	каждый из	2	1
899	интересы но	1	1
900	нет ничего	2	1
901	ли они	1	1
902	и выражений	1	1
903	стал для	2	1
904	одного и	1	1
905	с какой	1	1
906	высказывание как	3	1
907	то он	3	1
908	не существует	4	1
909	при условии	2	1
910	характер его	1	1
911	в действительности	1	1
912	что мы	11	1
913	россию и	1	1
914	с изучением	1	1
915	видим что	2	1
916	одной группы	1	1
917	творчества поэтому	1	1
918	совершенно иной	1	1
919	не имеют	1	1
920	представим себе	1	1
921	раз и	1	1
922	говорить не	1	1
923	как одно	2	1
924	и стилистической	1	1
925	наконец во	1	1
926	и осуществляется	1	1
927	предмет художественного	1	1
928	процессе развития	1	1
929	своей творческой	1	1
930	доведения до	1	1
931	идеологически не	1	1
932	уже сложившиеся	1	1
933	представления о	1	1
934	лицо на	1	1
935	происходящие в	1	1
936	и если	1	1
937	бы из	1	1
938	были необходимым	1	1
939	это только	1	1
940	он к	1	1
941	предметов речи	1	1
942	как между	1	1
943	он является	1	1
944	наших слов	1	1
945	и содержание	2	1
946	он просто	1	1
947	к нормальному	1	1
948	героев достоевского	1	1
949	характер в	1	1
950	всякое сколько-нибудь	1	1
951	поэтому мы	1	1
952	наиболее полно	1	1
953	нашем случае	1	1
954	одной и	4	1
955	в середине	2	1
956	и частично	1	1
957	слово также	1	1
958	между двумя	2	1
959	жизни противостоит	1	1
960	только один	1	1
961	то все	1	1
962	чего не	1	1
963	увидим что	2	1
964	целым рядом	1	1
965	между отдельными	1	1
966	которая могла	1	1
967	вырабатывается в	1	1
968	за собой	1	1
969	слово только	1	1
970	без понимания	1	1
971	своего внутреннего	1	1
972	эту социальную	1	1
973	о своем	3	1
974	нами примеры	1	1
975	ближе всего	1	1
976	тому или	1	1
977	этой речи	1	1
978	превращается в	1	1
979	времени и	2	1
980	двух точек	1	1
981	о художественной	1	1
982	есть может	1	1
983	не знающий	1	1
984	друга и	1	1
985	эта диалогическая	1	1
986	к людям	1	1
987	те которые	1	1
988	существует особая	1	1
989	такие как	2	1
990	например на	1	1
991	в обществе	4	1
992	замкнутости и	1	1
993	знает что	1	1
994	своему композиционному	1	1
995	художественного произведения	1	1
996	интонации при	1	1
997	язык язык	1	1
998	которому мы	1	1
999	имеем в	1	1
1000	о языке	2	1
1001	на те	1	1
1002	может послужить	1	1
1003	всей жизни	1	1
1004	установлены на	1	1
1005	наша речь	1	1
1006	он так	1	1
1007	не литературное	1	1
1008	только одна	2	1
1009	ответа на	1	1
1010	именно так	1	1
1011	в которые	1	1
1012	самого говорящего	1	1
1013	быть в	1	1
1014	на улице	1	1
1015	стилистической организации	1	1
1016	этим языком	1	1
1017	почти слияние	1	1
1018	на этот	2	1
1019	иных слов	1	1
1020	не одно	1	1
1021	не поймет	1	1
1022	какие только	1	1
1023	отражения в	1	1
1024	что говорит	1	1
1025	и внутренняя	3	1
1026	чтобы стать	1	1
1027	но если	1	1
1028	и именно	1	1
1029	какой степени	1	1
1030	где бы	1	1
1031	речи с	1	1
1032	не смеется	1	1
1033	и силу	1	1
1034	и после	1	1
1035	и света	1	1
1036	мужа и	1	1
1037	собеседника на	1	1
1038	этими словами	2	1
1039	входящих в	1	1
1040	к полному	2	1
1041	где все	1	1
1042	слова ни	1	1
1043	в самой	1	1
1044	крайней мере	1	1
1045	не нужны	1	1
1046	тот же	2	1
1047	отношение говорящего	2	1
1048	и выражения	1	1
1049	ограниченный круг	1	1
1050	мог бы	1	1
1051	в заключение	1	1
1052	вся совокупность	1	1
1053	кругозор человека	3	1
1054	этот материал	1	1
1055	человека но	1	1
1056	гораздо более	2	1
1057	эту действительность	1	1
1058	как часто	1	1
1059	внутренней жизни	3	1
1060	личности говорящего	1	1
1061	лишь там	1	1
1062	оно определяется	1	1
1063	видели что	3	1
1064	эти высказывания	2	1
1065	нами не	1	1
1066	ведь для	1	1
1067	ничем не	2	1
1068	идеологические системы	3	1
1069	и точек	2	1
1070	здесь нет	1	1
1071	ситуацию и	3	1
1072	высказывания с	3	1
1073	так называемые	4	1
1074	зависит от	2	1
1075	вопросы стилистики	1	1
1076	который может	1	1
1077	поэтому в	1	1
1078	своей основной	1	1
1079	и вот	3	1
1080	выбор слов	4	1
1081	имеет первостепенное	1	1
1082	разновидностях то	1	1
1083	в состоянии	1	1
1084	для всякого	2	1
1085	для индивидуального	1	1
1086	языка которые	1	1
1087	мы имеем	2	1
1088	слушателя его	1	1
1089	оттенков и	1	1
1090	мнения и	1	1
1091	то у	1	1
1092	которых он	1	1
1093	бы на	1	1
1094	речи так	1	1
1095	только его	1	1
1096	на развитие	2	1
1097	что при	1	1
1098	что так	1	1
1099	души и	1	1
1100	резкий разрыв	1	1
1101	чрезвычайно легко	1	1
1102	ничего что	2	1
1103	этих слов	3	1
1104	и строго	1	1
1105	и замыкается	1	1
1106	но чаще	1	1
1107	для своего	1	1
1108	то мы	3	1
1109	эти две	1	1
1110	или иную	4	1
1111	устойчивые и	1	1
1112	сознания и	1	1
1113	понимания этого	1	1
1114	всякое языковое	1	1
1115	третье лицо	1	1
1116	развития становления	1	1
1117	сколько бы	1	1
1118	в движение	1	1
1119	не допускает	1	1
1120	находит свое	2	1
1121	для его	1	1
1122	все равно	1	1
1123	и смысл	1	1
1124	только он	3	1
1125	непосредственно в	1	1
1126	указывали что	1	1
1127	в конечном	1	1
1128	этих различных	1	1
1129	того в	1	1
1130	даже вовсе	1	1
1131	а к	3	1
1132	и богаче	1	1
1133	нет это	1	1
1134	время этот	1	1
1135	внутренняя речь	5	1
1136	иногда и	1	1
1137	степени их	1	1
1138	не о	1	1
1139	совсем иным	2	1
1140	полное отсутствие	1	1
1141	все ее	1	1
1142	смысла целого	1	1
1143	как по	1	1
1144	прежде чем	2	1
1145	что его	1	1
1146	к миру	2	1
1147	не выражает	1	1
1148	может сказать	1	1
1149	различные отношения	1	1
1150	высказывания но	5	1
1151	высшему пределу	1	1
1152	не здесь	1	1
1153	с теми	1	1
1154	последнем счете	1	1
1155	он говорит	2	1
1156	здесь вырабатываются	3	1
1157	внутреннюю речь	3	1
1158	приведенные нами	1	1
1159	на тему	1	1
1160	этого высказывания	3	1
1161	здесь таким	1	1
1162	приближается к	3	1
1163	с той	1	1
1164	мы теперь	1	1
1165	долгое время	3	1
1166	говорящего не	1	1
1167	лишь с	1	1
1168	языка конечно	1	1
1169	нам в	3	1
1170	и того	1	1
1171	и произведения	1	1
1172	которой живет	1	1
1173	в мире	2	1
1174	одном из	1	1
1175	смысловой и	1	1
1176	и характер	1	1
1177	сделать его	2	1
1178	образом речь	1	1
1179	как ее	1	1
1180	в еще	1	1
1181	в действительной	2	1
1182	должно было	3	1
1183	его жизни	1	1
1184	к вопросам	1	1
1185	как не	2	1
1186	и теми	1	1
1187	бы мы	3	1
1188	слово на	1	1
1189	и художественного	1	1
1190	связанный с	2	1
1191	так язык	1	1
1192	или их	1	1
1193	даже его	1	1
1194	себе все	2	1
1195	себе и	2	1
1196	и литературного	1	1
1197	которые с	2	1
1198	и развития	3	1
1199	перейти к	2	1
1200	это так	1	1
1201	в меру	1	1
1202	связаны с	4	1
1203	бы в	6	1
1204	различное значение	1	1
1205	такие слова	2	1
1206	точкой зрения	6	1
1207	конечно это	1	1
1208	кризисов и	2	1
1209	что такое	4	1
1210	которого и	2	1
1211	лица и	1	1
1212	слов или	2	1
1213	во внешнюю	2	1
1214	в разной	1	1
1215	слова которое	1	1
1216	оба эти	1	1
1217	одну и	2	1
1218	тем более	1	1
1219	в скрытой	1	1
1220	твердой и	1	1
1221	он ни	1	1
1222	установки на	2	1
1223	почти на	1	1
1224	их слова	1	1
1225	и личность	1	1
1226	для выражения	1	1
1227	ибо они	1	1
1228	с новыми	1	1
1229	другими словами	7	1
1230	именно потому	1	1
1231	сложившихся и	1	1
1232	их но	1	1
1233	для наших	3	1
1234	здесь только	1	1
1235	тому как	1	1
1236	социального становления	1	1
1237	его литературным	1	1
1238	речью которая	1	1
1239	его речь	2	1
1240	довольно часто	1	1
1241	и благодаря	1	1
1242	его внутренней	4	1
1243	мы должны	10	1
1244	когда он	1	1
1245	эта социальная	1	1
1246	процесса языкового	1	1
1247	но зато	1	1
1248	если же	1	1
1249	от которых	2	1
1250	должны быть	1	1
1251	за ними	2	1
1252	житейские жанры	1	1
1253	и внутреннюю	1	1
1254	определять стиль	1	1
1255	и аудитории	3	1
1256	но даже	2	1
1257	тех же	1	1
1258	и является	5	1
1259	к литературному	1	1
1260	высказыванием в	1	1
1261	самый момент	1	1
1262	в материале	2	1
1263	определенным образом	1	1
1264	всякое слово	3	1
1265	оно нам	1	1
1266	и ловкий	1	1
1267	которые оно	1	1
1268	и бытовое	1	1
1269	который мы	2	1
1270	еще в	1	1
1271	в нас	2	1
1272	конечно все	1	1
1273	даже не	1	1
1274	историческая и	1	1
1275	в действительном	1	1
1276	тем самым	8	1
1277	миру и	2	1
1278	человека с	2	1
1279	конечно нет	1	1
1280	ведь если	3	1
1281	слово которое	1	1
1282	говорили что	1	1
1283	должны были	2	1
1284	наших целей	2	1
