N	2gram	Losev_Dial	Myshleni
222	этом смысле	4	18
223	всяком случае	3	18
224	в этих	6	17
225	в своих	1	17
226	к другим	1	17
227	показал что	1	17
228	их в	2	17
229	в одном	4	17
230	я не	9	17
231	не есть	67	17
232	сих пор	4	17
233	и той	1	17
234	на деле	2	17
235	до сих	4	17
236	это положение	1	17
237	тем же	3	17
238	и для	2	17
239	для этого	2	17
240	все что	2	17
241	у него	2	17
242	этой точки	2	17
243	и от	5	17
244	и есть	20	17
245	то и	3	17
246	мы находим	7	17
247	и только	5	17
248	и другие	1	16
249	на каждой	1	16
250	своей природе	1	16
251	одной и	1	16
252	в которых	2	16
253	слово и	1	16
254	из основных	1	16
255	значение в	1	16
256	мы имеем	4	16
257	вовсе не	19	16
258	к одному	1	16
259	такой же	2	16
260	выводу что	2	16
261	которые не	2	16
262	и даже	23	16
263	между двумя	1	16
264	то в	8	16
265	перехода от	1	16
266	для нас	1	16
267	которые в	1	16
268	которую мы	1	16
269	тому как	1	16
270	в них	4	15
271	вопрос об	5	15
272	от этого	5	15
273	и это	6	15
274	и является	2	15
275	подобно тому	1	15
276	со всеми	2	15
277	что если	4	15
278	данном случае	1	15
279	на все	2	15
280	тем более	2	15
281	хотя бы	6	15
282	отличается от	3	15
283	но как	7	15
284	значит что	25	15
285	представить себе	2	15
286	ничего не	19	15
287	вообще не	2	15
288	как она	7	15
289	является не	3	15
290	который мы	1	15
291	когда он	2	15
292	уже говорили	1	14
293	это значит	18	14
294	но что	10	14
295	одно и	8	14
296	точка зрения	3	14
297	что у	3	14
298	очевидно что	1	14
299	что для	3	14
300	точку зрения	3	14
301	из этого	2	14
302	первую очередь	1	14
303	и здесь	1	14
304	связанные с	3	14
305	только тогда	9	14
306	со всей	2	14
307	учения о	2	14
308	один и	1	14
309	научных и	1	14
310	этих двух	1	14
311	от друга	1	14
312	не можем	1	14
313	о чем	4	14
314	в первую	2	14
315	это есть	13	14
316	когда мы	3	14
317	друг от	1	14
318	и во	1	14
319	об этом	7	14
320	что эти	3	14
321	имеет место	1	13
322	с другими	2	13
323	его к	1	13
324	если в	5	13
325	смысле слова	1	13
326	к его	2	13
327	они не	3	13
328	мы имели	1	13
329	но на	1	13
330	в виде	2	13
331	значения и	1	13
332	на его	1	13
333	отнюдь не	13	13
334	она не	10	13
335	человека и	2	13
336	точно так	3	13
337	как они	2	13
338	но все	5	13
339	что между	1	13
340	по самой	1	13
341	с ней	2	13
342	связана с	1	13
343	этой теории	1	13
344	в состоянии	2	13
345	в меру	5	13
346	факт что	1	13
347	стороны и	4	13
348	все более	1	13
349	к другу	2	12
350	даже в	6	12
351	на первый	2	12
352	только на	3	12
353	том чтобы	1	12
354	но он	3	12
355	ясно что	11	12
356	возникает из	1	12
357	как осуществляется	1	12
358	за пределы	4	12
359	тем и	1	12
360	к другому	1	12
361	с их	2	12
362	в одной	4	12
363	и потому	6	12
364	в самых	1	12
365	еще более	3	12
366	к нему	12	12
367	от его	1	12
368	несмотря на	12	12
369	в ее	3	12
370	тем не	3	12
371	тому же	3	12
372	это мы	6	12
373	выражение в	1	12
374	но только	6	12
375	были бы	3	12
376	никак не	6	12
377	и между	1	12
378	мог бы	3	12
379	это и	6	12
380	только к	2	12
381	в ней	4	12
382	они являются	1	11
383	на примере	1	11
384	не могли	1	11
385	в других	1	11
386	на том	1	11
387	по типу	1	11
388	отношения к	3	11
389	мы всегда	2	11
390	мы будем	2	11
391	и при	3	11
392	в каком	10	11
393	что понятие	1	11
394	друг другу	4	11
395	на самом	5	11
396	раз в	2	11
397	есть в	2	11
398	не по	2	11
399	идет о	1	11
400	больше того	5	11
401	что на	2	11
402	остановиться на	1	11
403	одно из	2	11
404	например в	2	11
405	что этот	3	11
406	мы увидим	2	11
407	вот почему	1	11
408	наряду с	1	11
409	те и	1	11
410	гораздо более	3	11
411	не знает	2	11
412	в конце	5	11
413	а только	5	11
414	тех и	1	11
415	в один	3	11
416	ничего общего	4	11
417	только по	1	11
418	или менее	5	11
419	нуждается в	6	11
420	и наконец	1	11
421	есть не	8	11
422	вслед за	2	10
423	в основу	1	10
424	что именно	3	10
425	внимание на	1	10
426	бы что	1	10
427	но для	2	10
428	о которых	2	10
429	что как	2	10
430	что такое	13	10
431	одного из	1	10
432	мы называем	1	10
433	и может	7	10
434	или иной	4	10
435	в одинаковой	1	10
436	указывает на	3	10
437	и которые	1	10
438	речь идет	2	10
439	нами выше	2	10
440	и значение	1	10
441	но этот	1	10
442	к жизни	1	10
443	учение о	11	10
444	и у	2	10
445	не иначе	1	10
446	вопроса о	1	10
447	здесь мы	1	10
448	как с	2	10
449	речь как	2	10
450	если не	1	10
451	связаны между	1	10
452	вытекает из	1	10
453	относится к	2	10
454	чем он	2	10
455	и слова	3	10
456	с той	2	10
457	и до	2	9
458	связано с	2	9
459	понятно что	2	9
460	теории и	1	9
461	что уже	3	9
462	по одному	4	9
463	той или	11	9
464	более или	5	9
465	должны быть	2	9
466	в тех	2	9
467	та же	6	9
468	друг к	2	9
469	оно не	2	9
470	зависит от	1	9
471	и заключается	1	9
472	и поэтому	1	9
473	в новой	1	9
474	что же	5	9
475	к объяснению	1	9
476	может не	1	9
477	но эта	4	9
478	сама по	12	9
479	этого вопроса	1	9
480	также и	7	9
481	а по	1	9
482	не с	5	9
483	что можно	1	9
484	частный случай	1	9
485	место в	1	9
486	к этой	1	9
487	он имеет	1	9
488	только для	1	9
489	как только	4	9
490	больше чем	1	9
491	говорить о	9	9
492	то как	3	9
493	как оно	1	9
494	в системе	2	9
495	не то	9	9
496	и он	6	9
497	и притом	7	9
498	мы в	2	9
499	мы говорим	6	9
500	оно есть	5	9
501	еще в	2	9
502	совершенно не	13	9
503	видим в	1	9
504	он может	3	9
505	хотя и	4	9
506	свою силу	1	9
507	но с	4	9
508	или в	2	9
509	должен быть	2	9
510	само по	7	9
511	не как	4	8
512	стоит в	1	8
513	о котором	2	8
514	которая не	2	8
515	уже и	5	8
516	не умеет	1	8
517	уже по	1	8
518	одному и	1	8
519	в эту	1	8
520	все остальные	1	8
521	почти всегда	4	8
522	же самого	2	8
523	главным образом	2	8
524	от нее	1	8
525	сам по	8	8
526	понятия но	1	8
527	отношении к	3	8
528	все равно	7	8
529	образом в	1	8
530	на одном	1	8
531	чем мы	1	8
532	только и	5	8
533	основной вывод	1	8
534	и тому	1	8
535	мы наблюдаем	1	8
536	действительности и	4	8
537	где они	1	8
538	известно что	1	8
539	к другой	1	8
540	совершенно в	2	8
541	убедиться в	2	8
542	во внимание	2	8
543	себе и	5	8
544	остается в	1	8
545	в современной	2	8
546	и др	2	8
547	во время	2	8
548	и из	6	8
549	не на	1	8
550	том как	1	8
551	со стороны	2	8
552	и тогда	4	8
553	более и	2	8
554	что я	5	8
555	в животном	1	8
556	форм и	2	8
557	и которая	1	8
558	нисколько не	7	8
559	мы его	1	8
560	только то	7	8
561	еще на	3	8
562	что не	13	8
563	в таком	4	7
564	в разных	6	7
565	и сам	1	7
566	знаем что	2	7
567	сознания в	1	7
568	на него	2	7
569	он сам	6	7
570	в живом	1	7
571	больше и	1	7
572	выражается в	1	7
573	оно имеет	1	7
574	в общем	2	7
575	всех этих	4	7
576	понятие и	1	7
577	содержит в	6	7
578	и делает	1	7
579	одинаковой мере	1	7
580	его и	1	7
581	у них	3	7
582	находятся в	1	7
583	с теми	2	7
584	мере в	3	7
585	с первого	2	7
586	одну из	1	7
587	все больше	1	7
588	же в	2	7
589	это в	1	7
590	которой мы	1	7
591	случае в	1	7
592	каждого отдельного	1	7
593	образом и	3	7
594	из нее	2	7
595	в жизни	3	7
596	которые являются	1	7
597	не существует	8	7
598	представления о	1	7
599	но они	2	7
600	следующим образом	1	7
601	от действительности	1	7
602	всякую возможность	1	7
603	и вместе	2	7
604	общего с	6	7
605	его с	6	7
606	должна быть	5	7
607	отличаются от	1	7
608	с ними	4	7
609	при помощи	1	7
610	без всякого	3	7
611	его мысль	1	7
612	ничем не	4	7
613	вывод что	2	7
614	на одной	1	7
615	здесь в	3	7
616	сознания и	8	7
617	это слово	1	7
618	и непосредственно	1	7
619	а также	1	7
620	же по	1	7
621	случае не	4	7
622	но по	1	7
623	в обоих	1	7
624	этом и	1	7
625	только один	2	6
626	от одного	1	6
627	и другим	1	6
628	в природе	1	6
629	к ней	4	6
630	уже не	3	6
631	как например	2	6
632	раз и	2	6
633	что всякое	1	6
634	другом в	1	6
635	это же	1	6
636	себе в	1	6
637	с другим	1	6
638	что их	2	6
639	но так	2	6
640	всего в	1	6
641	и мы	8	6
642	не остается	2	6
643	целиком и	1	6
644	в каждом	4	6
645	нашего сознания	1	6
646	оно может	1	6
647	и самый	1	6
648	том и	1	6
649	обоих случаях	2	6
650	смысле что	3	6
651	том смысле	4	6
652	ни на	8	6
653	бы и	4	6
654	значение этого	1	6
655	наконец в	1	6
656	и больше	2	6
657	и наиболее	1	6
658	и там	1	6
659	нет и	2	6
660	начиная с	1	6
661	только потому	4	6
662	он как	1	6
663	а это	2	6
664	себе что	1	6
665	в сферу	1	6
666	или даже	1	6
667	бы мы	2	6
668	и вообще	10	6
669	и эти	2	6
670	происходит в	2	6
671	находим в	2	6
672	как два	1	6
673	говорит о	6	6
674	что то	1	6
675	по способу	2	6
676	его на	1	6
677	этот закон	1	6
678	действительности в	1	6
679	ответить на	1	6
680	в различных	2	6
681	не что	4	6
682	является как	2	6
683	имеем дело	1	6
684	одна из	1	6
685	что отношение	1	6
686	что иное	4	6
687	на язык	1	6
688	к чему	1	6
689	не говорит	4	6
690	ли оно	2	6
691	как его	1	6
692	точек зрения	3	6
693	его значение	1	6
694	на другой	1	6
695	внимания и	1	6
696	с которым	2	6
697	как таковой	6	6
698	различие в	1	6
699	равным образом	1	6
700	если принять	1	6
701	может стать	1	6
702	которые могут	1	6
703	всей своей	1	6
704	только одно	1	6
705	нас интересует	1	6
706	еще и	4	6
707	тех же	1	6
708	из которого	1	6
709	потому и	2	6
710	что здесь	4	6
711	процессов в	1	6
712	привести нас	1	6
713	дело в	1	6
714	раз навсегда	2	6
715	и понимания	1	6
716	это было	4	6
717	она должна	2	6
718	и о	4	6
719	иное как	4	6
720	сходство с	2	5
721	формы в	1	5
722	кроме того	2	5
723	или на	3	5
724	из всего	2	5
725	к самому	3	5
726	свою собственную	2	5
727	в противоположность	6	5
728	только как	3	5
729	почти исключительно	1	5
730	к ним	3	5
731	нигде не	1	5
732	новые и	2	5
733	первого взгляда	2	5
734	все его	3	5
735	как такового	1	5
736	об одном	3	5
737	в опыте	1	5
738	если я	1	5
739	того и	3	5
740	опираясь на	1	5
741	принять во	2	5
742	идет по	1	5
743	человека мы	1	5
744	не дает	1	5
745	в него	2	5
746	с такой	1	5
747	для них	1	5
748	под этим	1	5
749	никто не	2	5
750	который не	2	5
751	возникает вопрос	1	5
752	на их	1	5
753	сейчас же	3	5
754	этом пункте	1	5
755	и состоит	2	5
756	своей собственной	2	5
757	он является	1	5
758	каждой из	1	5
759	действительность в	1	5
760	котором мы	1	5
761	только с	3	5
762	мысли которая	1	5
763	что ему	1	5
764	когда они	3	5
765	ее на	2	5
766	имеет совершенно	1	5
767	то мы	2	5
768	содержат в	2	5
769	однако не	1	5
770	бы для	1	5
771	все они	2	5
772	сами по	4	5
773	менее всего	1	5
774	в стороне	1	5
775	мы никогда	1	5
776	и другого	3	5
777	начинается в	1	5
778	эти последние	3	5
779	из ряда	1	5
780	но всегда	2	5
781	язык и	1	5
782	заключается только	1	5
783	же что	1	5
784	оказывается что	1	5
785	человека с	1	5
786	человеческого сознания	2	5
787	есть все	2	5
788	могут не	1	5
789	от него	4	5
790	есть прежде	1	5
791	исторического развития	1	5
792	бы все	2	5
793	что по	3	5
794	мы только	1	5
795	когда в	1	5
796	для выяснения	1	5
797	в новом	1	5
798	но даже	1	5
799	часто в	1	5
800	всегда и	4	5
801	говорит об	1	5
802	быть в	5	5
803	есть только	9	5
804	не просто	19	5
805	себя в	2	5
806	что каждая	1	5
807	может иметь	6	5
808	встречается в	1	5
809	в немногих	1	5
810	это как	3	5
811	другими словами	2	5
812	будем иметь	1	5
813	все те	1	5
814	какой мере	1	5
815	не для	1	5
816	а потому	3	5
817	был бы	1	5
818	связанное с	1	5
819	поэтому она	1	5
820	эти понятия	1	5
821	есть нечто	16	5
822	если это	3	5
823	из тех	1	5
824	предметы в	2	5
825	не потому	5	5
826	мы хотим	1	5
827	заметить что	2	5
828	общего и	1	5
829	как у	3	5
830	в полном	1	5
831	указание на	1	5
832	без этого	4	5
833	когда оно	2	5
834	оно в	1	5
835	конце концов	4	5
836	дело не	3	5
837	говоря о	2	5
838	у нее	1	5
839	эти два	4	5
840	именно это	1	5
841	они имеют	1	4
842	более общее	1	4
843	зрения на	1	4
844	со всем	2	4
845	с вещами	1	4
846	но ведь	2	4
847	в единую	1	4
848	вот что	1	4
849	мне кажется	2	4
850	уже на	1	4
851	есть совершенно	1	4
852	как более	2	4
853	за ней	1	4
854	есть то	2	4
855	так например	1	4
856	что обе	1	4
857	во все	1	4
858	в пределе	1	4
859	ничто не	3	4
860	чего не	1	4
861	и когда	5	4
862	конечно не	9	4
863	можно ли	3	4
864	и начинает	2	4
865	наедине с	1	4
866	чего он	1	4
867	к ее	1	4
868	не происходит	1	4
869	не было	7	4
870	или не	5	4
871	и говорит	1	4
872	быть может	5	4
873	так сказать	1	4
874	может привести	1	4
875	а потом	9	4
876	и осмысления	2	4
877	бы они	1	4
878	ничего нового	2	4
879	и та	8	4
880	также не	2	4
881	сущности это	1	4
882	что есть	2	4
883	не вижу	1	4
884	можно с	1	4
885	в одну	8	4
886	следовательно не	2	4
887	должны сказать	2	4
888	была бы	4	4
889	мы начинаем	1	4
890	может существовать	1	4
891	они говорят	1	4
892	в очень	3	4
893	сейчас не	1	4
894	и вот	10	4
895	для нее	2	4
896	и вся	1	4
897	вступает в	1	4
898	от других	1	4
899	по направлению	3	4
900	в абсолютной	2	4
901	может ли	1	4
902	она может	1	4
903	самой природе	1	4
904	слова он	1	4
905	именно то	1	4
906	его только	1	4
907	здесь не	1	4
908	свой смысл	2	4
909	говорится в	1	4
910	это одно	1	4
911	в корне	2	4
912	постольку поскольку	1	4
913	есть такой	1	4
914	нас не	2	4
915	что значит	1	4
916	слова которые	1	4
917	на нее	2	4
918	только два	1	4
919	нет у	1	4
920	и могут	1	4
921	и я	3	4
922	сказать только	1	4
923	того или	1	4
924	разница между	2	4
925	то он	2	4
926	чистом виде	1	4
927	понятий а	1	4
928	есть и	11	4
929	начала что	1	4
930	к которой	1	4
931	или как	2	4
932	но эти	1	4
933	как будто	7	4
934	о своих	2	4
935	или понятие	1	4
936	или по	2	4
937	от этих	1	4
938	если он	1	4
939	много раз	3	4
940	в понимании	1	4
941	стороны в	2	4
942	а именно	3	4
943	и самое	1	4
944	в одно	5	4
945	мышлении в	1	4
946	в дальнейшем	6	4
947	то это	6	4
948	почти не	3	4
949	найденные нами	1	4
950	это последнее	1	4
951	этом мы	1	4
952	когда она	1	4
953	превращается в	2	4
954	самого понятия	1	4
955	не содержат	1	4
956	так мы	1	4
957	и остается	2	4
958	в реальном	1	4
959	на предмет	1	4
960	и становится	2	4
961	но сама	1	4
962	эти же	1	4
963	быть с	1	4
964	нельзя сказать	4	4
965	время в	1	4
966	ни было	2	4
967	и сама	1	4
968	должно привести	1	4
969	от тех	1	4
970	но совершенно	2	4
971	и характер	1	4
972	чтобы понять	3	4
973	они действительно	1	4
974	нам в	1	4
975	совсем не	1	4
976	но при	1	4
977	но до	1	4
978	и одновременно	1	4
979	его не	7	4
980	хотя в	3	4
981	большей степени	1	4
982	это вопрос	1	4
983	как эта	1	4
984	на который	1	4
985	всегда имеет	1	4
986	бы оно	1	4
987	представление об	1	4
988	процесса и	1	4
989	а как	1	4
990	любой другой	1	4
991	к одной	1	4
992	не идет	2	4
993	не требует	1	4
994	как при	1	4
995	как о	2	4
996	в любой	1	4
997	себя и	1	4
998	чем же	1	4
999	совершенно иной	1	4
1000	и если	5	4
1001	сейчас мы	1	4
1002	по линии	2	4
1003	может оказаться	2	4
1004	содержатся в	1	4
1005	из него	1	4
1006	короче говоря	1	4
1007	ему в	1	4
1008	такое же	1	4
1009	если даже	1	4
1010	оказывается совершенно	1	4
1011	просто как	2	4
1012	то к	1	4
1013	и эта	3	4
1014	нет надобности	1	4
1015	только начинается	1	4
1016	путь к	1	4
1017	ином отношении	1	4
1018	и тех	1	4
1019	по которому	2	4
1020	не могу	9	4
1021	что там	1	4
1022	думать что	3	4
1023	на всю	6	4
1024	идет речь	2	4
1025	отрицать наличие	1	4
1026	выражения в	2	4
1027	жизни и	9	4
1028	известной степени	1	4
1029	не к	2	4
1030	мы найдем	1	3
1031	никаких сомнений	1	3
1032	или иных	1	3
1033	становится совершенно	1	3
1034	и само	1	3
1035	о мире	2	3
1036	и именно	1	3
1037	происходит не	1	3
1038	в новую	2	3
1039	я могу	2	3
1040	можем говорить	1	3
1041	о чем-то	3	3
1042	этого последнего	1	3
1043	вообще как	1	3
1044	своем значении	1	3
1045	это значило	1	3
1046	в прошлом	1	3
1047	и еще	4	3
1048	в голове	1	3
1049	и новые	1	3
1050	но разве	1	3
1051	эти вопросы	3	3
1052	увидим в	1	3
1053	именно на	1	3
1054	именно с	1	3
1055	что даже	2	3
1056	она есть	12	3
1057	общий принцип	1	3
1058	эту же	1	3
1059	привело к	1	3
1060	по природе	1	3
1061	к их	1	3
1062	сравнить с	1	3
1063	после этого	3	3
1064	это верно	1	3
1065	к еще	1	3
1066	показал как	1	3
1067	как можно	2	3
1068	в правильности	1	3
1069	и приводит	1	3
1070	опыта но	1	3
1071	бы показать	1	3
1072	мы это	1	3
1073	или иная	4	3
1074	судить о	2	3
1075	он мыслит	1	3
1076	не стоит	2	3
1077	нами как	1	3
1078	понимания его	1	3
1079	и движение	1	3
1080	потребностей и	1	3
1081	не были	1	3
1082	чем больше	1	3
1083	не могла	1	3
1084	могла бы	2	3
1085	она уже	1	3
1086	законов и	1	3
1087	даже если	4	3
1088	а главное	2	3
1089	есть ли	3	3
1090	новое в	1	3
1091	следует за	2	3
1092	к сожалению	2	3
1093	не так	1	3
1094	раз он	1	3
1095	даны в	4	3
1096	в случаях	1	3
1097	ним и	1	3
1098	оно было	1	3
1099	говорит и	1	3
1100	никакому сомнению	1	3
1101	быть так	1	3
1102	с целью	3	3
1103	еще с	1	3
1104	и просто	1	3
1105	бы не	1	3
1106	да и	11	3
1107	на другие	1	3
1108	он мог	2	3
1109	нам возможность	1	3
1110	всем этом	1	3
1111	уже из	1	3
1112	так чтобы	2	3
1113	остается только	2	3
1114	и теперь	1	3
1115	для меня	5	3
1116	имеет никакого	3	3
1117	существует ли	1	3
1118	никаких оснований	1	3
1119	в расчет	1	3
1120	и потом	2	3
1121	много общего	1	3
1122	но который	1	3
1123	это является	1	3
1124	до известной	1	3
1125	для ясности	1	3
1126	двух планов	2	3
1127	в систему	1	3
1128	всего того	1	3
1129	для выражения	1	3
1130	и пр	7	3
1131	план выступает	1	3
1132	одна и	5	3
1133	нам еще	1	3
1134	не содержит	1	3
1135	основана на	1	3
1136	как именно	1	3
1137	ведь это	3	3
1138	ни при	1	3
1139	из других	1	3
1140	не иметь	2	3
1141	это еще	2	3
1142	как нечто	5	3
1143	и история	1	3
1144	этой новой	1	3
1145	медленно и	1	3
1146	действительности мы	1	3
1147	по его	1	3
1148	но уже	3	3
1149	эта связь	1	3
1150	бы совершенно	1	3
1151	нас и	1	3
1152	как ни	3	3
1153	что всякий	1	3
1154	не через	1	3
1155	кто не	1	3
1156	при известных	1	3
1157	действительность не	1	3
1158	этих случаях	1	3
1159	и всегда	1	3
1160	оно должно	2	3
1161	наоборот в	2	3
1162	момент в	2	3
1163	же это	6	3
1164	может и	5	3
1165	если она	4	3
1166	он с	2	3
1167	себя но	1	3
1168	мы также	1	3
1169	вещи не	2	3
1170	что говорится	1	3
1171	их из	1	3
1172	против этого	2	3
1173	бы даже	1	3
1174	могут служить	1	3
1175	или нет	6	3
1176	общения с	1	3
1177	далее в	2	3
1178	всегда в	1	3
1179	внимание что	1	3
1180	можно видеть	1	3
1181	в это	1	3
1182	поставить вопрос	1	3
1183	мы с	1	3
1184	для исследования	1	3
1185	и сейчас	3	3
1186	он находит	2	3
1187	направлено на	1	3
1188	которой не	3	3
1189	во многих	1	3
1190	понятий эта	1	3
1191	что ее	1	3
1192	другого рода	2	3
1193	в глаза	1	3
1194	мере не	1	3
1195	но скорее	1	3
1196	с этими	1	3
1197	как я	3	3
1198	для понимания	1	3
1199	абстрактное понятие	1	3
1200	надо сказать	1	3
1201	быть поставлено	1	3
1202	одной точке	1	3
1203	вопрос и	1	3
1204	действительно в	2	3
1205	он на	2	3
1206	и фактической	1	3
1207	как средство	1	3
1208	от вещи	1	3
1209	являются в	1	3
1210	как же	8	3
1211	говорит в	1	3
1212	и можно	3	3
1213	что за	1	3
1214	смысле и	1	3
1215	зрения и	2	3
1216	но к	2	3
1217	здесь как	2	3
1218	о происхождении	1	3
1219	производит впечатление	1	3
1220	детское мышление	1	3
1221	существенно не	2	3
1222	если же	2	3
1223	не приходится	1	3
1224	научного знания	1	3
1225	чтобы их	1	3
1226	в новое	1	3
1227	вопрос можно	1	3
1228	чем она	2	3
1229	это ни	1	3
1230	с чем	2	3
1231	и ничего	1	3
1232	представляет себе	1	3
1233	взгляд на	3	3
1234	и этот	1	3
1235	по форме	1	3
1236	же самая	1	3
1237	во власти	1	3
1238	но также	1	3
1239	и менее	1	3
1240	тогда он	1	3
1241	видели уже	1	3
1242	вся разница	1	3
1243	они даны	1	3
1244	месте и	1	3
1245	сознании в	1	3
1246	основе и	1	3
1247	ту или	1	3
1248	ли он	1	3
1249	не находится	1	3
1250	чтобы убедиться	2	3
1251	дальше и	2	3
1252	сразу и	3	3
1253	слова для	1	3
1254	указать на	1	3
1255	всего на	1	3
1256	друга и	1	3
1257	же время	9	3
1258	только это	1	3
1259	чем его	1	3
1260	а скорее	1	3
1261	при котором	1	3
1262	более частное	1	3
1263	но именно	1	3
1264	не знаем	1	3
1265	та или	4	3
1266	только о	3	3
1267	сделать это	1	3
1268	подойти к	1	3
1269	из этой	1	3
1270	не соответствует	1	3
1271	этого термина	1	3
1272	одних и	1	3
1273	и иначе	1	3
1274	по цвету	1	3
1275	деле не	1	3
1276	же не	4	3
1277	представлять себе	2	3
1278	без всяких	2	3
1279	эта попытка	1	3
1280	говорим о	1	3
1281	или иначе	3	3
1282	как таковая	2	3
1283	в ту	1	3
1284	и без	1	3
1285	по смыслу	2	3
1286	при таком	1	3
1287	мира и	2	3
1288	это происходит	1	3
1289	к своему	1	3
1290	и оно	2	3
1291	что тот	1	3
1292	всем их	1	3
1293	а к	1	3
1294	на всех	1	3
1295	что касается	3	3
1296	далеко не	2	3
1297	стало быть	17	3
1298	но напротив	1	3
1299	это все	2	3
1300	и часто	3	3
1301	на это	1	3
1302	как из	3	3
1303	в отдельности	3	3
1304	он и	2	3
1305	и дальше	1	3
1306	об этой	2	3
1307	тех или	5	3
1308	и совершенно	4	3
1309	говорит не	1	3
1310	на ту	2	3
1311	форме и	1	3
1312	а эти	1	3
1313	связаны в	1	2
1314	особенности и	1	2
1315	что всякая	2	2
1316	же и	11	2
1317	следует что	2	2
1318	действуют в	1	2
1319	время не	3	2
1320	совершенно невозможно	2	2
