N	3gram	Vygotskiy_	formyVre
111	что и в	5	2
112	в основе своей	2	2
113	к жизни и	1	2
114	лежит в основе	2	2
115	в целом ряде	2	1
116	он никогда не	1	1
117	что он не	1	1
118	это имеет место	1	1
119	в разных направлениях	1	1
120	все больше и	2	1
121	и со всеми	1	1
122	человеческое тело изображается	1	1
123	но она не	1	1
124	и их значение	1	1
125	а как раз	1	1
126	личного авторства и	1	1
127	том что все	1	1
128	но вместе с	1	1
129	в применении к	2	1
130	больше и больше	2	1
131	том что в	1	1
132	совершенно понятно что	2	1
133	в этом смысле	3	1
134	но эти черты	1	1
135	они все же	1	1
136	но и на	1	1
137	основе его лежит	1	1
138	как своего рода	1	1
139	в первый раз	2	1
140	до наших дней	1	1
141	только в том	4	1
142	и приходит к	1	1
143	с этой точки	5	1
144	в совершенно ином	1	1
145	в самом деле	13	1
146	к этому вопросу	1	1
147	тем не менее	6	1
148	когда мы говорим	1	1
149	бы не было	1	1
150	в своем существе	1	1
151	лечь в основу	1	1
152	оставляем в стороне	1	1
153	в своем чистом	1	1
154	более или менее	3	1
155	вместе с ними	1	1
156	отношение и это	1	1
157	по своему содержанию	1	1
158	точки зрения может	1	1
159	жил и творил	1	1
160	дело идет о	1	1
161	совершенно ясно что	16	1
162	приходит к выводу	2	1
163	мы различаем в	1	1
164	бы то что	1	1
165	в этих двух	1	1
166	в особенности же	1	1
167	за тридевять земель	1	1
168	с конца с	2	1
169	один из самых	1	1
170	с тем и	1	1
171	вместо того чтобы	1	1
172	по аналогии с	1	1
173	нечего и говорить	1	1
174	одну из этих	1	1
175	всю человеческую жизнь	1	1
176	тогда когда они	1	1
177	на бумаге в	1	1
178	надо сказать что	3	1
179	равным образом не	1	1
180	и никогда не	1	1
181	точки зрения в	1	1
182	не только на	1	1
183	совершенно независимо от	1	1
184	но и как	1	1
185	при этом он	2	1
186	одна из форм	1	1
187	не может не	1	1
188	в высшей степени	1	1
189	одну и ту	1	1
190	и в основе	1	1
191	и как он	2	1
192	мы не только	1	1
193	сама по себе	2	1
194	в конечном счете	6	1
195	имел в виду	1	1
196	человеческой жизни с	1	1
197	и следовательно по	1	1
198	только то что	2	1
199	и во всяком	1	1
200	так и во	1	1
201	точки зрения на	1	1
202	одном и том	1	1
203	не то что	1	1
204	так же и	1	1
205	в произведении в	1	1
206	не существует вовсе	1	1
207	и в том	2	1
208	так как в	3	1
209	в частности о	1	1
210	при взгляде на	1	1
211	из которого мы	1	1
212	и не может	2	1
213	и до наших	1	1
214	смысле слова то	1	1
215	разрешения этой проблемы	1	1
216	может показаться что	1	1
217	в одном из	2	1
218	широком смысле слова	1	1
219	в различных формах	1	1
220	т п то	1	1
221	и том же	1	1
222	говорит он что	1	1
223	что в основе	4	1
224	отличают его от	1	1
225	и для всех	1	1
226	а вместе с	1	1
227	цели то есть	1	1
228	для нас не	1	1
229	но и это	1	1
230	и может быть	1	1
231	мы видим в	1	1
232	и ту же	1	1
233	как мы знаем	1	1
234	таким образом все	2	1
235	тому что мы	1	1
236	входящих в него	1	1
237	в связи со	1	1
238	в это время	1	1
239	в художественных образах	1	1
240	не до конца	1	1
241	и все остальное	1	1
242	эта точка зрения	1	1
243	на деле и	1	1
244	этой точки зрения	7	1
245	в действительной жизни	1	1
246	прежде всего совершенно	1	1
247	что то же	1	1
248	в данный момент	1	1
249	как бы в	1	1
250	то что в	1	1
251	то есть как	2	1
252	художественного произведения является	1	1
253	и это отношение	1	1
254	к выводу что	2	1
255	быть или не	1	1
256	они сами по	1	1
257	и той же	5	1
258	достаточно указать на	1	1
259	и целый ряд	1	1
260	и для того	1	1
261	что он должен	1	1
262	жизнь и ее	1	1
263	своем чистом виде	1	1
264	мы встречаемся с	1	1
265	в основе его	1	1
266	мы вовсе не	1	1
267	или что то	1	1
268	и большим и	1	1
269	хотя и не	2	1
270	божественную комедию в	1	1
271	то есть с	1	1
272	иная чем в	1	1
273	на самом деле	6	1
274	что на самом	1	1
275	в постоянном взаимодействии	1	1
276	если же мы	1	1
277	другой стороны в	1	1
278	ясно что в	1	1
279	к цели то	1	1
280	в поэтическом образе	1	1
281	смысле этого слова	2	1
282	этой проблемы и	1	1
283	от него в	1	1
284	в конце концов	6	1
285	речи но и	1	1
286	подобно тому как	7	1
287	зависимости от того	1	1
288	сказать что здесь	1	1
289	не важен тот	1	1
290	и не без	1	1
291	того если мы	1	1
292	или не быть	1	1
293	как в процессе	1	1
294	в основе этого	1	1
295	она же в	1	1
296	которые могут быть	1	1
297	тогда когда оно	1	1
298	есть прежде всего	1	1
299	было бы и	2	1
300	могут быть сведены	1	1
301	том что он	2	1
302	но мы можем	1	1
303	между тем как	1	1
304	не могут быть	2	1
305	выходит за пределы	2	1
306	не меньше чем	1	1
307	совершенно новое значение	1	1
308	в отношении к	3	1
309	никогда не может	3	1
310	те же явления	2	1
311	а не за	1	1
312	та или иная	1	1
313	в тех случаях	1	1
314	не столько для	1	1
315	это и не	1	1
316	одной и той	5	1
317	то есть к	2	1
318	во всем этом	1	1
319	то увидим что	1	1
320	и в результате	1	1
321	в неотрывной связи	1	1
322	то что все	1	1
323	по этим следам	1	1
324	и в области	1	1
325	и в процессе	3	1
326	в другом случае	1	1
327	в жизни и	1	1
