N	3gram	Vygotskiy_	slovoVRo
148	друг на друга	3	1
149	так или иначе	1	1
150	значение как в	1	1
151	сами по себе	4	1
152	в том случае	2	1
153	а также в	1	1
154	тем как мы	1	1
155	объединять в себе	1	1
156	может быть не	1	1
157	мы можем сказать	1	1
158	двух точек зрения	1	1
159	как и у	1	1
160	речь идет о	2	1
161	совершенно иным путем	1	1
162	в один ряд	1	1
163	том числе и	3	1
164	само по себе	3	1
165	если бы мы	2	1
166	тех форм которые	1	1
167	один из этих	3	1
168	сказать что в	1	1
169	для этого процесса	1	1
170	том что в	3	1
171	мы исходили из	1	1
172	и остается в	1	1
173	и как мы	2	1
174	но всегда и	1	1
175	мы должны сказать	2	1
176	в самих действиях	1	1
177	то ни было	1	1
178	в которых оно	1	1
179	значительной степени и	1	1
180	сих пор достаточно	1	1
181	же и в	1	1
182	одну и ту	1	1
183	не входит в	1	1
184	ни при каких	2	1
185	как потому что	1	1
186	во всей своей	1	1
187	образов с одной	1	1
188	и в его	1	1
189	их глубоком отличии	1	1
190	вообще не есть	1	1
191	становится таким образом	2	1
192	бы то ни	1	1
193	разнородные явления как	1	1
194	говорили что в	1	1
195	в сущности как	1	1
196	могли бы быть	1	1
197	в последнем счете	1	1
198	с другом в	1	1
199	конкретного к абстрактному	2	1
200	раз и навсегда	1	1
201	мы говорили в	1	1
202	а как бы	1	1
203	могут быть соотнесены	1	1
204	и речи но	1	1
205	которые в таком	1	1
206	в основе этой	1	1
207	так как если	1	1
208	никогда не бывает	2	1
209	к тому или	3	1
210	по аналогии с	1	1
211	себе как бы	1	1
212	и во всяком	2	1
213	и те же	3	1
214	на то что	5	1
215	за пределами своего	1	1
216	еще на одной	1	1
217	между собой в	1	1
218	и ту же	1	1
219	над языком и	1	1
220	во всем его	1	1
221	в том чтобы	2	1
222	заключается в том	18	1
223	этих моментов и	1	1
224	отличается от того	1	1
225	каковы бы они	1	1
226	со всеми его	1	1
227	ни в какой	5	1
228	где бы ни	1	1
229	и в отношении	3	1
230	общения с ним	1	1
231	в свое время	2	1
232	мы увидим что	1	1
233	слово входит в	3	1
234	слова от его	1	1
235	в виду не	1	1
236	порождать из себя	1	1
237	в целом ряде	1	1
238	все более и	1	1
239	и речи в	2	1
240	соотносятся друг с	1	1
241	в процессе развития	2	1
242	есть в сущности	1	1
243	может объединять в	1	1
244	предмет таким образом	1	1
245	связи с этим	2	1
246	более и более	1	1
247	со всеми другими	2	1
248	для правильной оценки	1	1
249	на один из	1	1
250	в действии и	2	1
251	при известных условиях	1	1
252	он может быть	1	1
253	действительность при этом	1	1
254	лежащую в основе	1	1
255	уже не на	1	1
256	что слово в	1	1
257	как и на	1	1
258	и с точки	1	1
259	с той или	1	1
260	никогда не могут	1	1
261	на который оно	1	1
262	как и все	1	1
263	далеко не все	1	1
264	чтобы прийти к	1	1
265	там где это	1	1
266	генетическом родстве с	1	1
267	подобно тому как	1	1
268	с ним но	1	1
269	так и на	1	1
270	особенно в начале	1	1
271	одной и той	5	1
272	каждом шагу в	1	1
273	так же как	9	1
274	уже говорили что	2	1
275	тогда когда это	1	1
276	ибо они лишены	1	1
277	в котором в	1	1
278	в которой оно	1	1
279	и все остальные	2	1
280	человеческой речи является	1	1
281	всех этих случаях	1	1
282	том что он	1	1
283	и все его	1	1
284	всяком случае не	1	1
285	зависимости от этого	2	1
286	в русском языке	1	1
287	переходят из одной	1	1
288	слова он их	1	1
289	тогда когда он	1	1
290	так и остаются	1	1
291	том случае если	2	1
292	факт что уже	1	1
293	этом случае в	1	1
294	не может ни	1	1
295	слова связанные с	1	1
296	точки зрения и	1	1
297	самая постановка вопроса	1	1
298	и той же	5	1
299	в процессе своего	1	1
300	самого начала в	1	1
301	только в смысле	1	1
302	новые и новые	1	1
303	лежит в основе	3	1
304	друг к другу	1	1
