N	2gram	Propp_Isto	UchenyiS
263	обе эти	1	1
264	это то	2	1
265	изобразительном искусстве	2	1
266	о нем	3	1
267	что с	2	1
268	из которых	7	1
269	друг с	2	1
270	момент является	1	1
271	предметы по	1	1
272	ее в	8	1
273	в современном	1	1
274	отнюдь не	1	1
275	находящихся в	2	1
276	находятся в	2	1
277	в качестве	13	1
278	о котором	1	1
279	в нем	10	1
280	это верно	1	1
281	работ в	1	1
282	он не	5	1
283	ней не	1	1
284	независимо от	1	1
285	и приемы	1	1
286	материал и	1	1
287	все что	5	1
288	на его	1	1
289	есть ли	2	1
290	и что	13	1
291	одно из	3	1
292	что для	1	1
293	своей работе	1	1
294	и это	5	1
295	в различных	3	1
296	верно но	1	1
297	с одной	7	1
298	с другом	2	1
299	он был	2	1
300	как живой	1	1
301	на своем	1	1
302	они в	1	1
303	имеет свою	1	1
304	что при	5	1
305	об этом	6	1
306	в виду	1	1
307	само по	1	1
308	к которой	1	1
309	широком смысле	1	1
310	к созданию	1	1
311	в пределах	5	1
312	тот же	1	1
313	уже не	14	1
314	ночью в	1	1
315	у других	1	1
316	о том	11	1
317	не то	1	1
318	слагается из	1	1
319	по его	2	1
320	далеко не	1	1
321	тем более	1	1
322	вверх ногами	1	1
323	формы как	1	1
324	того что	3	1
325	у него	7	1
326	друг другу	1	1
327	он пытается	1	1
328	ясно он	2	1
329	в котором	2	1
330	доказывает что	1	1
331	бы в	1	1
332	ее к	2	1
333	в виде	13	1
334	той же	2	1
335	приводит к	2	1
336	никогда не	5	1
337	человека и	2	1
