N	3gram	Voloshinov	StatiiOP
209	об этом сам	1	1
210	это один из	1	1
211	быть и речи	3	1
212	и таким образом	1	1
213	по ту сторону	4	1
214	ни разу не	1	1
215	и не мог	1	1
216	таким образом этот	1	1
217	точки зрения его	1	1
218	и по отношению	2	1
219	что же это	1	1
220	именно в области	1	1
221	и философской литературе	1	1
222	так как его	1	1
223	всей его жизни	1	1
224	но и по	1	1
225	в момент рождения	2	1
226	думать что все	1	1
227	в высшей степени	6	1
228	как в отношении	1	1
229	является одним из	1	1
230	там где нет	1	1
231	но как раз	1	1
232	это вовсе не	4	1
233	что с точки	1	1
234	в г во	1	1
235	в пределах данной	1	1
236	только то что	3	1
237	на этом пути	1	1
238	к этому времени	2	1
239	с помощью различных	1	1
240	мысль о возможности	1	1
241	но ведь именно	1	1
242	не то что	1	1
243	имея в виду	1	1
244	и в голову	1	1
245	но так как	1	1
246	собственном смысле этого	1	1
247	нужно отметить что	2	1
248	что можно сказать	1	1
249	и не может	3	1
250	то ни стало	1	1
251	быть не может	1	1
252	того что он	1	1
253	правда это не	1	1
254	и теперь еще	1	1
255	сих пор не	1	1
256	работах этого периода	1	1
257	находит свое выражение	1	1
258	и начинается трагедия	1	1
259	такова точка зрения	1	1
260	этому требованию и	1	1
261	вместе с ним	1	1
262	а в начале	1	1
263	одним из наиболее	2	1
264	быть конечно и	1	1
265	же объясняется и	1	1
266	нашей точки зрения	1	1
267	и может быть	2	1
268	и думаю что	1	1
269	я не сомневаюсь	1	1
270	от того что	1	1
271	вместо этого он	1	1
272	чем не основано	1	1
273	протяжении всей его	1	1
274	только в его	1	1
275	конечно и речи	1	1
276	не совсем так	1	1
277	в окружающей его	1	1
278	может быть даже	1	1
279	выйти за пределы	3	1
280	он не понял	1	1
281	и едва ли	1	1
282	ни в какой	2	1
283	и в отношении	1	1
284	и вовсе не	1	1
285	эпоху его развития	1	1
286	в сторону от	1	1
287	говорит за себя	1	1
288	в такой форме	1	1
289	но и не	1	1
290	нем может быть	1	1
291	в этой борьбе	1	1
292	что мог бы	1	1
293	к выводу что	1	1
294	и не было	1	1
295	в каждом слове	1	1
296	и той же	3	1
297	следует заметить что	1	1
298	говорить о том	2	1
299	и ни в	2	1
300	точка зрения на	2	1
301	и все с	1	1
302	в узком смысле	2	1
303	можно сказать о	1	1
304	что бы то	1	1
305	но в общем	3	1
306	для него не	1	1
307	каких бы то	1	1
308	но и все	1	1
309	и быть не	1	1
310	в этом утверждении	2	1
311	можно назвать в	1	1
312	одно и то	1	1
313	это не может	1	1
314	прежде всего к	3	1
315	ответ на этот	1	1
316	одной и той	3	1
317	и притом в	3	1
318	укладывается в рамки	1	1
319	это уже не	1	1
320	большую роль в	1	1
321	не давая себе	1	1
322	не кем иным	1	1
323	сказать несколько слов	1	1
324	с этим не	1	1
325	и без того	1	1
326	но именно в	1	1
327	совершенно независимо от	1	1
328	не могут быть	4	1
329	в этом вопросе	1	1
330	встает перед нами	1	1
331	те противоречия которые	1	1
332	намека на возможность	1	1
333	в связь с	2	1
334	не сомневаюсь что	1	1
335	и все же	1	1
336	во второй половине	1	1
337	эту эпоху его	1	1
338	в котором мы	1	1
339	как это делает	1	1
340	в таких случаях	2	1
341	нам до сих	1	1
342	себе и в	1	1
343	того чтобы получить	1	1
344	как уже сказано	1	1
345	западной европе и	1	1
346	настолько велико что	1	1
347	упускать из виду	1	1
348	при таких условиях	1	1
349	ни в чем	4	1
350	тот или иной	1	1
351	один из таких	1	1
352	нам кажется что	1	1
