N	3gram	Bakhtin_sl	Myslijsy
229	занимает в нем	1	1
230	в нем процесс	1	1
231	как мы видим	1	1
232	как бы она	1	1
233	даже с точки	1	1
234	разве только в	1	1
235	до этого момента	1	1
236	том числе и	1	1
237	один из этих	1	1
238	между этими двумя	1	1
239	каждого из этих	1	1
240	заключает его в	1	1
241	в нем так	1	1
242	изучать слово в	1	1
243	том же языке	1	1
244	в чем не	1	1
245	каждое из них	1	1
246	в отличие от	12	1
247	что они не	1	1
248	в которое он	1	1
249	не только на	2	1
250	слово рождается в	1	1
251	в слове значение	1	1
252	и др и	2	1
253	и даже по	1	1
254	выйти за пределы	1	1
255	могла бы быть	1	1
256	но все это	1	1
257	вносит в нее	1	1
258	т п но	2	1
259	зрения на мир	6	1
260	то прежде всего	1	1
261	что язык и	1	1
262	не заключено в	1	1
263	и воля и	1	1
264	следовательно и в	1	1
265	как одно и	1	1
266	бы невозможно так	1	1
267	только в одном	1	1
268	нисколько не уменьшается	1	1
269	др и они	1	1
270	сливается с нею	1	1
271	в нем в	6	1
272	каждом шагу в	1	1
273	сих пор не	2	1
274	своего языка как	1	1
275	в нем его	1	1
276	хотя и не	1	1
277	друг друга и	1	1
278	языка но язык	1	1
279	в которой все	1	1
280	они могут быть	6	1
281	но именно эти	1	1
282	большей или меньшей	5	1
283	вместе с ним	1	1
284	прежде всего он	1	1
285	то есть таких	1	1
286	не исчерпываются все	1	1
287	один из многих	1	1
288	можно лишь тогда	1	1
289	предмет на который	1	1
290	вне себя в	1	1
291	отношение говорящего к	1	1
292	дело не с	2	1
293	друг с другом	2	1
294	как в поэзии	1	1
295	она ни была	1	1
296	бы ни были	2	1
297	в чем же	1	1
298	не имеют общего	1	1
299	там где она	1	1
300	различия между этими	1	1
301	с одним из	1	1
302	литературного языка и	1	1
303	но сама она	1	1
304	но и со	1	1
305	то есть как	3	1
306	общие для всех	1	1
307	как один из	1	1
308	именно потому что	1	1
309	конечно не в	1	1
310	жизни но и	1	1
311	говорить о нем	1	1
312	бы она ни	1	1
313	во всем ее	1	1
314	можно оставаться при	1	1
315	говорят о нас	1	1
316	не может ни	1	1
317	он как мы	1	1
318	при этом и	1	1
319	языка в смысле	3	1
320	то есть понимание	1	1
321	и как он	1	1
322	в большей или	3	1
323	он может быть	1	1
324	фон на котором	1	1
325	в его понимании	1	1
326	так как одно	1	1
327	бы оно ни	1	1
328	бы и с	1	1
329	в поэтическом образе	1	1
330	на который оно	1	1
331	его жизни и	1	1
332	одна из форм	1	1
333	словом и не	1	1
334	языка не может	2	1
335	так и на	1	1
336	ни с одним	1	1
337	и к нему	2	1
338	тогда когда это	1	1
339	становится одним из	1	1
340	отличие от слова	1	1
341	речь идет о	1	1
342	то есть его	1	1
343	могут быть сведены	1	1
344	что язык не	1	1
345	и не могут	2	1
346	исчерпывают и не	1	1
347	души и в	1	1
348	и в той	1	1
349	может находиться в	1	1
350	никогда не может	2	1
351	прозе и в	1	1
352	не дает им	1	1
353	уже сказано есть	1	1
354	в процессе его	1	1
355	привело к тому	1	1
356	предмета в его	1	1
357	точки зрения и	1	1
358	в слове в	1	1
359	и в поэзии	1	1
360	как уже сказано	2	1
361	невозможно так как	1	1
362	только по своим	1	1
363	именно так как	1	1
364	и связанные с	2	1
365	сливается с ними	1	1
366	только в смысле	1	1
367	слово но в	1	1
368	в самом языке	1	1
369	может быть и	2	1
