N	2gram	Voloshinov	EvropaiE
259	как оно	2	2
260	между собой	3	2
261	между ними	6	2
262	сравнению с	1	2
263	поскольку он	2	2
264	друг от	1	2
265	в других	1	2
266	а именно	1	2
267	совершенно прав	1	2
268	на них	1	2
269	только одно	1	2
270	что эти	1	2
271	не говоря	1	2
272	но как	3	2
273	все другие	1	2
274	и других	3	2
275	и более	6	2
276	в котором	6	2
277	или вернее	3	2
278	не означает	1	2
279	и человеческой	1	2
280	же к	1	2
281	и что	2	2
282	она не	2	2
283	в значительной	3	2
284	на основе	4	2
285	по сравнению	1	2
286	и поэтому	1	2
287	он не	5	2
288	мы должны	4	2
289	а не	15	2
290	в идеологическом	6	2
291	и та	2	2
292	в одном	2	2
293	на основании	1	2
294	целый ряд	3	2
295	тому или	1	2
296	далеко не	5	2
297	этот вопрос	5	2
298	и другая	1	2
299	в истории	5	2
300	каких бы	3	2
301	по своей	1	2
302	при помощи	1	2
303	а в	5	2
304	в большинстве	7	2
305	или иному	1	2
306	мало как	1	2
307	в этой	3	2
308	что же	5	2
309	проблемы и	1	2
310	культуры и	2	2
311	и каждая	1	2
312	главным образом	2	2
313	мог бы	2	2
314	могут быть	4	2
315	но именно	4	2
316	которое в	1	2
317	что все	3	2
318	во всей	2	2
319	в силу	1	2
320	на этот	3	2
321	же в	1	2
322	жизни и	4	2
323	ли такое	1	2
324	для понимания	4	2
325	можем сказать	2	2
326	он сам	1	2
327	решения проблемы	2	2
328	культуры как	2	2
329	или поздно	2	2
330	ведь и	1	2
331	точка зрения	8	2
332	бы в	4	2
333	и чем	1	2
334	или точнее	2	2
335	исключительно в	1	2
336	и наконец	1	2
337	но было	1	2
338	не к	3	2
339	прочим и	1	2
340	к нему	5	2
341	доступ в	1	1
342	жизни но	2	1
343	представить себе	1	1
344	но тем	1	1
345	дает нам	1	1
346	и другие	2	1
347	идеологии на	1	1
348	оно определяется	1	1
349	является в	5	1
350	находятся в	2	1
351	действительно ли	2	1
352	пределы данного	1	1
353	видели что	1	1
354	ее и	1	1
355	или наоборот	1	1
356	или к	2	1
357	для всех	2	1
358	в более	3	1
359	здесь на	1	1
360	что оно	3	1
361	но более	2	1
362	грубо говоря	1	1
363	та же	1	1
364	не выходит	1	1
365	значение в	5	1
366	как тот	1	1
367	отношении в	1	1
368	выходит за	1	1
369	смысле что	1	1
370	с которыми	1	1
371	она и	1	1
372	мы отметим	1	1
373	представленная в	1	1
374	приблизиться к	1	1
375	как таковой	1	1
376	аналогии с	1	1
377	мы принуждены	1	1
378	это значение	2	1
379	как с	2	1
380	образом к	1	1
381	различие между	5	1
382	с изменениями	1	1
383	и было	1	1
384	в последнее	1	1
385	на тех	1	1
386	и всей	1	1
387	но из	1	1
388	они являются	3	1
389	также что	1	1
390	должно быть	4	1
391	к этой	2	1
392	от нее	2	1
393	том числе	3	1
394	вполне понятно	6	1
395	уже в	3	1
396	например в	2	1
397	которых мы	1	1
398	был бы	1	1
399	и процесс	1	1
400	в жизни	2	1
401	внимание на	1	1
402	каждая область	2	1
403	в состоянии	1	1
404	для себя	4	1
405	является абстракцией	1	1
406	тем для	2	1
407	в xviii	1	1
408	для всякого	1	1
409	мы знаем	7	1
410	до эпохи	1	1
411	иную эпоху	1	1
412	при этом	13	1
413	для него	18	1
414	идеологическим и	1	1
415	пределах одного	2	1
416	и философии	2	1
417	бы на	2	1
418	вопрос мы	3	1
419	следует что	7	1
420	в разных	2	1
421	с ним	1	1
422	кроме того	7	1
423	связанное с	1	1
424	и различие	1	1
425	можно поставить	1	1
426	получает в	1	1
427	неизбежно приводит	1	1
428	имеет значения	1	1
429	что с	1	1
430	что современная	2	1
431	не как	5	1
432	мы совершенно	1	1
433	это изменение	1	1
434	поэтому в	2	1
435	здесь говорить	1	1
436	дальше от	1	1
437	не являются	1	1
438	к выводу	1	1
439	то мы	4	1
440	к определению	1	1
441	у нас	4	1
442	многих отношениях	1	1
443	далее в	1	1
444	может развиться	1	1
445	к определенному	1	1
446	чуть ли	2	1
447	значении которое	1	1
448	связывается с	1	1
449	нами в	4	1
450	смысле этого	7	1
451	в определении	1	1
452	с их	2	1
453	них то	1	1
454	не допускает	1	1
455	в глубь	1	1
456	в русском	1	1
457	что между	1	1
458	различия между	1	1
459	слово на	2	1
460	нельзя ни	1	1
461	в рамки	4	1
462	тому же	2	1
463	однако не	3	1
464	а на	1	1
465	творчества и	1	1
466	связь с	4	1
467	существует только	1	1
468	оно не	1	1
469	даже вовсе	1	1
470	как они	2	1
471	не было	6	1
472	связи с	22	1
473	ко всем	1	1
474	психологии и	7	1
475	иметь не	1	1
476	если не	1	1
477	более или	3	1
478	особого рода	1	1
479	ли с	1	1
480	воспринимается как	1	1
481	отказаться от	1	1
482	сущность этого	1	1
483	на которых	1	1
484	живет и	1	1
485	не о	1	1
486	но все	4	1
487	именно и	1	1
488	все ее	1	1
489	или иначе	3	1
490	имеет значение	3	1
491	с ней	1	1
492	что его	1	1
493	современного человека	1	1
494	и где	1	1
495	по природе	1	1
496	во внимание	1	1
497	мысль о	1	1
498	по отношению	10	1
499	же по	1	1
500	в точном	5	1
501	этого содержания	1	1
502	в силах	1	1
503	что не	4	1
504	в ту	1	1
505	именно о	1	1
506	она является	4	1
507	значение так	2	1
508	исходит из	4	1
509	воспринять как	1	1
510	или на	1	1
511	и всего	2	1
512	не делает	2	1
513	из всего	3	1
514	и будет	1	1
515	логики а	1	1
516	значение лишь	1	1
517	сводится к	5	1
518	в каждую	2	1
519	может в	1	1
520	только путем	1	1
521	рядом с	7	1
522	можно назвать	2	1
523	тому что	6	1
524	в ряде	1	1
525	тех иногда	1	1
526	той социальной	2	1
527	в корне	6	1
528	оно всегда	1	1
529	конечно не	9	1
530	с той	1	1
531	в связи	12	1
532	находит себе	2	1
533	лишь на	6	1
534	те же	5	1
535	бы такое	1	1
536	определяется как	1	1
537	прав и	1	1
538	в последнем	1	1
539	с ними	5	1
540	принимая во	1	1
541	в соответствии	1	1
542	многих других	1	1
543	всегда в	1	1
544	для каждого	3	1
545	если и	1	1
546	в определенной	1	1
547	все эти	8	1
548	эти две	1	1
549	социальной группы	6	1
550	все же	13	1
551	оценок и	1	1
552	имеется в	1	1
553	но когда	1	1
554	при таком	1	1
555	есть только	1	1
556	противном случае	2	1
557	этого слова	7	1
558	одно из	1	1
559	последнее время	1	1
560	ли не	2	1
561	к какому	1	1
562	быть сведена	1	1
563	не относится	1	1
564	в исторической	1	1
565	один и	3	1
566	его жизни	2	1
567	выше мы	1	1
568	может дать	1	1
569	почти все	2	1
570	может по	1	1
571	о которых	1	1
572	только и	1	1
573	о котором	1	1
574	времени она	1	1
575	в двух	4	1
576	и следовательно	8	1
577	которое не	1	1
578	войти в	3	1
579	же касается	2	1
580	своим идеологическим	2	1
581	речь идет	1	1
582	наконец его	1	1
583	эта последняя	3	1
584	и это	6	1
585	играет роль	1	1
586	в каждой	1	1
587	от конкретных	2	1
588	он определяет	1	1
589	или менее	3	1
590	к созданию	1	1
591	сделать из	1	1
592	жизни вообще	1	1
593	уже не	2	1
594	в одной	4	1
595	и вообще	3	1
596	ставится вопрос	1	1
597	отметим что	1	1
598	к какой-либо	1	1
599	в старом	1	1
600	всем его	1	1
601	роль но	1	1
602	в любой	1	1
603	к жизни	2	1
604	людей в	1	1
605	последнем случае	1	1
606	для мышления	1	1
607	нет ничего	4	1
608	не менее	5	1
609	большей или	1	1
610	могли бы	2	1
611	homo sapiens	1	1
612	ответить на	1	1
613	где этот	1	1
614	того в	1	1
615	это зависит	1	1
616	действительности но	3	1
617	в основе	10	1
618	осуществляется в	1	1
619	переходит в	1	1
620	которой принадлежит	1	1
621	в обмене	1	1
622	не сводится	1	1
623	зависит от	2	1
624	а если	1	1
625	к границам	1	1
626	бы с	1	1
627	отличие от	7	1
628	же обстоит	1	1
629	мы увидим	3	1
630	язык и	2	1
631	что мы	1	1
632	значит что	1	1
633	ведь в	2	1
634	бы только	1	1
635	освободиться от	1	1
636	сам и	1	1
637	и сменяют	1	1
638	мы же	1	1
639	строить не	1	1
640	в лучшем	1	1
641	мы говорили	3	1
642	рассматривает как	1	1
643	до настоящего	7	1
644	все остальные	3	1
645	связь и	2	1
646	так называемой	3	1
647	для одних	1	1
648	всего этого	1	1
649	связана с	4	1
650	относится к	4	1
651	как своя	1	1
652	и иных	3	1
653	ту же	2	1
654	таком смысле	1	1
655	более того	7	1
656	не способны	1	1
657	вместо того	1	1
658	здесь можно	1	1
659	поэтому если	1	1
660	являются не	1	1
661	другой в	1	1
662	всех перечисленных	1	1
663	идеологическом смысле	1	1
664	существенной для	1	1
665	уже о	1	1
666	или же	2	1
667	из их	1	1
668	а через	1	1
669	тех изменений	1	1
670	в этот	1	1
671	когда в	1	1
672	являются в	1	1
673	ни была	1	1
674	значением и	2	1
675	было только	1	1
676	слова и	8	1
677	быть и	9	1
678	отдельные индивиды	1	1
679	всей совокупностью	1	1
680	только тогда	1	1
681	бы они	2	1
682	для нее	1	1
683	народа и	1	1
684	увидим что	1	1
685	мы все	1	1
686	должны быть	4	1
687	но они	2	1
688	есть часть	1	1
689	и их	2	1
690	в которую	1	1
691	может лишь	1	1
692	говорить о	2	1
693	что эта	1	1
694	за свои	1	1
695	ее например	1	1
696	в тех	1	1
697	на пути	1	1
698	к области	1	1
699	и когда	1	1
700	за пределы	8	1
701	в начале	7	1
702	каком же	1	1
703	смысле является	1	1
704	еще в	2	1
705	входит в	5	1
706	и до	4	1
707	значительной степени	3	1
708	спросить действительно	1	1
709	и законченной	1	1
710	принадлежит не	1	1
711	и затем	1	1
712	и те	7	1
713	к проблемам	2	1
714	то как	2	1
715	в совершенно	2	1
716	речь зашла	1	1
717	от своей	1	1
718	этих случаях	1	1
719	реальности в	1	1
720	к которой	1	1
721	как то	1	1
722	или иное	1	1
723	мы здесь	2	1
724	иной степени	2	1
725	сфере как	1	1
726	входить в	1	1
727	бы по	1	1
728	но этот	1	1
729	в каких	1	1
730	которая как	1	1
731	всегда и	3	1
732	и соответствующая	1	1
733	лишь в	17	1
734	приближены к	1	1
735	в рамках	1	1
736	сведена к	2	1
737	на которые	1	1
738	две проблемы	1	1
739	или меньшей	1	1
740	числе и	3	1
741	истории и	1	1
742	так то	1	1
743	значение и	3	1
744	именно та	1	1
745	то такой	3	1
746	вопрос в	1	1
747	в отличие	7	1
748	среды и	1	1
749	элементов в	1	1
750	соответствии с	1	1
751	каждой из	1	1
752	к двум	2	1
753	одного из	3	1
754	и должна	1	1
755	и целые	1	1
756	она может	3	1
757	противоположных направлениях	1	1
758	что для	1	1
759	своей особой	1	1
760	него не	2	1
761	затем в	1	1
762	и тот	4	1
763	друг другу	2	1
764	что само	2	1
765	той же	5	1
766	целей и	1	1
767	которые в	1	1
768	их к	1	1
769	значение имеет	2	1
770	постановка проблемы	2	1
771	существует в	1	1
772	и ее	4	1
773	лишь весьма	1	1
774	как естественная	1	1
775	такая же	2	1
776	находятся на	1	1
777	быть в	2	1
778	тот же	4	1
779	в нашем	4	1
780	к которому	1	1
781	не значит	2	1
782	выход в	1	1
783	эту мысль	1	1
784	в осуществлении	1	1
785	простое и	1	1
786	котором мы	1	1
787	то она	1	1
788	более всего	2	1
789	в сознании	2	1
790	ней в	1	1
791	себя с	2	1
792	одна из	6	1
793	среде а	1	1
794	приближаются к	1	1
795	этом процессе	1	1
796	значение как	1	1
797	те кто	1	1
798	осязать в	1	1
799	с его	6	1
800	и его	33	1
801	оно может	6	1
802	его к	4	1
803	которых может	1	1
804	чем та	1	1
805	же может	1	1
806	в противном	2	1
807	что во	2	1
808	но кроме	1	1
809	с теми	1	1
810	эти два	2	1
811	отдельных областей	1	1
812	и силу	1	1
813	в нем	17	1
814	речи о	3	1
815	но это	1	1
816	от того	4	1
817	если мы	17	1
818	являющаяся в	1	1
819	для этого	1	1
820	она есть	1	1
821	с ее	2	1
822	всех этих	2	1
823	для всего	3	1
824	определяется в	2	1
825	к какой	1	1
826	то или	1	1
827	в самой	1	1
828	только наиболее	1	1
829	мы сказали	4	1
830	настоящего времени	7	1
831	принуждены ограничиться	1	1
832	в большей	1	1
833	ли для	1	1
834	одного и	9	1
835	следующей за	1	1
836	что имеет	1	1
837	человечества но	1	1
838	потому с	1	1
839	та и	1	1
840	и частью	1	1
841	фигурирует в	2	1
842	вне ее	1	1
843	гораздо более	1	1
844	имеются в	1	1
