N	2gram	Tiupa_Anal	Sovremen
263	какой бы	2	1
264	не будет	3	1
265	не погиб	1	1
266	что с	1	1
267	те же	3	1
268	между двумя	7	1
269	вследствие этого	5	1
270	аналогии с	1	1
271	между ним	1	1
272	а затем	3	1
273	как у	1	1
274	и вся	1	1
275	эта сторона	1	1
276	поэтому в	1	1
277	только на	3	1
278	пока не	1	1
279	меньше и	1	1
280	и их	2	1
281	элементов а	2	1
282	и соответственно	5	1
283	все что	3	1
284	обратном порядке	1	1
285	не приходится	2	1
286	и та	2	1
287	и при	1	1
288	в известном	2	1
289	силы в	1	1
290	на самом	2	1
291	здесь в	2	1
292	на которой	2	1
293	самое что	1	1
294	для них	1	1
295	определенным образом	2	1
296	можно было	1	1
297	и должно	1	1
298	и наиболее	1	1
299	ни в	5	1
300	появление в	1	1
301	случае он	1	1
302	и действительное	1	1
303	они относятся	1	1
304	и от	1	1
305	в начале	3	1
306	по отношению	10	1
307	еще в	4	1
308	но отнюдь	2	1
309	нечего делать	1	1
310	и тот	2	1
311	а далее	2	1
312	и те	2	1
313	только в	8	1
314	объяснения и	1	1
315	не способна	1	1
316	в совершенно	1	1
317	этот вопрос	1	1
318	все равно	2	1
319	же время	7	1
320	и может	1	1
321	не случайно	11	1
322	в ином	2	1
323	так же	1	1
324	его в	2	1
325	ведь если	1	1
326	то она	1	1
327	в обоих	3	1
328	явления то	1	1
329	мы по	1	1
330	себе в	2	1
331	в конечном	6	1
332	счете только	1	1
333	жизни оно	1	1
334	в своих	1	1
335	не было	1	1
336	два направления	1	1
337	с его	3	1
338	ни изменить	1	1
339	и ответственности	2	1
340	как будет	1	1
341	один из	4	1
342	чем при	1	1
343	силу и	1	1
344	на это	2	1
345	не более	4	1
346	если бы	6	1
347	всех трех	1	1
348	и несколько	1	1
349	не знает	4	1
350	или в	2	1
351	в различении	1	1
352	а о	1	1
353	становится его	1	1
354	этого не	1	1
355	в обратном	1	1
356	равно как	1	1
357	ни о	3	1
358	их и	1	1
359	как их	1	1
360	что его	1	1
361	как его	1	1
362	может ли	2	1
363	в эту	3	1
364	вообще и	2	1
365	двух и	1	1
366	в споре	2	1
367	крайней мере	4	1
368	известном смысле	2	1
369	сами по	3	1
370	одного из	4	1
371	в данной	1	1
372	научного знания	1	1
373	именно та	1	1
374	по существу	1	1
375	сказать что	2	1
376	и эта	1	1
377	быть только	1	1
378	в ту	1	1
379	при одном	1	1
380	ведущие к	1	1
381	именно в	6	1
382	и до	3	1
383	времени не	2	1
384	конечном счете	5	1
385	это делает	1	1
386	мы это	1	1
387	неживой природы	1	1
388	предлагает нам	1	1
389	иметь место	2	1
390	отношению к	9	1
391	в основу	1	1
392	одной из	2	1
393	физика и	1	1
394	же мере	2	1
395	для науки	3	1
396	случае не	2	1
397	в своем	2	1
398	она и	1	1
399	по аналогии	1	1
400	но ведь	1	1
401	этом смысле	3	1
402	может оказаться	1	1
403	в связи	2	1
404	где у	1	1
405	в какой	3	1
406	означало бы	1	1
407	одни и	2	1
408	между ними	1	1
409	мы будем	1	1
410	значение этих	1	1
411	эти три	1	1
412	во всей	1	1
413	осуществляет только	1	1
414	этот раз	1	1
415	у читателя	2	1
416	же в	1	1
417	том что	21	1
418	что такой	1	1
419	обоих случаях	2	1
420	в мире	14	1
421	целого из	1	1
422	жизни в	1	1
423	но не	13	1
424	нельзя сказать	1	1
425	которая позволяет	1	1
426	она по	1	1
427	но если	1	1
428	здесь и	1	1
429	они не	1	1
430	к концу	1	1
431	по себе	6	1
432	процесса и	1	1
433	целью а	1	1
434	он сам	1	1
435	науки в	1	1
436	в следующих	1	1
437	оно может	3	1
438	не имеет	1	1
439	на элементы	1	1
440	к этому	2	1
441	в такой	2	1
442	все более	1	1
443	совершенно объективным	1	1
444	эту сторону	1	1
445	в то	10	1
446	то его	2	1
447	и только	1	1
448	один и	1	1
449	по его	2	1
450	является ли	1	1
451	ли он	3	1
452	в отдельных	1	1
453	современной биологии	1	1
454	просто не	1	1
455	только и	1	1
456	именно эта	1	1
457	которая оказывается	1	1
458	или нет	1	1
459	но это	1	1
460	для чего	2	1
461	независимо от	2	1
462	и для	3	1
463	этой совокупности	1	1
464	с ее	2	1
465	таким же	1	1
466	не что	5	1
467	того же	7	1
468	все время	1	1
469	начало нового	1	1
470	и если	2	1
471	не принимает	1	1
472	должен быть	6	1
473	еще аристотелем	1	1
474	он с	1	1
475	на части	1	1
476	и его	9	1
477	жизни не	1	1
478	и особенно	4	1
479	аристотелем и	1	1
480	система его	1	1
481	и становится	1	1
482	вовсе не	4	1
483	целого и	1	1
484	мере в	4	1
485	о том	11	1
486	сих пор	1	1
487	есть не	9	1
488	по крайней	4	1
489	играть в	1	1
490	иное как	6	1
491	которая и	1	1
492	зрения и	1	1
493	или другой	1	1
494	нам только	1	1
495	к другому	1	1
496	такой путь	1	1
497	человека и	1	1
498	к нему	4	1
499	никогда не	4	1
500	той или	8	1
501	могли быть	1	1
502	свое время	3	1
