N	2gram	Ircho_Kome	Vvedenie
186	даже и	1	4
187	одной стороны	5	4
188	по сравнению	1	4
189	это только	1	4
190	е в	2	4
191	по отношению	5	4
192	мы имеем	1	4
193	не вполне	2	4
194	так называемых	3	4
195	отличие от	4	4
196	в и	3	4
197	в отличие	3	4
198	в тексте	1	4
199	той же	3	4
200	отношению к	5	4
201	одной из	6	4
202	в области	3	4
203	все более	4	4
204	и для	4	4
205	само по	1	4
206	из них	16	4
207	и к	2	3
208	с этим	5	3
209	можно говорить	1	3
210	и здесь	6	3
211	и на	9	3
212	как две	2	3
213	этой области	2	3
214	того как	3	3
215	и вот	4	3
216	на том	1	3
217	такого рода	6	3
218	при этом	5	3
219	что это	5	3
220	в основании	1	3
221	в сущности	3	3
222	из которых	5	3
223	в принципе	3	3
224	в отношении	6	3
225	в этих	5	3
226	связи с	3	3
227	материал для	2	3
228	если бы	4	3
229	и сам	5	3
230	а также	5	3
231	в силу	4	3
232	в очень	1	3
233	за собой	3	3
234	в конце	7	3
235	в в	8	3
236	в собственном	1	3
237	по содержанию	5	3
238	как в	8	3
239	большей или	1	3
240	зависимости от	1	3
241	в известном	2	3
242	в каком	1	3
243	с понятием	1	3
244	той или	1	3
245	xx в	1	3
246	чем же	2	3
247	бы и	1	3
248	на этой	1	3
249	и других	7	3
250	все эти	1	3
251	то это	3	3
252	как целое	1	3
253	что даже	1	3
254	на этом	3	3
255	до нас	9	3
256	так называемой	3	3
257	что же	2	3
258	в значительной	1	3
259	по возможности	1	3
260	же как	3	3
261	в другом	5	3
262	совсем не	2	3
263	второй половины	2	3
264	в ней	2	3
265	времени в	2	3
266	и тогда	1	3
267	которых не	2	3
268	и уже	2	3
269	во второй	4	3
270	в частности	7	3
271	об отношении	2	3
272	со всей	1	3
273	только на	2	3
274	не с	1	3
275	может служить	2	3
276	в этой	9	3
277	же самое	2	3
278	в начале	7	3
279	не следует	2	3
280	того же	4	3
281	от того	3	3
282	так же	4	3
283	идет речь	1	3
284	было сказано	1	3
285	или меньшей	1	3
286	греции и	3	3
287	работы в	1	3
288	отношение к	3	3
289	однако в	4	3
290	наряду с	7	3
291	ответа на	1	3
292	быта и	1	3
293	до конца	3	3
294	в своем	6	3
295	в зависимости	1	3
296	или иной	1	3
297	что она	3	3
298	одна из	4	3
299	как будто	3	3
300	к этому	8	3
301	нуждается в	2	3
302	для этого	2	3
303	что уже	1	3
304	понять что	1	3
305	мы видели	2	3
306	гораздо более	2	3
307	к нему	5	3
308	при жизни	2	2
309	с которыми	1	2
310	ближе к	1	2
311	во всем	1	2
312	государства и	2	2
313	еще при	1	2
314	так и	17	2
315	д все	1	2
316	должна была	3	2
317	и другие	3	2
318	что они	4	2
319	философии и	2	2
320	в содержании	1	2
321	этому времени	3	2
322	образом по	1	2
323	говоря уже	4	2
324	на протяжении	14	2
325	действительности к	1	2
326	не последнее	1	2
327	после того	3	2
328	впечатление на	1	2
329	ни с	1	2
330	первом случае	1	2
331	второй половине	3	2
332	собой в	2	2
333	познания и	1	2
334	мы не	4	2
335	с полной	1	2
336	время в	1	2
337	нам не	1	2
338	несмотря на	5	2
339	к действительности	1	2
340	из того	2	2
341	следует что	1	2
342	это уже	2	2
343	или нет	1	2
344	и из	2	2
345	сам по	1	2
346	нашего времени	1	2
347	после этого	3	2
348	а затем	4	2
349	о которой	1	2
350	и сама	1	2
351	время не	1	2
352	него в	1	2
353	себя в	2	2
354	как говорят	1	2
355	для них	2	2
356	не столько	1	2
357	критики и	1	2
358	у нас	3	2
359	из числа	6	2
360	целом ряде	1	2
361	по времени	1	2
362	в следующем	4	2
363	все равно	1	2
364	античной культуры	1	2
365	то она	1	2
366	такого же	1	2
367	говорит он	1	2
368	в своих	2	2
369	не было	1	2
370	что нет	1	2
371	этой точки	1	2
372	этого не	1	2
373	ее от	1	2
374	ни одна	2	2
375	что к	2	2
376	и с	8	2
377	наших дней	1	2
378	с ней	1	2
379	то о	1	2
380	каким образом	1	2
381	будто бы	2	2
382	это еще	2	2
383	меньшей мере	2	2
384	по существу	1	2
385	гораздо ближе	1	2
386	жизни и	4	2
387	например в	1	2
388	до наших	1	2
389	тому что	4	2
390	в ряде	1	2
391	в наиболее	4	2
392	и без	3	2
393	в связи	3	2
394	подобно тому	1	2
395	в соответствии	2	2
396	выражение в	1	2
397	рядом с	1	2
398	в до	4	2
399	следовательно и	1	2
400	к своему	1	2
401	и при	1	2
402	по тем	1	2
403	по его	2	2
404	о которых	6	2
405	древней греции	1	2
406	же касается	1	2
407	но уже	1	2
408	со словом	1	2
409	в каждой	1	2
410	могло бы	1	2
411	и те	1	2
412	казалось бы	3	2
413	которые были	2	2
414	в дальнейшем	1	2
415	во всех	4	2
416	этих двух	1	2
417	сам же	1	2
418	которая как	1	2
419	не говоря	4	2
420	действительности в	1	2
421	и потому	1	2
422	мы можем	6	2
423	а с	1	2
424	на твердую	1	2
425	не могли	2	2
426	как следует	1	2
427	бы с	1	2
428	само собой	2	2
429	этой традиции	1	2
430	так называемая	1	2
431	мы уже	1	2
432	ничего не	4	2
433	в свою	2	2
434	iv в	36	2
435	тому как	1	2
436	в разной	2	2
437	в отношениях	1	2
438	из его	6	2
439	поэтов и	1	2
440	в этот	1	2
441	уже знаем	1	2
442	у них	1	2
443	еще раз	1	2
444	из которой	2	2
445	не мог	4	2
446	именно на	2	2
447	но зато	1	2
448	от которых	1	2
449	отношении к	1	2
450	речь идет	6	2
451	хотя в	1	2
452	точно так	1	2
453	из него	1	2
454	чем больше	1	2
455	в тех	5	2
456	от других	1	2
457	в форме	2	2
458	а между	1	2
459	это однако	2	2
460	в обоих	3	2
461	каждый из	3	2
462	до того	1	2
463	основании которого	1	2
464	состоит в	1	2
465	ко времени	3	2
466	соответствии с	2	2
467	если это	2	2
468	к числу	2	2
469	отсюда и	1	2
470	мог бы	3	2
471	и др	1	2
472	в достаточной	1	2
473	значение и	1	2
474	произведения и	1	2
475	в основу	1	2
476	них не	1	2
477	все время	2	2
478	том же	1	2
479	тем более	1	2
480	находящегося в	1	2
481	с помощью	1	2
482	чаще всего	3	2
483	всего к	1	2
484	что именно	3	2
485	на то	3	2
486	по меньшей	2	2
487	в создании	1	2
488	его к	1	2
489	культурной жизни	1	2
490	же это	1	2
491	это в	1	2
492	надо было	3	2
493	этого слова	1	2
494	но это	2	2
495	конце концов	4	2
496	бы в	3	2
497	по истории	1	2
498	в число	3	2
499	на рубеже	1	2
500	не к	2	2
501	можно только	1	2
502	э и	1	1
503	в правление	1	1
504	из поля	1	1
505	на античных	1	1
506	материал в	1	1
507	на задачи	1	1
508	всего в	5	1
509	были бы	1	1
510	было у	1	1
511	которую можно	2	1
512	хотя сам	1	1
513	к целому	1	1
514	то в	1	1
515	считать не	1	1
516	всех отношениях	1	1
517	дает нам	1	1
518	все что	3	1
519	человеческой личности	1	1
520	становится возможным	1	1
521	историческая действительность	1	1
522	основании сохранившихся	1	1
523	в настоящем	2	1
524	того обстоятельства	1	1
525	разной мере	1	1
526	человека к	1	1
527	та же	1	1
528	за ним	2	1
529	речь всегда	1	1
530	том насколько	2	1
531	и очень	2	1
532	зрения должен	1	1
533	его также	1	1
534	а наоборот	1	1
535	от его	1	1
536	они не	1	1
537	малой азии	2	1
538	к человеку	2	1
539	бы то	4	1
540	же направлении	1	1
541	похожи на	2	1
542	вв в	2	1
543	также что	2	1
544	половине iv	1	1
545	известно что	4	1
546	своему содержанию	1	1
547	его из	1	1
548	к одной	1	1
549	им как	1	1
550	время и	3	1
551	в примечаниях	1	1
552	с известным	1	1
553	вкладывает в	1	1
554	именно так	1	1
555	за исключением	3	1
556	которые он	3	1
557	чем на	2	1
558	красками и	1	1
559	в общих	1	1
560	способы ее	1	1
561	до него	1	1
562	том числе	4	1
563	других и	1	1
564	которых мы	2	1
565	с критикой	2	1
566	б и	4	1
567	далеком прошлом	1	1
568	различие в	1	1
569	гомера в	1	1
570	для себя	2	1
571	том каким	1	1
572	прием как	1	1
573	в поисках	1	1
574	мы знаем	5	1
575	отношения к	1	1
576	в гг	3	1
577	или по	3	1
578	к сфере	1	1
579	еще более	2	1
580	издания авторов	1	1
581	однако и	1	1
582	объяснение в	1	1
583	сомнений что	1	1
584	на те	2	1
585	для него	1	1
586	согласуется и	2	1
587	случаях имеется	1	1
588	то для	1	1
589	ни было	4	1
590	и чрезвычайно	1	1
591	ему надо	1	1
592	бы на	1	1
593	принятия христианства	1	1
594	с ним	1	1
595	в пользу	3	1
596	связей и	1	1
597	и отдать	1	1
598	имеем дело	1	1
599	относительно которых	1	1
600	целого ряда	1	1
601	в биографии	1	1
602	которого он	1	1
603	время пока	1	1
604	по адресу	18	1
605	в литературе	2	1
606	от времени	1	1
607	говорится в	1	1
608	ее в	2	1
609	в область	1	1
610	и за	3	1
611	за ее	1	1
612	же собственно	1	1
613	и этим	1	1
614	согласно которой	1	1
615	видеть в	2	1
616	интерес к	2	1
617	разного рода	1	1
618	в каком-нибудь	1	1
619	последнее место	1	1
620	многое в	1	1
621	и о	3	1
622	на самом	1	1
623	указывает сам	1	1
624	здесь в	4	1
625	европейской культуры	2	1
626	предисловии к	1	1
627	его от	1	1
628	не больше	1	1
629	мог не	1	1
630	приходит к	1	1
631	время была	1	1
632	у него	6	1
633	частности в	2	1
634	не на	1	1
635	качестве примера	1	1
636	под этим	1	1
637	мы находим	2	1
638	различия между	1	1
639	в латинской	1	1
640	раз в	2	1
641	идет от	1	1
642	вопрос сводится	1	1
643	вопрос об	1	1
644	непосредственно в	1	1
645	что все	1	1
646	также в	3	1
647	этим объясняется	3	1
648	включаются в	1	1
649	чтобы в	1	1
650	для нужд	1	1
651	если не	1	1
652	более или	1	1
653	что ни	1	1
654	в духе	3	1
655	но он	2	1
656	г и	8	1
657	на свой	1	1
658	или в	5	1
659	вв до	2	1
660	необходимости приготовить	1	1
661	как видно	4	1
662	от своего	1	1
663	помнить что	1	1
664	только за	1	1
665	и можно	2	1
666	жизнь в	1	1
667	что его	1	1
668	на разные	1	1
669	самые разнообразные	1	1
670	из сторон	1	1
671	что у	6	1
672	этим и	2	1
673	этот факт	1	1
674	понимать не	1	1
675	и все	4	1
676	иными словами	1	1
677	естественно не	2	1
678	содержание и	1	1
679	из самых	2	1
680	еще в	9	1
681	общие признаки	1	1
682	может и	1	1
683	в эпоху	1	1
684	целью он	1	1
685	и эта	1	1
686	ведущие к	1	1
687	достаточно сослаться	1	1
688	мере две	1	1
689	принято считать	1	1
690	из всего	2	1
691	глубокого кризиса	1	1
692	первой половине	2	1
693	и будет	1	1
694	представление о	3	1
695	очевидно что	1	1
696	во множестве	1	1
697	в таком	1	1
698	говорить в	1	1
699	судить о	1	1
700	очень много	1	1
701	в жизни	1	1
702	этого можно	1	1
703	понимать как	1	1
704	явно что	1	1
705	места и	1	1
706	видно из	4	1
707	заметить что	1	1
708	не остается	1	1
709	в стороне	1	1
710	впрочем не	2	1
711	и по-видимому	1	1
712	не считать	1	1
713	с той	2	1
714	правда в	3	1
715	участие в	4	1
716	уже выше	1	1
717	в изображении	2	1
718	в многочисленных	1	1
719	долгое время	1	1
720	одном случае	1	1
721	похож на	1	1
722	и такая	2	1
723	встречается в	1	1
724	с ними	2	1
725	что по	3	1
726	если и	1	1
727	их из	1	1
728	из чего	1	1
729	далеко не	1	1
730	обоих случаях	3	1
731	общих чертах	1	1
732	между прочим	2	1
733	в одно	1	1
734	филологов что	1	1
735	на эту	1	1
736	имеется в	1	1
737	заинтересованных в	1	1
738	из четырех	2	1
739	во главе	1	1
740	был первым	1	1
741	в явление	1	1
742	это противопоставление	1	1
743	что таким	1	1
744	перед собой	1	1
745	народа и	1	1
746	об основных	1	1
747	к характеру	1	1
748	и я	2	1
749	отличается от	1	1
750	любви и	1	1
751	слово в	1	1
752	больше всего	2	1
753	этой целью	2	1
754	и художественного	1	1
755	достаточной степени	1	1
756	еще двух	1	1
757	действительности дело	1	1
758	это было	5	1
759	участия в	1	1
760	этот образ	1	1
761	других человеческих	1	1
762	общем числе	1	1
763	на его	5	1
764	сделать его	1	1
765	них в	1	1
766	ли это	2	1
767	оказывались в	1	1
768	мы вообще	1	1
769	цельную картину	1	1
770	тому же	14	1
771	путь к	2	1
772	к концу	3	1
773	в а	1	1
774	в эту	2	1
775	или менее	2	1
776	и у	3	1
777	что их	1	1
778	в справедливости	1	1
779	слова о	2	1
780	жизнь была	1	1
781	в одной	1	1
782	всю ее	1	1
783	по поводу	7	1
784	и этику	1	1
785	ему не	1	1
786	жизнь и	2	1
787	культуры эти	1	1
788	чтобы сделать	1	1
789	не была	1	1
790	представляла собой	1	1
791	не умеющего	1	1
792	из языковых	1	1
793	что эти	1	1
794	всегда и	1	1
795	общественной мысли	1	1
796	необходимость в	1	1
797	одно время	1	1
798	ко всему	2	1
799	и тех	1	1
800	платона в	2	1
801	того или	1	1
802	как надо	1	1
803	совершенно не	1	1
804	материалом для	1	1
805	человека в	2	1
806	древние греки	1	1
807	ответить на	1	1
808	и эти	1	1
809	это конечно	1	1
810	чтобы его	1	1
811	с двумя	1	1
812	а к	2	1
813	поводу того	1	1
814	темы и	1	1
815	и более	2	1
816	напомнить что	1	1
817	это были	2	1
818	не видеть	1	1
819	вытекает из	1	1
820	по ее	1	1
821	сплошь да	2	1
822	каждая из	1	1
823	с самого	3	1
824	в действительности	4	1
825	имеет свои	1	1
826	закрепление в	1	1
827	который был	1	1
828	в предисловии	1	1
829	значительное место	2	1
830	не означает	2	1
831	которыми он	1	1
832	конкретная историческая	1	1
833	в исторической	1	1
834	исторических условиях	1	1
835	их истории	1	1
836	тех же	4	1
837	были с	1	1
838	дошедшие до	1	1
839	чего нельзя	1	1
840	нельзя было	1	1
841	потребность в	1	1
842	у платона	1	1
843	превращается в	1	1
844	это как	1	1
845	полагали что	1	1
846	в самых	1	1
847	представления в	1	1
848	у античных	1	1
849	первая половина	1	1
850	с традициями	1	1
851	наконец в	3	1
852	и сообщений	1	1
853	не должен	1	1
854	автора и	1	1
855	не дает	1	1
856	во всей	1	1
857	одну из	2	1
858	нам по	1	1
859	не по	5	1
860	принципе для	1	1
861	быть не	1	1
862	она могла	1	1
863	и другой	1	1
864	объясняется и	1	1
865	не всегда	2	1
866	обстоятельства что	1	1
867	уже о	4	1
868	вопроса об	1	1
869	из их	1	1
870	своим собственным	1	1
871	явления в	1	1
872	в себя	3	1
873	из себя	1	1
874	и трудно	1	1
875	вполне ясно	1	1
876	у того	1	1
877	не раз	3	1
878	в руках	4	1
879	и признание	1	1
880	в которой	9	1
881	именно потому	2	1
882	бы только	1	1
883	между двумя	1	1
884	только один	2	1
885	по другому	1	1
886	в какой-то	3	1
887	особенно важно	1	1
888	бесспорно что	1	1
889	надо сказать	1	1
890	своего времени	2	1
891	воплощается в	1	1
892	возможность судить	1	1
893	между отдельными	1	1
894	дошедших до	5	1
895	содержания и	2	1
896	не приходится	1	1
897	и та	1	1
898	общения и	1	1
899	в науке	1	1
900	и является	1	1
901	разницей что	1	1
902	не могла	2	1
903	затем история	1	1
904	и тот	1	1
905	которая стала	1	1
906	в дополнение	1	1
907	нельзя отрицать	1	1
908	за пределы	2	1
909	ближе всего	1	1
910	и была	1	1
911	у поэтов	2	1
912	говорит что	1	1
913	ок гг	1	1
914	чтобы убедиться	1	1
915	большей частью	3	1
916	проблем в	1	1
917	значительной степени	1	1
918	да рядом	2	1
919	и затем	1	1
920	в сообщениях	1	1
921	сомневаться в	3	1
922	общественной жизни	2	1
923	сослаться на	1	1
924	в древности	2	1
925	что из	3	1
926	самого начала	2	1
927	как один	1	1
928	должны были	9	1
929	мы здесь	1	1
930	то ни	4	1
931	была уже	2	1
932	он поставил	1	1
933	из дошедших	1	1
934	убедиться в	1	1
935	мере не	1	1
936	искусстве и	1	1
937	автора в	1	1
938	с большой	1	1
939	платона и	1	1
940	был прав	1	1
941	на которые	3	1
942	разной степени	1	1
943	ли есть	1	1
944	ни одной	3	1
945	которые и	1	1
946	как их	1	1
947	среди них	1	1
948	легко представить	1	1
949	он в	1	1
950	источники в	1	1
951	нет и	2	1
952	относящегося к	1	1
953	источников в	1	1
954	место в	7	1
955	ее пределами	1	1
956	тех пор	2	1
957	к науке	1	1
958	одного из	7	1
959	на две	3	1
960	к новым	1	1
961	а и	1	1
962	с именем	1	1
963	ее не	1	1
964	культуры и	1	1
965	и своим	1	1
966	не осталось	1	1
967	главным образом	4	1
968	последний вопрос	1	1
969	оба они	1	1
970	если мы	1	1
971	во-вторых и	1	1
972	в ходе	1	1
973	только одна	1	1
974	условия для	1	1
975	они должны	1	1
976	это потребность	1	1
977	того времени	3	1
978	это ясно	1	1
979	которое мы	1	1
980	форме не	1	1
981	в высшей	1	1
982	что иной	1	1
983	к которому	4	1
984	в реальном	1	1
985	наоборот в	1	1
986	это дает	1	1
987	зрения на	2	1
988	деятельности человека	1	1
989	только при	3	1
990	действительно не	1	1
991	конфликта в	1	1
992	и от	2	1
993	ей возможность	1	1
994	следует только	1	1
995	же рода	1	1
996	для которого	1	1
997	теми же	1	1
998	образом в	2	1
999	мы помним	1	1
1000	ряде случаев	1	1
1001	же в	7	1
1002	а уж	1	1
1003	которым в	1	1
1004	нем не	1	1
1005	и прежде	1	1
1006	содержанию и	2	1
1007	во-вторых не	1	1
1008	речь о	2	1
1009	до тех	1	1
1010	стремлением к	1	1
1011	он был	4	1
1012	этого же	1	1
1013	очень трудно	1	1
1014	мира в	5	1
1015	были в	2	1
1016	конечной целью	1	1
1017	войны в	4	1
1018	обычно мы	1	1
1019	приходится с	1	1
1020	каким был	1	1
1021	для исследования	2	1
1022	месте в	1	1
1023	античного мира	2	1
1024	иначе его	1	1
1025	или иного	1	1
1026	к этим	3	1
1027	во время	11	1
1028	остановиться на	2	1
1029	та или	1	1
1030	идей и	1	1
1031	только потому	2	1
1032	и после	3	1
1033	в так	2	1
1034	для этой	3	1
1035	всем что	1	1
1036	и имел	1	1
1037	после смерти	6	1
1038	чтобы не	1	1
1039	основная мысль	1	1
1040	в далеком	1	1
1041	в самой	2	1
1042	сведения о	2	1
1043	как па	1	1
1044	его современников	4	1
1045	столько раз	1	1
1046	и особенно	7	1
1047	тот же	5	1
1048	что на	4	1
1049	почти не	2	1
1050	по и	1	1
1051	выражение и	1	1
1052	слова и	1	1
1053	нее не	1	1
1054	концу iv	1	1
1055	в первой	2	1
1056	это особенно	1	1
1057	о ней	1	1
1058	без помощи	1	1
1059	и самый	1	1
1060	вернуться к	2	1
1061	высшего расцвета	1	1
1062	к изданию	1	1
1063	судя по	6	1
1064	в специальном	1	1
