N	2gram	Ircho_Kome	Tragedij
189	от него	2	1
190	этом случае	2	1
191	могут быть	3	1
192	только не	1	1
193	вызвать к	1	1
194	к сожалению	2	1
195	над ними	1	1
196	мы видим	2	1
197	в центре	2	1
198	что ему	4	1
199	его собственность	1	1
200	этой линии	1	1
201	и думать	1	1
202	и готов	3	1
203	мы встречаем	1	1
204	из дома	8	1
205	таким образом	16	1
206	сцену и	1	1
207	мог быть	1	1
208	не связанного	1	1
209	сам же	2	1
210	и ненависть	2	1
211	после того	3	1
212	этого персонажа	1	1
213	только что	11	1
214	на вопрос	5	1
215	на брак	2	1
216	здесь есть	1	1
217	также что	1	1
218	известно что	1	1
219	свидетельствует о	1	1
220	как много	1	1
221	того как	5	1
222	к этой	2	1
223	если он	3	1
224	почти не	1	1
225	знать и	1	1
226	которой не	2	1
227	с одной	5	1
228	и вот	3	1
229	его с	1	1
230	что даже	1	1
231	должна быть	2	1
232	но еще	2	1
233	за мной	1	1
234	к себе	9	1
235	он считает	1	1
236	с этой	5	1
237	и при	1	1
238	ко всему	1	1
239	дело с	4	1
240	любовь к	4	1
241	и далее	1	1
242	в комментариях	1	1
243	в финале	1	1
244	к числу	2	1
245	и обращается	1	1
246	что эта	2	1
247	эта новая	1	1
248	на деле	1	1
249	т е	18	1
250	не доверяет	1	1
251	что при	1	1
252	с этими	1	1
253	того что	1	1
254	общим местом	1	1
255	тем не	3	1
256	о нем	1	1
257	не как	2	1
258	не думает	1	1
259	дело ясное	1	1
260	а затем	4	1
261	этот счет	2	1
262	всегда быть	1	1
263	для нас	7	1
264	и дочери	1	1
265	и всегда	1	1
266	пожертвовать жизнью	1	1
267	для ненависти	1	1
268	время о	1	1
269	одно из	3	1
270	как он	5	1
271	в такое	1	1
272	же не	3	1
273	х годов	2	1
274	ее отцом	1	1
275	в результате	2	1
276	говорил что	1	1
277	в виду	3	1
278	что наш	1	1
279	из ее	1	1
280	создания этого	1	1
281	вполне серьезно	1	1
282	разговоре с	1	1
283	с собой	4	1
284	и женщины	1	1
285	и теперь	2	1
286	только в	3	1
287	не столько	3	1
288	по себе	1	1
289	третий раз	1	1
290	хоть на	1	1
291	требовать от	1	1
292	нас от	1	1
293	в самой	1	1
294	видит в	1	1
295	хозяина и	5	1
296	x в	1	1
297	а на	3	1
298	за что	1	1
299	без слов	1	1
300	и притом	1	1
301	не было	6	1
302	ко всем	1	1
303	в духе	1	1
304	но он	3	1
305	здесь мы	1	1
306	мы понимаем	3	1
307	значение только	1	1
308	до этого	3	1
309	ли мы	1	1
310	этого не	1	1
311	вот что	1	1
312	а также	3	1
313	сказал что	1	1
314	от высшей	1	1
315	на улицу	2	1
316	одним из	2	1
317	ненависти и	1	1
318	мысль о	1	1
319	же по	1	1
320	на себя	10	1
321	что не	5	1
322	как его	4	1
323	в эпоху	2	1
324	в третий	1	1
325	представление о	2	1
326	обоих случаях	1	1
327	указывает на	1	1
328	я и	2	1
329	детей и	3	1
330	тому что	5	1
331	случай не	1	1
332	она стремится	1	1
333	в связи	4	1
334	с жизнью	1	1
335	очень важный	1	1
336	встречается в	1	1
337	с ними	1	1
338	с отцом	4	1
339	было до	1	1
340	и она	1	1
341	так часто	1	1
342	с такими	1	1
343	приходит в	1	1
344	и хочу	1	1
345	на земле	2	1
346	в своей	6	1
347	рядом с	1	1
348	за свое	2	1
349	любовь по	1	1
350	вместе с	16	1
351	на этом	3	1
352	при таком	1	1
353	всю эту	1	1
354	стремление к	1	1
355	жизни в	1	1
356	хорошо знает	1	1
357	роль в	3	1
358	не менее	9	1
359	и т	5	1
360	перед собой	1	1
361	неожиданное появление	1	1
362	и глаза	1	1
363	бы не	3	1
364	в такой	1	1
365	со своей	2	1
366	и жизнь	2	1
367	между собой	5	1
368	а нечто	1	1
369	незадолго до	2	1
370	нечто большее	1	1
371	он возвращается	1	1
372	в двух	7	1
373	сравнению с	3	1
374	по самой	1	1
375	когда в	1	1
376	это было	1	1
377	он вполне	1	1
378	в стихах	1	1
379	для публики	1	1
380	в чем	7	1
381	лишь бы	2	1
382	ли это	1	1
383	ну да	1	1
384	в момент	1	1
385	но мы	1	1
386	человеком и	1	1
387	и стал	1	1
388	сам признается	1	1
389	при его	2	1
390	в сцене	2	1
391	не понимая	1	1
392	начнем с	2	1
393	а из	1	1
394	бы в	5	1
395	только он	1	1
396	разу не	3	1
397	в них	6	1
398	на них	3	1
399	ее отцу	1	1
400	над человеком	1	1
401	в iii	4	1
402	русский язык	1	1
403	во всех	4	1
404	без конца	2	1
405	на свете	2	1
406	к одному	1	1
407	камень на	1	1
408	во всяком	3	1
409	и потому	2	1
410	отцов и	1	1
411	попал в	1	1
412	о себе	1	1
413	тем чем	1	1
414	совершенно не	2	1
415	самое главное	1	1
416	к счастью	1	1
417	но как	1	1
418	более чем	6	1
419	чем же	2	1
420	замечал что	1	1
421	не является	5	1
422	на любовь	2	1
423	черты но	1	1
424	за то	2	1
425	а к	1	1
426	это как	1	1
427	того самого	1	1
428	в диалог	1	1
429	в котором	6	1
430	в пьесе	1	1
431	№ и	2	1
432	ему в	1	1
433	с самого	5	1
434	не сводится	1	1
435	восходит к	1	1
436	связи с	5	1
437	чувствует себя	3	1
438	его а	2	1
439	есть необходимость	1	1
440	от природы	1	1
441	для ее	1	1
442	не любил	1	1
443	называет его	1	1
444	хотя бы	5	1
445	она не	3	1
446	эти слова	1	1
447	чтобы он	1	1
448	на мысль	1	1
449	когда я	1	1
450	все усилия	1	1
451	того чтобы	9	1
452	и если	3	1
453	одну из	1	1
454	но не	9	1
455	в другом	2	1
456	свое происхождение	1	1
457	между тем	6	1
458	представляет собой	5	1
459	быть не	1	1
460	понимаем что	1	1
461	в ней	7	1
462	обстоит дело	3	1
463	мы опять	1	1
464	вызывает в	1	1
465	против нее	1	1
466	с совершенно	1	1
467	его речь	1	1
468	в отношениях	2	1
469	мы узнаем	1	1
470	в новой	2	1
471	самом деле	13	1
472	он стал	1	1
473	из себя	3	1
474	этой связи	3	1
475	в развитии	3	1
476	в которой	6	1
477	идет в	1	1
478	в образах	1	1
479	отвращение к	1	1
480	этом даже	1	1
481	не понимает	1	1
482	только один	2	1
483	никого не	1	1
484	а не	5	1
485	мысль что	1	1
486	а по	5	1
487	только на	1	1
488	в шутку	1	1
489	и их	1	1
490	свою жизнь	1	1
491	старика и	1	1
492	ну а	1	1
493	с годами	1	1
494	перед ее	1	1
495	его весь	1	1
496	своей страсти	1	1
497	его речи	1	1
498	чтобы она	1	1
499	один раз	2	1
500	не могла	3	1
501	можно было	3	1
502	за пределы	3	1
503	но только	1	1
504	конечно в	2	1
505	вместо того	1	1
506	себя на	1	1
507	рассказом о	1	1
508	и хотя	3	1
509	даже не	5	1
510	доходит до	1	1
511	этого образа	1	1
512	друга и	2	1
513	в истории	2	1
514	рассказывает о	2	1
515	по своей	2	1
516	человека с	2	1
517	стало быть	2	1
518	прощение и	1	1
519	это может	1	1
520	в обоих	2	1
521	повод для	1	1
522	человека и	2	1
523	самого начала	5	1
524	где и	1	1
525	не нравится	1	1
526	самую суть	1	1
527	должны были	2	1
528	который до	1	1
529	перед ним	4	1
530	волосы и	1	1
531	скажет что	2	1
532	на новую	3	1
533	годов в	1	1
534	он еще	1	1
535	всего этого	1	1
536	но этот	1	1
537	почти в	1	1
538	того кто	2	1
539	это же	1	1
540	могло быть	2	1
541	известной степени	2	1
542	во ii	1	1
543	ли есть	1	1
544	я в	1	1
545	к ним	5	1
546	в моей	1	1
547	и еще	4	1
548	т п	5	1
549	он в	2	1
550	к ней	9	1
551	между отцом	2	1
552	что ты	3	1
553	как мы	6	1
554	литературы на	1	1
555	со своими	1	1
556	сюжетной схеме	1	1
557	с рассказом	1	1
558	имя его	1	1
559	самой своей	1	1
560	казалось что	1	1
561	не для	1	1
562	и особенно	2	1
563	во многом	1	1
564	и о	3	1
565	ее не	1	1
566	вот я	1	1
567	наряду с	4	1
568	руку и	1	1
569	той же	2	1
570	характер ее	1	1
571	затем он	1	1
572	ответа на	2	1
573	по сравнению	3	1
574	виде и	1	1
575	на пороге	1	1
576	тот самый	1	1
577	в высшей	2	1
578	из первых	1	1
579	его поведения	1	1
580	он бы	2	1
581	с дороги	1	1
582	на русский	1	1
583	сравним с	2	1
584	и от	3	1
585	свое кредо	1	1
586	и есть	3	1
587	роль играет	2	1
588	же слова	1	1
589	с которым	3	1
590	в голову	2	1
591	все время	3	1
592	на этот	6	1
593	пришел в	1	1
594	в оригинале	4	1
595	любовь в	1	1
596	для понимания	3	1
597	с сыном	1	1
598	этом свидетельствует	1	1
599	например в	3	1
600	к женщине	2	1
601	себя а	1	1
602	право на	1	1
603	что вместе	1	1
604	но если	3	1
605	заявляет что	1	1
606	в области	3	1
607	и по	3	1
608	и эта	2	1
609	нуждается в	2	1
610	для характеристики	1	1
611	мы располагаем	1	1
612	человек не	1	1
613	это в	2	1
614	является ли	3	1
615	в и	3	1
616	линии в	1	1
617	дочь и	1	1
618	всяком случае	3	1
619	в разговоре	1	1
620	на котором	1	1
621	ничего подобного	1	1
622	конце концов	3	1
623	насилия и	1	1
624	не удалось	1	1
625	на поиски	1	1
626	что сам	1	1
627	ее своей	2	1
628	до начала	2	1
629	превратился в	1	1
630	этими словами	1	1
631	не из	1	1
632	ни разу	3	1
633	чтобы не	3	1
634	на руке	1	1
635	и совершенно	1	1
636	за себя	1	1
637	он с	2	1
638	в трагедии	1	1
639	вспомнить что	1	1
640	за счет	1	1
641	и наконец	1	1
642	что на	1	1
643	вплоть до	2	1
644	с того	1	1
645	с каким	1	1
646	ухода из	2	1
647	не к	1	1
648	время с	1	1
649	строится на	2	1
650	обратиться к	1	1
651	намек на	1	1
652	поэтому он	1	1
653	судя по	3	1
654	высшей степени	2	1
