N	2gram	Bakhtin_Pr	Sovremen
109	быть и	2	2
110	в некоторых	7	2
111	по мнению	1	2
112	из которых	2	2
113	только один	1	2
114	может иметь	1	2
115	если же	5	2
116	говорить о	2	2
117	на его	4	2
118	в науке	1	2
119	конечно в	2	2
120	в живом	1	2
121	у него	5	2
122	не могут	4	2
123	жизненной силы	1	2
124	со всеми	8	2
125	а на	2	2
126	и даже	5	2
127	в которой	2	2
128	но все	1	2
129	некоторое время	2	2
130	своим особым	1	2
131	же самое	1	2
132	который как	1	2
133	как мы	12	2
134	она может	1	2
135	развития в	1	2
136	тем же	1	2
137	и во	6	2
138	той же	6	2
139	о жизни	1	2
140	могут быть	5	2
141	в таком	3	2
142	развития но	2	2
143	уже не	5	2
144	не знаем	1	2
145	и есть	1	2
146	и они	4	2
147	что все	3	2
148	или иной	2	2
149	на этот	1	2
150	такой же	1	2
151	на этом	4	2
152	роль в	1	2
153	не менее	4	2
154	так сказать	8	2
155	же мы	1	2
156	и по	5	2
157	времени и	4	2
158	своего предмета	1	2
159	с другом	6	2
160	свою собственную	1	2
161	из одного	2	2
162	в один	3	2
163	каждого из	2	2
164	знаем что	1	2
165	тот же	2	2
166	подлежит сомнению	1	2
167	всяком случае	1	2
168	жизни но	1	1
169	во всех	15	1
170	все они	2	1
171	и жизненных	1	1
172	которую можно	4	1
173	и некоторой	1	1
174	которые в	3	1
175	они все	2	1
176	этого и	1	1
177	стадии своего	2	1
178	при определенных	1	1
179	это и	1	1
180	затем идет	1	1
181	этом случае	1	1
182	в свое	4	1
183	а потому	1	1
184	во втором	1	1
185	человека в	6	1
186	к различным	1	1
187	но как	2	1
188	и снова	1	1
189	и живой	2	1
190	то они	1	1
191	в окончательном	1	1
192	чем же	1	1
193	не является	1	1
194	в данном	1	1
195	это конечно	3	1
196	до сих	8	1
197	только к	1	1
198	все его	3	1
199	он уже	1	1
200	совсем иного	1	1
201	еще раз	6	1
202	и более	3	1
203	та же	1	1
204	по преимуществу	1	1
205	пор в	1	1
206	же они	1	1
207	опирается на	2	1
208	всеми ее	1	1
209	все элементы	1	1
210	от его	1	1
211	что иное	1	1
212	сохраняя при	1	1
213	предыдущей главе	1	1
214	ведь именно	1	1
215	видим что	1	1
216	в процессе	4	1
217	данном случае	1	1
218	зрения своего	2	1
219	в очень	2	1
220	ли это	1	1
221	связи с	1	1
222	например у	3	1
223	здесь нет	2	1
224	раз и	2	1
225	объяснение он	1	1
226	если в	2	1
227	на язык	4	1
228	если понимать	1	1
229	очень часто	4	1
230	указать на	1	1
231	это последнее	2	1
232	должно быть	4	1
233	мы уже	9	1
234	к области	2	1
235	такую же	1	1
236	несколько слов	3	1
237	человек и	2	1
238	почти не	2	1
239	для ее	3	1
240	его с	2	1
241	она не	4	1
242	наших целей	1	1
243	да еще	2	1
244	на ее	2	1
245	она в	1	1
246	ровно ничего	2	1
247	что уже	2	1
248	явлений жизни	1	1
249	отличается еще	1	1
250	и ни	1	1
251	на другой	1	1
252	но такая	1	1
253	мы имеем	4	1
254	и у	8	1
255	для наших	1	1
256	в другом	1	1
257	сложное и	1	1
258	смысле то	1	1
259	несмотря на	3	1
260	с какою	2	1
261	в ней	8	1
262	которых он	1	1
263	из всех	1	1
264	говорить только	1	1
265	раз подчеркнуть	2	1
266	больших и	2	1
267	что эта	1	1
268	положение в	2	1
269	человека как	1	1
270	меняется в	1	1
271	а может	1	1
272	хотя и	10	1
273	человек с	1	1
274	с другой	4	1
275	и тогда	1	1
276	а это	2	1
277	подчеркнуть что	4	1
278	с ним	3	1
279	его распада	1	1
280	между различными	1	1
281	это уже	2	1
282	он не	5	1
283	кроме того	6	1
284	и из	3	1
285	себя самого	3	1
286	имеет с	1	1
287	и т.п	42	1
288	всюду где	2	1
289	и той	4	1
290	не соответствует	1	1
291	определенных условиях	1	1
292	одной и	1	1
293	но тем	1	1
294	она дает	1	1
295	что с	1	1
296	может развиваться	1	1
297	те же	1	1
298	между двумя	4	1
299	что дело	1	1
300	роль которую	1	1
301	а затем	5	1
302	в область	2	1
303	мы в	2	1
304	как у	5	1
305	увидим что	1	1
306	и вся	4	1
307	поэтому в	1	1
308	только на	3	1
309	но они	5	1
310	и их	6	1
311	и всегда	2	1
312	нужно сказать	2	1
313	все что	1	1
314	и та	1	1
315	если нет	1	1
316	и при	2	1
317	совершенно невозможно	1	1
318	на самом	2	1
319	одному и	2	1
320	смысле можно	1	1
321	здесь в	11	1
322	на которой	2	1
323	для них	2	1
324	определенным образом	1	1
325	можно было	2	1
326	xix века	2	1
327	форму которая	1	1
328	ни в	4	1
329	но только	2	1
330	новое время	4	1
331	и от	4	1
332	в начале	2	1
333	нами в	1	1
334	по отношению	6	1
335	стремится быть	1	1
336	еще в	1	1
337	именно эти	1	1
338	стороны и	1	1
339	большинство других	1	1
340	конечно не	11	1
341	и само	1	1
342	и тот	4	1
343	только в	10	1
344	позиции в	1	1
345	этот вопрос	3	1
346	углом зрения	4	1
347	все равно	6	1
348	различия между	1	1
349	же время	8	1
350	и может	1	1
351	так же	4	1
352	конечно нет	1	1
353	его в	4	1
354	ведь если	2	1
355	перед глазами	1	1
356	в обоих	1	1
357	явления то	1	1
358	отметить что	3	1
359	или как	1	1
360	в большинстве	9	1
361	без труда	1	1
362	нуждаются в	1	1
363	должен был	1	1
364	с человеком	3	1
365	чем в	2	1
366	всегда будет	1	1
367	в своих	4	1
368	не было	5	1
369	в предыдущей	1	1
370	ограничиться более	1	1
371	не опирается	1	1
372	с его	4	1
373	другом как	1	1
374	одно направление	1	1
375	один из	7	1
376	всегда и	3	1
377	в духе	10	1
378	и всюду	1	1
379	на это	1	1
380	если бы	1	1
381	существенно отличается	1	1
382	иного типа	1	1
383	и несколько	3	1
384	не знает	8	1
385	или в	7	1
386	под углом	3	1
387	а о	1	1
388	этого не	1	1
389	ни одного	1	1
390	много и	3	1
391	ничего общего	1	1
392	равно как	1	1
393	к одному	2	1
394	элемента в	1	1
395	наших дней	3	1
396	xviii и	3	1
397	и еще	2	1
398	их и	1	1
399	как его	2	1
400	понятия и	1	1
401	в эту	3	1
402	так называемый	1	1
403	мы говорим	2	1
404	находиться в	1	1
405	но эта	2	1
406	теперь мы	4	1
407	дело в	3	1
408	в споре	1	1
409	крайней мере	2	1
410	во многом	3	1
411	сами по	1	1
412	одного из	1	1
413	позволит нам	1	1
414	же как	1	1
415	по существу	7	1
416	очень сложную	1	1
417	сказать что	12	1
418	форму и	1	1
419	быть только	2	1
420	дальнейшем мы	1	1
421	это пока	1	1
422	жизни как	4	1
423	но для	2	1
424	что приводило	1	1
425	и благодаря	1	1
426	xviii века	3	1
427	именно в	3	1
428	уже на	4	1
429	что наш	1	1
430	и действительно	3	1
431	и до	6	1
432	представление о	3	1
433	на какое-нибудь	1	1
434	благодаря этому	1	1
435	отвлекается от	1	1
436	обратимся к	1	1
437	и ставит	1	1
438	другую сторону	2	1
439	этого развития	1	1
440	отношению к	5	1
441	в основу	1	1
442	как нет	1	1
443	одной из	6	1
444	от общей	1	1
445	более и	1	1
446	не сказано	1	1
447	конечно во	1	1
448	в своем	2	1
449	общего не	1	1
450	в корне	1	1
451	мы конечно	2	1
452	она и	1	1
453	уже знаем	1	1
454	но ведь	3	1
455	этом смысле	5	1
456	в связи	2	1
457	работы в	1	1
458	его почве	1	1
459	между ними	14	1
460	появляются новые	1	1
461	мы будем	3	1
462	во всей	5	1
463	может стать	4	1
464	это что	1	1
465	том что	9	1
466	обоих случаях	1	1
467	характерное для	2	1
468	до наших	3	1
469	рядом с	2	1
470	своему существу	1	1
471	в мире	8	1
472	и прежде	6	1
473	развития вот	1	1
474	всеми его	1	1
475	можем сказать	1	1
476	это просто	1	1
477	всю эту	1	1
478	жизни в	4	1
479	но не	9	1
480	дело идет	1	1
481	так в	1	1
482	нельзя сказать	2	1
483	она по	1	1
484	но если	4	1
485	здесь и	7	1
486	они не	5	1
487	правда не	1	1
488	развития для	1	1
489	по себе	3	1
490	всего происходящего	1	1
491	он сам	5	1
492	через все	2	1
493	не имеет	1	1
494	и могут	2	1
495	к этому	5	1
496	и сделал	1	1
497	в такой	1	1
498	все более	2	1
499	там где	3	1
500	он ставит	1	1
501	в то	8	1
502	целом эта	1	1
503	один и	1	1
504	по своим	2	1
505	по его	1	1
506	в отдельных	1	1
507	это совершенно	1	1
508	является только	1	1
509	этой области	2	1
510	и следовательно	1	1
511	или нет	1	1
512	пусть это	1	1
513	но это	7	1
514	для чего	1	1
515	форму этого	1	1
516	независимо от	1	1
517	но уже	2	1
518	и для	5	1
519	вопрос и	1	1
520	с ее	3	1
521	но самый	1	1
522	таким же	1	1
523	не что	1	1
524	и это	3	1
525	точка зрения	1	1
526	того же	5	1
527	такое объяснение	1	1
528	все время	2	1
529	и если	4	1
530	жизни которое	1	1
531	для нашей	1	1
532	только о	1	1
533	он с	1	1
534	на части	2	1
535	и его	13	1
536	жизни не	2	1
537	и особенно	3	1
538	в первых	1	1
539	вовсе не	12	1
540	о том	3	1
541	сих пор	8	1
542	в заключение	4	1
543	есть не	1	1
544	и вообще	3	1
545	мы проследим	1	1
546	по крайней	2	1
547	возможностей в	1	1
548	иное как	1	1
549	в новое	4	1
550	зрения и	2	1
551	своего развития	3	1
552	но конечно	3	1
553	человека и	10	1
554	к нему	3	1
555	никогда не	10	1
556	той или	2	1
557	исходным пунктом	1	1
558	на них	2	1
559	могли быть	2	1
560	свое время	4	1
