N	2gram	Bakhtin_Pr	VrazhdaK
400	с этим	3	1
401	еще один	1	1
402	во всех	4	1
403	до того	1	1
404	во всяком	7	1
405	в стиле	4	1
406	это и	5	1
407	бедного человека	2	1
408	было не	1	1
409	они эти	1	1
410	искать в	2	1
411	и довольно	1	1
412	то он	3	1
413	выражение в	6	1
414	и отчасти	1	1
415	во все	2	1
416	и ставил	1	1
417	чтобы объективно	1	1
418	достоевского был	2	1
419	того в	1	1
420	в полной	1	1
421	первый план	1	1
422	развиваться в	1	1
423	для создания	2	1
424	о бесах	1	1
425	знаем о	1	1
426	в мысли	1	1
427	не могли	1	1
428	замысла как	1	1
429	что этот	2	1
430	человека он	2	1
431	к страхову	1	1
432	и двусмысленный	1	1
433	это как	1	1
434	тотчас же	1	1
435	истине в	1	1
436	совпадает с	2	1
437	не любил	1	1
438	это за	1	1
439	но при	4	1
440	литературе при	1	1
441	существенно что	1	1
442	я ее	1	1
443	говорить не	1	1
444	потому что	8	1
445	роман не	1	1
446	но достоевский	1	1
447	живет в	1	1
448	также и	3	1
449	одну из	1	1
450	и речи	1	1
451	с тою	1	1
452	он часто	1	1
453	именно этот	1	1
454	нельзя не	1	1
455	только как	2	1
456	человека как	1	1
457	более всего	1	1
458	не всегда	2	1
459	в рассказе	2	1
460	он оставил	1	1
461	в ответ	1	1
462	для достоевского	8	1
463	позволяет нам	1	1
464	с героями	2	1
465	он ищет	2	1
466	быть и	2	1
467	во второй	2	1
468	с помощью	2	1
469	романа это	1	1
470	он принимает	1	1
471	в частности	1	1
472	достоевского вот	1	1
473	не будет	1	1
474	одним словом	1	1
475	и лишь	2	1
476	из своего	3	1
477	но зато	2	1
478	не могло	2	1
479	два человека	1	1
480	но они	2	1
481	с идеями	1	1
482	и их	3	1
483	он подошел	1	1
484	любил и	1	1
485	не с	1	1
486	одно и	1	1
487	отношении к	5	1
488	не об	2	1
489	всех этих	2	1
490	точно так	1	1
491	как он	3	1
492	не могла	1	1
493	из героев	2	1
494	в форме	8	1
495	и другом	1	1
496	называя его	1	1
497	себя на	2	1
498	стремится быть	1	1
499	русский народ	2	1
500	творчества достоевского	9	1
501	полемизирует с	1	1
502	этом смысле	12	1
503	привела к	1	1
504	проникнуть в	1	1
505	вот в	1	1
506	можно найти	1	1
507	от того	4	1
508	внутреннюю логику	1	1
509	вы не	1	1
510	которую он	3	1
511	что из	2	1
512	так он	1	1
513	человека и	2	1
514	в каком	1	1
515	каждый из	1	1
516	а от	1	1
517	без труда	1	1
518	свою очередь	1	1
519	вне его	4	1
520	от вас	1	1
521	у которого	1	1
522	идет о	5	1
523	романе не	1	1
524	с другой	7	1
525	слышать о	1	1
526	было бы	8	1
527	критика и	1	1
528	автора в	4	1
529	вячеслав иванов	3	1
530	быть прежде	1	1
531	что же	9	1
532	достоевский находил	1	1
533	среди них	5	1
534	как на	4	1
535	себя в	3	1
536	у себя	1	1
537	достоевского этот	1	1
538	известном смысле	1	1
539	которых он	1	1
540	однако в	3	1
541	и никогда	1	1
542	в плане	6	1
543	что для	2	1
544	то достоевский	1	1
545	бы его	1	1
546	той же	8	1
547	заключается в	1	1
548	молодой достоевский	1	1
549	могут быть	9	1
550	россии где	2	1
551	его отношения	1	1
552	сам в	1	1
553	до конца	10	1
554	в высшей	1	1
555	к которому	2	1
556	только при	1	1
557	в первой	3	1
558	и от	3	1
559	и есть	3	1
560	и гораздо	1	1
561	во всей	3	1
562	слово за	1	1
563	на этот	4	1
564	никому не	2	1
565	его оформления	1	1
566	по крайней	2	1
567	такой же	4	1
568	самораскрытие героя	1	1
569	идет не	2	1
570	не стоит	1	1
571	не все	1	1
572	от них	3	1
573	остается за	1	1
574	времени а	1	1
575	этом отношении	3	1
576	хотя он	1	1
577	а следовательно	2	1
578	же это	1	1
579	всяком случае	4	1
580	среде но	1	1
581	достоевский нашел	1	1
582	конце концов	7	1
583	независимо от	1	1
584	момент его	2	1
585	друг друга	4	1
586	материал и	4	1
587	с ее	1	1
588	всего романа	1	1
589	подполья но	1	1
590	из него	1	1
591	лишь один	2	1
592	же он	1	1
593	бы в	7	1
594	у вас	2	1
595	того же	3	1
596	в целом	8	1
597	крайней мере	2	1
598	не должна	3	1
599	утверждению о	1	1
600	едва ли	1	1
601	одного и	1	1
602	и наконец	7	1
603	в известной	1	1
604	ничего не	8	1
605	достоевского то	1	1
606	достоевский прежде	2	1
607	свободой и	1	1
608	органическое единство	2	1
609	и самый	1	1
610	человека но	2	1
611	поэтому он	2	1
612	к нему	11	1
613	более того	8	1
614	высшей степени	1	1
