N	2gram	Tiupa_Vved	StatiiOP
184	в их	2	8
185	а также	12	8
186	в какой	4	8
187	дело не	2	8
188	отношение к	5	8
189	и о	4	8
190	о чем	4	7
191	по себе	2	7
192	не мог	2	7
193	точка зрения	3	7
194	не просто	2	7
195	того же	1	7
196	гораздо более	1	7
197	на почве	1	7
198	в ее	1	7
199	что все	1	7
200	в эту	1	7
201	кажется что	1	7
202	как это	2	7
203	что для	2	7
204	из этого	1	7
205	во втором	4	7
206	то в	1	7
207	и то	1	7
208	можно назвать	2	7
209	карамзина в	1	7
210	том как	4	7
211	еще не	8	7
212	еще и	2	7
213	что здесь	1	7
214	одной из	1	7
215	на этот	2	7
216	нас нет	2	7
217	этой области	1	7
218	данном случае	15	7
219	уже в	2	7
220	в виде	1	7
221	но с	1	7
222	материал для	1	7
223	что этот	1	7
224	тем более	3	7
225	не все	2	7
226	с самого	1	7
227	русского языка	1	7
228	факт что	1	7
229	лишь в	4	7
230	отношению к	11	7
231	в словаре	1	7
232	вплоть до	2	7
233	случае в	1	6
234	на его	2	6
235	и сам	2	6
236	в жизни	7	6
237	говорить о	5	6
238	по отношению	11	6
239	даже в	3	6
240	ни одного	1	6
241	в отдельных	1	6
242	крайней мере	1	6
243	к нему	2	6
244	только не	1	6
245	в повестях	1	6
246	же как	1	6
247	одном из	1	6
248	о которых	2	6
249	этом смысле	1	6
250	в себе	15	6
251	и языка	1	6
252	он говорил	1	6
253	в особенности	3	6
254	и здесь	2	6
255	из которых	1	6
256	и все	8	6
257	том смысле	1	6
258	в известном	1	6
259	по крайней	1	6
260	идет о	3	6
261	в свет	1	6
262	тем же	1	6
263	и во	2	6
264	что я	2	6
265	с его	1	6
266	мы не	6	6
267	и я	1	6
268	в новом	1	6
269	должен быть	3	6
270	в одной	2	6
271	и вообще	1	6
272	еще до	2	6
273	в литературном	1	6
274	что на	4	6
275	которая была	1	5
276	при этом	43	5
277	не как	2	5
278	далее в	1	5
279	в духе	1	5
280	целый ряд	2	5
281	на эту	1	5
282	уже не	7	5
283	одной стороны	9	5
284	но они	3	5
285	можно ли	1	5
286	самого начала	1	5
287	том чтобы	2	5
288	евгений онегин	1	5
289	на протяжении	2	5
290	с одной	9	5
291	хотя и	10	5
292	его в	1	5
293	не была	1	5
294	не о	2	5
295	на себя	5	5
296	что не	2	5
297	даже не	1	5
298	в двух	1	5
299	же касается	2	5
300	в сторону	1	5
301	это были	2	5
302	если б	1	5
303	не приходится	1	5
304	в москве	1	5
305	она была	2	5
306	столь же	3	5
307	или иного	1	5
308	всех этих	1	5
309	не так	1	5
310	один из	3	5
311	и который	2	5
312	должна быть	3	5
313	для себя	2	5
314	из таких	1	5
315	о которой	4	5
316	не на	3	5
317	оно не	2	5
318	что ему	1	5
319	в слове	4	5
320	ни с	2	5
321	оба эти	1	5
322	и если	1	5
323	не могло	2	5
324	отношении к	1	5
325	не совсем	1	5
326	из истории	1	5
327	том же	1	5
328	но если	1	5
329	в мировой	1	5
330	точку зрения	2	5
331	текста в	3	5
332	это и	1	5
333	в прозе	1	5
334	раз в	1	5
335	в сущности	3	5
336	этого рода	1	5
337	на нее	2	5
338	а то	2	5
339	вообще не	1	5
340	ср у	2	5
341	во многом	1	5
342	и потому	2	5
343	того или	1	5
344	и только	2	5
345	не по	4	5
346	как он	2	5
347	которых в	2	5
348	одного из	3	5
349	как будто	6	5
350	все что	3	4
351	в центре	4	4
352	только что	1	4
353	которые не	2	4
354	и без	1	4
355	в первом	3	4
356	а именно	3	4
357	культуры в	1	4
358	не имели	2	4
359	было не	2	4
360	не существует	3	4
361	не могли	1	4
362	не всегда	2	4
363	на него	3	4
364	в пушкинской	1	4
365	который в	5	4
366	всего в	1	4
367	мы видим	1	4
368	и он	4	4
369	тому же	6	4
370	будто бы	3	4
371	очевидно что	2	4
372	в таком	2	4
373	в связи	1	4
374	одна из	5	4
375	на этом	1	4
376	не могут	1	4
377	и у	2	4
378	могло бы	4	4
379	что как	1	4
380	пребывания в	1	4
381	но как	1	4
382	для его	1	4
383	только с	1	4
384	на долю	1	4
385	и тот	1	4
386	иметь в	1	4
387	у которого	2	4
388	вопрос в	1	4
389	его времени	1	4
390	а потому	1	4
391	я уже	1	4
392	то есть	13	4
393	если в	3	4
394	известно что	1	4
395	и вполне	1	4
396	разумеется не	1	4
397	в форме	1	4
398	сами по	1	4
399	они не	3	4
400	в романе	6	4
401	обращается к	2	4
402	в процессе	1	4
403	как о	2	4
404	это время	2	4
405	и так	1	4
406	от его	1	4
407	да и	3	4
408	по своей	4	4
409	именно поэтому	1	4
410	все они	2	4
411	бы и	4	4
412	в основе	6	4
413	в значительной	2	4
414	связана с	1	4
415	как известно	2	4
416	относится к	1	4
417	быть не	4	4
418	в обоих	3	4
419	не знает	2	4
420	состоит в	23	4
421	не для	1	4
422	начиная с	3	4
423	в образе	1	4
424	с нею	1	4
425	значительной степени	2	4
426	этого термина	1	4
427	естественно что	1	4
428	бы на	1	4
429	как у	3	4
430	чем он	1	4
431	а на	4	4
432	или в	3	4
433	или иначе	2	4
434	в ряде	1	4
435	случае не	1	4
436	есть в	2	4
437	в каждой	1	4
438	мере в	2	4
439	он говорит	1	4
440	а по	1	4
441	и их	1	4
442	еще в	3	4
443	тем или	1	4
444	как мы	5	4
445	в период	2	4
446	в эпоху	1	4
447	для этого	2	4
448	но для	1	4
449	к числу	1	3
450	его от	1	3
451	или иной	5	3
452	чтобы в	1	3
453	более или	2	3
454	из нее	1	3
455	их в	3	3
456	ни для	1	3
457	себе в	1	3
458	при всей	3	3
459	к этой	1	3
460	данной категории	1	3
461	не должен	2	3
462	но эти	1	3
463	представляет собой	18	3
464	к своей	2	3
465	с помощью	1	3
466	не встречается	1	3
467	о них	4	3
468	может служить	4	3
469	и была	1	3
470	для которого	4	3
471	за рамки	1	3
472	видно что	2	3
473	его собственной	2	3
474	быть в	1	3
475	как я	1	3
476	во всей	1	3
477	от них	2	3
478	на котором	1	3
479	нет никаких	1	3
480	к этим	1	3
481	в обращении	1	3
482	ему не	1	3
483	на том	1	3
484	согласно которой	2	3
485	бы что	1	3
486	является и	1	3
487	ли и	1	3
488	столько же	1	3
489	как его	2	3
490	также в	1	3
491	и до	1	3
492	особенно в	3	3
493	бы в	4	3
494	не имел	1	3
495	на которую	1	3
496	не сумел	2	3
497	образцом для	1	3
498	в наше	1	3
499	эти слова	2	3
500	времени но	1	3
501	совсем не	1	3
502	в рассказе	15	3
503	не могла	1	3
504	или иное	1	3
505	к первому	1	3
506	известном смысле	1	3
507	на который	1	3
508	i и	1	3
509	каждого из	2	3
510	наше время	1	3
511	что до	2	3
512	чем у	1	3
513	при жизни	1	3
514	от нее	1	3
515	однако и	3	3
516	представляют собой	3	3
517	это уже	2	3
518	присутствует в	1	3
519	вот как	1	3
520	из того	1	3
521	гораздо раньше	1	3
522	той мере	2	3
523	со всеми	1	3
524	оказывается в	3	3
525	значения как	1	3
526	это выражение	1	3
527	отношения к	1	3
528	к его	5	3
529	себя и	1	3
530	бы не	3	3
531	который не	1	3
532	так называемая	1	3
533	о котором	5	3
534	которая не	2	3
535	перед нами	13	3
536	вытекает из	1	3
537	то и	2	3
538	в свою	5	3
539	наконец в	1	3
540	на основе	2	3
541	и вся	3	3
542	письма и	1	3
543	и ему	1	3
544	внимания на	1	3
545	на основании	1	3
546	слова с	1	3
547	а во	2	3
548	заметить что	2	3
549	в данной	2	3
550	но именно	3	3
551	в сознании	5	3
552	здесь не	2	3
553	только потому	1	3
554	то или	1	3
555	в классической	1	3
556	действующего лица	1	3
557	судя по	3	3
558	как к	1	3
559	этом случае	1	3
560	но на	2	3
561	смысле что	1	3
562	в нашей	1	3
563	том числе	1	3
564	сколько в	1	3
565	так в	5	3
566	он и	2	3
567	в заключительной	2	3
568	а к	3	3
569	ряде случаев	1	3
570	этого произведения	1	3
571	о жизни	2	3
572	с той	1	3
573	и как	2	3
574	не подлежит	2	3
575	этот раз	3	3
576	в сей	1	3
577	при таком	2	3
578	к концу	1	3
579	к своему	2	3
580	или менее	2	3
581	задний план	1	3
582	сомневаться в	1	3
583	здесь совершенно	1	3
584	могло быть	1	3
585	не хотел	1	3
586	которой можно	1	3
587	и ее	2	3
588	этом и	2	3
589	в голову	2	3
590	в остальном	1	3
591	свидетельствуют о	1	3
592	ли в	1	3
593	в каком-то	1	3
594	слова в	3	3
595	и наконец	2	3
596	не к	4	3
597	и уже	1	3
598	котором он	2	3
599	к подлинному	1	2
600	мы и	2	2
601	рассказ о	1	2
602	которая в	3	2
603	также не	1	2
604	можно спорить	1	2
605	дело с	4	2
606	из всех	1	2
607	с русской	1	2
608	в разных	2	2
609	с сюжетом	1	2
610	она стала	1	2
611	те же	2	2
612	потому не	2	2
613	значении которое	1	2
614	говорить что	1	2
615	по мере	2	2
616	а во-вторых	1	2
617	жизнь в	1	2
618	мысль о	2	2
619	принадлежат к	4	2
620	стороны в	1	2
621	обоих случаях	1	2
622	роль в	2	2
623	историей и	1	2
624	как более	1	2
625	по своим	3	2
626	есть только	1	2
627	он является	2	2
628	ли не	2	2
629	на материале	1	2
630	а что	1	2
631	сам же	1	2
632	большей части	4	2
633	говорится о	1	2
634	было в	2	2
635	следовало бы	1	2
636	которой он	1	2
637	имеет право	1	2
638	входит в	2	2
639	это особый	2	2
640	второй половины	1	2
641	из жизни	3	2
642	этот текст	2	2
643	чего не	1	2
644	за собой	1	2
645	втором случае	1	2
646	на пути	1	2
647	превращается в	1	2
648	а только	3	2
649	свою очередь	5	2
650	указания на	1	2
651	и еще	1	2
652	настоящее время	1	2
653	в контексте	4	2
654	как правило	6	2
655	именно так	1	2
656	имеем дело	5	2
657	в зависимости	1	2
658	они сами	1	2
659	иначе и	1	2
660	от себя	2	2
661	во франции	1	2
662	тут же	3	2
663	что можно	1	2
664	объясняется тем	1	2
665	проявляется в	1	2
666	в работах	1	2
667	именно то	1	2
668	в европейской	2	2
669	карамзина а	1	2
670	то она	1	2
671	исторического процесса	1	2
672	нужно не	1	2
673	а за	1	2
674	как по	2	2
675	и можно	1	2
676	евгении онегине	1	2
677	права на	1	2
678	в последние	1	2
679	такова что	3	2
680	и она	1	2
681	вследствие того	1	2
682	так сказать	2	2
683	между собой	2	2
684	на себе	1	2
685	той или	5	2
686	чтобы понять	1	2
687	в евгении	1	2
688	опираясь на	1	2
689	к слову	1	2
690	не хотелось	1	2
691	зрения в	1	2
692	с какой	1	2
693	в роман	1	2
694	в случае	4	2
695	но зато	1	2
696	сюда относятся	1	2
697	но только	1	2
698	где в	3	2
699	однако сам	1	2
700	самом тексте	1	2
701	в нее	1	2
702	в иных	1	2
703	которого в	1	2
704	истории и	1	2
705	рода в	2	2
706	это вовсе	1	2
707	что есть	1	2
708	едва ли	4	2
709	в общих	1	2
710	и от	3	2
711	об этих	1	2
712	не сразу	1	2
713	бы быть	1	2
714	писателя в	1	2
715	бы эти	1	2
716	его к	1	2
717	с ее	3	2
718	не случайно	1	2
719	он его	1	2
720	до его	1	2
721	не умеет	1	2
722	мы видели	3	2
723	быть и	2	2
724	и этот	1	2
725	за ним	1	2
726	мы встречаем	1	2
727	не существовало	1	2
728	текст в	1	2
729	к одной	2	2
730	через посредство	2	2
731	его с	2	2
732	на первом	1	2
733	фактов и	1	2
734	никак не	2	2
735	хотя в	2	2
736	это их	1	2
737	случаях в	1	2
738	для них	3	2
739	том значении	1	2
740	поэтому и	1	2
741	событий и	2	2
742	нам в	1	2
743	от своего	2	2
744	ни о	2	2
745	с ней	1	2
746	этом месте	1	2
747	но вот	1	2
748	этот тип	1	2
749	свидетельство о	1	2
750	тем о	1	2
751	жизни в	5	2
752	не до	3	2
753	из которого	1	2
754	своей жизни	3	2
755	как произведение	1	2
756	только одно	1	2
757	то он	2	2
758	тех же	2	2
759	это явление	1	2
760	на какой	1	2
761	это то	1	2
762	во мне	1	2
763	наших глазах	1	2
764	них как	2	2
765	не должны	1	2
766	зависимости от	1	2
767	не умею	1	2
768	и теперь	1	2
769	каждой из	1	2
770	значение для	1	2
771	в которую	1	2
772	для такой	1	2
773	иначе в	1	2
774	тогда как	16	2
775	было и	2	2
776	и той	1	2
777	в отличие	11	2
778	соответствии с	8	2
779	мог бы	2	2
780	ответа на	1	2
781	далеко не	5	2
782	характера и	1	2
783	всякий раз	2	2
784	он может	1	2
785	литература в	1	2
786	столько в	2	2
787	у них	3	2
788	в настоящее	1	2
789	исключительно в	3	2
790	тот же	1	2
791	с того	3	2
792	меня не	1	2
793	жизни но	1	2
794	истории литературы	1	2
795	не означает	1	2
796	одних и	1	2
797	это делает	1	2
798	значение в	1	2
799	произведения как	1	2
800	любви в	1	2
801	различие между	1	2
802	только по	1	2
803	свидетельствует о	5	2
804	который всегда	1	2
805	и вот	3	2
806	бы себе	1	2
807	которых он	1	2
808	в литературе	2	2
809	указание на	1	2
810	со словами	1	2
811	с их	2	2
812	отступление от	1	2
813	зависеть от	1	2
814	что является	1	2
815	этом не	2	2
816	к которым	1	2
817	как своего	1	2
818	в равной	1	2
819	как она	1	2
820	говорят о	2	2
821	по своему	3	2
822	сразу же	1	2
823	бы мы	2	2
824	и оно	2	2
825	но разумеется	1	2
826	другом случае	1	2
827	жизнь и	1	2
828	чтобы сделать	1	2
829	на свете	1	2
830	письма к	2	2
831	и тех	1	2
832	только к	1	2
833	в полной	1	2
834	отличие от	11	2
835	в поле	1	2
836	по большей	4	2
837	не могу	2	2
838	так называемой	2	2
839	знакомства с	1	2
840	однако ни	1	2
841	на другое	1	2
842	с языком	2	2
843	на меня	1	2
844	на четыре	1	2
845	расхождения между	1	2
846	в пределах	3	2
847	тем самым	6	2
848	всей его	2	2
849	его отношение	1	2
850	текста с	2	2
851	в рамках	5	2
852	числе и	1	2
853	же самое	2	2
854	впечатление которое	1	2
855	пути к	1	2
856	бы он	1	2
857	времени в	3	2
858	без малейшего	1	2
859	и иные	1	2
860	из другой	1	2
861	нуждается в	1	2
862	на всем	1	2
863	эти два	1	2
864	и совершенно	1	2
865	здесь следует	1	2
866	в известной	1	2
867	жизнью и	1	2
868	первом отношении	1	1
869	не выступает	1	1
870	во всем	1	1
871	мы можем	2	1
872	чем-то более	1	1
873	новое и	1	1
874	в настоящем	2	1
875	еще раз	1	1
876	никогда и	1	1
877	времени для	1	1
878	вывод из	1	1
879	героини и	1	1
880	т.е в	1	1
881	этому роду	1	1
882	без исключения	2	1
883	по всему	1	1
884	и игры	1	1
885	до самого	1	1
886	не исключает	1	1
887	с самим	2	1
888	для одного	1	1
889	строго говоря	2	1
890	в принципе	3	1
891	воплощенной в	1	1
892	окружающей его	1	1
893	и едва	2	1
894	становится очевидным	1	1
895	общения с	1	1
896	время не	1	1
897	иначе но	1	1
898	неведомо откуда	1	1
899	одному из	1	1
900	например с	1	1
901	только тот	1	1
902	же году	1	1
903	роман в	1	1
904	этом направлении	2	1
905	с собой	1	1
906	разговора с	1	1
907	основывается на	2	1
908	их не	1	1
909	предполагает в	1	1
910	он имеет	1	1
911	я за	1	1
912	но вполне	1	1
913	не хотят	2	1
914	по терминологии	3	1
915	именно они	1	1
916	приближается к	1	1
917	по мысли	5	1
918	см в	1	1
919	ходит по	1	1
920	после него	1	1
921	мира это	2	1
922	питательную среду	1	1
923	и другим	1	1
924	бы такую	1	1
925	в корне	1	1
926	я сказал	1	1
927	начинается с	2	1
928	и внутренне	2	1
929	различия в	1	1
930	оказаться в	1	1
931	духа в	1	1
932	о хорошем	1	1
933	его собственному	1	1
934	внимание к	2	1
935	нее есть	1	1
936	установку на	1	1
937	на происходящее	1	1
938	в ряду	2	1
939	подобные вопросы	1	1
940	только теперь	1	1
941	которому не	1	1
942	обращение к	1	1
943	следует подчеркнуть	5	1
944	и нет	1	1
945	освобождается от	1	1
946	и смерти	2	1
947	случай в	1	1
948	образом при	1	1
949	поле в	1	1
950	перестает быть	1	1
951	и того	3	1
952	некоторые из	1	1
953	при условии	1	1
954	а порой	1	1
955	я ни	1	1
956	которые мы	1	1
957	ее своим	1	1
958	знакомство с	1	1
959	или вернее	1	1
960	уже до	1	1
961	в приведенных	1	1
962	являются не	1	1
963	ночи на	1	1
964	имея в	1	1
965	действительно так	1	1
966	что вся	1	1
967	он ищет	1	1
968	одной и	1	1
969	двух или	4	1
970	особое место	1	1
971	только на	2	1
972	ну а	1	1
973	е годы	1	1
974	очень существенный	1	1
975	на границе	1	1
976	не вполне	4	1
977	как оно	2	1
978	своего читателя	2	1
979	в вопросе	1	1
980	в глаза	1	1
981	в пятом	2	1
982	с другим	1	1
983	это означало	1	1
984	к ним	4	1
985	обратим внимание	3	1
986	разумеется я	1	1
987	не становится	1	1
988	самом начале	1	1
989	у себя	1	1
990	вернуться к	2	1
991	наряду с	2	1
992	и оценки	1	1
993	языка как	1	1
994	в нашем	9	1
995	существует такая	1	1
996	и отдельные	1	1
997	это что	1	1
998	из трех	2	1
999	которая на	1	1
1000	в текст	1	1
1001	к несчастью	1	1
1002	речь о	1	1
1003	к вопросам	1	1
1004	когда в	2	1
1005	он сам	1	1
1006	также является	1	1
1007	отнести к	1	1
1008	истории история	1	1
1009	совсем недавно	1	1
1010	у которой	2	1
1011	является событием	2	1
1012	себя в	4	1
1013	вся эта	1	1
1014	о ней	4	1
1015	в науках	1	1
1016	иначе говоря	8	1
1017	ближе к	3	1
1018	представить себе	2	1
1019	еще одну	1	1
1020	повести о	1	1
1021	она и	1	1
1022	истории в	6	1
1023	сюжет в	1	1
1024	несет на	1	1
1025	еще раньше	1	1
1026	похожи на	1	1
1027	жить в	1	1
1028	отнимает у	1	1
1029	московской жизни	1	1
1030	указать на	1	1
1031	не видел	1	1
1032	в произведении	1	1
1033	следует сказать	1	1
1034	к себе	2	1
1035	от первого	1	1
1036	личной жизни	2	1
1037	если к	1	1
1038	по случайным	1	1
1039	начала и	2	1
1040	в воспитании	2	1
1041	условием для	1	1
1042	мышления с	1	1
1043	главы в	1	1
1044	о себе	1	1
1045	в с	1	1
1046	для полноты	1	1
1047	создается не	2	1
1048	была такова	1	1
1049	с другими	1	1
1050	не человек	1	1
1051	есть с	1	1
1052	и соответствующие	1	1
1053	преимущественно в	1	1
1054	в третьем	2	1
1055	роль этого	1	1
1056	об их	1	1
1057	так не	1	1
1058	оказывается для	1	1
1059	в особых	2	1
1060	знаков в	1	1
1061	и притом	3	1
1062	все необходимые	1	1
1063	о возможности	1	1
1064	можно признать	1	1
1065	обращении с	1	1
1066	муж и	1	1
1067	в несколько	1	1
1068	случаях это	1	1
1069	пути и	1	1
1070	от этих	2	1
1071	всех его	2	1
1072	в изложении	3	1
1073	тут и	1	1
1074	тот кто	2	1
1075	раскрывается в	1	1
1076	по аналогии	4	1
1077	которое в	4	1
1078	ответственности за	1	1
1079	и всю	1	1
1080	в ожидании	1	1
1081	историю как	1	1
1082	между этими	1	1
1083	в следующие	1	1
1084	где между	1	1
1085	будет зависеть	1	1
1086	как видим	1	1
1087	между ними	1	1
1088	не вытекает	1	1
1089	встречается в	1	1
1090	себе не	1	1
1091	хотя не	1	1
1092	человек в	4	1
1093	самое и	1	1
1094	из четырех	3	1
1095	значений которые	1	1
1096	в целях	1	1
1097	благодаря тому	1	1
1098	но существенно	1	1
1099	точек зрения	2	1
1100	было видно	1	1
1101	из одного	1	1
1102	но все-таки	1	1
1103	полагает что	1	1
1104	это тоже	1	1
1105	жизни то	2	1
1106	типа в	1	1
1107	ее только	1	1
1108	этой системе	1	1
1109	что мысли	1	1
1110	также ни	1	1
1111	войне и	2	1
1112	оно свидетельствует	1	1
1113	на сцену	1	1
1114	но имеет	1	1
1115	здесь как	2	1
1116	к истине	1	1
1117	от их	2	1
1118	материалом для	1	1
1119	женщине в	1	1
1120	его развития	1	1
1121	увидим ниже	1	1
1122	границы между	2	1
1123	какие-то люди	1	1
1124	говоря в	1	1
1125	отразилось в	1	1
1126	бы она	1	1
1127	текста и	4	1
1128	вклад в	1	1
1129	при отсутствии	3	1
1130	например мы	1	1
1131	на другой	2	1
1132	всего лишь	7	1
1133	с легкой	2	1
1134	в работе	1	1
1135	не один	2	1
1136	и собственно	1	1
1137	оснований для	1	1
1138	человека как	1	1
1139	ряда других	1	1
1140	самому себе	1	1
1141	и прочно	1	1
1142	речи и	1	1
1143	в ответ	2	1
1144	них но	1	1
1145	последние годы	1	1
1146	одно и	1	1
1147	и та	1	1
1148	сущности говоря	1	1
1149	в приведенном	2	1
1150	кажется и	1	1
1151	быть общим	1	1
1152	и хотя	1	1
1153	на стороне	1	1
1154	первый из	1	1
1155	в современной	7	1
1156	перед лицом	4	1
1157	но так	2	1
1158	из нас	1	1
1159	их более	1	1
1160	отношения с	1	1
1161	первого и	3	1
1162	но тут	1	1
1163	следует признать	6	1
1164	должны были	3	1
1165	произведение не	1	1
1166	под понятие	1	1
1167	прийти в	1	1
1168	могла бы	3	1
1169	в школе	1	1
1170	того кто	1	1
1171	чувствует что	2	1
1172	так называемую	1	1
1173	которого у	2	1
1174	не сливаются	1	1
1175	не говорится	3	1
1176	и глубоко	1	1
1177	он в	1	1
1178	однако в	9	1
1179	году в	2	1
1180	особенностей и	1	1
1181	его отца	1	1
1182	что жизнь	1	1
1183	я но	1	1
1184	и есть	2	1
1185	по замечанию	1	1
1186	как наивно	1	1
1187	в силу	2	1
1188	в смене	1	1
1189	языком в	1	1
1190	вовсе еще	1	1
1191	бы оно	1	1
1192	в совершенно	1	1
1193	виду его	1	1
1194	оно может	1	1
1195	следует заметить	2	1
1196	им прежде	1	1
1197	именно этой	1	1
1198	а главное	1	1
1199	чем и	2	1
1200	в культуре	2	1
1201	и играть	1	1
1202	это он	1	1
1203	жизни уже	1	1
1204	понять что	1	1
1205	границе между	1	1
1206	отказе от	1	1
1207	например слова	1	1
1208	и сами	2	1
1209	любви и	2	1
1210	этом очень	1	1
1211	др а	1	1
1212	люди в	1	1
1213	литературе это	1	1
1214	за ее	1	1
1215	но одновременно	2	1
1216	в последующих	1	1
1217	образом и	1	1
1218	этому времени	1	1
1219	хорошо ни	1	1
1220	в перспективе	2	1
1221	известную долю	1	1
1222	опирается на	1	1
1223	как с	1	1
1224	них в	1	1
1225	сравнительный анализ	1	1
1226	и предлагает	1	1
1227	себе представить	1	1
1228	в случаях	2	1
1229	и вследствие	4	1
1230	которой не	2	1
1231	личность это	1	1
1232	которых мы	1	1
1233	был бы	1	1
1234	героя в	3	1
1235	xix столетия	3	1
1236	речь как	1	1
1237	соответствовало бы	1	1
1238	содержит в	1	1
1239	чтобы стать	3	1
1240	с ним	3	1
1241	в наиболее	3	1
1242	и прекрасного	1	1
1243	он на	1	1
1244	в другой	1	1
1245	нашего времени	2	1
1246	характер и	1	1
1247	времени см	1	1
1248	в науке	1	1
1249	относится ни	1	1
1250	из толпы	1	1
1251	они в	1	1
1252	и автор	1	1
1253	и создает	1	1
1254	него нет	1	1
1255	совершенно иное	1	1
1256	очевидным что	1	1
1257	он лишь	1	1
1258	власти и	1	1
1259	связанная с	1	1
1260	здесь реплики	1	1
1261	мальчика и	1	1
1262	теперь на	1	1
1263	и бывшими	1	1
1264	этого процесса	1	1
1265	вместо того	2	1
1266	все то	1	1
1267	в соответствии	8	1
1268	самим собой	1	1
1269	сил и	1	1
1270	рассказал о	1	1
1271	первый шаг	1	1
1272	неожиданное для	1	1
1273	о самом	1	1
1274	который характеризуется	1	1
1275	на территории	1	1
1276	у будущего	1	1
1277	закономерный процесс	2	1
1278	в составе	3	1
1279	приведенных выше	1	1
1280	легкой руки	2	1
1281	значения и	2	1
1282	живой речи	1	1
1283	как история	1	1
1284	значении этого	1	1
1285	что могло	1	1
1286	для каждого	1	1
1287	похожим на	1	1
1288	за свое	1	1
1289	которые могут	2	1
1290	которого является	1	1
1291	произведение в	2	1
1292	по душе	1	1
1293	работы что	1	1
1294	приводит к	2	1
1295	сравнению с	1	1
1296	вследствие этого	5	1
1297	эта последняя	1	1
1298	время является	1	1
1299	почему оно	1	1
1300	ее судьба	1	1
1301	он мог	1	1
1302	такая точка	1	1
1303	второго лица	1	1
1304	который при	2	1
1305	особый род	1	1
1306	но оно	1	1
1307	автора является	1	1
1308	при всем	1	1
