N	2gram	Vygotskiy_	Vladivir
609	и этот	3	3
610	на почве	3	3
611	был бы	6	3
612	с такой	1	3
613	и при	3	3
614	была бы	2	3
615	от нас	1	3
616	он на	1	3
617	интерес к	2	3
618	себе не	4	3
619	том и	4	3
620	после прочтения	1	3
621	самом деле	19	3
622	от своего	1	3
623	с таким	18	3
624	если это	2	3
625	а уже	1	3
626	как о	1	3
627	с ними	2	3
628	в которых	5	3
629	мыслей и	3	3
630	сейчас же	5	3
631	этому поводу	3	3
632	я должен	1	3
633	бы с	1	3
634	ни у	2	3
635	ясно и	1	3
636	не имеют	1	3
637	с нами	1	3
638	не знаю	1	3
639	наконец в	2	3
640	достаточно указать	1	3
641	у меня	3	3
642	в стихотворении	1	3
643	мы хотели	2	3
644	не понимает	2	3
645	не меньше	1	3
646	отношении к	3	3
647	о своем	1	3
648	него с	1	3
649	в обществе	3	3
650	в из	1	3
651	речи с	2	3
652	только о	3	3
653	с того	2	3
654	именно к	2	3
655	произведения как	3	3
656	этой области	4	3
657	что такое	2	3
658	на вопрос	4	3
659	ее на	2	3
660	того как	5	3
661	том числе	1	3
662	на что	1	3
663	ни на	3	3
664	в согласии	3	3
665	ему только	2	3
666	в литературе	1	3
667	с их	1	3
668	с теми	2	3
669	а если	1	3
670	вот это	2	3
671	история и	1	3
672	указывает на	6	3
673	к положительной	1	3
674	в какой	6	3
675	могла быть	1	3
676	является не	1	3
677	имеет никакого	1	3
678	последнее время	2	3
679	один и	2	3
680	бы мы	3	3
681	особенно в	1	3
682	разумеется что	1	3
683	в полной	1	3
684	его не	3	3
685	может считаться	3	3
686	нечего и	1	3
687	к тем	1	3
688	а по	1	3
689	кто не	1	3
690	в трех	2	3
691	говоря о	2	3
692	этот факт	1	3
693	к которой	1	3
694	думать что	3	3
695	при всем	3	3
696	и всякая	1	3
697	всей его	1	3
698	в книге	2	3
699	которые в	3	3
700	все еще	1	3
701	как будто	10	3
702	том случае	3	3
703	тех пор	2	3
704	человек не	1	3
705	это в	4	3
706	которое мы	2	3
707	после своего	1	3
708	больше того	1	3
709	в той	2	2
710	является в	1	2
711	для всех	5	2
712	еще раз	1	2
713	на эти	2	2
714	ней не	2	2
715	есть прежде	1	2
716	случае мы	1	2
717	дело с	10	2
718	любовь к	1	2
719	к числу	3	2
720	человек есть	1	2
721	и говорить	2	2
722	потому не	4	2
723	а есть	2	2
724	которое является	1	2
725	то не	1	2
726	и само	1	2
727	отношений в	1	2
728	и которые	2	2
729	жизнь в	1	2
730	на такой	2	2
731	к более	2	2
732	например в	5	2
733	и другим	1	2
734	в собственном	4	2
735	себя к	1	2
736	совершенно новой	1	2
737	почему это	1	2
738	почти все	3	2
739	которое не	1	2
740	было написано	1	2
741	всем его	1	2
742	и того	1	2
743	всю его	1	2
744	при условии	1	2
745	вероятно не	1	2
746	в действительности	4	2
747	пор пока	2	2
748	имеет в	3	2
749	но эти	1	2
750	бы если	2	2
751	категорий с	1	2
752	заключается что	1	2
753	не всегда	2	2
754	в себя	3	2
755	в изучении	2	2
756	по учению	3	2
757	не имеем	1	2
758	нему и	1	2
759	приходит к	5	2
760	и была	2	2
761	его по	1	2
762	и те	5	2
763	можно ли	2	2
764	философии вообще	1	2
765	в вопросе	1	2
766	точке зрения	2	2
767	его точки	1	2
768	единство и	1	2
769	ни одного	1	2
770	казалось что	1	2
771	вообще и	2	2
772	и будем	2	2
773	он так	1	2
774	для всей	1	2
775	духа и	1	2
776	нигде не	2	2
777	чего он	1	2
778	на более	1	2
779	во всей	1	2
780	как результат	2	2
781	одна из	5	2
782	и всякого	1	2
783	именно с	1	2
784	достоевского но	1	2
785	никто так	1	2
786	литературу которая	1	2
787	с ее	3	2
788	но так	2	2
789	думается что	3	2
790	чем это	2	2
791	жизни с	4	2
792	о ней	4	2
793	не имеющих	1	2
794	все в	2	2
795	этого и	1	2
796	вот эта	1	2
797	подойти к	2	2
798	нечто иное	1	2
799	ум и	1	2
800	собой и	1	2
801	о двух	1	2
802	после того	2	2
803	которое он	2	2
804	что каждая	2	2
805	на том	2	2
806	в произведении	7	2
807	она в	2	2
808	но еще	1	2
809	что уже	1	2
810	первый раз	2	2
811	и совершенно	7	2
812	и легко	1	2
813	ссылается на	1	2
814	образом если	1	2
815	по двум	1	2
816	в ее	7	2
817	за эти	1	2
818	столько же	4	2
819	к чему	2	2
820	во внимание	4	2
821	вещи не	1	2
822	вещей и	2	2
823	обстоятельство что	1	2
824	в двух	1	2
825	по необходимости	2	2
826	он чувствовал	1	2
827	могло бы	5	2
828	но к	3	2
829	не иначе	1	2
830	сих пор	8	2
831	которая есть	1	2
832	чтобы понять	4	2
833	очень легко	2	2
834	в русской	1	2
835	выражение в	1	2
836	который является	1	2
837	должно иметь	1	2
838	личности и	1	2
839	его творчества	1	2
840	и вы	1	2
841	или же	2	2
842	к такой	1	2
843	должны быть	6	2
844	или иные	1	2
845	содержания и	3	2
846	что эта	4	2
847	не приходится	1	2
848	хотя в	1	2
849	и является	1	2
850	так просто	1	2
851	и тот	4	2
852	совершенно так	1	2
853	этого факта	2	2
854	а следовательно	1	2
855	почти всегда	3	2
856	тем и	2	2
857	смысла и	1	2
858	он хотел	1	2
859	конца и	1	2
860	что всякая	2	2
861	однако в	2	2
862	его как	1	2
863	всю человеческую	1	2
864	что только	3	2
865	существу дела	2	2
866	но ничего	1	2
867	в первой	1	2
868	теми же	2	2
869	образом в	3	2
870	же мы	2	2
871	которые были	1	2
872	это совершенно	3	2
873	имеет свою	1	2
874	впечатление и	1	2
875	он оказался	1	2
876	на это	2	2
877	она является	3	2
878	и ту	2	2
879	против этого	1	2
880	не мешает	1	2
881	и может	3	2
882	утверждать что	9	2
883	жизни но	1	2
884	до сих	8	2
885	та же	4	2
886	за ним	2	2
887	учением о	1	2
888	и свою	1	2
889	себе представить	2	2
890	если в	2	2
891	которые он	1	2
892	должна быть	3	2
893	тогда когда	7	2
894	и должно	1	2
895	есть для	2	2
896	и философии	2	2
897	в другой	3	2
898	из которых	5	2
899	поэтому в	1	2
900	здесь с	1	2
901	их как	1	2
902	как воплощение	1	2
903	разобраться в	1	2
904	однако он	1	2
905	со всеми	5	2
906	такого же	1	2
907	взглядами и	1	2
908	однако что	1	2
909	же раз	1	2
910	наряду со	1	2
911	имеет значение	1	2
912	из следующих	1	2
913	на месте	1	2
914	как не	2	2
915	с такими	1	2
916	и затем	1	2
917	я хочу	2	2
918	может не	1	2
919	он прямо	1	2
920	поэзии и	8	2
921	том как	2	2
922	знает что	1	2
923	есть она	1	2
924	во сне	2	2
925	к той	1	2
926	в известных	3	2
927	бросается в	1	2
928	его и	4	2
929	он же	3	2
930	не является	5	2
931	может осуществиться	1	2
932	в основе	13	2
933	тот кто	2	2
934	близости к	1	2
935	и заключается	4	2
936	относится к	4	2
937	это то	1	2
938	это все	3	2
939	и поэтому	3	2
940	а может	1	2
941	но лишь	1	2
942	человека от	1	2
943	время к	1	2
944	и уже	2	2
945	только тогда	8	2
946	те или	1	2
947	со всей	1	2
948	и об	2	2
949	нет никакой	3	2
950	не потому	3	2
951	что такая	1	2
952	я хотел	2	2
953	потому и	1	2
954	он дает	3	2
955	он все	2	2
956	не за	1	2
957	ни было	2	2
958	для изучения	1	2
959	в глазах	1	2
960	правды и	1	2
961	говорил что	2	2
962	и самым	2	2
963	этого слова	5	2
964	как предмет	2	2
965	от всякой	1	2
966	в самой	2	2
967	а об	1	2
968	литературы и	1	2
969	из этой	1	2
970	от всякого	1	2
971	подход к	3	2
972	ответ на	2	2
973	стоит на	1	2
974	которым он	1	2
975	был оставлен	1	2
976	они не	1	2
977	и пр	1	2
978	раз из	2	2
979	в первый	3	2
980	и учение	1	2
981	ничего кроме	2	2
982	что каждый	1	2
983	же не	1	2
984	слова а	1	2
985	имел в	1	2
986	в русском	4	2
987	все равно	1	2
988	и постоянно	1	2
989	с другими	2	2
990	что ни	2	2
991	с чисто	1	2
992	а о	1	2
993	дать только	1	2
994	когда оно	2	2
995	существу то	1	2
996	которые мы	4	2
997	и которая	1	2
998	было в	1	2
999	в эпоху	1	2
1000	можно не	1	2
1001	непонятным и	1	2
1002	с той	2	2
1003	признаки и	1	2
1004	это очень	1	2
1005	таком случае	3	2
1006	что а	1	2
1007	виде в	1	2
1008	меньше всего	3	2
1009	мира и	1	2
1010	разницы между	3	2
1011	идеи и	2	2
1012	обращаются к	1	2
1013	от других	3	2
1014	с первого	1	2
1015	людей в	1	2
1016	этих двух	4	2
1017	что эти	3	2
1018	к одному	5	2
1019	без всякой	1	2
1020	поскольку она	2	2
1021	еще до	1	2
1022	человека в	1	2
1023	выходит что	1	2
1024	до тех	3	2
1025	она должна	2	2
1026	случае если	2	2
1027	в самых	3	2
1028	то чего	1	2
1029	не могу	1	2
1030	как уже	1	2
1031	назад к	2	2
1032	нужно было	1	2
1033	и их	4	2
1034	в нашей	4	2
1035	стороны и	3	2
1036	но вместе	1	2
1037	что из	1	2
1038	этой теории	8	2
1039	не хотел	1	2
1040	нами и	1	2
1041	он их	1	2
1042	одного из	1	2
1043	к изучению	1	2
1044	для такого	2	2
1045	и понятия	2	2
1046	даже для	2	2
1047	в высшей	1	2
1048	может показаться	2	2
1049	эту мысль	2	2
1050	говорить об	1	2
1051	только после	1	2
1052	при изучении	1	2
1053	что вся	2	2
1054	если она	2	2
1055	этому вопросу	1	2
1056	не можем	3	2
1057	некоторые черты	1	2
1058	от изучения	1	1
1059	такой взгляд	1	1
1060	для самого	2	1
1061	и тонкий	1	1
1062	с помощью	1	1
1063	новое и	1	1
1064	и теоретическая	1	1
1065	к сожалению	1	1
1066	только из	9	1
1067	человеческой души	1	1
1068	мы найдем	2	1
1069	религии и	1	1
1070	сама собой	1	1
1071	чтобы дать	1	1
1072	со всем	1	1
1073	как здесь	1	1
1074	объясняется то	1	1
1075	исходя из	4	1
1076	творчества в	2	1
1077	это удается	1	1
1078	описывает и	1	1
1079	все люди	1	1
1080	той самой	1	1
1081	на степени	1	1
1082	с за	1	1
1083	людей но	1	1
1084	его за	1	1
1085	в философию	1	1
1086	а у	1	1
1087	плоскости с	1	1
1088	и творческая	1	1
1089	против него	1	1
1090	вещи и	1	1
1091	самое важное	1	1
1092	объяснения его	1	1
1093	в пользу	1	1
1094	раз мы	1	1
1095	самой идее	1	1
1096	это объяснение	1	1
1097	не зависит	1	1
1098	привести к	1	1
1099	жить и	1	1
1100	мы ее	1	1
1101	вещей с	1	1
1102	на нас	2	1
1103	а потому	5	1
1104	не являются	1	1
1105	воззрение на	1	1
1106	это легко	1	1
1107	идее и	1	1
1108	касается до	1	1
1109	образом и	4	1
1110	трактует как	1	1
1111	прямо называл	1	1
1112	быть может	2	1
1113	противоречие с	4	1
1114	с собой	1	1
1115	и такое	1	1
1116	однако при	1	1
1117	и самые	1	1
1118	является настоящим	1	1
1119	минуту не	1	1
1120	по пути	1	1
1121	всю историю	2	1
1122	на которых	1	1
1123	другое есть	1	1
1124	такими же	1	1
1125	писателя и	1	1
1126	психологии а	1	1
1127	из нее	1	1
1128	мысль о	1	1
1129	как об	1	1
1130	сам собой	3	1
1131	в полемике	1	1
1132	у людей	1	1
1133	его основной	1	1
1134	иначе как	3	1
1135	из всего	1	1
1136	порядка и	2	1
1137	к другим	2	1
1138	писал мною	1	1
1139	неужели и	1	1
1140	основании всех	1	1
1141	сказал вот	1	1
1142	эти черты	1	1
1143	в корне	1	1
1144	как первая	1	1
1145	и творчества	1	1
1146	метода и	2	1
1147	без которого	2	1
1148	большим и	2	1
1149	если кто	1	1
1150	не сторонник	1	1
1151	только через	1	1
1152	одновременно и	1	1
1153	и мистически	1	1
1154	только ее	3	1
1155	ли из	2	1
1156	он описывает	1	1
1157	эти направления	1	1
1158	другое дело	1	1
1159	может дать	2	1
1160	попасть в	1	1
1161	а последний	1	1
1162	он есть	1	1
1163	как цель	1	1
1164	от решения	1	1
1165	целым рядом	2	1
1166	я их	1	1
1167	речь идет	4	1
1168	что писал	1	1
1169	выводу что	2	1
1170	на таком	1	1
1171	же самая	2	1
1172	тогда как	1	1
1173	по другой	1	1
1174	этом принципе	1	1
1175	гораздо больше	1	1
1176	и нет	2	1
1177	а вместе	1	1
1178	взятый сам	1	1
1179	что сказать	1	1
1180	к теории	1	1
1181	нам не	1	1
1182	во все	2	1
1183	этой психологии	1	1
1184	и стремления	1	1
1185	никакой разницы	1	1
1186	почему все	1	1
1187	с конца	2	1
1188	жизни когда	1	1
1189	эти чувства	1	1
1190	важно и	1	1
1191	по тем	1	1
1192	со времени	1	1
1193	быть мы	1	1
1194	наоборот он	1	1
1195	духовной жизни	1	1
1196	считает себя	1	1
1197	в приведенных	1	1
1198	представления о	2	1
1199	в нескольких	1	1
1200	особенности же	1	1
1201	жизнь а	1	1
1202	бы из	1	1
1203	это его	1	1
1204	согласны с	1	1
1205	представляет собой	2	1
1206	поэтому если	1	1
1207	искусства и	24	1
1208	его собственной	1	1
1209	вот почему	1	1
1210	мы очень	1	1
1211	переводе на	1	1
1212	значительной мере	1	1
1213	больше в	1	1
1214	и поэтического	1	1
1215	сознания в	1	1
1216	уже было	1	1
1217	и той	5	1
1218	одной и	6	1
1219	из самого	2	1
1220	и влияние	1	1
1221	наталкивается на	1	1
1222	а когда	1	1
1223	когда она	6	1
1224	словами все	1	1
1225	мы все	3	1
1226	исследования и	4	1
1227	о них	1	1
1228	за собой	1	1
1229	в различных	1	1
1230	и когда	5	1
1231	связь между	1	1
1232	существу своему	2	1
1233	та что	1	1
1234	а между	1	1
1235	уже как	1	1
1236	для своей	1	1
1237	природы но	1	1
1238	как таковую	1	1
1239	так мы	1	1
1240	перед ним	1	1
1241	жил и	1	1
1242	убедиться в	2	1
1243	учению о	3	1
1244	я думаю	2	1
1245	к ним	4	1
1246	могут и	1	1
1247	всяких других	1	1
1248	обстоятельно и	1	1
1249	разрешения этой	1	1
1250	утверждал что	3	1
1251	идет только	1	1
1252	из всех	4	1
1253	когда человек	1	1
1254	этом она	1	1
1255	его зависимость	1	1
1256	проблемы мы	2	1
1257	например когда	2	1
1258	когда тот	1	1
1259	без ответа	1	1
1260	объяснение в	1	1
1261	к которому	1	1
1262	имеем дело	2	1
1263	ли она	1	1
1264	следует что	1	1
1265	стороны оно	1	1
1266	который раньше	1	1
1267	метод анализа	1	1
1268	не поймет	1	1
1269	теории и	1	1
1270	и науки	1	1
1271	согласиться с	2	1
1272	что именно	4	1
1273	к вопросам	1	1
1274	элементы которые	1	1
1275	как всякое	1	1
1276	если эта	1	1
1277	политической экономии	1	1
1278	в сфере	1	1
1279	что отношение	1	1
1280	до какой	1	1
1281	жизнь оказывается	1	1
1282	бы так	1	1
1283	с темой	1	1
1284	схемами и	1	1
1285	эта тенденция	2	1
1286	и чувства	1	1
1287	и большим	1	1
1288	в системе	1	1
1289	искусство с	1	1
1290	раз на	1	1
1291	свои собственные	1	1
1292	человека то	2	1
1293	что обычно	1	1
1294	что имеет	1	1
1295	психологии в	3	1
1296	образом на	1	1
1297	этого что	2	1
1298	было объявлено	1	1
1299	свое собственное	2	1
1300	мы скажем	1	1
1301	представить себе	5	1
1302	в распоряжении	1	1
1303	он имел	1	1
1304	такой степени	2	1
1305	свою работу	2	1
1306	известных и	1	1
1307	не соглашаться	1	1
1308	привело к	1	1
1309	видели что	2	1
1310	конечно дает	1	1
1311	о влиянии	2	1
1312	человека именно	2	1
1313	мы видим	8	1
1314	все его	1	1
1315	которое будучи	1	1
1316	мышления и	3	1
1317	отсюда сам	1	1
1318	хотелось бы	1	1
1319	том насколько	1	1
1320	от его	1	1
