N	2gram	Tiupa_Narr	EvropaiE
210	свою очередь	2	2
211	одна и	1	2
212	еще более	1	2
213	но также	1	2
214	мира но	1	2
215	что это	4	2
216	хотя и	8	2
217	с этим	1	2
218	какой бы	1	2
219	его на	1	2
220	из того	1	2
221	например с	1	2
222	для них	2	2
223	с другими	1	2
224	то не	1	2
225	другой стороны	2	2
226	в европейской	1	2
227	участие в	2	2
228	наше внимание	1	2
229	в этих	3	2
230	не могут	1	2
231	и наиболее	1	2
232	всех прочих	1	2
233	также в	2	2
234	но с	1	2
235	в своих	2	2
236	как же	1	2
237	при условии	1	2
238	от друга	1	2
239	если бы	9	2
240	или в	7	2
241	что к	1	2
242	и с	3	2
243	человеческой культуры	1	2
244	в стране	1	2
245	и все	7	2
246	в не	1	2
247	или хотя	1	2
248	этой культуры	1	2
249	в какой	2	2
250	имеет место	4	2
251	вместе с	3	2
252	и как	4	2
253	нас к	1	2
254	как не	1	2
255	случаях когда	1	2
256	есть в	1	2
257	но по	1	2
258	в мире	8	2
259	же мало	1	2
260	между собой	3	2
261	между ними	3	2
262	сравнению с	1	2
263	поскольку он	1	2
264	в сторону	1	2
265	друг от	1	2
266	в других	2	2
267	а именно	2	2
268	совершенно прав	1	2
269	к той	1	2
270	а поскольку	1	2
271	только одно	1	2
272	большей части	5	2
273	вопрос не	1	2
274	не говоря	1	2
275	но как	3	2
276	субъективная ценность	1	2
277	только к	3	2
278	и более	2	2
279	в котором	3	2
280	следовало бы	1	2
281	не означает	1	2
282	же к	1	2
283	и что	1	2
284	более чем	2	2
285	она не	2	2
286	в значительной	1	2
287	по сравнению	1	2
288	своему характеру	2	2
289	он не	8	2
290	мы должны	1	2
291	в развитии	1	2
292	и теперь	1	2
293	к такой	1	2
294	а не	27	2
295	и та	1	2
296	в одном	5	2
297	частности в	2	2
298	на основании	1	2
299	целый ряд	1	2
300	тому или	1	2
301	далеко не	6	2
302	этот вопрос	1	2
303	и другая	2	2
304	по своей	3	2
305	а в	19	2
306	в большинстве	1	2
307	или иному	1	2
308	а тем	1	2
309	в этой	8	2
310	и еще	2	2
311	во многом	1	2
312	главным образом	1	2
313	на уровне	1	2
314	мог бы	1	2
315	наряду с	2	2
316	начиная с	3	2
317	могут быть	1	2
318	но именно	3	2
319	что все	1	2
320	в будущее	1	2
321	в силу	5	2
322	на этот	2	2
323	же в	6	2
324	жизни и	7	2
325	происходит в	1	2
326	как будто	4	2
327	он сам	4	2
328	решения проблемы	1	2
329	в случае	4	2
330	бы от	1	2
331	ведь и	1	2
332	мира не	1	2
333	поскольку она	1	2
334	точка зрения	5	2
335	бы в	2	2
336	меньшей степени	2	2
337	или точнее	1	2
338	исключительно в	3	2
339	войны и	4	2
340	не можем	2	2
341	и наконец	2	2
342	что на	4	2
343	но поскольку	1	2
344	не к	4	2
345	течением времени	1	2
346	к нему	5	2
347	эти не	1	1
348	поскольку не	2	1
349	жизни но	3	1
350	в формировании	1	1
351	ближе к	1	1
352	представить себе	3	1
353	во всем	1	1
354	что автор	1	1
355	об их	1	1
356	ли найдется	1	1
357	из эпизодов	1	1
358	душе и	1	1
359	является в	1	1
360	в свое	1	1
361	находятся в	1	1
362	все что	4	1
363	ее и	1	1
364	скоро и	1	1
365	в состав	5	1
366	для всех	1	1
367	в более	1	1
368	в центре	4	1
369	один из	8	1
370	человеческой жизни	3	1
371	та же	2	1
372	в определенный	1	1
373	значение в	1	1
374	с которыми	1	1
375	приблизиться к	1	1
376	аналогии с	1	1
377	отражение в	1	1
378	как с	1	1
379	может не	1	1
380	фактора в	1	1
381	различие между	1	1
382	и было	1	1
383	и всей	1	1
384	и среди	1	1
385	они являются	1	1
386	указать на	1	1
387	должно быть	1	1
388	в случаях	1	1
389	к этой	1	1
390	которая в	2	1
391	в общий	1	1
392	за исключением	1	1
393	том числе	1	1
394	уже в	1	1
395	например в	2	1
396	которых мы	1	1
397	в жизни	9	1
398	внимание на	7	1
399	для себя	3	1
400	тем для	1	1
401	всего мира	1	1
402	дело с	4	1
403	при этом	31	1
404	можно представить	1	1
405	для него	8	1
406	такая постановка	1	1
407	бы на	1	1
408	и служат	1	1
409	с ним	6	1
410	тем как	1	1
411	настоящего и	1	1
412	что при	1	1
413	получает в	1	1
414	зрения развития	1	1
415	в формах	2	1
416	он на	1	1
417	определенный момент	1	1
418	что с	2	1
419	конечно но	1	1
420	являет собой	5	1
421	не как	1	1
422	истории в	8	1
423	в принципе	6	1
424	которые по	1	1
425	поэтому в	1	1
426	за всех	1	1
427	нас в	2	1
428	здесь говорить	1	1
429	что произошло	1	1
430	не являются	2	1
431	сейчас и	1	1
432	может остаться	1	1
433	со своим	2	1
434	занять место	1	1
435	к еще	1	1
436	у нас	4	1
437	когда его	1	1
438	возможность такого	1	1
439	выступает в	2	1
440	развернуть в	1	1
441	как нечто	1	1
442	быть может	1	1
443	в третьем	4	1
444	что между	1	1
445	различия между	1	1
446	тому же	9	1
447	однако не	2	1
448	а на	2	1
449	мыслится как	2	1
450	связь с	1	1
451	оно не	4	1
452	даже вовсе	1	1
453	не было	3	1
454	связи с	3	1
455	если не	4	1
456	более или	2	1
457	и будущего	2	1
458	не представляется	1	1
459	на которых	1	1
460	на свой	1	1
461	не о	2	1
462	но все	1	1
463	к некоторому	1	1
464	и сам	4	1
465	или иначе	2	1
466	как по	2	1
467	будто к	1	1
468	наряду со	1	1
469	с таким	1	1
470	современного человека	1	1
471	но совершенно	1	1
472	так называемый	1	1
473	и где	1	1
474	по природе	1	1
475	что за	1	1
476	мысль о	1	1
477	по отношению	5	1
478	невозможна вне	1	1
479	на территории	1	1
480	что не	2	1
481	значения как	1	1
482	для развития	1	1
483	или на	1	1
484	качестве одной	1	1
485	то время	1	1
486	сводится к	10	1
487	принадлежат к	1	1
488	не сразу	1	1
489	можно назвать	2	1
490	тому что	4	1
491	xx века	1	1
492	в ряде	2	1
493	в корне	1	1
494	оно всегда	1	1
495	с той	2	1
496	в связи	3	1
497	лишь на	1	1
498	звучит как	1	1
499	в последнем	1	1
500	следует понимать	1	1
501	с ними	5	1
502	в соответствии	8	1
503	время как	1	1
504	пока что	2	1
505	этот раз	1	1
506	для каждого	1	1
507	все эти	3	1
508	на земле	1	1
509	по ее	1	1
510	с еще	1	1
511	все же	10	1
512	наоборот при	1	1
513	которая при	1	1
514	при таком	1	1
515	есть только	1	1
516	противном случае	1	1
517	том смысле	1	1
518	своего существования	2	1
519	и т	3	1
520	одно из	2	1
521	внимание что	1	1
522	ли не	3	1
523	в такой	1	1
524	в исторической	1	1
525	один и	2	1
526	его жизни	5	1
527	который не	2	1
528	на минуту	1	1
529	ли он	2	1
530	в новом	1	1
531	о котором	4	1
532	в двух	2	1
533	которое не	2	1
534	обращенный к	1	1
535	ко второй	1	1
536	с большей	1	1
537	ни для	1	1
538	речь идет	3	1
539	был не	1	1
540	все так	1	1
541	в каждой	1	1
542	об этом	8	1
543	также к	1	1
544	говорит об	1	1
545	или менее	2	1
546	тогда как	23	1
547	уже не	11	1
548	и вообще	1	1
549	отметим что	1	1
550	в аспекте	3	1
551	казалось бы	2	1
552	а для	4	1
553	к жизни	3	1
554	для мышления	1	1
555	в иные	1	1
556	и некоторого	1	1
557	интересующей нас	1	1
558	не менее	6	1
559	большей или	2	1
560	могли бы	1	1
561	поскольку это	1	1
562	которые не	1	1
563	признать что	1	1
564	том случае	1	1
565	полной мере	1	1
566	своей судьбой	1	1
567	где этот	1	1
568	от себя	1	1
569	некоторые из	1	1
570	а к	3	1
571	в основе	1	1
572	осуществляется в	1	1
573	и сами	2	1
574	не сводится	8	1
575	зависит от	3	1
576	выше и	1	1
577	не случайна	1	1
578	отличие от	6	1
579	же обстоит	1	1
580	мы увидим	1	1
581	что мы	2	1
582	на этом	1	1
583	чтобы в	1	1
584	освободиться от	2	1
585	собой это	1	1
586	случае если	1	1
587	бы она	1	1
588	по большей	5	1
589	и направляет	1	1
590	тех кто	1	1
591	действительности как	1	1
592	роли и	1	1
593	то и	3	1
594	связь и	1	1
595	человеческого бытия	2	1
596	ли признать	1	1
597	каждого из	2	1
598	говорить не	1	1
599	в мировой	1	1
600	относится к	1	1
601	в последних	1	1
602	и иных	3	1
603	более того	1	1
604	вместо того	1	1
605	и неизбежно	1	1
606	являются не	1	1
607	другой в	1	1
608	оснований для	2	1
609	с совершенно	1	1
610	именно поэтому	1	1
611	времени в	3	1
612	можно развернуть	2	1
613	из их	1	1
614	когда в	4	1
615	в новой	1	1
616	на пересечении	1	1
617	производство и	1	1
618	слова и	1	1
619	стороне от	1	1
620	быть и	3	1
621	не исключено	1	1
622	для нее	2	1
623	на планете	1	1
624	но они	4	1
625	что эта	1	1
626	свое существование	1	1
627	за свои	1	1
628	тех же	1	1
629	при такой	3	1
630	мы именуем	1	1
631	в тех	1	1
632	и когда	3	1
633	вспомним что	1	1
634	от других	1	1
635	за пределы	1	1
636	удалены от	1	1
637	и детей	1	1
638	не обязательно	3	1
639	в начале	4	1
640	для мировой	1	1
641	есть некоторая	1	1
642	еще в	4	1
643	входит в	2	1
644	где в	3	1
645	и до	1	1
646	даже не	1	1
647	значительной степени	1	1
648	находящиеся в	1	1
649	перед лицом	1	1
650	чтобы не	1	1
651	на практике	1	1
652	этих случаях	1	1
653	реальности в	1	1
654	определенного рода	1	1
655	даже с	1	1
656	в обоих	4	1
657	как то	1	1
658	и наоборот	1	1
659	то его	1	1
660	иной степени	1	1
661	и человечества	1	1
662	со множеством	1	1
663	бытия это	1	1
664	как известно	3	1
665	которая как	1	1
666	состоит в	19	1
667	имело бы	1	1
668	лишь в	3	1
669	чем это	2	1
670	в рамках	6	1
671	параллели между	1	1
672	претендовать на	1	1
673	или меньшей	1	1
674	то чтобы	2	1
675	числе и	1	1
676	истории и	1	1
677	значение и	1	1
678	в отличие	6	1
679	соответствии с	7	1
680	к двум	2	1
681	одного из	6	1
682	она может	2	1
683	что для	1	1
684	для такого	1	1
685	на осуществление	1	1
686	и тот	1	1
687	той же	2	1
688	и утверждается	1	1
689	сдвиг в	1	1
690	мы бы	1	1
691	существует в	1	1
692	качестве одного	1	1
693	и ее	3	1
694	которое мы	1	1
695	свести к	2	1
696	такая же	1	1
697	существование хотя	1	1
698	быть в	2	1
699	что может	2	1
700	тот же	1	1
701	но возможно	2	1
702	оказались бы	1	1
703	в нашем	4	1
704	к которому	1	1
705	с собой	2	1
706	к обычному	1	1
707	мы будем	1	1
708	то она	1	1
709	с которым	1	1
710	вплоть до	5	1
711	на будущее	1	1
712	ряде случаев	2	1
713	в сознании	6	1
714	бытия и	1	1
715	в полном	1	1
716	приобщения к	1	1
717	ней в	2	1
718	предстали бы	1	1
719	и о	4	1
720	себя с	1	1
721	который в	2	1
722	одна из	5	1
723	этом процессе	1	1
724	которые мы	1	1
725	с его	6	1
726	и его	12	1
727	его к	1	1
728	в противном	1	1
729	т д	1	1
730	что даже	1	1
731	исключено что	1	1
732	эти два	2	1
733	в нем	9	1
734	не будут	1	1
735	но это	2	1
736	для этого	1	1
737	она есть	1	1
738	с ее	3	1
739	для всего	1	1
740	обратиться к	2	1
741	именно таким	1	1
742	означает что	1	1
743	в самой	1	1
744	они могут	2	1
745	настоящего времени	1	1
746	лицо и	2	1
747	в большей	1	1
748	одного и	2	1
749	на рубеже	2	1
750	жизнью и	1	1
751	мировой истории	1	1
752	свое собственное	1	1
753	его можно	1	1
754	гораздо более	1	1
755	как некий	1	1
756	вне сознания	2	1
757	ними но	1	1
