N	3gram	Potebnia_M	Istorich
318	мы должны бы	1	1
319	в чем же	1	1
320	хотя в этом	1	1
321	если бы при	1	1
322	но и со	1	1
323	в этом смысле	2	1
324	заключается не только	1	1
325	и относится к	1	1
326	состоит не в	2	1
327	в свое время	1	1
328	было бы не	1	1
329	но столь же	1	1
330	одно за другим	2	1
331	связаны между собою	1	1
332	и к тому	1	1
333	ответ на это	2	1
334	тем более что	1	1
335	в этой работе	1	1
336	до тех пор	5	1
337	в его руках	1	1
338	того что происходит	1	1
339	это можно утверждать	1	1
340	но в разных	1	1
341	в ней самой	1	1
342	он может быть	1	1
343	а потом уже	1	1
344	о том почему	1	1
345	смысле в каком	3	1
346	друг другу но	1	1
347	как для него	1	1
348	может быть объяснено	1	1
349	заключить что в	1	1
350	у нас в	1	1
351	этого слова а	1	1
352	что оно есть	1	1
353	в таких например	1	1
354	не зависит от	1	1
355	в разных языках	1	1
356	и что в	1	1
357	и в каждом	1	1
358	никогда не может	1	1
359	том смысле как	1	1
360	и вслед за	1	1
361	встречаются и в	1	1
362	на более или	1	1
363	то что мы	3	1
364	все это в	1	1
365	к мысли о	2	1
366	и тому подобных	1	1
367	во-первых потому что	1	1
368	потому что с	1	1
369	с течением времени	2	1
370	точки зрения нашего	1	1
371	нечто отличное от	1	1
372	если бы не	1	1
373	в большей или	1	1
374	указывает на это	1	1
375	том случае когда	1	1
376	что оно имеет	1	1
377	другими словами для	1	1
378	связь с другими	2	1
379	и столь же	1	1
380	своей форме а	1	1
381	во многих других	1	1
382	еще один пример	1	1
383	в себе в	1	1
384	том смысле что	2	1
385	его вместе с	1	1
386	случае если бы	2	1
387	от него самого	1	1
388	он уже не	1	1
389	не прямо а	1	1
390	еще никто не	1	1
391	же и в	1	1
392	здесь может быть	1	1
393	и в таком	1	1
394	здесь не только	1	1
395	видеть не только	1	1
396	легко представить себе	1	1
397	эта связь действительно	1	1
398	нем быть не	1	1
399	потому что как	1	1
400	бы в том	1	1
401	ни одно из	1	1
402	так что в	2	1
403	и по тому	2	1
404	и по-видимому не	1	1
405	как в нем	1	1
406	на вопрос как	1	1
407	от своего собственного	1	1
408	мы могли бы	1	1
409	что происходит в	1	1
410	что вовсе не	1	1
411	что связь эта	1	1
412	самом деле мы	1	1
413	сказано только что	1	1
414	пути по которому	1	1
415	таким образом развитие	1	1
416	только при помощи	1	1
417	в этом отношении	2	1
418	в себе не	2	1
419	и если бы	1	1
420	в том случае	2	1
421	потому что в	4	1
422	если представить себе	1	1
423	не связано с	1	1
424	именно потому что	1	1
425	вслед за тем	3	1
426	что никто не	1	1
427	может быть не	2	1
428	он относится к	1	1
429	они могут быть	1	1
430	бросается в глаза	1	1
431	если бы в	2	1
432	себя от мира	1	1
433	представлений которые связаны	1	1
434	есть та же	1	1
435	каждое из них	1	1
436	как бы он	1	1
437	то или другое	2	1
438	не теряет своей	1	1
439	что как бы	1	1
440	на той ступени	1	1
441	относится и к	1	1
442	ее в образе	1	1
443	если мы не	1	1
444	не менее она	1	1
445	мы заключаем что	1	1
446	в их отношении	1	1
447	он был бы	1	1
448	то же время	8	1
449	да и не	1	1
450	отношению к своему	1	1
451	не знает но	1	1
452	не как в	1	1
453	а в нем	1	1
454	нечто такое что	1	1
455	представить себе что	1	1
456	из нашего сознания	1	1
457	и в этом	1	1
458	с нашей точки	1	1
459	во второй половине	1	1
460	время как она	1	1
461	и не могу	1	1
462	то это может	1	1
463	которые не могут	1	1
464	что здесь так	1	1
465	а не за	1	1
466	от того что	7	1
467	так как мы	1	1
468	очень сложное и	1	1
469	связано то что	1	1
470	мы видели при	1	1
471	в одно целое	3	1
472	которое можно назвать	1	1
473	один из моментов	1	1
474	в такой форме	1	1
475	и не в	1	1
476	конечно не в	1	1
477	ее так и	1	1
478	исчезает из сознания	1	1
479	носит в себе	1	1
480	или менее ясно	1	1
481	в то же	8	1
482	вряд ли возможно	1	1
483	того что в	1	1
484	же значение как	1	1
485	но и эта	1	1
486	не говоря уже	1	1
487	очевидно что если	2	1
488	во всем этом	1	1
489	заключается в том	1	1
490	в противном случае	1	1
491	в первом случае	2	1
492	в этом рассказе	1	1
493	один из его	1	1
494	и та же	2	1
495	и каждое из	1	1
496	с другом и	1	1
497	а переходит от	1	1
498	в сравнении с	1	1
499	и к нему	1	1
500	том смысле в	2	1
501	но при ближайшем	1	1
502	он должен знать	1	1
503	почему именно эти	1	1
504	общее достояние всех	1	1
505	есть период когда	1	1
506	потому что эти	1	1
507	тому что она	1	1
508	то это было	1	1
509	одна и та	2	1
510	обращаем внимание на	1	1
511	на которой строится	1	1
512	видели в ней	1	1
513	можно думать что	2	1
514	не то что	2	1
515	от одного лица	1	1
516	это потому что	2	1
517	что у царя	2	1
518	один из этих	1	1
519	потому что они	1	1
520	очевидно что здесь	1	1
521	друг к другу	1	1
