N	2gram	Tiupa_Teor	Psycholo
455	имеет в	2	6
456	говорить о	4	6
457	не что	1	6
458	или менее	6	6
459	для понимания	2	6
460	что иное	1	6
461	второй план	1	6
462	тем не	3	6
463	евгении онегине	1	6
464	в себя	5	6
465	а только	4	6
466	очень часто	1	6
467	не дает	1	6
468	или же	1	6
469	внутренняя форма	1	6
470	за пределы	2	6
471	уже не	6	6
472	о его	2	6
473	или иного	6	6
474	независимо от	1	6
475	его с	1	6
476	только одно	1	6
477	тот кто	2	6
478	то и	1	6
479	звуков в	1	6
480	жизни но	2	6
481	в новелле	1	6
482	творческий акт	2	6
483	так в	4	6
484	что касается	1	6
485	или его	1	6
486	отношение к	7	6
487	иное как	1	6
488	совершается в	1	6
489	в душе	9	5
490	к действительности	3	5
491	тем как	1	5
492	в евгении	1	5
493	а затем	2	5
494	между ними	6	5
495	и сам	4	5
496	нам не	1	5
497	те два	1	5
498	к которому	3	5
499	во всей	3	5
500	бы то	2	5
501	произведении искусства	2	5
502	мы легко	2	5
503	что составляет	1	5
504	между собой	3	5
505	которое существует	1	5
506	в лучшем	1	5
507	и является	2	5
508	тем и	1	5
509	отдельных лиц	1	5
510	подход к	1	5
511	материала в	2	5
512	если в	2	5
513	в другой	1	5
514	смысла и	1	5
515	отношения к	4	5
516	одновременно и	1	5
517	у читателя	1	5
518	в словах	1	5
519	для читателя	4	5
520	на вопрос	2	5
521	и теперь	1	5
522	и больше	2	5
523	и наоборот	2	5
524	для зрителя	1	5
525	она может	1	5
526	то или	1	5
527	когда они	1	5
528	зависит от	1	5
529	неизмеримо более	1	5
530	таком случае	2	5
531	в каждой	1	5
532	к одному	2	5
533	но она	2	5
534	не следует	4	5
535	человека и	2	5
536	для такого	2	5
537	по выражению	1	5
538	то в	2	5
539	же самую	1	5
540	хотя и	4	5
541	наше внимание	1	5
542	не знает	4	5
543	которое в	1	5
544	это делает	2	5
545	себя в	7	5
546	к такому	1	5
547	представляют собой	1	5
548	в область	1	5
549	целом ряде	1	5
550	в романе	3	5
551	она и	1	5
552	в известном	2	5
553	еще и	2	5
554	видим в	2	5
555	принадлежит к	3	5
556	том же	1	5
557	русском языке	1	5
558	только о	2	5
559	все они	1	5
560	искусства если	2	5
561	дело не	2	5
562	одного из	1	5
563	лучшем случае	1	5
564	с которыми	1	4
565	является в	1	4
566	оно становится	1	4
567	с собой	1	4
568	от одного	1	4
569	из всего	1	4
570	и другим	1	4
571	в порядке	3	4
572	в противоположность	3	4
573	а между	1	4
574	для своей	1	4
575	и формы	1	4
576	у каждого	1	4
577	не остается	1	4
578	в связи	3	4
579	это на	1	4
580	одним словом	1	4
581	или иное	1	4
582	от своего	2	4
583	можно назвать	1	4
584	из нас	1	4
585	к другому	2	4
586	он мог	1	4
587	с которой	1	4
588	художественного впечатления	6	4
589	отношении к	4	4
590	эстетический объект	4	4
591	одной из	2	4
592	здесь не	2	4
593	значение в	1	4
594	основе своей	2	4
595	может не	1	4
596	в первой	6	4
597	бы для	1	4
598	но эта	1	4
599	произведения как	1	4
600	это еще	1	4
601	могут служить	2	4
602	также и	1	4
603	не по	1	4
604	не с	3	4
605	именно эта	1	4
606	при всем	2	4
607	идет не	1	4
608	может и	2	4
609	если она	1	4
610	делает то	1	4
611	себе а	1	4
612	случае в	1	4
613	автор должен	1	4
614	к числу	2	4
615	строго говоря	2	4
616	в первом	2	4
617	по отношению	10	4
618	в это	1	4
619	и того	4	4
620	тем в	2	4
621	остановимся на	1	4
622	в воображении	4	4
623	с помощью	1	4
624	что речь	1	4
625	всю жизнь	1	4
626	перед ним	2	4
627	я думаю	1	4
628	настоящее время	1	4
629	с этими	1	4
630	который в	2	4
631	после того	1	4
632	начала и	1	4
633	нигде не	1	4
634	в мире	26	4
635	его жизни	1	4
636	в уста	1	4
637	в пьесе	1	4
638	это может	2	4
639	однако в	7	4
640	что может	2	4
641	означает что	1	4
642	в состав	6	4
643	вступить в	1	4
644	не на	4	4
645	если не	1	4
646	с ней	1	4
647	мы говорим	1	4
648	в настоящее	1	4
649	с ними	2	4
650	в слове	4	4
651	вытекает из	2	4
652	автора и	2	4
653	в истории	1	4
654	же время	8	4
655	имеем в	3	4
656	мог бы	3	4
657	одним и	1	4
658	обе эти	1	4
659	не для	1	4
660	как у	1	4
661	несет в	3	4
662	без остатка	3	4
663	и где	1	4
664	но по	1	4
665	к своему	2	4
666	ли не	1	4
667	что от	1	4
668	к области	3	4
669	говоря о	3	4
670	в пределах	5	4
671	в понимании	1	4
672	в центре	1	3
673	же и	1	3
674	с героем	1	3
675	вишневый сад	1	3
676	а у	1	3
677	образа в	1	3
678	какой бы	1	3
679	не столько	7	3
680	а напротив	2	3
681	стоит в	1	3
682	жизнь в	1	3
683	меня в	1	3
684	с не	1	3
685	или ином	1	3
686	по своим	1	3
687	у искусства	1	3
688	на первый	1	3
689	всем его	1	3
690	все и	1	3
691	мы рассмотрим	1	3
692	чего не	1	3
693	на одну	1	3
694	по которым	1	3
695	повести в	1	3
696	на котором	2	3
697	понятие о	3	3
698	ближе к	1	3
699	мышления и	3	3
700	под маской	1	3
701	здесь как	1	3
702	что сама	2	3
703	и чрезвычайно	1	3
704	которого он	1	3
705	с другими	6	3
706	искусства по	1	3
707	на земле	1	3
708	воздействия на	2	3
709	трагедия и	1	3
710	материалом и	1	3
711	другом и	1	3
712	иметь в	1	3
713	его как	1	3
714	трагедии шекспира	1	3
715	но наоборот	1	3
716	теми же	1	3
717	для построения	1	3
718	этом не	1	3
719	произведением искусства	1	3
720	действительной жизни	1	3
721	в более	1	3
722	и первый	1	3
723	в форме	4	3
724	обращается к	2	3
725	с такими	1	3
726	означает для	1	3
727	нимало не	1	3
728	на их	1	3
729	то я	1	3
730	в прозе	2	3
731	и состоит	2	3
732	на основе	2	3
733	только мы	1	3
734	не быть	1	3
735	перейдем к	1	3
736	для меня	2	3
737	в которую	1	3
738	вступает в	2	3
739	переходит к	1	3
740	общего с	1	3
741	этом случае	1	3
742	в последней	2	3
743	он и	2	3
744	смысл этой	1	3
745	том в	1	3
746	в таких	1	3
747	им с	1	3
748	это возможно	1	3
749	и я	1	3
750	со своей	4	3
751	тем более	2	3
752	бы ни	1	3
753	связаны с	1	3
754	мере в	1	3
755	на них	1	3
756	в малой	1	3
757	в полной	1	3
758	чистом виде	1	3
759	в комедии	1	3
760	в сознание	1	3
761	смысл слова	1	3
762	могло быть	2	3
763	что можно	3	3
764	может показаться	1	3
765	толстого в	1	3
766	от имени	2	3
767	случае не	2	3
768	привести к	1	3
769	быть может	1	3
770	не бывает	1	3
771	русской поэзии	2	3
772	дело здесь	1	3
773	том или	1	3
774	поскольку он	1	3
775	перед собой	1	3
776	все их	1	3
777	жизни а	2	3
778	и такие	1	3
779	одной общей	1	3
780	ним и	1	3
781	между двумя	3	3
782	превращается в	2	3
783	из виду	2	3
784	имеем дело	2	3
785	как я	1	3
786	никакого определенного	1	3
787	под именем	1	3
788	нас на	1	3
789	на почве	5	3
790	на язык	1	3
791	не принадлежит	2	3
792	собой в	1	3
793	аффектов и	1	3
794	ни было	2	3
795	души и	1	3
796	чем у	1	3
797	речевого материала	1	3
798	противоречие между	1	3
799	все прочие	3	3
800	переживания и	1	3
801	не была	1	3
802	одним из	3	3
803	от одной	1	3
804	зрения и	2	3
805	этом как	1	3
806	точек зрения	1	3
807	и сделать	1	3
808	на которую	1	3
809	говорил о	1	3
810	искусства к	1	3
811	когда я	1	3
812	определенным образом	2	3
813	то ни	2	3
814	личности и	4	3
815	не более	1	3
816	ни одно	1	3
817	превратилась в	1	3
818	нельзя не	1	3
819	и др	3	3
820	части и	1	3
821	с чем	2	3
822	речи и	4	3
823	бы быть	1	3
824	чаще всего	1	3
825	слова как	3	3
826	эстетическое переживание	2	3
827	всякое произведение	1	3
828	не ту	1	3
829	однако и	1	3
830	героев и	1	3
831	и который	2	3
832	на ее	1	3
833	для себя	3	3
834	есть для	1	3
835	толстым в	1	3
836	ясно говорит	2	3
837	из тех	2	3
838	речь в	1	3
839	друг от	1	3
840	которая не	1	3
841	но напротив	2	3
842	ни к	3	3
843	связана с	1	3
844	такого рода	13	3
845	не могло	2	3
846	значение для	1	3
847	две части	1	3
848	быть это	1	3
849	эта возможность	1	3
850	отношению к	10	3
851	свести к	1	3
852	мире в	1	3
853	для искусства	2	3
854	двоякого рода	2	3
855	что каждый	2	3
856	слово в	1	3
857	но с	1	3
858	от друга	1	3
859	или иначе	6	3
860	а также	7	3
861	места в	1	3
862	форма в	1	3
863	отношения между	1	3
864	оно в	1	3
865	отклонения от	1	3
866	быть и	2	3
867	у нее	1	3
868	в отдельности	1	3
869	роман и	2	3
870	означало бы	1	3
871	в узком	3	3
872	в уме	1	3
873	и прежде	2	3
874	говорит не	1	3
875	к каким	1	3
876	первой и	1	2
877	между этим	1	2
878	произведения она	1	2
879	человеком который	1	2
880	героя о	1	2
881	читателя и	1	2
882	о мире	1	2
883	на свою	2	2
884	в лирике	3	2
885	поводу этой	1	2
886	они ни	1	2
887	в лирическом	2	2
888	в центр	1	2
889	осуществляется в	1	2
890	порядок в	3	2
891	уже до	1	2
892	введено в	2	2
893	случаи когда	1	2
894	своей природе	3	2
895	она могла	1	2
896	ничто не	1	2
897	но во	2	2
898	из жизни	1	2
899	времени в	2	2
900	не всегда	2	2
901	существенное значение	1	2
902	человек имеет	1	2
903	это необходимо	1	2
904	вопросу о	1	2
905	эстетического объекта	3	2
906	него не	1	2
907	мы конечно	1	2
908	как искусства	1	2
909	в структуре	2	2
910	самые различные	1	2
911	крайней мере	1	2
912	или иным	4	2
913	к герою	2	2
914	при сохранении	1	2
915	что хотя	1	2
916	как такового	1	2
917	но из	1	2
918	же самых	1	2
919	ее можно	1	2
920	счете к	1	2
921	вбирает в	1	2
922	может оказаться	2	2
923	вокруг себя	1	2
924	произведения не	1	2
925	и некоторые	2	2
926	ни от	1	2
927	перед необходимостью	1	2
928	проблем и	1	2
929	этим и	1	2
930	этого события	1	2
931	же оно	1	2
932	при чтении	2	2
933	данный момент	2	2
934	к вопросу	1	2
935	а для	2	2
936	той или	3	2
937	искусства она	1	2
938	о себе	2	2
939	говоря в	1	2
940	не составляет	1	2
941	не один	1	2
942	человека как	1	2
943	на чем	1	2
944	бы они	1	2
945	так просто	1	2
946	по своей	8	2
947	не совпадает	1	2
948	себя за	1	2
949	приводят к	1	2
950	не ее	1	2
951	случае это	2	2
952	чтобы не	2	2
953	нет на	1	2
954	однако эта	2	2
955	образа и	1	2
956	и делает	1	2
957	литературного произведения	11	2
958	то с	1	2
959	искусство имеет	1	2
960	быть так	1	2
961	и одновременно	5	2
962	каждой новой	1	2
963	жизни в	2	2
964	что звуки	1	2
965	непременно должен	1	2
966	законам искусства	1	2
967	и формой	1	2
968	вследствие этого	2	2
969	эта внутренняя	1	2
970	жизни если	1	2
971	нет в	1	2
972	первой главе	1	2
973	как один	1	2
974	же я	1	2
975	тем или	2	2
976	поэт в	1	2
977	более чем	1	2
978	в значительной	2	2
979	наконец в	1	2
980	оно является	1	2
981	а через	1	2
982	и воспринимающего	1	2
983	быть определена	1	2
984	ни для	2	2
985	и ему	1	2
986	разговор с	1	2
987	еще один	1	2
988	было и	1	2
989	на которые	1	2
990	да но	1	2
991	и т.д	4	2
992	в сфере	1	2
993	которую в	1	2
994	автором в	1	2
995	для установления	1	2
996	во времени	4	2
997	жизни не	1	2
998	д и	1	2
999	басни или	1	2
1000	к содержанию	3	2
1001	не означает	1	2
1002	именно к	1	2
1003	и такой	1	2
1004	в свое	1	2
1005	не поддается	1	2
1006	что одна	1	2
1007	убийства и	1	2
1008	которое должно	1	2
1009	в литературе	4	2
1010	же явления	1	2
1011	части романа	1	2
1012	она пользуется	1	2
1013	обладает двумя	1	2
1014	его сознание	1	2
1015	когда же	1	2
1016	ведь это	1	2
1017	чтобы оно	1	2
1018	такого что	1	2
1019	быть признано	1	2
1020	иной раз	1	2
1021	и со	1	2
1022	в условиях	1	2
1023	материал его	1	2
1024	ему не	1	2
1025	основе его	1	2
1026	читателя в	4	2
1027	в эпосе	1	2
1028	на задний	1	2
1029	к значению	1	2
1030	повести белкина	1	2
1031	по одним	1	2
1032	и жизни	1	2
1033	для других	1	2
1034	поскольку оно	1	2
1035	время и	1	2
1036	своей цели	1	2
1037	чтобы служить	1	2
1038	или иной	7	2
1039	и поступки	1	2
1040	это тот	1	2
1041	русской литературе	2	2
1042	рассказ о	2	2
1043	которая в	2	2
1044	все люди	1	2
1045	случае мы	1	2
1046	об искусстве	2	2
1047	его за	1	2
1048	для восприятия	1	2
1049	требует от	1	2
1050	их не	1	2
1051	к более	2	2
1052	ведет к	2	2
1053	вовсе может	1	2
1054	душевное состояние	1	2
1055	жизни ее	1	2
1056	но у	1	2
1057	действительную жизнь	1	2
1058	и свою	1	2
1059	своему герою	1	2
1060	художественного восприятия	4	2
1061	во внешнем	2	2
1062	для автора	2	2
1063	и предполагает	1	2
1064	читатель не	1	2
1065	изобразительных искусств	1	2
1066	в любом	1	2
1067	не упоминается	1	2
1068	сводятся к	3	2
1069	стих в	1	2
1070	во многих	1	2
1071	не об	1	2
1072	этого переживания	1	2
1073	данного литературного	1	2
1074	не вполне	2	2
1075	значения этого	1	2
1076	всего что	1	2
1077	его чувства	1	2
1078	отношений и	1	2
1079	у себя	1	2
1080	жизни как	5	2
1081	это отношение	3	2
1082	входят в	1	2
1083	не имело	1	2
1084	и становится	1	2
1085	от ее	1	2
1086	и возможности	1	2
1087	героев в	1	2
1088	первом случае	1	2
1089	чем на	1	2
1090	народной жизни	1	2
1091	чтобы этот	1	2
1092	полной мере	1	2
1093	тайны и	1	2
1094	о ком	1	2
1095	не обладает	1	2
1096	не от	2	2
1097	в европейской	2	2
1098	сознания к	1	2
1099	не говорит	1	2
1100	искусства говорит	1	2
1101	между этими	1	2
1102	именно эту	1	2
1103	эти последние	1	2
1104	вошел в	1	2
1105	так или	5	2
1106	так называемые	1	2
1107	это по	1	2
1108	для художника	1	2
1109	мы обнаруживаем	1	2
1110	ту или	2	2
1111	имеет значение	1	2
1112	в особый	1	2
1113	друг другу	1	2
1114	это ощущение	1	2
1115	как система	2	2
1116	в данный	2	2
1117	есть от	1	2
1118	дает ему	1	2
1119	во втором	3	2
1120	произведение и	1	2
1121	живет в	1	2
1122	одном и	1	2
1123	нам с	1	2
1124	это была	1	2
1125	до этого	1	2
1126	однако что	1	2
1127	так называемый	1	2
1128	от его	1	2
1129	насколько это	1	2
1130	на каждом	1	2
1131	своей жизни	2	2
1132	по крайней	1	2
1133	говоря и	2	2
1134	художественный образ	1	2
1135	себя смысл	1	2
1136	тех же	1	2
1137	задний план	1	2
1138	и трагическое	1	2
1139	самое существенное	1	2
1140	в стихотворении	4	2
1141	или иных	3	2
1142	автора в	1	2
1143	функции которую	1	2
1144	но именно	1	2
1145	легко может	1	2
1146	взгляде на	1	2
1147	друг друга	1	2
1148	дело со	1	2
1149	на время	2	2
1150	истории литературы	2	2
1151	так с	1	2
1152	во внешних	1	2
1153	или к	1	2
1154	сказать в	1	2
1155	который может	1	2
1156	который бы	1	2
1157	уклоняется от	1	2
1158	переход к	1	2
1159	разница в	1	2
1160	из своих	1	2
1161	на которой	1	2
1162	вытекающее из	1	2
1163	без этого	1	2
1164	в повести	2	2
1165	героев или	1	2
1166	а о	1	2
1167	для эстетической	1	2
1168	и читателя	1	2
1169	такого понимания	1	2
1170	говорят о	1	2
1171	это происходит	1	2
1172	как ее	1	2
1173	предполагает его	1	2
1174	первой части	2	2
1175	и художественного	1	2
1176	для которого	1	2
1177	обычно в	1	2
1178	только к	1	2
1179	он это	1	2
1180	как уже	2	2
1181	просто не	1	2
1182	другим и	1	2
1183	это явление	1	2
1184	лежат в	1	2
1185	вся она	1	2
1186	что из	1	2
1187	в литературном	1	2
1188	литературное произведение	1	2
1189	над его	1	2
1190	является именно	1	2
1191	переживаний если	1	2
1192	тех или	3	2
1193	не сумеет	2	2
1194	таким же	1	2
1195	дело обстоит	1	2
1196	более не	2	1
1197	жизни которая	1	1
1198	приводящей к	1	1
1199	тем оно	1	1
1200	и эпизод	1	1
1201	таковы например	2	1
1202	автором и	2	1
1203	как прямая	1	1
1204	как историк	1	1
1205	эстетическим объектом	1	1
1206	искусства этот	1	1
1207	искусства это	3	1
1208	воображении а	1	1
1209	на второй	2	1
1210	чего-то другого	1	1
1211	могут приобретать	1	1
1212	мяса но	1	1
1213	и лучше	1	1
1214	смысл не	1	1
1215	представлений о	1	1
1216	до последнего	1	1
1217	между субъективной	1	1
1218	и само	1	1
1219	понимается как	1	1
1220	в драматическом	1	1
1221	по пути	4	1
1222	делает в	1	1
1223	подробностей и	1	1
1224	такими же	1	1
1225	героя как	2	1
1226	своеобразие искусства	1	1
1227	в новую	1	1
1228	именно о	1	1
1229	художественной деятельности	17	1
1230	см в	1	1
1231	развития но	1	1
1232	говорится у	1	1
1233	я от	1	1
1234	и вокруг	1	1
1235	в соответствии	3	1
1236	через героя	1	1
1237	здесь именно	1	1
1238	литературных жанров	2	1
1239	предмета и	1	1
1240	как более	1	1
1241	является продолжением	1	1
1242	с максимальной	1	1
1243	две половины	1	1
1244	действительность в	1	1
1245	комизм и	1	1
1246	обычно говорят	1	1
1247	восприятия все	1	1
1248	художественную деятельность	1	1
1249	первый взгляд	1	1
1250	если с	1	1
1251	ту форму	1	1
1252	к смыслу	2	1
1253	ними и	2	1
1254	воображении и	1	1
1255	при условии	2	1
1256	она же	1	1
1257	вследствие которого	1	1
1258	в такое	1	1
1259	этой деятельности	1	1
1260	о чем-то	1	1
1261	совершенно особое	1	1
1262	она оперирует	1	1
1263	их восприятия	1	1
1264	на рынок	1	1
1265	поэзии есть	1	1
1266	смерти но	1	1
1267	бунин в	1	1
1268	в лесу	1	1
1269	подлежит оценке	1	1
1270	другу и	1	1
1271	понимаем что	1	1
1272	не таково	1	1
1273	выше можно	1	1
1274	сознания в	2	1
1275	положений и	1	1
1276	из своего	1	1
1277	с напряжением	1	1
1278	быть названо	2	1
1279	существенная сторона	1	1
1280	эта система	1	1
1281	не обязательно	3	1
1282	периоды его	1	1
1283	своем значении	1	1
1284	своим произведением	1	1
1285	от своей	1	1
1286	на новую	1	1
1287	содержания в	1	1
1288	читателя зрителя	3	1
1289	не дай	1	1
1290	в комнате	1	1
1291	на могиле	1	1
1292	ключ к	2	1
1293	в контексте	3	1
1294	над этим	1	1
1295	что отличает	2	1
1296	именно так	1	1
1297	на вещи	1	1
1298	не переставая	1	1
