N	3gram	Voloshinov	slovoVRo
160	не абстрактная система	1	1
161	человека в романе	1	1
162	к нему не	1	1
163	и потому с	1	1
164	значение в процессе	2	1
165	это сознание не	1	1
166	неразрывной связи с	3	1
167	лишь в редчайшие	1	1
168	все эти категории	1	1
169	система языка в	2	1
170	в направлении к	8	1
171	этим определяется и	1	1
172	отношение может быть	1	1
173	в конечном счете	1	1
174	для этого необходимо	1	1
175	отношение к языку	1	1
176	а не к	2	1
177	рядом друг с	1	1
178	в применении к	1	1
179	в той же	1	1
180	совершенно не изученных	1	1
181	лишена подхода к	1	1
182	укладываются в рамки	1	1
183	точки зрения не	2	1
184	науки о языке	3	1
185	и установлено на	1	1
186	снова и снова	1	1
187	тесной связи с	2	1
188	как мы говорили	1	1
189	слова и не	2	1
190	и языкового сознания	1	1
191	нет почвы для	1	1
192	к языку к	1	1
193	все это и	1	1
194	и более или	1	1
195	ее при этом	1	1
196	в своей прямой	1	1
197	свою связь с	1	1
198	мы отвлекаемся здесь	1	1
199	понимать и истолковывать	1	1
200	имеют громадное значение	2	1
201	одни и те	5	1
202	как бы они	1	1
203	в каждую эпоху	1	1
204	до наших дней	1	1
205	в какой степени	2	1
206	языка как вещи	1	1
207	как бы на	2	1
208	ее значение не	1	1
209	может войти в	1	1
210	в том числе	3	1
211	исторического становления языка	2	1
212	в определенных социальных	1	1
213	лишь при определенных	1	1
214	и слов и	1	1
215	фонетических морфологических и	1	1
216	и от него	1	1
217	в окружающей социальной	1	1
218	с помощью которых	1	1
219	как бы не	1	1
220	на протяжении веков	1	1
221	так или иначе	2	1
222	конечно не в	1	1
223	сами по себе	1	1
224	всяком случае за	1	1
225	рядом с этим	1	1
226	слова все это	1	1
227	уже указывали что	1	1
228	основные линии его	1	1
229	конечно далеко не	1	1
230	друг друга в	2	1
231	имеет первостепенное значение	1	1
232	и в более	1	1
233	очень далек от	1	1
234	в процессе исторического	1	1
235	мы уже указывали	1	1
236	может стать объектом	2	1
237	мы можем сказать	2	1
238	в особенности же	1	1
239	как мы видим	1	1
240	для правильного понимания	1	1
241	словом и его	1	1
242	расширения и углубления	1	1
243	здесь одно и	1	1
244	и потому неизбежно	1	1
245	наличные в нем	1	1
246	слово должно было	1	1
247	лишнего человека в	2	1
248	другой стороны и	1	1
249	лингвистики и философии	2	1
250	точки зрения другого	1	1
251	том числе и	3	1
252	само по себе	2	1
253	не могла быть	1	1
254	но они не	1	1
255	единство языка в	1	1
256	связи с различными	1	1
257	уже сказали эти	1	1
258	громадное значение и	1	1
259	в нем нет	4	1
260	к языку как	1	1
261	и прежде всего	4	1
262	или даже вовсе	1	1
263	высказывание таким образом	1	1
264	является в сущности	1	1
265	и философии языка	1	1
266	же нелепо как	1	1
267	а в том	1	1
268	какой степени не	1	1
269	именно для того	2	1
270	и как мы	1	1
271	до настоящего времени	7	1
272	этой проблемы в	1	1
273	но всегда и	1	1
274	точки зрения говорящего	1	1
275	в этом направлении	1	1
276	в театре на	1	1
277	со всею отчетливостью	2	1
278	в неразрывной связи	4	1
279	то ни было	11	1
280	не знает ни	2	1
281	говорящих на данном	1	1
282	и не касается	1	1
283	языка в процессе	1	1
284	нам уже приходилось	1	1
285	одну и ту	1	1
286	и как он	1	1
287	ближайшим образом определяется	1	1
288	а не в	3	1
289	нет подхода к	2	1
290	из какого бы	1	1
291	поэтому-то на почве	1	1
292	в процессе этого	1	1
293	значение чужого слова	1	1
294	самом же деле	5	1
295	хотя бы только	1	1
296	высказывания и потому	1	1
297	и законченное выражение	1	1
298	на самом же	5	1
299	той же сфере	1	1
300	этого слова является	1	1
301	бы то ни	11	1
302	с ними в	1	1
303	все те моменты	1	1
304	в его целом	2	1
305	в равной степени	1	1
306	в процессе их	1	1
307	чужое слово и	1	1
308	могли бы быть	1	1
309	языка и может	1	1
310	к системе языка	3	1
311	в последнем счете	1	1
312	нет места для	1	1
313	не была понята	1	1
314	в нашем случае	1	1
315	к единству языка	1	1
316	прежде всего как	1	1
317	в меру своей	1	1
318	не только по	1	1
319	синтаксиса и стилистики	1	1
320	чужое слово слово	1	1
321	каждое слово как	1	1
322	чувствует себя в	1	1
323	а как бы	1	1
324	находит свое выражение	1	1
325	колебания социальной атмосферы	1	1
326	но именно эти	1	1
327	так как если	2	1
328	к тому или	1	1
329	контексте и в	1	1
330	языка и в	2	1
331	слово в то	1	1
332	нет ничего что	2	1
333	по аналогии с	1	1
334	в нем становится	1	1
335	его и в	1	1
336	но кроме того	1	1
337	равно как и	1	1
338	процессе его становления	1	1
339	и во всяком	1	1
340	и те же	5	1
341	всегда и всюду	3	1
342	пор совершенно не	1	1
343	они уже лежат	1	1
344	новый свет на	1	1
345	на то что	2	1
346	о языке и	1	1
347	и вот в	1	1
348	лежат в основе	1	1
349	и ту же	1	1
350	разобранные нами в	1	1
351	по крайней мере	1	1
352	как к своему	1	1
353	система языковых норм	1	1
354	в данный момент	2	1
355	громадное значение в	1	1
356	не с точки	1	1
357	в чем же	2	1
358	в чужих устах	1	1
359	на фоне других	1	1
360	с одним из	1	1
361	выходят за пределы	3	1
362	оно ни было	4	1
363	ни в какой	2	1
364	а иногда и	2	1
365	необходимые условия для	1	1
366	бы он был	2	1
367	в целом ряде	1	1
368	быть сведены к	2	1
369	все более и	2	1
370	не менее чем	1	1
371	имеет громадное значение	1	1
372	есть в сущности	1	1
373	элементов языка и	1	1
374	и так сказать	2	1
375	может стремиться к	1	1
376	связи с этим	3	1
377	и иных форм	1	1
378	xvii и xviii	1	1
379	для индивидуального сознания	1	1
380	более и более	2	1
381	он может стать	1	1
382	и до настоящего	3	1
383	только в контексте	2	1
384	к нему и	1	1
385	своего исторического существования	1	1
386	не может стать	1	1
387	различия между этими	1	1
388	и как слово	1	1
389	понимание таким образом	1	1
390	на чужое слово	2	1
391	сих пор совершенно	1	1
392	эти категории и	1	1
393	так оно может	1	1
394	в противном случае	2	1
395	жизни и в	1	1
396	чужого слова как	1	1
397	его жизни и	1	1
398	бы оно ни	1	1
399	на то или	1	1
400	принципиальных вопросов философии	1	1
401	и с точки	1	1
402	с той или	1	1
403	дело в том	1	1
404	как и все	2	1
405	и все другие	1	1
406	и стилистики в	1	1
407	с другом и	1	1
408	полемизирует с ними	1	1
409	оно ничего не	1	1
410	может быть объектом	1	1
411	оно так сказать	1	1
412	подобно тому как	1	1
413	системы языка в	1	1
414	одной и той	2	1
415	в слове в	4	1
416	предвосхищает его и	1	1
417	так же как	2	1
418	уже говорили что	1	1
419	прямой и косвенной	1	1
420	он не знает	2	1
421	и косвенной речи	1	1
422	не ощущается как	1	1
423	правда и в	1	1
424	в тесной связи	3	1
425	и все остальные	1	1
426	всего может быть	1	1
427	и данной социальной	1	1
428	не менее в	1	1
429	лишь там где	3	1
430	именно в том	1	1
431	всех этих случаях	1	1
432	из языка как	1	1
433	могут быть сведены	1	1
434	но во всяком	1	1
435	так же нелепо	1	1
436	и стиль высказывания	1	1
437	том что он	3	1
438	в соединении с	1	1
439	точки зрения так	1	1
440	данного языка в	1	1
441	тем или иным	1	1
442	между тем именно	1	1
443	зрения не может	1	1
444	и особенно на	1	1
445	в русском языке	1	1
446	в сущности только	1	1
447	язык в его	1	1
448	с другими высказываниями	1	1
449	остановимся вкратце на	1	1
450	жизненные и житейские	1	1
451	гуманитарных наук и	1	1
452	в каком направлении	1	1
453	языка но и	1	1
454	узком смысле и	1	1
455	все категории и	1	1
456	в духе данного	1	1
457	при этом из	1	1
458	только с помощью	2	1
459	языка и языкового	1	1
460	точки зрения и	1	1
461	в этом как	2	1
462	или в другом	1	1
463	язык с этой	1	1
464	прежде всего в	1	1
465	и потому как	1	1
466	нет и не	2	1
467	и в идеологическом	1	1
468	и той же	2	1
469	в процессе своего	1	1
470	одной стороны оно	1	1
471	таким образом с	1	1
472	здесь входить в	1	1
473	в сущности всегда	1	1
474	быть и более	1	1
475	если бы он	3	1
476	неизбежно приводит к	1	1
477	же и здесь	1	1
478	среда в которой	1	1
479	лежит в основе	2	1
