N	2gram	Trubetskoy	NovoeSre
252	человечества это	1	1
253	своем развитии	4	1
254	более всего	2	1
255	социальная жизнь	1	1
256	а это	2	1
257	в этот	1	1
258	жизни некоторых	1	1
259	всех национальностей	1	1
260	он и	1	1
261	или нет	1	1
262	было бы	3	1
263	мы должны	4	1
264	и из	2	1
265	в сущности	2	1
266	в его	5	1
267	к такой	1	1
268	когда она	1	1
269	к тем	2	1
270	элементарным процессам	1	1
271	народов и	6	1
272	от этой	1	1
273	должны быть	3	1
274	и их	5	1
275	говорить о	2	1
276	во времена	1	1
277	культура была	1	1
278	вступает в	1	1
279	одному из	1	1
280	не были	1	1
281	народы в	1	1
282	чем культура	1	1
283	у нас	3	1
284	это была	1	1
285	совершенно так	4	1
286	других людей	1	1
287	с другими	1	1
288	людей и	1	1
289	должно будет	1	1
290	убеждены в	1	1
291	себя на	1	1
292	вопроса о	1	1
293	в виду	2	1
294	народа должно	1	1
295	народ а	2	1
296	и до	3	1
297	та быстрота	1	1
298	историческую эпоху	3	1
299	и духовной	1	1
300	его хотят	1	1
301	только в	6	1
302	народ не	3	1
303	не могут	4	1
304	которые будут	2	1
305	по своей	7	1
306	от того	3	1
307	он есть	1	1
308	от своих	1	1
309	борьбе за	1	1
310	оно существует	1	1
311	в зависимости	1	1
312	все от	1	1
313	прогресса и	1	1
314	а на	1	1
315	в гипнозе	1	1
316	долго жили	1	1
317	вступить на	1	1
318	всего что	1	1
319	это должно	1	1
320	или не	1	1
321	но он	1	1
322	его национального	1	1
323	этого господина	1	1
324	быть признана	2	1
325	в которой	5	1
326	заключает в	2	1
327	в этой	7	1
328	этого не	1	1
329	а во-вторых	1	1
330	числе и	1	1
331	умственной жизни	1	1
332	их будет	1	1
333	во взаимной	1	1
334	общество и	1	1
335	и еще	1	1
336	же история	1	1
337	что его	4	1
338	как на	6	1
339	общества в	1	1
340	он в	1	1
341	будто бы	1	1
342	культуры но	2	1
343	на нее	2	1
344	возможно что	1	1
345	на путь	2	1
346	вопрос этот	1	1
347	ней и	1	1
348	нем не	1	1
349	себя а	1	1
350	из всех	5	1
351	этого нельзя	1	1
352	всех классов	1	1
353	но все	5	1
354	не осталось	1	1
355	от нашей	1	1
356	оба они	1	1
357	народов мира	2	1
358	тем что	1	1
359	есть всегда	1	1
360	и культур	4	1
361	мир который	1	1
362	на классы	1	1
363	то время	2	1
364	с большим	1	1
365	в конце	4	1
366	всех странах	1	1
367	или иная	1	1
368	чтобы быть	2	1
369	это предполагает	1	1
370	выход из	1	1
371	так как	7	1
372	эти черты	2	1
373	к которому	1	1
374	в своем	12	1
375	вся культура	1	1
376	давно уже	2	1
377	сама себя	1	1
378	эту мысль	1	1
379	к таким	2	1
380	антропологии и	2	1
381	должно перестать	1	1
382	лишь на	1	1
383	долгое время	1	1
384	сих пор	15	1
385	россии в	1	1
386	культуру и	4	1
387	что он	7	1
388	на себя	1	1
389	учит нас	1	1
390	их в	2	1
391	в силу	7	1
392	он может	1	1
393	цивилизации и	4	1
394	которые могут	2	1
395	борьбы за	2	1
396	что мы	4	1
397	и жизни	1	1
398	в этих	3	1
399	культуры есть	1	1
400	в истинном	1	1
401	прогресс и	1	1
402	но если	2	1
403	не свободен	1	1
404	в человечестве	1	1
405	приводит к	1	1
406	только для	1	1
407	оно может	1	1
408	на место	1	1
409	в области	4	1
410	и государство	1	1
411	в такой	4	1
412	все более	1	1
413	все другие	1	1
414	с ним	6	1
415	мыслей и	1	1
416	и только	2	1
417	тем началам	1	1
418	есть только	2	1
419	от всех	1	1
420	себя все	1	1
421	к той	2	1
422	всяком случае	2	1
423	который можно	1	1
424	будет знать	1	1
425	и оно	1	1
426	зависимости от	2	1
427	та или	1	1
428	друг друга	2	1
429	и истории	5	1
430	в эти	3	1
431	к своим	2	1
432	того же	9	1
433	знает что	1	1
434	на их	1	1
435	не случайно	1	1
436	борьба за	2	1
437	за существование	2	1
438	нет в	2	1
439	но знаем	1	1
440	отказаться от	1	1
441	народ к	1	1
442	и его	2	1
443	в эту	2	1
444	у в	2	1
445	и особенно	2	1
446	имеет никакой	1	1
447	техники но	2	1
448	основе их	1	1
449	и у	4	1
450	одного и	3	1
451	себе и	1	1
452	понять что	2	1
453	жизни с	1	1
454	разобраться в	2	1
455	раньше чем	1	1
456	тогда не	1	1
457	которые они	1	1
458	гораздо больше	3	1
459	всех народов	2	1
460	от этого	1	1
461	лишь те	1	1
462	который и	1	1
463	себя и	2	1
464	к нему	2	1
465	на них	1	1
