N	2gram	Vinokur_Vv	VerxiiNi
357	зависит от	3	1
358	как к	1	1
359	за исключением	1	1
360	от природы	1	1
361	с системой	2	1
362	далеком прошлом	1	1
363	притом не	1	1
364	для себя	1	1
365	смысле слова	7	1
366	из таких	2	1
367	обе эти	3	1
368	это не	8	1
369	мы знаем	1	1
370	по очереди	1	1
371	дело с	9	1
372	и далее	2	1
373	прийти к	2	1
374	а и	1	1
375	которых он	1	1
376	специализировались на	1	1
377	то для	1	1
378	представляют собой	9	1
379	к усвоению	1	1
380	все чаще	1	1
381	с ним	1	1
382	особенности этого	1	1
383	который можно	1	1
384	это уже	2	1
385	кроме того	1	1
386	о чем	4	1
387	растворилась в	1	1
388	в сущности	3	1
389	в ее	11	1
390	есть один	1	1
391	как раз	4	1
392	что так	1	1
393	труда и	2	1
394	одном и	1	1
395	которых каждый	1	1
396	котором здесь	2	1
397	это изменение	1	1
398	от этой	1	1
399	и за	1	1
400	согласно которой	1	1
401	и римлян	3	1
402	с внешней	1	1
403	него в	2	1
404	он умеет	1	1
405	с данной	1	1
406	данной национальной	2	1
407	по образцу	1	1
408	у нас	2	1
409	на которой	1	1
410	далее в	1	1
411	лицом к	1	1
412	это и	1	1
413	в широком	7	1
414	себе не	1	1
415	здесь таким	1	1
416	другой стороны	5	1
417	но одно	1	1
418	это есть	2	1
419	смысле этого	9	1
420	как нечто	8	1
421	превратиться в	1	1
422	с их	5	1
423	по мере	4	1
424	участие в	1	1
425	таком случае	1	1
426	все прочие	1	1
427	нельзя считать	1	1
428	у него	1	1
429	в их	12	1
430	под этим	1	1
431	в данном	11	1
432	лежит в	2	1
433	его в	6	1
434	совершенно ясно	1	1
435	между русскими	2	1
436	всякого научного	1	1
437	есть продукт	1	1
438	чем в	3	1
439	в своих	2	1
440	же отличие	1	1
441	чтобы в	1	1
442	как эти	1	1
443	менее совершенно	1	1
444	т.д в	2	1
445	нам в	1	1
446	в соответствии	2	1
447	самом деле	7	1
448	в первом	5	1
449	как видно	1	1
450	а во-вторых	2	1
451	что к	2	1
452	уже очень	1	1
453	культура не	1	1
454	ставит себе	1	1
455	жизнь в	1	1
456	что его	1	1
457	всех его	1	1
458	в идее	1	1
459	в особый	1	1
460	который как	1	1
461	а отсюда	2	1
462	во внимание	3	1
463	этим и	1	1
464	заключается в	4	1
465	которое в	2	1
466	себе задачей	2	1
467	в языках	1	1
468	образцом для	1	1
469	и прочими	2	1
470	иначе как	1	1
471	всем что	1	1
472	тем что	6	1
473	на нечто	1	1
474	свойствам их	1	1
475	прямо не	1	1
476	философскую мысль	1	1
477	еще при	2	1
478	славянской и	2	1
479	и том	1	1
480	значения и	1	1
481	данного народа	3	1
482	и скорее	1	1
483	если он	1	1
484	к разным	2	1
485	том или	2	1
486	в жизни	1	1
487	отношения к	1	1
488	видно из	1	1
489	относящиеся к	3	1
490	разных народов	1	1
491	давно уже	1	1
492	ценностей и	1	1
493	в одних	1	1
494	находит себе	3	1
495	лишь на	1	1
496	в духовной	1	1
497	легче и	1	1
498	существует и	1	1
499	как и	7	1
500	но пока	2	1
501	как не	1	1
502	с ними	1	1
503	помнить что	1	1
504	есть тот	1	1
505	вряд ли	3	1
506	а именно	6	1
507	не есть	5	1
508	только то	1	1
509	в своей	4	1
510	в слове	3	1
511	и так	2	1
512	состоит из	1	1
513	особенно сильно	1	1
514	на эту	1	1
515	на этом	3	1
516	как в	3	1
517	и надо	1	1
518	во главе	1	1
519	следовательно и	2	1
520	перед собой	1	1
521	так сказать	1	1
522	как с	1	1
523	от этого	5	1
524	или ином	2	1
525	и могут	1	1
526	в такой	1	1
527	тем или	2	1
528	так называемая	2	1
529	после того	2	1
530	ее частей	2	1
531	о которых	2	1
532	том как	1	1
533	нечто вполне	1	1
534	различие между	1	1
535	в себя	1	1
536	это было	1	1
537	себя не	1	1
538	вследствие этого	1	1
539	он вполне	1	1
540	он сам	3	1
541	на его	1	1
542	к мысли	1	1
543	в сторону	1	1
544	в каждой	2	1
545	в чем	4	1
546	в каком	3	1
547	эта связь	1	1
548	представляться как	1	1
549	явлениями в	2	1
550	широком смысле	8	1
551	культуры в	5	1
552	это тоже	1	1
553	во-первых с	1	1
554	к славянам	1	1
555	как только	2	1
556	могло бы	2	1
557	в одной	1	1
558	каждая такая	1	1
559	тем более	2	1
560	развития тем	1	1
561	казалось бы	2	1
562	что они	2	1
563	бы в	2	1
564	мере в	6	1
565	с первого	1	1
566	однако не	4	1
567	на них	1	1
568	образа или	1	1
569	с этим	3	1
570	и того	3	1
571	еще и	4	1
572	ни к	2	1
573	уважении к	1	1
574	совершенно не	1	1
575	все более	4	1
576	материалом для	1	1
577	человека в	1	1
578	бы и	3	1
579	в уста	1	1
580	на этой	3	1
581	находит свое	1	1
582	не существует	2	1
583	и других	3	1
584	жизни а	1	1
585	и более	1	1
586	с конца	2	1
587	не могли	2	1
588	да и	4	1
589	бы с	2	1
590	отличие от	4	1
591	между собой	1	1
592	и требует	2	1
593	на задний	2	1
594	не означает	1	1
595	по тем	2	1
596	в очень	3	1
597	каждом из	1	1
598	до нас	3	1
599	от характера	4	1
600	с каким-нибудь	1	1
601	мы уже	2	1
602	духовной жизни	3	1
603	это как	1	1
604	чистом виде	1	1
605	другими словами	1	1
606	чтобы он	2	1
607	входит в	3	1
608	именно потому	1	1
609	по возможности	3	1
610	полку игореве	1	1
611	не должно	1	1
612	одну из	1	1
613	отчет в	3	1
614	мы не	2	1
615	совсем не	3	1
616	не по	1	1
617	своему характеру	1	1
618	которые и	1	1
619	о полку	1	1
620	в ней	3	1
621	языку и	1	1
622	есть проблема	1	1
623	но это	2	1
624	этих трех	1	1
625	объясняется и	1	1
626	дело не	5	1
627	а через	1	1
628	в этот	2	1
629	но совершенно	1	1
630	русской культурой	1	1
631	вполне ясно	1	1
632	с помощью	2	1
633	только тогда	1	1
634	невозможно но	3	1
635	только как	7	1
636	своему значению	2	1
637	есть то	1	1
638	но зато	2	1
639	нужно было	1	1
640	что уже	3	1
641	представлением о	1	1
642	воплощается в	1	1
643	только на	3	1
644	превратился в	1	1
645	речь идет	2	1
646	не приходится	1	1
647	греков и	3	1
648	как она	4	1
649	и об	1	1
650	к области	1	1
651	в строгом	3	1
652	связь между	5	1
653	из двух	4	1
654	а между	2	1
655	что дает	1	1
656	факт что	2	1
657	по отношению	4	1
658	в учении	1	1
659	не следует	3	1
660	и до	2	1
661	это однако	2	1
662	случае с	1	1
663	тот факт	1	1
664	от своего	1	1
665	этот вопрос	7	1
666	народ но	1	1
667	между отдельными	1	1
668	вся история	1	1
669	отдать себе	2	1
670	при помощи	3	1
671	ли быть	2	1
672	тогда как	2	1
673	из общего	1	1
674	в известных	2	1
675	должны были	1	1
676	так называемых	4	1
677	когда мы	2	1
678	его нельзя	1	1
679	идет речь	3	1
680	она была	2	1
681	от прочих	1	1
682	не совпадает	2	1
683	культуры во	1	1
684	всего что	1	1
685	же культуры	1	1
686	в какой-то	1	1
687	соприкасается с	1	1
688	было бы	7	1
689	имеем в	1	1
690	в каковом	1	1
691	задний план	2	1
692	чем с	1	1
693	что здесь	2	1
694	или вообще	5	1
695	в отличие	4	1
696	восточных культур	1	1
697	русскими и	2	1
698	без всякого	1	1
699	заметить что	1	1
700	одного из	1	1
701	настоящее время	1	1
702	впервые в	1	1
703	вернуться к	1	1
704	однако в	3	1
705	не осталось	1	1
706	оно имеет	1	1
707	вопросу с	1	1
708	по себе	11	1
709	не похожи	2	1
710	из поля	1	1
711	могут быть	6	1
712	человека и	1	1
713	по языку	5	1
714	формы в	1	1
715	целого и	2	1
716	в общих	1	1
717	которое мы	1	1
718	соответствии с	2	1
719	языка как	2	1
720	и есть	3	1
721	место в	1	1
722	их можно	1	1
723	них как	1	1
724	случае между	1	1
725	во всей	1	1
726	том же	2	1
727	времени в	3	1
728	же в	1	1
729	что она	3	1
730	покоится на	1	1
731	бытия и	1	1
732	и должно	2	1
733	не похоже	1	1
734	языка с	2	1
735	и специальные	1	1
736	и прежде	1	1
737	каком он	1	1
738	язык в	3	1
739	чаще всего	2	1
740	культурного целого	1	1
741	этого слова	2	1
742	теснее связана	1	1
743	на совокупность	1	1
744	и его	6	1
745	его к	2	1
746	мира в	1	1
747	у этих	1	1
748	а как	5	1
749	и никогда	1	1
750	что даже	3	1
751	в европе	1	1
752	только с	4	1
753	восстановить в	1	1
754	быть в	5	1
755	может и	1	1
756	здесь идет	1	1
757	к этим	1	1
758	которого мы	2	1
759	общих чертах	1	1
760	есть ли	1	1
761	и тот	1	1
762	других языках	1	1
763	чтобы не	1	1
764	в далеком	1	1
765	ними в	1	1
766	в настоящее	1	1
767	но для	1	1
768	и совершенно	2	1
769	дает ему	1	1
770	должны быть	1	1
771	понятия и	1	1
772	то о	2	1
773	себя в	2	1
774	и ее	4	1
775	здесь не	3	1
776	одного и	2	1
777	всякий кто	1	1
778	ничего не	2	1
779	есть не	5	1
780	прямом смысле	4	1
781	и самый	1	1
782	он должен	1	1
783	той же	4	1
784	судя по	1	1
785	котором он	2	1
