N	2gram	Nazirov_Tr	Dialekti
125	от всего	2	11
126	в данном	2	11
127	только на	1	11
128	что я	4	11
129	быть в	1	11
130	не значит	1	11
131	ничем не	2	11
132	есть в	1	11
133	во всем	1	10
134	в душе	2	10
135	с этой	1	10
136	одно из	1	10
137	в результате	1	10
138	к тому	2	10
139	во всяком	1	10
140	мы видим	1	10
141	в ее	2	10
142	чтобы не	1	10
143	содержит в	1	10
144	за пределы	1	10
145	то и	2	10
146	только о	2	10
147	в его	3	10
148	это было	1	10
149	в частности	2	10
150	как мы	1	10
151	как будто	3	10
152	при этом	3	9
153	тому что	1	9
154	не как	1	9
155	быть может	1	9
156	и на	7	9
157	в котором	1	9
158	в одном	2	9
159	и он	3	9
160	бы в	1	9
161	на этом	1	9
162	и по	1	9
163	утверждать что	1	9
164	с ними	1	9
165	той же	1	9
166	и от	1	9
167	как он	1	9
168	в истории	1	9
169	от него	1	8
170	она всегда	1	8
171	вопрос об	1	8
172	но все	2	8
173	в дальнейшем	5	8
174	вот почему	1	8
175	миф о	1	8
176	все время	1	8
177	с одной	1	8
178	это мы	1	8
179	и чисто	1	8
180	что эта	1	8
181	в этой	4	8
182	один из	3	8
183	в сфере	1	8
184	бы и	2	8
185	как нечто	1	8
186	он всегда	4	7
187	тем что	2	7
188	но он	1	7
189	и образ	1	7
190	об отношении	1	7
191	точно так	2	7
192	он сам	7	7
193	что уже	1	7
194	связи с	1	7
195	в конце	3	7
196	в связи	1	7
197	в мире	3	7
198	его как	1	7
199	даже если	2	7
200	его с	1	7
201	и при	1	7
202	заключается в	1	7
203	как в	3	7
204	или вообще	1	7
205	с его	2	7
206	что этот	2	7
207	и я	2	7
208	и их	1	7
209	она должна	2	7
210	тем самым	3	7
211	отождествляется с	1	7
212	нуждается в	1	7
213	о чем	3	6
214	уже в	3	6
215	а что	2	6
216	я вижу	1	6
217	в другом	1	6
218	но они	2	6
219	одна из	2	6
220	тут же	2	6
221	во всех	1	6
222	по своей	1	6
223	в которой	1	6
224	я и	1	6
225	от самого	1	6
226	можно было	1	6
227	того кто	1	6
228	с тем	2	6
229	вместе с	1	6
230	никто не	3	6
231	того чтобы	1	6
232	не быть	1	6
233	мог бы	3	6
234	всяком случае	1	6
235	для него	3	6
236	о нем	1	6
237	того как	1	6
238	вообще не	1	6
239	его в	2	6
240	это как	1	6
241	но я	1	6
242	на всю	1	6
243	отношение к	2	6
244	и совершенно	1	6
245	а я	5	6
246	в той	1	5
247	если он	1	5
248	например в	1	5
249	в это	2	5
250	но мы	1	5
251	может ли	1	5
252	и еще	1	5
253	все в	1	5
254	что под	1	5
255	тот кто	1	5
256	и она	1	5
257	ли это	1	5
258	она хочет	1	5
259	не раз	1	5
260	своей и	1	5
261	от нее	1	5
262	известно что	1	5
263	почти не	1	5
264	состоит из	2	5
265	сравнению с	1	5
266	это может	1	5
267	не является	1	5
268	это понятие	1	5
269	по сравнению	1	5
270	только один	1	5
271	говорил что	1	5
272	а это	1	5
273	он и	2	5
274	что с	3	5
275	же не	1	5
276	раз и	2	5
277	в области	1	5
278	только к	2	5
279	или как	1	5
280	к ней	1	5
281	конце концов	1	5
282	и наконец	1	5
283	что на	1	5
284	вплоть до	1	5
285	и мира	1	4
286	из ее	1	4
287	это значит?	1	4
288	из самых	2	4
289	представление о	1	4
290	от самой	1	4
291	всегда будет	1	4
292	и должно	1	4
293	с другим	1	4
294	к ним	1	4
295	что даже	1	4
296	его самого	1	4
297	тогда и	1	4
298	у него	6	4
299	сказал что	1	4
300	на себя	1	4
301	и вместе	1	4
302	и личность	2	4
303	о себе	1	4
304	т п	1	4
305	а как	2	4
306	взгляд на	1	4
307	и здесь	2	4
308	это уже	2	4
309	мы начинаем	1	4
310	в душу	1	4
311	чем же	1	4
312	у которого	1	4
313	быть не	1	4
314	чтобы она	1	4
315	это же	1	4
316	друг друга	2	4
317	данном случае	2	4
318	в общем	1	4
319	и эта	1	4
320	на все	1	4
321	но уже	1	4
322	к жизни	5	4
323	на них	1	4
324	что эти	2	4
325	что нужно	1	4
326	человека и	1	4
327	в каких	1	4
328	но эта	2	4
329	а он	1	4
330	из себя	1	4
331	на ту	1	4
332	к этой	1	3
333	в первом	2	3
334	обоих случаях	1	3
335	отца и	2	3
336	понятно что	1	3
337	а стало	1	3
338	не могли	1	3
339	которой не	1	3
340	если так	1	3
341	ну а	1	3
342	говорит что	2	3
343	самого начала	1	3
344	всего этого	1	3
345	еще ничего	1	3
346	исходит из	1	3
347	нужно для	1	3
348	к ее	1	3
349	есть такая	1	3
350	что вы	3	3
351	на земле	1	3
352	я скажу	1	3
353	и жизнь	1	3
354	не был	2	3
355	что же?	2	3
356	между тем	1	3
357	не так	2	3
358	когда я	1	3
359	и чтобы	1	3
360	не мог	2	3
361	я в	1	3
362	всю жизнь	1	3
363	для чего	1	3
364	нельзя ли	1	3
365	мы понимаем	1	3
366	петр александрович	1	3
367	я хочу	1	3
368	бы не	1	3
369	скажет что	1	3
370	у достоевского	5	3
371	но без	1	3
372	как у	2	3
373	для нас	1	3
374	именно так	1	3
375	этого не	1	3
376	указывает на	1	3
377	при таком	1	3
378	при его	1	3
379	ко всему	1	3
380	с самого	1	3
381	отличие от	2	3
382	на свои	1	3
383	а из	1	3
384	и всегда	1	3
385	лишь в	1	3
386	и вне	1	3
387	в голову	1	3
388	мы отнюдь	1	3
389	он с	1	3
390	не к	1	3
391	еще раз	2	2
392	сама собой	1	2
393	не вызывает	1	2
394	ко всем	1	2
395	встречается в	1	2
396	в духе	1	2
397	это должно	1	2
398	вот что	1	2
399	и сам	3	2
400	мысль о	1	2
401	роль в	1	2
402	ними как	1	2
403	когда в	1	2
404	я буду	2	2
405	только теперь	1	2
406	всем его	1	2
407	сам же	1	2
408	перестает быть	1	2
409	ее к	2	2
410	совершенно в	1	2
411	было в	2	2
412	эта связь	1	2
413	он был	2	2
414	всего что	1	2
415	это его	1	2
416	понимаем что	1	2
417	времени в	2	2
418	в условиях	1	2
419	уже было	1	2
420	ее история	1	2
421	а между	1	2
422	не вполне	1	2
423	где и	1	2
424	и начинает	1	2
425	в глаза	2	2
426	в голове	1	2
427	наряду с	1	2
428	с этими	1	2
429	для понимания	1	2
430	всю ее	1	2
431	на котором	1	2
432	превратился в	1	2
433	они только	1	2
434	с первого	2	2
435	с своим	1	2
436	выражение лица	1	2
437	по природе	1	2
438	но еще	1	2
439	то для	1	2
440	не думает	1	2
441	на этот	1	2
442	как его	1	2
443	в третий	1	2
444	сходство с	1	2
445	вещи с	1	2
446	с образом	1	2
447	этой идеи	1	2
448	но при	2	2
449	имеет целью	1	2
450	с своими	1	2
451	всего необходимо	1	2
452	не могла	1	2
453	очевидно нет	1	2
454	и др	1	2
455	деле же	1	2
456	берется в	1	2
457	ни за	1	2
458	к сожалению	1	2
459	на деле	1	2
460	этой линии	1	2
461	достоевского в	3	2
462	то есть	3	2
463	также что	1	2
464	с такой	1	2
465	сколько угодно	1	2
466	и далее	1	2
467	вот как	1	2
468	в человеке	1	2
469	его собственная	1	2
470	доходит до	1	2
471	из тех	1	2
472	жизни в	1	2
473	оказалось что	1	2
474	цветов и	1	2
475	знает что	2	2
476	природе своей	1	2
477	только он	1	2
478	самое главное	1	2
479	в становлении	1	2
480	таком виде	1	2
481	в понятие	1	2
482	и теперь	1	2
483	именно на	1	2
484	не понимает	1	2
485	вместе и	1	2
486	и до	2	2
487	друга и	1	2
488	в обоих	1	2
489	нет в	2	2
490	личности она	1	2
491	нее самой	1	2
492	как некое	1	2
493	ее не	1	2
494	но от	1	2
495	в образе	6	2
496	вы сами	1	2
497	к истории	1	2
498	часто и	1	2
499	что ему	1	2
500	считает что	1	2
501	не для	1	2
502	на одной	1	2
503	нет это	1	2
504	чем он	2	2
505	с которым	1	2
506	на нее	1	2
507	в силах	2	2
508	хорошо знает	1	2
509	в такой	1	2
510	по самой	1	2
511	с чистой	1	2
512	времени так	1	2
513	эти же	1	2
514	в стиле	1	2
515	бессмертие души	1	2
516	на меня	2	2
517	исходит от	1	2
518	факт что	1	2
519	еще в	2	2
520	которую я	1	2
521	со своими	1	2
522	во многом	1	2
523	только по	1	2
524	о своих	1	2
525	является ли	1	2
526	говорит не	1	2
527	в эпоху	1	2
528	в целом	4	2
529	ведь уже	1	1
530	себе ее	1	1
531	быть по	1	1
532	это тот	1	1
533	перед собою	1	1
534	в такое	1	1
535	в применении	1	1
536	его за	2	1
537	незначительную роль	1	1
538	и лучше	2	1
539	может так	1	1
540	iii в	3	1
541	и цветов	1	1
542	одному из	1	1
543	что наш	1	1
544	достоевского бесы	1	1
545	мне понятно	1	1
546	голову что	1	1
547	и чужой	1	1
548	и хочу	1	1
549	ведет к	1	1
550	но самое	1	1
551	показал что	1	1
552	вы так	1	1
553	так вы	1	1
554	дома и	2	1
555	ясное как	1	1
556	если хочешь	1	1
557	он вполне	1	1
558	это страдание	1	1
559	виде что	1	1
560	мира сего	1	1
561	гораздо больше	1	1
562	умирает в	1	1
563	говорится о	1	1
564	и дело	1	1
565	века в	1	1
566	это часто	1	1
567	применении к	1	1
568	которой он	1	1
569	силы и	1	1
570	этом мы	1	1
571	имеет в	2	1
572	именно эта	1	1
573	к своей	1	1
574	над которым	1	1
575	но может	1	1
576	все образы	1	1
577	она тоже	1	1
578	веки веков	1	1
579	вещами и	1	1
580	истории по	1	1
581	душу и	1	1
582	что ее	1	1
583	перед ним	1	1
584	но этот	1	1
585	каких терминах	1	1
586	именно такого	1	1
587	как сейчас	1	1
588	понятие в	1	1
589	у себя	1	1
590	казалось что	1	1
591	идея в	1	1
592	в реальный	1	1
593	за все	1	1
594	о красе	1	1
595	больное место	1	1
596	входят в	1	1
597	из трех	1	1
598	всех людей	1	1
599	без которой	1	1
600	наблюдать и	1	1
601	времени x	1	1
602	и которое	1	1
603	он очень	1	1
604	человеческая личность	1	1
605	так можно	1	1
606	после того	1	1
607	она как	2	1
608	в братьях	1	1
609	впадает в	1	1
610	к себе	1	1
611	добра и	1	1
612	есть особое	1	1
613	в ресторане	2	1
614	в недрах	1	1
615	о существовании	1	1
616	чем у	1	1
617	и за	2	1
618	и холод	1	1
619	я знаю	1	1
620	есть с	1	1
621	даже на	2	1
622	это очень	5	1
623	на первую	1	1
624	видит в	1	1
625	такие ее	1	1
626	не какое-то	1	1
627	угодно если	1	1
628	говорит в	1	1
629	а за	1	1
630	что за	3	1
631	вспомнил как	1	1
632	откуда же	1	1
633	xviii века	1	1
634	именно такую	1	1
635	как говорит	2	1
636	с жизнью	1	1
637	лишь на	1	1
638	с отцом	1	1
639	одном из	2	1
640	если вам	1	1
641	ее сердце	1	1
642	и тонко	1	1
643	так сказать	1	1
644	последней главе	1	1
645	он сродни	1	1
646	необыкновенное и	1	1
647	не встречает	1	1
648	я его	1	1
649	не беспокойтесь	1	1
650	и ко	1	1
651	не человек	2	1
652	него есть	1	1
653	и цель	1	1
654	не сводится	1	1
655	и которую	1	1
656	творца и	1	1
657	для ее	1	1
658	во веки	1	1
659	чтобы он	1	1
660	на другой	1	1
661	ту же	1	1
662	характерны для	1	1
663	он стал	1	1
664	в развитии	1	1
665	ли сейчас	1	1
666	тем и	1	1
667	подобного нет	1	1
668	можно написать	1	1
669	и знает	1	1
670	над ним	1	1
671	по вопросу	1	1
672	литературы и	1	1
673	я увидел	2	1
674	в самой	1	1
675	а вы	1	1
676	значение и	1	1
677	мир на	1	1
678	x мы	1	1
679	вот я	1	1
680	жизнь как	1	1
681	я вам	1	1
682	образы и	1	1
683	искусства но	1	1
684	он сказал	1	1
685	мистик в	1	1
686	приступил к	1	1
687	при случае	1	1
688	ты мне	1	1
689	пушкина и	1	1
690	как система	1	1
691	я люблю	4	1
692	цивилизации он	1	1
693	в какой-то	1	1
694	намек на	1	1
695	предполагает некую	1	1
696	для самого	1	1
697	терпеть не	1	1
698	отвращение к	1	1
699	над ними	1	1
700	раз он	2	1
701	не хочу	1	1
702	опирается на	1	1
703	и сорвался	1	1
704	им как	1	1
705	и который	1	1
706	в шутку	1	1
707	значение только	1	1
708	это она	1	1
709	что сам	1	1
710	но этого	2	1
711	это была	1	1
712	даже я	1	1
713	нас от	1	1
714	за что	1	1
715	чтобы установить	1	1
716	здесь мы	1	1
717	до этого	1	1
718	вопросу об	1	1
719	это чувство	1	1
720	с г	2	1
721	все события	1	1
722	нет он	1	1
723	в романе	10	1
724	это выражение	1	1
725	не знал	1	1
726	сорвался с	1	1
727	сама и	1	1
728	была и	1	1
729	связаны между	1	1
730	них он	1	1
731	жизни гораздо	1	1
732	общем смысле	1	1
733	во сне	2	1
734	занятие но	1	1
735	братьях карамазовых	1	1
736	в x	1	1
737	бросается в	2	1
738	к счастью	1	1
739	нем ничего	1	1
740	же я	1	1
741	виду не	1	1
742	которую вы	2	1
743	он еще	1	1
744	значение этого	1	1
745	до исступления	1	1
746	не скажет	1	1
747	в новой	1	1
748	но теперь	1	1
749	очень хорошо	1	1
750	он именно	1	1
751	и бешенство	1	1
752	тогда как	1	1
753	так он	1	1
754	ну да	1	1
755	в обществе	1	1
756	есть необходимость	1	1
757	к величайшему	1	1
758	как свой	1	1
759	чтобы сохранить	1	1
760	в отличие	2	1
761	он в	1	1
762	говорить это	1	1
763	и служит	1	1
764	самой природе	1	1
765	какой она	1	1
766	день не	1	1
767	действия не	1	1
768	до конца	2	1
769	увидел что	1	1
770	непроходимой пропастью	1	1
771	самой своей	1	1
772	слова он	1	1
773	не смог	1	1
774	и глубоким	1	1
775	года и	1	1
776	идеи он	1	1
777	содержатся в	1	1
778	давно пора	1	1
779	без их	1	1
780	не из	1	1
781	не верит	1	1
782	с каким	1	1
783	обратиться к	1	1
784	высшей степени	1	1
785	не выдерживает	1	1
786	не выдержал	1	1
787	близок к	1	1
788	этом случае	1	1
789	проникает в	1	1
790	своем известном	1	1
791	ему в	1	1
792	на вопрос	1	1
793	не нужен	1	1
794	в последней	1	1
795	сам говорит	2	1
796	веру в	2	1
797	быть отнесены	1	1
798	и дико	1	1
799	естественно что	1	1
800	вдруг с	1	1
801	– но	1	1
802	простое как	1	1
803	в литературе	1	1
804	нам еще	1	1
805	видит что	1	1
806	где он	1	1
807	это странное	1	1
808	из своих	2	1
809	говорю что	1	1
810	превратиться в	1	1
811	а на	1	1
812	столь же	2	1
813	больше в	1	1
814	с наступлением	1	1
815	а также	1	1
816	только сам	1	1
817	же по	1	1
818	себя а	1	1
819	не правда	1	1
820	ли образ	1	1
821	о жизни	2	1
822	я даже	1	1
823	и своею	1	1
824	это происходит	1	1
825	человека мы	1	1
826	и могут	1	1
827	со своей	1	1
828	к личности	1	1
829	это хорошо	1	1
830	к одному	1	1
831	у лермонтова	1	1
832	за то	1	1
833	а к	1	1
834	на нечто	1	1
835	это мне	1	1
836	в поле	3	1
837	которое уже	1	1
838	века а	1	1
839	одну из	1	1
840	этом мире	1	1
841	силе и	1	1
842	и критики	1	1
843	вполне ясно	1	1
844	столкновение с	1	1
845	а по	1	1
846	свою жизнь	1	1
847	что образ	3	1
848	собою но	1	1
849	к смерти	1	1
850	конечно в	1	1
851	действительности от	1	1
852	x в	1	1
853	этого образа	1	1
854	человека с	1	1
855	чего же	1	1
856	прощение и	1	1
857	отца он	1	1
858	его а	1	1
859	ли раз	1	1
860	на вид	1	1
861	знает и	1	1
862	самой как	1	1
863	не случайное	1	1
864	где на	1	1
865	да неужто	1	1
866	он вообще	2	1
867	никому не	1	1
868	к женщине	1	1
869	право на	1	1
870	известной степени	1	1
871	на всем	2	1
872	и новые	1	1
873	человек не	1	1
874	это в	1	1
875	образ на	1	1
876	ничего подобного	1	1
877	событий и	1	1
878	ни разу	1	1
879	три года	1	1
880	жизнью и	2	1
881	вещей это	1	1
882	новое уже	1	1
