N	2gram	Trubetskoy	KFilosof
484	эти слова	1	1
485	его не	2	1
486	ни один	2	1
487	так чтобы	2	1
488	не отличаются	1	1
489	близости к	1	1
490	книги но	1	1
491	и другой	2	1
492	а через	1	1
493	в этот	1	1
494	человека все	1	1
495	мы должны	6	1
496	ей придется	1	1
497	растворяется в	1	1
498	когда он	3	1
499	сознании и	2	1
500	только тогда	1	1
501	живет и	1	1
502	эти различия	1	1
503	всякое бытие	3	1
504	не могло	2	1
505	воплощается в	1	1
506	только на	1	1
507	должны быть	1	1
508	между отдельными	1	1
509	в которую	1	1
510	он должен	1	1
511	не с	2	1
512	за собой	3	1
513	пор не	1	1
514	связь между	1	1
515	всего что	1	1
516	жизни это	1	1
517	же самое	2	1
518	главным образом	8	1
519	и до	1	1
520	характерной чертой	1	1
521	по своей	2	1
522	себе в	1	1
523	свою очередь	1	1
524	любви к	1	1
525	признать что	2	1
526	не совпадает	1	1
527	связанных с	2	1
528	их и	1	1
529	еще на	2	1
530	всего этого	1	1
531	бы по	1	1
532	когда мы	1	1
533	как из	1	1
534	ибо он	1	1
535	же поступок	1	1
536	нами и	2	1
537	задний план	1	1
538	по всей	1	1
539	это позволяет	1	1
540	не для	1	1
541	настоящее время	1	1
542	и никогда	1	1
543	этих последних	1	1
544	и во	1	1
545	той же	1	1
546	человеческой жизни	1	1
547	о его	1	1
548	одной из	5	1
549	в нашем	1	1
550	нашей точки	1	1
551	на которого	1	1
552	к двум	1	1
553	и от	4	1
554	относится к	2	1
555	что все	4	1
556	занимают в	1	1
557	том же	1	1
558	же в	1	1
559	что она	1	1
560	такой же	1	1
561	и о	3	1
562	в значительной	3	1
563	это бытие	1	1
564	что именно	2	1
565	на то	2	1
566	так называемые	3	1
567	не стоит	1	1
568	от них	2	1
569	и по	4	1
570	но такой	1	1
571	по методу	1	1
572	к этим	1	1
573	друг друга	1	1
574	того же	6	1
575	в настоящее	1	1
576	мира его	2	1
577	не можем	1	1
578	подойти к	3	1
579	лишь по	1	1
580	не к	2	1
581	действенное отношение	1	1
582	могли быть	1	1
583	можно только	2	1
