N	3gram	Vygotskiy_	Istorich
418	она лежит в	1	1
419	на все эти	1	1
420	он не представляет	1	1
421	только в системе	1	1
422	для всех этих	1	1
423	как показывает исследование	4	1
424	ней таким образом	1	1
425	мы увидим в	1	1
426	как бы в	1	1
427	мы можем сделать	1	1
428	прежде всего в	1	1
429	и то в	1	1
430	и уже по	1	1
431	происходит так что	1	1
432	если бы он	1	1
433	что еще не	1	1
434	мы говорили что	2	1
435	в каком отношении	1	1
436	что оно имеет	1	1
437	в самом начале	2	1
438	частный случай более	1	1
439	тем более не	1	1
440	не подлежит никакому	1	1
441	то мы должны	1	1
442	том смысле что	1	1
443	мы имеем только	1	1
444	в более позднем	1	1
445	но они же	1	1
446	он доходит до	1	1
447	до того момента	1	1
448	в процессе развития	3	1
449	мы можем назвать	1	1
450	он в этом	1	1
451	образом в одной	1	1
452	в которой они	1	1
453	о том не	1	1
454	мы должны выяснить	1	1
455	только в пределах	3	1
456	которых как показал	1	1
457	так что в	2	1
458	ответить на этот	1	1
459	для этого нужно	1	1
460	на вопрос как	1	1
461	не отличается от	1	1
462	мы могли бы	15	1
463	что происходит в	1	1
464	и его значения	1	1
465	они не могут	1	1
466	что он при	1	1
467	что в его	1	1
468	бы заключить что	1	1
469	случай более общего	1	1
470	но мы не	1	1
471	уже по одному	5	1
472	что он был	1	1
473	в этом отношении	7	1
474	они имеют в	1	1
475	является то что	3	1
476	что один из	1	1
477	пытался показать что	1	1
478	потому что в	4	1
479	именно потому что	3	1
480	с ним происходит	1	1
481	в такой же	3	1
482	у нас до	1	1
483	так и по	1	1
484	но так же	1	1
485	тем или иным	2	1
486	тех или иных	2	1
487	на более ранней	1	1
488	но в сущности	1	1
489	как мы это	2	1
490	а с другой	3	1
491	подтверждают это предположение	1	1
492	решить эту задачу	1	1
493	одному этому мы	1	1
494	сих пор рассматривали	1	1
495	не там где	1	1
496	которого еще не	1	1
497	в высшей степени	3	1
498	почву на которой	1	1
499	которые имели место	1	1
500	для объяснения этого	2	1
501	развить его в	1	1
502	на нее что	1	1
503	перейти к этому	1	1
504	параллельно с этим	1	1
505	в широком смысле	1	1
506	что оно слишком	1	1
507	что он способен	1	1
508	нечто такое что	1	1
509	это один и	1	1
510	на вопрос что	1	1
511	во второй половине	1	1
512	те действия которые	1	1
513	не знает что	3	1
514	что он делает	1	1
515	более ранней стадии	1	1
516	останавливаться на этом	1	1
517	того или иного	1	1
518	которые не могут	1	1
519	этот вопрос можно	1	1
520	только по отношению	1	1
521	и отношение к	1	1
522	что он может	3	1
523	мы находим в	1	1
524	что то что	1	1
525	к нему в	1	1
526	что они имеют	1	1
527	в какой мере	1	1
528	отнюдь не означает	1	1
529	одним из самых	1	1
530	от того что	6	1
531	лежат в основе	1	1
532	в сущности это	2	1
533	не есть нечто	1	1
534	на этом основано	1	1
535	он не сумел	1	1
536	в которой он	1	1
537	это явствует из	1	1
538	он мог бы	1	1
539	но если мы	2	1
540	в своем развитии	7	1
541	указанием на то	1	1
542	в то же	1	1
543	весь ход развития	1	1
544	при переходе от	2	1
545	не говоря уже	1	1
546	на ту же	1	1
547	все же эта	1	1
548	и что эта	1	1
549	заключается в том	12	1
550	в ее основе	1	1
551	их в жизни	1	1
552	допустить что этот	1	1
553	в первом случае	2	1
554	я не могу	1	1
555	вообще не существует	1	1
556	теперь обратимся к	1	1
557	в рассмотрение этого	1	1
558	и каждое из	1	1
559	в основе которых	2	1
560	не представляет себе	1	1
561	они не то	1	1
562	что дает нам	1	1
563	основе представления о	1	1
564	может быть источником	1	1
565	при специальном исследовании	1	1
566	в их основе	1	1
567	этим дело не	1	1
568	друг другу не	1	1
569	у нас на	1	1
570	видели также как	1	1
571	представление о том	1	1
572	они относятся к	1	1
573	уже говорили выше	2	1
574	едва ли не	1	1
575	не то что	4	1
576	только с помощью	1	1
577	мы исходим из	1	1
578	сходство по существу	1	1
579	то что они	2	1
580	в следующей главе	2	1
581	а главным образом	1	1
582	говорит о наличии	1	1
583	на первом месте	1	1
584	друг к другу	3	1
