N	2gram	Voloshinov	Analitik
161	на этом	1	6
162	и более	3	6
163	и то	2	6
164	художественного высказывания	1	6
165	уже в	2	6
166	есть в	1	6
167	его в	4	6
168	тем более	1	6
169	не так	2	5
170	не как	1	5
171	в этих	2	5
172	в них	3	5
173	в котором	3	5
174	входит в	1	5
175	в слове	1	5
176	к этому	2	5
177	в организации	1	5
178	и он	1	5
179	с другими	2	5
180	ни в	3	5
181	а с	1	5
182	и по	3	5
183	художественное восприятие	1	5
184	и потому	2	5
185	с ее	1	5
186	в особенности	2	5
187	и здесь	2	5
188	не могут	1	5
189	самом деле	3	5
190	с таким	1	5
191	как о	1	5
192	к его	2	5
193	жизни в	1	5
194	да и	3	5
195	что мы	5	5
196	на примере	2	5
197	за пределами	1	5
198	тот же	1	5
199	в художественном	3	5
200	мы не	3	5
201	в общем	1	5
202	все эти	3	5
203	одно из	1	5
204	в искусстве	1	5
205	и их	1	5
206	высказывания в	1	5
207	такой же	2	5
208	связь с	2	4
209	нам не	1	4
210	не должен	1	4
211	нашем случае	1	4
212	только на	3	4
213	значительной степени	1	4
214	о литературе	1	4
215	сказать что	7	4
216	известной степени	2	4
217	на него	2	4
218	что она	1	4
219	из трех	1	4
220	к нему	4	4
221	ни было	4	4
222	сколько бы	3	4
223	не было	1	4
224	между ними	2	4
225	в двух	1	4
226	в чем	2	4
227	мы уже	1	4
228	то ни	3	4
229	это по	1	4
230	и что	2	4
231	этом смысле	1	4
232	его к	2	4
233	искусства в	1	4
234	была бы	2	4
235	в отношении	2	4
236	подхода к	1	4
237	бы не	2	4
238	это и	1	4
239	его и	1	4
240	того чтобы	1	4
241	не должно	1	4
242	и тогда	1	4
243	или иных	1	4
244	и во	1	4
245	до известной	2	4
246	к предмету	5	4
247	но это	2	4
248	истории литературы	2	4
249	как к	3	4
250	все они	2	4
251	на которой	1	4
252	ко второму	1	4
253	сама по	1	4
254	или даже	1	4
255	и другого	1	4
256	жизнь и	1	4
257	тех или	1	4
258	произведения с	1	4
259	высказывания и	2	4
260	но при	1	4
261	в значительной	1	4
262	на основе	1	4
263	и ее	3	4
264	основе своей	1	4
265	отношение к	4	4
266	и о	1	4
267	в области	1	4
268	более того	2	4
269	от него	1	3
270	с героем	3	3
271	с этой	2	3
272	тем как	2	3
273	какой бы	1	3
274	в виду	5	3
275	и с	3	3
276	в жизни	5	3
277	только для	1	3
278	в момент	2	3
279	в такой	3	3
280	на самом	4	3
281	произведения но	1	3
282	и те	2	3
283	себе в	1	3
284	как на	2	3
285	автор как	1	3
286	что все	1	3
287	в зависимости	2	3
288	в противном	1	3
289	и внешней	1	3
290	бы то	3	3
291	должно быть	1	3
292	связи с	1	3
293	и всего	1	3
294	во внутренней	1	3
295	говорящего в	1	3
296	между собой	2	3
297	и героем	1	3
298	частной жизни	2	3
299	остается в	1	3
300	смысл и	2	3
301	включает в	1	3
302	и тот	1	3
303	произведение не	1	3
304	выбор слова	2	3
305	из этого	3	3
306	слова как	1	3
307	нам кажется	1	3
308	например в	1	3
309	тогда когда	2	3
310	герой нашего	1	3
311	что они	1	3
312	себе не	1	3
313	можно было	1	3
314	оно не	2	3
315	читателя и	1	3
316	сами по	1	3
317	мы могли	1	3
318	ли он	1	3
319	зависимости от	4	3
320	в словах	1	3
321	то он	1	3
322	из его	1	3
323	для нее	1	3
324	и больше	1	3
325	в обоих	1	3
326	образом не	1	3
327	героя в	1	3
328	анализа в	1	3
329	речи в	2	3
330	к содержанию	6	3
331	так как	9	3
332	они не	1	3
333	же не	1	3
334	дело в	4	3
335	ведь это	1	3
336	сам по	1	3
337	и без	1	3
338	в какой	2	3
339	при таком	1	3
340	противном случае	1	3
341	один и	1	3
342	этих двух	2	3
343	только к	1	3
344	она не	2	3
345	в ней	6	3
346	независимо от	2	3
347	мы должны	1	3
348	же самое	2	3
349	которые в	1	3
350	когда он	3	3
351	жизни и	4	3
352	может и	1	3
353	ведь и	3	3
354	для этого	1	3
355	и наконец	3	3
356	не к	3	3
357	является в	1	2
358	еще раз	2	2
359	случае мы	1	2
360	еще более	1	2
361	и героя	6	2
362	не бывает	1	2
363	ко всем	2	2
364	более или	1	2
365	нами и	1	2
366	от всего	1	2
367	автором и	2	2
368	к другим	1	2
369	на эту	1	2
370	не вполне	1	2
371	и слово	2	2
372	этой стороны	2	2
373	но мы	2	2
374	культуры в	1	2
375	произведения что	1	2
376	дело и	1	2
377	а лишь	1	2
378	героя или	2	2
379	художественно значимым	1	2
380	к художественному	1	2
381	языка в	1	2
382	так для	1	2
383	имеет в	3	2
384	и иных	1	2
385	во многих	1	2
386	художественный смысл	1	2
387	а между	1	2
388	уже и	1	2
389	стороны как	1	2
390	так же	3	2
391	и остается	1	2
392	к ним	2	2
393	двух других	1	2
394	приходят к	1	2
395	тем кто	1	2
396	к которому	1	2
397	отношения в	1	2
398	сих пор	3	2
399	науке о	1	2
400	что именно	1	2
401	и всякого	1	2
402	коем случае	1	2
403	и становится	1	2
404	оно становится	1	2
405	его эстетической	1	2
406	или иным	1	2
407	этих моментов	1	2
408	ее и	3	2
409	на протяжении	1	2
410	от его	1	2
411	же нам	1	2
412	внутренней и	1	2
413	не должна	3	2
414	бытия и	1	2
415	о ком	2	2
416	мы можем	2	2
417	то она	1	2
418	отношения между	1	2
419	или не	3	2
420	том же	1	2
421	как его	1	2
422	исходит из	1	2
423	высказывания как	4	2
424	не остается	2	2
425	человек и	1	2
426	в психике	2	2
427	деле в	1	2
428	зрения и	1	2
429	произведение является	1	2
430	на которую	1	2
431	разрыв между	2	2
432	этой точки	3	2
433	определенным образом	1	2
434	здесь мы	1	2
435	его внутренней	1	2
436	однако эта	1	2
437	но зато	2	2
438	одно и	2	2
439	и та	2	2
440	в форме	2	2
441	но отнюдь	2	2
442	когда мы	1	2
443	выходят за	2	2
444	моментов в	1	2
445	и др	5	2
446	это делает	1	2
447	обратимся к	1	2
448	своего героя	1	2
449	в окно	1	2
450	в пространстве	1	2
451	до сих	3	2
452	та же	1	2
453	самим автором	1	2
454	это особый	1	2
455	художественного творчества	3	2
456	что это	1	2
457	ни единого	1	2
458	не требует	1	2
459	том и	1	2
460	оно ни	1	2
461	называет это	1	2
462	о самом	1	2
463	и рождается	1	2
464	значения и	2	2
465	в процессе	6	2
466	ценностей и	1	2
467	автору и	3	2
468	думать что	1	2
469	нет ничего	2	2
470	не имеют	1	2
471	это только	1	2
472	поле зрения	1	2
473	всех сторон	1	2
474	на это	2	2
475	со всей	1	2
476	слов и	1	2
477	как если	4	2
478	с автором	3	2
479	при помощи	1	2
480	непосредственно к	1	2
481	тем же	1	2
482	произведения и	3	2
483	для всего	1	2
484	только его	1	2
485	но если	1	2
486	который и	1	2
487	другого и	1	2
488	принимают участие	1	2
489	для художественного	1	2
490	в коем	1	2
491	в поэзии	3	2
492	зависит от	2	2
493	и вот	1	2
494	он как	1	2
495	произведения однако	1	2
496	для нас	7	2
497	не способен	2	2
498	у нас	1	2
499	как нечто	1	2
500	слова не	1	2
501	все равно	1	2
502	но эта	1	2
503	произведения так	1	2
504	искусства как	1	2
505	на все	2	2
506	бы мы	3	2
507	которой он	1	2
508	но особенно	1	2
509	или менее	1	2
510	и таким	1	2
511	в одной	1	2
512	бы это	1	2
513	природу художественной	1	2
514	к одному	1	2
515	и тех	1	2
516	там где	2	2
517	со всех	2	2
518	ей в	1	2
519	это как	3	2
520	в ритме	1	2
521	от всех	2	2
522	такого анализа	1	2
523	частности в	1	2
524	быть ни	1	2
525	в большинстве	1	2
526	не можем	1	2
527	и прежде	1	2
528	все более	1	2
529	и только	1	2
530	художественное творчество	1	2
531	жизнью и	2	2
532	мы обратимся	1	1
533	они являются	1	1
534	с помощью	6	1
535	и другие	2	1
536	бы выводит	1	1
537	с уверенностью	1	1
538	в душе	2	1
539	в структуру	1	1
540	на второй	1	1
541	вещи и	2	1
542	в индивидуальную	1	1
543	структуры произведения	1	1
544	хочу и	1	1
545	положения и	1	1
546	героев и	2	1
547	для другой	1	1
548	тип общения	1	1
549	самом же	1	1
550	сторон и	1	1
551	по мере	1	1
552	историка литературы	1	1
553	в рамки	1	1
554	передний план	1	1
555	предполагает в	1	1
556	положения в	1	1
557	находится не	1	1
558	но все	2	1
559	равно как	1	1
560	на общий	1	1
561	на какой-нибудь	1	1
562	все моменты	1	1
563	слова с	1	1
564	человека для	1	1
565	интонация как	1	1
566	характерной чертой	1	1
567	обнимает все	1	1
568	теоретической поэтики	3	1
569	структуру а	1	1
570	материала это	1	1
571	внутренней речью	1	1
572	для их	1	1
573	и из	1	1
574	чем мы	1	1
575	социальной ситуации	1	1
576	свой смысл	1	1
577	так если	1	1
578	свойственной формой	1	1
579	именно эту	1	1
580	литературы в	1	1
581	созерцателя художественное	1	1
582	ситуации в	1	1
583	и политического	1	1
584	моменты и	1	1
585	его смыслу	1	1
586	мы увидим	1	1
587	именно этим	1	1
588	убедиться в	1	1
589	только как	1	1
590	почти исключительно	2	1
591	типичными героями	1	1
592	должна быть	5	1
593	но то	1	1
594	искусства и	2	1
595	случае она	1	1
596	и продукт	1	1
597	относится не	1	1
598	точно и	1	1
599	в изучении	1	1
600	них и	1	1
601	имеет дело	1	1
602	трех моментов	1	1
603	и значение	2	1
604	своем значении	1	1
605	отметить что	1	1
606	предмета изучения	1	1
607	оказывает существеннейшее	1	1
608	место но	1	1
609	мы ощущаем	1	1
610	говорящих и	1	1
611	с такою	1	1
612	героя оно	1	1
613	обращенная к	1	1
614	него не	1	1
615	лирические формы	1	1
616	следующим образом	1	1
617	к некоторому	1	1
618	слово не	1	1
619	слова их	1	1
620	произнесенное или	1	1
621	входят в	1	1
622	все время	6	1
623	ее внутренней	1	1
624	жизни за	1	1
625	тем это	1	1
626	говорят героя	1	1
627	события она	1	1
628	чем более	1	1
629	большинстве своем	1	1
630	того о	1	1
631	соприкасается говорящий	1	1
632	такой степени	1	1
633	и оба	1	1
634	психике творца	2	1
635	есть выражение	1	1
636	влияние на	2	1
637	и автора	1	1
638	осуществление этой	1	1
639	отражение в	1	1
640	третьего слушателя	1	1
641	она в	1	1
642	нашей работы	1	1
643	что я	1	1
644	что уже	1	1
645	ним в	1	1
646	обычно не	1	1
647	подчеркнуть что	2	1
648	общения обладающий	1	1
649	и художественно	1	1
650	словесные пределы	1	1
651	простым воспроизведением	1	1
652	всех языках	1	1
653	не совпадают	1	1
654	и вступает	1	1
655	произведения поскольку	1	1
656	живет и	1	1
657	сознания не	1	1
658	не нуждается	1	1
659	героя с	1	1
660	по аналогии	1	1
661	нем но	1	1
662	или хотя	1	1
663	мы это	1	1
664	характер и	1	1
665	литературе и	1	1
666	можем мы	1	1
667	с жизнью	1	1
668	же оно	1	1
669	эти три	1	1
670	объективного повествования	1	1
671	слово здесь	1	1
672	художественном произведении	3	1
673	же как	1	1
674	социальной группы	3	1
675	рядом с	1	1
676	время учитывает	1	1
677	существеннейшее влияние	1	1
678	слово в	3	1
679	в интонации	6	1
680	себе и	1	1
681	точек зрения	3	1
682	на границе	3	1
683	из одного	1	1
684	делает его	2	1
685	и развивает	1	1
686	для анализа	1	1
687	и мир	1	1
688	этом особенно	1	1
689	и оказывает	1	1
690	единство а	1	1
691	слово есть	1	1
692	если оно	1	1
693	того в	1	1
694	выводит слово	1	1
695	при чтении	1	1
696	творца и	7	1
697	раз что	1	1
698	все остальные	1	1
699	изолированно взятой	1	1
700	форма лирики	1	1
701	субъективного сознания	1	1
702	или может	1	1
703	характерны для	1	1
704	ни была	1	1
705	все основные	1	1
706	здесь на	1	1
707	бы но	1	1
708	если же	2	1
709	должны быть	1	1
710	содержания и	2	1
711	его смысла	1	1
712	и точность	1	1
713	ком или	1	1
714	в приведенном	1	1
715	себя на	1	1
716	форму высказывания	1	1
717	в современной	1	1
718	миру и	1	1
719	литературы и	4	1
720	не совпадает	1	1
721	того кто	1	1
722	из нее	1	1
723	смыслу в	1	1
724	ритм и	1	1
725	что для	1	1
726	или о	1	1
727	за вычетом	1	1
728	и интонациями	1	1
729	обладающий собственной	1	1
730	материала в	1	1
731	вне этого	1	1
732	внутренний и	1	1
733	же мы	1	1
734	зрительный образ	1	1
735	трех говорящего	1	1
736	отрешиться от	1	1
737	отношении он	1	1
738	себе как	1	1
739	можно с	1	1
740	сливаются в	1	1
741	что до	1	1
742	к автору	4	1
743	можно только	1	1
744	уже на	1	1
745	не ту	1	1
746	от нее	1	1
747	его словесные	1	1
748	быть только	2	1
749	фразы в	1	1
750	приближается к	1	1
751	обоих этих	1	1
752	слушателя к	1	1
753	слушателя который	2	1
754	них в	1	1
755	в событии	2	1
756	и сейчас	1	1
757	только ему	3	1
758	в основном	2	1
759	комнаты и	1	1
760	здесь слово	1	1
761	бытия именно	1	1
762	ему свойственной	1	1
763	всего целого	1	1
764	к общему	1	1
765	интонации соприкасается	1	1
766	событии художественного	1	1
767	это уже	1	1
768	психике созерцателя	1	1
769	не обходится	1	1
770	для них	1	1
771	и делает	1	1
772	однако он	1	1
773	неразрывное единство	1	1
774	и вполне	2	1
775	не на	1	1
776	они как	1	1
777	действительно произнесенное	1	1
778	особого эстетического	1	1
779	без внутренней	1	1
780	общения между	1	1
781	мы понимаем	1	1
782	в вещи	1	1
783	наблюдений над	1	1
784	с ней	1	1
785	миром и	1	1
786	в краткой	1	1
787	то время	1	1
788	состава произведения	1	1
789	относятся к	1	1
790	как не	2	1
791	быть понято	1	1
792	мы ни	5	1
793	и так	2	1
794	говорящего автора	1	1
795	и герой	3	1
796	слова это	1	1
797	так называемая	1	1
798	жизни если	2	1
799	на их	1	1
800	это бывает	1	1
801	аналогии с	1	1
802	собственной только	1	1
803	является для	2	1
804	одним и	1	1
805	ни на	2	1
806	поэтому не	1	1
807	виду не	1	1
808	сливается с	2	1
809	незаместимое место	1	1
810	зрения как	1	1
811	свое незаместимое	1	1
812	ее до	1	1
813	особый тип	1	1
814	слова и	6	1
815	и уже	3	1
816	обойтись без	1	1
817	и вся	1	1
818	совпадают с	1	1
819	отношении к	3	1
820	этим словом	1	1
821	социального взаимодействия	3	1
822	ни были	1	1
823	нечего делать	1	1
824	различных моментов	1	1
825	в истории	1	1
826	чем говорят	1	1
827	в каком	3	1
828	еще один	1	1
829	связанных с	1	1
830	имеем в	2	1
831	на что	1	1
832	автора героя	1	1
833	непосредственно в	1	1
834	между людьми	1	1
835	что здесь	1	1
836	вступает во	1	1
837	если мы	1	1
838	только одна	1	1
839	разговорного языка	1	1
840	обращение к	1	1
841	со словом	2	1
842	одного только	1	1
843	формы то	2	1
844	на этих	1	1
845	друг друга	1	1
846	из него	2	1
847	точку зрения	2	1
848	формы и	3	1
849	социальное событие	1	1
850	моменты произведения	1	1
851	из этой	1	1
852	он должен	3	1
853	по мнению	1	1
854	и такой	1	1
855	продукт социального	2	1
856	говорящий со	1	1
857	проникает в	1	1
858	что оно	1	1
859	выходит за	1	1
860	ситуацию жизнь	1	1
861	внехудожественной действительности	1	1
862	поскольку мы	1	1
863	но прежде	1	1
864	можно подумать	1	1
865	и уж	1	1
866	одна и	1	1
867	материала и	4	1
868	и активное	1	1
869	она будет	1	1
870	в формах	2	1
871	учитывает третьего	1	1
872	это ни	1	1
873	форму в	2	1
874	высказывания с	2	1
875	входя в	1	1
876	что собственно	1	1
877	ее нет	1	1
878	то мы	1	1
879	что каждый	1	1
880	художественное обнимает	1	1
881	и художественное	1	1
882	взятой психике	1	1
883	есть уже	2	1
884	анализ может	1	1
885	героя слово	1	1
886	не исчерпывает	1	1
887	значение этих	1	1
888	материал для	1	1
889	осмысленно написанное	1	1
890	содержание в	1	1
891	с чисто	2	1
892	является таким	1	1
893	на передний	1	1
894	было в	1	1
895	места в	1	1
896	этого нельзя	1	1
897	позицию по	1	1
898	из общей	2	1
899	их эстетического	1	1
900	бы оно	2	1
901	и осознает	1	1
902	участие в	1	1
903	вне произведения	1	1
904	только и	1	1
905	именно эта	1	1
906	но уже	1	1
907	форма в	2	1
908	этом достаточно	1	1
909	к изображаемому	1	1
910	бы действительно	1	1
911	единство и	1	1
912	произведение и	2	1
913	за его	2	1
914	и вообще	3	1
915	выражение и	2	1
916	на них	1	1
917	в воспринимающем	1	1
918	же деле	1	1
919	в стиле	1	1
920	которого и	1	1
921	подумать что	1	1
922	нас и	2	1
923	может претендовать	1	1
924	она должна	1	1
925	и героев	1	1
926	является художественное	1	1
927	автора к	1	1
928	слово социальное	1	1
929	как перед	1	1
930	остаются вне	2	1
931	обстоит дело	1	1
932	что является	1	1
933	быть и	3	1
934	и во-вторых	1	1
935	эта сторона	1	1
936	в науке	1	1
937	взаимодействия трех	1	1
938	стороны его	1	1
939	что нам	1	1
940	него свое	1	1
941	становится главным	1	1
942	стороны и	2	1
943	только то	1	1
944	а этот	1	1
945	к которой	1	1
946	у нее	1	1
947	признать что	1	1
948	смысл высказывания	1	1
949	обычной жизненной	1	1
950	для эстетики	1	1
951	слушателями интонация	1	1
952	или осмысленно	1	1
953	что можно	1	1
954	самой своей	1	1
955	лицо и	1	1
956	ней еще	1	1
957	этот зрительный	1	1
958	со слушателями	1	1
959	слово за	1	1
960	самом себе	1	1
961	три момента	1	1
962	художественное значение	1	1
963	в виде	1	1
964	момента и	1	1
965	суждения о	1	1
966	и эта	1	1
967	в изолированно	1	1
968	определить как	1	1
969	не отвечает	1	1
970	само собой	1	1
971	не вне	1	1
972	возможна только	2	1
973	все возможные	1	1
974	в лице	1	1
975	знания и	1	1
976	из двух	1	1
