N	2gram	Propp_Isto	Problema
330	быть и	1	10
331	только то	1	10
332	собственно говоря	1	10
333	и другие	7	9
334	что если	2	9
335	говоря уже	1	9
336	с собой	2	9
337	их в	7	9
338	действительности а	1	9
339	вопрос о	8	9
340	миф о	2	9
341	здесь как	1	9
342	именно как	1	9
343	в тех	4	9
344	не мешает	1	9
345	тогда когда	2	9
346	в которых	2	9
347	о котором	1	9
348	то он	2	9
349	только тогда	1	9
350	д и	2	9
351	того как	6	9
352	однако не	2	9
353	но эта	1	9
354	имеется в	3	9
355	она не	6	9
356	этому поводу	2	9
357	которые в	3	9
358	в жизни	2	9
359	правда в	1	9
360	только для	3	9
361	не вполне	3	9
362	между прочим	3	9
363	же касается	1	9
364	это тоже	6	9
365	на себе	1	9
366	бы в	2	9
367	мы говорили	1	9
368	был бы	4	9
369	сколько угодно	1	9
370	здесь мы	9	9
371	с ней	2	9
372	а может	2	9
373	на небо	1	9
374	это было	2	9
375	идет речь	2	9
376	и наконец	5	9
377	во всем	3	8
378	является в	1	8
379	говорится о	1	8
380	он был	3	8
381	конечно не	2	8
382	во всей	2	8
383	тем же	1	8
384	а наоборот	1	8
385	что при	3	8
386	от этого	2	8
387	между собой	4	8
388	а потом	4	8
389	почти всегда	1	8
390	иметь в	2	8
391	и по	4	8
392	с ее	2	8
393	к сожалению	3	8
394	никто не	3	8
395	из этих	2	8
396	и больше	1	8
397	только с	4	8
398	мы будем	5	8
399	бы мы	2	8
400	на его	2	8
401	не все	5	8
402	еще в	2	8
403	мы сейчас	2	8
404	вплоть до	2	8
405	для всех	2	8
406	были бы	2	8
407	самом же	1	8
408	как только	1	8
409	входит в	1	8
410	в чистом	2	8
411	и он	4	8
412	здесь нет	2	8
413	ни было	2	8
414	но ведь	1	8
415	чистом виде	2	8
416	мы здесь	8	8
417	не значит	1	8
418	в силу	7	8
419	и этот	1	8
420	том как	3	8
421	а если	2	8
422	этот термин	1	8
423	для него	2	8
424	а то	2	8
425	является не	2	8
426	же деле	1	8
427	с самого	4	8
428	как он	5	8
429	даже в	5	7
430	его от	1	7
431	но что	2	7
432	а а	1	7
433	не обязательно	1	7
434	себе в	1	7
435	что их	3	7
436	в значительной	1	7
437	иным как	1	7
438	все в	2	7
439	и всего	1	7
440	а с	4	7
441	или иное	1	7
442	не раз	1	7
443	его как	2	7
444	для чего	1	7
445	уже с	2	7
446	жизни а	1	7
447	оно не	1	7
448	быть даже	1	7
449	это только	1	7
450	нечто целое	2	7
451	одной из	6	7
452	на этот	2	7
453	мы могли	2	7
454	была бы	2	7
455	себе но	1	7
456	в такой	2	7
457	не можем	4	7
458	что на	1	7
459	еще более	1	7
460	в это	2	7
461	на этой	2	7
462	уже о	1	7
463	не чем	1	7
464	самого начала	4	7
465	зевса и	1	7
466	тому же	1	7
467	же как	7	7
468	чем иным	1	7
469	даже не	2	7
470	образы и	1	7
471	сливаются в	1	7
472	в советской	1	7
473	за это	1	7
474	не на	2	7
475	и так	3	7
476	все они	1	7
477	в основе	4	7
478	сейчас мы	1	7
479	на землю	2	7
480	большей частью	2	7
481	времени и	1	7
482	друг друга	2	7
483	хотели бы	1	7
484	ее в	7	7
485	же не	3	7
486	в эпоху	2	7
487	понимать как	1	7
488	говорят о	3	7
489	мира и	1	7
490	может иметь	2	7
491	тут и	2	7
492	в какой	4	7
493	стороны однако	1	7
494	с которыми	1	6
495	не как	3	6
496	а есть	2	6
497	в мифе	3	6
498	уже на	2	6
499	пор мы	4	6
500	тем или	1	6
501	первый взгляд	2	6
502	в действительности	2	6
503	только как	1	6
504	не всегда	9	6
505	имеем в	4	6
506	видно что	9	6
507	на него	7	6
508	что именно	1	6
509	уже по	1	6
510	нами не	1	6
511	мышления и	1	6
512	до конца	1	6
513	после этого	5	6
514	или не	1	6
515	но когда	1	6
516	по своей	2	6
517	мы еще	4	6
518	жизнь в	1	6
519	в него	2	6
520	чтобы не	3	6
521	отношения к	2	6
522	этот вопрос	7	6
523	зависимости от	3	6
524	но оно	4	6
525	в отдельности	1	6
526	и уже	1	6
527	с которой	2	6
528	есть он	1	6
529	именно на	2	6
530	и об	1	6
531	природы и	1	6
532	и после	1	6
533	могут быть	5	6
534	образ и	1	6
535	то мы	6	6
536	независимо от	1	6
537	просто как	2	6
538	и может	1	6
539	но она	2	6
540	есть и	2	6
541	можно найти	2	6
542	уже у	2	6
543	к ней	3	6
544	ведь и	1	6
545	дело здесь	1	6
546	себе а	2	6
547	она является	1	6
548	если он	1	6
549	как оно	3	6
550	под названием	1	6
551	в зависимости	3	6
552	не мог	4	6
553	вся эта	1	6
554	содержится в	2	6
555	нельзя сказать	1	6
556	не знает	7	6
557	что под	1	6
558	вещи не	1	6
559	который является	1	6
560	поскольку они	2	6
561	бы быть	4	6
562	же мы	1	6
563	во время	5	6
564	и ничего	1	6
565	можно только	1	6
566	из тех	1	6
567	ни к	3	6
568	этого слова	1	6
569	этом отношении	1	6
570	но с	3	6
571	входить в	1	6
572	по существу	7	6
573	с той	2	6
574	к своему	3	6
575	для которого	1	6
576	на свете	1	6
577	часто бывает	2	6
578	которую мы	1	6
579	дело не	8	6
580	когда он	9	6
581	стороны и	1	6
582	само по	2	6
583	в настоящем	1	5
584	если его	1	5
585	сама собой	1	5
586	людей но	1	5
587	или на	7	5
588	и пусть	2	5
589	в противоположность	1	5
590	в этот	1	5
591	и когда	4	5
592	указания на	1	5
593	на одну	1	5
594	и еще	1	5
595	к этому	2	5
596	виде и	1	5
597	которого он	1	5
598	на себя	2	5
599	я не	5	5
600	по одному	2	5
601	быть очень	1	5
602	оно и	2	5
603	и тот	3	5
604	и хотя	1	5
605	говорили что	3	5
606	между тем	2	5
607	мы видели	4	5
608	утверждать что	3	5
609	его на	1	5
610	поэтому в	2	5
611	сводится к	1	5
612	подобно тому	3	5
613	нам в	1	5
614	и будет	1	5
615	ничем не	2	5
616	ясно и	2	5
617	тех пор	1	5
618	и вся	1	5
619	видели выше	1	5
620	это ясно	1	5
621	он должен	3	5
622	для всякого	1	5
623	о нем	5	5
624	что ни	1	5
625	которые как	1	5
626	с теми	1	5
627	мы теперь	1	5
628	по его	3	5
629	огня и	1	5
630	или другого	1	5
631	человека в	1	5
632	как то	1	5
633	мы бы	1	5
634	из всех	2	5
635	здесь необходимо	2	5
636	до того	1	5
637	действительности в	1	5
638	к понятию	1	5
639	которой он	1	5
640	в каких	3	5
641	во многих	2	5
642	с этими	1	5
643	себя в	2	5
644	том чтобы	2	5
645	от его	2	5
646	должно быть	2	5
647	но еще	1	5
648	сама же	1	5
649	за то	3	5
650	одним из	2	5
651	как его	1	5
652	себе не	2	5
653	одна из	4	5
654	в свете	4	5
655	чтобы понять	3	5
656	что эта	3	5
657	хотя в	3	5
658	в нее	2	5
659	бы его	2	5
660	о его	1	5
661	там где	5	5
662	имеет свою	2	5
663	образом и	1	5
664	в область	4	5
665	за что	1	5
666	в наших	1	5
667	же о	1	5
668	не знал	1	5
669	ли он	3	5
670	знает что	1	5
671	этих случаях	11	5
672	не должны	1	5
673	не знаем	3	5
674	они не	8	5
675	античного мифа	1	5
676	же именно	1	5
677	но по	3	5
678	или что	1	5
679	он говорит	1	5
680	его не	3	5
681	это за	5	5
682	тому как	3	5
683	в пределах	4	5
684	тот кто	3	5
685	только по	2	5
686	и прежде	1	5
687	об этой	2	5
688	тем как	1	4
689	и был	1	4
690	думается что	1	4
691	никаких доказательств	1	4
692	не хочет	1	4
693	в мир	2	4
694	именно о	1	4
695	к другим	1	4
696	мы получаем	1	4
697	меня в	1	4
698	на эту	3	4
699	но мы	2	4
700	так например	7	4
701	в брак	3	4
702	этим мы	1	4
703	не могли	1	4
704	ничто не	1	4
705	о них	1	4
706	к ним	4	4
707	именно так	2	4
708	на котором	5	4
709	случае когда	1	4
710	как нам	2	4
711	она в	1	4
712	одно из	2	4
713	тем больше	1	4
714	является и	1	4
715	можно судить	2	4
716	мы это	1	4
717	в эту	3	4
718	человека а	1	4
719	в русской	7	4
720	спросим себя	1	4
721	тот момент	3	4
722	было только	1	4
723	где же	1	4
724	должны были	9	4
725	а тем	1	4
726	что во	1	4
727	себе как	1	4
728	от нее	1	4
729	этот миф	1	4
730	античности и	2	4
731	целое и	2	4
732	особого рода	1	4
733	с целью	2	4
734	можно назвать	3	4
735	и они	5	4
736	это время	3	4
737	этот образ	1	4
738	нет в	2	4
739	и пр	11	4
740	ряд отдельных	1	4
741	это все	1	4
742	мы хотели	1	4
743	без его	1	4
744	указывают на	1	4
745	той же	1	4
746	у них	2	4
747	указанием на	2	4
748	этот путь	1	4
749	но на	1	4
750	он как	1	4
751	на нее	3	4
752	нас к	2	4
753	бы нам	1	4
754	здесь говорится	1	4
755	отличие от	3	4
756	но всегда	1	4
757	можно но	1	4
758	при всем	1	4
759	огромное значение	1	4
760	это можно	1	4
761	или другими	1	4
762	очень трудно	1	4
763	он с	1	4
764	от него	1	4
765	можно говорить	2	4
766	к этой	5	4
767	здесь то	1	4
768	дело с	2	4
769	по всему	1	4
770	она уже	1	4
771	остановиться на	1	4
772	требует от	1	4
773	то не	3	4
774	равно как	1	4
775	за ним	1	4
776	например в	7	4
777	нельзя было	1	4
778	мы увидим	17	4
779	в глаза	2	4
780	но они	6	4
781	значения этого	2	4
782	должен быть	3	4
783	наряду с	6	4
784	духа и	1	4
785	имеем дело	1	4
786	момент в	1	4
787	собой и	1	4
788	не выходит	2	4
789	она и	2	4
790	и всей	1	4
791	прийти к	1	4
792	xix века	2	4
793	там и	3	4
794	здесь уже	1	4
795	это мы	1	4
796	и она	4	4
797	которой она	1	4
798	и вместе	2	4
799	могло бы	1	4
800	бы к	1	4
801	очень часто	7	4
802	именно потому	2	4
803	кажется что	1	4
804	на который	1	4
805	и др	11	4
806	а как	2	4
807	одном случае	1	4
808	которых мы	1	4
809	больше ничего	1	4
810	в сущности	2	4
811	от другого	1	4
812	или его	1	4
813	он будет	1	4
814	если это	3	4
815	все на	1	4
816	себя и	2	4
817	связаны между	2	4
818	могут сказать	1	4
819	друг от	1	4
820	который и	1	4
821	это понятие	1	4
822	только тем	1	4
823	им в	1	4
824	мог бы	3	4
825	их с	1	4
826	дает нам	3	4
827	ему в	3	4
828	и за	1	4
829	бы на	1	4
830	исследования мы	1	4
831	чем он	1	4
832	от друга	1	4
833	что к	1	4
834	самые разнообразные	1	4
835	в ту	2	4
836	при таком	2	4
837	перед собой	1	4
838	войти в	2	4
839	что эти	5	4
840	что от	2	4
841	до тех	1	4
842	в разных	2	4
843	значение но	1	4
844	так чтобы	3	4
845	если она	1	4
846	таких случаях	4	4
847	что из	1	4
848	на всю	1	4
849	всей его	1	4
850	и часто	4	4
851	еще на	1	4
852	скажем что	1	4
853	на это	3	4
854	одного из	1	4
855	бы он	1	4
856	образов и	2	4
857	только после	3	4
858	этот мотив	3	4
859	которые здесь	1	3
860	важно для	1	3
861	и над	1	3
862	он видит	3	3
863	и говорить	1	3
864	представлений о	4	3
865	не столько	1	3
866	своего сына	1	3
867	и именно	2	3
868	в некотором	2	3
869	нечто другое	1	3
870	свою собственную	1	3
871	и художественная	1	3
872	после его	1	3
873	а что	1	3
874	начала до	1	3
875	всем этим	1	3
876	представляет собой	7	3
877	может ли	1	3
878	отдельности и	1	3
879	они должны	3	3
880	находится в	6	3
881	именно с	1	3
882	не будут	1	3
883	для этой	1	3
884	но так	3	3
885	мотив не	1	3
886	но тем	1	3
887	мы видим	16	3
888	и мы	2	3
889	к их	1	3
890	что уже	1	3
891	есть с	1	3
892	есть еще	3	3
893	совершенно ясно	3	3
894	на горе	1	3
895	чем в	2	3
896	как таковое	1	3
897	о смерти	7	3
898	и хорошо	1	3
899	этот вывод	1	3
900	а для	2	3
901	что хотя	1	3
902	но можно	2	3
903	нами как	2	3
904	и рассматривать	1	3
905	или это	1	3
906	много и	1	3
907	эти слова	3	3
908	ничего нового	1	3
909	относится и	2	3
910	и знает	2	3
911	все дело	1	3
912	них не	2	3
913	этой действительности	1	3
914	образом в	2	3
915	до наших	2	3
916	например что	1	3
917	на небе	1	3
918	себе представить	1	3
919	из таких	2	3
920	которого оно	1	3
921	с некоторым	1	3
922	и та	1	3
923	как акт	1	3
924	дать ей	1	3
925	но почти	1	3
926	с такими	2	3
927	что такой	1	3
928	связанные с	3	3
929	к какому	1	3
930	так называемая	3	3
931	сейчас же	1	3
932	в природе	1	3
933	который он	1	3
934	и состоит	1	3
935	в очень	4	3
936	по сравнению	1	3
937	он часто	1	3
938	в новой	2	3
939	не сам	2	3
940	каждой из	1	3
941	речь идет	1	3
942	от других	1	3
943	на основании	1	3
944	в совершенно	2	3
945	знаем что	9	3
946	каждый из	1	3
947	было и	1	3
948	же только	1	3
949	в отличие	3	3
950	будь то	1	3
951	это одно	2	3
952	но есть	3	3
953	мышления в	1	3
954	может не	1	3
955	сущность и	1	3
956	что значит	1	3
957	естественно что	1	3
958	где он	1	3
959	не содержит	2	3
960	а все	1	3
961	основана на	1	3
962	здесь имеется	2	3
963	мы никогда	1	3
964	это свидетельствует	1	3
965	один и	2	3
966	пока не	5	3
967	то ясно	2	3
968	а он	1	3
969	в одной	3	3
970	стоит и	1	3
971	это конечно	3	3
972	и других	1	3
973	в самых	1	3
974	ни один	8	3
975	здесь совершенно	1	3
976	и жизни	1	3
977	что-нибудь другое	1	3
978	дело вовсе	1	3
979	происходит в	3	3
980	но я	1	3
981	получает свое	1	3
982	не связан	1	3
983	которая была	2	3
984	рассказ о	1	3
985	которая в	1	3
986	говорят что	5	3
987	не годится	1	3
988	от этих	2	3
989	в первом	1	3
990	а во-вторых	1	3
991	мысль о	2	3
992	весь этот	1	3
993	и требует	1	3
994	принцип который	1	3
995	там же	3	3
996	не содержат	1	3
997	остается только	1	3
998	одно целое	1	3
999	вот почему	2	3
1000	не сама	1	3
1001	поэтому мы	1	3
1002	когда она	3	3
1003	оно было	1	3
1004	говорит что	1	3
1005	уже как	1	3
1006	превращается в	4	3
1007	всего этого	1	3
1008	всего что	1	3
1009	так то	2	3
1010	чтобы они	2	3
1011	тех случаях	1	3
1012	миф и	1	3
1013	в европе	1	3
1014	здесь идет	2	3
1015	этом же	1	3
1016	о ней	1	3
1017	ее и	1	3
1018	после того	2	3
1019	и эту	1	3
1020	указать на	1	3
1021	время в	2	3
1022	т е	30	3
1023	образ в	1	3
1024	не обладает	3	3
1025	видит в	2	3
1026	выше мы	6	3
1027	но все-таки	2	3
1028	чтобы его	1	3
1029	должен был	6	3
1030	можно сколько	1	3
1031	на этом	3	3
1032	на другой	2	3
1033	как человек	1	3
1034	в системе	2	3
1035	огромное количество	1	3
1036	воздействовать на	2	3
1037	нем и	1	3
1038	почему же	1	3
1039	друг другу	1	3
1040	рассматривается как	1	3
1041	столь же	2	3
1042	значило бы	1	3
1043	если они	1	3
1044	значение как	1	3
1045	многие другие	1	3
1046	видим и	1	3
1047	мы назвали	1	3
1048	его с	1	3
1049	должна быть	5	3
1050	и должно	3	3
1051	о которой	1	3
1052	борьбы с	2	3
1053	в процессе	1	3
1054	оно всегда	1	3
1055	с ними	2	3
1056	здесь будет	3	3
1057	со стороны	3	3
1058	всей своей	1	3
1059	бы с	1	3
1060	земли и	1	3
1061	общей форме	1	3
1062	в середине	3	3
1063	он хочет	1	3
1064	и наша	1	3
1065	мы хотим	2	3
1066	заметить что	2	3
1067	в образе	3	3
1068	он может	2	3
1069	слово и	1	3
1070	увидим ниже	5	3
1071	в и	1	3
1072	связан с	4	3
1073	в более	2	3
1074	не думает	1	3
1075	с начала	1	3
1076	от которого	1	3
1077	никуда не	1	3
1078	этих предметов	1	3
1079	и непосредственно	1	3
1080	как она	3	3
1081	помнить что	1	3
1082	случаях когда	1	3
1083	при его	1	3
1084	это так	6	3
1085	еще до	2	3
1086	как показывает	1	3
1087	себе еще	1	3
1088	которое уже	1	3
1089	то чего	4	3
1090	может считаться	1	3
1091	однако если	1	3
1092	и миф	2	3
1093	я вас	1	3
1094	уже видели	4	3
1095	и всех	1	3
1096	в понимании	1	3
1097	всем мире	1	3
1098	нуждается в	1	3
1099	котором он	1	3
1100	анализ понятия	1	2
1101	однако с	1	2
1102	будем здесь	2	2
1103	мы рассматривали	2	2
1104	работ по	1	2
1105	в большей	1	2
1106	какой бы	1	2
1107	в общей	1	2
1108	только из	2	2
1109	же эти	2	2
1110	или для	1	2
1111	в художественную	1	2
1112	сам собой	1	2
1113	к каким	1	2
1114	уверен в	1	2
1115	еще недостаточно	1	2
1116	видно из	2	2
1117	уже нет	1	2
1118	смысл этого	1	2
1119	всем его	1	2
1120	тот не	1	2
1121	которые находятся	1	2
1122	что фактически	1	2
1123	здесь нам	1	2
1124	как отражение	1	2
1125	при их	1	2
1126	за собой	3	2
1127	или миф	1	2
1128	луч света	1	2
1129	для своей	1	2
1130	это значило	1	2
1131	точке зрения	1	2
1132	друг на	1	2
1133	ii в	1	2
1134	в прошлом	2	2
1135	я с	1	2
1136	еще нет	1	2
1137	него не	1	2
1138	необходимо сделать	1	2
1139	ее как	1	2
1140	частностей и	1	2
1141	и вдруг	1	2
1142	выхода из	1	2
1143	имеется у	1	2
1144	и живет	1	2
1145	точка зрения	2	2
1146	о связи	2	2
1147	чем это	5	2
1148	что обычно	1	2
1149	без ума	1	2
1150	мы привели	2	2
1151	от солнца	2	2
1152	хотя по	1	2
1153	д все	3	2
1154	этих областей	1	2
1155	и научил	1	2
1156	мы например	1	2
1157	они будут	1	2
1158	не хватает	1	2
1159	как понимать	1	2
1160	и некоторые	1	2
1161	количество этих	1	2
1162	и говорит	2	2
1163	такие которые	1	2
1164	первобытного мышления	2	2
1165	мира или	1	2
1166	этого можно	1	2
1167	с одним	4	2
1168	простой и	1	2
1169	степени это	1	2
1170	большинстве случаев	4	2
1171	под эту	1	2
1172	это могло	1	2
1173	он дал	1	2
1174	не означает	2	2
1175	на новый	1	2
1176	по пути	2	2
1177	один луч	1	2
1178	здесь на	2	2
1179	еще два	1	2
1180	перед лицом	1	2
1181	также как	1	2
1182	показывает исследование	1	2
1183	значение этих	1	2
1184	относящиеся сюда	1	2
1185	без этой	1	2
1186	они были	1	2
1187	есть ли	1	2
1188	было что	1	2
1189	следовательно не	1	2
1190	не скажет	1	2
1191	да не	1	2
1192	с тремя	1	2
1193	исследователей и	1	2
1194	героя в	6	2
1195	должны быть	4	2
1196	и кроме	1	2
1197	не приходит	1	2
1198	большую роль	3	2
1199	и дает	2	2
1200	думает что	1	2
1201	никакому сомнению	1	2
1202	здесь он	2	2
1203	он на	1	2
1204	мы захотели	1	2
1205	о природе	1	2
1206	по отношению	6	2
1207	времен и	1	2
1208	есть на	2	2
1209	становится ясным	2	2
1210	ему и	1	2
1211	которого не	1	2
1212	идти дальше	1	2
1213	возникает вопрос	1	2
1214	то здесь	2	2
1215	жизни мы	1	2
1216	дело со	1	2
1217	но их	2	2
1218	к нашему	1	2
1219	этого делать	2	2
1220	только все	1	2
1221	сами собой	1	2
1222	который может	1	2
1223	но тоже	1	2
1224	в роли	1	2
1225	она обладает	1	2
1226	на основе	6	2
1227	только мы	1	2
1228	у меня	4	2
1229	которые можно	2	2
1230	вступает в	2	2
1231	причем у	1	2
1232	вслед за	7	2
1233	при анализе	1	2
1234	мне не	2	2
1235	ее только	1	2
1236	в данной	2	2
1237	она может	1	2
1238	с людьми	1	2
1239	от которой	1	2
1240	i iii	1	2
1241	конца и	1	2
1242	и раньше	1	2
1243	чтобы все	1	2
1244	хорошо что	1	2
1245	не из	1	2
1246	у вас	2	2
1247	другого и	1	2
1248	мы нашли	3	2
1249	своего рода	2	2
1250	стоит на	2	2
1251	и многие	1	2
1252	на какой-то	1	2
1253	со мной	2	2
1254	его объеме	1	2
1255	ее на	2	2
1256	зависит от	3	2
1257	то самое	1	2
1258	том который	1	2
1259	на одной	1	2
1260	силу и	2	2
1261	на которой	2	2
1262	очень долго	2	2
1263	слова а	1	2
1264	и смысл	1	2
1265	это всегда	1	2
1266	за этим	1	2
1267	конца то	1	2
1268	в стороне	4	2
1269	к мифу	2	2
1270	и со	2	2
1271	и могут	1	2
1272	и я	1	2
1273	со своей	1	2
1274	сожалению однако	2	2
1275	эта связь	4	2
1276	говорит об	1	2
1277	а так	2	2
1278	встречаются в	1	2
1279	в буржуазной	1	2
1280	которые были	1	2
1281	на них	2	2
1282	друга но	1	2
1283	но его	3	2
1284	одному этому	1	2
1285	и эти	4	2
1286	и всеми	1	2
1287	в предисловии	1	2
1288	такие же	1	2
1289	дело когда	1	2
1290	на ступени	3	2
1291	здесь можно	5	2
1292	образе или	1	2
1293	мотив о	2	2
1294	не с	3	2
1295	с наступлением	3	2
1296	же что	2	2
1297	мы пока	1	2
1298	существа в	1	2
1299	очень важны	1	2
1300	рассматривать как	2	2
1301	а самый	1	2
1302	здесь возникает	1	2
1303	такой же	2	2
1304	видели что	5	2
1305	право на	5	2
1306	и эта	1	2
1307	хотя он	2	2
1308	нам как	1	2
1309	человек не	1	2
1310	со своими	1	2
1311	доказывает что	2	2
1312	как весьма	1	2
1313	хотя они	1	2
1314	которой мы	1	2
1315	здесь еще	1	2
1316	почему в	1	2
1317	как здесь	1	2
1318	роль и	1	2
1319	всех случаях	2	2
1320	случае мы	1	2
