N	2gram	Vygotskiy_	Russkaja
423	в сущности	17	1
424	в ее	1	1
425	на отдельные	2	1
426	которой они	1	1
427	это обстоятельство	1	1
428	никакому сомнению	1	1
429	тем чем	2	1
430	так и	8	1
431	привести к	2	1
432	те же	6	1
433	в преодолении	1	1
434	бы привести	1	1
435	делать в	1	1
436	в область	2	1
437	мы в	2	1
438	и за	1	1
439	и всегда	1	1
440	в полном	1	1
441	узнаем что	1	1
442	в тот	4	1
443	не являются	2	1
444	остановиться на	3	1
445	в общей	1	1
446	обоими видами	1	1
447	определенные условия	1	1
448	не столько	3	1
449	чем для	1	1
450	которое является	2	1
451	собой разумеется	1	1
452	с определенным	1	1
453	это противоречие	1	1
454	возможно только	2	1
455	смысле этого	2	1
456	влияние на	2	1
457	котором она	2	1
458	должны мы	2	1
459	но на	2	1
460	не на	5	1
461	все равно	2	1
462	когда же	1	1
463	только они	1	1
464	тому же	3	1
465	идет в	3	1
466	совершенно ясно	2	1
467	а на	1	1
468	связь с	1	1
469	стоящих перед	1	1
470	на каком	1	1
471	как же	2	1
472	может принести	1	1
473	что ни	1	1
474	по пути	1	1
475	в духе	1	1
476	он имеет	6	1
477	или не	2	1
478	столько же	1	1
479	только она	1	1
480	есть проблема	1	1
481	здесь мы	1	1
482	два отдельных	1	1
483	на которых	1	1
484	в которой	8	1
485	от тех	1	1
486	в собственном	2	1
487	что к	2	1
488	с ней	3	1
489	с таким	4	1
490	от этих	1	1
491	это положение	2	1
492	согласно этому	1	1
493	показать что	4	1
494	два вида	1	1
495	заключается в	15	1
496	ближайшим образом	2	1
497	на свою	2	1
498	дело в	1	1
499	результате этого	1	1
500	мысль о	1	1
501	из двух	2	1
502	которое в	1	1
503	над обеими	1	1
504	случае одно	1	1
505	может на	1	1
506	тогда это	1	1
507	что не	2	1
508	обозначить как	1	1
509	и другое	5	1
510	а если	2	1
511	имеют между	2	1
512	а то	1	1
513	из всего	1	1
514	и будет	1	1
515	представление о	2	1
516	или хотя	1	1
517	к освобождению	1	1
518	очевидно что	2	1
519	к другим	2	1
520	может в	1	1
521	если он	4	1
522	теснейшим образом	1	1
523	бы все	2	1
524	или другие	1	1
525	выход из	1	1
526	в жизни	2	1
527	как понятие	3	1
528	виде как	1	1
529	этого однако	1	1
530	случае не	2	1
531	тем же	1	1
532	которые существуют	1	1
533	в связи	6	1
534	в деле	1	1
535	выражается в	1	1
536	родной язык	3	1
537	к его	4	1
538	с ними	4	1
539	этой цели	1	1
540	в определенной	4	1
541	же как	9	1
542	но по	1	1
543	или даже	2	1
544	только то	4	1
545	к другу	4	1
546	и вопрос	1	1
547	и просто	1	1
548	момент и	1	1
549	но когда	2	1
550	другом месте	4	1
551	и формам	1	1
552	при таком	1	1
553	себе можно	1	1
554	в которых	2	1
555	есть только	1	1
556	которые являются	2	1
557	собой не	2	1
558	силу этого	1	1
559	не менее	4	1
560	этим самым	1	1
561	этого слова	3	1
562	от этого	1	1
563	по своему	4	1
564	на все	7	1
565	весь ход	1	1
566	этого вопроса	5	1
567	бы не	1	1
568	в истории	3	1
569	в такой	5	1
570	обе эти	8	1
571	может встать	1	1
572	этой новой	1	1
573	стоят на	1	1
574	если этот	1	1
575	состоящая в	1	1
576	в свете	4	1
577	может явиться	1	1
578	что оба	4	1
579	к признанию	1	1
580	и это	3	1
581	к мысли	6	1
582	а только	8	1
583	есть по	1	1
584	числе и	2	1
585	об этом	1	1
586	должен быть	1	1
587	за другой	2	1
588	к ложному	1	1
589	к созданию	1	1
590	и таким	1	1
591	сейчас же	2	1
592	и у	1	1
593	как только	4	1
594	вовсе не	2	1
595	представляется в	1	1
596	на другие	2	1
597	и обратно	3	1
598	на первый	2	1
599	в одной	2	1
600	тем более	5	1
601	говорили выше	2	1
602	для решения	2	1
603	перед нами	1	1
604	из области	4	1
605	казалось бы	5	1
606	особенно часто	1	1
607	как сказано	1	1
608	только та	1	1
609	вопроса о	5	1
610	являются общими	1	1
611	бы в	6	1
612	картина меняется	1	1
613	а две	1	1
614	эти положения	1	1
615	чтобы сделать	2	1
616	такое положение	1	1
617	эта точка	2	1
618	является для	2	1
619	основанной на	1	1
620	что хотя	1	1
621	что эти	4	1
622	к одному	4	1
623	которая как	2	1
624	и того	8	1
625	о сущности	1	1
626	это и	3	1
627	еще и	3	1
628	именно тем	1	1
629	ни на	3	1
630	может иметь	3	1
631	можно сказать	7	1
632	полной мере	1	1
633	но все	2	1
634	тем сильнее	1	1
635	но как	6	1
636	мысли что	1	1
637	не является	7	1
638	и эти	2	1
639	ряду с	1	1
640	не изменится	1	1
641	и других	7	1
642	в полной	1	1
643	в основе	12	1
644	с самого	8	1
645	данном частном	1	1
646	самое себя	1	1
647	по которому	1	1
648	этот взгляд	1	1
649	все три	2	1
650	языка и	6	1
651	понятиям и	3	1
652	язык и	2	1
653	своей собственной	2	1
654	эти последние	1	1
655	в очень	1	1
656	выше что	2	1
657	а совершается	2	1
658	тех же	1	1
659	единое целое	1	1
660	применении к	1	1
661	несомненно в	1	1
662	той и	1	1
663	должен привести	1	1
664	мы рассмотрели	2	1
665	он был	1	1
666	это как	1	1
667	где есть	1	1
668	и заключается	2	1
669	случае и	2	1
670	то и	2	1
671	доказать что	1	1
672	чем то	1	1
673	чтобы он	1	1
674	представления о	2	1
675	в свою	5	1
676	входит в	1	1
677	он принимает	1	1
678	говоря только	1	1
679	который мы	2	1
680	то совершенно	1	1
681	также и	2	1
682	ту же	5	1
683	по сравнению	9	1
684	силе и	1	1
685	не по	1	1
686	но при	2	1
687	не быть	1	1
688	другом в	2	1
689	и второй	1	1
690	главное и	2	1
691	это для	1	1
692	этому и	2	1
693	не должны	2	1
694	же у	1	1
695	учение на	1	1
696	языком и	1	1
697	значение и	1	1
698	самым он	1	1
699	себе что	1	1
700	в руках	1	1
701	явствует что	1	1
702	остается только	2	1
703	этого взгляда	2	1
704	с собственным	2	1
705	на чем	1	1
706	только тогда	5	1
707	имеет в	1	1
708	что касается	1	1
709	те или	2	1
710	с ходом	2	1
711	всего на	2	1
712	только один	4	1
713	на нем	2	1
714	не могло	1	1
715	или иных	2	1
716	и их	4	1
717	не исключает	1	1
718	что эта	7	1
719	всех других	1	1
720	на его	4	1
721	хотя в	2	1
722	чем больше	1	1
723	для человека	1	1
724	в различных	3	1
725	и когда	1	1
726	изменится в	1	1
727	мышления сколько	1	1
728	эта последняя	1	1
729	и потребностей	1	1
730	если все	1	1
731	кто не	2	1
732	но только	4	1
733	когда оно	2	1
734	иметь в	1	1
735	задачи и	1	1
736	эта задача	1	1
737	мы хотим	1	1
738	значительной степени	1	1
739	стороны и	3	1
740	сотрудничестве с	2	1
741	может сделать	3	1
742	что такая	1	1
743	как оно	1	1
744	вот в	1	1
745	по своей	7	1
746	что отдельные	1	1
747	поэтому для	1	1
748	что когда	2	1
749	этих случаях	1	1
750	с понятием	2	1
751	самого начала	8	1
752	свою очередь	4	1
753	должны были	3	1
754	а во	1	1
755	направление деятельности	1	1
756	эти ошибки	1	1
757	их и	2	1
758	еще на	1	1
759	идет о	1	1
760	он еще	3	1
761	всего этого	1	1
762	всегда и	1	1
763	этом вопросе	4	1
764	в данной	2	1
765	с ее	1	1
766	с другой	11	1
767	это же	1	1
768	с большой	1	1
769	как мы	20	1
770	в прошлом	2	1
771	известной степени	1	1
772	будут иметь	1	1
773	из нее	5	1
774	что дает	1	1
775	при этих	1	1
776	его себе	1	1
777	общей для	1	1
778	к ним	2	1
779	же самое	7	1
780	может ли	2	1
781	к ней	1	1
782	без всякого	2	1
783	одного из	1	1
784	всех областях	1	1
785	найти путь	1	1
786	которых он	2	1
787	в сфере	9	1
788	что во	1	1
789	если мы	9	1
790	мы определили	1	1
791	идет дальше	2	1
792	для всей	3	1
793	мог бы	1	1
794	в силе	2	1
795	соответствующих понятий	1	1
796	могут быть	7	1
797	одного и	9	1
798	виде и	1	1
799	следовательно во	1	1
800	применимо к	1	1
801	и ставит	2	1
802	формы в	1	1
803	и дать	1	1
804	и все	2	1
805	образом как	1	1
806	совершенно иных	2	1
807	до конца	3	1
808	сущности и	1	1
809	является тем	1	1
810	к которому	7	1
811	должны быть	2	1
812	это отношение	1	1
813	то чем	1	1
814	он принадлежит	1	1
815	может оказаться	2	1
816	только при	1	1
817	эту мысль	2	1
818	речь не	3	1
819	эти признаки	1	1
820	означало бы	1	1
821	двух противоположных	1	1
822	задачи а	1	1
823	органа и	1	1
824	котором мы	1	1
825	с которым	2	1
826	в зависимости	2	1
827	образом в	2	1
828	столь же	5	1
829	не умеет	6	1
830	в общем	1	1
831	это делалось	1	1
832	на этот	9	1
833	также как	1	1
834	он может	5	1
835	они сами	1	1
836	исходит из	2	1
837	такой же	4	1
838	том виде	1	1
839	происходит в	3	1
840	и прежде	1	1
841	свидетельствуют о	1	1
842	же мы	2	1
843	до известной	1	1
844	оно является	4	1
845	те кто	1	1
846	когда эти	1	1
847	видно из	1	1
848	совершенно иные	1	1
849	если эта	1	1
850	оно может	2	1
851	в царстве	1	1
852	на место	2	1
853	к этому	7	1
854	тех или	2	1
855	сомнению и	1	1
856	оказывается что	1	1
857	появляется у	1	1
858	образом связаны	1	1
859	же это	1	1
860	само собой	3	1
861	в отдельных	1	1
862	ли может	1	1
863	приходится признать	1	1
864	понятие о	3	1
865	что вся	1	1
866	связаны с	1	1
867	для чего	1	1
868	не удалось	1	1
869	событий и	1	1
870	иные чем	1	1
871	а главное	1	1
872	для опровержения	1	1
873	поскольку она	1	1
874	же он	1	1
875	точка зрения	8	1
876	того же	13	1
877	и сама	1	1
878	в самой	1	1
879	имеет свою	5	1
880	движения и	1	1
881	в один	1	1
882	нет если	1	1
883	в одну	1	1
884	для образования	3	1
885	что на	2	1
886	в известной	3	1
887	есть не	3	1
888	подлежит сомнению	1	1
889	иное как	2	1
890	другом не	1	1
891	никак не	6	1
892	степени и	1	1
893	по нашему	1	1
894	и ничего	1	1
895	близкие по	1	1
