N	3gram	Vygotskiy_	Myslijsy
225	нечто такое что	2	2
226	таким же образом	1	2
227	в сознании то	1	2
228	в отдельном слове	1	2
229	так же как	13	2
230	связанное с ним	1	2
231	к которому мы	1	2
232	как мы видели	7	2
233	в обратном отношении	1	2
234	что все эти	1	2
235	мысли и слова	4	2
236	бы перестать быть	1	2
237	мы могли бы	9	2
238	мысль что в	1	1
239	в каком отношении	1	1
240	в непосредственной связи	1	1
241	же иллюзия как	1	1
242	что в каждом	1	1
243	но то что	2	1
244	значение потому что	1	1
245	в самом деле	4	1
246	переходя от одного	1	1
247	мере в какой	2	1
248	он может и	1	1
249	направлении и в	1	1
250	как увидим ниже	2	1
251	возможно только после	1	1
252	и столь же	2	1
253	в понятии и	1	1
254	только в силу	2	1
255	с другими предметами	1	1
256	от нерасчлененного целого	1	1
257	бы он ни	1	1
258	деятельности для того	1	1
259	родного языка и	3	1
260	чем перейти к	3	1
261	как совершается этот	1	1
262	укажем только на	1	1
263	и в этих	1	1
264	в той мере	2	1
265	этого слова с	1	1
266	в той же	2	1
267	но если это	1	1
268	в психологическом смысле	1	1
269	сравнить его с	1	1
270	в фонетическом отношении	1	1
271	то что он	1	1
272	видно уже из	1	1
273	в речи переходит	2	1
274	за тем что	1	1
275	того объяснения которое	1	1
276	не тогда когда	1	1
277	во всех этих	1	1
278	отношения понятия к	3	1
279	вместе с понятием	1	1
280	чтобы она могла	1	1
281	по сравнению с	20	1
282	слова с психологической	1	1
283	бы мы могли	1	1
284	что все это	1	1
285	о которых мы	3	1
286	с психологической стороны	2	1
287	психологической точки зрения	1	1
288	свою силу то	1	1
289	мы таким образом	1	1
290	от того как	1	1
291	при этом отношение	1	1
292	было сказано что	1	1
293	не могли быть	1	1
294	говорить и о	1	1
295	самой своей природе	4	1
296	ни одно из	1	1
297	его отношение к	1	1
298	между словом и	8	1
299	от связи с	1	1
300	не можем не	2	1
301	отношение ко всем	1	1
302	мысль которая не	1	1
303	ответить на этот	1	1
304	для себя и	2	1
305	только о том	1	1
306	в том числе	2	1
307	мы начнем с	1	1
308	стороны значение слова	1	1
309	обозначаемый им предмет	1	1
310	что в первом	1	1
311	восприятий и образов	1	1
312	родном языке и	2	1
313	мог бы с	1	1
314	что в каждой	1	1
315	поэзии и прозы	2	1
316	сделать оговорку что	2	1
317	по отношению ко	1	1
318	в слове не	1	1
319	может быть так	1	1
320	образом значение слова	1	1
321	на вопрос о	1	1
322	не совпадает с	4	1
323	а относится к	1	1
324	как мы уже	2	1
325	и есть то	1	1
326	мысли может быть	1	1
327	не может существовать	2	1
328	что с другой	1	1
329	то общее что	1	1
330	во втором случае	5	1
331	прежде чем перейти	3	1
332	таким образом значение	1	1
333	сказанного мы можем	1	1
334	может быть выражена	3	1
335	к другу и	1	1
336	кроме того что	1	1
337	всегда заключает в	1	1
338	языка так как	1	1
339	внутренней и внешней	1	1
340	случае они не	1	1
341	мы знаем что	2	1
342	совершается этот процесс	1	1
343	сказать что в	1	1
344	нужно было бы	2	1
345	лишь в той	2	1
346	таким образом если	1	1
347	указывает только на	1	1
348	она не может	1	1
349	развития мысли и	2	1
350	понятия но и	2	1
351	самого себя это	1	1
352	слова в этом	1	1
353	и их сочетаний	1	1
354	в которой отдельные	1	1
355	именно в силу	3	1
356	той и другой	3	1
357	даже с точки	1	1
358	в себе только	1	1
359	то положение что	1	1
360	том числе и	2	1
361	непонятно каким образом	1	1
362	как бы он	1	1
363	но мы должны	2	1
364	мы делаем это	1	1
365	в отличие от	4	1
366	выйти из этого	1	1
367	и переходит к	1	1
368	той мере в	2	1
369	к тому же	1	1
370	в новом направлении	2	1
371	на котором мы	2	1
372	по мере приближения	1	1
373	действительностью таким образом	1	1
374	слова в разговоре	1	1
375	что и не	1	1
376	есть не что	1	1
377	может быть понят	2	1
378	такая же иллюзия	1	1
379	если это так	1	1
380	имеет место в	1	1
381	том что она	2	1
382	движение в развитии	1	1
383	выйти за пределы	1	1
384	одну и ту	1	1
385	свою очередь не	1	1
386	что они были	1	1
387	находится в непосредственной	1	1
388	при затруднениях в	1	1
389	известно также что	1	1
390	по этому поводу	3	1
391	в силу чего	4	1
392	но все это	1	1
393	и прозы которые	1	1
394	нас в этом	1	1
395	той же области	1	1
396	тому что она	1	1
397	убедиться что это	1	1
398	выражается в слове	1	1
399	так и во	1	1
400	с психологической точки	1	1
401	начале развития в	1	1
402	в одном случае	2	1
403	что у него	1	1
404	исключающие друг друга	1	1
405	по самой своей	5	1
406	следовательно и в	1	1
407	собственном смысле этого	3	1
408	только в одном	1	1
409	потому что появляется	1	1
410	заключают в себе	1	1
411	ее развитие есть	1	1
412	и вопрос о	1	1
413	и словом которое	1	1
414	каждой из этих	2	1
415	понятий и их	2	1
416	слова и его	4	1
417	того что он	1	1
418	и в речи	2	1
419	в ответ на	1	1
420	не имеет места	1	1
421	в памяти но	1	1
422	невозможно потому что	1	1
423	с тем же	1	1
424	друг друга и	1	1
425	своего выражения в	2	1
426	между тем сам	1	1
427	таким образом развитие	2	1
428	значение слова или	1	1
429	мысли в которой	1	1
430	и образование новых	1	1
431	от них самих	1	1
432	речи в том	2	1
433	как это часто	1	1
434	из этой природы	1	1
435	что то что	1	1
436	его значение и	1	1
437	этом случае не	1	1
438	в каждой из	1	1
439	прежде всего на	1	1
440	в этом заключается	2	1
441	была бы невозможна	1	1
442	имеет ближайшее отношение	1	1
443	друг с другом	6	1
444	от слова и	1	1
445	своей природе они	1	1
446	слова так же	1	1
447	один из моментов	1	1
448	не имеет своих	1	1
449	и не снилось	1	1
450	и ту же	1	1
451	то что по	1	1
452	грамматическими формами но	1	1
453	значений таким образом	1	1
454	таким образом все	1	1
455	с той же	1	1
456	слова к мысли	2	1
457	к познанию природы	1	1
458	и вместе с	2	1
459	в уме человека	1	1
460	детской мысли для	1	1
461	в наших глазах	4	1
462	ту же мысль	1	1
463	в силу этого	2	1
464	предмету не прямо	1	1
465	непосредственной связи с	1	1
466	ближайшее отношение к	1	1
467	в слове поэтому	1	1
468	мысли в слове	4	1
469	время как в	1	1
470	а не по	1	1
471	видно из того	1	1
472	по поводу каждой	1	1
473	на деле а	1	1
474	но и оно	1	1
475	но это есть	1	1
476	мысли к слову	11	1
477	не есть слово	1	1
478	в себе возможность	1	1
479	но и не	3	1
480	наконец то что	1	1
481	именно потому что	1	1
482	на некоторое время	1	1
483	не связанных между	1	1
484	если бы они	1	1
485	слова и мысли	1	1
486	повторяют друг друга	1	1
487	которое одно только	1	1
488	слов все это	1	1
489	те же самые	1	1
490	ключ ко всем	1	1
491	в настоящее время	1	1
492	так как мы	2	1
493	что совершается в	1	1
494	этой последней в	1	1
495	не может ни	1	1
496	тем более что	1	1
497	чтобы ответить на	1	1
498	тем самым не	1	1
499	это все равно	1	1
500	мы в этом	1	1
501	понятия отличается от	1	1
502	во взаимной зависимости	1	1
503	то что совершается	1	1
504	видели что в	1	1
505	в процессе образования	1	1
506	образом мы можем	1	1
507	остается неизменным и	1	1
508	отношения понятий к	1	1
509	в сознании есть	1	1
510	такие же результаты	1	1
511	так как без	1	1
512	потому что все	1	1
513	и в разных	1	1
514	за другим и	1	1
515	как она проявляется	1	1
516	скажем только что	3	1
517	что мы можем	1	1
518	с другом и	1	1
519	в этом состоит	1	1
520	в сознании не	1	1
521	если бы все	2	1
522	тогда когда это	1	1
523	на других но	1	1
524	речь идет о	1	1
525	бы невозможно и	1	1
526	слова таким образом	1	1
527	понятно что в	1	1
528	все вообще отношения	1	1
529	только на основании	1	1
530	что оно имеет	2	1
531	ряду других признаков	1	1
532	связана со словом	1	1
533	в нашем же	1	1
534	же как и	3	1
535	того чтобы сделать	2	1
536	чтобы сделать возможным	2	1
537	и не могут	1	1
538	по своему строению	5	1
539	том что мы	1	1
540	уже в силу	1	1
541	представить себе что	2	1
542	но только не	1	1
543	никогда не может	1	1
544	выражение как в	1	1
545	тем что оно	3	1
546	их отношение к	1	1
547	имеет в виду	3	1
548	только не есть	1	1
549	привело к тому	1	1
550	заключается главным образом	1	1
551	в виде двух	1	1
552	речь но только	1	1
553	должны заметить что	1	1
554	в этом мы	1	1
555	потому что они	2	1
556	в слове в	1	1
557	с внутренней стороны	2	1
558	связи между словом	2	1
559	и притом с	1	1
560	нет и не	3	1
561	того факта что	1	1
562	имеем дело с	1	1
563	относиться ко всем	1	1
564	что несмотря на	1	1
