N	2gram	Vygotskiy_	UchenyiS
111	этом смысле	3	2
112	работы по	1	2
113	но даже	2	2
114	и для	3	2
115	в системе	1	2
116	в итоге	1	2
117	и является	2	2
118	что и	3	2
119	к области	1	2
120	в сторону	1	2
121	не столько	4	2
122	как метод	1	2
123	смысле этого	6	2
124	с его	7	2
125	и у	1	2
126	превращается в	3	2
127	на первый	3	2
128	сих пор	4	2
129	по крайней	1	2
130	только в	8	2
131	по себе	9	2
132	что все	8	2
133	вопроса о	3	2
134	нам представляется	1	2
135	присущи и	1	1
136	еще один	2	1
137	этот путь	2	1
138	как основной	1	1
139	утверждением что	1	1
140	в той	1	1
141	первых мест	1	1
142	и материал	1	1
143	признать что	3	1
144	так то	1	1
145	что было	1	1
146	что в	25	1
147	чем к	2	1
148	этой тенденции	1	1
149	очень легко	1	1
150	с которыми	2	1
151	иначе говоря	4	1
152	не было	1	1
153	остается в	2	1
154	бы только	1	1
155	и даже	5	1
156	элементы из	1	1
157	первый план	3	1
158	для начала	1	1
159	говорит он	27	1
160	мы полагаем	1	1
161	всего что	1	1
162	лет с	1	1
163	первую очередь	3	1
164	и потому	3	1
165	столько же	1	1
166	как самостоятельной	1	1
167	нам известно	3	1
168	единицы и	1	1
169	в свое	1	1
170	в которой	6	1
171	сколько и	1	1
172	автор видит	2	1
173	имеем в	1	1
174	можно сказать	6	1
175	или меньшей	1	1
176	мы можем	11	1
177	ли для	1	1
178	что же	3	1
179	которой все	1	1
180	счете оно	1	1
181	в данном	5	1
182	таковы в	1	1
183	у кого	1	1
184	все его	1	1
185	как таковая	2	1
186	подобным образом	1	1
187	больше чем	1	1
188	а для	2	1
189	быть по	1	1
190	нет и	1	1
191	во главу	1	1
192	как на	5	1
193	в чистое	1	1
194	вообще в	1	1
195	это содержание	1	1
196	он в	6	1
197	и все	7	1
198	которые могли	1	1
199	слова а	1	1
200	что этот	2	1
201	анализу и	2	1
202	в точном	1	1
203	существенным для	2	1
204	такое что	1	1
205	к изучению	3	1
206	же как	8	1
207	как таковое	1	1
208	направлено на	2	1
209	сказать что	16	1
210	в сфере	4	1
211	к следующему	1	1
212	достаточно ясно	1	1
213	в процессе	19	1
214	она должна	4	1
215	данном случае	5	1
216	является наиболее	3	1
217	речи в	17	1
218	этой основной	5	1
219	тезис о	1	1
220	но для	2	1
221	его работы	1	1
222	один пример	1	1
223	выхода в	1	1
224	и др	5	1
225	в совокупности	1	1
226	когда нужно	1	1
227	ее как	1	1
228	и действительно	1	1
229	сдвиг в	1	1
230	того как	6	1
231	для подобного	1	1
232	переходит в	1	1
233	склонен рассматривать	1	1
234	почти не	1	1
235	в таком	1	1
236	сводит все	1	1
237	исходить из	1	1
238	то и	4	1
239	для изучения	1	1
240	которое мы	6	1
241	она не	3	1
242	быть в	1	1
243	в течение	4	1
244	до конца	1	1
245	является только	1	1
246	она в	1	1
247	относятся к	2	1
248	в своем	10	1
249	т.е то	1	1
250	тогда когда	8	1
251	с тем	8	1
252	в наиболее	1	1
253	в значительной	2	1
254	входит в	1	1
255	для себя	7	1
256	по теории	1	1
257	стороны в	1	1
258	только как	1	1
259	работа была	1	1
260	тем в	1	1
261	что только	2	1
262	его на	3	1
263	является с	2	1
264	еще одно	1	1
265	одной стороны	15	1
266	главу угла	1	1
267	именно к	1	1
268	нам думается	9	1
269	представлений и	1	1
270	пытается заменить	2	1
271	время не	1	1
272	или по	1	1
273	мы имеем	2	1
274	для читателя	1	1
275	понимая под	1	1
276	он прежде	2	1
277	от слова	1	1
278	анализа в	1	1
279	себе нового	1	1
280	тому чтобы	2	1
281	гораздо больше	1	1
282	не связанных	1	1
283	их в	6	1
284	не для	1	1
285	он может	2	1
286	знает только	1	1
287	с новой	1	1
288	с самим	2	1
289	в ней	2	1
290	но по	1	1
291	или даже	2	1
292	впервые в	1	1
293	из первых	1	1
294	но что	3	1
295	теории и	4	1
296	и теоретической	1	1
297	самим же	1	1
298	на одно	1	1
299	и так	1	1
300	функция а	2	1
301	и независимо	1	1
302	это значит	1	1
303	этот анализ	2	1
304	оно является	1	1
305	а это	1	1
306	единства и	1	1
307	связанные с	2	1
308	для тех	1	1
309	не вполне	1	1
310	сходных с	2	1
311	на то	11	1
312	природе и	3	1
313	полагая что	2	1
314	есть язык	1	1
315	почему в	1	1
316	строго говоря	2	1
317	но если	3	1
318	в большей	1	1
319	это же	1	1
320	необходимо изучать	1	1
321	сам по	3	1
322	только для	6	1
323	без этого	2	1
324	читателя который	1	1
325	не входит	2	1
326	как возможно	1	1
327	в которых	6	1
328	по мнению	2	1
329	к этому	7	1
330	полагаем что	1	1
331	большей или	1	1
332	так и	12	1
333	обе эти	4	1
334	к проблеме	2	1
335	объект он	1	1
336	что с	6	1
337	сам автор	2	1
338	из которых	6	1
339	от самых	2	1
340	друг с	6	1
341	это в	1	1
342	ее в	3	1
343	в современном	1	1
344	отнюдь не	2	1
345	о которой	2	1
346	находятся в	1	1
347	этих слов	1	1
348	и вся	2	1
349	в качестве	12	1
350	о котором	3	1
351	в нем	2	1
352	в пользу	6	1
353	это верно	1	1
354	он не	11	1
355	содержания и	1	1
356	кто думает	1	1
357	независимо от	10	1
358	может служить	1	1
359	течение многих	1	1
360	все что	4	1
361	и слово	2	1
362	мы снова	1	1
363	на его	1	1
364	есть ли	1	1
365	и что	11	1
366	в известном	4	1
367	одно из	3	1
368	что для	8	1
369	и единственно	1	1
370	отказ от	1	1
371	и это	3	1
372	в различных	1	1
373	верно но	1	1
374	с одной	14	1
375	с другом	6	1
376	в первую	3	1
377	чуждых друг	1	1
378	за пределы	4	1
379	и делает	2	1
380	имеет свою	2	1
381	должно быть	4	1
382	что при	3	1
383	об этом	6	1
384	как всякая	1	1
385	ничего существенно	1	1
386	не ставит	1	1
387	себя на	1	1
388	точно и	2	1
389	самое что	1	1
390	в виду	5	1
391	само по	3	1
392	к которой	1	1
393	почему она	1	1
394	самое ее	1	1
395	к созданию	1	1
396	превратилось бы	1	1
397	в пределах	1	1
398	тот же	7	1
399	уже не	2	1
400	научного мышления	2	1
401	о том	14	1
402	не то	3	1
403	по его	2	1
404	тем более	7	1
405	к проблемам	2	1
406	эта работа	1	1
407	этого конечно	1	1
408	того что	28	1
409	что еще	1	1
410	у него	2	1
411	в словах	3	1
412	друг другу	4	1
413	он пытается	2	1
414	нового в	1	1
415	бы это	1	1
416	в котором	6	1
417	не существует	4	1
418	бы в	5	1
419	ее к	1	1
420	в виде	3	1
421	все черты	1	1
422	если у	1	1
423	той же	4	1
424	приводит к	8	1
425	никогда не	8	1
426	мировоззрения и	1	1
427	человека и	6	1
428	к построению	1	1
