N	2gram	Bakhtin_Fr	Problema
380	для всех	3	8
381	самом же	1	8
382	как они	1	8
383	от всего	1	8
384	как только	1	8
385	и нет	2	8
386	и он	4	8
387	здесь нет	3	8
388	ни было	2	8
389	себе и	2	8
390	если же	1	8
391	мы здесь	3	8
392	в силу	1	8
393	и особенно	3	8
394	это уже	3	8
395	том как	3	8
396	он есть	2	8
397	в сознании	1	8
398	для него	7	8
399	а то	1	8
400	является не	1	8
401	же деле	1	8
402	с самого	2	8
403	как он	4	8
404	некоторой степени	1	7
405	даже в	4	7
406	с самим	1	7
407	его от	1	7
408	во все	3	7
409	из себя	1	7
410	себе в	3	7
411	что их	2	7
412	в значительной	5	7
413	все в	1	7
414	самый настоящий	1	7
415	а с	1	7
416	не раз	1	7
417	его как	3	7
418	жизни а	1	7
419	этого символа	1	7
420	оно не	2	7
421	к другому	1	7
422	одной из	5	7
423	на этот	1	7
424	находятся в	2	7
425	в такой	1	7
426	же это	1	7
427	это в	4	7
428	что на	1	7
429	еще более	4	7
430	он является	1	7
431	в это	3	7
432	на этой	4	7
433	значительной мере	1	7
434	и значение	1	7
435	самого начала	1	7
436	тому же	1	7
437	такого же	1	7
438	до нас	10	7
439	образы и	1	7
440	сливаются в	2	7
441	однако и	1	7
442	за это	1	7
443	не на	5	7
444	и так	2	7
445	все они	7	7
446	в основе	3	7
447	на землю	2	7
448	времени и	2	7
449	или вообще	1	7
450	ее в	1	7
451	в эпоху	13	7
452	говорят о	1	7
453	мира и	6	7
454	может иметь	2	7
455	что касается	1	7
456	с которыми	1	6
457	не как	2	6
458	что слово	1	6
459	себе все	3	6
460	не всегда	1	6
461	имеем в	2	6
462	на него	2	6
463	что именно	2	6
464	до конца	5	6
465	после этого	1	6
466	по своей	1	6
467	мы еще	3	6
468	в него	4	6
469	чтобы не	1	6
470	понятия и	1	6
471	и делает	1	6
472	функции в	1	6
473	отношения к	1	6
474	этот вопрос	1	6
475	но оно	3	6
476	в отдельности	3	6
477	и уже	1	6
478	есть он	1	6
479	именно на	2	6
480	и об	2	6
481	никакого отношения	1	6
482	природы и	3	6
483	и после	1	6
484	образ и	1	6
485	то мы	1	6
486	и всегда	2	6
487	особенно в	2	6
488	людей в	3	6
489	и может	2	6
490	но она	1	6
491	есть и	4	6
492	уже у	1	6
493	а скорее	1	6
494	в античной	2	6
495	ведь и	3	6
496	есть прежде	1	6
497	если он	1	6
498	одновременно и	2	6
499	и того	1	6
500	в античном	1	6
501	иной мере	1	6
502	на первом	1	6
503	как на	1	6
504	под названием	1	6
505	не мог	2	6
506	есть также	1	6
507	вся эта	2	6
508	содержится в	2	6
509	нельзя сказать	1	6
510	не знает	4	6
511	что под	1	6
512	в новое	1	6
513	же мы	2	6
514	во время	12	6
515	это общее	1	6
516	из тех	1	6
517	в слове	1	6
518	укажем на	1	6
519	этого слова	1	6
520	с его	5	6
521	одним и	1	6
522	этом отношении	3	6
523	но с	3	6
524	по существу	8	6
525	первый план	2	6
526	которую мы	1	6
527	дело не	2	6
528	нового времени	5	6
529	стороны и	1	6
530	та или	1	6
531	в настоящем	1	5
532	от одного	1	5
533	из самых	4	5
534	к самому	2	5
535	есть тот	1	5
536	или ином	2	5
537	и пусть	1	5
538	взятый сам	1	5
539	в противоположность	1	5
540	в этот	1	5
541	и когда	3	5
542	и еще	2	5
543	к этому	5	5
544	мы приведем	1	5
545	виде и	1	5
546	которого он	1	5
547	не больше	1	5
548	или иная	1	5
549	я не	3	5
550	обстоятельство что	1	5
551	по одному	1	5
552	в каждом	1	5
553	о себе	1	5
554	и чтобы	1	5
555	и весьма	2	5
556	оно и	3	5
557	одно и	2	5
558	нужно сказать	4	5
559	чем больше	1	5
560	и хотя	1	5
561	доходит до	1	5
562	говорили что	4	5
563	между тем	2	5
564	мы видели	7	5
565	его на	1	5
566	поэтому в	1	5
567	о самом	1	5
568	ничем не	3	5
569	солнца и	2	5
570	упоминает о	1	5
571	да еще	3	5
572	и вся	3	5
573	к людям	1	5
574	в ряд	1	5
575	часто и	1	5
576	он должен	1	5
577	для всего	1	5
578	о нем	3	5
579	раз в	2	5
580	ведь это	3	5
581	чем мы	1	5
582	по его	1	5
583	огонь и	1	5
584	человека в	3	5
585	человека и	3	5
586	мы бы	1	5
587	мира в	6	5
588	все что	5	5
589	вещи в	2	5
590	античной мифологии	1	5
591	из всех	2	5
592	нами в	1	5
593	предмет и	1	5
594	когда в	1	5
595	до того	3	5
596	действительности в	1	5
597	и прочие	1	5
598	которой он	2	5
599	из земли	2	5
600	во многих	2	5
601	и мышления	1	5
602	себя в	3	5
603	том чтобы	1	5
604	должно быть	4	5
605	в поисках	1	5
606	по мнению	1	5
607	по содержанию	1	5
608	за то	4	5
609	одним из	3	5
610	как его	2	5
611	литературе и	2	5
612	одна из	7	5
613	в свете	3	5
614	метафоры и	1	5
615	для его	2	5
616	в нее	3	5
617	бы его	2	5
618	там где	1	5
619	есть как	1	5
620	образом и	2	5
621	до некоторой	1	5
622	в область	3	5
623	за что	2	5
624	ли он	1	5
625	которая не	1	5
626	внешняя сторона	1	5
627	не знаем	2	5
628	здесь и	5	5
629	говорится что	1	5
630	нет ни	3	5
631	они не	2	5
632	том числе	4	5
633	античного мифа	1	5
634	но по	3	5
635	или что	1	5
636	сказать и	2	5
637	он говорит	2	5
638	его не	1	5
639	в пределах	1	5
640	лишь в	2	5
641	отношение к	3	5
642	для обозначения	1	5
643	тот кто	1	5
644	и прежде	2	5
645	в известной	1	5
646	к другу	1	4
647	со всем	1	4
648	в духе	4	4
649	в мир	1	4
650	я могу	1	4
651	на эту	1	4
652	так например	2	4
653	здесь конечно	1	4
654	не могли	1	4
655	ничто не	1	4
656	но эти	2	4
657	о них	1	4
658	и те	5	4
659	к ним	1	4
660	в контексте	1	4
661	теории и	1	4
662	на котором	1	4
663	от человека	1	4
664	время и	1	4
665	для своего	1	4
666	одно из	2	4
667	существует только	1	4
668	является и	4	4
669	можно судить	1	4
670	и всю	1	4
671	в эту	2	4
672	под влиянием	1	4
673	человека а	1	4
674	и образа	1	4
675	тот момент	1	4
676	должны были	1	4
677	что во	1	4
678	или о	1	4
679	что только	1	4
680	для построения	1	4
681	в одну	4	4
682	и самое	1	4
683	друг к	1	4
684	он только	2	4
685	и свое	1	4
686	с такой	1	4
687	говорит и	1	4
688	этот же	2	4
689	для нашего	2	4
690	с целью	1	4
691	и они	1	4
692	это время	1	4
693	явлений и	2	4
694	не знали	1	4
695	этот образ	6	4
696	бросается в	1	4
697	в свою	3	4
698	это все	1	4
699	не быть	1	4
700	для нее	1	4
701	и наиболее	1	4
702	той же	9	4
703	начиная с	3	4
704	именно то	1	4
705	этот последний	2	4
706	у них	3	4
707	этот путь	1	4
708	именно к	1	4
709	но на	1	4
710	новой жизни	2	4
711	он как	2	4
712	на что	1	4
713	только его	2	4
714	с их	1	4
715	первом плане	1	4
716	что является	1	4
717	на нее	1	4
718	на одном	7	4
719	здесь говорится	1	4
720	отличие от	1	4
721	то обстоятельство	1	4
722	и времени	2	4
723	при всем	1	4
724	числе и	2	4
725	есть такое	2	4
726	в каком-то	1	4
727	мы сказали	1	4
728	от него	3	4
729	новое и	2	4
730	к этой	1	4
731	дело с	1	4
732	по всему	2	4
733	во втором	1	4
734	дается в	2	4
735	например в	8	4
736	в корне	1	4
737	переходит в	2	4
738	нельзя было	1	4
739	мы увидим	4	4
740	в глаза	2	4
741	начиная от	1	4
742	конечно и	4	4
743	но они	3	4
744	должен быть	4	4
745	наряду с	1	4
746	момент в	4	4
747	ее не	1	4
748	собой и	1	4
749	сейчас в	1	4
750	и всей	1	4
751	начала и	4	4
752	xix века	2	4
753	там и	3	4
754	здесь уже	1	4
755	что вы	1	4
756	это мы	1	4
757	и она	1	4
758	следовательно и	2	4
759	представляется нам	1	4
760	iv в	1	4
761	но к	1	4
762	очень часто	5	4
763	именно потому	1	4
764	понятий в	1	4
765	мы называем	1	4
766	и каждый	1	4
767	и др	12	4
768	бы оно	2	4
769	действительно есть	1	4
770	а как	1	4
771	вещи как	1	4
772	которых мы	2	4
773	в человеческом	3	4
774	в сущности	8	4
775	не обходится	1	4
776	от другого	1	4
777	себя и	1	4
778	друг от	1	4
779	свое значение	1	4
780	в тебе	1	4
781	но о	1	4
782	не потому	1	4
783	новое время	1	4
784	из него	1	4
785	им в	2	4
786	их с	1	4
787	они вовсе	1	4
788	ему в	2	4
789	данте и	1	4
790	находим и	2	4
791	со своим	1	4
792	от друга	1	4
793	что к	1	4
794	в ту	3	4
795	у древних	1	4
796	другом случае	1	4
797	что эти	1	4
798	они все	1	4
799	что от	1	4
800	в разных	2	4
801	столько же	1	4
802	так чтобы	3	4
803	что из	1	4
804	на всю	2	4
805	всей его	1	4
806	и часто	1	4
807	на это	1	4
808	одного из	3	4
809	образов и	4	4
810	только после	1	4
811	гуманитарных наук	1	4
812	еще раз	1	3
813	самому предмету	1	3
814	божественная комедия	1	3
815	и над	1	3
816	есть элемент	1	3
817	представлений о	3	3
818	своего сына	1	3
819	чтобы в	1	3
820	как об	1	3
821	оказалось что	2	3
822	мир и	1	3
823	и смерти	4	3
824	значение этого	1	3
825	времени в	2	3
826	на что-то	1	3
827	от той	1	3
828	страха и	1	3
829	находится в	2	3
830	во времена	2	3
831	от них	2	3
832	для этой	3	3
833	мы видим	13	3
834	к их	1	3
835	на которую	1	3
836	что уже	1	3
837	проявляется в	3	3
838	он все	1	3
839	это слово	1	3
840	есть с	2	3
841	есть еще	1	3
842	чем в	1	3
843	как таковое	1	3
844	о смерти	1	3
845	вещей и	2	3
846	характерное для	1	3
847	того и	1	3
848	бесконечную даль	1	3
849	есть своя	1	3
850	а для	2	3
851	воды и	1	3
852	что хотя	1	3
853	ведь в	2	3
854	на чем	1	3
855	вторая часть	1	3
856	все дело	1	3
857	отражение и	1	3
858	был в	3	3
859	образом в	2	3
860	до наших	2	3
861	его к	3	3
862	с неба	1	3
863	существует но	1	3
864	на небе	3	3
865	новых и	1	3
866	на нем	1	3
867	боги и	1	3
868	и та	1	3
869	для человека	1	3
870	и строго	1	3
871	от своего	1	3
872	связанные с	4	3
873	это требует	1	3
874	так называемая	1	3
875	при всех	1	3
876	сейчас же	1	3
877	к той	1	3
878	это был	1	3
879	в природе	1	3
880	мысли и	3	3
881	учении о	1	3
882	в новой	7	3
883	то все	1	3
884	речь идет	1	3
885	на основании	1	3
886	в совершенно	2	3
887	знаем что	1	3
888	каждый из	2	3
889	было и	2	3
890	котором мы	4	3
891	знаком с	1	3
892	в мировой	1	3
893	это произведение	1	3
894	но есть	3	3
895	что значит	3	3
896	i в	1	3
897	где он	1	3
898	имел в	1	3
899	борьбу с	2	3
900	этот акт	1	3
901	который как	1	3
902	в силах	2	3
903	в каждой	2	3
904	а он	1	3
905	в одной	5	3
906	и человека	1	3
907	и других	3	3
908	здесь совершенно	1	3
909	г и	1	3
910	кто не	1	3
911	есть закон	1	3
912	для такого	1	3
913	видите ли	1	3
914	одного и	2	3
915	место в	4	3
916	происходит в	1	3
917	может и	2	3
918	настоящего времени	1	3
919	что было	1	3
920	которая была	2	3
921	рассказ о	3	3
922	и свой	1	3
923	не годится	1	3
924	вещь и	1	3
925	в первом	1	3
926	ведь все	3	3
927	а во-вторых	1	3
928	имеет для	1	3
929	результате этого	1	3
930	мысль о	1	3
931	весь этот	2	3
932	комедия данте	1	3
933	там же	1	3
934	смотреть на	1	3
935	кого не	1	3
936	ни для	1	3
937	для их	1	3
938	и смерть	3	3
939	и такие	1	3
940	и прочих	1	3
941	вот почему	1	3
942	и другой	1	3
943	с помощью	11	3
944	когда она	1	3
945	оно было	3	3
946	говорит что	2	3
947	превращается в	2	3
948	всего этого	3	3
949	но этот	4	3
950	чтобы они	1	3
951	быть в	1	3
952	это отношение	1	3
953	с реальными	1	3
954	в голове	2	3
955	а следовательно	2	3
956	слова ни	1	3
957	этом же	1	3
958	от ее	1	3
959	отражение в	1	3
960	после того	6	3
961	человеческий род	1	3
962	время в	3	3
963	образ в	2	3
964	речь не	1	3
965	весь мир	1	3
966	что между	2	3
967	видит в	1	3
968	а к	1	3
969	не говорит	1	3
970	должен был	1	3
971	на этом	6	3
972	перехода от	1	3
973	на другой	2	3
974	нет никаких	1	3
975	в системе	2	3
976	за ними	1	3
977	всех других	2	3
978	нем и	1	3
979	и стремление	1	3
980	в первой	4	3
981	значение как	1	3
982	в подлинном	1	3
983	даже больше	2	3
984	должна быть	3	3
985	о которой	1	3
986	из того	1	3
987	борьбы с	1	3
988	конечно в	2	3
989	в романе	10	3
990	в процессе	3	3
991	относятся к	1	3
992	с ними	4	3
993	направление в	2	3
994	по самому	1	3
995	второго порядка	1	3
996	язык и	2	3
997	земли и	7	3
998	он хочет	6	3
999	заметить что	1	3
1000	и многих	1	3
1001	не за	1	3
1002	в образе	6	3
1003	общества в	1	3
1004	том же	1	3
1005	он может	3	3
1006	формы и	1	3
1007	связан с	3	3
1008	в более	4	3
1009	выходит за	1	3
1010	многих других	1	3
1011	с начала	4	3
1012	но где	1	3
1013	находили в	1	3
1014	отвлечься от	1	3
1015	и непосредственно	1	3
1016	человека это	1	3
1017	и где	1	3
1018	вещи для	1	3
1019	как она	2	3
1020	остановимся на	3	3
1021	время уже	1	3
1022	это так	1	3
1023	мысли в	1	3
1024	и сливаются	2	3
1025	она должна	1	3
1026	то чего	1	3
1027	длинный ряд	4	3
1028	в трех	2	3
1029	уже видели	2	3
1030	думать что	1	3
1031	и всех	1	3
1032	отношении не	1	3
1033	ничего подобного	1	3
1034	в чисто	1	3
1035	говорит не	1	3
1036	котором он	1	3
1037	писателя и	1	2
1038	образов в	4	2
1039	он считает	1	2
1040	эта идея	1	2
1041	говорили в	1	2
1042	в большей	2	2
1043	года в	1	2
1044	форму и	2	2
1045	этого типа	1	2
1046	смысл этого	1	2
1047	не имели	1	2
1048	некоторые из	1	2
1049	его жизни	1	2
1050	которые находятся	1	2
1051	тех кто	2	2
1052	указанных нами	1	2
1053	вот теперь	1	2
1054	но во	1	2
1055	здесь нам	1	2
1056	к положительному	1	2
1057	предисловии к	1	2
1058	с весьма	1	2
1059	свою очередь	3	2
1060	вещи от	1	2
1061	и любви	1	2
1062	эти моменты	2	2
1063	с такою	2	2
1064	ее как	2	2
1065	всем прочем	1	2
1066	ли что	1	2
1067	имеется у	1	2
1068	бы ее	1	2
1069	автор этой	1	2
1070	точка зрения	2	2
1071	чем это	1	2
1072	тут нет	1	2
1073	раз на	1	2
1074	жизни с	1	2
1075	мы привели	1	2
1076	земли с	1	2
1077	ближе к	1	2
1078	этой книги	2	2
1079	все его	3	2
1080	землю и	4	2
1081	бывает весьма	1	2
1082	но от	1	2
1083	они будут	1	2
1084	в следующем	3	2
1085	слово о	1	2
1086	и некоторые	1	2
1087	человеческая жизнь	1	2
1088	такие которые	1	2
1089	уже достаточно	1	2
1090	с одним	2	2
1091	большинстве случаев	9	2
1092	с изображением	1	2
1093	иначе чем	1	2
1094	был не	1	2
1095	не употребляется	1	2
1096	он дал	1	2
1097	на новый	1	2
1098	ведь этот	1	2
1099	по пути	1	2
1100	в рассказе	1	2
1101	здесь на	3	2
1102	не совпадает	1	2
1103	это действительно	1	2
1104	море и	2	2
1105	значение мы	1	2
1106	также как	2	2
1107	что есть	2	2
1108	когда они	1	2
1109	для изображения	1	2
1110	несомненно и	1	2
1111	они были	5	2
1112	бы ни	1	2
1113	поздней античности	1	2
1114	языческих богов	1	2
1115	в число	1	2
1116	этого героя	1	2
1117	здесь изображается	1	2
1118	по причине	1	2
1119	для самого	1	2
1120	он уже	2	2
1121	с тремя	1	2
1122	в самый	2	2
1123	вещей но	1	2
1124	и животные	1	2
1125	героя в	2	2
1126	большую роль	1	2
1127	эти и	1	2
1128	никакому сомнению	2	2
1129	здесь он	3	2
1130	по адресу	3	2
1131	он на	1	2
1132	содержанию своему	1	2
1133	том и	2	2
1134	о природе	1	2
1135	по отношению	3	2
1136	обращается к	1	2
1137	как смысл	1	2
1138	к которым	1	2
1139	насколько нам	1	2
1140	рода и	1	2
1141	ему и	1	2
1142	имеют свое	1	2
1143	то здесь	1	2
1144	но их	2	2
1145	он пишет	1	2
1146	сам он	3	2
1147	необходимо также	1	2
1148	есть от	1	2
1149	поэтому когда	1	2
1150	этой борьбы	1	2
1151	момент для	1	2
1152	у меня	2	2
1153	является именно	1	2
1154	из которой	1	2
1155	время еще	2	2
1156	вслед за	1	2
1157	всякий смысл	1	2
1158	на которые	1	2
1159	широком смысле	1	2
1160	и там	1	2
1161	она может	1	2
1162	с людьми	1	2
1163	речи в	2	2
1164	от которой	1	2
1165	только есть	1	2
1166	и появляется	1	2
1167	а уж	1	2
1168	не имел	1	2
1169	другого и	1	2
1170	известной мере	1	2
1171	в самих	1	2
1172	ведь ни	1	2
1173	человеческую жизнь	1	2
1174	всего того	1	2
1175	своего рода	3	2
1176	в свое	2	2
1177	всегда можно	1	2
1178	это движение	2	2
1179	основе своей	1	2
1180	есть такой	2	2
1181	ее на	1	2
1182	романе о	1	2
1183	на которой	3	2
1184	участие в	1	2
1185	когда же	1	2
1186	и смысл	2	2
1187	от всех	3	2
1188	новой и	2	2
1189	за этим	1	2
1190	вот это	1	2
1191	является по	1	2
1192	этого романа	1	2
1193	на фоне	1	2
1194	и со	2	2
1195	и я	1	2
1196	со своей	1	2
1197	эта связь	1	2
1198	и таким	1	2
1199	а так	1	2
1200	встречаются в	2	2
1201	и другого	1	2
1202	которые были	2	2
1203	на них	3	2
1204	уже сказали	2	2
1205	но его	1	2
1206	такие слова	1	2
1207	которого и	1	2
1208	и воды	1	2
1209	и эти	2	2
1210	в предисловии	1	2
1211	что море	1	2
1212	явления природы	1	2
1213	от боли	1	2
1214	элементов а	1	2
1215	не с	1	2
1216	же что	2	2
1217	ним как	1	2
1218	у кого	3	2
1219	ни взяли	1	2
1220	есть о	2	2
1221	лишь как	1	2
1222	человека с	2	2
1223	свою роль	1	2
1224	в плане	7	2
1225	может показаться	1	2
1226	никому не	2	2
1227	такой же	3	2
1228	видели что	1	2
1229	модель в	1	2
1230	и эта	4	2
1231	хотя он	1	2
1232	человек не	1	2
1233	со своими	2	2
1234	доказывает что	1	2
1235	которой мы	1	2
1236	здесь еще	1	2
1237	больше того	1	2
1238	играют здесь	2	2
1239	вообще на	1	2
1240	и едва	1	2
1241	бога в	1	2
1242	друг в	1	2
1243	момент времени	1	2
1244	в момент	1	2
1245	как здесь	1	2
1246	роль и	1	2
1247	момента в	2	2
1248	его за	2	2
1249	этот момент	2	2
1250	только смерть	1	2
1251	указанные нами	1	2
1252	что человек	1	2
1253	то ли	2	2
1254	исторического развития	1	2
1255	над ними	1	2
1256	вещами и	2	2
1257	в средневековой	2	2
1258	в предыдущей	2	2
1259	черты в	1	2
1260	места и	1	2
1261	необходимо для	1	2
1262	всех тех	3	2
1263	что по	2	2
1264	духа в	2	2
1265	притом в	1	2
1266	роль в	4	2
1267	образов не	1	2
1268	время это	1	2
1269	почти все	2	2
1270	их конкретности	1	2
1271	и стал	2	2
1272	внешним образом	1	2
1273	на все	2	2
1274	известно что	1	2
1275	и сейчас	1	2
1276	тем в	1	2
1277	было не	1	2
1278	нужно понимать	1	2
1279	говорить не	1	2
1280	имеет в	1	2
1281	не должен	1	2
1282	все свои	2	2
1283	ее элементы	1	2
1284	этим не	1	2
1285	ни одного	1	2
1286	даже с	1	2
1287	каждая вещь	1	2
1288	бы совершенно	1	2
1289	звездное небо	1	2
1290	о тех	2	2
1291	жизни как	1	2
1292	для понимания	1	2
1293	том какую	1	2
1294	всей земле	1	2
1295	большей степени	1	2
1296	они могут	1	2
1297	несколько слов	3	2
1298	например из	1	2
1299	есть этот	1	2
1300	которое он	2	2
1301	вполне понятно	2	2
1302	в состоянии	2	2
1303	дошло до	1	2
1304	ним в	1	2
1305	и самым	2	2
1306	подчеркнуть что	4	2
1307	они в	3	2
1308	два раза	1	2
1309	и бесконечно	1	2
1310	мыслится и	1	2
1311	в некоторой	2	2
1312	из людей	1	2
1313	что за	1	2
1314	эти образы	5	2
1315	весьма разнообразно	1	2
1316	в изображении	4	2
1317	также в	1	2
1318	всем своем	1	2
1319	и вещи	1	2
