N	2gram	Bakhtin_Fr	DiskursI
1068	отделено от	1	1
1069	но прежде	3	1
1070	развития культуры	1	1
1071	на отдельные	2	1
1072	это ощущение	3	1
1073	форм в	2	1
1074	форме мифа	1	1
1075	так что	1	1
1076	жизни с	1	1
1077	образом в	3	1
1078	в общем	4	1
1079	этой фразы	1	1
1080	например о	1	1
1081	до наших	1	1
1082	формы и	7	1
1083	к человеку	1	1
1084	которые были	1	1
1085	там где	3	1
1086	поздней античности	3	1
1087	влияние и	1	1
1088	чем свидетельствует	1	1
1089	отрешиться от	1	1
1090	вводит в	1	1
1091	во время	14	1
1092	с последующим	1	1
1093	и чем	1	1
1094	меньшей степени	8	1
1095	означает что	1	1
1096	враг и	1	1
1097	на эту	2	1
1098	при дворе	1	1
1099	можно только	5	1
1100	связи и	1	1
1101	образом и	1	1
1102	до сих	7	1
1103	от ритуального	1	1
1104	к индивидуальным	1	1
1105	и здесь	4	1
1106	вопросы о	2	1
1107	раскрывается не	1	1
1108	не определяет	1	1
1109	и должны	1	1
1110	сказано в	1	1
1111	мы назвали	1	1
1112	почти не	2	1
1113	наше понимание	1	1
1114	оно было	2	1
1115	есть без	1	1
1116	здесь слово	1	1
1117	образа и	1	1
1118	связан в	1	1
1119	из существенных	1	1
1120	организующей роли	1	1
1121	и дает	1	1
1122	литературы как	1	1
1123	о поэзии	1	1
1124	и одиссея	1	1
1125	это уже	4	1
1126	своей сущности	1	1
1127	не были	4	1
1128	сводить к	1	1
1129	первых двух	1	1
1130	этот не	1	1
1131	о которой	1	1
1132	в область	1	1
1133	мы в	1	1
1134	и народной	1	1
1135	более глубокое	2	1
1136	не претендуя	1	1
1137	мира то	2	1
1138	утверждает что	1	1
1139	их как	1	1
1140	науки и	1	1
1141	литературного развития	2	1
1142	для них	2	1
1143	первых же	1	1
1144	со специфическими	1	1
1145	и создает	1	1
1146	целом ряде	2	1
1147	мере и	1	1
1148	в переходе	1	1
1149	можно было	4	1
1150	к постановке	1	1
1151	в более	4	1
1152	как о	1	1
1153	один человек	1	1
1154	со всеми	2	1
1155	и приобретает	1	1
1156	поэтому и	5	1
1157	с ними	2	1
1158	ряде других	1	1
1159	наиболее известных	1	1
1160	строгом смысле	1	1
1161	сил и	1	1
1162	особый интерес	1	1
1163	интересные и	1	1
1164	начала с	1	1
1165	не художественной	1	1
1166	более широкого	1	1
1167	пользоваться в	1	1
1168	последующие века	4	1
1169	и действительно	2	1
1170	это время	2	1
1171	значения и	1	1
1172	в ранней	1	1
1173	с целым	1	1
1174	отдельного человека	1	1
1175	смерть не	1	1
1176	может стать	1	1
1177	можно даже	1	1
1178	и так	2	1
1179	с будущим	1	1
1180	никто не	1	1
1181	отчасти и	2	1
1182	и были	3	1
1183	бы не	1	1
1184	ограничивается областью	1	1
1185	о некоторых	1	1
1186	однозначности и	1	1
1187	сравнению с	2	1
1188	в русле	1	1
1189	именно поэтому	1	1
1190	в те	1	1
1191	не носят	2	1
1192	в известном	1	1
1193	друг от	1	1
1194	есть она	1	1
1195	на своем	1	1
1196	отношения но	1	1
1197	на другие	1	1
1198	выступает как	1	1
1199	что читать	1	1
1200	углубить наше	1	1
1201	все сферы	2	1
1202	смертью в	1	1
1203	нет ничего	3	1
1204	они ничего	1	1
1205	его и	1	1
1206	мир этот	2	1
1207	обновлению и	1	1
1208	ряду других	1	1
1209	сложившиеся в	1	1
1210	где нет	1	1
1211	все три	1	1
1212	в конкретных	1	1
1213	во введении	4	1
1214	она была	6	1
1215	совершенно иной	2	1
1216	ставит себя	1	1
1217	даже сказать	1	1
1218	оба эти	1	1
1219	или меньшую	1	1
1220	на некоторых	2	1
1221	то и	1	1
1222	как мне	1	1
1223	нем только	3	1
1224	нет у	1	1
1225	связана с	8	1
1226	того это	1	1
1227	наконец в	2	1
1228	того чтобы	3	1
1229	и если	1	1
1230	сознание и	1	1
1231	лежат в	1	1
1232	по сравнению	2	1
1233	это только	1	1
1234	себя знать	1	1
1235	при всех	2	1
1236	самым он	1	1
1237	развития и	2	1
1238	области литературы	2	1
1239	редуцированной форме	1	1
1240	или иных	1	1
1241	природы в	1	1
1242	у шекспира	3	1
1243	литературных произведений	1	1
1244	обращении к	1	1
1245	слов и	2	1
1246	есть одновременно	1	1
1247	которую он	1	1
1248	др в	2	1
1249	ближе всего	1	1
1250	и различные	1	1
1251	в мир	2	1
1252	тому или	1	1
1253	ни были	1	1
1254	низа и	2	1
1255	здесь по	1	1
1256	действия и	1	1
1257	как например	2	1
1258	им в	1	1
1259	действа и	1	1
1260	если их	1	1
1261	свое существование	1	1
1262	не единственным	1	1
1263	всех трех	1	1
1264	таким путем	1	1
1265	произошло и	1	1
1266	на что	3	1
1267	сегодня в	1	1
1268	глубокое и	1	1
1269	и быта	1	1
1270	что здесь	1	1
1271	в италии	1	1
1272	с текстом	1	1
1273	нет и	2	1
1274	он в	2	1
1275	и роста	1	1
1276	носителем и	1	1
1277	на две	1	1
1278	и служит	1	1
1279	начиная с	2	1
1280	в самую	1	1
1281	которые уже	1	1
1282	громадное значение	2	1
1283	но именно	4	1
1284	в образе	1	1
1285	до трех	1	1
1286	характера и	1	1
1287	утрачивает свою	2	1
1288	мысли не	1	1
1289	сужаются до	1	1
1290	характерное для	1	1
1291	формы для	1	1
1292	всего к	1	1
1293	своей не	1	1
