N	2gram	Tiupa_Hudo	Formalny
553	так что	3	3
554	что эта	1	3
555	его художественной	2	3
556	и тот	2	3
557	в форме	2	3
558	не просто	1	3
559	в нее	1	3
560	никакого отношения	1	3
561	который был	2	3
562	каждого из	3	3
563	целого произведения	1	3
564	связи и	1	3
565	и этот	1	3
566	и конечно	1	3
567	с такой	3	3
568	внешнего и	1	3
569	смысле слова	1	3
570	уже знаем	2	3
571	романа и	1	3
572	и из	1	3
573	никак не	3	3
574	так или	3	3
575	нам в	1	3
576	во что	1	3
577	с таким	1	3
578	можно назвать	2	3
579	в в	1	3
580	в которых	1	3
581	том смысле	1	3
582	бы не	3	3
583	том как	5	3
584	ничего общего	1	3
585	в словах	1	3
586	перед нами	13	3
587	все они	2	3
588	ли они	1	3
589	художественного целого	8	3
590	и заключается	1	3
591	том числе	1	3
592	это то	1	3
593	этой работы	1	3
594	это только	1	3
595	обойтись без	1	3
596	для нее	6	3
597	что уже	1	3
598	вступает в	2	3
599	только тем	2	3
600	при анализе	1	3
601	каждый из	1	3
602	состоит в	8	3
603	и приемов	1	3
604	образом не	1	3
605	непосредственно из	1	3
606	в данной	2	3
607	в самую	1	3
608	неотделимо от	1	3
609	же он	1	3
610	на материале	1	3
611	то или	1	3
612	нее и	1	3
613	тот же	1	3
614	или иной	2	3
615	этом не	1	3
616	на нее	1	3
617	дело в	2	3
618	места в	1	3
619	и другое	2	3
620	вообще не	1	3
621	поэтому и	2	3
622	есть только	1	3
623	к своему	2	3
624	со своей	3	3
625	полагать что	1	3
626	но уже	1	3
627	на его	2	3
628	с другом	1	3
629	тем более	1	3
630	к одному	1	3
631	же деле	1	3
632	человек не	1	3
633	во второй	7	3
634	когда он	2	3
635	не с	2	3
636	в науке	1	3
637	эпохи и	1	3
638	числе и	1	3
639	же самое	4	3
640	в плане	1	3
641	сказать в	1	3
642	говорить об	2	3
643	на то	4	3
644	нуждается в	2	3
645	бытия в	1	3
646	что на	4	3
647	себе а	1	3
648	от изучения	1	2
649	все что	4	2
650	в душе	6	2
651	и содержания	1	2
652	и действительности	1	2
653	только один	1	2
654	в общий	1	2
655	прямой наследник	1	2
656	равнодушен к	1	2
657	был и	1	2
658	тем как	2	2
659	о чем	9	2
660	говорит о	4	2
661	в принципе	1	2
662	извне и	1	2
663	сквозь призму	1	2
664	нами в	1	2
665	природы или	1	2
666	их не	1	2
667	явно не	2	2
668	ее с	1	2
669	из нее	1	2
670	иначе как	1	2
671	его на	1	2
672	только через	1	2
673	в природе	1	2
674	поскольку он	1	2
675	установку на	1	2
676	только теперь	1	2
677	относиться к	1	2
678	тенденция к	2	2
679	и того	1	2
680	во внешнем	1	2
681	переходит в	1	2
682	не могли	1	2
683	конкретные формы	1	2
684	она могла	1	2
685	и другой	1	2
686	из их	1	2
687	в этот	1	2
688	художественного завершения	1	2
689	материала не	1	2
690	в руках	1	2
691	в строгом	1	2
692	элемента в	1	2
693	стал бы	1	2
694	литературного творчества	3	2
695	с другим	2	2
696	высказывания его	1	2
697	другого человека	2	2
698	то чтобы	2	2
699	но ни	1	2
700	на наших	1	2
701	наиболее существенным	1	2
702	ее как	1	2
703	находится в	1	2
704	без того	1	2
705	еще одна	3	2
706	ее роль	1	2
707	что она	10	2
708	мысли в	2	2
709	нее самой	1	2
710	они сами	1	2
711	который в	2	2
712	согласиться с	3	2
713	что говорит	2	2
714	с читателем	1	2
715	но так	1	2
716	сознания а	1	2
717	чем это	1	2
718	становится только	1	2
719	внутреннего мира	2	2
720	себя в	11	2
721	и становится	1	2
722	и столь	1	2
723	мышления и	3	2
724	как для	1	2
725	что человек	1	2
726	несмотря на	7	2
727	а ведь	1	2
728	историческая поэтика	2	2
729	и сама	3	2
730	и существенное	1	2
731	они в	2	2
732	х годов	1	2
733	же такое	1	2
734	чем в	1	2
735	или не	3	2
736	не знает	2	2
737	и л	1	2
738	прежде чем	2	2
739	литературного изображения	1	2
740	но совершенно	1	2
741	и хорошо	2	2
742	не одна	1	2
743	русской литературы	1	2
744	происходит и	1	2
745	смысле и	1	2
746	характер и	3	2
747	и внутреннего	1	2
748	на земле	2	2
749	в данное	1	2
750	в ряду	3	2
751	представляется нам	3	2
752	в двух	2	2
753	полагает что	1	2
754	а для	1	2
755	той или	1	2
756	это вполне	1	2
757	а с	5	2
758	того в	1	2
759	героя и	5	2
760	что его	1	2
761	сюда же	1	2
762	именно потому	1	2
763	ориентировано на	1	2
764	лишь что	1	2
765	действующих лиц	3	2
766	и та	1	2
767	можно было	6	2
768	относится и	1	2
769	бы уже	1	2
770	от конкретных	1	2
771	произведение не	1	2
772	звук и	1	2
773	как известно	1	2
774	однако в	4	2
775	общего с	1	2
776	облекается в	1	2
777	о ней	1	2
778	в первой	6	2
779	жизни с	3	2
780	иной раз	1	2
781	же мы	1	2
782	для чего	1	2
783	из этой	1	2
784	и нельзя	1	2
785	превращаются в	1	2
786	были бы	1	2
787	на жизнь	1	2
788	в последующих	1	2
789	автор и	2	2
790	но она	1	2
791	это уже	2	2
792	в другой	2	2
793	мы в	1	2
794	или иная	4	2
795	и вполне	1	2
796	теперь на	1	2
797	начинается с	2	2
798	с ними	3	2
799	этой точки	1	2
800	их и	1	2
801	на какой-то	1	2
802	заключается в	1	2
803	по истории	1	2
804	не делает	1	2
805	далеко не	1	2
806	и так	3	2
807	и просто	1	2
808	в следующей	3	2
809	друг от	2	2
810	но из	1	2
811	ни к	2	2
812	всей его	1	2
813	а если	1	2
814	совершенно иной	2	2
815	и вот	1	2
816	высказывания а	1	2
817	автора и	4	2
818	не должно	2	2
819	и второй	1	2
820	из его	1	2
821	он просто	1	2
822	что если	1	2
823	что литература	1	2
824	данное время	1	2
825	смысл в	1	2
826	не потому	1	2
827	без другого	2	2
828	времени и	2	2
829	случае с	1	2
830	и несет	1	2
831	было и	1	2
832	осуществления в	1	2
833	в деревне	1	2
834	лучше всего	1	2
835	к миру	1	2
836	в искусство	1	2
837	литературы не	1	2
838	не лучше	1	2
839	только потому	2	2
840	литературе в	2	2
841	во времени	2	2
842	мы еще	1	2
843	жизни не	2	2
844	к общим	1	2
845	жизни но	1	2
846	как особой	1	2
847	они вместе	1	2
848	этом случае	1	2
849	одних и	2	2
850	на языке	1	2
851	ему в	3	2
852	ни с	2	2
853	своей основной	1	2
854	мы имеем	1	2
855	или с	2	2
856	в определенном	1	2
857	для искусства	1	2
858	как у	2	2
859	в русскую	1	2
860	же не	3	2
861	таком случае	1	2
862	все равно	2	2
863	в виде	2	2
864	ведь это	1	2
865	но с	3	2
866	что ни	1	2
867	от друга	2	2
868	для других	5	2
869	у толстого	2	2
870	который как	1	2
871	в силу	2	2
872	из категории	1	2
873	на тему	1	2
874	что этот	1	2
875	и без	1	2
876	жизнь так	1	2
877	что мы	1	2
878	однако это	1	2
879	участие в	3	2
880	в каждой	2	2
881	бы совершенно	1	2
882	за его	1	2
883	следующей главе	3	2
884	людей в	1	2
885	отношения между	2	2
886	этих двух	2	2
887	произведения с	2	2
888	том случае	2	2
889	человека в	10	2
890	еще можно	1	2
891	предыдущей главе	3	2
892	же это	2	2
893	страх и	1	2
894	в речи	2	2
895	ту или	2	2
896	в точке	1	2
897	дело не	2	2
898	в характере	1	2
899	выйти за	1	2
900	отказ от	2	2
901	высказывания в	1	2
902	с нею	2	2
903	ведь из	1	2
904	но напротив	1	2
905	человека и	4	2
906	на всю	1	2
907	в другом	3	2
908	в отрыве	1	2
909	в лице	3	2
910	во многом	1	2
911	на кого	2	2
912	та или	4	2
913	обретает свое	1	2
914	ней все	1	2
915	чтобы создать	1	2
916	к произведению	1	2
917	происходит в	1	2
918	это в	4	2
919	здесь по-видимому	1	2
920	пишет в	1	2
921	ведь и	1	2
922	дело здесь	2	2
923	жизнью и	3	2
924	как два	2	1
925	всего это	1	1
926	было ему	1	1
927	только из	1	1
928	оно все	1	1
929	и уже	3	1
930	еще раз	2	1
931	зрения на	2	1
932	было ясно	2	1
933	жизни каждое	1	1
934	с живым	1	1
935	в момент	1	1
936	когда ему	1	1
937	уходит из	1	1
938	исходя из	1	1
939	творчества в	1	1
940	и глубины	1	1
941	можно сохранить	1	1
942	и имеет	1	1
943	каждого отдельного	3	1
944	любовь к	1	1
945	характер у	1	1
946	отношениях к	1	1
947	оказывается не	1	1
948	с самим	2	1
949	анекдот и	4	1
950	в разных	1	1
951	она уже	1	1
952	в двери	1	1
953	в море	2	1
954	и составляет	2	1
955	мысли и	2	1
956	здесь каждый	1	1
957	но тем	2	1
958	зиждется на	1	1
959	по-видимому не	2	1
960	потому не	1	1
961	это говорится	1	1
962	нас в	2	1
963	одно из	4	1
964	что основные	1	1
965	обстоятельствам и	1	1
966	к жанру	1	1
967	нашем примере	1	1
968	с собой	2	1
969	с задачей	1	1
970	раз он	1	1
971	данности и	2	1
972	внутреннего смысла	1	1
973	в средневековой	1	1
974	установки на	2	1
975	чтобы в	1	1
976	жизни было	1	1
977	в духе	6	1
978	на свой	3	1
979	и сам	3	1
980	жизнь в	3	1
981	для осуществления	1	1
982	иное место	1	1
983	только глазами	1	1
984	было очень	1	1
985	том же	1	1
986	от некоторых	1	1
987	между прочим	1	1
988	места и	1	1
989	этом для	1	1
990	когда это	1	1
991	стороны в	1	1
992	там же	2	1
993	похож на	1	1
994	новелле или	1	1
995	и внутренне	3	1
996	приходит в	2	1
997	что без	1	1
998	выражения и	1	1
999	здесь именно	1	1
1000	ему по	1	1
1001	одновременно и	5	1
1002	значение если	1	1
1003	к младшей	1	1
1004	на роман	1	1
1005	собой не	1	1
1006	только для	4	1
1007	по своим	2	1
1008	воспитанного на	1	1
1009	может дать	1	1
1010	очень велика	1	1
1011	когда в	4	1
1012	различные формы	1	1
1013	жизни на	4	1
1014	фразы как	1	1
1015	только что	4	1
1016	но мы	2	1
1017	в себя	3	1
1018	культуры в	1	1
1019	а а	2	1
1020	как только	3	1
1021	мы с	3	1
1022	не удается	1	1
1023	это очень	1	1
1024	нет у	1	1
1025	закономерности на	1	1
1026	для человека	1	1
1027	тем в	2	1
1028	к смыслу	1	1
1029	они просто	1	1
1030	и дело	3	1
1031	не служит	1	1
1032	было не	1	1
1033	не предполагает	1	1
1034	в первую	2	1
1035	его внутренний	1	1
1036	на человека	2	1
1037	на этой	1	1
1038	не существует	1	1
1039	находит в	1	1
1040	еще далеко	1	1
1041	отказываться от	1	1
1042	главе этой	1	1
1043	можно не	1	1
1044	видеть и	1	1
1045	и такие	1	1
1046	и который	1	1
1047	нельзя было	2	1
1048	сам не	2	1
1049	своей природе	2	1
1050	отсюда и	2	1
1051	от лица	2	1
1052	именно этим	2	1
1053	категорий как	1	1
1054	из жизни	2	1
1055	серьезной и	1	1
1056	глава третья	1	1
1057	которыми он	1	1
1058	отрицает его	1	1
1059	к своей	1	1
1060	не чуждо	1	1
1061	этой связи	5	1
1062	для себя	9	1
1063	же наконец	1	1
1064	таковой не	1	1
1065	по закону	1	1
1066	о них	4	1
1067	борьбе с	1	1
1068	встречи с	1	1
1069	за собой	1	1
1070	каждое слово	1	1
1071	отношение хотя	1	1
1072	и когда	4	1
1073	своего внутреннего	1	1
1074	приходит к	3	1
1075	людей и	1	1
1076	а между	4	1
1077	которых так	1	1
1078	так а	2	1
1079	в б	3	1
1080	чистом виде	1	1
1081	с в	1	1
1082	искусства это	1	1
1083	душу и	2	1
1084	изучение художественного	1	1
1085	то как	1	1
1086	от своей	1	1
1087	глубину и	1	1
1088	так называемых	1	1
1089	характерной для	1	1
1090	читателя воспитанного	1	1
1091	в чистом	1	1
1092	второй половины	1	1
1093	настолько что	1	1
1094	дистанция между	1	1
1095	самом начале	1	1
1096	являются его	1	1
1097	под воздействием	2	1
1098	которого они	1	1
1099	во всякой	1	1
1100	вышли из	1	1
1101	служебную функцию	1	1
1102	жизни как	7	1
1103	друг для	3	1
1104	наряду с	4	1
1105	ключ к	2	1
1106	таких произведений	1	1
1107	такою же	2	1
1108	интерпретации художественного	1	1
1109	такая же	2	1
1110	что все	3	1
1111	противоречие в	2	1
1112	не умеет	3	1
1113	исходит из	1	1
1114	науке о	1	1
1115	л н	6	1
1116	воли и	1	1
1117	иным как	1	1
1118	ее не	1	1
1119	из самой	1	1
1120	к философской	1	1
1121	кругозор и	1	1
1122	по поводу	3	1
1123	не два	1	1
1124	стороны других	1	1
1125	каким был	1	1
1126	с внутренним	1	1
1127	в отдельных	1	1
1128	и чувства	2	1
1129	не мог	1	1
1130	как будто	7	1
1131	большей степени	1	1
1132	где все	1	1
1133	мы попытались	1	1
1134	и понимается	1	1
1135	то о	2	1
1136	и отказ	1	1
1137	одно это	2	1
1138	смысле как	1	1
1139	усматривает в	1	1
1140	процесса здесь	1	1
1141	столь резко	1	1
1142	а потом	1	1
1143	художественная воля	1	1
1144	где впервые	1	1
1145	не замечают	1	1
1146	ближе к	2	1
1147	представить себе	1	1
1148	друга не	3	1
1149	этих моментов	1	1
1150	не зная	2	1
1151	не противоречит	1	1
1152	поэтика жанра	1	1
1153	между его	1	1
1154	она и	1	1
1155	нельзя сказать	1	1
1156	до степени	1	1
1157	в восприятии	1	1
1158	как нам	3	1
1159	здесь нет	1	1
1160	и всей	1	1
1161	бы некоторый	1	1
1162	эта особенность	1	1
1163	решающее значение	1	1
1164	теории литературы	2	1
1165	такого рода	4	1
1166	она в	5	1
1167	и пушкинской	1	1
1168	что сама	1	1
1169	происходит это	1	1
1170	ее понимать	1	1
1171	узком смысле	1	1
1172	есть его	1	1
1173	объясняется тем	1	1
1174	элементов и	1	1
1175	трудно не	3	1
1176	этих категорий	1	1
1177	по мнению	6	1
1178	лучше чем	1	1
1179	книги и	1	1
1180	произведения здесь	1	1
1181	слово не	2	1
1182	характера и	2	1
1183	или иную	2	1
1184	к определенному	1	1
1185	xix века	1	1
1186	себе не	1	1
1187	не обладает	1	1
1188	опираясь на	1	1
1189	рассмотренное нами	1	1
1190	в каждый	1	1
1191	дала бы	1	1
1192	у него	13	1
1193	прозы не	2	1
1194	поэзии не	1	1
1195	в рассмотренных	1	1
1196	в существовании	1	1
1197	как по	2	1
1198	героя с	1	1
1199	никак между	1	1
1200	на себя	3	1
1201	должен иметь	1	1
1202	времени как	1	1
1203	он казался	1	1
1204	я и	7	1
1205	его индивидуальной	1	1
1206	во внутренней	1	1
1207	них это	2	1
1208	роль принадлежит	2	1
1209	встречается в	1	1
1210	вследствие того	1	1
1211	он тем	1	1
1212	рядом с	5	1
1213	чем иным	1	1
1214	именно этого	1	1
1215	того и	1	1
1216	значении термина	1	1
1217	его жизни	6	1
1218	мира внутренне	1	1
1219	о которых	2	1
1220	еще жива	1	1
1221	себе и	3	1
1222	литературное явление	1	1
1223	был не	1	1
1224	рассказа не	2	1
1225	сочетать с	1	1
1226	на себе	3	1
1227	художественному заданию	1	1
1228	и у	3	1
1229	что их	1	1
1230	путать с	1	1
1231	нельзя не	1	1
1232	человека а	2	1
1233	это столь	1	1
1234	в русской	4	1
1235	ряд с	1	1
1236	о себе	3	1
1237	она или	1	1
1238	и обновления	1	1
1239	здесь впервые	1	1
1240	для его	1	1
1241	и быть	4	1
1242	произведения со	1	1
1243	если оно	1	1
1244	смысла слов	1	1
1245	разговорами о	1	1
1246	такие общие	1	1
1247	что даже	2	1
1248	к слову	1	1
1249	разрыв между	1	1
1250	что нет	1	1
1251	этого ряда	1	1
1252	играет роль	1	1
1253	за этими	3	1
1254	ее выражения	1	1
1255	этой своей	2	1
1256	различных ее	1	1
1257	равнодушии к	2	1
1258	другой тип	1	1
1259	зрения в	1	1
1260	тело а	1	1
1261	дистанции между	1	1
1262	ли с	1	1
1263	ее осуществления	2	1
1264	всегда только	1	1
1265	его творчества	1	1
1266	это по	1	1
1267	оказывается в	1	1
1268	однако эта	1	1
1269	ни один	1	1
1270	реакции на	1	1
1271	не тем	1	1
1272	только другим	1	1
1273	его собственные	1	1
1274	хотя в	1	1
1275	и точность	1	1
1276	кто же	1	1
1277	из двух	1	1
1278	слова без	1	1
1279	его жизнь	2	1
1280	где в	2	1
1281	она оказала	1	1
1282	и хотя	1	1
1283	проникнуть в	3	1
1284	аналогии со	1	1
1285	то во	1	1
1286	по своей	5	1
1287	занимает место	1	1
1288	собственно и	2	1
1289	говорили что	1	1
1290	мы здесь	1	1
1291	это действительно	1	1
1292	не раз	2	1
1293	всего на	1	1
1294	а тем	1	1
1295	например не	1	1
1296	другому в	1	1
1297	лишь одно	1	1
1298	истории не	1	1
1299	для той	1	1
1300	своим содержанием	1	1
1301	и событий	1	1
1302	него на	1	1
1303	серьезность и	2	1
1304	не один	1	1
