N	2gram	Medvedev_F	Psycholo
226	всяком случае	6	14
227	этом отношении	7	14
228	или в	2	14
229	по существу	8	14
230	есть только	3	14
231	в области	6	14
232	прав когда	2	14
233	с ним	3	14
234	именно в	12	13
235	не могли	2	13
236	точка зрения	3	13
237	на искусство	1	13
238	а с	1	13
239	могла бы	3	13
240	отнюдь не	13	13
241	с такой	1	13
242	этот вопрос	2	13
243	знаем что	2	13
244	в той	3	13
245	едва ли	3	13
246	искусства не	2	13
247	говорит он	7	13
248	могло бы	2	13
249	как он	2	13
250	должен был	3	13
251	со стороны	7	13
252	и другие	3	12
253	в этих	3	12
254	их в	2	12
255	не менее	12	12
256	в основу	2	12
257	того же	1	12
258	в самой	2	12
259	сам по	2	12
260	в свою	8	12
261	и уже	1	12
262	состоит в	3	12
263	но если	1	12
264	и этот	2	12
265	и другое	1	12
266	и может	6	12
267	идет о	3	12
268	это в	1	12
269	конце концов	2	12
270	и очень	1	12
271	совершенно очевидно	1	12
272	и с	17	12
273	например в	1	12
274	как только	1	12
275	что его	1	12
276	что не	4	12
277	художественном произведении	4	12
278	этой точки	1	12
279	по самому	1	12
280	что самое	1	12
281	и до	8	12
282	ничего не	5	12
283	в поэзии	5	12
284	так например	3	11
285	понятно что	1	11
286	конечно не	5	11
287	не было	7	11
288	не будет	2	11
289	мы видели	5	11
290	была бы	4	11
291	сравнению с	1	11
292	и заключается	2	11
293	по сравнению	1	11
294	и поэтому	1	11
295	бы сказать	1	11
296	на этот	1	11
297	как к	5	11
298	уже в	1	11
299	на все	3	11
300	бы мы	1	11
301	и других	4	11
302	отличие от	2	11
303	он должен	4	11
304	искусство и	1	11
305	исходит из	1	11
306	по поводу	1	11
307	его в	5	11
308	совершенно справедливо	3	11
309	и из	1	11
310	этого слова	4	11
311	с его	12	11
312	думать что	4	11
313	но совершенно	1	11
314	во всем	3	10
315	только из	1	10
316	в другом	2	10
317	смысл и	2	10
318	в тех	1	10
319	нам кажется	2	10
320	не так	4	10
321	том и	1	10
322	сами по	4	10
323	только тогда	1	10
324	именно на	4	10
325	данном случае	2	10
326	в их	16	10
327	с теми	2	10
328	от него	2	10
329	отличается от	4	10
330	в данном	2	10
331	должно быть	13	10
332	по мнению	1	10
333	но как	2	10
334	совсем не	2	10
335	все те	2	10
336	и от	9	10
337	представить себе	1	10
338	мы в	2	10
339	не является	3	10
340	ее в	3	10
341	материала и	7	10
342	тому чтобы	2	10
343	это было	3	10
344	и их	13	10
345	но что	2	9
346	не есть	4	9
347	так сказать	6	9
348	в действительности	3	9
349	вопрос о	3	9
350	на него	3	9
351	в чем	2	9
352	под влиянием	3	9
353	и та	1	9
354	мы будем	1	9
355	это совершенно	1	9
356	в него	2	9
357	с ее	7	9
358	бы не	1	9
359	его и	2	9
360	из его	2	9
361	в отличие	2	9
362	в виде	2	9
363	по своему	1	9
364	на его	2	9
365	чтобы увидеть	1	9
366	и по	3	9
367	тем самым	5	9
368	и ее	15	9
369	но все	4	9
370	роль в	2	9
371	можно сказать	2	9
372	и другой	1	9
373	то как	1	9
374	ту же	1	9
375	если же	4	9
376	в силу	1	9
377	каждого из	3	9
378	по этому	2	9
379	должен быть	5	9
380	том случае	2	9
381	именно это	1	9
382	и наконец	7	9
383	не к	2	9
384	это значит	1	8
385	со всей	3	8
386	чтобы показать	2	8
387	то чтобы	2	8
388	в сознании	1	8
389	в общем	8	8
390	и конечно	1	8
391	художественного творчества	1	8
392	ни на	5	8
393	при анализе	1	8
394	что же	6	8
395	он в	3	8
396	тем же	3	8
397	о нем	1	8
398	произведения искусства	4	8
399	смысле этого	4	8
400	в такой	3	8
401	бы совершенно	1	8
402	образом мы	1	8
403	этому поводу	1	8
404	место в	8	8
405	и эта	2	8
406	представление о	2	8
407	в собственном	1	8
408	исследования и	3	8
409	и значение	1	8
410	наряду с	1	8
411	согласиться с	2	8
412	гораздо более	1	8
413	по преимуществу	6	8
414	в произведении	2	8
415	из того	1	8
416	чтобы понять	2	8
417	кажется что	1	8
418	этом смысле	3	8
419	в нее	1	8
420	к нему	3	8
421	же самая	1	8
422	в процессе	17	8
423	из которого	1	8
424	и более	4	8
425	искусства есть	1	8
426	том как	1	8
427	и во	2	8
428	он может	1	8
429	бы и	1	8
430	жизнь и	3	8
431	которую мы	1	8
432	эти два	1	8
433	стороны и	4	8
434	только то	1	8
435	не как	7	7
436	и там	1	7
437	искусства является	1	7
438	к самому	1	7
439	от этого	3	7
440	во все	2	7
441	и те	2	7
442	свою очередь	6	7
443	ни одного	2	7
444	она есть	2	7
445	чем это	1	7
446	только при	2	7
447	связи с	12	7
448	полагал что	1	7
449	в каждом	3	7
450	что такое	2	7
451	должны быть	6	7
452	в поэтической	4	7
453	в особенности	7	7
454	имеет место	1	7
455	себе не	1	7
456	со всеми	3	7
457	они не	7	7
458	не существует	1	7
459	того или	6	7
460	случае если	1	7
461	но при	1	7
462	к которой	1	7
463	же в	4	7
464	для всех	2	7
465	к этой	4	7
466	как они	4	7
467	даны в	1	7
468	если он	4	7
469	которые мы	1	7
470	в руках	1	7
471	в нашем	2	7
472	о ней	1	7
473	от этой	1	7
474	и заставляет	1	7
475	время в	4	7
476	в качестве	2	7
477	и эти	1	7
478	лежит в	1	7
479	какой мере	2	7
480	же мы	1	7
481	а как	5	7
482	психологии и	1	7
483	если это	1	7
484	и действительно	2	7
485	это то	1	7
486	ее с	1	7
487	здесь в	2	7
488	а на	2	7
489	дело в	1	7
490	до тех	1	7
491	слова в	2	7
492	таком понимании	2	6
493	даже в	2	6
494	более или	7	6
495	все дело	3	6
496	каким образом	1	6
497	из самых	1	6
498	он был	1	6
499	только как	3	6
500	людей и	1	6
501	утверждал что	1	6
502	что как	1	6
503	к этим	2	6
504	и искусство	1	6
505	эти три	1	6
506	рядом с	1	6
507	в сторону	4	6
508	в русской	1	6
509	из него	2	6
510	не могла	3	6
511	она была	3	6
512	образом в	1	6
513	события в	1	6
514	всех этих	6	6
515	смысле слова	1	6
516	таким путем	1	6
517	в отношении	3	6
518	оно не	6	6
519	содержание и	1	6
520	к его	3	6
521	никто не	2	6
522	приводит к	4	6
523	да и	1	6
524	которая существует	1	6
525	тех пор	1	6
526	для нее	2	6
527	каждой из	3	6
528	и вся	2	6
529	как если	2	6
530	от других	2	6
531	каждый из	3	6
532	событий в	1	6
533	только с	1	6
534	в эстетике	2	6
535	в русском	2	6
536	материал для	1	6
537	от всех	5	6
538	у всех	1	6
539	за этим	1	6
540	на нее	2	6
541	сама по	2	6
542	один и	1	6
543	и без	1	6
544	и ни	2	6
545	мы узнаем	1	6
546	к ней	3	6
547	которые в	1	6
548	слова и	5	6
549	поэтического произведения	10	6
550	еще более	6	6
551	остановиться на	2	6
552	нами в	1	6
553	иначе как	2	6
554	почти все	1	6
555	гораздо больше	1	6
556	совершенно в	1	6
557	говорить о	4	6
558	не что	1	6
559	или менее	7	6
560	для понимания	1	6
561	что иное	1	6
562	от действительности	3	6
563	тем не	2	6
564	х годов	1	6
565	а только	4	6
566	не дает	3	6
567	или же	4	6
568	внутренняя форма	2	6
569	за пределы	2	6
570	уже не	9	6
571	о его	1	6
572	значит что	1	6
573	или иного	8	6
574	независимо от	5	6
575	его с	5	6
576	как не	1	6
577	и просто	1	6
578	только одно	1	6
579	то и	2	6
580	без всякого	1	6
581	жизни но	2	6
582	ничем не	4	6
583	в первый	5	6
584	совершенно иначе	1	6
585	творческий акт	1	6
586	так в	3	6
587	нисколько не	2	6
588	она должна	3	6
589	что касается	1	6
590	мы везде	1	6
591	искусством и	1	6
592	отношение к	4	6
593	иное как	1	6
594	совершается в	2	6
595	в душе	2	5
596	в последнее	1	5
597	к действительности	3	5
598	тем как	1	5
599	между ними	3	5
600	ни одна	2	5
601	и сам	1	5
602	мы получаем	1	5
603	здесь дело	2	5
604	на эту	1	5
605	за ней	2	5
606	действительность и	1	5
607	нам не	1	5
608	в смысле	2	5
609	и еще	1	5
610	к которому	2	5
611	во всей	4	5
612	бы то	4	5
613	поэзии в	3	5
614	не должна	7	5
615	что самая	2	5
616	чем в	1	5
617	ее от	2	5
618	дано в	1	5
619	как прием	2	5
620	между собой	1	5
621	в эту	3	5
622	в лучшем	3	5
623	чтобы он	2	5
624	и чтобы	2	5
625	реакции на	1	5
626	и является	3	5
627	тем и	2	5
628	подход к	2	5
629	материала в	4	5
630	все остальное	4	5
631	его к	1	5
632	и чем	3	5
633	и самый	3	5
634	если в	3	5
635	которые он	1	5
636	в другой	2	5
637	вместо того	1	5
638	смысла и	3	5
639	отношения к	6	5
640	одновременно и	1	5
641	к таким	1	5
642	том смысле	3	5
643	в словах	1	5
644	в круг	1	5
645	так чтобы	1	5
646	это все	1	5
647	он является	2	5
648	значение и	4	5
649	и больше	1	5
650	не понимает	1	5
651	ни одной	2	5
652	нет и	2	5
653	у них	3	5
654	то или	1	5
655	нас не	3	5
656	зависит от	2	5
657	и всегда	1	5
658	которых он	1	5
659	таком случае	1	5
660	все равно	1	5
661	и смысл	1	5
662	однако не	5	5
663	на одном	1	5
664	в каждой	1	5
665	к одному	2	5
666	мысли в	2	5
667	но она	1	5
668	учения о	2	5
669	не следует	5	5
670	бы по	1	5
671	в сборнике	2	5
672	мы условно	1	5
673	роль и	1	5
674	что дело	1	5
675	социальной жизни	12	5
676	до крайности	2	5
677	связь с	1	5
678	эта точка	1	5
679	силы и	1	5
680	но даже	2	5
681	но они	1	5
682	задачи и	7	5
683	не мог	1	5
684	то в	3	5
685	указать на	2	5
686	хотя и	3	5
687	здесь с	2	5
688	столько же	1	5
689	не знает	1	5
690	в других	5	5
691	искусство не	1	5
692	именно как	14	5
693	не значит	1	5
694	себя в	1	5
695	к такому	1	5
696	собственном смысле	1	5
697	вот как	3	5
698	критики и	1	5
699	целом ряде	2	5
700	она и	1	5
701	и тогда	1	5
702	он хочет	1	5
703	слов и	1	5
704	нет никакой	1	5
705	только о	1	5
706	из этой	2	5
707	все они	1	5
708	этой области	1	5
709	произведения с	1	5
710	его не	2	5
711	мы различаем	1	5
712	или не	1	5
713	как из	2	5
714	одного из	4	5
715	вызывает в	1	5
716	все более	4	5
717	надо было	1	5
718	лучшем случае	3	5
719	с которыми	1	4
720	этот материал	1	4
721	является в	2	4
722	в применении	4	4
723	характер и	2	4
724	его от	5	4
725	из ее	2	4
726	с собой	1	4
727	смысл в	1	4
728	от одного	2	4
729	именно и	1	4
730	себя как	1	4
731	из всего	2	4
732	к другим	4	4
733	в порядке	1	4
734	где она	1	4
735	в поэтическом	6	4
736	нам в	2	4
737	применении к	4	4
738	из себя	1	4
739	но вся	1	4
740	должна была	2	4
741	говорит эйхенбаум	3	4
742	а между	1	4
743	из одного	1	4
744	находится в	1	4
745	от искусства	1	4
746	не найдем	3	4
747	потому не	1	4
748	остается еще	1	4
749	но для	4	4
750	точном смысле	1	4
751	в связи	11	4
752	понятий и	4	4
753	если оно	1	4
754	все остальные	2	4
755	нашего сознания	1	4
756	заложены в	2	4
757	на самый	1	4
758	материал и	2	4
759	одним словом	8	4
760	этого факта	2	4
761	и хотя	1	4
762	должны были	1	4
763	или иное	2	4
764	можно с	1	4
765	к сожалению	2	4
766	всего того	1	4
767	и материал	1	4
768	в корне	6	4
769	же самой	1	4
770	сюжета и	2	4
771	его жизнь	1	4
772	можно назвать	1	4
773	его основе	1	4
774	к другому	2	4
775	из которой	1	4
776	она дает	1	4
777	отношении к	2	4
778	говорят что	1	4
779	которую он	1	4
780	вот этот	1	4
781	конца и	1	4
782	одной из	2	4
783	здесь не	5	4
784	мы с	1	4
785	только потому	1	4
786	если только	1	4
787	уже с	1	4
788	понять как	1	4
789	и всякий	2	4
790	значение в	4	4
791	может не	1	4
792	потебни и	3	4
793	в первой	2	4
794	борьбу с	1	4
795	себе что	1	4
796	который как	1	4
797	но эта	2	4
798	произведения как	3	4
799	в стороне	1	4
800	эти две	1	4
801	перейти к	3	4
802	мы попытаемся	1	4
803	разница между	1	4
804	чтобы сделать	1	4
805	также и	1	4
806	не по	4	4
807	художественным произведением	1	4
808	не с	2	4
809	именно эта	1	4
810	в ритме	2	4
811	при всем	1	4
812	идет не	1	4
813	может и	2	4
814	если она	2	4
815	себе а	2	4
816	случае в	1	4
817	строго говоря	1	4
818	в некоторых	2	4
819	от этих	2	4
820	именно эти	1	4
821	в первом	8	4
822	по отношению	4	4
823	весь этот	1	4
824	другую сторону	1	4
825	в это	1	4
826	тем в	1	4
827	в каких	1	4
828	вот почему	1	4
829	заключается что	1	4
830	с помощью	13	4
831	так то	1	4
832	на наших	2	4
833	настоящее время	11	4
834	ней и	2	4
835	с этими	2	4
836	который в	1	4
837	свое собственное	1	4
838	ее и	3	4
839	начала и	2	4
840	именно из	1	4
841	т е	50	4
842	нигде не	3	4
843	что между	1	4
844	работы и	1	4
845	произведение как	4	4
846	в мире	4	4
847	на один	3	4
848	его жизни	1	4
849	в свете	1	4
850	материалом для	2	4
851	взглянуть на	1	4
852	это может	1	4
853	литературы и	6	4
854	и каждый	1	4
855	что без	1	4
856	в состав	1	4
857	почти не	2	4
858	в языке	5	4
859	не на	3	4
860	если не	1	4
861	может стать	1	4
862	с ней	1	4
863	мы говорим	4	4
864	эстетики и	2	4
865	в настоящее	11	4
866	с ними	1	4
867	в слове	4	4
868	если взять	1	4
869	ничего общего	2	4
870	более и	3	4
871	в истории	10	4
872	же время	13	4
873	имеем в	1	4
874	и под	1	4
875	мог бы	1	4
876	произведения и	9	4
877	подойти к	3	4
878	высшей степени	4	4
879	дает нам	1	4
880	форм и	7	4
881	аналогии с	4	4
882	художественный прием	1	4
883	не для	4	4
884	как у	1	4
885	без остатка	1	4
886	и где	1	4
887	которая могла	1	4
888	этой цели	1	4
889	исходили из	4	4
890	к своему	1	4
891	ли не	1	4
892	самое же	1	4
893	что от	1	4
894	страх и	2	4
895	так называемой	1	4
896	не имея	1	4
897	обстоит дело	1	4
898	к тем	1	4
899	говоря о	1	4
900	в пределах	13	4
901	в понимании	7	4
902	этом рассказе	1	4
903	здесь же	1	3
904	же и	2	3
905	со всем	4	3
906	следует что	3	3
907	кроме того	3	3
908	в большей	1	3
909	какой бы	2	3
910	не столько	5	3
911	для поэтической	1	3
912	происходит не	1	3
913	или на	2	3
914	или ином	1	3
915	по своим	1	3
916	на первый	1	3
917	связано с	1	3
918	творчества в	1	3
919	было в	3	3
920	в объяснении	1	3
921	из их	1	3
922	в этот	2	3
923	к своей	1	3
924	из самого	1	3
925	чего не	1	3
926	стоящей перед	1	3
927	по учению	3	3
928	о них	1	3
929	и сюжет	2	3
930	уже и	1	3
931	теории и	1	3
932	и чувства	1	3
933	на котором	2	3
934	своих последних	1	3
935	все в	3	3
936	морали в	1	3
937	переходим к	1	3
938	самой природе	1	3
939	мышления и	2	3
940	как нам	1	3
941	искусства то	1	3
942	и чрезвычайно	1	3
943	трудно не	1	3
944	которого он	1	3
945	с другими	11	3
946	лучше всего	2	3
947	есть еще	1	3
948	общественный человек	1	3
949	из важнейших	2	3
950	по аналогии	5	3
951	как таковое	3	3
952	вещей и	3	3
953	и всю	2	3
954	в последних	2	3
955	воздействия на	3	3
956	сделать камень	1	3
957	поэтическое произведение	2	3
958	исторического материализма	1	3
959	бы она	3	3
960	материалом и	2	3
961	мы всегда	1	3
962	здесь на	1	3
963	иметь в	1	3
964	для потебни	1	3
965	его как	5	3
966	фабула и	1	3
967	этой формулы	1	3
968	для построения	1	3
969	этом не	2	3
970	как прежде	1	3
971	в сюжете	2	3
972	он действительно	2	3
973	самое понятие	4	3
974	и самое	1	3
975	от простого	1	3
976	оно было	3	3
977	камень каменным	1	3
978	уже знаем	1	3
979	творчество как	1	3
980	под этим	1	3
981	в более	2	3
982	в форме	2	3
983	то на	1	3
984	о самом	1	3
985	это время	1	3
986	дело так	1	3
987	на их	3	3
988	то я	1	3
989	то он	1	3
990	всем этом	1	3
991	и состоит	1	3
992	учении о	1	3
993	на основе	6	3
994	и содержание	2	3
995	с а	1	3
996	она начинает	1	3
997	вступает в	2	3
998	материал не	1	3
999	литературном произведении	3	3
1000	при определении	1	3
1001	элемента в	1	3
1002	поэзии о	1	3
1003	форма и	2	3
1004	этой истории	1	3
1005	имеет и	2	3
1006	общего с	2	3
1007	мы дадим	1	3
1008	еще в	2	3
1009	не из	5	3
1010	моментов в	1	3
1011	формы не	1	3
1012	этом случае	1	3
1013	техники и	3	3
1014	на что	1	3
1015	воли в	1	3
1016	он и	3	3
1017	и тут	1	3
1018	слова а	1	3
1019	участие в	1	3
1020	со своей	1	3
1021	но уже	1	3
1022	тем более	1	3
1023	бы ни	5	3
1024	мере в	1	3
1025	на них	1	3
1026	это конечно	1	3
1027	ни один	1	3
1028	однако уже	1	3
1029	нам думается	1	3
1030	эти авторы	1	3
1031	могло быть	1	3
1032	может показаться	1	3
1033	понять что	1	3
1034	к работе	1	3
1035	за счет	4	3
1036	мы и	1	3
1037	ней не	1	3
1038	в море	1	3
1039	в социальной	3	3
1040	ко всем	2	3
1041	равно как	2	3
1042	этой точке	1	3
1043	он полагает	1	3
1044	она является	2	3
1045	дело здесь	1	3
1046	том или	1	3
1047	его на	1	3
1048	в точном	1	3
1049	которое не	1	3
1050	поскольку он	1	3
1051	самом конце	1	3
1052	наслаждения и	1	3
1053	и нет	1	3
1054	от тех	2	3
1055	жизни а	2	3
1056	и такие	1	3
1057	быть дано	1	3
1058	между двумя	3	3
1059	пониманию и	1	3
1060	связь между	1	3
1061	уже как	3	3
1062	превращается в	2	3
1063	и психологии	1	3
1064	стал бы	2	3
1065	убедиться в	2	3
1066	всего этого	6	3
1067	из виду	3	3
1068	следующим образом	1	3
1069	нельзя судить	2	3
1070	что содержание	2	3
1071	что говорит	1	3
1072	же сколько	1	3
1073	создается впечатление	1	3
1074	построения и	1	3
1075	на почве	20	3
1076	этого и	1	3
1077	от смысла	3	3
1078	в восприятии	1	3
1079	здесь нет	1	3
1080	на язык	5	3
1081	не принадлежит	1	3
1082	его частей	1	3
1083	ни было	2	3
1084	не была	2	3
1085	действий и	2	3
1086	как же	1	3
1087	не о	7	3
1088	одним из	1	3
1089	быть только	1	3
1090	той роли	1	3
1091	но ведь	4	3
1092	совершенно иное	1	3
1093	точек зрения	1	3
1094	его значение	1	3
1095	в головах	1	3
1096	вопроса о	2	3
1097	поэтический язык	20	3
1098	то ни	5	3
1099	художника и	1	3
1100	на нем	1	3
1101	хотя в	1	3
1102	формы она	1	3
1103	ни одно	1	3
1104	в учении	3	3
1105	даже не	2	3
1106	вскрыть и	3	3
1107	как известно	1	3
1108	в школе	2	3
1109	превратилась в	1	3
1110	нельзя не	1	3
1111	и др	8	3
1112	речи и	2	3
1113	деле это	1	3
1114	бы быть	3	3
1115	слова как	2	3
1116	однако и	3	3
1117	как таковой	8	3
1118	на ее	1	3
1119	и должно	4	3
1120	внутренней формы	1	3
1121	романа в	1	3
1122	два основных	1	3
1123	подходит к	4	3
1124	на читателя	1	3
1125	и утверждает	1	3
1126	во что	3	3
1127	искусстве есть	1	3
1128	ни о	3	3
1129	к поэтической	3	3
1130	из тех	1	3
1131	восприятие формы	1	3
1132	дело идет	6	3
1133	совершенно естественно	1	3
1134	речь в	1	3
1135	можно найти	1	3
1136	друг от	2	3
1137	которая не	1	3
1138	но напротив	2	3
1139	ни к	1	3
1140	это понятие	1	3
1141	такого рода	1	3
1142	творчества и	2	3
1143	не могло	6	3
1144	значение для	2	3
1145	к делу	1	3
1146	против такого	1	3
1147	любопытно что	1	3
1148	к следующему	1	3
1149	только одна	2	3
1150	самом процессе	1	3
1151	в искусство	1	3
1152	а вовсе	2	3
1153	они были	4	3
1154	смысле что	2	3
1155	отношению к	4	3
1156	мире в	1	3
1157	для искусства	1	3
1158	что каждый	2	3
1159	действительно не	1	3
1160	художественное наслаждение	1	3
1161	же не	1	3
1162	чем он	3	3
1163	слово в	2	3
1164	за которой	1	3
1165	от друга	2	3
1166	или иначе	2	3
1167	а также	1	3
1168	как таковая	2	3
1169	места в	2	3
1170	и форму	1	3
1171	очень много	1	3
1172	этих авторов	1	3
1173	приходим к	2	3
1174	естественно что	1	3
1175	последнее время	1	3
1176	и оно	1	3
1177	без всякой	3	3
1178	поскольку она	1	3
1179	было совершенно	1	3
1180	а к	2	3
1181	первый план	1	3
1182	в руки	1	3
1183	к чему-то	1	3
1184	может считаться	1	3
1185	в теории	1	3
1186	что нужно	1	3
1187	быть и	5	3
1188	у нее	1	3
1189	в отдельности	1	3
1190	роман и	2	3
1191	в высшей	4	3
1192	в узком	1	3
1193	самый материал	1	3
1194	и прежде	3	3
1195	этой школы	1	3
1196	этому вопросу	1	3
1197	же самым	1	3
1198	и многие	2	3
1199	ритма и	1	2
1200	они имеют	1	2
1201	формы художественного	1	2
1202	как художник	2	2
1203	мы постараемся	1	2
1204	и направлено	1	2
1205	прежде и	1	2
1206	время не	2	2
1207	художественное чувство	1	2
1208	всей ее	1	2
1209	основная тенденция	3	2
1210	и самые	2	2
1211	минуту не	1	2
1212	о мире	2	2
1213	отчетливо и	1	2
1214	исходить из	4	2
1215	специфические особенности	4	2
1216	метода и	1	2
1217	поэтического стиля	2	2
1218	является для	2	2
1219	от поэзии	1	2
1220	эстетике и	1	2
1221	из формальных	1	2
1222	затем чтобы	1	2
1223	в центр	1	2
1224	осуществляется в	1	2
1225	в действиях	1	2
1226	своей природе	1	2
1227	ее так	1	2
1228	она могла	1	2
1229	это делается	1	2
1230	его утверждение	1	2
1231	в нескольких	1	2
1232	и должна	3	2
1233	существенное значение	1	2
1234	теорию искусства	1	2
1235	произведения но	1	2
1236	предисловии к	3	2
1237	и была	1	2
1238	отметить что	2	2
1239	точке зрения	1	2
1240	здесь несколько	1	2
1241	с другим	1	2
1242	вопросу о	1	2
1243	сложны и	1	2
1244	разрешения этой	1	2
1245	этого следует	1	2
1246	во всякой	1	2
1247	когда человек	1	2
1248	они должны	2	2
1249	научного изучения	1	2
1250	то чем	1	2
1251	конструктивный принцип	1	2
1252	и техника	2	2
1253	и вступает	1	2
1254	от них	2	2
1255	к простой	1	2
1256	в структуре	2	2
1257	крайней мере	1	2
1258	к решению	1	2
1259	на поэтическую	1	2
1260	всего в	5	2
1261	лишь тогда	1	2
1262	каждый элемент	4	2
1263	сводить к	1	2
1264	как такового	8	2
1265	том насколько	1	2
1266	и читатель	3	2
1267	но из	2	2
1268	не останется	3	2
1269	что уже	1	2
1270	происходит это	1	2
1271	процесса как	1	2
1272	не сделано	1	2
1273	элементов и	1	2
1274	противоречий и	1	2
1275	искусства должно	1	2
1276	своей теории	2	2
1277	и противоположное	1	2
1278	слов то	1	2
1279	было на	1	2
1280	в поэтике	3	2
1281	этом романе	1	2
1282	поэзии не	1	2
1283	словом в	1	2
1284	произведения не	3	2
1285	является и	1	2
1286	и некоторые	1	2
1287	перед необходимостью	2	2
1288	ее развития	1	2
1289	проблем и	5	2
1290	этом последнем	1	2
1291	же оно	1	2
1292	поэтической речи	1	2
1293	того если	1	2
1294	к вопросу	2	2
1295	был не	1	2
1296	искусства оно	2	2
1297	а для	1	2
1298	той или	1	2
1299	о себе	1	2
1300	говоря в	1	2
1301	дана в	2	2
1302	из ложного	1	2
1303	сюда же	1	2
1304	не один	1	2
1305	непременно должны	1	2
1306	сами формалисты	1	2
