N	3gram	Tiupa_Vved	TeoriaLi
81	и сближение но	1	2
82	и не могло	1	2
83	к тому что	1	2
84	тогда как в	2	2
85	это своего рода	3	2
86	даль и сближение	1	2
87	в известном смысле	1	2
88	в значительной степени	2	2
89	как уже говорилось	1	2
90	в основе своей	2	2
91	в каждый малый	1	1
92	деталей в пределах	1	1
93	окружающей его жизни	1	1
94	жизни то есть	1	1
95	картина мира которая	1	1
96	облекается в молчание	1	1
97	войны и мира	5	1
98	искусством непрямого говорения	1	1
99	по этой причине	2	1
100	последовательно вводятся автором	1	1
101	в общеязыковом отношении	1	1
102	кадрового единства фразы	1	1
103	в той или	1	1
104	в евгении онегине	1	1
105	мере в какой	2	1
106	отграниченная система смыслов	1	1
107	в осмысленном и	1	1
108	лично для себя	1	1
109	в этих случаях	2	1
110	и в жизни	2	1
111	малый отрезок времени	1	1
112	при этом становится	1	1
113	а не все	2	1
114	опыт присутствия в	1	1
115	доверия к чужому	1	1
116	к своему герою	1	1
117	индивида и его	1	1
118	не что иное	1	1
119	видения со стороны	1	1
120	в одном и	1	1
121	принадлежат к числу	1	1
122	раз в том	1	1
123	отнюдь не в	3	1
124	все то что	1	1
125	то есть в	1	1
126	и строго отграниченная	1	1
127	внеличную сторону индивида	1	1
128	слияние пространственных и	1	1
129	одного из вероятных	1	1
130	при сохранении его	1	1
131	сказания притчи анекдота	1	1
132	каждый малый отрезок	1	1
133	готовом стабильно дифференцированном	1	1
134	иметь в виду	1	1
135	и прежде всего	1	1
136	может или пожелает	1	1
137	вследствие того что	1	1
138	при условии что	1	1
139	если говорить о	1	1
140	и который в	1	1
141	и мире толстого	1	1
142	автором в кадры	1	1
143	притчи анекдота и	1	1
144	в той мере	2	1
145	менее насыщенный деталями	1	1
146	судьба выражает внеличную	1	1
147	картина мира и	1	1
148	анекдота и жизнеописания	1	1
149	а не с	1	1
150	картина мира это	1	1
151	она состоит в	1	1
152	к чужому слову	1	1
153	переносом в пространстве	1	1
154	осмысленном и конкретном	1	1
155	времени в поле	1	1
156	дамы с собачкой	8	1
157	по крайней мере	1	1
158	движется один отдельный	1	1
159	писал в.ф асмус	1	1
160	единства фразы устанавливает	1	1
161	временем действия и	1	1
162	таково в частности	1	1
163	и временных примет	1	1
164	было и не	1	1
165	входит лишь поименованное	1	1
166	тривиальная в общеязыковом	1	1
167	кадра входит лишь	1	1
168	от своей судьбы	1	1
169	субъекта объекта и	1	1
170	он мог бы	1	1
171	в кадры повествования	1	1
172	представляет собой некий	2	1
173	за ним всегда	1	1
174	по своему происхождению	1	1
175	поле зрения читателя	1	1
176	объекта и адресата	1	1
177	в готовом стабильно	1	1
178	о том что	6	1
179	то или иное	1	1
180	литература является искусством	1	1
181	друга местом временем	1	1
182	на второй план	1	1
183	оно живет в	1	1
184	читателю ракурс видения	1	1
185	не обязательно человек	1	1
186	свою очередь членится	1	1
187	значении этого термина	1	1
188	жизни не в	1	1
189	в кадры читательского	1	1
190	случае мы имеем	1	1
191	нем звучит один	1	1
192	участников коммуникативного события	1	1
193	неизбежно принадлежит к	1	1
194	текста так и	1	1
195	заключает в себе	4	1
196	дифференцированном и оцененном	1	1
197	именно такого рода	1	1
198	же время они	1	1
199	устанавливает задаваемый читателю	1	1
200	кадр внутреннего зрения	1	1
201	как бы в	2	1
202	и составом участников	1	1
203	в е годы	1	1
204	в пределах кадрового	1	1
205	и оцененном мире	1	1
206	адресата а не	1	1
207	раскрывают содержание судьбы	1	1
208	а также в	1	1
209	это и есть	1	1
210	имеются и в	1	1
211	как это нередко	1	1
212	к одному из	1	1
213	не все что	2	1
214	все что может	1	1
215	в тексте смысла	1	1
216	ощущаться завершенная и	1	1
217	самая тривиальная в	1	1
218	может быть развернута	1	1
219	зрения читателя находится	1	1
220	и тем более	1	1
221	выражает внеличную сторону	1	1
222	строго отграниченная система	1	1
223	литературная классика xix	1	1
224	на котором он	1	1
225	стремится к однозначности	1	1
226	вероятностная картина мира	2	1
227	конечном счете к	1	1
228	судьбы они едины	1	1
229	всей его полноте	1	1
230	они едины судьба	1	1
231	друг от друга	2	1
232	существенное значение в	1	1
233	как более или	1	1
234	в настоящее время	1	1
235	ним всегда преодолеваемая	1	1
236	при этом не	2	1
237	здесь мы имеем	1	1
238	собственно говоря и	1	1
239	от друга местом	1	1
240	высказывания как целого	1	1
241	ильфа и петрова	1	1
242	ракурс видения в	1	1
243	мире и жизни	1	1
244	одной стороны и	3	1
245	не несет в	3	1
246	поименованное в тексте	2	1
247	или менее насыщенный	1	1
248	быть определена как	1	1
249	во времени и	1	1
250	начала и конца	1	1
251	как бы не	1	1
252	местом временем действия	1	1
253	что может или	1	1
254	состоит в осознании	1	1
255	его поступки только	1	1
256	сторону индивида и	1	1
257	отделен от своей	1	1
258	не менее не	1	1
259	при этом значимость	1	1
260	начало и конец	2	1
261	дело в том	1	1
262	однако в отличие	1	1
263	данного коммуникативного события	1	1
264	в нем звучит	1	1
265	следует подчеркнуть что	5	1
266	пожелает представить себе	1	1
267	даже самая тривиальная	1	1
268	с собачкой и	1	1
269	восприятия в каждый	1	1
270	в первом случае	1	1
271	временных примет в	1	1
272	в своей индивидуальности	1	1
273	прежде всего к	1	1
274	только раскрывают содержание	1	1
275	формах косвенной речи	1	1
276	отрезок времени в	1	1
277	поступки только раскрывают	1	1
278	речь идет о	3	1
279	может и должен	1	1
280	текста в целом	1	1
281	содержит в себе	1	1
282	как раз в	1	1
283	состав такого кадра	1	1
284	место слияние пространственных	1	1
285	в зависимости от	1	1
286	во втором эпизоде	1	1
287	уже говорилось выше	1	1
288	своей судьбы они	1	1
289	деталями кадр внутреннего	1	1
290	полноту и неизбыточность	1	1
291	в его сознании	1	1
292	быть развернута в	1	1
293	действия и составом	1	1
294	из того что	1	1
295	так же как	1	1
296	очередь членится на	1	1
297	однако и в	1	1
298	всего лишь один	1	1
299	может ощущаться завершенная	1	1
300	может быть определена	1	1
301	лишь поименованное в	1	1
302	примет в осмысленном	1	1
303	в том или	1	1
304	насыщенный деталями кадр	1	1
305	имеет место слияние	1	1
306	не было и	2	1
307	находится или движется	1	1
308	не в качестве	1	1
309	в этом случае	1	1
310	в поле зрения	1	1
311	и его поступки	1	1
312	такого кадра входит	1	1
313	а в том	3	1
314	той мере в	2	1
315	звучит один голос	1	1
316	живет в готовом	1	1
317	фокализации фокусировки внимания	1	1
318	пространственных и временных	1	1
319	можно сказать не	1	1
320	к тому же	6	1
321	принадлежащих к различным	1	1
322	читательского восприятия в	1	1
323	входит в состав	1	1
324	по слову бахтина	1	1
325	является искусством непрямого	1	1
326	тот кто говорит	1	1
327	помимо его воли	1	1
328	речи хотя и	1	1
329	повествования а читателем	1	1
330	и в пределах	1	1
331	внутреннего зрения и	1	1
332	но не в	1	1
333	для воспринимающего сознания	1	1
334	слова в соответствии	1	1
335	своего рода механизмом	1	1
336	тогда как внутренняя	1	1
337	имеет место в	1	1
338	кадры повествования а	1	1
339	дело обстоит иначе	1	1
340	фразы устанавливает задаваемый	1	1
341	всегда преодолеваемая даль	1	1
342	или движется один	1	1
343	на первый взгляд	3	1
344	завершенная и строго	1	1
345	едины судьба выражает	1	1
346	при этом у	1	1
347	то же самое	2	1
348	не входит в	2	1
349	стабильно дифференцированном и	1	1
350	и рецептивного сознаний	1	1
351	знания убеждения мнения	2	1
352	том или ином	1	1
353	при всей своей	3	1
354	что иное как	1	1
355	в рассказе чехова	2	1
356	состоит в совмещении	1	1
357	как субъекта самоопределения	1	1
358	а тот кто	1	1
359	в художественном тексте	1	1
360	например так и	1	1
361	вести речь о	1	1
362	едва ли не	2	1
363	данном случае это	3	1
364	пределах кадрового единства	1	1
365	на этом пути	1	1
366	не отделен от	1	1
367	классика xix столетия	1	1
368	и конкретном целом	1	1
369	кадры читательского восприятия	1	1
370	что все люди	1	1
371	в ходе чтения	1	1
372	а не только	1	1
373	не тот кто	1	1
374	в тексте а	1	1
375	один отдельный кадр	1	1
376	имея в виду	1	1
377	однако все они	1	1
378	все без исключения	1	1
379	в первой главе	1	1
380	читателя находится или	1	1
381	или пожелает представить	1	1
382	в маркированном положении	3	1
383	со своей стороны	1	1
384	мысли м.м бахтина	1	1
385	имеем дело с	4	1
386	в этих сознаниях	1	1
387	задаваемый читателю ракурс	1	1
388	в своем восприятии	1	1
389	в полной мере	1	1
390	организатор коммуникативного события	1	1
391	тексте а не	1	1
392	в области литературы	1	1
393	вводятся автором в	1	1
