N	2gram	Berdyaev_N	Myslijsy
186	не имеют	2	7
187	не с	1	7
188	на это	1	7
189	место в	2	7
190	и к	5	6
191	для всех	1	6
192	же и	1	6
193	в виду	1	6
194	вопрос об	1	6
195	мысли как	1	6
196	давно уже	1	6
197	в своей	3	6
198	к ним	3	6
199	к которому	1	6
200	в ее	3	6
201	у него	2	6
202	но он	1	6
203	что его	1	6
204	в мире	3	6
205	мы уже	1	6
206	оно есть	1	6
207	должна быть	3	6
208	в сущности	1	6
209	которые могут	1	6
210	лишь в	6	6
211	в этой	1	6
212	и до	1	6
213	в обществе	2	6
214	как например	1	6
215	в образе	1	6
216	но если	1	6
217	то он	1	6
218	у нас	1	6
219	на нее	1	6
220	все более	1	6
221	оно должно	1	6
222	жизни и	8	6
223	человек не	1	6
224	в той	1	5
225	человеческой жизни	1	5
226	или нет	1	5
227	не столько	1	5
228	и такое	1	5
229	времени и	2	5
230	нужно будет	1	5
231	значительной степени	1	5
232	конечно не	3	5
233	том чтобы	2	5
234	что само	1	5
235	и дух	1	5
236	одна из	2	5
237	и у	1	5
238	время когда	1	5
239	можно было	2	5
240	есть еще	1	5
241	время как	2	5
242	можно назвать	2	5
243	что вообще	1	5
244	о человеке	1	5
245	переход от	1	5
246	они не	1	5
247	а это	1	5
248	слова а	1	5
249	нет ничего	1	5
250	стремится к	3	5
251	в области	1	5
252	том случае	1	5
253	человека в	1	5
254	а к	1	5
255	говорим что	1	5
256	есть всегда	1	5
257	этого не	1	5
258	как не	8	5
259	не по	1	5
260	не к	2	5
261	равно как	2	4
262	в какие	1	4
263	но во	1	4
264	имея в	1	4
265	формы мысли	1	4
266	свободы и	2	4
267	не знает	6	4
268	и воля	1	4
269	человеке и	1	4
270	от этого	1	4
271	с его	6	4
272	сами не	1	4
273	и быть	1	4
274	в наше	3	4
275	эти слова	1	4
276	не могла	2	4
277	и другая	1	4
278	он в	1	4
279	из глубины	2	4
280	нашего времени	2	4
281	ни в	6	4
282	это есть	7	4
283	и вполне	1	4
284	том и	2	4
285	не на	1	4
286	все они	2	4
287	он есть	1	4
288	он может	1	4
289	к содержанию	2	4
290	не во	4	4
291	от своих	1	4
292	отказаться от	1	4
293	что будет	1	4
294	стремление к	2	4
295	по своему	4	4
296	в такой	1	4
297	и оно	1	4
298	перейти к	3	4
299	на них	1	4
300	к духу	2	4
301	к тем	1	4
302	но она	2	4
303	есть и	1	4
304	про себя	1	4
305	во многом	1	4
306	бытия и	1	4
307	такой же	2	4
308	к новому	7	4
309	к этой	1	3
310	это значит	1	3
311	и которые	1	3
312	их не	1	3
313	я могу	1	3
314	также что	1	3
315	жизни все	2	3
316	на человека	1	3
317	что этот	1	3
318	должно было	2	3
319	и мысли	1	3
320	все свои	1	3
321	и когда	1	3
322	быть в	2	3
323	к ее	3	3
324	и весь	2	3
325	но можно	1	3
326	может иметь	1	3
327	природу и	1	3
328	которое можно	1	3
329	но для	2	3
330	большинстве случаев	1	3
331	себе и	1	3
332	чтобы понять	1	3
333	что нет	1	3
334	самый процесс	2	3
335	совсем не	12	3
336	до этого	1	3
337	как это	2	3
338	другая сторона	1	3
339	движения и	1	3
340	но нет	1	3
341	всех сторон	4	3
342	не значит	3	3
343	значит что	4	3
344	наше время	4	3
345	возможны только	1	3
346	и из	1	3
347	для них	1	3
348	к таким	1	3
349	в известном	1	3
350	со всех	4	3
351	не должно	1	3
352	воля не	1	3
353	не имел	1	3
354	жизни не	3	3
355	в формах	1	3
356	что единство	1	3
357	ничем не	1	3
358	себя а	1	3
359	в новом	2	3
360	все слова	1	3
361	должен быть	5	3
362	еще до	2	3
363	и человека	1	3
364	как ни	1	3
365	отличие от	1	3
366	случае если	1	3
367	в человеческом	1	3
368	движения в	1	3
369	в большинстве	1	3
370	как будто	2	3
371	лишь по	1	3
372	для этого	2	3
373	познания и	2	2
374	значение для	1	2
375	и имеет	1	2
376	к более	2	2
377	что истина	1	2
378	своем развитии	1	2
379	иметь только	1	2
380	создает себе	1	2
381	быть частным	1	2
382	а во-вторых	1	2
383	ни одна	2	2
384	умственной жизни	1	2
385	вопрос этот	1	2
386	духа в	2	2
387	роль в	2	2
388	в это	1	2
389	жизни к	4	2
390	тогда не	1	2
391	и нет	1	2
392	во все	1	2
393	не хотим	2	2
394	которая в	1	2
395	не могли	2	2
396	предположении что	1	2
397	человека не	1	2
398	духовной жизни	2	2
399	она могла	1	2
400	времени в	2	2
401	и трудно	1	2
402	может еще	1	2
403	людей и	1	2
404	есть переход	1	2
405	в прошлом	3	2
406	и формы	2	2
407	и еще	1	2
408	теперь и	1	2
409	во времена	1	2
410	как я	1	2
411	есть по	1	2
412	который в	2	2
413	темные стороны	1	2
414	вопроса о	1	2
415	себя в	2	2
416	но сама	1	2
417	смысле как	1	2
418	ближе к	1	2
419	него как	1	2
420	того и	1	2
421	к природе	1	2
422	суждения не	1	2
423	дни и	1	2
424	к чему	1	2
425	смысле и	1	2
426	я не	2	2
427	чего оно	1	2
428	же как	2	2
429	находится во	1	2
430	был уже	1	2
431	я думаю	1	2
432	по своей	1	2
433	все ее	1	2
434	истории и	9	2
435	люди не	2	2
436	к последнему	1	2
437	для чего	2	2
438	с ее	5	2
439	понять что	1	2
440	на ее	1	2
441	и должно	2	2
442	разными путями	1	2
443	очень сложное	1	2
444	переходит в	1	2
445	никогда еще	1	2
446	под этим	1	2
447	есть лишь	4	2
448	общество и	1	2
449	нет ни	1	2
450	человека на	1	2
451	есть такой	1	2
452	зависимости от	1	2
453	на их	1	2
454	дальше и	1	2
455	это и	2	2
456	ни к	2	2
457	можно лишь	1	2
458	истории но	1	2
459	мне представляется	1	2
460	ни одно	1	2
461	было и	1	2
462	нет и	2	2
463	жизни народа	1	2
464	которым оно	1	2
465	власть над	1	2
466	от состояния	1	2
467	к лицу	3	2
468	тоже не	1	2
469	этот мир	2	2
470	и было	2	2
471	ее на	1	2
472	не для	1	2
473	мира но	1	2
474	переход к	2	2
475	с их	2	2
476	лицом к	3	2
477	а на	1	2
478	формы и	2	2
479	образования и	1	2
480	говорим о	1	2
481	что сами	1	2
482	и совсем	1	2
483	перестать быть	1	2
484	века не	1	2
485	ему не	1	2
486	оно может	1	2
487	не могу	1	2
488	то нужно	1	2
489	связано с	1	2
490	эти формы	3	2
491	от всех	1	2
492	переходит от	1	2
493	во времени	1	2
494	мгновение в	1	2
495	же история	1	2
496	бы он	1	2
497	того времени	1	2
498	есть прежде	1	2
499	и начинается	2	2
500	эту мысль	1	2
501	перейти от	3	2
502	есть непосредственное	1	2
503	нуждается в	1	2
504	для другого	1	2
505	мир не	1	1
506	женщины в	1	1
507	труд и	1	1
508	более высокой	1	1
509	должна с	1	1
510	имеют уже	1	1
511	и природа	1	1
512	вопросу о	1	1
513	людей но	1	1
514	из всех	1	1
515	в нашу	2	1
516	всегда процесс	1	1
517	и стремится	1	1
518	из ее	2	1
519	и связаны	1	1
520	в духе	3	1
521	быть признана	1	1
522	во взаимной	1	1
523	должна будет	1	1
524	моей мысли	1	1
525	движение вперед	1	1
526	основанная на	1	1
527	но будет	1	1
528	и очень	1	1
529	резкие очертания	1	1
530	о словах	1	1
531	к своим	1	1
532	мир и	2	1
533	было быть	1	1
534	как существо	1	1
535	устарели и	1	1
536	создает свою	1	1
537	нас и	1	1
538	силы и	2	1
539	своей природе	1	1
540	мире а	1	1
541	процесс в	1	1
542	многое зависит	1	1
543	звезды в	1	1
544	вот почему	2	1
545	лишь для	1	1
546	в этот	1	1
547	и т.п	2	1
548	если нет	2	1
549	говорит что	1	1
550	нужно быть	1	1
551	оно существует	1	1
552	и означает	1	1
553	когда ей	1	1
554	всего что	1	1
555	и успехами	1	1
556	жизнь человечества	1	1
557	бога и	3	1
558	же так	1	1
559	не выходила	1	1
560	с большим	1	1
561	это предполагает	1	1
562	и научной	1	1
563	чего он	1	1
564	и счастья	1	1
565	с образованием	1	1
566	это уже	1	1
567	не будут	2	1
568	распадается на	1	1
569	весь характер	1	1
570	жизни как	2	1
571	жизни с	1	1
572	прогресса в	1	1
573	познания истины	1	1
574	привело к	1	1
575	верим в	1	1
576	и мир	1	1
577	внутреннего единства	1	1
578	по преимуществу	1	1
579	приблизиться к	1	1
580	конечно есть	1	1
581	что новое	1	1
582	не останется	1	1
583	такого рода	2	1
584	к себе	1	1
585	процесс возникновения	1	1
586	о формах	1	1
587	может совсем	1	1
588	сторона жизни	1	1
589	силы но	1	1
590	человека во	2	1
591	и через	1	1
592	начинается в	1	1
593	духовную жизнь	1	1
594	весь мир	1	1
595	все от	1	1
596	производят впечатление	1	1
597	в зависимости	1	1
598	прогресса и	1	1
599	было ее	1	1
600	будто бы	1	1
601	на себя	1	1
602	вторичным и	1	1
603	ее он	1	1
604	не сознается	1	1
605	хотим сказать	1	1
606	но ведь	1	1
607	на поверхности	1	1
608	есть результат	1	1
609	преобладание над	1	1
610	не означает	3	1
611	в употреблении	2	1
612	уже давно	1	1
613	к вопросу	1	1
614	есть своя	1	1
615	которые производят	1	1
616	всех народов	1	1
617	будет сказать	1	1
618	жизнь не	1	1
619	к самосознанию	1	1
620	не был	1	1
621	и большая	2	1
622	как того	1	1
623	искусство не	1	1
624	бы к	1	1
625	есть признак	1	1
626	себя все	1	1
627	это должно	1	1
628	мы всегда	1	1
629	движение мысли	1	1
630	мира так	1	1
631	к такой	1	1
632	на нем	1	1
633	прочности и	1	1
634	сами эти	1	1
635	может уже	2	1
636	в боге	1	1
637	была уже	1	1
638	ко времени	1	1
639	по небу	1	1
640	всю мысль	1	1
641	вера в	1	1
642	истина не	1	1
643	процессы в	1	1
644	всю жизнь	1	1
645	на место	1	1
646	сам этот	1	1
647	своего рода	1	1
648	существования и	1	1
649	и этот	1	1
650	в ночи	3	1
651	от жизни	1	1
652	жизни без	1	1
653	она с	1	1
654	жизни а	1	1
655	с миром	1	1
656	природе и	2	1
657	самой жизни	2	1
658	от этой	1	1
659	мира то	1	1
660	то они	1	1
661	нет никакого	1	1
662	при нем	1	1
663	о природе	1	1
664	за его	1	1
665	разложения и	1	1
666	о самом	1	1
667	споры о	2	1
668	необходимой для	1	1
669	быть понят	1	1
670	времени не	1	1
671	не знал	2	1
672	это время	1	1
673	самое явление	1	1
674	жизни в	3	1
675	я хочу	1	1
676	приводит к	1	1
677	духовной и	1	1
678	мыслей и	1	1
679	ли он	1	1
680	религия в	1	1
681	растет и	3	1
682	жизни мы	1	1
683	будет уже	2	1
684	особенно для	1	1
685	и старое	1	1
686	о переходе	1	1
687	нем ничего	1	1
688	истории не	3	1
689	он требует	1	1
690	системы которая	1	1
691	этого она	1	1
692	отнести к	1	1
693	который не	1	1
694	и божественное	1	1
695	их стремление	1	1
696	большую роль	4	1
697	своему строению	1	1
698	не быть	1	1
699	от мира	1	1
700	в вечной	1	1
701	я называю	2	1
702	народов и	1	1
703	и вся	1	1
704	в которую	1	1
705	этот переход	1	1
706	и духовные	1	1
707	теми которые	1	1
708	и общего	1	1
709	духа как	1	1
710	числе и	1	1
711	в мир	1	1
712	были людьми	1	1
713	стихии и	1	1
714	нет в	1	1
715	свободы в	2	1
716	знает что	1	1
717	например во	1	1
718	принадлежит уже	1	1
719	это показывает	1	1
720	и а	1	1
721	в отличие	1	1
722	связана с	2	1
723	должны стать	1	1
724	легче чем	1	1
725	что совершается	1	1
726	к созданию	2	1
727	из глубокого	1	1
728	человечества и	1	1
729	бы сказать	1	1
730	к новой	1	1
731	который и	1	1
732	высшей степени	6	1
733	от всякого	2	1
734	во внешних	1	1
735	творчества не	1	1
736	и развивается	1	1
737	не сознавать	1	1
738	значение в	1	1
739	новые формы	1	1
740	мир в	1	1
741	что представляется	1	1
742	дальнейшее развитие	1	1
743	свидетельствует о	1	1
744	разнообразие в	1	1
745	есть время	1	1
746	том числе	1	1
747	над этой	1	1
748	думаю и	1	1
749	духа есть	1	1
750	совершающееся в	1	1
751	xix века	5	1
752	в соприкосновение	1	1
753	и никакой	1	1
754	виду эту	1	1
755	века и	2	1
756	нет для	1	1
757	жизни это	1	1
758	а также	1	1
759	что ничего	1	1
760	при предположении	1	1
761	всегда есть	1	1
762	рода в	1	1
763	в силах	1	1
764	этого нельзя	1	1
765	вообще не	1	1
766	возможно было	1	1
767	духу и	1	1
768	нас к	1	1
769	мира и	2	1
770	и бытия	1	1
771	перед собой	1	1
772	должно стать	2	1
773	через них	1	1
774	форм к	1	1
775	связаны с	2	1
776	этой системы	1	1
777	войны и	2	1
778	людей в	1	1
779	возвращается к	2	1
780	дана свобода	1	1
781	он легко	1	1
782	всегда стремятся	1	1
783	ее жизни	1	1
784	есть ложь	1	1
785	ли это?	1	1
786	а по	1	1
787	совершенно невозможно	1	1
788	это была	1	1
789	что образ	1	1
790	еще в	1	1
791	в xix	1	1
792	же процесса	1	1
793	в каких	1	1
794	человек как	1	1
795	зависимость от	1	1
796	в необходимость	1	1
797	нужно помнить	1	1
798	в категориях	2	1
799	в зависимость	1	1
800	человека это	1	1
801	к идее	1	1
802	общества и	2	1
803	применить к	1	1
804	которых не	2	1
805	имя но	1	1
806	содержанию а	1	1
807	времени а	1	1
808	более сложной	1	1
809	жизнью и	1	1
810	совершается в	1	1
