N	3gram	Potebnia_M	Istorich
191	может быть только	2	2
192	все равно как	1	2
193	отсюда понятно почему	1	2
194	как мы видим	1	2
195	не только для	2	2
196	его связь с	1	2
197	что они не	1	2
198	и то и	2	2
199	не вдаваясь в	1	2
200	а не в	1	2
201	с тех пор	1	2
202	и в том	3	2
203	и не может	1	2
204	том как он	1	2
205	в свою очередь	8	2
206	том что при	1	2
207	доказывается тем что	1	2
208	и не могло	1	2
209	тем что в	1	2
210	мы не знаем	1	2
211	мысль что и	2	2
212	другой стороны он	1	2
213	здесь как и	1	2
214	так как оно	1	2
215	не потому что	1	2
216	можно заметить что	2	2
217	и той же	3	2
218	и на ней	1	2
219	со стороны их	1	2
220	того как он	1	2
221	одной и той	3	2
222	таким образом что	2	2
223	только потому что	3	2
224	мы будем называть	1	2
225	том что он	1	2
226	он не мог	1	2
227	в общих чертах	1	2
228	тогда как в	1	2
229	может быть названо	5	2
230	потому что мы	3	2
231	это было бы	2	2
232	со стороны его	1	2
233	и в какой	1	2
234	он говорит если	1	1
235	в чем бы	1	1
236	которое выражается в	1	1
237	по себе они	1	1
238	ключ к тому	1	1
239	потому что оно	1	1
240	общие для всех	1	1
241	для него невозможна	1	1
242	что у нас	1	1
243	это как бы	1	1
244	на друга и	1	1
245	которое и в	1	1
246	и в этих	1	1
247	в себе как	1	1
248	будет видно из	1	1
249	только там где	1	1
250	не менее они	1	1
251	таким же путем	2	1
252	д и т	1	1
253	что во время	1	1
254	говоря уже о	1	1
255	это приводит к	1	1
256	мы начнем с	1	1
257	таким же образом	1	1
258	до известного возраста	1	1
259	а не его	1	1
260	с указания на	2	1
261	менее и они	1	1
262	но в одном	1	1
263	то состояние которое	1	1
264	в ней не	1	1
265	но при этом	1	1
266	во всяком отдельном	1	1
267	друг за другом	1	1
268	этого слова при	1	1
269	с тем и	1	1
270	не могла бы	2	1
271	не менее он	1	1
272	который при этом	1	1
273	и многое другое	1	1
274	может быть получено	1	1
275	связанные с этим	2	1
276	в другом другая	1	1
277	там где оно	2	1
278	ничего не может	1	1
279	и не видно	1	1
280	верно то что	1	1
281	узнает что у	1	1
282	не менее в	2	1
283	его может быть	1	1
284	об одном из	1	1
285	сменяющие друг друга	1	1
286	является посредником между	1	1
287	уже о том	1	1
288	для нас те	2	1
289	все же есть	1	1
290	и потому не	1	1
291	думать что в	1	1
292	и это служит	1	1
293	и вопрос этот	1	1
294	во время сна	1	1
295	бы так же	1	1
296	из приведенных примеров	1	1
297	что происходит с	1	1
298	все же следует	1	1
299	все особенности этого	1	1
300	так например мы	1	1
301	все виды какие	1	1
302	том что заставляет	1	1
303	мы должны бы	1	1
304	не в нем	1	1
305	то же значение	1	1
306	нет письменности и	1	1
307	если бы при	1	1
308	не более как	3	1
309	противоречит то что	1	1
310	вопрос о происхождении	2	1
311	видно из того	1	1
312	в этом смысле	4	1
313	а там где	1	1
314	состоит не в	1	1
315	но столь же	1	1
316	одно за другим	1	1
317	а во-вторых и	1	1
318	ответ на это	1	1
319	друг другу и	2	1
320	до тех пор	1	1
321	приводит в движение	1	1
322	оно должно было	1	1
323	в ней самой	1	1
324	он вытекает из	1	1
325	тому как в	1	1
326	а потом уже	1	1
327	как кажется было	1	1
328	что так же	1	1
329	смысле в каком	5	1
330	же было бы	1	1
331	они не имеют	1	1
332	тогда как на	1	1
333	мы будем иметь	1	1
334	заключить что в	1	1
335	у нас в	1	1
336	что с ним	1	1
337	но мы видели	1	1
338	того как они	1	1
339	в этом месте	1	1
340	никто не может	1	1
341	не может получить	1	1
342	должно бы быть	2	1
343	не произошло бы	1	1
344	не зависит от	1	1
345	в разных языках	1	1
346	и что в	3	1
347	языка не может	1	1
348	и в каждом	1	1
349	не менее и	1	1
350	не мог бы	1	1
351	к которому принадлежит	1	1
352	сказать что и	1	1
353	том смысле как	1	1
354	начнем с указания	2	1
355	и с этой	2	1
356	то что мы	2	1
357	в жизни народов	1	1
358	явлений и по	1	1
359	во-первых потому что	1	1
360	вне его но	1	1
361	исследовать не только	1	1
362	с которой начинается	1	1
363	если бы он	1	1
364	еще и потому	1	1
365	день и ночь	1	1
366	если бы не	3	1
367	как одно из	1	1
368	в более или	1	1
369	во многих других	1	1
370	равно как если	1	1
371	показывает что они	1	1
372	в себе в	1	1
373	чтобы убедиться что	1	1
374	на природу и	1	1
375	том смысле что	2	1
376	только для того	1	1
377	в один момент	1	1
378	в которое он	1	1
379	того что они	2	1
380	не прямо а	1	1
381	во влиянии на	1	1
382	и в таком	2	1
383	и такие случаи	1	1
384	дом и т	1	1
385	нами не как	1	1
386	того или другого	1	1
387	ни с какими	1	1
388	мы таким образом	1	1
389	зависит не от	1	1
390	потому что как	3	1
391	так что в	2	1
392	если они не	1	1
393	развивается в истории	1	1
394	на вопрос как	1	1
395	не отличается от	1	1
396	по щучьему веленью	1	1
397	где оно заходит	1	1
398	есть только в	1	1
399	его связи с	1	1
400	только при помощи	1	1
401	переходят друг в	1	1
402	в этом отношении	1	1
403	в его состав	1	1
404	этим а не	1	1
405	не имеет значения	1	1
406	в том случае	1	1
407	потому что в	5	1
408	но эта форма	1	1
409	вслед за тем	1	1
410	нужно было бы	1	1
411	может быть не	4	1
412	мы можем сказать	1	1
413	а есть только	1	1
414	том что именно	1	1
415	в нем самом	6	1
416	кого мы до	1	1
417	я еще не	1	1
418	мы не видим	1	1
419	если бы в	1	1
420	тогда когда уже	1	1
421	может быть объяснен	1	1
422	все что есть	1	1
423	помнить что в	1	1
424	но не находит	1	1
425	в народе не	1	1
426	не теряет своей	1	1
427	может быть названа	1	1
428	что как бы	1	1
429	не там где	1	1
430	в славянских языках	1	1
431	что в других	1	1
432	могут быть только	2	1
433	и составляют его	1	1
434	явления подлежащие ее	1	1
435	несмотря на все	1	1
436	лицом к лицу	1	1
437	необходимо было бы	1	1
438	то же время	3	1
439	это могло бы	1	1
440	а только его	1	1
441	для него как	1	1
442	при известных условиях	2	1
443	и зависит от	2	1
444	и в этом	7	1
445	вместе с другими	1	1
446	в так называемых	1	1
447	показать что и	1	1
448	там где он	1	1
449	на вопрос что	1	1
450	в нее как	1	1
451	том как эти	1	1
452	нет но он	1	1
453	друг друга и	1	1
454	которые не могут	2	1
455	не менее если	1	1
456	бы не в	1	1
457	это будет видно	1	1
458	еще не есть	1	1
459	когда уже не	1	1
460	что ни есть	1	1
461	от того что	5	1
462	обратим внимание на	1	1
463	не есть нечто	2	1
464	на этом основано	1	1
465	в одно целое	1	1
466	и в более	1	1
467	и не в	1	1
468	не может видеть	1	1
469	мы легко можем	1	1
470	которой как говорят	1	1
471	связь ее с	1	1
472	или менее ясно	1	1
473	тогда как при	1	1
474	в то же	3	1
475	того что в	1	1
476	этого не делает	1	1
477	не говоря уже	1	1
478	очевидно что если	1	1
479	во всем этом	1	1
480	заключается в том	1	1
481	в противном случае	3	1
482	же может быть	1	1
483	в первом случае	1	1
484	что и не	1	1
485	нет ли в	1	1
486	в сравнении с	4	1
487	мысль о том	1	1
488	всегда может быть	1	1
489	что не все	1	1
490	том смысле в	4	1
491	может быть достигнуто	1	1
492	служит для него	2	1
493	связь с тем	1	1
494	всяком случае не	1	1
495	друг в друга	1	1
496	это не объясняет	1	1
497	потому что эти	1	1
498	то это было	1	1
499	так одна из	1	1
500	можно думать что	3	1
501	потому что имеет	2	1
502	не то что	1	1
503	от одного лица	1	1
504	служить не только	1	1
505	это потому что	1	1
506	то что они	1	1
507	чем бы ни	1	1
508	в природе не	1	1
509	и что не	1	1
510	но с другой	3	1
511	друг к другу	1	1
