N	2gram	Losev_Dial	DiskursI
242	из того	2	4
243	не могут	6	4
244	особого рода	3	4
245	не более	1	4
246	можно назвать	3	4
247	к другому	2	4
248	свое время	1	4
249	для меня	2	4
250	тот или	2	4
251	и во	3	4
252	у них	1	4
253	в свое	1	4
254	зависит от	4	4
255	того и	2	4
256	мы имеем	3	4
257	не для	1	4
258	есть в	4	4
259	слова не	1	4
260	или в	4	4
261	объекта и	1	4
262	с той	1	4
263	далеко еще	1	4
264	однако это	2	4
265	по своему	2	4
266	на его	1	4
267	того или	6	4
268	человеческого сознания	1	4
269	и прежде	6	4
270	может и	3	4
271	более не	2	3
272	говоря уже	6	3
273	которая в	1	3
274	ее становления	1	3
275	не бывает	1	3
276	более или	1	3
277	в мифе	18	3
278	но все	1	3
279	и сам	1	3
280	событий а	2	3
281	их в	2	3
282	чем не	1	3
283	на первый	4	3
284	с этим	4	3
285	и предполагает	1	3
286	вопрос о	9	3
287	как на	6	3
288	имеем дело	2	3
289	момент в	1	3
290	тут же	3	3
291	понятие о	2	3
292	о ней	3	3
293	ближе к	1	3
294	на почве	1	3
295	и он	3	3
296	в жертву	2	3
297	вплоть до	2	3
298	к которому	1	3
299	стремится к	1	3
300	и притом	10	3
301	или не	10	3
302	в которой	1	3
303	к чему	2	3
304	на себя	3	3
305	здесь как	1	3
306	о себе	2	3
307	но как	3	3
308	одно и	6	3
309	и что	21	3
310	не просто	20	3
311	но так	2	3
312	то ни	4	3
313	было бы	13	3
314	не будучи	2	3
315	его как	6	3
316	и от	4	3
317	бы быть	2	3
318	и по	2	3
319	этого термина	1	3
320	они и	1	3
321	исторического бытия	1	3
322	должна быть	11	3
323	но также	1	3
324	содержит в	2	3
325	не требует	1	3
326	истории в	1	3
327	жизни сознания	1	3
328	заключается в	3	3
329	в романе	1	3
330	отношения к	4	3
331	как не	4	3
332	вместе с	3	3
333	не имеет	18	3
334	да и	4	3
335	о котором	4	3
336	но оно	2	3
337	это и	12	3
338	и более	1	3
339	это мир	1	3
340	это понятие	3	3
341	своей собственной	1	3
342	который не	2	3
343	идет о	1	3
344	на том	1	3
345	слова и	1	3
346	на основании	3	3
347	заметить что	2	3
348	как мы	4	3
349	к миру	1	3
350	всяком случае	3	3
351	событием и	1	3
352	жизни не	1	3
353	жизни но	1	3
354	они не	3	3
355	мы не	11	3
356	еще и	2	3
357	в полном	1	3
358	этом в	1	3
359	с их	4	3
360	место в	2	3
361	однако не	2	3
362	что ни	1	3
363	и всякое	2	3
364	виду что	2	3
365	в сферу	4	3
366	и без	4	3
367	все эти	4	3
368	ли не	1	3
369	не столь	1	3
370	в новом	1	3
371	в каждой	1	3
372	об этом	8	3
373	или менее	1	3
374	бы это	3	3
375	мере в	3	3
376	не говоря	6	3
377	как показывает	1	3
378	личности в	9	3
379	а его	1	3
380	она не	10	3
381	хотя бы	9	3
382	дело не	2	3
383	когда он	3	3
384	при всем	5	3
385	к ней	1	3
386	жизни и	8	3
387	уже о	7	3
388	бытия в	2	3
389	для этого	3	3
390	и наконец	2	3
391	что на	3	3
392	что было	2	2
393	во всем	5	2
394	мы можем	3	2
395	для всех	1	2
396	в душе	1	2
397	из сторон	1	2
398	он всегда	3	2
399	с этой	7	2
400	или по	4	2
401	именно о	3	2
402	о них	1	2
403	в некоторых	3	2
404	те же	1	2
405	нас в	3	2
406	то ли	1	2
407	из ее	3	2
408	не сможет	1	2
409	мыслится как	1	2
410	и с	10	2
411	о мире	1	2
412	жизнь в	2	2
413	их взаимоотношения	1	2
414	за ним	1	2
415	от всего	6	2
416	и требует	1	2
417	представление о	3	2
418	в собственном	3	2
419	только через	1	2
420	всегда в	1	2
421	тем или	3	2
422	речь идет	1	2
423	требует для	1	2
424	в центр	1	2
425	не могли	1	2
426	этого понятия	1	2
427	представления о	1	2
428	о которых	1	2
429	в лесу	1	2
430	для того	4	2
431	сознания в	2	2
432	и действия	1	2
433	одной и	4	2
434	мы все	1	2
435	внимания к	1	2
436	самого начала	1	2
437	точке зрения	1	2
438	в чистом	1	2
439	я с	2	2
440	тем кто	2	2
441	этот человек	1	2
442	все то	1	2
443	в нашем	1	2
444	на него	1	2
445	реализуется в	1	2
446	для понимания	1	2
447	он сам	1	2
448	что даже	2	2
449	едва ли	2	2
450	не то	3	2
451	от ее	1	2
452	к нему	4	2
453	таковыми не	1	2
454	или иным	1	2
455	всего в	2	2
456	бы то	3	2
457	к общему	1	2
458	не состоит	1	2
459	этих двух	1	2
460	в научной	1	2
461	должно быть	7	2
462	ни было	1	2
463	чем у	1	2
464	человеческого опыта	1	2
465	бытия и	5	2
466	с другими	1	2
467	не от	2	2
468	у него	2	2
469	на объект	1	2
470	в разные	2	2
471	охватывает все	2	2
472	что она	13	2
473	но для	3	2
474	о смерти	1	2
475	очевидно что	1	2
476	человек в	1	2
477	же как	4	2
478	должно было	1	2
479	себе и	1	2
480	а только	2	2
481	это ведет	1	2
482	в чем	11	2
483	не нужно	2	2
484	это тоже	2	2
485	что как	1	2
486	вопроса о	1	2
487	складывается из	1	2
488	не имея	2	2
489	лица и	1	2
490	личности и	15	2
491	и собственно	1	2
492	мифа как	2	2
493	но зато	2	2
494	не приходится	2	2
495	неотделим от	4	2
496	иметь в	3	2
497	также не	3	2
498	в историческом	1	2
499	целом и	1	2
500	жизнь как	1	2
501	нет различия	1	2
502	оба они	2	2
503	или о	1	2
504	бы его	2	2
505	необходимо чтобы	1	2
506	а как	2	2
507	в него	2	2
508	бы я	1	2
509	она сама	1	2
510	к такому	1	2
511	утверждать что	6	2
512	а потому	1	2
513	как с	2	2
514	как к	2	2
515	его с	1	2
516	и при	4	2
517	и должно	1	2
518	из которых	4	2
519	разного рода	2	2
520	в отношении	1	2
521	и делает	2	2
522	то с	1	2
523	и вполне	1	2
524	о природе	1	2
525	сами по	3	2
526	если бы	10	2
527	самом деле	7	2
528	от своего	2	2
529	ни о	8	2
530	с таким	1	2
531	к сыну	1	2
532	и они	3	2
533	от его	2	2
534	влияния на	1	2
535	себя и	3	2
536	кого и	1	2
537	в любой	1	2
538	тех же	2	2
539	не имеют	2	2
540	жизнь личности	3	2
541	не должно	2	2
542	себя не	1	2
543	со всей	1	2
544	и вся	1	2
545	на небесах	1	2
546	отношении к	1	2
547	новое время	1	2
548	вслед за	1	2
549	целый ряд	3	2
550	на их	1	2
551	он есть	7	2
552	каждый из	1	2
553	и той	4	2
554	неотделима от	1	2
555	не знаем	1	2
556	на этот	1	2
557	легко может	1	2
558	событие в	1	2
559	в миф	1	2
560	друг друга	3	2
561	в особом	2	2
562	во времени	1	2
563	в самой	1	2
564	только о	4	2
565	мифа не	2	2
566	бывает в	1	2
567	одних и	2	2
568	но на	2	2
569	может не	4	2
570	ни с	4	2
571	не всякая	1	2
572	все это	13	2
573	он как	1	2
574	себя самого	4	2
575	что так	1	2
576	что с	2	2
577	ее в	3	2
578	видеть в	1	2
579	ни чисто	4	2
580	возможно только	7	2
581	как нечто	2	2
582	между мифом	1	2
583	что является	1	2
584	просто как	3	2
585	как таковая	5	2
586	мифа и	9	2
587	что будет	1	2
588	по существу	2	2
589	понимать как	4	2
590	так в	2	2
591	к своему	1	2
592	со своей	1	2
593	по его	2	2
594	это было	5	2
595	говорит об	1	2
596	вовсе не	18	2
597	как все	3	2
598	и вообще	7	2
599	тем более	5	2
600	в меру	1	2
601	и другого	1	2
602	и тех	2	2
603	с самого	1	2
604	он ни	1	2
605	как иногда	1	2
606	мифом и	3	2
607	его не	3	2
608	ни один	2	2
609	этом мире	1	2
610	для кого	1	2
611	мы должны	1	2
612	ибо это	1	2
613	быть и	7	2
614	не знаю	1	2
615	и их	1	2
616	в науке	3	2
617	только то	2	2
618	чтобы не	4	2
619	с понятием	1	2
620	всей его	2	2
621	и вне	3	2
622	оно живет	1	2
623	в голову	1	2
624	исторически и	1	2
625	не претендует	1	2
626	такой же	1	2
627	на то	5	2
628	право на	1	2
629	включает в	1	2
630	и только	6	2
631	же это	4	2
632	эпохи и	1	2
633	уже было	1	2
634	не могло	1	2
635	есть не	11	2
636	жизнью и	1	2
637	для другого	1	2
638	возможна только	2	2
639	всего это	2	1
640	до которого	1	1
641	сколько и	1	1
642	для нее	1	1
643	что если	5	1
644	мы и	4	1
645	мир как	8	1
646	не нужна	1	1
647	духовная и	1	1
648	что всякая	1	1
649	возможно лишь	1	1
650	же и	2	1
651	когда она	4	1
652	термина он	1	1
653	самого себя	1	1
654	к этой	2	1
655	и самому	1	1
656	они имеют	1	1
657	понятие как	1	1
658	я знаю	1	1
659	оно стоит	1	1
660	восхождение к	1	1
661	не носит	1	1
662	с детства	1	1
663	человека можно	1	1
664	и имеет	1	1
665	событий это	1	1
666	мифе однако	1	1
667	в применении	1	1
668	тому что	5	1
669	даже в	1	1
670	этом заключается	1	1
671	в разных	2	1
672	кроме того	8	1
673	и мифа	1	1
674	по общему	1	1
675	как говорит	1	1
676	к помощи	1	1
677	что человек	1	1
678	за ее	1	1
679	событиях и	1	1
680	на нас	1	1
681	представлений о	1	1
682	другое в	1	1
683	или он	1	1
684	его от	2	1
685	само себя	1	1
686	исторического процесса	2	1
687	случае в	1	1
688	от одного	2	1
689	это такое	1	1
690	на мир	1	1
691	из нее	2	1
692	равно как	2	1
693	всей их	1	1
694	а иногда	1	1
695	форму и	1	1
696	исходить из	1	1
697	зато и	1	1
698	и должен	1	1
699	с тем	4	1
700	в наиболее	1	1
701	стороны в	1	1
702	на абсолютную	1	1
703	текущей жизни	1	1
704	целое и	2	1
705	всего с	1	1
706	смерть как	1	1
707	я сказал	1	1
708	а именно	7	1
709	может существовать	4	1
710	при таком	2	1
711	в природе	5	1
712	которое не	2	1
713	что природа	2	1
714	есть то	9	1
715	нечто другое	1	1
716	в это	4	1
717	мир и	6	1
718	что оба	1	1
719	у достоевского	1	1
720	своего существования	1	1
721	есть некий	1	1
722	при помощи	6	1
723	является то	1	1
724	отца и	2	1
725	я буду	1	1
726	нем нет	3	1
727	и смерть	3	1
728	не имели	1	1
729	все их	1	1
730	отличалась от	2	1
731	вечности и	3	1
732	на одном	1	1
733	даже такой	1	1
734	и нет	9	1
735	на все	1	1
736	и смерти	2	1
737	и образ	1	1
738	прислушаться к	1	1
739	только благодаря	1	1
740	в такой	1	1
741	во все	1	1
742	не существует	10	1
743	а стало	1	1
744	осуществляется в	2	1
745	во-вторых что	1	1
746	видно что	1	1
747	то это	9	1
748	к мифу	1	1
749	применении к	1	1
750	которой он	1	1
751	раз и	3	1
752	он был	1	1
753	что всякое	1	1
754	даже и	9	1
755	идеал и	1	1
756	чему не	1	1
757	начиная от	1	1
758	имеет в	1	1
759	говорящего на	1	1
760	но даже	4	1
761	понятия в	1	1
762	миф это	1	1
763	оказывается и	1	1
764	в каких	2	1
765	искусства и	1	1
766	события это	1	1
767	восприятии с	1	1
768	с другим	2	1
769	научной мысли	1	1
770	в этот	3	1
771	могут не	2	1
772	что вся	1	1
773	она вся	1	1
774	как совокупность	1	1
775	двух или	5	1
776	она еще	2	1
777	средних веков	1	1
778	и стали	1	1
779	не об	1	1
780	была усвоена	1	1
781	приходит к	1	1
782	и была	1	1
783	вообще но	2	1
784	превращается в	6	1
785	в смысле	4	1
786	не что	6	1
787	так же	7	1
788	глубине своего	1	1
789	и создают	1	1
790	каждая вещь	1	1
791	в глаза	1	1
792	всего что	1	1
793	друг на	1	1
794	и еще	1	1
795	не становится	1	1
796	как некую	1	1
797	если это	2	1
798	вне людей	1	1
799	с самим	1	1
800	ней и	1	1
801	себе черты	1	1
802	тезис о	1	1
803	этих последних	3	1
804	заданность и	1	1
805	наряду с	1	1
806	признания и	1	1
807	одного от	1	1
808	именно так	2	1
809	такая же	1	1
810	быть в	4	1
811	находится в	2	1
812	как я	2	1
813	как от	1	1
814	есть по	2	1
815	объект и	2	1
816	от них	1	1
817	в сфере	3	1
818	от себя	5	1
819	явлений с	3	1
820	солнца а	1	1
821	процессов но	1	1
822	на котором	2	1
823	и две	1	1
824	или нет	8	1
825	уже по	3	1
826	превратился в	2	1
827	собственном значении	1	1
828	первые две	2	1
829	части не	1	1
830	то о	2	1
831	ни даже	1	1
832	одна наука	1	1
833	знание но	1	1
834	сама история	2	1
835	действительно в	1	1
836	на них	2	1
837	в историю	1	1
838	себе самом	1	1
839	представить себе	1	1
840	только не	10	1
841	не зная	2	1
842	событию в	1	1
843	и мы	6	1
844	нами не	1	1
845	то оно	1	1
846	которое будучи	1	1
847	оно оказывается	1	1
848	сам субъект	1	1
849	она и	3	1
850	и тождества	1	1
851	как такового	1	1
852	менее в	1	1
853	что иное	6	1
854	существует еще	1	1
855	он от	1	1
856	он к	1	1
857	но еще	2	1
858	только лишь	3	1
859	в состоянии	1	1
860	в совершенно	1	1
861	тогда и	2	1
862	миф в	2	1
863	но от	1	1
864	обычно не	2	1
865	не должна	1	1
866	каких же	1	1
867	поскольку речь	1	1
868	с термином	1	1
869	они в	1	1
870	или иную	1	1
871	и будет	1	1
872	и неожиданный	1	1
873	на стадии	2	1
874	состояния в	1	1
875	есть с	1	1
876	все прочие	1	1
877	местах и	1	1
878	своих состояний	1	1
879	я нахожу	2	1
880	входят в	1	1
881	чем в	2	1
882	и становление	2	1
883	природы не	3	1
884	одно а	2	1
885	такое понимание	2	1
886	живет и	1	1
887	сознания на	1	1
888	как одну	1	1
889	не знание	2	1
890	не говорит	6	1
891	что его	5	1
892	но совершенно	2	1
893	как нарушение	1	1
894	человеческая жизнь	1	1
895	это история	1	1
896	и чисто	6	1
897	мира или	2	1
898	быть только	2	1
899	есть само	2	1
900	в понятии	2	1
901	в конце	2	1
902	в таком	15	1
903	и во-вторых	2	1
904	или иная	3	1
905	и движется	1	1
906	исторического развития	1	1
907	человек и	1	1
908	этом последнем	1	1
909	учение о	11	1
910	в связи	3	1
911	как видим	2	1
912	лишь на	1	1
913	между ними	1	1
914	чего оно	1	1
915	личности с	3	1
916	встречается в	1	1
917	днем и	1	1
918	и именно	1	1
919	себя как	3	1
920	всем своем	1	1
921	только его	2	1
922	и утверждая	1	1
923	на который	1	1
924	без которого	1	1
925	сознания как	1	1
926	от этого	5	1
927	вырастающие на	1	1
928	уже давно	1	1
929	и следовательно	2	1
930	точек зрения	1	1
931	как ряд	2	1
932	достаточно чтобы	1	1
933	по характеру	1	1
934	в других	1	1
935	но к	1	1
936	сих пор	1	1
937	если механизм	1	1
938	вопрос что	1	1
939	а для	2	1
940	бы в	5	1
941	и мир	1	1
942	на которую	1	1
943	проявляет себя	1	1
944	искать не	1	1
945	только от	2	1
946	именно как	3	1
947	я его	1	1
948	однако так	1	1
949	что такое	25	1
950	ибо только	1	1
951	если оно	4	1
952	жизни для	1	1
953	в вечность	1	1
954	они же	1	1
955	бытия но	2	1
956	делает его	1	1
957	говорил о	2	1
958	положения в	1	1
959	очень часто	1	1
960	сюда же	2	1
961	еще только	1	1
962	не дает	1	1
963	очевидно не	2	1
964	не отличаются	1	1
965	этих трех	1	1
966	категории и	3	1
967	или же	3	1
968	споре с	1	1
969	он стал	1	1
970	не мог	3	1
971	не будет	5	1
972	на нем	3	1
973	я бы	3	1
974	субъекта это	1	1
975	и картина	1	1
976	не лишая	1	1
977	полноты и	1	1
978	именно и	1	1
979	и является	2	1
980	однако вопреки	1	1
981	различных типов	1	1
982	в приведенном	1	1
983	к ее	2	1
984	но только	7	1
985	но об	1	1
986	даже не	8	1
987	утверждение в	2	1
988	этом смысле	1	1
989	проникнуть в	1	1
990	уже одно	1	1
991	то или	4	1
992	в москве	1	1
993	или иное	4	1
994	была уже	1	1
995	мы еще	2	1
996	когда мы	3	1
997	перехода в	2	1
998	нами было	1	1
999	не само	1	1
1000	смерть но	1	1
1001	никакого отношения	5	1
1002	все дело	1	1
1003	функций и	2	1
1004	же самого	1	1
1005	природы и	4	1
1006	время на	1	1
1007	не живет	1	1
1008	как миф	6	1
1009	возможности для	1	1
1010	но есть	1	1
1011	в магии	1	1
1012	это приводит	1	1
1013	их к	1	1
1014	но прежде	1	1
1015	о других	1	1
1016	даже если	3	1
1017	время однако	1	1
1018	так что	11	1
1019	в некотором	1	1
1020	жизни с	2	1
1021	образом в	1	1
1022	в общем	1	1
1023	своей и	4	1
1024	есть все	2	1
1025	те кто	1	1
1026	из этого	3	1
1027	к человеку	1	1
1028	там где	1	1
1029	во время	1	1
1030	же основным	1	1
1031	этого для	1	1
1032	и чем	1	1
1033	в философии	1	1
1034	определен и	1	1
1035	мире как	1	1
1036	грань между	2	1
1037	пришел к	1	1
1038	можно только	5	1
1039	разные эпохи	1	1
1040	были бы	2	1
1041	нет а	1	1
1042	от нее	3	1
1043	до сих	1	1
1044	явно не	1	1
1045	я уже	9	1
1046	ни малейшего	1	1
1047	и здесь	3	1
1048	содержащий в	1	1
1049	достоевского в	1	1
1050	брать на	1	1
1051	как таковой	6	1
1052	и должны	1	1
1053	понятие и	1	1
1054	для каждой	1	1
1055	почти не	1	1
1056	если же	8	1
1057	себе вопрос	1	1
1058	и дает	1	1
1059	содержания и	1	1
1060	пребывает в	1	1
1061	свой объект	2	1
1062	что это	20	1
1063	становление и	2	1
1064	это уже	2	1
1065	что бывает	1	1
1066	вот как	2	1
1067	никак не	3	1
1068	сам по	6	1
1069	ее объект	1	1
1070	одном и	1	1
1071	первых двух	2	1
1072	в область	2	1
1073	достаточно и	1	1
1074	что отнюдь	2	1
1075	утверждает что	3	1
1076	их как	1	1
1077	знание в	1	1
1078	науки и	2	1
1079	реальности а	1	1
1080	в единый	1	1
1081	и ночью	1	1
1082	как о	6	1
1083	со всеми	2	1
1084	от их	1	1
1085	так или	2	1
1086	начинается с	1	1
1087	с ними	3	1
1088	в некое	2	1
1089	отличаются от	1	1
1090	сил и	2	1
1091	что у	2	1
1092	с целью	1	1
1093	не свойственно	1	1
1094	предполагать что	1	1
1095	тоже не	2	1
1096	же о	1	1
1097	то время	6	1
1098	это время	1	1
1099	истории что	1	1
1100	естественный результат	1	1
1101	на канта	1	1
1102	и существенные	1	1
1103	предстает и	1	1
1104	солнца и	2	1
1105	фактов и	3	1
1106	или попросту	1	1
1107	совпал с	1	1
1108	и так	2	1
1109	в слове	3	1
1110	никто не	4	1
1111	так гласит	1	1
1112	странное и	2	1
1113	в словах	1	1
1114	которое несмотря	1	1
1115	своего предмета	1	1
1116	том как	2	1
1117	сравнению с	1	1
1118	зависимости от	4	1
1119	внутренней структуре	1	1
1120	в известном	1	1
1121	говорить и	2	1
1122	эта последняя	1	1
1123	друг от	1	1
1124	которая не	2	1
1125	есть она	1	1
1126	в каком	9	1
1127	на своем	1	1
1128	своей жизни	1	1
1129	сущности своей	3	1
1130	как подлинная	1	1
1131	я говорю	2	1
1132	к богу	1	1
1133	процессы сознания	1	1
1134	было у	1	1
1135	нет ничего	14	1
1136	его структуры	1	1
1137	но тут	2	1
1138	бы и	2	1
1139	где нет	1	1
1140	как целое	3	1
1141	она была	3	1
1142	мира как	1	1
1143	на некоторых	1	1
1144	то и	5	1
1145	действительности это	1	1
1146	нем только	1	1
1147	и достаточно	1	1
1148	связана с	1	1
1149	того это	1	1
1150	наконец в	1	1
1151	того чтобы	1	1
1152	и если	5	1
1153	сознание и	4	1
1154	это то	1	1
1155	на друга	1	1
1156	по сравнению	1	1
1157	это только	1	1
1158	не быть	1	1
1159	при всех	1	1
1160	есть оно	1	1
1161	личности но	5	1
1162	культуры для	1	1
1163	но о	4	1
1164	или иных	2	1
1165	природы в	2	1
1166	же относятся	1	1
1167	чтобы она	3	1
1168	о своем	1	1
1169	россии в	1	1
1170	человека только	1	1
1171	друга и	1	1
1172	своих частей	2	1
1173	реальности в	2	1
1174	определенного рода	2	1
1175	цели и	1	1
1176	только это	1	1
1177	как например	2	1
1178	если их	2	1
1179	свое существование	1	1
1180	потому и	1	1
1181	как свой	1	1
1182	на что	2	1
1183	может ли	4	1
1184	что здесь	3	1
1185	нет и	5	1
1186	он в	1	1
1187	в споре	1	1
1188	но который	1	1
1189	это вообще	1	1
1190	утверждаю что	9	1
1191	как некое	1	1
1192	и служит	1	1
1193	мог бы	2	1
1194	предмета в	1	1
1195	но именно	1	1
1196	в образе	1	1
1197	мира где	2	1
1198	корнями в	1	1
1199	только при	1	1
1200	характера и	1	1
1201	в каждый	1	1
1202	и опыта	1	1
1203	том же	1	1
1204	и проч	1	1
1205	но если	11	1
1206	утверждая что	1	1
1207	именно этот	1	1
1208	значении в	1	1
1209	только потому	4	1
1210	связанных между	1	1
1211	поэтому я	1	1
1212	движения и	3	1
1213	точку зрения	1	1
1214	часто и	1	1
1215	тот же	1	1
1216	повествование о	2	1
1217	в своего	1	1
1218	но пусть	1	1
1219	человека но	1	1
1220	он должен	3	1
1221	этой самой	1	1
1222	об их	1	1
1223	им как	1	1
1224	как нельзя	3	1
1225	близок к	1	1
1226	этим же	1	1
1227	личности что	1	1
1228	обе стороны	2	1
1229	поэтому что	1	1
1230	постольку поскольку	1	1
1231	и всякий	4	1
1232	ничем не	7	1
1233	так как	12	1
1234	мир в	3	1
1235	и также	2	1
1236	и события	3	1
1237	есть нарушение	7	1
1238	все еще	2	1
1239	зависит и	1	1
1240	не во	1	1
1241	а тогда	1	1
1242	сущность и	4	1
1243	нас не	1	1
1244	и за	1	1
1245	который бы	1	1
1246	у тебя	1	1
1247	хома брут	1	1
1248	быть отнесены	1	1
1249	оно весьма	1	1
1250	же мере	1	1
1251	бы на	1	1
1252	ее а	1	1
1253	легко заметить	2	1
1254	что одно	1	1
1255	мы сами	1	1
1256	знаем и	1	1
1257	он и	3	1
1258	вне своего	1	1
1259	они функционируют	1	1
1260	романе достоевского	1	1
1261	для нас	2	1
1262	и принципиально	1	1
1263	изучение истории	1	1
1264	вообще ничего	3	1
1265	а предмет	1	1
1266	исполнителя но	1	1
1267	на самом	2	1
1268	что каждый	1	1
1269	из всякого	1	1
1270	некое специфическое	1	1
1271	это именно	1	1
1272	содержанием в	1	1
1273	есть акт	1	1
1274	слово в	2	1
1275	таком случае	11	1
1276	быть или	2	1
1277	основана на	1	1
1278	в ином	1	1
1279	в виде	11	1
1280	от своих	2	1
1281	же именно	3	1
1282	но с	1	1
1283	полнотой и	1	1
1284	от друга	1	1
1285	жизни это	1	1
1286	этого не	2	1
1287	быть ни	2	1
1288	что к	1	1
1289	общества в	1	1
1290	же в	2	1
1291	художественного образа	1	1
1292	в глубине	3	1
1293	здесь принадлежит	1	1
1294	о жизни	1	1
1295	сознания но	2	1
1296	же будет	1	1
1297	чтобы быть	5	1
1298	для науки	3	1
1299	в нашей	1	1
1300	случае не	4	1
1301	что этот	3	1
1302	цель и	2	1
1303	помнить что	2	1
1304	если и	1	1
1305	эти две	5	1
1306	говорят о	2	1
1307	в позднем	1	1
1308	чаще всего	3	1
1309	науки в	1	1
1310	и я	3	1
1311	же жизни	1	1
1312	чем мы	1	1
1313	бы мы	1	1
1314	и художественного	1	1
1315	по самой	1	1
1316	в условиях	2	1
