N	2gram	Tiupa_Narr	VLabPisa
389	в противном	1	2
390	что даже	1	2
391	только с	2	2
392	у них	1	2
393	нет никаких	1	2
394	меньшей степени	2	2
395	чтобы не	1	2
396	и для	4	2
397	но для	5	2
398	только о	1	2
399	крайней мере	1	2
400	войны и	4	2
401	но в	10	2
402	толстой в	1	2
403	персонажей и	2	2
404	вплоть до	5	2
405	в той	4	1
406	в художественных	3	1
407	жизнь его	1	1
408	с которой	1	1
409	личного опыта	2	1
410	может обойтись	1	1
411	его личную	1	1
412	ситуации и	2	1
413	такова природа	2	1
414	это на	1	1
415	что автор	1	1
416	об их	1	1
417	то в	4	1
418	события и	1	1
419	в кругу	1	1
420	что один	1	1
421	именно к	1	1
422	созерцание и	1	1
423	однако и	5	1
424	является в	1	1
425	и составляет	2	1
426	смерть и	1	1
427	и то	3	1
428	ответ на	6	1
429	а потому	2	1
430	доме или	2	1
431	ее и	1	1
432	это одна	1	1
433	перед сном	1	1
434	ни в	1	1
435	и автор	1	1
436	но на	1	1
437	в более	1	1
438	в очерке	1	1
439	интерпретации в	1	1
440	связано с	2	1
441	и мы	1	1
442	мы и	2	1
443	и ей	1	1
444	и радость	1	1
445	для проникновения	1	1
446	на протяжении	12	1
447	в формировании	1	1
448	тут уж	1	1
449	опирается на	2	1
450	его мнению	1	1
451	отражение в	1	1
452	хоть и	1	1
453	ней не	1	1
454	данном случае	12	1
455	то есть	15	1
456	его самого	1	1
457	не слишком	1	1
458	свидетельствует о	4	1
459	рассказ о	1	1
460	которые не	1	1
461	к этой	1	1
462	высокий но	1	1
463	наблюдения в	1	1
464	поэтому в	1	1
465	он только	1	1
466	и прочих	2	1
467	мы не	5	1
468	случайное и	1	1
469	как один	1	1
470	с этой	3	1
471	слышит их	1	1
472	а тот	1	1
473	начале этой	1	1
474	дело с	4	1
475	нет места	1	1
476	еще более	1	1
477	своей социальной	1	1
478	и толстого	1	1
479	несмотря на	1	1
480	из того	1	1
481	через сеть	1	1
482	есть его	1	1
483	освободиться от	2	1
484	не для	1	1
485	которых он	1	1
486	к истине	1	1
487	интуиции художника	1	1
488	слов в	2	1
489	находился при	2	1
490	и счастья	1	1
491	с ним	6	1
492	видел во	2	1
493	по выражению	1	1
494	не являются	2	1
495	это обычно	1	1
496	сам по	1	1
497	только со	1	1
498	привести к	1	1
499	о нем	5	1
500	не как	1	1
501	аналогии с	1	1
502	проникновения в	2	1
503	воплощенной в	1	1
504	в меньшей	1	1
505	для нас	2	1
506	позицию как	1	1
507	из записок	1	1
508	п все	1	1
509	например с	1	1
510	место для	1	1
511	с каждым	1	1
512	этих рассказов	1	1
513	с кристаллизацией	1	1
514	содержание в	1	1
515	поэтому же	1	1
516	сходятся в	1	1
517	таков в	1	1
518	большею частью	1	1
519	нет это	1	1
520	но что	1	1
521	каждого человека	1	1
522	смешивать с	1	1
523	чем он	3	1
524	умирающего героя	1	1
525	не ограничивается	1	1
526	как нечто	1	1
527	нет никакого	1	1
528	и создает	1	1
529	по мере	2	1
530	таком случае	1	1
531	структуры в	1	1
532	в этих	3	1
533	за это	1	1
534	и братьев	1	1
535	однако при	1	1
536	и смысл	1	1
537	всей ее	1	1
538	в виде	2	1
539	если первая	1	1
540	и сознания	1	1
541	отсутствии у	1	1
542	как было	1	1
543	теперь на	1	1
544	как же	1	1
545	так или	1	1
546	сами по	2	1
547	если не	4	1
548	материал для	1	1
549	случае он	2	1
550	саду и	1	1
551	непосредственное воспроизведение	1	1
552	него еще	1	1
553	но он	2	1
554	самом деле	4	1
555	но все	1	1
556	еще раз	3	1
557	даже из	1	1
558	жизни это	2	1
559	этого не	2	1
560	или иначе	2	1
561	всего следует	1	1
562	мысль то	1	1
563	а также	11	1
564	не обязательно	3	1
565	сказал что	1	1
566	сумасшедшем доме	2	1
567	приходит в	1	1
568	определял как	1	1
569	и все	7	1
570	качестве материала	1	1
571	по аналогии	2	1
572	о своей	3	1
573	они могут	2	1
574	целый ряд	1	1
575	на себя	5	1
576	о внутреннем	1	1
577	зрения на	2	1
578	сущности в	1	1
579	рассказывание в	1	1
580	в саду	1	1
581	тем что	1	1
582	от всего	1	1
583	с анной	6	1
584	общественное положение	1	1
585	когда все	2	1
586	порядка и	1	1
587	качестве одной	1	1
588	то время	1	1
589	при которой	3	1
590	сообщая о	1	1
591	в таком	4	1
592	если под	1	1
593	только два	1	1
594	том или	1	1
595	между этими	1	1
596	в последних	1	1
597	свидетельство о	1	1
598	можно назвать	2	1
599	которой было	1	1
600	в стороне	1	1
601	не тождественны	1	1
602	евгения онегина	1	1
603	простой и	2	1
604	что перед	1	1
605	чем иным	2	1
606	и без	1	1
607	в какой	2	1
608	в памяти	2	1
609	мы встречаемся	1	1
610	нас к	1	1
611	как не	1	1
612	в соответствии	8	1
613	время как	1	1
614	сад и	1	1
615	значения и	2	1
616	а именно	2	1
617	или даже	3	1
618	по ее	1	1
619	после обеда	1	1
620	это время	1	1
621	одновременно и	1	1
622	и так	1	1
623	как можно	2	1
624	чехова и	1	1
625	ними не	1	1
626	по определению	3	1
627	однако чтобы	1	1
628	на эту	1	1
629	при таком	1	1
630	как в	9	1
631	любопытно что	1	1
632	и характер	1	1
633	образом для	1	1
634	этом свидетельствует	1	1
635	его собственному	1	1
636	что ее	1	1
637	на одном	2	1
638	по своему	3	1
639	не имеет	3	1
640	но у	1	1
641	между собой	3	1
642	сознании а	1	1
643	о котором	4	1
644	сравнению с	1	1
645	которое не	2	1
646	том смысле	1	1
647	это было	3	1
648	его индивидуальную	1	1
649	в итоге	4	1
650	с большей	1	1
651	двумя полюсами	1	1
652	речь идет	3	1
653	то вторая	1	1
654	в известном	4	1
655	в следующей	3	1
656	бывает как	1	1
657	в каждой	1	1
658	а только	1	1
659	в каком	1	1
660	произведения у	1	1
661	это происходит	1	1
662	похожи на	2	1
663	героя и	4	1
664	обращение к	1	1
665	следует подчеркнуть	3	1
666	не все	2	1
667	систему персонажей	3	1
668	казалось бы	2	1
669	как произведение	1	1
670	это явление	1	1
671	из другого	1	1
672	той или	7	1
673	или ином	1	1
674	о самоубийстве	1	1
675	абсолютной истины	1	1
676	жизнь и	1	1
677	нового персонажа	1	1
678	всех видов	1	1
679	что искусство	1	1
680	представляется невозможным	1	1
681	поскольку она	1	1
682	под именем	1	1
683	бросается в	1	1
684	внимания то	1	1
685	его и	2	1
686	характер этой	1	1
687	совершенно не	1	1
688	признать что	1	1
689	как показывает	2	1
690	может иметь	1	1
691	том случае	1	1
692	исходя из	4	1
693	человека так	1	1
694	более чем	2	1
695	личности самого	1	1
696	в прозе	4	1
697	в рецептивном	1	1
698	а с	2	1
699	в данном	17	1
700	личности в	2	1
701	и развязка	2	1
702	мой взгляд	1	1
703	сознания а	1	1
704	а порой	1	1
705	от других	1	1
706	в основе	1	1
707	в сумасшедшем	2	1
708	тут и	1	1
709	вытекает из	1	1
710	и мира	4	1
711	в классической	1	1
712	тем более	2	1
713	хотя ни	1	1
714	оно в	1	1
715	художественного целого	2	1
716	что этот	1	1
717	однако жизнь	1	1
718	вопрос о	1	1
719	художественной литературы	1	1
720	не означает	1	1
721	одного лица	1	1
722	художника перед	1	1
723	говоря в	1	1
724	тех же	1	1
725	которой он	4	1
726	которой является	1	1
727	говорил о	2	1
728	но ведь	1	1
729	случае если	1	1
730	или целиком	1	1
731	об одном	2	1
732	он был	1	1
733	характер так	1	1
734	собой в	1	1
735	действительности как	1	1
736	скучной истории	2	1
737	роли и	1	1
738	есть в	1	1
739	в роли	2	1
740	при отсутствии	2	1
741	может идти	1	1
742	не говоря	1	1
743	входит в	2	1
744	нам в	1	1
745	борьбы со	1	1
746	наконец в	1	1
747	уже в	1	1
748	в умении	1	1
749	следует смешивать	1	1
750	бытия в	2	1
751	по сравнению	1	1
752	фактов не	1	1
753	сложности и	1	1
754	согласуется с	1	1
755	другой в	1	1
756	отрыве от	1	1
757	не один	1	1
758	существенно не	1	1
759	в характеристике	1	1
760	под понятие	1	1
761	и композиционно	1	1
762	объективных условий	1	1
763	друг друга	2	1
764	потому что	7	1
765	в свою	4	1
766	сознания в	3	1
767	и тем	9	1
768	слова и	1	1
769	у чехова	15	1
770	быть и	3	1
771	если б	1	1
772	в него	2	1
773	понимает и	1	1
774	оно и	1	1
775	однако эта	1	1
776	а по	2	1
777	из мира	1	1
778	не могло	3	1
779	но она	1	1
780	со стороны	14	1
781	только на	4	1
782	если же	2	1
783	и детей	1	1
784	что эта	1	1
785	для этого	1	1
786	одно и	2	1
787	может служить	5	1
788	и ему	1	1
789	и та	1	1
790	произведение представляет	1	1
791	свою историю	1	1
792	и что	1	1
793	протяжении жизни	1	1
794	своей работе	1	1
795	дело не	3	1
796	как если	2	1
797	текста нет	1	1
798	за пределы	1	1
799	к анализу	1	1
800	заключает в	2	1
801	в начале	4	1
802	говоря о	2	1
803	еще в	4	1
804	слова с	1	1
805	это то	1	1
806	они сводятся	1	1
807	что еще	1	1
808	все случайное	1	1
809	этом смысле	1	1
810	характером и	1	1
811	каждый из	3	1
812	в новое	1	1
813	свою очередь	2	1
814	и наоборот	1	1
815	это его	1	1
816	в глаза	1	1
817	однако такая	1	1
818	не случайно	2	1
819	вот этот	1	1
820	порой и	3	1
821	рассказа о	2	1
822	к каждому	1	1
823	право говорить	1	1
824	значение и	1	1
825	был прав	1	1
826	знает и	1	1
827	служит не	1	1
828	на некоторые	1	1
829	им она	1	1
830	и еще	2	1
831	из наиболее	6	1
832	исключительно в	3	1
833	отношение к	2	1
834	не каждому	1	1
835	как мы	3	1
836	со своими	3	1
837	собственному признанию	1	1
838	одного дня	1	1
839	входит как	1	1
840	жизни писателя	1	1
841	соответствии с	7	1
842	жизни не	1	1
843	к ней	3	1
844	к двум	2	1
845	в данной	2	1
846	но по	1	1
847	это вовсе	1	1
848	одном полюсе	1	1
849	по которой	1	1
850	и борьба	1	1
851	для такого	1	1
852	бы его	1	1
853	индивидуальный характер	1	1
854	и служит	2	1
855	к ее	3	1
856	об отсутствии	1	1
857	и благодаря	1	1
858	еще определеннее	1	1
859	в ходе	4	1
860	от которой	2	1
861	этом однако	1	1
862	в театре	3	1
863	мы бы	1	1
864	благодаря этому	1	1
865	и чисто	1	1
866	обратимся к	1	1
867	в галлюцинации	1	1
868	связи между	1	1
869	быть в	2	1
870	что может	2	1
871	обыкновенно не	1	1
872	уже не	11	1
873	имеем дело	4	1
874	произведения могут	1	1
875	фраз и	1	1
876	в футляре	3	1
877	слова в	4	1
878	сказать не	1	1
879	чего он	1	1
880	лев толстой	2	1
881	или иного	3	1
882	рассказе о	2	1
883	на этот	2	1
884	жизнью и	1	1
885	персонажа а	1	1
886	реализуется в	1	1
887	происходит в	1	1
888	свести к	2	1
889	иным как	2	1
890	деле в	1	1
891	как будто	4	1
892	против теории	1	1
893	искусства это	1	1
894	здесь не	4	1
895	тем это	1	1
896	можно свести	1	1
897	процесса и	1	1
898	о роли	2	1
899	достаточно напомнить	1	1
900	только эти	2	1
901	этом у	1	1
902	рассказа а	1	1
903	многих его	1	1
904	или не	5	1
905	творчества это	1	1
906	все для	1	1
907	воспроизведение в	1	1
908	но это	2	1
909	такого типа	1	1
910	однако все	1	1
911	труд в	1	1
912	своей индивидуальности	1	1
913	с ее	3	1
914	было сделано	1	1
915	из сказанного	1	1
916	путем не	1	1
917	его авторской	2	1
918	во времени	9	1
919	последних дней	2	1
920	именно таким	1	1
921	лет а	1	1
922	именно это	1	1
923	строго говоря	2	1
924	в едином	2	1
925	в самой	1	1
926	дело обстоит	1	1
927	если только	1	1
928	или точнее	1	1
929	каждого из	2	1
930	в историю	1	1
931	и особенно	1	1
932	в м	1	1
933	собственно говоря	3	1
934	тому же	9	1
935	что на	4	1
936	подлежит сомнению	1	1
937	судя по	1	1
938	его сознания	1	1
939	мира в	4	1
940	не отличается	1	1
941	не к	4	1
942	структура и	1	1
943	его можно	1	1
944	у которого	1	1
945	разума а	1	1
