N	3gram	Bakhtin_Pr	Myshleni
312	в том или	1	1
313	в сущности все	1	1
314	себе не имеет	1	1
315	они и не	1	1
316	если же мы	1	1
317	эта новая постановка	1	1
318	как и его	1	1
319	мы подходим к	1	1
320	более сложном отношении	1	1
321	в самой этой	2	1
322	они не могут	1	1
323	этого слова с	1	1
324	у него в	2	1
325	даны в прямой	1	1
326	но и он	1	1
327	свою внутреннюю логику	1	1
328	так или иначе	1	1
329	с другом как	1	1
330	они нуждаются в	1	1
331	положение в котором	2	1
332	его отношения к	1	1
333	создается впечатление что	1	1
334	точки зрения своей	1	1
335	если бы это	1	1
336	представляется нам правильным	1	1
337	все эти исследования	1	1
338	двух точек зрения	2	1
339	чего он не	1	1
340	с другими сознаниями	3	1
341	ибо и в	1	1
342	это положение в	1	1
343	здесь не в	1	1
344	не на то	1	1
345	заключенных в нем	1	1
346	увидим дальше что	1	1
347	что в самом	1	1
348	в полной мере	1	1
349	иной чем в	1	1
350	пока наконец не	1	1
351	дело таким образом	1	1
352	которых у него	1	1
353	и превращается в	1	1
354	мы полагаем что	1	1
355	они вовсе не	1	1
356	из которых ни	1	1
357	сознания и в	1	1
358	того о чем	1	1
359	живым существом и	2	1
360	в неразрывной связи	1	1
361	но не в	1	1
362	в своей жизни	1	1
363	что он живет	1	1
364	зависит от того	1	1
365	по данному вопросу	1	1
366	что это не	1	1
367	этом смысле он	1	1
368	на него в	1	1
369	в этой форме	2	1
370	функциями но и	1	1
371	в самом предмете	3	1
372	мы не только	1	1
373	но они уже	1	1
374	этого нельзя сказать	1	1
375	к сожалению не	1	1
376	все это не	1	1
377	одна из важнейших	1	1
378	качеств и свойств	1	1
379	прямо сказать что	1	1
380	но именно этот	1	1
381	глубокое и верное	1	1
382	его личности и	1	1
383	а не только	1	1
384	потому что именно	1	1
385	в виду прежде	1	1
386	самим по себе	1	1
387	сверх того что	1	1
388	и входит в	2	1
389	и в этих	1	1
390	о если б	1	1
391	приводит его к	1	1
392	прежде всего как	1	1
393	в истории его	1	1
394	даже там где	2	1
395	лишь тогда когда	1	1
396	однако в этой	1	1
397	несмотря на свою	1	1
398	бы сказать так	1	1
399	от всех этих	1	1
400	связи с этой	1	1
401	и могут быть	1	1
402	мы увидим дальше	2	1
403	она так же	1	1
404	ли они друг	1	1
405	предмете и это	1	1
406	как бы вбирает	1	1
407	представим себе что	1	1
408	не было бы	1	1
409	том и в	1	1
410	прежде всего на	1	1
411	мы должны перейти	1	1
412	как бы глубоки	1	1
413	смысле как мы	1	1
414	слова которая как	1	1
415	как мы знаем	1	1
416	это не так	1	1
417	по крайней мере	2	1
418	том или другом	2	1
419	бы в самом	1	1
420	как раз тех	1	1
421	слова как мы	1	1
422	там где она	1	1
423	может быть даже	1	1
424	той же речи	1	1
425	со всеми его	1	1
426	могли войти в	1	1
427	об этом уже	1	1
428	было бы сказать	1	1
429	как и сам	1	1
430	не менее чем	1	1
431	и относится к	1	1
432	как один из	2	1
433	связи с теми	1	1
434	как впрочем и	1	1
435	была бы совершенно	1	1
436	бы рядом с	1	1
437	время как обычно	1	1
438	своих целей и	1	1
439	типа и в	1	1
440	если мы не	1	1
441	не служит выражением	1	1
442	в идеалистической философии	1	1
443	то что должно	1	1
444	всего могут быть	1	1
445	ни одна из	1	1
446	в какой они	1	1
447	идея может быть	1	1
448	мысли как таковой	1	1
449	этом отношении не	1	1
450	и что с	1	1
451	и последнее слово	1	1
452	все эти вопросы	1	1
453	отношению к себе	2	1
454	и это не	3	1
455	в себя весь	1	1
456	как бы ни	1	1
457	к предмету и	1	1
458	как бы рядом	1	1
459	во всей его	2	1
460	в пределах одного	6	1
461	его функции в	1	1
462	как бы к	1	1
463	в плане чисто	1	1
464	с самим собой	1	1
465	как и у	1	1
466	но именно в	1	1
467	ввести их в	1	1
468	с ним и	2	1
469	значение для понимания	1	1
470	которые ближе всего	1	1
471	было бы дать	1	1
472	бы глубоки они	1	1
473	и на его	1	1
474	свое последнее слово	1	1
475	себе и в	1	1
476	там где дело	1	1
477	все это в	1	1
478	мысли к мысли	1	1
479	не вещь а	1	1
480	правильнее будет сказать	1	1
481	ведь то что	1	1
482	к учению о	1	1
483	отношении к другим	1	1
484	и он сам	1	1
485	он никогда не	1	1
486	простое и непосредственное	1	1
487	и т д	4	1
488	глубоки они ни	1	1
489	его лежит не	1	1
490	ответ на вопрос	1	1
491	но все эти	1	1
492	не может служить	1	1
493	может найти своего	1	1
494	он как и	1	1
495	неразрывной связи с	1	1
496	рано или поздно	1	1
497	бы он ни	2	1
498	там где он	1	1
499	в противоречии с	1	1
500	и даже не	1	1
501	ближе подходит к	1	1
502	в пределах своего	1	1
503	речь как бы	1	1
504	видеть в нем	1	1
505	проблем связанных с	1	1
506	сравнить его с	1	1
507	и наконец в	2	1
508	даже если мы	1	1
509	сложном отношении к	1	1
510	основная ошибка была	1	1
511	точку зрения на	3	1
512	с мыслью и	1	1
513	на том же	1	1
514	здесь не только	1	1
515	но с таким	1	1
516	но и на	2	1
517	следует за ней	1	1
518	можно прямо сказать	1	1
519	отсюда следует что	1	1
520	в своей совокупности	1	1
521	почву на которой	1	1
522	отношение между ними	1	1
523	не только его	1	1
524	не может уже	1	1
525	не в том	1	1
526	же относится и	1	1
527	и есть то	1	1
528	не об одном	1	1
529	говорит сам с	1	1
530	не могли войти	1	1
531	уже сама по	1	1
532	кажется нам глубоко	1	1
533	и самое слово	1	1
534	выражать одну и	1	1
535	в недоумении перед	1	1
536	иметь в виду	1	1
537	и речь героя	1	1
538	в своем собственном	1	1
539	при этом не	1	1
540	выборе и в	1	1
541	являются таким же	1	1
542	в другой работе	1	1
543	слово как бы	1	1
544	имеют первостепенное значение	2	1
545	неизбежно превращается в	1	1
546	человека и его	2	1
547	и в то	2	1
548	точки зрения ее	1	1
549	как бы он	1	1
550	что они не	1	1
551	и в других	2	1
552	не может стать	1	1
553	не в одном	2	1
554	но и как	1	1
555	это не значит	3	1
556	могла бы быть	1	1
557	которые сами по	1	1
558	все что ему	1	1
559	связи между словами	1	1
560	ему не приходится	1	1
561	каждая из этих	1	1
562	в точном смысле	1	1
563	что для них	1	1
564	ни в какие	1	1
565	он и говорит	1	1
566	слова но и	1	1
567	его слова как	1	1
568	такие разнородные явления	1	1
569	дело идет не	2	1
570	из одного плана	1	1
571	материала на котором	1	1
572	слова к тому	1	1
573	сильнее чем у	1	1
574	включил его в	1	1
575	самого начала все	1	1
576	в себя как	2	1
577	отношением его к	1	1
578	то что было	4	1
579	может показаться что	1	1
580	тому что в	1	1
581	и в том	1	1
582	к нему и	2	1
583	большей или меньшей	2	1
584	он не боится	1	1
585	которые не поддаются	1	1
586	имеют все же	1	1
587	совершенно в той	1	1
588	мы видим не	1	1
589	слово в процессе	1	1
590	мере того как	1	1
591	и вот в	1	1
592	как установку на	1	1
593	что в результате	1	1
594	не с точки	1	1
595	на свои составные	1	1
596	в какой бы	1	1
597	и менее всего	1	1
598	виду прежде всего	1	1
599	выйти за пределы	1	1
600	отношении друг к	1	1
601	в одной плоскости	7	1
602	в процессе его	1	1
603	первого и в	1	1
604	ничем не отличается	1	1
605	то что может	1	1
606	с двух точек	1	1
607	по мере того	1	1
608	точка зрения на	2	1
609	что же это	1	1
610	это не только	1	1
611	при этом совершенно	1	1
612	над всеми остальными	1	1
613	со всеми ее	1	1
614	в момент его	1	1
615	ни на что	1	1
616	здесь мы должны	1	1
617	части нашей работы	1	1
618	но что же	1	1
619	он может быть	2	1
620	быть тем что	1	1
621	хотя и не	3	1
622	что дело идет	1	1
623	а как бы	1	1
624	слов но не	1	1
625	одно из самых	1	1
626	на слово и	1	1
627	к определенному типу	1	1
628	там где есть	1	1
629	он прежде всего	1	1
630	выражение и в	1	1
631	найти своего выражения	1	1
632	основное и главное	1	1
633	именно тем что	1	1
634	слово может быть	2	1
635	как мы видим	1	1
636	не как речь	1	1
637	или лучше сказать	1	1
638	также и в	1	1
639	смысле слова и	1	1
640	по себе как	1	1
641	за ней в	1	1
642	есть то что	1	1
643	и не потому	1	1
644	тем что он	1	1
645	которая заставляет его	1	1
646	сих пор остается	1	1
647	так чтобы она	1	1
648	всеми остальными и	1	1
649	всяком случае не	1	1
650	его содержания как	1	1
651	нельзя сказать о	1	1
652	находит свое внешнее	1	1
653	не может найти	2	1
654	образом как бы	1	1
655	зрения своей собственной	1	1
656	иначе обстоит дело	1	1
657	те изменения которые	2	1
658	последнее слово в	1	1
659	например в отношении	1	1
660	в более сложном	1	1
661	мы упоминали выше	1	1
662	или другом слове	1	1
663	взаимно исключающих друг	1	1
664	противоречащих друг другу	1	1
665	это и есть	1	1
666	но с другой	2	1
667	начала и до	2	1
