N	2gram	Medvedev_F	Myshleni
214	и их	13	20
215	в связи	11	19
216	во всех	9	19
217	а с	1	19
218	и по	3	19
219	один из	4	19
220	но если	1	19
221	независимо от	5	19
222	в данном	2	19
223	для других	2	19
224	в той	3	19
225	мы и	1	19
226	как на	5	19
227	с ним	3	19
228	из которых	1	19
229	речь в	1	19
230	во всем	3	18
231	к действительности	3	18
232	во всей	4	18
233	но это	4	18
234	в отличие	2	18
235	и другое	1	18
236	отличие от	2	18
237	для развития	1	18
238	этом смысле	3	18
239	слов и	1	18
240	всяком случае	6	18
241	чем в	1	18
242	в этих	3	17
243	в своих	3	17
244	к другим	4	17
245	их в	2	17
246	в одном	2	17
247	не есть	4	17
248	сих пор	7	17
249	на деле	1	17
250	до сих	7	17
251	это положение	2	17
252	в свою	8	17
253	тем же	3	17
254	до конца	9	17
255	и для	5	17
256	нам думается	1	17
257	для этого	6	17
258	нами в	1	17
259	иначе как	2	17
260	у него	1	17
261	не совпадают	1	17
262	этой точки	1	17
263	ту же	1	17
264	и от	9	17
265	и есть	1	17
266	то и	2	17
267	и только	5	17
268	и другие	3	16
269	своей природе	1	16
270	функции и	1	16
271	языка и	13	16
272	слово и	2	16
273	из основных	1	16
274	бы сказать	1	16
275	значение в	4	16
276	мы имеем	1	16
277	вовсе не	18	16
278	к одному	2	16
279	такой же	2	16
280	и даже	7	16
281	на этой	1	16
282	между двумя	3	16
283	исследования и	3	16
284	между отдельными	2	16
285	по поводу	1	16
286	то в	3	16
287	перехода от	2	16
288	для нас	1	16
289	которые в	1	16
290	которую мы	1	16
291	таким же	2	16
292	является в	2	15
293	в них	4	15
294	вопрос об	2	15
295	процессе развития	1	15
296	что при	1	15
297	от этого	3	15
298	и это	4	15
299	и является	3	15
300	со всеми	3	15
301	что если	2	15
302	данном случае	2	15
303	на все	3	15
304	тем более	1	15
305	хотя бы	10	15
306	те же	1	15
307	отличается от	4	15
308	между этими	2	15
309	но как	2	15
310	значит что	1	15
311	представить себе	1	15
312	ничего не	5	15
313	вообще не	1	15
314	как она	5	15
315	является не	1	15
316	когда он	3	15
317	по этому	2	15
318	это значит	1	14
319	но что	2	14
320	свою очередь	6	14
321	точка зрения	3	14
322	что у	1	14
323	мышления с	1	14
324	очевидно что	2	14
325	что для	3	14
326	из этого	2	14
327	и здесь	8	14
328	только тогда	1	14
329	со всей	3	14
330	одним из	1	14
331	одной из	2	14
332	он должен	4	14
333	учения о	2	14
334	в учении	3	14
335	один и	1	14
336	этих двух	2	14
337	от друга	2	14
338	не можем	3	14
339	который в	1	14
340	друг от	2	14
341	значение для	2	14
342	и во	2	14
343	с его	12	14
344	последнее время	1	14
345	в теории	1	14
346	своем развитии	2	13
347	имеет место	1	13
348	в действительности	3	13
349	с другими	11	13
350	в понятии	1	13
351	его к	1	13
352	если в	3	13
353	в основном	3	13
354	смысле слова	1	13
355	к его	3	13
356	они не	7	13
357	учении о	1	13
358	в виде	2	13
359	значения и	4	13
360	на его	2	13
361	отнюдь не	13	13
362	она не	8	13
363	для всех	2	13
364	как они	4	13
365	но все	4	13
366	что между	1	13
367	слова как	2	13
368	с ней	1	13
369	лишь в	15	13
370	понятия к	1	13
371	стороны и	4	13
372	все более	4	13
373	совершается в	2	13
374	с которыми	1	12
375	даже в	2	12
376	на первый	1	12
377	только на	8	12
378	том чтобы	3	12
379	нашей работы	3	12
380	но он	2	12
381	ясно что	3	12
382	что слово	1	12
383	полагает что	1	12
384	должны были	1	12
385	функции в	2	12
386	за пределы	2	12
387	тем и	2	12
388	к другому	2	12
389	с их	2	12
390	в другую	1	12
391	и потому	9	12
392	и обратно	1	12
393	еще более	6	12
394	ко всем	2	12
395	в первом	8	12
396	которые мы	1	12
397	к нему	3	12
398	от его	3	12
399	несмотря на	2	12
400	в ее	10	12
401	тем не	2	12
402	выражение в	1	12
403	все основные	1	12
404	но только	1	12
405	мог бы	1	12
406	это и	7	12
407	первый план	1	12
408	в ней	15	12
409	входит в	8	12
410	в последнее	1	11
411	не столько	5	11
412	с собой	1	11
413	не могли	2	11
414	в других	5	11
415	находится в	1	11
416	на котором	2	11
417	отношения к	6	11
418	от социальной	1	11
419	мы всегда	1	11
420	мы будем	1	11
421	с ее	7	11
422	эти особенности	1	11
423	к установлению	1	11
424	в каком	1	11
425	моментов в	1	11
426	друг другу	2	11
427	на самом	8	11
428	не по	4	11
429	идет о	3	11
430	что на	3	11
431	остановиться на	2	11
432	например в	1	11
433	мы увидим	5	11
434	вот почему	1	11
435	и другой	1	11
436	наряду с	1	11
437	гораздо более	1	11
438	не знает	1	11
439	в конце	2	11
440	а только	4	11
441	он в	3	11
442	ничего общего	2	11
443	относящихся к	1	11
444	слово в	2	11
445	лежит в	1	11
446	или менее	7	11
447	исследования в	2	11
448	в пределах	13	11
449	к пониманию	1	11
450	и наконец	7	11
451	есть не	1	11
452	вслед за	1	10
453	каким образом	1	10
454	является для	2	10
455	в основу	2	10
456	что именно	2	10
457	чем это	1	10
458	но для	4	10
459	этого положения	1	10
460	что как	1	10
461	что такое	2	10
462	функциональное значение	1	10
463	одного из	4	10
464	связи и	1	10
465	опирается на	1	10
466	в другой	2	10
467	этот процесс	1	10
468	на развитие	2	10
469	у нас	6	10
470	что является	1	10
471	перейти к	3	10
472	и может	6	10
473	но вместе	1	10
474	числе и	1	10
475	или иной	1	10
476	в структуру	2	10
477	с необходимостью	2	10
478	за собой	1	10
479	и значение	1	10
480	самом начале	1	10
481	что его	1	10
482	учение о	4	10
483	вопроса о	2	10
484	помощью которых	1	10
485	вместо того	1	10
486	во второй	3	10
487	как с	2	10
488	речь как	1	10
489	думается нам	1	10
490	если не	1	10
491	не могло	6	10
492	к овладению	1	10
493	том числе	1	10
494	чем он	3	10
495	и до	8	9
496	связано с	1	9
497	понятно что	1	9
498	в центр	1	9
499	для всей	1	9
500	теории и	1	9
501	к этим	2	9
502	что уже	1	9
503	под влиянием	3	9
504	той или	1	9
505	более или	7	9
506	должны быть	6	9
507	в тех	1	9
508	целом и	4	9
509	та же	3	9
510	этого понятия	1	9
511	оно не	6	9
512	зависит от	2	9
513	и заключается	2	9
514	и поэтому	1	9
515	оно является	1	9
516	что же	6	9
517	мышления но	1	9
518	к предмету	4	9
519	развитии и	1	9
520	может не	1	9
521	естественно что	1	9
522	но эта	2	9
523	сама по	2	9
524	также и	1	9
525	не с	2	9
526	к изучению	2	9
527	место в	8	9
528	к этой	4	9
529	иначе чем	1	9
530	всех тех	2	9
531	как только	1	9
532	поэтому мы	2	9
533	говорить о	4	9
534	то как	1	9
535	как оно	1	9
536	в системе	3	9
537	не то	3	9
538	путь от	1	9
539	и притом	2	9
540	представляется нам	1	9
541	помощью которого	1	9
542	на отдельные	2	9
543	в первой	2	9
544	мы в	2	9
545	мы говорим	4	9
546	еще в	2	9
547	совершенно не	5	9
548	такого рода	1	9
549	он может	1	9
550	хотя и	3	9
551	свою силу	2	9
552	в самой	2	9
553	в ином	2	9
554	или в	2	9
555	что перед	2	9
556	должен быть	5	9
557	не как	7	8
558	которая не	1	8
559	в этот	2	8
560	увидим что	1	8
561	и те	2	8
562	уже и	1	8
563	не умеет	1	8
564	мы попытались	1	8
565	целом но	1	8
566	эти три	1	8
567	в эту	3	8
568	все остальные	2	8
569	этого факта	2	8
570	главным образом	5	8
571	речи именно	2	8
572	от нее	6	8
573	сам по	2	8
574	понятий как	1	8
575	отношении к	2	8
576	тенденция к	2	8
577	все равно	1	8
578	образом в	1	8
579	на одном	1	8
580	только и	7	8
581	ассоциативная связь	1	8
582	мы наблюдаем	1	8
583	действительности и	3	8
584	связь с	1	8
585	где они	1	8
586	совершенно в	1	8
587	убедиться в	2	8
588	не мог	1	8
589	и функции	3	8
590	остается в	1	8
591	его развития	2	8
592	в современной	2	8
593	и др	8	8
594	и из	1	8
595	не на	3	8
596	должен был	3	8
597	том как	1	8
598	со стороны	7	8
599	это понятие	1	8
600	и тогда	1	8
601	более и	3	8
602	связан с	1	8
603	форм и	7	8
604	поэтому что	1	8
605	в более	2	8
606	этой области	1	8
607	тому чтобы	2	8
608	на которой	1	8
609	нисколько не	2	8
610	только то	1	8
611	что не	4	8
612	в известной	2	8
613	в таком	2	7
614	и сам	1	7
615	слова с	1	7
616	предмета и	1	7
617	знаем что	2	7
618	на него	3	7
619	из важнейших	2	7
620	в живом	6	7
621	этот период	1	7
622	в общем	8	7
623	всех этих	6	7
624	понятие и	1	7
625	мы остановимся	1	7
626	его и	2	7
627	в значительной	3	7
628	при анализе	1	7
629	у них	3	7
630	которых он	1	7
631	для всего	3	7
632	восприятия и	4	7
633	с теми	2	7
634	возможно только	1	7
635	в ряде	1	7
636	мере в	1	7
637	к вопросу	2	7
638	на один	3	7
639	одну из	1	7
640	этому поводу	1	7
641	же в	4	7
642	это в	1	7
643	случае в	1	7
644	эта теория	1	7
645	но тем	1	7
646	в жизни	3	7
647	не существует	1	7
648	представления о	1	7
649	но они	1	7
650	следующим образом	1	7
651	от действительности	3	7
652	и основной	1	7
653	самый процесс	1	7
654	общего с	2	7
655	развитие и	1	7
656	и особенно	3	7
657	во втором	7	7
658	его с	5	7
659	должна быть	11	7
660	с ними	1	7
661	при помощи	2	7
662	без всякого	1	7
663	остается еще	1	7
664	ничем не	4	7
665	здесь в	2	7
666	сознания и	1	7
667	и непосредственно	4	7
668	а также	1	7
669	в обоих	1	7
670	с понятием	1	7
671	этого метода	2	7
672	на двух	1	7
673	одновременно с	2	7
674	лучшем случае	3	7
675	мы постараемся	1	6
676	вопросу о	1	6
677	с действительностью	1	6
678	от одного	2	6
679	к ней	3	6
680	уже не	9	6
681	раз и	6	6
682	себе в	2	6
683	с другим	1	6
684	в научном	1	6
685	в отдельных	1	6
686	всего в	5	6
687	процесса как	1	6
688	эти функции	2	6
689	в двух	1	6
690	в каждом	3	6
691	в лучшем	3	6
692	нашего сознания	1	6
693	является общим	1	6
694	значение и	4	6
695	последнего времени	2	6
696	во внутреннем	1	6
697	и самый	3	6
698	как к	5	6
699	фактов и	3	6
700	том и	1	6
701	смысле что	2	6
702	том смысле	3	6
703	в словах	1	6
704	ни на	5	6
705	бы и	1	6
706	наконец в	3	6
707	и больше	1	6
708	и наиболее	1	6
709	и там	1	6
710	нет и	2	6
711	только потому	1	6
712	а это	1	6
713	себе что	1	6
714	или даже	3	6
715	бы мы	1	6
716	в условиях	1	6
717	и эти	1	6
718	образом мы	1	6
719	происходит в	1	6
720	что было	2	6
721	как два	1	6
722	оказывается не	1	6
723	говорит о	1	6
724	требует от	2	6
725	его на	1	6
726	действительности в	3	6
727	в различных	2	6
728	не что	1	6
729	одна из	2	6
730	что иное	1	6
731	чем более	1	6
732	на язык	5	6
733	этими двумя	2	6
734	как его	3	6
735	речевого общения	6	6
736	точек зрения	1	6
737	его значение	1	6
738	могло бы	2	6
739	структуры и	1	6
740	к речи	1	6
741	задачи и	7	6
742	внимания и	1	6
743	как таковой	8	6
744	на ее	1	6
745	слова мы	1	6
746	может стать	1	6
747	по самому	1	6
748	только одно	1	6
749	тех же	2	6
750	и понятие	1	6
751	лежат в	1	6
752	роль в	2	6
753	из которого	1	6
754	в раннем	1	6
755	социальной среды	2	6
756	дело в	1	6
757	и понимания	1	6
758	ли не	1	6
759	это было	3	6
760	речи поэтому	1	6
761	она должна	3	6
762	нужно было	2	6
763	как чисто	1	6
764	и о	3	6
765	как увидим	2	6
766	для образования	1	6
767	иное как	1	6
768	кроме того	3	5
769	в большей	1	5
770	или на	2	5
771	из всего	2	5
772	к самому	1	5
773	свою собственную	1	5
774	только как	3	5
775	в контексте	2	5
776	нигде не	3	5
777	слово как	1	5
778	к решению	1	5
779	отдельные элементы	1	5
780	этих моментов	1	5
781	новые и	1	5
782	той мере	1	5
783	как такового	8	5
784	и снова	1	5
785	в ряду	2	5
786	опираясь на	1	5
787	слово есть	2	5
788	разрыв между	1	5
789	не дает	3	5
790	данного понятия	1	5
791	языка у	4	5
792	в него	2	5
793	ведет к	1	5
794	мы приходим	1	5
795	которые он	1	5
796	с такой	1	5
797	на первом	1	5
798	для них	4	5
799	под этим	1	5
800	никто не	2	5
801	роли в	4	5
802	возникает вопрос	1	5
803	на их	3	5
804	помощью этого	1	5
805	этом пункте	4	5
806	и состоит	1	5
807	он является	2	5
808	каждой из	3	5
809	как если	2	5
810	при определении	1	5
811	его значением	1	5
812	в данной	1	5
813	что во	1	5
814	только с	1	5
815	однако не	5	5
816	все они	1	5
817	от всех	5	5
818	сами по	4	5
819	менее всего	4	5
820	начале развития	1	5
821	в стороне	1	5
822	к единству	1	5
823	исследований в	1	5
824	в предисловии	3	5
825	эти последние	1	5
826	язык и	8	5
827	один шаг	2	5
828	же что	2	5
829	ни один	1	5
830	совершенно иначе	1	5
831	социальной среде	1	5
832	от него	2	5
833	на эти	1	5
834	совершенно очевидно	1	5
835	исторического развития	1	5
836	этой последней	4	5
837	стороны как	1	5
838	самого слова	1	5
839	гораздо больше	1	5
840	не выполняет	1	5
841	но даже	2	5
842	которыми он	1	5
843	и научные	1	5
844	в изучении	1	5
845	значительной степени	3	5
846	первостепенное значение	1	5
847	это отношение	1	5
848	есть только	3	5
849	что говорит	1	5
850	себя в	1	5
851	этот метод	1	5
852	по мнению	1	5
853	аналогии с	4	5
854	может иметь	1	5
855	в процессах	1	5
856	встречается в	1	5
857	бы к	1	5
858	другими словами	1	5
859	все те	2	5
860	этих фактов	1	5
861	в форме	2	5
862	какой мере	2	5
863	вопрос в	1	5
864	значение как	1	5
865	речи о	1	5
866	не для	4	5
867	был бы	2	5
868	по принципу	2	5
869	связанное с	1	5
870	если это	1	5
871	из тех	1	5
872	видим что	1	5
873	значений и	1	5
874	о языке	4	5
875	это значение	1	5
876	и наблюдения	1	5
877	как у	1	5
878	что к	1	5
879	слова но	1	5
880	функции но	1	5
881	чтобы сделать	1	5
882	конце концов	2	5
883	структурных особенностей	1	5
884	говоря о	1	5
885	у нее	1	5
886	всей его	1	5
887	прежде чем	2	5
888	анализа и	1	5
889	по аналогии	5	5
890	самого процесса	1	5
891	эти два	1	5
892	именно это	1	5
893	пути к	1	5
894	быть выражено	1	5
895	более того	6	5
896	они имеют	1	4
897	со всем	4	4
898	в применении	4	4
899	тем как	1	4
900	новые понятия	1	4
901	но ведь	4	4
902	из ее	2	4
903	рабочую гипотезу	1	4
904	исходить из	4	4
905	специфические особенности	4	4
906	когда это	1	4
907	на эту	1	4
908	за ней	2	4
909	так например	3	4
910	во все	2	4
911	в объяснении	1	4
912	языка в	8	4
913	чего не	1	4
914	общения и	3	4
915	предисловии к	3	4
916	конечно не	5	4
917	чтобы показать	2	4
918	ни одного	2	4
919	является конечно	2	4
920	не подлежит	1	4
921	иным как	1	4
922	может остаться	1	4
923	бы то	4	4
924	не происходит	2	4
925	проблемы и	2	4
926	первый и	1	4
927	которого он	1	4
928	не было	7	4
929	или не	1	4
930	как таковое	3	4
931	движения в	2	4
932	рядом с	1	4
933	эту проблему	2	4
934	речевое общение	1	4
935	так сказать	6	4
936	особенности в	2	4
937	если оно	1	4
938	и та	1	4
939	проблем в	2	4
940	также не	1	4
941	значения в	1	4
942	все дело	3	4
943	слова от	1	4
944	не исчерпывает	1	4
945	для построения	1	4
946	те кто	1	4
947	можно с	1	4
948	и сами	2	4
949	одним словом	8	4
950	своего собственного	1	4
951	была бы	4	4
952	опираться на	1	4
953	в работах	3	4
954	смысле можно	1	4
955	с неизбежностью	2	4
956	влияния на	3	4
957	значения для	1	4
958	и вот	2	4
959	из его	2	4
960	для нее	2	4
961	и вся	2	4
962	вступает в	2	4
963	от других	2	4
964	связанной с	1	4
965	которую он	1	4
966	самой природе	1	4
967	только при	2	4
968	слова он	1	4
969	речи на	1	4
970	здесь не	5	4
971	в корне	6	4
972	не из	5	4
973	если только	1	4
974	влечет за	1	4
975	эта точка	1	4
976	постольку поскольку	1	4
977	и развивается	1	4
978	о его	1	4
979	нас не	3	4
980	нам не	1	4
981	всеми своими	1	4
982	слова которые	1	4
983	эту тенденцию	2	4
984	на нее	2	4
985	нет у	1	4
986	и со	3	4
987	в каждой	1	4
988	можем не	1	4
989	и внешних	1	4
990	того или	6	4
991	разница между	1	4
992	то он	1	4
993	и ко	1	4
994	мы узнаем	1	4
995	есть и	1	4
996	начала что	1	4
997	к которой	1	4
998	но эти	1	4
999	теоретической и	1	4
1000	новое понимание	1	4
1001	действительно не	1	4
1002	образом оказывается	1	4
1003	за счет	4	4
1004	однако и	3	4
1005	что делает	1	4
1006	связи в	1	4
1007	строго говоря	1	4
1008	в море	1	4
1009	в некоторых	2	4
1010	от этих	2	4
1011	если он	4	4
1012	наблюдаем в	1	4
1013	в понимании	7	4
1014	начинается с	1	4
1015	а именно	3	4
1016	выражения и	1	4
1017	одновременно и	1	4
1018	и самое	1	4
1019	языка на	1	4
1020	в дальнейшем	3	4
1021	то это	1	4
1022	почти не	2	4
1023	по тем	1	4
1024	это последнее	3	4
1025	то естественно	1	4
1026	превращается в	2	4
1027	самого понятия	1	4
1028	сделать вывод	1	4
1029	мы полагаем	3	4
1030	всего этого	6	4
1031	из виду	3	4
1032	речи слово	1	4
1033	в реальном	1	4
1034	связи со	3	4
1035	исходит из	1	4
1036	но сама	1	4
1037	быть с	1	4
1038	в восприятии	1	4
1039	мы попытаемся	1	4
1040	время в	4	4
1041	ни было	2	4
1042	и сама	1	4
1043	от тех	2	4
1044	они представляют	1	4
1045	но совершенно	1	4
1046	изменения и	1	4
1047	целом ряде	2	4
1048	возникновения и	1	4
1049	совершенно прав	1	4
1050	чтобы понять	2	4
1051	или к	1	4
1052	в целях	2	4
1053	от конкретного	1	4
1054	нам в	2	4
1055	совсем не	2	4
1056	но при	1	4
1057	его не	2	4
1058	хотя в	1	4
1059	большей степени	1	4
1060	сравнительно с	1	4
1061	как эта	1	4
1062	и развитии	1	4
1063	бы оно	2	4
1064	этом процессе	2	4
1065	а как	5	4
1066	тех особенностей	1	4
1067	к одной	1	4
1068	слова у	1	4
1069	как о	8	4
1070	развития это	1	4
1071	его основе	1	4
1072	этому же	1	4
1073	чем же	3	4
1074	совершенно иной	1	4
1075	и если	2	4
1076	совершается как	1	4
1077	действительностью и	1	4
1078	отрывается от	1	4
1079	из него	2	4
1080	формы и	7	4
1081	в гораздо	1	4
1082	ему в	1	4
1083	и эта	2	4
1084	приходим к	2	4
1085	и тех	1	4
1086	всю свою	2	4
1087	нельзя не	1	4
1088	эти формы	2	4
1089	ее от	2	4
1090	думать что	4	4
1091	на всю	2	4
1092	как их	4	4
1093	гораздо большей	1	4
1094	жизни и	10	4
1095	известной степени	4	4
1096	смысле мы	1	4
1097	не удалось	1	4
1098	этому вопросу	1	4
1099	как для	2	4
1100	в чисто	1	4
1101	не к	2	4
1102	его элементы	2	3
1103	только из	1	3
1104	факты и	1	3
1105	и лишь	4	3
1106	и становятся	1	3
1107	или иных	1	3
1108	слова они	2	3
1109	особенностей в	1	3
1110	его от	5	3
1111	до последнего	2	3
1112	и само	2	3
1113	метод определения	1	3
1114	о мире	2	3
1115	происходит не	1	3
1116	от общих	3	3
1117	он стоит	1	3
1118	у человека	1	3
1119	весь ход	1	3
1120	по своим	1	3
1121	можем говорить	1	3
1122	применении к	4	3
1123	это делается	1	3
1124	другу и	1	3
1125	всем этим	2	3
1126	с трудом	1	3
1127	слов но	1	3
1128	из себя	1	3
1129	должна была	2	3
1130	из наших	1	3
1131	качественное своеобразие	1	3
1132	и еще	1	3
1133	это единство	1	3
1134	языка не	2	3
1135	и новые	1	3
1136	ее как	2	3
1137	сущности и	1	3
1138	эти вопросы	2	3
1139	между говорящими	1	3
1140	ибо она	1	3
1141	именно на	4	3
1142	более элементарных	1	3
1143	от них	2	3
1144	в структуре	2	3
1145	общих чертах	1	3
1146	она есть	2	3
1147	еще одну	1	3
1148	этой задачи	1	3
1149	по природе	1	3
1150	отношении в	1	3
1151	между его	1	3
1152	решающее значение	1	3
1153	сравнить с	1	3
1154	или иными	1	3
1155	слов то	1	3
1156	является чем-то	1	3
1157	до крайности	2	3
1158	ее развития	1	3
1159	он оказывается	1	3
1160	и всю	2	3
1161	или иная	1	3
1162	развитие в	1	3
1163	судить о	1	3
1164	является вовсе	1	3
1165	нашем примере	1	3
1166	а для	1	3
1167	чтобы он	2	3
1168	спор в	1	3
1169	не были	1	3
1170	не могла	3	3
1171	и хотя	1	3
1172	могла бы	3	3
1173	проблемы в	1	3
1174	она уже	1	3
1175	это приводит	3	3
1176	особенностей и	2	3
1177	законов и	1	3
1178	в общих	1	3
1179	и предметами	1	3
1180	задачи не	1	3
1181	есть ли	1	3
1182	нам кажется	2	3
1183	эту последнюю	2	3
1184	к сожалению	2	3
1185	не так	4	3
1186	даны в	1	3
1187	этого периода	1	3
1188	место во	1	3
1189	оно было	3	3
1190	не чем	1	3
1191	в фонетическом	1	3
1192	и должен	3	3
1193	из одних	1	3
1194	сводится к	6	3
1195	самим собой	1	3
1196	является одним	1	3
1197	к таким	1	3
1198	и просто	1	3
1199	не приводит	3	3
1200	бы не	1	3
1201	да и	1	3
1202	не входит	2	3
1203	дальнейшее развитие	2	3
1204	к нашему	1	3
1205	всем этом	1	3
1206	так чтобы	1	3
1207	этой работы	2	3
1208	из которой	1	3
1209	остается только	1	3
1210	и различные	1	3
1211	ни были	2	3
1212	всю полноту	1	3
1213	тогда как	1	3
1214	каждый из	3	3
1215	признаков в	1	3
1216	никаких оснований	1	3
1217	предполагает уже	2	3
1218	эти факты	1	3
1219	впервые в	1	3
1220	до известной	3	3
1221	влиять на	1	3
1222	является только	1	3
1223	в систему	5	3
1224	от всякого	2	3
1225	всего того	1	3
1226	части в	1	3
1227	с предшествующим	1	3
1228	связанных с	2	3
1229	и пр	30	3
1230	слово а	1	3
1231	о нем	1	3
1232	ведь это	1	3
1233	своей книге	2	3
1234	и история	3	3
1235	очередь является	2	3
1236	на фоне	7	3
1237	медленно и	1	3
1238	впечатления от	1	3
1239	не создает	1	3
1240	но уже	1	3
1241	теории в	1	3
1242	эта связь	2	3
1243	бы совершенно	1	3
1244	сравнительного изучения	1	3
1245	не через	1	3
1246	при известных	2	3
1247	действительность не	3	3
1248	что отдельные	1	3
1249	и всегда	1	3
1250	этого основного	1	3
1251	оно должно	3	3
1252	вообще является	1	3
1253	на сегодняшний	1	3
1254	момент в	1	3
1255	их на	2	3
1256	же это	2	3
1257	может и	2	3
1258	если она	2	3
1259	степени и	1	3
1260	вещи не	1	3
1261	этого направления	3	3
1262	самое понятие	4	3
1263	случае мы	1	3
1264	стоящей перед	1	3
1265	структуры в	1	3
1266	как одна	1	3
1267	и задачи	1	3
1268	он полагает	1	3
1269	она является	2	3
1270	отношением к	2	3
1271	своем исследовании	1	3
1272	основе такого	1	3
1273	значение не	2	3
1274	в это	1	3
1275	поставить вопрос	2	3
1276	мы с	1	3
1277	для исследования	1	3
1278	развития именно	1	3
1279	основных чертах	1	3
1280	делается в	1	3
1281	направлено на	1	3
1282	которой не	1	3
1283	время от	1	3
1284	в языке	5	3
1285	пониманию и	1	3
1286	почти совершенно	2	3
1287	даже с	1	3
1288	настоящее время	11	3
1289	этих последних	2	3
1290	привели к	1	3
1291	с этими	2	3
1292	для понимания	1	3
1293	вопрос и	1	3
1294	два основных	1	3
1295	действительно в	1	3
1296	сведено к	1	3
1297	от ее	1	3
1298	и связей	1	3
1299	на фактах	1	3
1300	отражение в	2	3
1301	как средство	2	3
1302	следует сказать	1	3
1303	обратил внимание	1	3
