N	3gram	Vygotskiy_	Vvedenie
244	то обстоятельство что	5	1
245	заключенное в нем	1	1
246	том что уже	1	1
247	и вопрос о	1	1
248	было бы назвать	1	1
249	но с точки	1	1
250	в этом понятии	1	1
251	имел в виду	1	1
252	к тому что	5	1
253	только то что	2	1
254	в разной мере	1	1
255	один из наиболее	1	1
256	чтобы увидеть что	1	1
257	бы то ни	1	1
258	но как увидим	1	1
259	в начале этой	1	1
260	из того что	4	1
261	показывает что в	3	1
262	а не только	1	1
263	том смысле что	1	1
264	чем то что	1	1
265	как уже сказано	3	1
266	только тогда когда	2	1
267	не то что	4	1
268	материала на котором	1	1
269	прежде всего в	1	1
270	то что в	1	1
271	собственном смысле этого	1	1
272	так как в	1	1
273	на эту тему	1	1
274	мысли как мы	1	1
275	имеем дело с	1	1
276	только с помощью	1	1
277	мы имеем дело	2	1
