N	2gram	Tiupa_Anal	Literetu
490	я был	1	3
491	всех своих	1	3
492	я на	1	3
493	но как	4	3
494	не сводится	1	3
495	героя и	7	3
496	эстетического дискурса	4	3
497	же как	1	3
498	как сам	4	3
499	и является	3	3
500	но только	1	3
501	ту или	1	3
502	эстетического адресата	1	3
503	коммуникативном событии	1	3
504	в москве	1	3
505	субъект не	1	3
506	однако если	2	3
507	равной степени	2	3
508	отталкивании от	1	3
509	писал в	1	3
510	произведения в	4	3
511	его личности	1	3
512	в первой	10	3
513	и от	3	3
514	этой причине	1	3
515	те кто	1	3
516	я люблю	1	3
517	там где	2	3
518	себе как	1	3
519	для многих	1	3
520	в особенности	4	3
521	не так	2	3
522	однако с	3	3
523	в столь	1	3
524	если в	3	3
525	во время	2	3
526	на страницах	1	3
527	стихотворение не	1	3
528	это уже	1	3
529	по слову	1	3
530	из которых	2	3
531	в отношении	2	3
532	то с	1	3
533	целом ряде	1	3
534	и вполне	1	3
535	себе не	1	3
536	не на	1	3
537	можно было	2	3
538	если не	1	3
539	ориентировано на	1	3
540	если бы	2	3
541	с ней	1	3
542	в докторе	1	3
543	от автора	2	3
544	и т	1	3
545	они не	2	3
546	не имеет	1	3
547	да и	3	3
548	вследствие этого	1	3
549	в итоге	4	3
550	всей своей	1	3
551	своей жизни	2	3
552	по крайней	5	3
553	бы и	2	3
554	и состоит	1	3
555	в роли	1	3
556	объекта в	1	3
557	того чтобы	1	3
558	на два	2	3
559	из его	1	3
560	и тогда	1	3
561	тех пор	2	3
562	не могло	1	3
563	художественного впечатления	9	3
564	о своем	4	3
565	художественную реальность	3	3
566	и до	2	3
567	в истории	1	3
568	самого пушкина	5	3
569	и а	4	3
570	что же	1	3
571	в этот	1	3
572	из наиболее	3	3
573	субъектом и	3	3
574	здесь не	8	3
575	столько в	1	3
576	отдельной личности	1	3
577	всяком случае	6	3
578	власть над	2	3
579	текста как	2	3
580	предстает как	2	3
581	тот же	3	3
582	ничего не	3	3
583	стихотворения в	1	3
584	человеческого я	5	3
585	факторов художественного	4	3
586	имени в	1	3
587	на языке	3	3
588	сколько в	1	3
589	жизни здесь	2	3
590	эстетических отношений	1	3
591	ее в	2	3
592	в полном	2	3
593	художественного дискурса	3	3
594	из своих	2	3
595	сути своей	1	3
596	на самом	1	3
597	или словами	1	3
598	или иную	1	3
599	занимающего нас	1	3
600	с их	3	3
601	а на	2	3
602	без остатка	2	3
603	на нее	1	3
604	дело в	3	3
605	в глубине	3	3
606	искусства как	1	3
607	в действительности	2	3
608	и вовсе	1	3
609	я стал	1	3
610	все эти	2	3
611	и заодно	1	3
612	жизнью в	1	3
613	путь к	4	3
614	что лирическое	1	3
615	и потому	3	3
616	отказа от	1	3
617	пен пан	1	3
618	как уже	4	3
619	эстетическим субъектом	2	3
620	одну из	3	3
621	не по	1	3
622	когда он	2	3
623	другого я	2	3
624	стороны и	1	3
625	только то	1	3
626	и иных	1	3
627	отношение к	2	3
628	и о	1	3
629	в ходе	3	3
630	художественного произведения	1	3
631	в эстетической	1	3
632	являет собой	3	3
633	есть не	2	3
634	в той	3	2
635	во всем	5	2
636	практически не	1	2
637	от него	1	2
638	на границах	1	2
639	еще раз	1	2
640	для меня	1	2
641	этого феномена	1	2
642	индивидуальной жизни	1	2
643	картины жизни	1	2
644	в свое	4	2
645	искусства это	1	2
646	эстетической природы	1	2
647	и героя	2	2
648	в финале	7	2
649	а вот	3	2
650	на второй	1	2
651	тем как	1	2
652	бытует в	1	2
653	с собачкой	1	2
654	в результате	6	2
655	является по	2	2
656	у кого	1	2
657	до последнего	2	2
658	среди других	1	2
659	целом как	1	2
660	как было	1	2
661	в борьбе	2	2
662	а напротив	3	2
663	из двух	1	2
664	перекликается с	1	2
665	начинается с	1	2
666	я из	1	2
667	что по	4	2
668	в бою	1	2
669	на эту	2	2
670	роль в	5	2
671	к бытию	1	2
672	у истоков	1	2
673	поскольку он	3	2
674	авторская позиция	3	2
675	в это	1	2
676	мир и	1	2
677	свою собственную	1	2
678	воспринимающего сознания	3	2
679	в самый	1	2
680	определяется не	1	2
681	интертекстуальные связи	2	2
682	вести о	1	2
683	сознание читателя	1	2
684	как носитель	1	2
685	состоит не	3	2
686	за рамки	1	2
687	частного бытия	1	2
688	с позиций	1	2
689	вследствие которого	2	2
690	по тем	1	2
691	раз и	1	2
692	человека не	1	2
693	собой как	1	2
694	только как	1	2
695	но даже	1	2
696	при рассмотрении	1	2
697	это его	1	2
698	события как	1	2
699	по воле	3	2
700	с другим	1	2
701	этой связи	1	2
702	стороны эстетического	1	2
703	которая по	1	2
704	между двумя	1	2
705	приходит к	1	2
706	удивительно что	2	2
707	м.л гаспаров	2	2
708	значительной степени	3	2
709	уже и	1	2
710	еще более	1	2
711	в чистом	2	2
712	второй половины	1	2
713	и себя	1	2
714	и эстетического	1	2
715	пока еще	3	2
716	двух других	1	2
717	утверждал что	1	2
718	самом начале	1	2
719	сказать что	2	2
720	ключ к	4	2
721	в контексте	3	2
722	и у	1	2
723	могло бы	1	2
724	быть в	1	2
725	имеем дело	4	2
726	слово не	1	2
727	речь не	1	2
728	еще одна	1	2
729	тем более	3	2
730	в текст	2	2
731	по поводу	5	2
732	нам остается	1	2
733	и внешней	3	2
734	к ее	2	2
735	внутреннего мира	2	2
736	картину мира	1	2
737	к адресату	1	2
738	все перечисленные	1	2
739	о ней	1	2
740	гораздо более	3	2
741	только не	3	2
742	в западных	1	2
743	сравнении с	2	2
744	что у	3	2
745	нами не	1	2
746	и автора	1	2
747	в такого	1	2
748	как нам	6	2
749	на таких	1	2
750	но еще	1	2
751	внимание на	4	2
752	принадлежности к	1	2
753	творческую индивидуальность	1	2
754	внутреннего я	2	2
755	во-вторых они	1	2
756	как эстетической	2	2
757	а и	4	2
758	целого а	1	2
759	м.л гаспарова	1	2
760	по мнению	1	2
761	за два	1	2
762	и сама	1	2
763	но напротив	1	2
764	с другими	1	2
765	и татьяна	1	2
766	не обладает	1	2
767	не от	2	2
768	стремится к	1	2
769	чужого опыта	1	2
770	все прочие	1	2
771	ударение на	1	2
772	но он	1	2
773	между субъектом	1	2
774	героя с	1	2
775	своей глубине	1	2
776	ответственности за	1	2
777	внутреннюю свободу	2	2
778	в эстетическом	1	2
779	лишь на	3	2
780	свое имя	1	2
781	> и	1	2
782	в ряду	1	2
783	так сказать	2	2
784	я есть	3	2
785	лирическая героиня	5	2
786	в литературоведении	1	2
787	же касается	1	2
788	поэтической традиции	1	2
789	а только	1	2
790	не станем	1	2
791	бы в	1	2
792	не был	1	2
793	с иной	1	2
794	войне и	3	2
795	остается в	1	2
796	он тот	1	2
797	и нераздельных	1	2
798	повестях белкина	10	2
799	и однако	1	2
800	нового времени	4	2
801	собственного творения	1	2
802	меня от	1	2
803	не тот	2	2
804	в работе	1	2
805	в строке	3	2
806	способ существования	2	2
807	я когда	1	2
808	но зато	2	2
809	в нас	2	2
810	и хотя	1	2
811	а от	1	2
812	своей уединенности	1	2
813	свой путь	1	2
814	как известно	3	2
815	того кто	1	2
816	и эстетический	1	2
817	личного бытия	1	2
818	дамы с	1	2
819	как человек	1	2
820	межличностных отношений	1	2
821	культуры и	1	2
822	и каждый	1	2
823	ключевая роль	2	2
824	человека и	2	2
825	пушкина в	2	2
826	в общем	4	2
827	своего героя	2	2
828	парадигму художественности	1	2
829	бы быть	2	2
830	автора как	1	2
831	и по	3	2
832	лирического мы	1	2
833	здесь мы	1	2
834	этой системе	2	2
835	случае это	1	2
836	чем и	1	2
837	нет не	1	2
838	бы я	1	2
839	герой не	3	2
840	такое произведение	1	2
841	и ее	3	2
842	лишь его	1	2
843	где мы	1	2
844	в статье	1	2
845	однако и	3	2
846	человеческой личности	1	2
847	в сочетании	4	2
848	та же	1	2
849	иначе говоря	5	2
850	к художественному	1	2
851	на почве	3	2
852	героя в	1	2
853	на первом	2	2
854	и при	1	2
855	жизненной позиции	2	2
856	со своим	2	2
857	впрочем в	1	2
858	что они	3	2
859	своем составе	3	2
860	никак не	1	2
861	есть и	1	2
862	нашего времени	5	2
863	различного рода	1	2
864	из существеннейших	2	2
865	лирический сюжет	1	2
866	в миропорядке	10	2
867	оно не	2	2
868	к смерти	1	2
869	с этого	2	2
870	горького мать	1	2
871	не более	2	2
872	есть лишь	1	2
873	одновременно с	1	2
874	значение в	2	2
875	если говорить	1	2
876	воспринимающим сознанием	2	2
877	евгения онегина	1	2
878	его лице	1	2
879	к его	2	2
880	с ними	2	2
881	предстает субъектом	1	2
882	которого является	1	2
883	в сравнении	2	2
884	который не	2	2
885	состоит как	1	2
886	ахматовой в	3	2
887	перед нами	7	2
888	к той	1	2
889	свое время	4	2
890	полной мере	3	2
891	это и	4	2
892	сознания состоит	1	2
893	в прозе	1	2
894	он же	2	2
895	и более	1	2
896	есть от	1	2
897	а если	1	2
898	своей собственной	1	2
899	в становлении	2	2
900	не любил	1	2
901	в значительной	3	2
902	из этих	4	2
903	на основе	1	2
904	во мне	1	2
905	над собою	1	2
906	личного самоопределения	2	2
907	время в	2	2
908	своей внутренней	1	2
909	и теперь	1	2
910	для нее	1	2
911	внешних границ	1	2
912	или иных	1	2
913	сочетании с	4	2
914	да в	1	2
915	и об	1	2
916	есть одновременно	1	2
917	он как	1	2
918	от других	1	2
919	он становится	1	2
920	составляет не	2	2
921	что произведение	1	2
922	так называемого	1	2
923	а лишь	2	2
924	к собственной	2	2
925	автора в	1	2
926	для читателя	3	2
927	есть культура	1	2
928	адресата в	1	2
929	впервые в	3	2
930	в шмид	1	2
931	и многих	1	2
932	мог бы	3	2
933	он все	1	2
934	то для	1	2
935	начиная с	1	2
936	не за	1	2
937	произведении искусства	2	2
938	субъекта объекта	2	2
939	из первых	1	2
940	то она	1	2
941	легко может	2	2
942	который по	1	2
943	со словом	1	2
944	с тех	1	2
945	не видит	1	2
946	теперь уже	1	2
947	текста в	8	2
948	жизни но	4	2
949	этом случае	1	2
950	ответ на	3	2
951	ему в	1	2
952	произведения как	4	2
953	мы имеем	5	2
954	на роль	1	2
955	не для	2	2
956	бы на	1	2
957	причастностью к	1	2
958	себя самого	1	2
959	реальности и	1	2
960	искусству как	1	2
961	картина мира	5	2
962	художественности но	1	2
963	все той	2	2
964	по этому	1	2
965	личной ответственности	2	2
966	высшей ценностью	1	2
967	в дискурсе	1	2
968	раз в	1	2
969	ведь это	1	2
970	от всех	2	2
971	в присутствии	1	2
972	как утверждает	1	2
973	чем он	1	2
974	эпохи романтизма	1	2
975	можно быть	1	2
976	себя а	1	2
977	это контекст	1	2
978	самсона вырина	4	2
979	в последнем	1	2
980	в сферу	1	2
981	и без	3	2
982	нас к	2	2
983	есть в	2	2
984	эпиграфом ко	1	2
985	при таком	1	2
986	по словам	1	2
987	по убеждению	1	2
988	в такой	1	2
989	под диктовку	1	2
990	этом контексте	3	2
991	как все	1	2
992	уединенной личности	1	2
993	жизнь и	3	2
994	индивидуального я	1	2
995	произведения с	2	2
996	ценностный центр	1	2
997	от первого	2	2
998	и тех	2	2
999	и самого	7	2
1000	неслиянных и	1	2
1001	в полной	3	2
1002	в таком	2	2
1003	освобождения от	2	2
1004	до тех	1	2
1005	внутреннее я	2	2
1006	в поле	1	2
1007	в цикле	1	2
1008	могут служить	1	2
1009	чистом виде	3	2
1010	она не	3	2
1011	как замечает	1	2
1012	его не	3	2
1013	бытия однако	2	2
1014	в акте	2	2
1015	дело не	3	2
1016	которые могли	1	2
1017	ни был	1	2
1018	что касается	5	2
1019	коммуникативной стратегии	4	2
1020	целого в	3	2
1021	свобода и	1	2
1022	его я	2	2
1023	в большинстве	2	2
1024	собственно говоря	1	2
1025	и самой	1	2
1026	полагал что	1	2
1027	к продолжению	1	2
1028	только по	2	2
1029	этом и	1	2
1030	слова в	2	2
1031	лирическую героиню	2	2
1032	тех или	1	2
1033	являют собой	1	2
1034	впоследствии в	1	2
1035	как целого	1	2
1036	может и	1	2
1037	очевидным образом	4	2
1038	не можем	1	2
1039	что на	3	2
1040	души к	1	1
1041	повседневную жизнь	1	1
1042	был и	1	1
1043	является в	1	1
1044	только русской	1	1
1045	несомненно что	1	1
1046	система ценностей	1	1
1047	жанрового канона	1	1
1048	случае в	1	1
1049	от ролевых	3	1
1050	не единственный	1	1
1051	между эстетическим	2	1
1052	напротив предполагает	1	1
1053	ритмико-интонационный строй	2	1
1054	этого персонажа	3	1
1055	в целый	1	1
1056	в момент	3	1
1057	наконец даже	1	1
1058	форм художественного	1	1
1059	питает соответствующую	1	1
1060	ценностно избыточна	1	1
1061	прочтения истории	1	1
1062	за исключением	2	1
1063	порядка в	1	1
1064	эстетическим объектом	1	1
1065	случае мы	1	1
1066	без исключения	3	1
1067	что был	1	1
1068	дело с	3	1
1069	культуры это	1	1
1070	обращенное к	1	1
1071	с самим	3	1
1072	к числу	4	1
1073	о них	1	1
1074	писавшего в	1	1
1075	для более	1	1
1076	которой в	1	1
1077	строго говоря	1	1
1078	заявляя свою	1	1
1079	какой бы	1	1
1080	говорит о	3	1
1081	сам автор	2	1
1082	и двух	1	1
1083	внутренней форме	1	1
1084	нас в	1	1
1085	с той	3	1
1086	и вторая	1	1
1087	ты не	2	1
1088	требует от	1	1
1089	словно в	1	1
1090	своих собственных	1	1
1091	их принадлежности	1	1
1092	героя о	1	1
1093	в состав	2	1
1094	из многочисленных	2	1
1095	фактор художественного	1	1
1096	у пушкина	3	1
1097	этом качестве	1	1
1098	что скрыто	1	1
1099	две другие	1	1
1100	обращением к	1	1
1101	жизнетворчества не	1	1
1102	делает в	1	1
1103	уединенности в	1	1
1104	ни одна	1	1
1105	организацию коммуникативного	1	1
1106	и нераздельности	3	1
1107	тексте но	1	1
1108	как об	1	1
1109	широкого и	1	1
1110	естественно не	1	1
1111	и питает	1	1
1112	из самых	1	1
1113	слова с	1	1
1114	сущности не	1	1
1115	уже на	1	1
1116	и конечно	2	1
1117	пушкинского пророка	1	1
1118	том или	1	1
1119	внутренняя свобода	1	1
1120	по мне	1	1
1121	мира это	1	1
1122	к собеседнику	1	1
1123	искусства его	1	1
1124	от личной	1	1
1125	стороны в	1	1
1126	это позиция	1	1
1127	имеет место	3	1
1128	в одноименной	1	1
1129	в собственном	1	1
1130	их в	1	1
1131	о судьбе	1	1
1132	к имени	1	1
1133	жизнь на	1	1
1134	черта ее	1	1
1135	по определению	1	1
1136	жизни ее	1	1
1137	смерть в	1	1
1138	здесь далеко	1	1
1139	ними а	1	1
1140	или ином	1	1
1141	его что	1	1
1142	неслиянности и	2	1
1143	равнодостойных правд	1	1
1144	за ней	1	1
1145	частью и	1	1
1146	быть определена	1	1
1147	целым рядом	1	1
1148	и страсти	1	1
1149	является эстетическим	1	1
1150	именовал веком	1	1
1151	а а	5	1
1152	художественную деятельность	1	1
1153	всякого рода	1	1
1154	веком героев	1	1
1155	в дальнейшем	2	1
1156	с этим	4	1
1157	морального и	1	1
1158	взглянула на	2	1
1159	нам не	2	1
1160	любви к	2	1
1161	ставят перед	1	1
1162	для автора	1	1
1163	действительность в	1	1
1164	при наличии	1	1
1165	б бурмину	1	1
1166	и побуждает	1	1
1167	при условии	2	1
1168	финальный аккорд	1	1
1169	она же	1	1
1170	же следует	1	1
1171	не могли	1	1
1172	эпоха классического	1	1
1173	когда на	1	1
1174	лицом и	1	1
1175	из огня	1	1
1176	даже отчасти	1	1
1177	отчизны на	1	1
1178	и ритмически	2	1
1179	которой он	1	1
1180	белкина в	6	1
1181	для настоящей	1	1
1182	повествование в	1	1
1183	в пределе	1	1
1184	объективности жизни	1	1
1185	нас и	1	1
1186	значимости в	1	1
1187	раз не	1	1
1188	время от	1	1
1189	узнавание в	1	1
1190	имеет в	1	1
1191	он отвергает	1	1
1192	и место	1	1
1193	скрывайся и	1	1
1194	почти исключительно	1	1
1195	адресата и	1	1
1196	и неизбежно	2	1
1197	внутри себя	1	1
1198	собственного текста	1	1
1199	лирической героини	1	1
1200	сути дела	1	1
1201	душа свободна	1	1
1202	имея в	1	1
1203	всю линию	1	1
1204	потому оно	1	1
1205	одной фразы	1	1
1206	уже было	2	1
1207	одиночество но	1	1
1208	узнаем о	1	1
1209	формы так	1	1
1210	нашем случае	1	1
1211	не мне	1	1
1212	не тебя	1	1
1213	тейяра де	1	1
1214	себя со	1	1
1215	с ума	1	1
1216	следует отнести	1	1
1217	с лица	1	1
1218	но они	2	1
1219	идеи и	1	1
1220	с эпохи	1	1
1221	встречи с	2	1
1222	может служить	2	1
1223	я для	1	1
1224	в близости	1	1
1225	и внешнее	1	1
1226	втором случае	2	1
1227	уже как	1	1
1228	два сверхсхемных	1	1
1229	принадлежит не	1	1
1230	и те	1	1
1231	не что	1	1
1232	от своей	2	1
1233	и далее	2	1
1234	мифа с	1	1
1235	от лица	1	1
1236	по два	2	1
1237	году но	1	1
1238	своей жизнью	1	1
1239	литературного творчества	1	1
1240	и остается	1	1
1241	и взаимодействие	1	1
1242	дело и	1	1
1243	самоотрицания в	1	1
1244	эволюционный процесс	1	1
1245	лиминальную фазу	1	1
1246	его способ	1	1
1247	в беспрецедентности	1	1
1248	сверхличному содержанию	1	1
1249	гегель именовал	1	1
1250	его за	2	1
1251	границы с	1	1
1252	это весьма	1	1
1253	уход из	1	1
1254	день и	1	1
1255	отдельности и	1	1
1256	по случаю	1	1
1257	а перед	1	1
1258	героя первенство	1	1
1259	словно бы	1	1
1260	революции в	1	1
1261	ее как	1	1
1262	в мировом	1	1
1263	и ударной	1	1
1264	места для	1	1
1265	на него	1	1
1266	к которому	2	1
1267	отсюда столь	1	1
1268	во времена	1	1
