N	2gram	Bakhtin_Pr	Tragedij
214	он очень	1	1
215	то в	1	1
216	от нее	1	1
217	с помощью	4	1
218	в кругу	1	1
219	от него	3	1
220	близок к	2	1
221	всегда была	1	1
222	этом случае	1	1
223	ведь уже	1	1
224	могут быть	5	1
225	в последующих	3	1
226	мы бы	1	1
227	в окончательном	1	1
228	самостоятельное значение	1	1
229	художественное открытие	1	1
230	мы видим	2	1
231	в центре	4	1
232	и прямо	2	1
233	это тот	1	1
234	этой линии	1	1
235	и мира	1	1
236	мы встречаем	1	1
237	таким образом	9	1
238	опирается на	2	1
239	по всем	1	1
240	над всем	1	1
241	литературе xviii	1	1
242	он перестает	1	1
243	достоевского и	8	1
244	после того	1	1
245	был даже	1	1
246	здесь есть	1	1
247	часто и	1	1
248	того как	4	1
249	к этой	3	1
250	главное для	1	1
251	имеют особое	1	1
252	почти не	2	1
253	в последней	1	1
254	в братьях	4	1
255	знать и	1	1
256	перестает быть	1	1
257	не ограниченного	1	1
258	достоевского чтобы	1	1
259	и вот	1	1
260	его с	2	1
261	я знаю	1	1
262	что даже	1	1
263	достоевского все	3	1
264	должна быть	1	1
265	мертвецы в	1	1
266	к себе	8	1
267	внутреннее родство	1	1
268	что уже	2	1
269	из авторов	1	1
270	вот его	1	1
271	с этой	1	1
272	и при	2	1
273	ко всему	1	1
274	от достоевского	2	1
275	дело с	1	1
276	в применении	1	1
277	в стиле	1	1
278	любовь к	4	1
279	и далее	1	1
280	к числу	1	1
281	достоевский мог	1	1
282	что эта	1	1
283	еще сохраняется	1	1
284	с образом	1	1
285	подчеркнуть что	4	1
286	романа в	2	1
287	они только	1	1
288	что при	1	1
289	с этими	1	1
290	того что	1	1
291	кто он	1	1
292	тем не	2	1
293	не вызывает	1	1
294	б я	2	1
295	о нем	2	1
296	о существовании	1	1
297	не как	5	1
298	так можно	2	1
299	а затем	5	1
300	где он	1	1
301	и всегда	2	1
302	из предшествующего	1	1
303	является чисто	1	1
304	в человеке	1	1
305	и достоевский	1	1
306	одному из	2	1
307	это глубоко	1	1
308	как он	4	1
309	как своего	2	1
310	xix века	2	1
311	пусть пусть	1	1
312	дается в	1	1
313	роман в	1	1
314	нет это	1	1
315	мирового зла	1	1
316	же не	2	1
317	в результате	2	1
318	из сложнейших	1	1
319	в ставрогине	1	1
320	есть с	2	1
321	в виду	3	1
322	и один	1	1
323	смысле этого	3	1
324	что наш	1	1
325	я очень	1	1
326	из ее	1	1
327	с собой	1	1
328	и теперь	1	1
329	князя и	1	1
330	только в	10	1
331	позиции в	1	1
332	него нет	1	1
333	особое значение	1	1
334	по себе	3	1
335	этом романе	2	1
336	в исповеди	1	1
337	выродился в	1	1
338	ума и	2	1
339	в самой	2	1
340	на грани	2	1
341	а на	2	1
342	за что	1	1
343	бориса годунова	1	1
344	в двойнике	1	1
345	без слов	1	1
346	писателя но	1	1
347	и притом	2	1
348	не было	5	1
349	образ рассказчика	1	1
350	классического русского	1	1
351	ко всем	2	1
352	в духе	10	1
353	и прозе	1	1
354	это должно	1	1
355	но он	3	1
356	здесь мы	3	1
357	мировой литературы	3	1
358	до этого	1	1
359	говорит в	1	1
360	ли мы	1	1
361	этого не	1	1
362	и отношения	1	1
363	вот что	2	1
364	наших дней	3	1
365	а также	4	1
366	начала в	2	1
367	может случиться	1	1
368	героя с	1	1
369	я вдруг	2	1
370	в россии	1	1
371	он пуст	1	1
372	заключается в	1	1
373	на нее	1	1
374	и судьбы	1	1
375	одним из	6	1
376	больших романах	1	1
377	же по	1	1
378	она даже	1	1
379	на себя	3	1
380	верховенского с	1	1
381	позицию по	1	1
382	что не	1	1
383	как его	2	1
384	развития в	1	1
385	напомним что	2	1
386	в эпоху	12	1
387	нет он	1	1
388	петербургские сновидения	1	1
389	не есть	1	1
390	xviii века	3	1
391	именно в	3	1
392	девочка и	1	1
393	ведет к	3	1
394	очень широкое	1	1
395	игры в	1	1
396	и пусть	2	1
397	социального романа	1	1
398	линии романа	1	1
399	представление о	3	1
400	широко использовал	1	1
401	обоих случаях	1	1
402	с авантюрным	2	1
403	указывает на	2	1
404	вообще не	1	1
405	достоевского не	3	1
406	я и	2	1
407	но самое	1	1
408	жизни перед	1	1
409	тому что	1	1
410	эдгара по	2	1
411	в связи	2	1
412	лишь на	3	1
413	авантюрным сюжетом	1	1
414	бедных людей	1	1
415	связан и	1	1
416	очень важный	1	1
417	жизни были	1	1
418	встречается в	1	1
419	с ними	2	1
420	и она	2	1
421	милостыню на	1	1
422	вы так	1	1
423	и хочу	1	1
424	есть в	7	1
425	на земле	14	1
426	исповедь ставрогина	1	1
427	так вы	1	1
428	в своей	5	1
429	рядом с	2	1
430	вместе с	5	1
431	идеи не	1	1
432	и вместе	1	1
433	на этом	4	1
434	как мертвецы	1	1
435	всю эту	1	1
436	стремление к	1	1
437	жизни в	4	1
438	я хочу	1	1
439	роль в	1	1
440	не менее	4	1
441	не знать	1	1
442	перед собой	1	1
443	так сказать	8	1
444	эта тема	1	1
445	смертной казни	2	1
446	с криком	1	1
447	на все	4	1
448	и тонко	1	1
449	контекст в	1	1
450	и могут	2	1
451	бы не	1	1
452	в такой	1	1
453	со своей	2	1
454	и жизнь	2	1
455	но у	1	1
456	века в	4	1
457	своей среде	1	1
458	между собой	1	1
459	показывает его	1	1
460	ними как	1	1
461	власти и	2	1
462	в двух	3	1
463	сравнению с	6	1
464	по самой	1	1
465	это было	3	1
466	но уже	2	1
467	романе в	1	1
468	иван карамазов	1	1
469	в стихах	1	1
470	героя и	3	1
471	главе перед	1	1
472	в чем	1	1
473	ли это	1	1
474	ну да	1	1
475	в момент	1	1
476	и князя	1	1
477	все как	1	1
478	но мы	1	1
479	человеком и	1	1
480	и стал	2	1
481	а он	1	1
482	первостепенное значение	2	1
483	могло бы	3	1
484	он заявляет	1	1
485	или шут	1	1
486	времени так	1	1
487	достоевского тема	1	1
488	бы в	2	1
489	уже ни	1	1
490	в них	4	1
491	на них	2	1
492	и образ	1	1
493	во всех	15	1
494	на свете	2	1
495	бы сказали	1	1
496	к одному	2	1
497	братьях карамазовых	4	1
498	такие слова	1	1
499	с сознанием	1	1
500	во всяком	2	1
501	и потому	6	1
502	понятно что	1	1
503	это и	1	1
504	бесах с	1	1
505	о себе	2	1
506	к речи	1	1
507	в жизнь	2	1
508	совершенно не	4	1
509	самое главное	1	1
510	материалом для	1	1
511	но как	2	1
512	чем же	1	1
513	не является	1	1
514	в диалог	2	1
515	в котором	8	1
516	ему в	1	1
517	с самого	4	1
518	не могли	2	1
519	здесь достоевский	1	1
520	даже отчасти	1	1
521	восходит к	1	1
522	применении к	1	1
523	связи с	1	1
524	его а	1	1
525	в романах	5	1
526	господа я	1	1
527	к роману	1	1
528	достоевским вместе	1	1
529	силы и	2	1
530	мире достоевского	2	1
531	для ее	3	1
532	впервые встречается	1	1
533	хотя бы	6	1
534	она не	4	1
535	авантюры и	1	1
536	строится как	1	1
537	значение однако	1	1
538	этом мы	3	1
539	распространяется на	1	1
540	стихах и	1	1
541	знает но	1	1
542	и если	4	1
543	символическое значение	2	1
544	на другой	1	1
545	не хочу	1	1
546	но не	9	1
547	и глубоким	1	1
548	в другом	1	1
549	филипповна в	1	1
550	произведениях достоевского	4	1
551	этом мире	1	1
552	между тем	2	1
553	xvii века	3	1
554	в ней	8	1
555	вот почему	1	1
556	этих романов	1	1
557	в условиях	7	1
558	характерны для	5	1
559	они смеются	1	1
560	двойнике и	1	1
561	к своей	1	1
562	виктора гюго	1	1
563	в развитии	5	1
564	в которой	2	1
565	в образах	1	1
566	какой-то мере	5	1
567	лишь в	1	1
568	над которым	1	1
569	именно на	2	1
570	только один	1	1
571	добрую природу	1	1
572	а не	19	1
573	а за	2	1
574	а по	1	1
575	все образы	1	1
576	значение для	5	1
577	только на	3	1
578	и их	6	1
579	очень хорошо	3	1
580	он именно	1	1
581	есть и	4	1
582	ну а	2	1
583	романа прежде	1	1
584	своей страсти	1	1
585	его речи	1	1
586	в селе	1	1
587	это была	2	1
588	скандалов и	3	1
589	можно было	2	1
590	исповеди ставрогина	1	1
591	в форме	6	1
592	за пределы	7	1
593	а между	3	1
594	но только	2	1
595	образ илюшечки	1	1
596	конечно в	2	1
597	природу человека	1	1
598	себя на	1	1
599	рассказе бобок	2	1
600	романе бесы	1	1
601	мир на	1	1
602	даже не	1	1
603	большое значение	1	1
604	а смерть	1	1
605	творчества достоевского	13	1
606	и знает	1	1
607	в смерти	2	1
608	в xix	3	1
609	не вполне	1	1
610	друга и	1	1
611	в истории	4	1
612	главное главное	1	1
613	рассказывает о	1	1
614	по своей	12	1
615	человека с	3	1
616	стало быть	1	1
617	ту же	2	1
618	в обоих	1	1
619	высок и	1	1
620	над ним	1	1
621	человека и	10	1
622	говорили что	2	1
623	отметить что	3	1
624	прозе достоевский	1	1
625	на всю	1	1
626	или как	1	1
627	самого начала	5	1
628	см его	1	1
629	такие как	2	1
630	литературы и	4	1
631	всегда будет	1	1
632	жизни на	2	1
633	в карты	1	1
634	в настоящей	1	1
635	и т.д	5	1
636	всего этого	4	1
637	но этот	2	1
638	почти в	2	1
639	не раз	1	1
640	в какой-то	5	1
641	на вид	1	1
642	значение и	2	1
643	это же	1	1
644	последнее слово	2	1
645	но теперь	2	1
646	могло быть	1	1
647	знает и	1	1
648	рассказа но	1	1
649	x здесь	1	1
650	x мы	1	1
651	дистанция между	1	1
652	никогда в	1	1
653	к ним	5	1
654	и еще	2	1
655	но без	1	1
656	ведет беседу	1	1
657	и сильнее	1	1
658	он в	2	1
659	к ней	3	1
660	контакт с	1	1
661	как мы	12	1
662	литературы на	1	1
663	жизнь как	1	1
664	самой своей	2	1
665	достоевского этот	1	1
666	не для	1	1
667	и особенно	3	1
668	во многом	3	1
669	что тут	1	1
670	идея в	1	1
671	и о	3	1
672	не случайное	2	1
673	ее не	1	1
674	в голове	1	1
675	пародия на	1	1
676	его как	3	1
677	на уровне	1	1
678	образы и	1	1
679	в реальный	1	1
680	над собою	2	1
681	наряду с	6	1
682	той же	6	1
683	и др	18	1
684	характер ее	1	1
685	искусства но	1	1
686	по сравнению	6	1
687	характерно что	3	1
688	на пороге	22	1
689	обратимся к	1	1
690	в романе-фельетоне	1	1
691	в самое	3	1
692	из подполья	6	1
693	в высшей	1	1
694	для разработки	1	1
695	на родине	1	1
696	его поведения	1	1
697	на улице	1	1
698	слова в	3	1
699	и от	4	1
700	человека мы	1	1
701	и поныне	1	1
702	и есть	1	1
703	образа князя	1	1
704	все время	2	1
705	он использовал	1	1
706	в общем	2	1
707	причем в	2	1
708	и художественной	2	1
709	на этот	1	1
710	нами на	1	1
711	всю жизнь	1	1
712	из трех	1	1
713	этого нового	1	1
714	настасьи филипповны	8	1
715	селе степанчикове	1	1
716	такое время	1	1
717	для понимания	3	1
718	с сыном	1	1
719	согласиться с	1	1
720	этого слова	3	1
721	например в	8	1
722	в период	1	1
723	писателя в	1	1
724	что именно	2	1
725	а это	2	1
726	но если	4	1
727	три рассказа	1	1
728	достоевского но	4	1
729	в литературе	8	1
730	в сфере	1	1
731	в области	6	1
732	и по	5	1
733	нуждается в	1	1
734	ни за	1	1
735	человек не	1	1
736	это в	1	1
737	оскорбленных нелли	1	1
738	линии в	1	1
739	всяком случае	1	1
740	для чего	1	1
741	конце концов	1	1
742	не удалось	1	1
743	событий и	2	1
744	превратился в	1	1
745	да мне	1	1
746	устной речи	2	1
747	но со	1	1
748	носит в	1	1
749	и совершенно	3	1
750	он с	1	1
751	за счет	1	1
752	и наконец	4	1
753	что на	2	1
754	вплоть до	5	1
755	известной мере	3	1
756	ставрогине и	1	1
757	достоевского так	2	1
758	не к	3	1
759	людей в	2	1
760	строится на	1	1
761	материал произведения	1	1
762	чем у	1	1
763	высшей степени	1	1
764	романа не	1	1
