N	2gram	Losev_Vlad	Tvorches
234	личности и	2	4
235	не мог	10	4
236	как это	11	4
237	но только	3	4
238	и я	7	4
239	ту же	1	4
240	как известно	2	4
241	но без	1	4
242	заставляет нас	1	4
243	себя в	6	4
244	о его	7	4
245	и есть	2	4
246	известно что	2	4
247	этой книги	3	4
248	с ними	2	4
249	и одновременно	1	4
250	января года	6	4
251	в в	4	4
252	в которых	1	4
253	года и	3	4
254	по крайней	1	4
255	перед нами	1	4
256	№ с	3	4
257	нет ничего	1	4
258	это и	2	4
259	его и	2	4
260	и более	1	4
261	с чувством	1	4
262	времени и	1	4
263	при помощи	1	4
264	той же	6	4
265	и будущего	1	4
266	в произведениях	1	4
267	того что	6	4
268	чуть ли	1	4
269	это был	5	4
270	xix веке	1	4
271	и тут	2	4
272	он же	2	4
273	отказаться от	1	4
274	дело в	7	4
275	было в	1	4
276	к жизни	2	4
277	особенно в	2	4
278	на свете	1	4
279	личности в	1	4
280	с самого	1	4
281	он говорит	2	4
282	он ни	1	4
283	апреля года	2	4
284	но он	7	4
285	в частности	4	4
286	еще в	5	4
287	далеко не	1	4
288	у нее	1	4
289	из жизни	1	4
290	т ii	6	4
291	и наконец	2	4
292	что на	2	4
293	и к	10	3
294	от него	3	3
295	в настоящем	1	3
296	только что	2	3
297	декабря года	6	3
298	кроме того	12	3
299	октября года	5	3
300	в с	7	3
301	другой стороны	3	3
302	но что	5	3
303	по себе	3	3
304	связь с	1	3
305	мысль о	1	3
306	в мир	1	3
307	в жизни	4	3
308	но когда	1	3
309	так например	3	3
310	м т	1	3
311	к тому	5	3
312	на все	3	3
313	во всяком	8	3
314	можно сказать	10	3
315	больше чем	2	3
316	д в	1	3
317	вот почему	1	3
318	в этот	5	3
319	из письма	3	3
320	точно так	2	3
321	в одном	2	3
322	перед ним	1	3
323	на миг	1	3
324	и еще	3	3
325	бога и	3	3
326	сказать что	14	3
327	м о	1	3
328	воли и	2	3
329	спб с	2	3
330	едва ли	3	3
331	не то	3	3
332	то в	6	3
333	на протяжении	1	3
334	к себе	2	3
335	время в	4	3
336	мы знаем	5	3
337	несмотря на	7	3
338	то у	1	3
339	тому же	3	3
340	для того	4	3
341	на себя	3	3
342	я и	2	3
343	князя и	1	3
344	не есть	4	3
345	веру в	1	3
346	в себя	1	3
347	действительности и	1	3
348	со всеми	1	3
349	и мир	1	3
350	на этом	3	3
351	говорил о	1	3
352	в философии	2	3
353	него есть	1	3
354	всяком случае	8	3
355	совсем не	7	3
356	и тем	2	3
357	но зато	2	3
358	и что	11	3
359	как уже	2	3
360	даже не	3	3
361	вот в	1	3
362	году в	3	3
363	что для	5	3
364	оба они	3	3
365	его как	2	3
366	и др	1	3
367	человека как	3	3
368	любви к	2	3
369	его к	3	3
370	гораздо более	1	3
371	и особенно	6	3
372	в статье	2	3
373	вплоть до	4	3
374	во второй	3	3
375	же самая	1	3
376	письма т	19	3
377	если в	1	3
378	для себя	6	3
379	года он	16	3
380	от этой	1	3
381	сводится к	1	3
382	себе не	2	3
383	во имя	1	3
384	до этого	1	3
385	а г	1	3
386	заключается в	1	3
387	может не	1	3
388	никто не	1	3
389	да и	6	3
390	о котором	2	3
391	со стороны	5	3
392	ни на	1	3
393	году он	5	3
394	и если	8	3
395	во мне	2	3
396	и тогда	1	3
397	в которую	2	3
398	в письмах	1	3
399	и до	4	3
400	к людям	1	3
401	нет и	2	3
402	как мы	17	3
403	характера и	1	3
404	на этот	9	3
405	только с	1	3
406	друг друга	3	3
407	жизни не	1	3
408	жизни но	1	3
409	как к	4	3
410	но на	3	3
411	нет ни	1	3
412	свидетельствует о	3	3
413	и вот	5	3
414	он и	8	3
415	что с	3	3
416	ее в	1	3
417	на самом	1	3
418	у нас	11	3
419	в русском	2	3
420	мы находим	2	3
421	не существует	1	3
422	или в	1	3
423	этого вопроса	1	3
424	но уже	3	3
425	для которого	1	3
426	тут и	1	3
427	он чувствует	1	3
428	не по	2	3
429	в ней	5	3
430	просто не	2	3
431	по этому	3	3
432	из этих	5	3
433	в него	1	3
434	а по	3	3
435	не с	1	3
436	с ее	1	3
437	в начале	7	3
438	а ф	9	3
439	лишь в	3	3
440	отношение к	7	3
441	к ней	7	3
442	одного из	1	3
443	собр соч	1	3
444	во многих	2	3
445	сердце и	1	3
446	жизни и	8	3
447	а н	14	3
448	в области	3	3
449	и только	1	3
450	это в	2	3
451	к другим	1	3
452	человек может	1	2
453	все что	2	2
454	же и	1	2
455	и лишь	1	2
456	вообще говоря	2	2
457	которая в	1	2
458	познания и	1	2
459	не мешает	2	2
460	он всегда	2	2
461	с самим	2	2
462	эта идея	1	2
463	этот момент	2	2
464	общения с	1	2
465	время не	1	2
466	представлений о	1	2
467	же году	2	2
468	в результате	6	2
469	ясно что	2	2
470	как было	2	2
471	вот что	7	2
472	жизнь в	2	2
473	из нее	1	2
474	и добра	1	2
475	вопросы философии	4	2
476	феврале года	1	2
477	меня в	2	2
478	с тем	4	2
479	я от	1	2
480	только через	1	2
481	их в	3	2
482	и очень	5	2
483	одновременно и	1	2
484	от декабря	4	2
485	его личной	1	2
486	когда в	1	2
487	но мы	3	2
488	ее был	1	2
489	всякого рода	3	2
490	не прав	1	2
491	нам представляется	3	2
492	а что	3	2
493	г в	3	2
494	сам же	1	2
495	и того	1	2
496	в данном	1	2
497	жизнь для	1	2
498	из других	1	2
499	не могли	2	2
500	то это	4	2
501	в действительности	1	2
502	расхождения с	1	2
503	которой он	7	2
504	он был	20	2
505	духовной жизни	1	2
506	нет смысла	1	2
507	только как	1	2
508	но даже	3	2
509	это его	1	2
510	представлял себе	1	2
511	же у	1	2
512	отходит от	1	2
513	к своей	2	2
514	когда она	1	2
515	самого себя	1	2
516	он писал	5	2
517	свою очередь	2	2
518	так мы	1	2
519	жизни он	1	2
520	но этот	3	2
521	пока еще	2	2
522	как на	2	2
523	настоящее время	2	2
524	однако эти	1	2
525	нас на	1	2
526	когда человек	1	2
527	н г	5	2
528	скандала и	1	2
529	у а	1	2
530	от матери	1	2
531	л н	3	2
532	содержит в	1	2
533	году и	2	2
534	по поводу	15	2
535	с темой	1	2
536	средство к	1	2
537	о чем	6	2
538	точка зрения	1	2
539	не просто	1	2
540	того же	11	2
541	свои собственные	1	2
542	жизни с	2	2
543	чувствовал что	1	2
544	жизнь и	3	2
545	во всех	4	2
546	не зная	1	2
547	здесь нет	1	2
548	и среди	1	2
549	зла и	1	2
550	но тот	1	2
551	добрые люди	1	2
552	с одной	1	2
553	на том	1	2
554	в произведении	2	2
555	внимание на	1	2
556	начала и	2	2
557	на этих	2	2
558	как раз	7	2
559	тем не	8	2
560	которого он	2	2
561	указал на	1	2
562	после этого	2	2
563	чем у	2	2
564	в качестве	7	2
565	в тот	3	2
566	с другими	1	2
567	это очень	1	2
568	у этого	1	2
569	мировоззрения и	1	2
570	мы все	1	2
571	и притом	5	2
572	связи с	7	2
573	ли и	1	2
574	лицо его	1	2
575	соловьев в	21	2
576	как его	1	2
577	xviii века	1	2
578	тому что	1	2
579	человек и	1	2
580	в связи	9	2
581	и достоевского	1	2
582	между прочим	18	2
583	не отрицал	2	2
584	в свой	3	2
585	в двух	1	2
586	был не	3	2
587	имеют для	2	2
588	не нужно	1	2
589	что как	1	2
590	и м	3	2
591	но как	6	2
592	определен как	1	2
593	мы уже	8	2
594	когда я	1	2
595	во что	1	2
596	в быту	1	2
597	он стал	3	2
598	кажется что	3	2
599	не будет	1	2
600	ii с	5	2
601	и та	1	2
602	в тех	3	2
603	но отнюдь	1	2
604	в современной	1	2
605	по своей	4	2
606	сравнительно с	3	2
607	он еще	1	2
608	было бы	7	2
609	я в	4	2
610	целом и	1	2
611	слова из	1	2
612	что во	2	2
613	в доме	7	2
614	с которым	4	2
615	зато в	1	2
616	в силу	1	2
617	пушкина и	2	2
618	из этого	6	2
619	время он	3	2
620	а как	1	2
621	в петербург	8	2
622	а главное	2	2
623	его можно	1	2
624	эту тему	2	2
625	против этого	2	2
626	очень важно	1	2
627	и считает	1	2
628	и против	1	2
629	и здесь	3	2
630	о своих	2	2
631	и свою	1	2
632	его из	1	2
633	жизни а	1	2
634	с такой	1	2
635	на первом	4	2
636	со своего	1	2
637	и должно	1	2
638	большую роль	1	2
639	была бы	1	2
640	человек с	1	2
641	с принципами	1	2
642	в сущности	2	2
643	нас за	1	2
644	о которой	3	2
645	же день	1	2
646	для них	2	2
647	в отношении	5	2
648	ни в	4	2
649	не могут	2	2
650	за что	2	2
651	должен был	3	2
652	ли с	1	2
653	здесь мы	4	2
654	находим у	1	2
655	этот факт	2	2
656	одновременно с	2	2
657	столь же	1	2
658	еще с	2	2
659	тоже не	2	2
660	н толстого	2	2
661	не знал	1	2
662	как о	1	2
663	к его	5	2
664	сам с	2	2
665	это время	7	2
666	не имеет	2	2
667	ли он	2	2
668	у одного	2	2
669	которого не	1	2
670	знает что	1	2
671	философии но	2	2
672	не во	1	2
673	отказался от	1	2
674	ни к	2	2
675	в россию	5	2
676	то он	7	2
677	оставаться на	1	2
678	родился в	1	2
679	я должен	2	2
680	наконец в	3	2
681	того чтобы	4	2
682	и поэтому	1	2
683	у меня	3	2
684	а может	1	2
685	в стихотворении	3	2
686	а через	2	2
687	и уже	1	2
688	и теперь	4	2
689	что если	3	2
690	интерес и	2	2
691	отношении к	2	2
692	но сам	1	2
693	о своем	3	2
694	от других	1	2
695	него с	1	2
696	не потому	1	2
697	мир а	1	2
698	выступает против	1	2
699	если у	2	2
700	а во	1	2
701	им в	3	2
702	н а	1	2
703	что же	11	2
704	основан на	1	2
705	он в	4	2
706	он все	2	2
707	он написал	4	2
708	в глазах	1	2
709	говорил что	2	2
710	о русских	1	2
711	относился к	4	2
712	не стоит	1	2
713	не из	2	2
714	же он	1	2
715	июля года	3	2
716	в другое	1	2
717	меня не	2	2
718	высшей степени	1	2
719	ответ на	2	2
720	что ему	1	2
721	этой области	2	2
722	сам он	2	2
723	о человеке	1	2
724	том числе	1	2
725	где он	5	2
726	он как	4	2
727	н к	3	2
728	в формах	1	2
729	о нем	9	2
730	во время	4	2
731	и всегда	4	2
732	со своим	5	2
733	никуда не	2	2
734	слова не	1	2
735	первом плане	2	2
736	в египте	3	2
737	в таких	1	2
738	образом в	2	2
739	от апреля	1	2
740	в эпоху	1	2
741	обращаясь в	1	2
742	всю жизнь	4	2
743	указывает на	2	2
744	очень много	2	2
745	или даже	1	2
746	смерти в	1	2
747	не столь	2	2
748	сразу же	1	2
749	и без	2	2
750	людям в	1	2
751	и вообще	12	2
752	свободных от	1	2
753	людей в	2	2
754	интереса к	3	2
755	к одному	1	2
756	ко всему	4	2
757	за то	2	2
758	а к	24	2
759	же это	1	2
760	не могу	2	2
761	она не	3	2
762	характера в	1	2
763	не любил	3	2
764	от всех	1	2
765	уже после	2	2
766	но она	4	2
767	любил и	3	2
768	всех этих	3	2
769	на людей	1	2
770	всегда было	1	2
771	и и	8	2
772	только то	1	2
773	человека с	2	2
774	на вид	1	2
775	уже тогда	4	2
776	что можно	4	2
777	а скорее	1	2
778	со своими	4	2
779	в большой	1	2
780	и о	6	2
781	в высшей	2	2
782	повлияли на	1	2
783	же в	3	2
784	в создании	1	2
785	все более	1	2
786	конце концов	6	2
787	однако все	1	2
788	он с	1	2
789	есть не	1	2
790	не к	2	2
791	указывал на	3	1
792	которое однако	1	1
793	и учение	1	1
794	был и	3	1
795	политической экономии	1	1
796	заметим что	1	1
797	для всех	2	1
798	и видимо	1	1
799	в возможности	1	1
800	писателя и	1	1
801	мы и	4	1
802	религии и	1	1
803	не понимает	1	1
804	уверенности что	1	1
805	он остановился	1	1
806	а когда	1	1
807	всю ночь	2	1
808	чего не	1	1
809	не питал	2	1
810	с двух	1	1
811	которые не	1	1
812	к этой	4	1
813	совместима с	1	1
814	к михайловский	1	1
815	мне что	1	1
816	сверх того	1	1
817	он сначала	1	1
818	всей жизни	4	1
819	богословия и	1	1
820	она всегда	2	1
821	было его	1	1
822	любовь к	1	1
823	вопросу о	1	1
824	а вот	3	1
825	их жизни	1	1
826	но тем	1	1
827	жить и	1	1
828	вышла в	3	1
829	старший брат	1	1
830	я тоже	1	1
831	и совсем	1	1
832	всем и	1	1
833	нас в	2	1
834	ярко выраженной	1	1
835	не хочет	1	1
836	и призраки	1	1
837	из тупика	1	1
838	самом же	1	1
839	требует от	1	1
840	одно из	1	1
841	тогда же	2	1
842	людьми но	1	1
843	высоко ценил	2	1
844	них совершенно	1	1
845	бытность свою	1	1
846	имеем не	1	1
847	чтобы на	1	1
848	отдельно от	1	1
849	отношений в	2	1
850	которую он	6	1
851	то человек	1	1
852	вопрос об	1	1
853	характере этого	1	1
854	и веры	1	1
855	и самые	1	1
856	а напротив	1	1
857	но все	3	1
858	его дома	2	1
859	можно говорить	2	1
860	мне кажется	2	1
861	равно как	1	1
862	бросил университет	1	1
863	эта книга	2	1
864	большей частью	1	1
865	вы мне	1	1
866	что весь	1	1
867	к обществу	1	1
868	слабого и	1	1
869	уже на	3	1
870	говорят о	1	1
871	из всего	1	1
872	его личности	2	1
873	основании всех	1	1
874	известный русский	1	1
875	ведь был	1	1
876	т i	7	1
877	ранний период	1	1
878	его отец	1	1
879	мая года	3	1
880	что по	1	1
881	у которого	3	1
882	взглядам весьма	1	1
883	соответствует его	1	1
884	человеке и	1	1
885	он описывает	1	1
886	согласен и	1	1
887	на каторгу	1	1
888	время это	1	1
889	же после	1	1
890	склонен к	1	1
891	через три	1	1
892	и психологии	7	1
893	этой стороны	1	1
894	свою собственную	1	1
895	над историей	1	1
896	разные стороны	1	1
897	в письме	16	1
898	и стал	3	1
899	был глубоко	2	1
900	относиться к	2	1
901	было написано	1	1
902	после его	1	1
903	время с	2	1
904	в iii	1	1
905	в среду	1	1
906	разочарованием в	1	1
907	очерки и	1	1
908	необходимо сказать	5	1
909	еще от	1	1
910	всего и	1	1
911	и благословил	1	1
912	с конца	1	1
913	в обществе	1	1
914	можно считать	3	1
915	и такие	2	1
916	вопрос о	1	1
917	раз и	4	1
918	н ф	5	1
919	даже и	12	1
920	некоторого рода	2	1
921	представления о	1	1
922	философии против	1	1
923	в противоположность	1	1
924	адом и	1	1
925	всего этого	1	1
926	и свое	2	1
927	одной стороны	1	1
928	л и	1	1
929	почти в	1	1
930	любил он	2	1
931	не имею	1	1
932	из достоевского	1	1
933	его сердце	1	1
934	к михайловского	2	1
935	роман с	1	1
936	уже о	3	1
937	конце жизни	1	1
938	уже было	1	1
939	в руках	1	1
940	таким же	1	1
941	книги как	1	1
942	с помощью	1	1
943	невозможно не	1	1
944	между двумя	1	1
945	пошел на	1	1
946	одновременно он	1	1
947	об отношении	1	1
948	ему даже	1	1
949	но они	1	1
950	он после	1	1
951	встречи с	1	1
952	в различных	1	1
953	гордился своим	1	1
954	связь между	1	1
955	был напечатан	1	1
956	с в	6	1
957	он вернулся	1	1
958	в журнале	2	1
959	душу и	1	1
960	и те	1	1
961	не что	2	1
962	подробно описывает	1	1
963	литературного критика	1	1
964	даже с	1	1
965	является как	2	1
966	представляет в	1	1
967	до того	1	1
968	как существо	1	1
969	понять в	1	1
970	было сказано	2	1
971	пристрастии к	1	1
972	сила и	1	1
973	середины века	1	1
974	в прошлом	1	1
975	мало чем	1	1
976	опять в	3	1
977	выше мы	3	1
978	к ним	1	1
979	и любви	1	1
980	духовной жизнью	1	1
981	вообще и	1	1
982	представляется что	1	1
983	обстоятельно и	1	1
984	самым свое	1	1
985	я с	1	1
986	всегда считал	1	1
987	дает нам	1	1
988	него не	4	1
989	кладбища и	1	1
990	для всей	1	1
991	она ни	1	1
992	ним что	1	1
993	сдать в	1	1
994	том чтобы	4	1
995	о тех	1	1
996	реального существования	1	1
997	быть в	1	1
998	в нашем	5	1
999	у себя	1	1
1000	с этими	4	1
1001	под названием	5	1
1002	веры но	1	1
1003	как я	2	1
1004	чего он	2	1
1005	полного непонимания	1	1
1006	который раньше	1	1
1007	поведения это	1	1
1008	есть только	1	1
1009	не одно	1	1
1010	в атмосфере	1	1
1011	ним на	1	1
1012	от них	1	1
1013	другие его	1	1
1014	а мы	3	1
1015	эта тенденция	1	1
1016	фет а	1	1
1017	нет никаких	2	1
1018	к этим	1	1
1019	весьма высоко	1	1
1020	писал в	1	1
1021	он считал	2	1
1022	это объяснение	1	1
1023	и мало	1	1
1024	свое собственное	1	1
1025	вся эта	3	1
1026	самые серьезные	1	1
1027	не делал	1	1
1028	к брату	2	1
1029	все мы	1	1
1030	бы то	2	1
1031	лондон и	1	1
1032	в самую	1	1
1033	только не	2	1
1034	живости и	1	1
1035	воду из	1	1
1036	этот ужас	1	1
1037	по возвращении	5	1
1038	поскольку в	3	1
1039	а наоборот	1	1
1040	от его	1	1
1041	что иное	2	1
1042	еще раньше	1	1
1043	года к	3	1
1044	не слишком	1	1
1045	и всей	1	1
1046	жизни так	1	1
1047	вскоре после	1	1
1048	пишет а	1	1
1049	вообще а	1	1
1050	отец ее	1	1
1051	что сам	3	1
1052	и вместе	1	1
1053	такого рода	4	1
1054	это письмо	1	1
1055	что уже	1	1
1056	первый раз	1	1
1057	к жене	1	1
1058	смысле в	1	1
1059	этот метод	1	1
1060	другое и	1	1
1061	его биографии	4	1
1062	весь день	1	1
1063	есть его	1	1
1064	а и	1	1
1065	ни было	1	1
1066	под псевдонимом	3	1
1067	процесса на	1	1
1068	него самого	1	1
1069	это человек	1	1
1070	человечество на	1	1
1071	чтобы иметь	1	1
1072	что такое	3	1
1073	с каждым	2	1
1074	и за	3	1
1075	отнести и	1	1
1076	перешел к	1	1
1077	как можно	1	1
1078	он тогда	1	1
1079	ли можно	1	1
1080	чем в	2	1
1081	отражение той	1	1
1082	в будущем	2	1
1083	бога не	1	1
1084	положение и	1	1
1085	в разные	1	1
1086	в несколько	1	1
1087	время во	1	1
1088	как видно	1	1
1089	как результат	1	1
1090	именно здесь	2	1
1091	всех его	1	1
1092	будто бы	2	1
1093	что за	1	1
1094	до года	2	1
1095	цитаты из	1	1
1096	это мы	5	1
1097	ужасом и	1	1
1098	в день	1	1
1099	и болезненное	1	1
1100	дальнейшем мы	1	1
1101	с представлением	1	1
1102	из парижа	3	1
1103	и хорошо	1	1
1104	государства и	1	1
1105	родственники и	1	1
1106	восходящего к	1	1
1107	и всю	1	1
1108	из трех	3	1
1109	историю как	1	1
1110	протестовал против	1	1
1111	летом года	6	1
1112	характер и	1	1
1113	я совершенно	1	1
1114	глубиной и	1	1
1115	бог с	2	1
1116	учение о	2	1
1117	между ними	2	1
1118	личности с	2	1
1119	время как	3	1
1120	после появления	1	1
1121	всеми его	1	1
1122	и перед	1	1
1123	что никто	1	1
1124	анализирует в	1	1
1125	нет нужды	1	1
1126	характер но	2	1
1127	если я	1	1
1128	уже давно	3	1
1129	это сновидение	1	1
1130	последнего как	1	1
1131	незадолго до	1	1
1132	письме к	14	1
1133	в субъективном	1	1
1134	о которых	1	1
1135	больше всего	3	1
1136	же касается	8	1
1137	и реалистически	1	1
1138	внес в	1	1
1139	себе и	2	1
1140	это тоже	1	1
1141	на себе	1	1
1142	что их	1	1
1143	он чувствовал	1	1
1144	под влиянием	6	1
1145	в других	1	1
1146	написал и	1	1
1147	своей любовью	1	1
1148	человека а	1	1
1149	кто из	1	1
1150	сказал он	1	1
1151	глубокой и	2	1
1152	на которую	1	1
1153	остается в	1	1
1154	были в	2	1
1155	я его	3	1
1156	видения и	1	1
1157	мы можем	1	1
1158	это ведь	1	1
1159	того в	2	1
1160	в москву	3	1
1161	из последних	1	1
1162	вообще в	4	1
1163	в париже	8	1
1164	и откровенно	1	1
1165	из воспоминаний	3	1
1166	человека он	1	1
1167	ведь в	1	1
1168	письмо и	1	1
1169	молодой человек	2	1
1170	его целиком	1	1
1171	чтобы он	3	1
1172	на другой	1	1
1173	то ни	2	1
1174	многих случаях	1	1
1175	с какой	2	1
1176	человека должно	1	1
1177	на весь	1	1
1178	таков был	1	1
1179	в ответ	2	1
1180	основном с	1	1
1181	котором уже	1	1
1182	был склонен	3	1
1183	как сам	1	1
1184	году когда	1	1
1185	в детстве	2	1
1186	однако эта	2	1
1187	всей этой	2	1
1188	своего времени	2	1
1189	некоторое представление	1	1
1190	за ними	1	1
1191	нужно сказать	2	1
1192	с годами	1	1
1193	хотя в	2	1
1194	в п	1	1
1195	i с	5	1
1196	почти всегда	1	1
1197	который мы	1	1
1198	в нас	4	1
1199	была не	3	1
1200	не творит	1	1
1201	от своего	2	1
1202	к толстому	2	1
1203	также и	13	1
1204	отчасти в	1	1
1205	что бы	2	1
1206	в семье	3	1
1207	над ним	1	1
1208	литературы и	2	1
1209	с удовольствием	1	1
1210	она была	2	1
1211	которого в	1	1
1212	их и	1	1
1213	этот период	2	1
1214	характера его	1	1
1215	своего поведения	1	1
1216	не раз	5	1
1217	другой день	1	1
1218	возможно что	1	1
1219	конца и	1	1
1220	общего с	1	1
1221	и никогда	2	1
1222	главным образом	5	1
1223	два года	2	1
1224	вера в	4	1
1225	всегда не	1	1
1226	бы его	2	1
1227	найти в	1	1
1228	времени между	1	1
1229	он прямо	2	1
1230	софья андреевна	2	1
1231	условия для	1	1
1232	это делает	3	1
1233	потом с	1	1
1234	он даже	3	1
1235	что может	1	1
1236	что только	1	1
1237	даже самого	1	1
1238	на историю	1	1
1239	об этих	3	1
1240	однако по	1	1
1241	ней в	1	1
1242	деле это	1	1
1243	человечество в	1	1
1244	и нравственной	1	1
1245	на место	1	1
1246	автора как	1	1
1247	на подобные	1	1
1248	этом у	1	1
1249	сказать о	2	1
1250	с с	5	1
1251	и толстой	2	1
1252	это совершенно	1	1
1253	речи о	1	1
1254	ему еще	1	1
1255	от октября	1	1
1256	случае это	1	1
1257	очень рано	1	1
1258	солидарен с	1	1
1259	до его	1	1
1260	раньше чем	1	1
1261	что до	1	1
1262	он говорил	2	1
1263	он начал	1	1
1264	можно только	1	1
1265	из окна	2	1
1266	на месте	2	1
1267	почему он	2	1
1268	и ту	2	1
1269	в особенности	4	1
1270	при жизни	4	1
1271	на жизнь	1	1
1272	однако и	1	1
1273	более резко	1	1
1274	прямо и	2	1
1275	то время	6	1
1276	было но	1	1
1277	эти его	1	1
1278	по всем	3	1
1279	друга в	1	1
1280	время я	1	1
1281	а пустым	1	1
1282	нечто внешнее	1	1
1283	своего имени	1	1
1284	его юношеские	1	1
1285	забывать о	1	1
1286	с и	4	1
1287	вскоре он	1	1
1288	которой не	1	1
1289	он только	1	1
1290	довольно точно	1	1
1291	во власти	1	1
1292	теперь в	1	1
1293	можно назвать	1	1
1294	я никогда	3	1
1295	и философии	2	1
1296	в бытность	1	1
1297	в лондон	3	1
1298	нашей действительности	1	1
1299	со второй	1	1
1300	дела в	1	1
1301	связанное с	1	1
1302	и из	5	1
1303	никак не	6	1
1304	событиям и	1	1
1305	по адресу	1	1
1306	он на	1	1
1307	детьми в	1	1
1308	будущем и	1	1
1309	истории в	2	1
1310	жизни именно	1	1
1311	на лице	1	1
1312	поэтому в	1	1
1313	с симпатией	1	1
1314	в иване	1	1
1315	самодура и	1	1
1316	разного рода	8	1
1317	его но	1	1
1318	из главнейших	1	1
1319	к выводу	1	1
1320	когда его	1	1
1321	разобраться в	1	1
