N	3gram	Tiupa_Lite	DiskursI
119	этом своем качестве	1	2
120	как мы видели	1	2
121	с самого начала	1	2
122	и то что	2	2
123	в рамках которого	1	2
124	в хх веке	8	2
125	из того же	1	2
126	в творчестве чехова	1	2
127	к себе самому	1	2
128	едва ли не	5	2
129	в начале х	1	2
130	и не только	1	2
131	а также и	1	2
132	прежде всего в	4	2
133	все того же	1	2
134	первого и второго	1	2
135	что он не	1	1
136	а лирический герой	4	1
137	как и во	1	1
138	тем более не	1	1
139	в области художественного	1	1
140	области художественного письма	1	1
141	т.п такого рода	1	1
142	в действительности это	1	1
143	художественного письма своего	1	1
144	и тем самым	2	1
145	всего божьего света	1	1
146	художественного письма в	1	1
147	сознания в формах	2	1
148	на наш взгляд	7	1
149	факторов художественного впечатления	2	1
150	взгляд изнутри и	1	1
151	одна из ранних	1	1
152	адресата а не	1	1
153	речь не идет	1	1
154	в себя и	2	1
155	становится своего рода	1	1
156	в xix веке	1	1
157	но исключительно в	1	1
158	явилось одним из	1	1
159	выходит за рамки	1	1
160	в самом деле	1	1
161	это приводит к	1	1
162	что ведет к	1	1
163	для того чтобы	1	1
164	то есть оказывается	1	1
165	в романтическую эпоху	1	1
166	особую и весьма	1	1
167	как то было	1	1
168	читателем гораздо скучнее	1	1
169	требует от личности	1	1
170	не несет в	1	1
171	в своем составе	2	1
172	х годов в	2	1
173	говорит о себе	1	1
174	так или иначе	8	1
175	ставят перед собой	1	1
176	до сих пор	1	1
177	начале х годов	1	1
178	и не должно	1	1
179	может быть названа	2	1
180	от всего божьего	1	1
181	письма своего рода	1	1
182	иметь в виду	1	1
183	слово сплочены слова	1	1
184	в отношении к	1	1
185	текста но и	1	1
186	если и не	1	1
187	между тем как	1	1
188	и т.д если	1	1
189	я и ты	2	1
190	лирического героя в	2	1
191	никогда не бывает	1	1
192	столь характерный для	1	1
193	тех или иных	2	1
194	всего в том	1	1
195	а потому и	1	1
196	в пределах одной	1	1
197	человеческого я в	1	1
198	в россии в	1	1
199	не могло быть	2	1
200	самоопределение личности по	1	1
201	не только на	1	1
202	но и от	1	1
203	и в пределах	1	1
204	принципе не может	1	1
205	одним из наиболее	2	1
206	тогда как новый	1	1
207	это всего лишь	2	1
208	например в стихотворении	1	1
209	как раз и	1	1
210	ни к какой	1	1
211	в связи с	4	1
212	от первого лица	1	1
213	вовсе не является	1	1
214	столкновения и взаимодействия	1	1
215	но все же	1	1
216	в другом месте	1	1
217	об одном из	1	1
218	лирический герой тютчева	2	1
219	в качестве своего	1	1
220	покойного ивана петровича	1	1
221	из того что	2	1
222	скучнее чем одному	1	1
223	в равной мере	2	1
224	еще и в	1	1
225	того же цикла	1	1
226	принципиальное различие между	1	1
227	в принципе не	2	1
228	полном соответствии с	1	1
229	и в этом	1	1
230	в этом последнем	1	1
231	в силу его	1	1
232	или иной строй	1	1
233	может и не	1	1
234	и т.п такого	1	1
235	во второй половине	1	1
236	в ответ на	1	1
237	в евгении онегине	1	1
238	интересующего нас явления	1	1
239	эстетической деятельности в	2	1
240	а не с	1	1
241	за то что	2	1
242	прежде всего это	1	1
243	стороны и к	1	1
244	как с позиции	1	1
245	все тот же	1	1
246	не для себя	1	1
247	в своего рода	1	1
248	при всем своем	1	1
249	в полном соответствии	1	1
250	трагедии шекспира или	1	1
251	в ценностном центре	1	1
252	в эпоху классического	1	1
253	на то что	1	1
254	искусство слова в	1	1
255	тех же ситуаций	1	1
256	не только от	1	1
257	всем многообразии ее	1	1
258	является своего рода	1	1
259	может быть ни	1	1
260	в этом же	1	1
261	с той же	1	1
262	на этом свете	1	1
263	ли не наиболее	1	1
264	о себе как	1	1
265	в это время	1	1
266	на второй план	1	1
267	ему по своей	1	1
268	героя и читателя	1	1
269	для другого он	1	1
270	том или ином	1	1
271	ту или иную	2	1
272	в целом ряде	2	1
273	только в качестве	1	1
274	не в состоянии	1	1
275	не идет о	1	1
276	гегель именовал веком	1	1
277	жизни но и	1	1
278	и тем более	1	1
279	этой фразы можно	1	1
280	коммуникативного события общения	1	1
281	в стихах и	2	1
282	фразы можно сказать	1	1
283	последних вопросов бытия	1	1
284	при этом не	1	1
285	тем более что	1	1
286	лирический герой мандельштама	1	1
287	не может стать	1	1
288	такой же как	1	1
289	перед нами не	1	1
290	тейяр де шарден	1	1
291	хотя бы на	1	1
292	гораздо скучнее чем	1	1
293	присутствия я в	1	1
294	в чем и	1	1
295	на самом деле	1	1
296	я и сверх-я	1	1
297	со стороны субъекта	1	1
298	эстетическое переживание переживания	1	1
299	в войне и	1	1
300	более не сводится	1	1
301	а нередко и	1	1
302	может быть выявлено	1	1
303	как и следовало	1	1
304	такова же и	1	1
305	в своих истоках	1	1
306	можно было бы	2	1
307	именовал веком героев	1	1
308	не подлежит сомнению	1	1
309	но в большинстве	1	1
310	однако и в	1	1
311	пределах одной фразы	1	1
312	только потому что	1	1
313	во всех этих	1	1
314	переходного обряда инициации	1	1
315	к личностному самоопределению	1	1
316	в этом качестве	1	1
317	в этой связи	1	1
318	именно в том	1	1
319	значительную роль в	1	1
320	в художественном мире	2	1
321	как и само	1	1
322	в своих границах	1	1
323	том что он	1	1
324	чем и состоит	1	1
325	с читателем гораздо	1	1
326	не могут быть	1	1
327	в сущности только	1	1
328	может быть описан	1	1
329	войне и мире	1	1
330	поистине может быть	1	1
331	крайней мере двух	1	1
332	внешнее и внутреннее	1	1
333	может позволить себе	1	1
334	в слово сплочены	1	1
335	между я и	4	1
336	как одной из	1	1
337	и художественного письма	1	1
338	конечном счете оказывается	2	1
339	и второго лица	1	1
340	нет и не	1	1
341	как уже отмечалось	1	1
342	в чистом виде	1	1
343	имеем дело с	1	1
344	после того как	1	1
345	том что не	1	1
346	в этом контексте	1	1
347	пребывания в мире	1	1
