N	2gram	Tiupa_Anal	EvropaiC
173	всех этих	1	4
174	есть культура	1	4
175	в одну	3	4
176	то же	7	4
177	никогда не	7	4
178	ближе к	2	3
179	во всем	5	3
180	на почве	3	3
181	от него	1	3
182	а наоборот	1	3
183	данном случае	11	3
184	и по	3	3
185	в начале	10	3
186	с одной	3	3
187	за ними	1	3
188	еще больше	1	3
189	даже в	6	3
190	в нашем	4	3
191	в разных	1	3
192	как у	3	3
193	для нас	1	3
194	прежде всего	7	3
195	у нас	1	3
196	одно из	3	3
197	целом ряде	1	3
198	в этих	2	3
199	что по	4	3
200	в нем	3	3
201	заключается в	1	3
202	очевидно что	2	3
203	в жизни	2	3
204	в связи	1	3
205	случаях когда	1	3
206	по одному	1	3
207	же как	1	3
208	на земле	1	3
209	в истории	1	3
210	вследствие этого	1	3
211	в сторону	2	3
212	и вообще	1	3
213	тем более	3	3
214	жизнь и	3	3
215	только одно	1	3
216	и того	4	3
217	и потому	3	3
218	в данном	12	3
219	и других	1	3
220	отличие от	5	3
221	вопрос о	1	3
222	но даже	1	3
223	в ней	2	3
224	и может	2	3
225	что если	1	3
226	если же	1	3
227	должны быть	1	3
228	с этой	1	3
229	может служить	2	3
230	это не	4	3
231	в тех	2	3
232	тем самым	8	3
233	и до	2	3
234	уже и	1	3
235	каждый из	2	3
236	а в	17	3
237	а лишь	2	3
238	как известно	3	3
239	было бы	6	3
240	как мы	4	3
241	этой истории	1	3
242	мы будем	1	3
243	образом в	1	3
244	но не	13	3
245	таким же	4	3
246	бы в	1	3
247	одного и	4	3
248	тот же	3	3
249	и наконец	1	3
250	одной и	2	2
251	с которыми	1	2
252	и весь	1	2
253	что они	3	2
254	только не	3	2
255	во втором	4	2
256	в гораздо	1	2
257	все его	2	2
258	что у	3	2
259	мы и	1	2
260	многих других	1	2
261	них в	1	2
262	то есть	15	2
263	то в	4	2
264	в свет	1	2
265	можно встретить	1	2
266	для себя	2	2
267	которого в	1	2
268	для него	8	2
269	же образом	1	2
270	тем как	1	2
271	те же	3	2
272	на таких	1	2
273	а затем	2	2
274	представления об	2	2
275	в общей	1	2
276	но как	4	2
277	и из	1	2
278	своих собственных	1	2
279	не от	2	2
280	в виду	1	2
281	следует искать	1	2
282	сводится к	5	2
283	однако при	3	2
284	но с	3	2
285	в своих	3	2
286	не было	3	2
287	не знает	2	2
288	и сам	8	2
289	из нее	1	2
290	более на	1	2
291	во внимание	1	2
292	на нее	1	2
293	наконец не	1	2
294	то с	1	2
295	и развитие	1	2
296	вовсе не	2	2
297	такой же	2	2
298	этом что	2	2
299	в один	1	2
300	на месте	2	2
301	жизни и	2	2
302	то время	1	2
303	если он	1	2
304	между этими	1	2
305	давно уже	1	2
306	имеет место	3	2
307	я не	3	2
308	между ними	3	2
309	с ними	2	2
310	их в	1	2
311	есть в	2	2
312	между прочим	1	2
313	и так	1	2
314	в одно	2	2
315	при таком	1	2
316	они не	2	2
317	себя и	2	2
318	не имеет	1	2
319	со своей	8	2
320	приобщения к	2	2
321	ему и	2	2
322	кстати что	2	2
323	зависимости от	1	2
324	в себя	6	2
325	культуры для	1	2
326	ни для	2	2
327	на каждом	1	2
328	нет в	1	2
329	в а	1	2
330	в эту	2	2
331	на себе	1	2
332	культуры он	1	2
333	при виде	1	2
334	по его	4	2
335	к той	1	2
336	в них	4	2
337	вступают в	1	2
338	этих двух	2	2
339	во всяком	6	2
340	ко всему	2	2
341	и состоит	1	2
342	а для	3	2
343	в основе	2	2
344	и более	1	2
345	вытекают из	1	2
346	до тех	1	2
347	число возможных	1	2
348	и только	1	2
349	на этом	2	2
350	по тем	1	2
351	что несмотря	2	2
352	время от	1	2
353	она не	3	2
354	всяком случае	6	2
355	нам всегда	1	2
356	в свою	9	2
357	именно потому	1	2
358	одной стороны	3	2
359	одну из	3	2
360	в другом	3	2
361	не более	2	2
362	же касается	1	2
363	нашем случае	1	2
364	к тем	1	2
365	между отдельными	1	2
366	говорить о	6	2
367	о них	1	2
368	в противоречие	2	2
369	тех же	2	2
370	из двух	1	2
371	однако мы	1	2
372	не следует	5	2
373	только то	1	2
374	и те	1	2
375	этот вопрос	1	2
376	же время	7	2
377	от своей	2	2
378	свою очередь	7	2
379	потому и	1	2
380	я в	15	2
381	что же	1	2
382	промежуток времени	1	2
383	к ним	1	2
384	тех пор	2	2
385	о которой	2	2
386	он все	1	2
387	той же	7	2
388	всех остальных	1	2
389	том чтобы	2	2
390	таких условиях	1	2
391	при условии	2	2
392	на него	1	2
393	в глазах	6	2
394	только при	1	2
395	по этому	1	2
396	во всей	1	2
397	что она	3	2
398	в частности	19	2
399	одна из	6	2
400	этого слова	3	2
401	весьма часто	1	2
402	в сущности	5	2
403	но если	1	2
404	и его	18	2
405	что до	1	2
406	от них	1	2
407	от себя	3	2
408	отнюдь не	7	2
409	в отдельных	1	2
410	в точке	2	2
411	независимо от	1	2
412	с ее	3	2
413	тем же	1	2
414	в самой	1	2
415	они могут	1	2
416	или вовсе	1	2
417	и особенно	1	2
418	и ее	3	2
419	что на	3	2
420	гораздо более	3	2
421	он должен	1	2
422	открытие и	1	1
423	как все	1	1
424	были бы	3	1
425	культура есть	1	1
426	начиная с	1	1
427	люди которые	1	1
428	и другие	1	1
429	теперь я	1	1
430	на деле	1	1
431	между всеми	1	1
432	не принадлежат	1	1
433	и идет	1	1
434	обе стороны	1	1
435	из возможных	1	1
436	в состав	2	1
437	для всех	5	1
438	мы видим	1	1
439	в более	1	1
440	он есть	1	1
441	один из	6	1
442	вступить в	2	1
443	собой и	1	1
444	это делает	1	1
445	никакого понятия	1	1
446	говоря уже	1	1
447	к их	1	1
448	они и	1	1
449	и должны	1	1
450	уже говорили	1	1
451	не во	1	1
452	и свою	2	1
453	если в	3	1
454	то я	1	1
455	сам он	1	1
456	того как	1	1
457	укладу жизни	1	1
458	зависит от	1	1
459	по прошествии	1	1
460	собою все	1	1
461	за исключением	2	1
462	уже в	5	1
463	мы не	4	1
464	но еще	1	1
465	время в	2	1
466	случае мы	1	1
467	впрочем с	1	1
468	без исключения	3	1
469	еще более	1	1
470	а у	1	1
471	то для	1	1
472	или с	1	1
473	указание на	3	1
474	не своей	1	1
475	целого а	1	1
476	естественно что	1	1
477	бы на	1	1
478	за пределами	2	1
479	в своей	12	1
480	с тех	1	1
481	он и	4	1
482	или нет	1	1
483	строго говоря	1	1
484	лишь после	2	1
485	в ее	5	1
486	никак не	1	1
487	мысли и	1	1
488	не требует	1	1
489	по мнению	1	1
490	не вызывает	1	1
491	ни другое	1	1
492	сам автор	2	1
493	в принципе	3	1
494	что такое	1	1
495	ее в	2	1
496	и тут	1	1
497	в область	1	1
498	с не	2	1
499	и сама	1	1
500	желал бы	1	1
501	может показаться	1	1
502	в качестве	22	1
503	именно те	1	1
504	общения с	1	1
505	я во	1	1
506	одному из	1	1
507	же явления	1	1
508	и наивность	1	1
509	эволюции они	1	1
510	со своим	2	1
511	у а	2	1
512	своею и	1	1
513	в прошлом	2	1
514	многих отношениях	2	1
515	на которой	2	1
516	из своих	2	1
517	что каждый	1	1
518	с другими	1	1
519	в широком	1	1
520	однако он	1	1
521	а все	1	1
522	должен не	1	1
523	смысле этого	1	1
524	как нечто	1	1
525	быть может	1	1
526	о ее	3	1
527	противоречие с	2	1
528	к жизни	5	1
529	из многочисленных	2	1
530	в отношении	2	1
531	главным действующим	1	1
532	когда же	1	1
533	с другим	1	1
534	от своих	1	1
535	однако не	2	1
536	далее в	2	1
537	а на	2	1
538	мыслится как	2	1
539	распространяется на	1	1
540	в зависимости	1	1
541	затем и	1	1
542	приверженностью к	1	1
543	в борьбе	2	1
544	и многие	1	1
545	т.д в	1	1
546	по пути	4	1
547	отказаться от	1	1
548	здесь мы	1	1
549	это приобщение	1	1
550	или иной	9	1
551	живет и	1	1
552	ни одна	1	1
553	в первом	2	1
554	у всех	2	1
555	и берет	1	1
556	с ней	1	1
557	начала в	1	1
558	своей наготе	1	1
559	который как	2	1
560	будто бы	1	1
561	во многих	2	1
562	она-то и	1	1
563	дело в	3	1
564	мысль о	3	1
565	зато в	1	1
566	о своей	2	1
567	не противоречит	1	1
568	себя а	1	1
569	эти две	1	1
570	на себя	5	1
571	достаточно ясно	1	1
572	гораздо ближе	1	1
573	тем что	3	1
574	этого я	1	1
575	предполагает как	1	1
576	дальше своего	1	1
577	или иная	1	1
578	я и	6	1
579	принадлежат к	1	1
580	том или	1	1
581	например в	2	1
582	останавливались на	1	1
583	более что	1	1
584	отношения к	6	1
585	всех но	1	1
586	в равной	2	1
587	случае не	1	1
588	борющихся сторон	1	1
589	традиции все	1	1
590	ценностей и	1	1
591	с ума	1	1
592	лишь на	3	1
593	долгое время	1	1
594	и как	5	1
595	как о	3	1
596	но он	1	1
597	к его	2	1
598	а именно	1	1
599	рядом с	1	1
600	уже о	2	1
601	эта традиция	1	1
602	свое самобытное	1	1
603	по соседству	2	1
604	и заодно	1	1
605	на эту	2	1
606	жизни ее	1	1
607	как в	9	1
608	жизни в	4	1
609	жизнью в	1	1
610	меня так	1	1
611	так в	4	1
612	правда не	1	1
613	и впоследствии	1	1
614	к своему	1	1
615	что между	2	1
616	от этого	1	1
617	приводит к	5	1
618	или ином	1	1
619	и я	3	1
620	бы не	1	1
621	на всем	1	1
622	другое ни	1	1
623	по признаку	1	1
624	да и	3	1
625	никак невозможно	1	1
626	собою в	1	1
627	которая по	1	1
628	это было	2	1
629	мало или	1	1
630	роль в	5	1
631	со стороны	12	1
632	или их	1	1
633	идеи и	1	1
634	на его	3	1
635	вследствие этой	1	1
636	для их	1	1
637	среди других	1	1
638	на их	1	1
639	всей своей	1	1
640	самом широком	1	1
641	мира в	1	1
642	частной жизни	2	1
643	и вторичные	1	1
644	художественное произведение	1	1
645	это имеет	1	1
646	и таким	1	1
647	уже не	9	1
648	тогда не	2	1
649	то эти	1	1
650	по крайней	5	1
651	все их	1	1
652	перед нами	7	1
653	бы это	2	1
654	связаны с	2	1
655	так если	1	1
656	лишь те	1	1
657	вопроса о	2	1
658	который и	1	1
659	на всю	1	1
660	всех своих	1	1
661	его к	1	1
662	к одному	2	1
663	остается в	1	1
664	в каждом	4	1
665	не говоря	1	1
666	своем поведении	1	1
667	истинный смысл	1	1
668	тем в	2	1
669	следует признать	3	1
670	только лишь	2	1
671	это и	4	1
672	еще и	4	1
673	на природу	1	1
674	и отчасти	1	1
675	не является	5	1
676	только к	2	1
677	всех частей	2	1
678	же я	1	1
679	вытекает из	1	1
680	отказываться от	1	1
681	являются ли	1	1
682	а если	1	1
683	и приверженностью	1	1
684	и понимает	1	1
685	что этот	1	1
686	все три	3	1
687	всегда с	1	1
688	и русской	1	1
689	идет по	1	1
690	однако новое	1	1
691	видим что	1	1
692	своей собственной	1	1
693	производит впечатление	1	1
694	единое целое	2	1
695	на свои	1	1
696	культуры к	1	1
697	т.е в	2	1
698	состоит лишь	1	1
699	роли в	6	1
700	и даже	12	1
701	и заключается	1	1
702	чистом виде	3	1
703	в уме	1	1
704	и между	1	1
705	но при	1	1
706	и каждое	2	1
707	и вот	2	1
708	в значительной	3	1
709	входит в	4	1
710	дело когда	1	1
711	почти исключительно	1	1
712	мире есть	1	1
713	выше в	1	1
714	ее до	1	1
715	а от	1	1
716	это все	1	1
717	совсем не	1	1
718	по этой	1	1
719	и другой	1	1
720	на два	2	1
721	вмещает в	1	1
722	еще менее	1	1
723	двух других	1	1
724	но лишь	2	1
725	из его	1	1
726	из перечисленных	1	1
727	ценностей или	1	1
728	в этот	1	1
729	просто не	1	1
730	единство и	1	1
731	и помимо	1	1
732	тому времени	1	1
733	характер в	2	1
734	обстоит дело	1	1
735	это по	3	1
736	от всех	2	1
737	как сам	4	1
738	которой он	1	1
739	с лица	1	1
740	а за	1	1
741	только на	1	1
742	жизни если	1	1
743	наконец для	1	1
744	вступает в	5	1
745	все части	1	1
746	точно так	1	1
747	на пути	2	1
748	не могла	2	1
749	связь между	1	1
750	приходит к	1	1
751	есть лишь	1	1
752	тем и	1	1
753	говоря о	1	1
754	за себя	1	1
755	стороны его	1	1
756	и хотя	1	1
757	этой стороны	1	1
758	и затем	1	1
759	а только	1	1
760	чтобы их	1	1
761	можно было	2	1
762	на практике	1	1
763	борьбе за	2	1
764	себя от	1	1
765	с работой	1	1
766	так когда	1	1
767	с удовольствием	1	1
768	как сильно	1	1
769	и всех	1	1
770	сторону его	1	1
771	им произведения	2	1
772	вопрос можно	1	1
773	позиции и	2	1
774	не случайно	13	1
775	на новую	1	1
776	в чистом	2	1
777	в оправдание	1	1
778	единство их	1	1
779	всегда и	2	1
780	над собою	1	1
781	состоит в	14	1
782	собою и	1	1
783	того кто	1	1
784	и той	2	1
785	ни то	1	1
786	не по	1	1
787	из виду	1	1
788	слова были	1	1
789	и еще	1	1
790	пока еще	3	1
791	к первому	2	1
792	весьма сложного	1	1
793	тот или	3	1
794	как человек	1	1
795	к ней	1	1
796	в пьяной	1	1
797	а а	5	1
798	произведения в	4	1
799	не совсем	1	1
800	с такою	1	1
801	еще нет	1	1
802	ее не	1	1
803	однако в	6	1
804	если для	1	1
805	и самого	7	1
806	оба они	1	1
807	а позднее	1	1
808	глаза и	1	1
809	тех случаях	1	1
810	и следует	2	1
811	при котором	1	1
812	могут быть	4	1
813	на второй	1	1
814	данного произведения	2	1
815	действующим лицом	1	1
816	бы он	1	1
817	национальной самобытности	1	1
818	это ставит	1	1
819	только по	2	1
820	этом и	1	1
821	всех сторон	1	1
822	быть в	1	1
823	к которому	2	1
824	с нею	2	1
825	во времена	1	1
826	найти конец	1	1
827	в голову	1	1
828	исходит из	2	1
829	из трех	2	1
830	чаще всего	1	1
831	к а	3	1
832	и однако	1	1
833	два первых	1	1
834	из самой	1	1
835	из самых	1	1
836	те кто	1	1
837	именно с	1	1
838	с его	15	1
839	сказать что	2	1
840	он сам	2	1
841	бы ни	1	1
842	себя с	1	1
843	только эти	1	1
844	не внешним	1	1
845	все более	1	1
846	все другие	1	1
847	и слабо	1	1
848	себе еще	1	1
849	что во	2	1
850	надо признать	1	1
851	кто знает	1	1
852	отрешиться от	1	1
853	ведь и	2	1
854	не мог	4	1
855	себе как	1	1
856	а не	16	1
857	роль этого	1	1
858	в культуре	2	1
859	имеет свою	2	1
860	крайней мере	5	1
861	иногда в	1	1
862	здесь не	8	1
863	ставит его	1	1
864	и тем	3	1
865	ничего не	3	1
866	есть не	2	1
867	есть как	1	1
868	и мало	1	1
869	иное как	1	1
870	на них	1	1
871	его можно	1	1
872	своего развития	1	1
873	соседству с	2	1
874	к каким	1	1
875	судя по	2	1
876	для многих	1	1
877	можно только	1	1
