N	2gram	Vygotskiy_	Myslijsy
370	то мы	1	8
371	на самом	6	8
372	мысли что	1	8
373	все равно	1	8
374	или в	2	8
375	и более	3	8
376	такое же	3	8
377	на все	6	8
378	или что	4	8
379	языке и	1	7
380	с этой	8	7
381	в разных	1	7
382	тем как	2	7
383	касается до	1	7
384	но что	3	7
385	на основании	7	7
386	все эти	7	7
387	к другим	2	7
388	в жизни	5	7
389	в собственном	4	7
390	но мы	3	7
391	в данном	1	7
392	не существует	4	7
393	было в	1	7
394	не всегда	2	7
395	самого начала	1	7
396	душевных явлений	1	7
397	для понимания	2	7
398	что содержание	2	7
399	что именно	4	7
400	к этому	5	7
401	на котором	2	7
402	что у	8	7
403	несмотря на	8	7
404	или не	2	7
405	столько же	4	7
406	судить о	1	7
407	прибавить что	1	7
408	одном из	2	7
409	в эту	1	7
410	деятельности и	1	7
411	поэтическое произведение	2	7
412	но как	4	7
413	в своих	12	7
414	она не	6	7
415	и та	1	7
416	и тот	4	7
417	за пределы	2	7
418	этом смысле	3	7
419	могла бы	1	7
420	значение и	3	7
421	есть вместе	1	7
422	а как	2	7
423	во втором	1	7
424	все в	2	7
425	за ним	2	7
426	его с	3	7
427	для себя	2	7
428	от нас	1	7
429	в другой	3	7
430	к сознанию	1	7
431	в памяти	1	7
432	себя и	3	7
433	бы и	5	7
434	и теперь	2	7
435	только один	2	7
436	то все	2	7
437	и во	3	7
438	том же	4	7
439	мысли но	2	7
440	с но	3	7
441	которое мы	2	7
442	в таких	2	7
443	сама по	2	7
444	как она	4	7
445	один и	2	7
446	не имеют	1	7
447	его к	2	7
448	с самого	1	7
449	образом мы	1	7
450	в искусстве	24	7
451	на это	2	7
452	и понятия	2	7
453	не знаем	2	7
454	место в	1	7
455	объективное значение	1	7
456	и к	5	6
457	сколько и	1	6
458	для всех	5	6
459	же и	2	6
460	увидим что	3	6
461	нас в	2	6
462	образом и	4	6
463	в виду	6	6
464	каким образом	3	6
465	его на	1	6
466	в своей	6	6
467	не имеем	1	6
468	как оно	2	6
469	из виду	2	6
470	к ним	4	6
471	к которому	1	6
472	она есть	2	6
473	после того	2	6
474	восприятия и	1	6
475	ни было	2	6
476	слов в	2	6
477	в ее	7	6
478	у него	4	6
479	но он	3	6
480	что его	5	6
481	заключить что	1	6
482	в мире	1	6
483	при понимании	1	6
484	эти последние	1	6
485	могло бы	5	6
486	слова то	2	6
487	не заключает	1	6
488	хотя в	1	6
489	же самое	8	6
490	главным образом	3	6
491	оно есть	3	6
492	показывает что	6	6
493	таких же	1	6
494	и сами	1	6
495	и самое	1	6
496	принять что	1	6
497	должна быть	3	6
498	в сущности	15	6
499	никак не	7	6
500	что поэзия	2	6
501	имеет значение	1	6
502	отдельных лиц	5	6
503	с таким	18	6
504	заключается в	15	6
505	с прежним	1	6
506	как при	1	6
507	которые могут	2	6
508	может стать	3	6
509	друг от	1	6
510	явлений и	3	6
511	с а	2	6
512	и уже	2	6
513	языка то	1	6
514	в этой	5	6
515	и до	2	6
516	в обществе	3	6
517	как например	2	6
518	таким путем	6	6
519	указывают на	2	6
520	но если	2	6
521	мысли с	1	6
522	художественного произведения	22	6
523	мысли которая	2	6
524	в основании	1	6
525	что с	5	6
526	то он	1	6
527	у нас	4	6
528	представлений и	1	6
529	в их	4	6
530	что ни	2	6
531	от друга	1	6
532	и слова	1	6
533	на нее	1	6
534	в стороне	1	6
535	в звуках	1	6
536	при таком	5	6
537	образ или	1	6
538	что между	1	6
539	на его	3	6
540	форма в	3	6
541	в каждой	1	6
542	об этом	3	6
543	предположить что	1	6
544	его не	3	6
545	как он	4	6
546	смотрит на	3	6
547	понятия и	1	6
548	оно должно	1	6
549	жизни и	5	6
550	человек не	1	6
551	в той	2	5
552	только из	9	5
553	человеческой жизни	1	5
554	были бы	2	5
555	даже в	2	5
556	формы в	6	5
557	на нас	2	5
558	не столько	1	5
559	всех остальных	3	5
560	и такое	1	5
561	и значение	2	5
562	по мнению	2	5
563	времени и	2	5
564	но самое	1	5
565	и другим	1	5
566	предмет и	1	5
567	уже и	2	5
568	когда в	1	5
569	к другой	1	5
570	поэзия есть	1	5
571	но даже	4	5
572	состоит в	5	5
573	но эти	1	5
574	конечно не	2	5
575	и проза	1	5
576	вообще и	2	5
577	когда человек	1	5
578	том чтобы	9	5
579	в нашем	1	5
580	ли она	1	5
581	что само	2	5
582	чувства в	1	5
583	и чувства	1	5
584	понятие о	2	5
585	звуков и	1	5
586	лишь тогда	1	5
587	что то	2	5
588	время и	1	5
589	на том	2	5
590	в произведении	7	5
591	из того	2	5
592	только при	4	5
593	что а	1	5
594	а с	2	5
595	чем в	2	5
596	во внимание	4	5
597	которое в	2	5
598	одна из	5	5
599	о предмете	1	5
600	полагает что	2	5
601	и у	6	5
602	как предмет	2	5
603	предполагает что	1	5
604	можно было	4	5
605	но только	6	5
606	этот вопрос	2	5
607	если это	2	5
608	однако в	2	5
609	что может	1	5
610	мысль в	1	5
611	его действие	1	5
612	есть еще	1	5
613	что до	1	5
614	можно только	1	5
615	в процессе	7	5
616	если в	2	5
617	представлений в	2	5
618	время как	6	5
619	все то	4	5
620	то на	2	5
621	из которого	6	5
622	к другому	1	5
623	перед нами	1	5
624	оба эти	2	5
625	мы его	2	5
626	мысли об	1	5
627	для нее	1	5
628	отношении к	3	5
629	слов и	1	5
630	когда например	1	5
631	ее не	1	5
632	произведении искусства	4	5
633	на этот	2	5
634	и здесь	3	5
635	ответ на	2	5
636	слова так	1	5
637	они не	1	5
638	это можно	3	5
639	мы имеем	7	5
640	а это	1	5
641	на которой	1	5
642	слова а	1	5
643	нет ничего	1	5
644	виду что	1	5
645	в какой	6	5
646	от своего	1	5
647	и таким	4	5
648	в области	12	5
649	что эти	3	5
650	том случае	3	5
651	человека в	1	5
652	а к	1	5
653	такие же	2	5
654	бы только	1	5
655	но при	1	5
656	есть всегда	1	5
657	нужно было	1	5
658	как не	2	5
659	с понятием	2	5
660	отношение к	3	5
661	как увидим	1	5
662	с общим	2	5
663	не к	2	5
664	быть названы	1	5
665	себе а	4	5
666	такой взгляд	1	4
667	еще более	2	4
668	в применении	2	4
669	что чем	1	4
670	из нее	1	4
671	иначе как	3	4
672	зависят от	2	4
673	а нечто	1	4
674	в поэтическом	2	4
675	при создании	1	4
676	нам не	1	4
677	и стремления	1	4
678	звука в	1	4
679	точке зрения	2	4
680	это зависит	1	4
681	значение то	1	4
682	имеет в	3	4
683	в другом	1	4
684	был бы	6	4
685	из самого	2	4
686	слова при	1	4
687	не вполне	1	4
688	не что	2	4
689	природы но	1	4
690	так называемых	1	4
691	должен бы	1	4
692	что иное	2	4
693	но так	2	4
694	все признаки	1	4
695	бы то	3	4
696	видели что	2	4
697	все его	1	4
698	не противоречит	1	4
699	есть такая	1	4
700	говорит он	3	4
701	но совершенно	4	4
702	это сравнение	1	4
703	в понятии	1	4
704	в связи	3	4
705	для души	1	4
706	внешней формы	1	4
707	без которого	2	4
708	человеке и	1	4
709	следовательно и	1	4
710	с его	3	4
711	не иначе	1	4
712	сами не	1	4
713	понимание есть	1	4
714	работа мысли	4	4
715	на этом	3	4
716	мы думаем	1	4
717	не дает	3	4
718	на другой	3	4
719	ту же	6	4
720	то ни	2	4
721	явления в	1	4
722	в образы	1	4
723	не могла	1	4
724	и затем	1	4
725	того кто	1	4
726	он в	2	4
727	его как	1	4
728	в общих	1	4
729	если оно	3	4
730	в поэзии	5	4
731	ничего не	4	4
732	что без	3	4
733	из этого	5	4
734	и чем	1	4
735	ведет к	1	4
736	собственном смысле	3	4
737	взгляд на	2	4
738	от сознания	2	4
739	та же	4	4
740	б не	1	4
741	представление в	1	4
742	относятся к	1	4
743	нашего времени	1	4
744	бы мы	3	4
745	имеет место	2	4
746	ни в	9	4
747	это есть	6	4
748	том и	4	4
749	не на	2	4
750	этой точки	7	4
751	и между	1	4
752	к которым	4	4
753	в выражении	1	4
754	и так	7	4
755	же мало	1	4
756	эта последняя	1	4
757	что бы	2	4
758	здесь как	1	4
759	только одно	1	4
760	одним и	1	4
761	которого в	1	4
762	всеми остальными	2	4
763	с нами	1	4
764	сознании и	2	4
765	не потому	3	4
766	души не	1	4
767	он есть	1	4
768	образа в	2	4
769	между людьми	1	4
770	произведения и	2	4
771	нам и	2	4
772	он может	1	4
773	есть к	2	4
774	только о	3	4
775	образы и	2	4
776	движения органов	1	4
777	к содержанию	1	4
778	он должен	1	4
779	и многие	3	4
780	мы могли	1	4
781	ему в	1	4
782	смысле что	1	4
783	данном случае	1	4
784	по этому	3	4
785	с если	3	4
786	одна и	1	4
787	не без	1	4
788	с увеличением	1	4
789	на что	1	4
790	и хотя	1	4
791	этом отношении	7	4
792	в науке	2	4
793	как нечто	3	4
794	но с	1	4
795	отказаться от	4	4
796	дело в	2	4
797	из двух	1	4
798	том виде	2	4
799	в ту	1	4
800	существует для	1	4
801	виде в	1	4
802	стремление к	1	4
803	к своему	2	4
804	по своему	2	4
805	в такой	2	4
806	мы находим	2	4
807	приблизительно так	2	4
808	и оно	1	4
809	мысль об	1	4
810	та что	1	4
811	этой теории	8	4
812	перейти к	1	4
813	искать в	1	4
814	он говорит	4	4
815	к значению	2	4
816	как мысль	1	4
817	к тем	1	4
818	но она	1	4
819	другим и	1	4
820	когда оно	2	4
821	явлений в	1	4
822	стороны и	3	4
823	должны будем	2	4
824	только то	3	4
825	мыслью и	1	4
826	имеет свою	1	4
827	скажем что	1	4
828	чувства а	1	4
829	одного из	1	4
830	произведения не	1	4
831	звук а	1	4
832	и значения	1	4
833	а можно	1	4
834	бытия и	1	4
835	такой же	9	4
836	к новому	1	4
837	только после	1	4
838	мы различаем	4	4
839	иное как	2	4
840	каждой из	3	3
841	мы и	1	3
842	к этой	2	3
843	всего человека	1	3
844	при объяснении	2	3
845	случае мы	1	3
846	потом уже	1	3
847	когда с	1	3
848	дело с	10	3
849	это значит	1	3
850	это объяснение	1	3
851	и говорить	2	3
852	к звуку	1	3
853	в результате	4	3
854	ясно что	22	3
855	в различных	1	3
856	именно эти	3	3
857	одной из	1	3
858	и которые	2	3
859	на такой	2	3
860	которое по	1	3
861	из всего	1	3
862	останавливаясь на	1	3
863	и чувство	1	3
864	которое не	1	3
865	самого поэта	1	3
866	во-первых в	1	3
867	тем в	1	3
868	я вижу	1	3
869	на природу	1	3
870	на человека	1	3
871	что этот	3	3
872	применении к	2	3
873	что всякое	7	3
874	мы увидим	4	3
875	служит для	1	3
876	сводятся к	2	3
877	пор пока	2	3
878	и каждое	1	3
879	все свои	1	3
880	другу и	1	3
881	которая не	2	3
882	искусства и	24	3
883	если так	1	3
884	и когда	5	3
885	что речь	2	3
886	а слово	2	3
887	чтобы показать	4	3
888	так то	1	3
889	можем предположить	1	3
890	например когда	2	3
891	если будем	1	3
892	именно так	1	3
893	быть в	2	3
894	искусство есть	7	3
895	он сам	1	3
896	от себя	4	3
897	к этим	1	3
898	никакой возможности	1	3
899	эти звуки	1	3
900	в большей	1	3
901	человека то	2	3
902	вносит в	2	3
903	от ее	1	3
904	которые в	3	3
905	а потом	1	3
906	мысли так	2	3
907	не дано	1	3
908	о влиянии	2	3
909	от его	1	3
910	первом случае	1	3
911	которое может	2	3
912	поэтому можно	1	3
913	что уже	1	3
914	мы знаем	8	3
915	то для	1	3
916	каждом шагу	1	3
917	содержания в	1	3
918	бы что	2	3
919	природу и	1	3
920	не была	1	3
921	в разные	2	3
922	ее от	4	3
923	но для	1	3
924	сходство с	3	3
925	с которой	1	3
926	каждое из	2	3
927	при восприятии	3	3
928	художественном произведении	8	3
929	даже тогда	1	3
930	его жизни	3	3
931	образ есть	1	3
932	в двух	1	3
933	в себя	3	3
934	же касается	1	3
935	как всякое	1	3
936	себе и	2	3
937	тех которые	1	3
938	чтобы понять	4	3
939	указывая на	2	3
940	всякое понимание	1	3
941	притом так	1	3
942	при чтении	2	3
943	с здесь	4	3
944	самый процесс	1	3
945	совсем не	3	3
946	многих случаях	1	3
947	к новым	1	3
948	здесь мы	1	3
949	как это	8	3
950	как объект	1	3
951	что эта	4	3
952	даже не	1	3
953	что каждое	1	3
954	этимологическое значение	1	3
955	случае когда	1	3
956	и др	1	3
957	не значит	2	3
958	мы будем	2	3
959	теми же	2	3
960	в общем	2	3
961	же мы	2	3
962	поэтического творчества	5	3
963	значит что	1	3
964	и ее	4	3
965	на чем	1	3
966	при некотором	1	3
967	в прозу	1	3
968	которых мы	4	3
969	возможны только	3	3
970	и из	7	3
971	одном и	1	3
972	утверждает что	5	3
973	качество и	2	3
974	в отношении	3	3
975	идет от	1	3
976	такого же	1	3
977	должен был	1	3
978	образом если	1	3
979	же раз	1	3
980	их и	1	3
981	всем остальным	1	3
982	из тех	1	3
983	она и	1	3
984	к таким	1	3
985	в душевной	1	3
986	как о	1	3
987	боль и	1	3
988	в известном	2	3
989	на каждом	1	3
990	всем этом	1	3
991	а если	1	3
992	и состоит	2	3
993	бы с	1	3
994	поэзия как	1	3
995	в первый	3	3
996	с психологической	3	3
997	это то	1	3
998	и поэтому	3	3
999	это только	4	3
1000	у меня	3	3
1001	а может	1	3
1002	окажется что	1	3
1003	время в	2	3
1004	именно на	1	3
1005	мы хотим	1	3
1006	с так	3	3
1007	идеи в	1	3
1008	взгляда на	1	3
1009	что такая	1	3
1010	обществе и	1	3
1011	что здесь	2	3
1012	как искусство	1	3
1013	и связанное	1	3
1014	без всякого	2	3
1015	звуков в	4	3
1016	именно то	1	3
1017	в ряд	1	3
1018	как во	2	3
1019	известное содержание	1	3
1020	можно сравнить	1	3
1021	только содержание	1	3
1022	жизни не	1	3
1023	указанием на	2	3
1024	и том	1	3
1025	как нельзя	5	3
1026	в свое	1	3
1027	самое понятие	2	3
1028	и наконец	2	3
1029	можно себе	1	3
1030	что ему	1	3
1031	ничем не	1	3
1032	различие между	5	3
1033	себя только	1	3
1034	удовольствие и	2	3
1035	для всякого	1	3
1036	ничего кроме	2	3
1037	наоборот в	1	3
1038	ему только	2	3
1039	этих слов	2	3
1040	и всегда	2	3
1041	его сознание	1	3
1042	однако не	1	3
1043	не составляют	1	3
1044	а то	1	3
1045	при исследовании	1	3
1046	случае не	2	3
1047	художника и	3	3
1048	этой цели	1	3
1049	есть как	3	3
1050	как ее	1	3
1051	весь круг	1	3
1052	разницы между	3	3
1053	идеи и	2	3
1054	должен быть	2	3
1055	единство и	1	3
1056	в одной	3	3
1057	с первого	1	3
1058	словом или	1	3
1059	еще до	1	3
1060	что от	1	3
1061	как ни	1	3
1062	чувственные образы	1	3
1063	отличие от	6	3
1064	чувственному образу	2	3
1065	которую мы	1	3
1066	это в	4	3
1067	случае если	2	3
1068	в самых	3	3
1069	который мы	1	3
1070	и представление	1	3
1071	может считаться	3	3
1072	отдельного слова	1	3
1073	что внутренняя	2	3
1074	форма есть	1	3
1075	в нашей	4	3
1076	даже при	1	3
1077	движения в	1	3
1078	несколько раз	1	3
1079	или как	2	3
1080	в большинстве	1	3
1081	признать что	1	3
1082	и совершенно	7	3
1083	отдельного лица	1	3
1084	как для	1	3
1085	все содержание	1	3
1086	речь и	2	3
1087	различие в	1	3
1088	в известной	1	3
1089	как будто	10	3
1090	важную роль	1	3
1091	место из	1	3
1092	для этого	1	3
1093	которой мы	2	3
1094	же самым	1	3
1095	без помощи	1	3
1096	же например	1	2
1097	какого бы	1	2
1098	раз мы	1	2
1099	является в	1	2
1100	могут иметь	1	2
1101	себе звуки	1	2
1102	человеческой души	1	2
1103	к другу	1	2
1104	еще раз	1	2
1105	в каждую	1	2
1106	форму но	2	2
1107	есть необходимое	1	2
1108	что художественное	1	2
1109	на степени	1	2
1110	до самого	1	2
1111	звук в	1	2
1112	к более	2	2
1113	его за	1	2
1114	следует что	1	2
1115	может служить	3	2
1116	по выражению	2	2
1117	не зависит	1	2
1118	действие и	1	2
1119	только отдельные	1	2
1120	потому не	4	2
1121	а есть	2	2
1122	такое чего	1	2
1123	его от	2	2
1124	нами в	1	2
1125	же оно	1	2
1126	говорить что	1	2
1127	звуки в	2	2
1128	становится возможным	1	2
1129	создает себе	1	2
1130	думаем что	1	2
1131	этом основании	1	2
1132	этим объясняется	1	2
1133	обратном отношении	1	2
1134	а напротив	1	2
1135	в порядок	1	2
1136	а во-вторых	1	2
1137	и сам	3	2
1138	значения но	1	2
1139	как форма	2	2
1140	оказывается только	1	2
1141	всякий раз	10	2
1142	без следа	1	2
1143	принадлежат к	4	2
1144	мы получаем	4	2
1145	развития но	1	2
1146	стороны в	1	2
1147	с не	1	2
1148	которое тоже	1	2
1149	я сказал	2	2
1150	выражения и	2	2
1151	выйти из	2	2
1152	роль в	4	2
1153	внимание что	2	2
1154	и остроумие	1	2
1155	отличается от	4	2
1156	к чувственному	2	2
1157	в это	1	2
1158	и нет	2	2
1159	с что	3	2
1160	это опять	1	2
1161	наоборот что	1	2
1162	понятно что	3	2
1163	случае они	1	2
1164	во все	2	2
1165	не хотим	1	2
1166	не непосредственно	1	2
1167	не могли	4	2
1168	и такие	1	2
1169	этой деятельности	1	2
1170	человека не	3	2
1171	духовной жизни	1	2
1172	от такой	1	2
1173	в противоположность	1	2
1174	формы есть	1	2
1175	языка от	1	2
1176	бы из	1	2
1177	и другой	6	2
1178	сознания в	1	2
1179	уже было	1	2
1180	знаем только	2	2
1181	его действия	3	2
1182	стороны формы	1	2
1183	ни его	2	2
1184	природе как	1	2
1185	не об	1	2
1186	без этого	1	2
1187	то должны	1	2
1188	людей и	2	2
1189	произведения искусства	4	2
1190	он представляется	1	2
1191	почти совершенно	1	2
1192	что те	3	2
1193	чувства как	1	2
1194	стал бы	2	2
1195	в глаза	2	2
1196	его собственной	1	2
1197	нам что	1	2
1198	и формы	1	2
1199	и еще	1	2
1200	может однако	1	2
1201	слове как	1	2
1202	самих по	1	2
1203	ключ к	1	2
1204	образу или	1	2
1205	следующим образом	1	2
1206	образом как	1	2
1207	на другом	2	2
1208	такая же	1	2
1209	с этими	1	2
1210	во времена	1	2
1211	общего закона	1	2
1212	есть по	3	2
1213	это что	1	2
1214	на две	1	2
1215	развития языка	2	2
1216	теории и	1	2
1217	и науки	1	2
1218	своего буквального	1	2
1219	который в	3	2
1220	изменений в	1	2
1221	а следовательно	1	2
1222	нужно для	1	2
1223	в системе	1	2
1224	и искусство	2	2
1225	вопроса о	1	2
1226	теперь уже	1	2
1227	едва ли	5	2
1228	что имеет	1	2
1229	не найдем	2	2
1230	он все	2	2
1231	приведены в	1	2
1232	ее и	2	2
1233	есть процесс	1	2
1234	того и	3	2
1235	сколько нужно	1	2
1236	которое он	2	2
1237	заключенное в	1	2
1238	из груди	1	2
1239	к природе	2	2
1240	указать на	1	2
1241	не принадлежит	1	2
1242	и заставляет	1	2
1243	с любовью	1	2
1244	но еще	1	2
1245	объективное и	3	2
1246	есть форма	1	2
1247	жизни человека	1	2
1248	первый раз	2	2
1249	обнаруживается в	2	2
1250	форма и	1	2
1251	личной жизни	1	2
1252	происходит это	1	2
1253	и легко	1	2
1254	сравнить с	1	2
1255	народной жизни	1	2
1256	поэзии в	2	2
1257	объяснить почему	2	2
1258	образ в	1	2
1259	это обстоятельство	3	2
1260	вбирает в	1	2
1261	пора когда	1	2
1262	в буквальном	1	2
1263	не кажется	1	2
1264	и за	1	2
1265	значит не	1	2
1266	личного творчества	2	2
1267	лежит в	2	2
1268	тому же	4	2
1269	видит в	1	2
1270	и восприятие	3	2
1271	мы на	2	2
1272	не воспринимаем	1	2
1273	от тех	1	2
1274	деятельности в	1	2
1275	к чему	2	2
1276	если возьмем	1	2
1277	с двумя	2	2
1278	и говорит	1	2
1279	получает возможность	1	2
1280	с представлением	1	2
1281	его мысли	1	2
1282	большее количество	1	2
1283	слов с	1	2
1284	понятие об	1	2
1285	смотря по	1	2
1286	смысле и	2	2
1287	на другую	1	2
1288	я не	1	2
1289	же как	8	2
1290	из чего	1	2
1291	д то	1	2
1292	народная поэзия	1	2
1293	понимается как	1	2
1294	понимание и	1	2
1295	каждое поколение	1	2
1296	искусства а	1	2
1297	с как	1	2
1298	точек зрения	3	2
1299	именно с	1	2
1300	например как	1	2
1301	произведение есть	2	2
1302	от другой	1	2
1303	не производит	1	2
1304	эстетическое впечатление	1	2
1305	необходимое условие	1	2
1306	не имея	1	2
1307	из предыдущего	1	2
1308	мысль с	1	2
1309	что сущность	1	2
1310	в устах	1	2
