N	2gram	Propp_Isto	formyVre
547	случае в	2	2
548	в мифах	2	2
549	и очень	2	2
550	со всем	1	2
551	чего не	1	2
552	он всегда	1	2
553	более что	1	2
554	мне то	1	2
555	что люди	1	2
556	на своей	1	2
557	этот момент	1	2
558	они у	1	2
559	в дом	13	2
560	жить и	1	2
561	остановиться на	1	2
562	представлений о	1	2
563	этого момента	1	2
564	ясно что	2	2
565	нами в	1	2
566	с собой	4	2
567	приходит к	1	2
568	как они	1	2
569	к более	2	2
570	представление о	3	2
571	он у	2	2
572	правда в	1	2
573	мотивов в	1	2
574	если кто	1	2
575	начинается с	3	2
576	как таковой	3	2
577	но очень	1	2
578	отличается от	1	2
579	как только	2	2
580	перестает быть	1	2
581	и дело	1	2
582	так начинается	1	2
583	героя или	2	2
584	этим мы	1	2
585	которые мы	1	2
586	переходит в	4	2
587	в преисподнюю	1	2
588	другая особенность	2	2
589	этом мы	1	2
590	роль их	2	2
591	к своей	4	2
592	говорить о	1	2
593	связь между	2	2
594	план выдвигается	1	2
595	и должно	1	2
596	к нашим	1	2
597	несколько дней	3	2
598	здесь имеет	1	2
599	до того	1	2
600	свою очередь	1	2
601	но этот	3	2
602	связь мотива	1	2
603	вернуться к	1	2
604	он так	1	2
605	они должны	1	2
606	играют в	2	2
607	будем говорить	1	2
608	как я	1	2
609	нигде не	1	2
610	на могиле	5	2
611	женщин и	2	2
612	он сам	2	2
613	от них	5	2
614	тут же	4	2
615	а мы	3	2
616	на котором	2	2
617	но самый	1	2
618	быта и	1	2
619	начало и	1	2
620	к нему	12	2
621	герой и	2	2
622	приведенных примеров	1	2
623	еще одну	3	2
624	что у	4	2
625	определенном месте	1	2
626	здесь могут	3	2
627	и всей	2	2
628	указать на	4	2
629	собой в	1	2
630	ранних стадиях	1	2
631	гл iii	2	2
632	после этого	2	2
633	в буквальном	1	2
634	объединены в	2	2
635	и сама	1	2
636	и этим	1	2
637	но чаще	1	2
638	в немецкой	3	2
639	в человеческую	1	2
640	эта форма	3	2
641	лежит в	1	2
642	тому же	4	2
643	столько же	1	2
644	в несколько	2	2
645	и некоторые	3	2
646	на себя	5	2
647	но для	2	2
648	богов и	1	2
649	мы это	2	2
650	человек и	1	2
651	я не	3	2
652	также в	2	2
653	и она	5	2
654	в высоких	1	2
655	между прочим	4	2
656	одном из	3	2
657	и вместе	1	2
658	и столько	1	2
659	но когда	1	2
660	в человеческом	2	2
661	если я	3	2
662	нашей эры	1	2
663	могло бы	2	2
664	средневековья и	1	2
665	в знаменитой	1	2
666	на другой	3	2
667	но как	2	2
668	для создания	1	2
669	они становятся	1	2
670	бы она	2	2
671	которой и	1	2
672	зрелости и	1	2
673	если же	2	2
674	и та	1	2
675	никто не	2	2
676	хотя в	1	2
677	соединении с	1	2
678	и тот	3	2
679	совершенно так	4	2
680	др в	1	2
681	даже не	2	2
682	выражается в	2	2
683	и сам	1	2
684	этот вопрос	3	2
685	должны были	4	2
686	меняется и	1	2
687	целом и	1	2
688	его как	1	2
689	вера в	1	2
690	бы его	1	2
691	в каком	1	2
692	и каждый	1	2
693	но нет	1	2
694	о его	2	2
695	форм в	1	2
696	же мы	2	2
697	мы видели	18	2
698	можно только	3	2
699	от нее	1	2
700	эти мотивы	2	2
701	образом и	2	2
702	превращение в	2	2
703	они и	3	2
704	на небе	1	2
705	никого не	3	2
706	в языке	1	2
707	его с	2	2
708	живет в	8	2
709	должна быть	2	2
710	на ее	1	2
711	героя в	6	2
712	была бы	1	2
713	человек с	1	2
714	трупа в	1	2
715	в большом	8	2
716	в область	1	2
717	он действует	1	2
718	бы при	1	2
719	там же	2	2
720	самом деле	1	2
721	целого но	1	2
722	в наших	2	2
723	в жертву	1	2
724	герои в	1	2
725	мы остановимся	1	2
726	о своей	1	2
727	не становятся	1	2
728	не знал	2	2
729	и такая	1	2
730	этим в	1	2
731	данном случае	6	2
732	все члены	2	2
733	бы нас	1	2
734	этот мотив	8	2
735	бросается в	1	2
736	функцию в	1	2
737	то он	1	2
738	он же	2	2
739	в очень	2	2
740	со всех	1	2
741	то и	7	2
742	в иной	2	2
743	это то	1	2
744	и поэтому	1	2
745	и золотой	1	2
746	из которой	1	2
747	с которой	1	2
748	и об	1	2
749	от других	1	2
750	в мир	1	2
751	он становится	2	2
752	этой жизни	1	2
753	необходимо указать	1	2
754	друга и	1	2
755	каждый из	1	2
756	действия и	1	2
757	на более	1	2
758	может послужить	1	2
759	не совсем	5	2
760	соответствии с	1	2
761	и стал	1	2
762	начиная с	1	2
763	также очень	1	2
764	за пределами	1	2
765	с нею	1	2
766	тебе и	2	2
767	земле в	2	2
768	этого слова	3	2
769	но если	2	2
770	в плане	1	2
771	нее и	2	2
772	случая в	1	2
773	в другое	1	2
774	попадает в	14	2
775	ее на	1	2
776	не можем	2	2
777	сам он	2	2
778	и пр	19	2
779	для нас	6	2
780	для всего	1	2
781	где он	2	2
782	себя в	2	2
783	также имеет	1	2
784	по этому	2	2
785	в русском	3	2
786	не существует	1	2
787	образом в	2	2
788	исторической действительности	2	2
789	которые как	1	2
790	и эта	1	2
791	животных и	1	2
792	никаких следов	1	2
793	но по	4	2
794	или даже	1	2
795	является не	1	2
796	к своему	3	2
797	в соединении	1	2
798	что им	3	2
799	но уже	1	2
800	должен быть	1	2
801	на них	2	2
802	на место	1	2
803	буквальном смысле	1	2
804	обычно в	1	2
805	они стали	1	2
806	должны быть	1	2
807	весь и	1	2
808	на один	2	2
809	его не	3	2
810	или не	3	2
811	здесь совершенно	1	2
812	тому времени	1	2
813	эти формы	2	2
814	и может	1	2
815	характерно для	2	2
816	оказывается что	2	2
817	в пути	1	2
818	время они	2	2
819	человека с	2	2
820	этому вопросу	1	2
821	под землей	1	2
822	когда мы	1	2
823	него и	2	2
824	со своими	2	2
825	наконец что	1	2
826	не осталось	1	2
827	и обычно	1	2
828	них нет	1	2
829	лежит вне	1	2
830	в браке	1	2
831	в узком	1	2
832	где находится	2	2
833	он видел	1	2
834	гл ii	1	2
835	видим и	1	2
836	такие явления	1	2
837	можно наблюдать	1	1
838	люди которые	1	1
839	было так	1	1
840	как вдруг	1	1
841	рода и	1	1
842	является в	2	1
843	ну теперь	1	1
844	ночь надо	1	1
845	мы найдем	2	1
846	если его	1	1
847	высока и	1	1
848	именно на	2	1
849	но наряду	1	1
850	на эти	1	1
851	дорогой но	1	1
852	герой женится	3	1
853	его умершим	1	1
854	в момент	1	1
855	реже и	1	1
856	другу но	1	1
857	исходя из	2	1
858	которые здесь	2	1
859	которая в	2	1
860	необходима для	1	1
861	дальнейшем в	1	1
862	очень много	3	1
863	иного мира	1	1
864	случае мы	4	1
865	это лишь	1	1
866	д но	1	1
867	дело с	2	1
868	речи и	1	1
869	эта новая	1	1
870	он видит	3	1
871	его чтобы	1	1
872	был и	1	1
873	тем как	1	1
874	это обычно	1	1
875	и получает	1	1
876	что дело	2	1
877	что человек	1	1
878	и совсем	1	1
879	в птицу	1	1
880	психеи а	1	1
881	живут в	1	1
882	не годится	4	1
883	жившие в	1	1
884	случае он	1	1
885	близки к	2	1
886	своего сына	1	1
887	иной мир	1	1
888	свою связь	2	1
889	исторический процесс	1	1
890	также на	1	1
891	этим объясняется	4	1
892	ее во	1	1
893	он имеет	1	1
894	сущность этого	1	1
895	на свой	1	1
896	в англии	1	1
897	несколько примеров	3	1
898	героя как	1	1
899	и позже	1	1
900	им и	2	1
901	случаях когда	2	1
902	заключил союз	1	1
903	что весь	2	1
904	вместе в	1	1
905	где они	2	1
906	туда в	2	1
907	из всего	1	1
908	ходит по	1	1
909	если он	2	1
910	детей и	3	1
911	в числе	2	1
912	эти черты	2	1
913	и другим	1	1
914	когда это	1	1
915	показаться что	1	1
916	надел на	1	1
917	мужа в	3	1
918	наших задач	1	1
919	к самому	1	1
920	только через	1	1
921	всегда в	1	1
922	что по	2	1
923	в бою	1	1
924	образы эти	1	1
925	одновременно и	1	1
926	образом я	1	1
927	на эту	1	1
928	уже и	1	1
929	смерть в	1	1
930	дома и	4	1
931	не вполне	7	1
932	не менее	6	1
933	функций в	1	1
934	случаях только	1	1
935	но связь	1	1
936	он по	2	1
937	мы считаем	1	1
938	поставить вопрос	2	1
939	еще придется	1	1
940	играть в	1	1
941	и человеческие	1	1
942	их может	1	1
943	так например	3	1
944	всем его	1	1
945	в брак	14	1
946	оживает и	1	1
947	и иногда	1	1
948	его мать	1	1
949	на природу	1	1
950	уже давно	2	1
951	к этой	2	1
952	больше чем	1	1
953	чтобы найти	1	1
954	каковы же	1	1
955	в религиозных	1	1
956	что этот	4	1
957	на части	1	1
958	на голове	1	1
959	время идет	1	1
960	эта связь	4	1
961	два момента	1	1
962	античности и	1	1
963	на очень	2	1
964	он окружен	1	1
965	один день	1	1
966	представления о	2	1
967	не узнает	2	1
968	о социальной	1	1
969	отношение и	1	1
970	выходит из	1	1
971	другу и	1	1
972	в каких	1	1
973	этому миру	1	1
974	а ему	1	1
975	не всегда	7	1
976	очень широко	1	1
977	в руках	1	1
978	это же	1	1
979	одной и	2	1
980	пребывают в	1	1
981	пока они	1	1
982	средних веков	1	1
983	и стали	1	1
984	увидим что	2	1
985	представлением о	1	1
986	совершенно различных	1	1
987	них были	1	1
988	наконец как	1	1
989	желудка и	1	1
990	же эта	1	1
991	он попадает	1	1
992	и бросил	2	1
993	для данного	1	1
994	и отец	1	1
995	ему нужны	1	1
996	превращается в	10	1
997	его по	1	1
998	что еще	2	1
999	себе в	2	1
1000	видно что	5	1
1001	народных сказках	1	1
1002	они дают	1	1
1003	с другим	1	1
1004	герой может	1	1
1005	или чаще	1	1
1006	на одну	2	1
1007	на море	1	1
1008	его же	1	1
1009	сохраняются некоторые	1	1
1010	отношений и	1	1
1011	пределах этого	1	1
1012	меч и	1	1
1013	его функции	1	1
1014	ее оттуда	1	1
1015	они всегда	1	1
1016	мифов и	2	1
1017	каких формах	1	1
1018	в обрядах	5	1
1019	она у	1	1
1020	тех случаях	2	1
1021	ее как	1	1
1022	как правило	3	1
1023	и вместо	1	1
1024	в большие	1	1
1025	пьян и	1	1
1026	природой в	1	1
1027	следующим образом	3	1
1028	такая же	1	1
1029	на него	4	1
1030	живет еще	1	1
1031	увидим в	1	1
1032	это отношение	1	1
1033	отношениях и	1	1
1034	параллельно с	1	1
1035	ли она	1	1
1036	века но	1	1
1037	и вдруг	1	1
1038	которые оказываются	1	1
1039	существенную черту	1	1
1040	который в	1	1
1041	в особой	1	1
1042	с середины	1	1
1043	идут в	1	1
1044	проходит по	1	1
1045	детей в	3	1
1046	вином и	2	1
1047	для этой	1	1
1048	не просто	4	1
1049	них только	1	1
1050	восходят к	1	1
1051	и иной	1	1
1052	что происходило	2	1
1053	смысле как	1	1
1054	из желудка	1	1
1055	них о	1	1
1056	ей и	1	1
1057	на античных	1	1
1058	друга не	1	1
1059	с радостью	1	1
1060	не происходит	2	1
1061	при котором	2	1
1062	не за	1	1
1063	связан со	1	1
1064	говорит о	1	1
1065	часто оно	1	1
1066	своих руках	1	1
1067	него как	1	1
1068	обо всем	1	1
1069	не противоречит	5	1
1070	происходило в	1	1
1071	мяса и	1	1
1072	от его	1	1
1073	его связью	1	1
1074	я тебя	4	1
1075	одного примера	1	1
1076	и функции	1	1
1077	и ноги	1	1
1078	он отличается	1	1
1079	на том	3	1
1080	есть одно	1	1
1081	такого рода	1	1
1082	она в	1	1
1083	и той	2	1
1084	есть у	2	1
1085	в состоянии	2	1
1086	мы знаем	11	1
1087	героини и	1	1
1088	увидим дальше	1	1
1089	в теле	1	1
1090	объясняется тем	1	1
1091	к которому	6	1
1092	своей матери	2	1
1093	и указывает	1	1
1094	однако этот	1	1
1095	с тех	1	1
1096	это древнейшая	1	1
1097	почему в	3	1
1098	тем не	6	1
1099	и легенд	1	1
1100	выходят из	1	1
1101	и за	3	1
1102	они в	2	1
1103	он встречает	1	1
1104	ко мне	2	1
1105	в страну	2	1
1106	бы что	2	1
1107	наше внимание	1	1
1108	говорит он	1	1
1109	как же	1	1
1110	является и	3	1
1111	а за	1	1
1112	к отцу	3	1
1113	в народных	1	1
1114	из приведенных	3	1
1115	полной ясностью	1	1
1116	это мы	2	1
1117	одним из	4	1
1118	но один	1	1
1119	изменения и	1	1
1120	смерти где	1	1
1121	для исследователя	1	1
1122	служит у	1	1
1123	так много	1	1
1124	смысле и	1	1
1125	рода с	1	1
1126	античный материал	2	1
1127	как говорит	1	1
1128	это становится	1	1
1129	на волю	4	1
1130	здесь рассматривать	1	1
1131	так на	2	1
1132	и перед	1	1
1133	их происхождение	1	1
1134	и путем	1	1
1135	века в	1	1
1136	должно было	2	1
1137	роли которую	1	1
1138	больше всего	1	1
1139	в другие	1	1
1140	только начало	1	1
1141	когда эти	1	1
1142	в греческих	1	1
1143	достаточно чтобы	2	1
1144	него именно	1	1
1145	в эту	1	1
1146	на себе	1	1
1147	что как	2	1
1148	образом часто	1	1
1149	действительности и	1	1
1150	мы проследим	1	1
1151	по поводу	1	1
1152	в русской	5	1
1153	до самой	1	1
1154	не то	2	1
1155	для его	1	1
1156	это были	1	1
1157	другой характер	1	1
1158	действия в	1	1
1159	становится и	1	1
1160	что происходит	1	1
1161	тебя не	2	1
1162	такую большую	1	1
1163	все остальные	1	1
1164	мы достаточно	1	1
1165	землю и	2	1
1166	не дает	3	1
1167	не будут	1	1
1168	мотива но	1	1
1169	с вином	1	1
1170	между тем	2	1
1171	не из	1	1
1172	уже к	1	1
1173	он находится	1	1
1174	человека как	1	1
1175	почти обычным	1	1
1176	на весь	1	1
1177	на самый	1	1
1178	еще яснее	2	1
1179	основных форм	1	1
1180	и тем	2	1
1181	если этот	1	1
1182	не будет	1	1
1183	новых и	1	1
1184	в системе	1	1
1185	он также	1	1
1186	надо сказать	1	1
1187	с браком	1	1
1188	все те	2	1
1189	из него	3	1
1190	и что	6	1
1191	к ее	1	1
1192	его работе	1	1
1193	тем и	1	1
1194	фигурирует как	1	1
1195	никогда нельзя	1	1
1196	доходит до	2	1
1197	также не	1	1
1198	несколько иначе	1	1
1199	он приобретает	1	1
1200	в нее	2	1
1201	не оставляют	1	1
1202	но тут	1	1
1203	она была	2	1
1204	умирает и	1	1
1205	основаны на	1	1
1206	можно бы	1	1
1207	могла бы	1	1
1208	об изменении	1	1
1209	они находятся	1	1
1210	ни одной	3	1
1211	он в	3	1
1212	уходят в	1	1
1213	это вовсе	1	1
1214	однако в	1	1
1215	достаточно указать	3	1
1216	оба они	1	1
1217	по другим	2	1
1218	иногда в	1	1
1219	это делает	2	1
1220	он сказал	1	1
1221	в доме	14	1
1222	тем временем	1	1
1223	же случай	3	1
1224	помощи которой	2	1
1225	тесно связан	1	1
1226	их развитие	1	1
1227	ней в	2	1
1228	всю жизнь	2	1
1229	бы быть	1	1
1230	и религиозных	1	1
1231	путь и	1	1
1232	одет в	1	1
1233	за мотивом	1	1
1234	которые были	1	1
1235	который был	2	1
1236	и живут	1	1
1237	независимо от	3	1
1238	по нескольку	1	1
1239	должны будем	1	1
1240	он его	1	1
1241	центральное место	1	1
1242	из этой	2	1
1243	и никому	1	1
1244	встречается и	1	1
1245	каждого из	1	1
1246	следует за	2	1
1247	чем обычно	1	1
1248	затем когда	1	1
1249	коня в	5	1
1250	мы до	1	1
1251	он этот	1	1
1252	и мудрые	1	1
1253	и ту	1	1
1254	своего рода	1	1
1255	были бы	1	1
1256	мертвец и	3	1
1257	с полной	1	1
1258	в сказках	12	1
1259	находят себе	1	1
1260	вступить в	3	1
1261	самому герою	1	1
1262	этого мотива	9	1
1263	например что	1	1
1264	можно видеть	2	1
1265	но за	1	1
1266	известно что	3	1
1267	видел и	1	1
1268	которые он	1	1
1269	на связь	1	1
1270	и строя	1	1
1271	но такая	1	1
1272	образа и	1	1
1273	с миром	3	1
1274	уже знаем	3	1
1275	что это	4	1
1276	очень сложен	1	1
1277	теряется в	1	1
1278	никак не	1	1
1279	всегда были	1	1
1280	он на	2	1
1281	в другой	6	1
1282	из которых	1	1
1283	и делает	1	1
1284	видели как	4	1
1285	для человека	1	1
1286	его таким	1	1
1287	два типа	2	1
1288	связью с	1	1
1289	сводится к	1	1
1290	подобно тому	3	1
1291	он слышит	1	1
1292	этот же	2	1
1293	и герои	1	1
1294	под этим	2	1
1295	кости и	1	1
1296	должен был	5	1
1297	и приобретает	1	1
1298	не произошло	1	1
1299	особого рода	3	1
1300	этой точки	1	1
1301	двух сторон	1	1
1302	мы понимаем	1	1
1303	средство от	1	1
1304	которых и	1	1
1305	с ней	6	1
1306	дома но	1	1
1307	любовь и	1	1
1308	женится на	6	1
1309	необходимо изучить	1	1
1310	какая же	1	1
1311	превращаются в	2	1
1312	из чрева	1	1
1313	на месте	2	1
1314	новые формы	1	1
