N	3gram	Vygotskiy_	VeschiIm
278	что с точки	1	1
279	это отнюдь не	1	1
280	в понятии и	1	1
281	относится к тому	1	1
282	в сущности и	1	1
283	что несмотря на	1	1
284	от целого к	1	1
285	вместо того чтобы	2	1
286	говорить ни о	1	1
287	в ряду других	2	1
288	на самом же	1	1
289	другой стороны как	1	1
290	на первый план	1	1
291	вместе с развитием	2	1
292	оба эти момента	3	1
293	его заключается в	1	1
294	в одном случае	2	1
295	во всех наших	1	1
296	одном и том	3	1
297	было сказать что	1	1
298	мы как бы	1	1
299	оно может быть	1	1
300	и есть как	1	1
301	как видно уже	1	1
302	но так как	1	1
303	этот как и	1	1
304	содержится в самом	1	1
305	но и для	1	1
306	с большим трудом	1	1
307	по тем же	2	1
308	и не может	2	1
309	мы не смогли	2	1
310	только и может	2	1
311	но в смысле	1	1
312	она не содержит	1	1
313	вещи и ее	1	1
