N	2gram	Vygotskiy_	PoTuStor
258	одних и	1	1
259	так ли	1	1
260	этой работе	1	1
261	хорошо известны	1	1
262	в любви	2	1
263	и то	10	1
264	в другой	4	1
265	не нашел	1	1
266	в единую	2	1
267	в более	1	1
268	на языке	1	1
269	в центре	2	1
270	первый и	1	1
271	можно построить	1	1
272	мышления не	3	1
273	мышления в	6	1
274	и здесь	5	1
275	та же	2	1
276	для ребенка	5	1
277	не оставляет	2	1
278	мы и	5	1
279	к их	1	1
280	отцу и	1	1
281	углу комнаты	1	1
282	самым существенным	1	1
283	этого направления	3	1
284	только те	3	1
285	и взял	1	1
286	о двух	1	1
287	нельзя сказать	2	1
288	в углу	1	1
289	друга в	1	1
290	данном случае	5	1
291	на неудачу	1	1
292	в момент	4	1
293	только что	7	1
294	никаких сомнений	2	1
295	т.е если	1	1
296	на вопрос	6	1
297	эквивалентов в	1	1
298	как учение	1	1
299	на первой	1	1
300	в психологии	5	1
301	время и	1	1
302	и того	3	1
303	с одной	7	1
304	все люди	1	1
305	уже в	3	1
306	речи для	25	1
307	наших глазах	4	1
308	на ее	2	1
309	ним и	1	1
310	внимание на	4	1
311	мог бы	6	1
312	тогда когда	12	1
313	есть прежде	1	1
314	в состоянии	4	1
315	социального целого	1	1
316	наше предположение	1	1
317	и матери	1	1
318	не чем	2	1
319	дело с	3	1
320	мы имеем	3	1
321	еще более	1	1
322	это и	7	1
323	несмотря на	2	1
324	но именно	3	1
325	более свободна	1	1
326	это часто	1	1
327	процессы и	2	1
328	всего одно	1	1
329	других областей	1	1
330	для всего	2	1
331	из моментов	1	1
332	хотя и	4	1
333	в разных	6	1
334	а это	2	1
335	по принципу	3	1
336	этом отношении	7	1
337	самое важное	1	1
338	с тем	8	1
339	имеем дело	2	1
340	из одних	2	1
341	в море	1	1
342	что при	4	1
343	в сущности	16	1
344	только не	14	1
345	похоже на	1	1
346	как раз	6	1
347	думается нам	6	1
348	привести к	4	1
349	о нем	1	1
350	что только	1	1
351	в качестве	9	1
352	интерес к	2	1
353	исследования мы	1	1
354	в полном	1	1
355	нас в	4	1
356	не являются	1	1
357	для объяснения	3	1
358	ребенка не	5	1
359	мы сталкиваемся	1	1
360	эта аналогия	1	1
361	у нас	3	1
362	здесь в	2	1
363	теряет свою	1	1
364	для них	1	1
365	и делает	2	1
366	в виду	5	1
367	я не	3	1
368	основной вопрос	1	1
369	подобно тому	2	1
370	что между	2	1
371	освобождение от	2	1
372	можно было	7	1
373	господствует в	1	1
374	пока конечно	1	1
375	связь с	1	1
376	ведь это	2	1
377	одну и	1	1
378	как они	2	1
379	в своих	2	1
380	ребенком и	1	1
381	связи с	4	1
382	мы вправе	3	1
383	не ясно	1	1
384	особого рода	1	1
385	нам в	2	1
386	приходим к	1	1
387	этой точки	4	1
388	на этот	2	1
389	если бы	8	1
390	столь же	2	1
391	оказывается в	1	1
392	ребенка можно	1	1
393	пути и	3	1
394	сделать некоторые	1	1
395	не говорит	1	1
396	слов не	1	1
397	разрыва между	1	1
398	и единство	1	1
399	без остатка	1	1
400	с ней	3	1
401	и можно	1	1
402	что его	2	1
403	в сознании	11	1
404	но эта	2	1
405	вывести из	1	1
406	это мы	6	1
407	дело в	1	1
408	оно есть	5	1
409	месте и	1	1
410	к подобной	1	1
411	он может	1	1
412	и столь	3	1
413	но не	13	1
414	объяснению с	1	1
415	менее всего	3	1
416	как его	1	1
417	его мысли	5	1
418	развития в	5	1
419	он будет	1	1
420	и новых	1	1
421	из того	7	1
422	из всего	1	1
423	вещей и	1	1
424	времени и	1	1
425	в конце	5	1
426	отношения которые	1	1
427	случае не	2	1
428	значение эта	1	1
429	на другую	3	1
430	сложные отношения	2	1
431	в связи	1	1
432	зависит от	3	1
433	так подробно	2	1
434	может стать	2	1
435	что по	2	1
436	одно только	3	1
437	с тенденцией	1	1
438	в порядке	3	1
439	с теми	2	1
440	чем иным	2	1
441	все же	7	1
442	человека на	1	1
443	старой психологии	2	1
444	при таком	2	1
445	том смысле	2	1
446	не что	1	1
447	перейти к	6	1
448	она напоминает	1	1
449	от этого	3	1
450	мы только	1	1
451	приводит к	10	1
452	на все	1	1
453	не имеет	6	1
454	и могут	2	1
455	может привести	1	1
456	становится ясным	1	1
457	с любым	1	1
458	остановимся на	1	1
459	и жизнь	1	1
460	них мы	1	1
461	ступени развития	7	1
462	рабочая гипотеза	2	1
463	в свете	9	1
464	легче всего	1	1
465	ключом к	2	1
466	по самому	2	1
467	давая себе	1	1
468	зависимости от	6	1
469	в себя	4	1
470	это было	2	1
471	на его	3	1
472	первой стадии	1	1
473	с другом	6	1
474	в смысле	9	1
475	но если	5	1
476	делает его	1	1
477	полагает что	2	1
478	словами и	2	1
479	сейчас же	1	1
480	отношении и	1	1
481	вовсе не	3	1
482	скрывается в	1	1
483	но к	1	1
484	уже не	1	1
485	на старом	1	1
486	к тому	13	1
487	ассоциативных связей	2	1
488	полагают что	1	1
489	всем его	2	1
490	связано с	4	1
491	на одном	1	1
492	не был	1	1
493	той или	2	1
494	в слушателе	1	1
495	однако не	2	1
496	а потом	1	1
497	этих двух	4	1
498	что эти	3	1
499	основных чертах	1	1
500	в известных	1	1
501	без всякой	1	1
502	не давая	1	1
503	ко всему	2	1
504	области психологии	1	1
505	предположить что	1	1
506	как часть	1	1
507	его и	2	1
508	всего сказанного	3	1
509	во внешнем	1	1
510	человека в	1	1
511	и снова	1	1
512	для его	2	1
513	а с	3	1
514	в данном	7	1
515	и часто	1	1
516	того в	1	1
517	за шагом	1	1
518	первый план	1	1
519	старая психология	1	1
520	значение так	1	1
521	существует для	1	1
522	отличается от	6	1
523	только путем	1	1
524	оно в	1	1
525	этот новый	1	1
526	вопрос о	9	1
527	к предмету	6	1
528	быть совершенно	1	1
529	и т.д	4	1
530	для высказывания	3	1
531	мы говорили	3	1
532	два момента	1	1
533	мы увидим	1	1
534	отсюда и	1	1
535	в самых	2	1
536	значением для	1	1
537	то и	5	1
538	с новыми	1	1
539	она не	7	1
540	ребенка к	3	1
541	в свою	3	1
542	входит в	3	1
543	и почти	1	1
544	наконец в	3	1
545	но даже	2	1
546	того чтобы	26	1
547	себе но	1	1
548	одной стороны	7	1
549	как известно	6	1
550	шаг за	1	1
551	в другом	3	1
552	для того	24	1
553	всем этим	3	1
554	тому как	2	1
555	в каких	1	1
556	но всегда	2	1
557	предметов и	1	1
558	быть не	1	1
559	к новым	1	1
560	в ней	5	1
561	и собственно	2	1
562	ли у	1	1
563	у меня	1	1
564	с совершенно	1	1
565	нашего сознания	1	1
566	что представляет	1	1
567	с нашим	1	1
568	различает два	1	1
569	должны перейти	1	1
570	значение и	2	1
571	позволяет нам	3	1
572	довести их	1	1
573	когда он	2	1
574	словами на	1	1
575	на чем	1	1
576	в образах	1	1
577	один шаг	1	1
578	что если	2	1
579	одним словом	2	1
580	всего на	1	1
581	и входит	1	1
582	новых и	2	1
583	а не	7	1
584	есть то	4	1
585	и образуют	1	1
586	т.е на	1	1
587	что мог	1	1
588	и стали	1	1
589	значение для	2	1
590	должны быть	5	1
591	в детском	3	1
592	да в	1	1
593	мы снова	3	1
594	плана в	3	1
595	хотя в	1	1
596	и что	14	1
597	близкое к	1	1
598	как он	1	1
599	это большой	1	1
600	легко убедиться	1	1
601	план выдвигается	1	1
602	совершенно так	1	1
603	отношений между	11	1
604	и другом	3	1
605	ни одно	1	1
606	в нашей	4	1
607	еще в	3	1
608	на другой	1	1
609	в особом	1	1
610	к чему	1	1
611	привела к	1	1
612	обстоит так	1	1
613	ни разу	1	1
614	можно ли	2	1
615	от того	6	1
616	но вместе	2	1
617	из одного	2	1
618	даже с	2	1
619	первого и	1	1
620	на всю	1	1
621	слишком общем	1	1
622	на первых	4	1
623	а во	1	1
624	входить в	1	1
625	вопрос можно	1	1
626	его отношение	2	1
627	как совершенно	3	1
628	или наконец	1	1
629	являются только	1	1
630	на это	1	1
631	с другой	7	1
632	всех трех	1	1
633	это же	2	1
634	лишь в	3	1
635	известной степени	2	1
636	некоторое время	1	1
637	нами и	1	1
638	свое отношение	1	1
639	ничего общего	1	1
640	что же	3	1
641	как на	8	1
642	центральный пункт	3	1
643	на различных	1	1
644	и мышления	2	1
645	и еще	1	1
646	же самое	12	1
647	что здесь	2	1
648	в точности	1	1
649	без всякого	2	1
650	заметить что	1	1
651	этого метода	2	1
652	всех областях	1	1
653	к изучению	4	1
654	ее не	1	1
655	общего с	1	1
656	она может	2	1
657	что для	3	1
658	главным образом	1	1
659	этом пути	1	1
660	образом с	1	1
661	для всей	2	1
662	друг другу	5	1
663	той же	13	1
664	что есть	2	1
665	которые в	5	1
666	это приводит	1	1
667	на других	1	1
668	зрения обоих	1	1
669	бы он	1	1
670	о его	3	1
671	этом и	2	1
672	часто и	1	1
673	что я	1	1
674	в высшей	3	1
675	в нашем	6	1
676	с этими	1	1
677	может оказаться	1	1
678	только при	1	1
679	в известной	1	1
680	все остальное	1	1
681	с которым	1	1
682	все время	3	1
683	т.е как	1	1
684	или иной	2	1
685	же в	1	1
686	метод анализа	2	1
687	что она	8	1
688	каком отношении	1	1
689	теории и	1	1
690	оставляет никаких	1	1
691	одного плана	1	1
692	у ребенка	18	1
693	себя с	1	1
694	одна из	2	1
695	любви к	1	1
696	иным как	2	1
697	в период	2	1
698	каком направлении	1	1
699	формы и	1	1
700	следующих ступенях	1	1
701	по поводу	3	1
702	на место	1	1
703	его к	2	1
704	приводится в	1	1
705	их на	1	1
706	и внешней	1	1
707	друг с	6	1
708	это в	2	1
709	исключительно его	1	1
710	эти два	1	1
711	именно этот	1	1
712	в объективном	1	1
713	к этим	1	1
714	в биологии	1	1
715	так называемое	1	1
716	что иное	1	1
717	он действительно	1	1
718	мы должны	7	1
719	есть ли	1	1
720	к ее	1	1
721	но так	2	1
722	чем это	5	1
723	мы сказали	1	1
724	и особенно	2	1
725	точку зрения	4	1
726	в м	2	1
727	развития ребенок	2	1
728	работе мы	1	1
729	одного и	3	1
730	деятельности и	4	1
731	ничего не	2	1
732	эта работа	1	1
733	иное как	1	1
734	имеет места	1	1
735	сомнений в	2	1
736	своего развития	4	1
737	из этой	1	1
738	единство в	1	1
739	к нему	5	1
740	высшей степени	1	1
