N	2gram	Tiupa_Disk	Dialekti
461	не нужно	2	4
462	в каждом	2	4
463	если оно	1	4
464	образ не	1	4
465	или же	1	4
466	мифа как	2	4
467	хотя в	3	4
468	и является	1	4
469	из двух	5	4
470	неотделим от	2	4
471	не по	1	4
472	необходимо чтобы	2	4
473	а как	1	4
474	себе как	1	4
475	а потому	1	4
476	это время	1	4
477	как с	1	4
478	это уже	1	4
479	со всеми	1	4
480	поэтому и	1	4
481	можно назвать	2	4
482	в словах	1	4
483	поэзии и	1	4
484	который не	2	4
485	том как	1	4
486	своей собственной	3	4
487	потому и	1	4
488	заметить что	2	4
489	и смерть	1	4
490	но именно	1	4
491	у них	1	4
492	друг друга	2	4
493	мир в	1	4
494	и также	1	4
495	данном случае	6	4
496	она сама	2	4
497	этом отношении	4	4
498	себя самого	2	4
499	здесь в	4	4
500	ни чисто	2	4
501	что ни	3	4
502	говорят о	1	4
503	однако это	3	4
504	на все	1	4
505	бы мы	1	4
506	но уже	3	4
507	к жизни	1	4
508	на них	1	4
509	как формы	2	4
510	но его	1	4
511	только лишь	1	4
512	и эти	1	4
513	ни один	1	4
514	что касается	2	4
515	в каких	1	4
516	же самое	2	4
517	же в	1	4
518	такой же	1	4
519	к богу	1	4
520	себе а	1	4
521	что было	1	3
522	для всех	2	3
523	очевидно что	1	3
524	и мифа	1	3
525	мысли и	2	3
526	в некоторых	1	3
527	не бывает	1	3
528	по мере	2	3
529	в первом	4	3
530	от одного	1	3
531	о мире	2	3
532	на мир	1	3
533	если и	1	3
534	и требует	2	3
535	к самому	1	3
536	обоих случаях	1	3
537	понятно что	1	3
538	только благодаря	1	3
539	в первую	3	3
540	не могли	1	3
541	о чем-то	1	3
542	что всякое	1	3
543	из жизни	3	3
544	сознания в	2	3
545	самого начала	2	3
546	в чистом	1	3
547	каждая вещь	1	3
548	я с	2	3
549	на сцене	2	3
550	на него	2	3
551	момент в	3	3
552	действительно в	1	3
553	всего в	2	3
554	событий а	2	3
555	указать на	3	3
556	об одном	4	3
557	такая же	1	3
558	мира где	1	3
559	имеем дело	3	3
560	бытия как	1	3
561	с другими	1	3
562	не от	2	3
563	стремится к	3	3
564	то она	2	3
565	я всегда	1	3
566	и именно	1	3
567	на земле	1	3
568	о которых	1	3
569	это тоже	1	3
570	что как	1	3
571	не был	1	3
572	здесь как	1	3
573	только от	1	3
574	а с	8	3
575	сюда же	1	3
576	не дает	1	3
577	между тем	5	3
578	не более	3	3
579	не мог	1	3
580	только через	2	3
581	не приходится	2	3
582	утверждение в	1	3
583	суть не	1	3
584	как известно	1	3
585	я в	2	3
586	чем она	1	3
587	но есть	1	3
588	или иного	2	3
589	и чем	1	3
590	мире как	1	3
591	мире и	2	3
592	образом и	1	3
593	как нельзя	1	3
594	для себя	6	3
595	на почве	3	3
596	стороны в	1	3
597	утверждает что	1	3
598	же о	1	3
599	и делает	1	3
600	от их	1	3
601	особого рода	3	3
602	в некое	1	3
603	претендует на	5	3
604	солнца и	1	3
605	в слове	1	3
606	странное и	1	3
607	от его	1	3
608	в которых	5	3
609	к другому	3	3
610	непосредственно и	1	3
611	бы не	1	3
612	еще на	1	3
613	в отдельности	1	3
614	или иных	1	3
615	о своем	1	3
616	вслед за	1	3
617	у достоевского	1	3
618	целый ряд	2	3
619	чем не	3	3
620	но без	1	3
621	если их	1	3
622	тем же	1	3
623	по преимуществу	2	3
624	одной из	4	3
625	не знаем	1	3
626	же самого	1	3
627	здесь не	1	3
628	движения и	1	3
629	не должна	1	3
630	в свое	3	3
631	но на	1	3
632	нас не	1	3
633	мы сами	1	3
634	только его	1	3
635	как у	1	3
636	место в	2	3
637	различия между	3	3
638	однако не	1	3
639	этого не	1	3
640	указывает на	2	3
641	же будет	1	3
642	в какой	2	3
643	является не	2	3
644	при таком	1	3
645	так в	1	3
646	к своему	2	3
647	и оно	1	3
648	лежит в	1	3
649	должен быть	1	3
650	ничего нельзя	1	3
651	сказать и	2	3
652	с самого	2	3
653	отличие от	13	3
654	или иную	1	3
655	ту или	1	3
656	художественного образа	1	3
657	во время	1	3
658	в свою	3	3
659	в искусстве	1	3
660	и во-вторых	1	3
661	нового времени	2	3
662	далеко не	10	3
663	идет о	2	3
664	человеческого сознания	3	3
665	лишь в	4	3
666	и вне	2	3
667	мифом и	2	3
668	нас самих	1	3
669	в голову	2	3
670	в современной	2	3
671	именно это	1	3
672	или точнее	1	3
673	не к	3	3
674	возможна только	2	3
675	они имеют	1	2
676	всего это	1	2
677	человеческой жизни	2	2
678	здесь же	1	2
679	не нужна	1	2
680	которая в	3	2
681	мы все	2	2
682	понятие как	1	2
683	и имеет	1	2
684	строго говоря	3	2
685	по общему	1	2
686	те же	1	2
687	его от	1	2
688	встречается в	1	2
689	он имеет	1	2
690	не предполагает	4	2
691	и сам	2	2
692	нет различия	2	2
693	мысль о	3	2
694	в некотором	1	2
695	его смысл	1	2
696	том или	1	2
697	имеет место	4	2
698	роль в	10	2
699	и слово	1	2
700	я буду	1	2
701	не знание	1	2
702	все их	1	2
703	связано с	1	2
704	первый взгляд	1	2
705	при всей	9	2
706	реальности и	2	2
707	во все	1	2
708	ее к	1	2
709	она же	1	2
710	было в	4	2
711	он был	1	2
712	своей природе	3	2
713	чему не	1	2
714	начиная от	1	2
715	представления о	2	2
716	говорит об	1	2
717	времени в	3	2
718	в условиях	1	2
719	она вся	1	2
720	уже было	2	2
721	она еще	1	2
722	о них	2	2
723	не об	1	2
724	в различных	2	2
725	не вполне	1	2
726	свою очередь	3	2
727	будучи в	1	2
728	обратим внимание	1	2
729	не становится	1	2
730	ней и	1	2
731	наряду с	1	2
732	тем кто	2	2
733	новое время	1	2
734	в нашем	2	2
735	к которому	2	2
736	объект и	1	2
737	для понимания	2	2
738	быть ни	1	2
739	от них	1	2
740	понятие о	3	2
741	в системе	1	2
742	превратился в	1	2
743	первые две	1	2
744	ни даже	1	2
745	жизни с	1	2
746	сама история	1	2
747	бытия а	2	2
748	своего развития	1	2
749	или иным	1	2
750	мира как	1	2
751	ближе к	2	2
752	по природе	6	2
753	нами не	1	2
754	как такового	1	2
755	он от	1	2
756	на том	2	2
757	есть его	1	2
758	проявляется в	2	2
759	в миф	1	2
760	поскольку речь	1	2
761	а тогда	1	2
762	человеческого опыта	1	2
763	на стадии	1	2
764	общества в	1	2
765	свет и	1	2
766	все прочие	1	2
767	как можно	1	2
768	я нахожу	1	2
769	и других	1	2
770	в полной	1	2
771	на этот	1	2
772	в разные	2	2
773	охватывает все	2	2
774	человеческая жизнь	1	2
775	как его	2	2
776	не остается	1	2
777	между ними	1	2
778	человек в	1	2
779	должно было	2	2
780	в сторону	4	2
781	это ведет	1	2
782	в других	1	2
783	а для	1	2
784	вопроса о	1	2
785	и мир	1	2
786	не имея	2	2
787	человек как	1	2
788	и быть	1	2
789	и пространства	2	2
790	очевидно не	1	2
791	но при	3	2
792	и собственно	2	2
793	но зато	2	2
794	субъекта это	1	2
795	не лишая	1	2
796	не были	1	2
797	в тех	2	2
798	миф если	2	2
799	перед лицом	2	2
800	с ней	3	2
801	наукой или	1	2
802	целом и	1	2
803	тот или	2	2
804	функций и	1	2
805	на который	1	2
806	однако в	3	2
807	оба они	2	2
808	и др	3	2
809	силу своей	2	2
810	время однако	1	2
811	образом в	1	2
812	своего существования	1	2
813	бы я	1	2
814	и сами	1	2
815	на деле	1	2
816	во втором	5	2
817	из возможных	1	2
818	достоевского в	1	2
819	они и	3	2
820	понятие и	1	2
821	них в	2	2
822	то есть	29	2
823	жизни а	2	2
824	исторического бытия	3	2
825	образа и	1	2
826	но также	2	2
827	потом и	2	2
828	не всякий	1	2
829	свой объект	1	2
830	что бывает	1	2
831	вот как	1	2
832	не требует	3	2
833	первых двух	1	2
834	в область	1	2
835	разного рода	2	2
836	к выводу	1	2
837	то с	2	2
838	но об	1	2
839	только еще	1	2
840	все то	1	2
841	отличаются от	1	2
842	которое как	1	2
843	содержание и	1	2
844	разных степеней	1	2
845	в процессе	6	2
846	к его	5	2
847	жизни в	4	2
848	на их	1	2
849	всей своей	2	2
850	есть она	1	2
851	природе своей	6	2
852	на своем	1	2
853	уже одно	1	2
854	своей жизни	1	2
855	он мог	3	2
856	в любой	2	2
857	было у	1	2
858	но оно	1	2
859	сил и	1	2
860	и состоит	2	2
861	от прочих	1	2
862	не имеют	2	2
863	и заключается	1	2
864	в становлении	3	2
865	принципиально не	2	2
866	совпадает с	4	2
867	того это	1	2
868	наконец в	1	2
869	не должно	2	2
870	могла бы	2	2
871	которое не	1	2
872	внимание на	5	2
873	даже относительно	1	2
874	как вещь	1	2
875	слова и	2	2
876	общение с	1	2
877	развития и	1	2
878	и теперь	1	2
879	и вся	1	2
880	а о	2	2
881	и до	2	2
882	друг от	1	2
883	друга и	1	2
884	своих частей	1	2
885	определенного рода	1	2
886	в обоих	1	2
887	только это	1	2
888	было и	1	2
889	как некое	1	2
890	но от	1	2
891	в образе	1	2
892	может оказаться	1	2
893	только при	1	2
894	отличалась от	1	2
895	на примерах	1	2
896	по этой	2	2
897	в особом	2	2
898	бы его	1	2
899	жизни не	2	2
900	часто и	1	2
901	они были	2	2
902	где нет	1	2
903	мифа не	2	2
904	этого термина	2	2
905	жизни но	2	2
906	бывает в	1	2
907	об их	1	2
908	как к	2	2
909	он как	1	2
910	бы на	1	2
911	в определенном	1	2
912	легко заметить	1	2
913	его и	1	2
914	в полном	2	2
915	оно живет	2	2
916	чем он	2	2
917	слово в	1	2
918	некоторые из	1	2
919	основана на	1	2
920	качестве примера	2	2
921	раз в	1	2
922	быть еще	1	2
923	от друга	1	2
924	и всякое	2	2
925	что будет	2	2
926	дело в	3	2
927	это еще	2	2
928	выходя за	1	2
929	с теми	1	2
930	бы быть	3	2
931	цель и	1	2
932	не стоит	1	2
933	на одном	1	2
934	в такой	1	2
935	не выходя	1	2
936	в новом	2	2
937	по самой	1	2
938	на его	4	2
939	к признанию	1	2
940	в каждой	3	2
941	за его	2	2
942	можно утверждать	1	2
943	ее жизнь	1	2
944	следовательно с	1	2
945	ему не	1	2
946	о такой	1	2
947	этих двух	1	2
948	могу не	1	2
949	человека в	6	2
950	там где	1	2
951	и реального	1	2
952	чистом виде	1	2
953	то чего	1	2
954	в акте	3	2
955	мысли в	1	2
956	бытия в	1	2
957	для каждой	1	2
958	как таковые	1	2
959	в нашей	1	2
960	еще в	6	2
961	всей его	2	2
962	со своими	1	2
963	одного из	5	2
964	есть некая	1	2
965	которые в	1	2
966	только по	1	2
967	еще одно	1	2
968	отношении не	1	2
969	все еще	1	2
970	говорит не	1	2
971	в эпоху	5	2
972	эпохи и	2	2
973	в целом	5	2
974	можно указать	1	2
975	мира в	6	2
976	до которого	1	1
977	новое и	1	1
978	и другие	1	1
979	главе с	1	1
980	и повседневное	1	1
981	не считает	1	1
982	между двумя	1	1
983	из сторон	1	1
984	имея в	3	1
985	зрения на	3	1
986	общий контекст	1	1
987	и объяснять	1	1
988	средних веков	1	1
989	самого себя	1	1
990	исходя из	3	1
991	оно стоит	1	1
992	восхождение к	1	1
993	с детства	1	1
994	человека можно	1	1
995	событий это	1	1
996	случае мы	1	1
997	не метафизична	1	1
998	категорий в	1	1
999	как способ	2	1
1000	сам субъект	1	1
1001	которые по	1	1
1002	для восприятия	1	1
1003	суть именно	1	1
1004	которое может	2	1
1005	может так	1	1
1006	так например	2	1
1007	событиях и	1	1
1008	ее становления	3	1
1009	одному из	1	1
1010	представлений о	1	1
1011	далеко еще	4	1
1012	но эти	1	1
1013	своему собственному	1	1
1014	то ли	2	1
1015	всей ее	1	1
1016	россии в	1	1
1017	и видно	1	1
1018	этом основании	1	1
1019	не сможет	2	1
1020	причем ни	1	1
1021	как субъекта	1	1
1022	она отличается	1	1
1023	личность она	1	1
1024	обладает не	1	1
1025	быть названа	1	1
1026	а напротив	1	1
1027	стоит в	1	1
1028	на свой	1	1
1029	вещь в	1	1
1030	по их	1	1
1031	все дело	1	1
1032	все моменты	1	1
1033	если будут	1	1
1034	это вы	1	1
1035	за ним	1	1
1036	которое по	1	1
1037	и полное	1	1
1038	ведет к	6	1
1039	конечном счете	2	1
1040	исходить из	1	1
1041	и другим	1	1
1042	о теории	1	1
1043	и должен	1	1
1044	к небу	1	1
1045	мысли о	2	1
1046	одновременно и	3	1
1047	мере может	1	1
1048	или ином	1	1
1049	философии или	1	1
1050	большей или	2	1
1051	другое дело	1	1
1052	однако даже	1	1
1053	мыслимой как	1	1
1054	же сам	1	1
1055	себя не	1	1
1056	что оба	1	1
1057	есть некий	1	1
1058	а иногда	1	1
1059	не имели	1	1
1060	даже такой	1	1
1061	с реальной	1	1
1062	большей части	1	1
1063	во внешнем	1	1
1064	и предполагает	2	1
1065	требует для	2	1
1066	лица по	1	1
1067	в центр	1	1
1068	поэтому я	1	1
1069	когда на	1	1
1070	как духовная	1	1
1071	можно констатировать	1	1
1072	характеризуется не	1	1
1073	жизненного опыта	2	1
1074	которой он	1	1
1075	в пределе	2	1
1076	может избежать	1	1
1077	субъектов и	2	1
1078	входит в	2	1
1079	говорящего на	1	1
1080	понятия в	1	1
1081	восприятии с	1	1
1082	для освещения	1	1
1083	научной мысли	1	1
1084	в самых	1	1
1085	что вся	1	1
1086	и действия	1	1
1087	и стали	1	1
1088	которое принадлежит	1	1
1089	была усвоена	1	1
1090	втором случае	1	1
1091	приходит к	1	1
1092	вещами и	1	1
1093	своем значении	2	1
1094	для своей	1	1
1095	перед ним	2	1
1096	точке зрения	2	1
1097	друг на	1	1
1098	в прошлом	1	1
1099	с магическими	1	1
1100	почему и	1	1
1101	заданность и	1	1
1102	этом заключается	1	1
1103	этот человек	2	1
1104	том чтобы	2	1
1105	места для	1	1
1106	следующим образом	1	1
1107	из всякого	1	1
1108	как от	1	1
1109	учения об	1	1
1110	она тут	1	1
1111	входят в	1	1
1112	из трех	1	1
1113	реализуется в	1	1
1114	а со	1	1
1115	науке о	2	1
1116	речь о	1	1
1117	без которой	1	1
1118	конечно как	1	1
1119	в басне	2	1
1120	как такое	1	1
1121	и две	1	1
1122	это впрочем	1	1
1123	эпохи то	1	1
1124	определение и	1	1
1125	части не	1	1
1126	но сама	1	1
1127	и выражения	1	1
1128	поэзия не	1	1
1129	таковой в	1	1
1130	знание но	1	1
1131	опыта в	3	1
1132	того о	1	1
1133	таковыми не	2	1
1134	свою голову	1	1
1135	разные эпохи	1	1
1136	совершенно иными	1	1
1137	в контексте	3	1
1138	к общему	1	1
1139	при котором	2	1
1140	не состоит	2	1
1141	события а	2	1
1142	в повествовании	1	1
1143	этого сказать	1	1
1144	человека к	1	1
1145	в научной	1	1
1146	которое будучи	1	1
1147	к их	2	1
1148	и тождества	1	1
1149	чужой психики	1	1
1150	в принципе	4	1
1151	нами два	1	1
1152	и фактической	2	1
1153	к человеку	1	1
1154	и читатель	1	1
1155	не рассматривается	1	1
1156	эта особенность	1	1
1157	на язык	1	1
1158	самое непосредственное	2	1
1159	собой в	1	1
1160	искать не	1	1
1161	к себе	2	1
1162	из повседневной	1	1
1163	при переходе	1	1
1164	не стремится	1	1
1165	аффектов и	1	1
1166	добра и	1	1
1167	каких же	1	1
1168	лежали в	1	1
1169	как того	1	1
1170	чем у	2	1
1171	и за	1	1
1172	та которой	1	1
1173	они в	1	1
1174	это слово	1	1
1175	другое в	1	1
1176	реальности а	1	1
1177	своих состояний	1	1
1178	в конечном	2	1
1179	в опыте	1	1
1180	на объект	1	1
1181	в правильности	1	1
1182	всех его	1	1
1183	и приводит	1	1
1184	мысли не	1	1
1185	в изложении	1	1
1186	как нарушение	1	1
1187	установки и	1	1
1188	может трактоваться	1	1
1189	и всю	1	1
1190	времени как	1	1
1191	формы для	1	1
1192	этом последнем	1	1
1193	как говорит	1	1
1194	настоящим и	1	1
1195	лишь на	1	1
1196	всего он	1	1
1197	без которого	1	1
1198	одном из	2	1
1199	имевшие место	1	1
1200	во главе	1	1
1201	так сказать	3	1
1202	вырастающие на	1	1
1203	к мировому	1	1
1204	возможности для	1	1
1205	же касается	4	1
1206	здесь ни	1	1
1207	из одного	1	1
1208	произведение есть	1	1
1209	не индивидуален	1	1
1210	с понятием	2	1
1211	терминов и	1	1
1212	жизни где	1	1
1213	кто из	2	1
1214	ядро и	1	1
1215	что хотя	1	1
1216	которые существенно	1	1
1217	складывается из	1	1
1218	я его	1	1
1219	фигура не	1	1
1220	опираясь на	1	1
1221	лица и	1	1
1222	возникает из	1	1
1223	не сводится	7	1
1224	специальная сфера	1	1
1225	ли не	3	1
1226	они же	1	1
1227	можно принять	1	1
1228	в философии	1	1
1229	в наше	4	1
1230	или во	1	1
1231	другом и	1	1
1232	еще только	1	1
1233	к искусству	2	1
1234	быть осуществлено	1	1
1235	человека как	1	1
1236	фактической реальности	1	1
1237	для понятия	1	1
1238	и весьма	2	1
1239	он стал	1	1
1240	и ряде	1	1
1241	однако эта	1	1
1242	о событиях	3	1
1243	и картина	1	1
1244	содержания и	1	1
1245	полноты и	1	1
1246	ним он	1	1
1247	этого является	1	1
1248	еще для	1	1
1249	и воспринимается	1	1
1250	между внутренним	1	1
1251	мира по	1	1
1252	вечности то	1	1
1253	категории в	1	1
1254	того же	5	1
1255	в историческом	2	1
1256	отношения с	1	1
1257	в новое	1	1
1258	самых ранних	1	1
1259	нами было	1	1
1260	не само	1	1
1261	или меньшей	2	1
1262	мир на	1	1
1263	жизнь как	2	1
1264	мы называем	1	1
1265	оно имеет	1	1
1266	девице и	1	1
1267	не входят	1	1
1268	в магии	1	1
1269	это приводит	1	1
1270	их к	1	1
1271	их личностного	1	1
1272	но прежде	1	1
1273	сам в	1	1
1274	опору для	1	1
1275	ее а	1	1
1276	же с	1	1
1277	теми же	1	1
1278	и была	1	1
1279	например о	1	1
1280	миром в	1	1
1281	пушкина и	1	1
1282	как система	1	1
1283	базируется на	1	1
1284	его к	1	1
1285	как точка	1	1
1286	для которых	1	1
1287	следы и	1	1
1288	чем и	2	1
1289	в культуре	3	1
1290	имеет свою	3	1
1291	ту самую	1	1
1292	определен и	1	1
1293	ибо это	2	1
1294	пришел к	1	1
1295	мы видели	1	1
1296	по причине	1	1
1297	для многих	1	1
1298	а принципиально	1	1
1299	нет а	1	1
1300	к такому	2	1
1301	случая и	2	1
1302	первую очередь	3	1
1303	однако и	2	1
1304	представляет себе	2	1
1305	за ее	1	1
1306	в сказках	2	1
1307	явно не	1	1
1308	к другим	3	1
1309	и поэтическое	1	1
1310	опирается на	2	1
1311	данной сферы	1	1
1312	целью и	3	1
1313	и должны	1	1
1314	более глубоком	1	1
1315	и зла	1	1
