N	2gram	Vinokur_St	formyVre
658	совершенно так	1	2
659	с общественным	1	2
660	себя на	1	2
661	где в	1	2
662	даже не	5	2
663	и сам	4	2
664	этот вопрос	6	2
665	языка к	1	2
666	какой-то степени	1	2
667	в тоне	1	2
668	должны были	1	2
669	конечно эти	1	2
670	на всех	1	2
671	что во	3	2
672	бы его	1	2
673	в каком	4	2
674	но нет	2	2
675	в полном	1	2
676	же мы	1	2
677	значит что	3	2
678	п в	4	2
679	речи об	1	2
680	можно только	1	2
681	во втором	5	2
682	и против	1	2
683	и принципиальной	1	2
684	они и	1	2
685	никого не	1	2
686	если в	2	2
687	на анализе	1	2
688	должна быть	3	2
689	на ее	1	2
690	героя в	1	2
691	тогда когда	1	2
692	была бы	10	2
693	человек с	1	2
694	в действии	1	2
695	разного рода	2	2
696	утверждает что	1	2
697	там же	1	2
698	зрения этого	1	2
699	самом деле	14	2
700	в наших	2	2
701	мы говорим	1	2
702	о своей	2	2
703	но дело	1	2
704	времени не	5	2
705	можно назвать	3	2
706	в одних	1	2
707	и такая	1	2
708	которые могут	1	2
709	данном случае	7	2
710	о котором	2	2
711	взаимоотношения между	2	2
712	в поэзии	1	2
713	где нет	2	2
714	времени эти	1	2
715	в очень	4	2
716	то и	1	2
717	важно подчеркнуть	1	2
718	в иной	1	2
719	это то	1	2
720	и исторических	1	2
721	и тогда	2	2
722	только один	1	2
723	у шекспира	3	2
724	отношении к	3	2
725	и об	7	2
726	каждый из	1	2
727	биографический материал	1	2
728	образом не	2	2
729	на более	1	2
730	не совсем	1	2
731	соответствии с	1	2
732	и роста	1	2
733	и стал	1	2
734	и биографический	1	2
735	начиная с	2	2
736	с нею	3	2
737	и стиля	2	2
738	характерное для	1	2
739	этого слова	2	2
740	но если	5	2
741	а вовсе	1	2
742	в плане	1	2
743	идей и	1	2
744	и после	1	2
745	только о	1	2
746	высшей степени	1	2
747	самое слово	1	2
748	перестали быть	1	2
749	и пр	4	2
750	для нас	7	2
751	идет о	3	2
752	для всего	1	2
753	и новой	1	2
754	себя самого	1	2
755	иной раз	1	2
756	где он	2	2
757	и принципиально	1	2
758	себя в	1	2
759	имел в	1	2
760	к месту	1	2
761	с их	2	2
762	по этому	5	2
763	не существует	4	2
764	быть еще	1	2
765	ведь это	1	2
766	образом в	1	2
767	реальной действительности	1	2
768	этого рода	2	2
769	этого произведения	2	2
770	исторической действительности	1	2
771	что их	1	2
772	и последующих	1	2
773	лежит на	1	2
774	является не	4	2
775	к своему	3	2
776	собственной жизни	1	2
777	и смысл	1	2
778	но уже	1	2
779	значительности в	1	2
780	дело и	1	2
781	должен быть	3	2
782	они есть	1	2
783	на них	2	2
784	разумеется что	5	2
785	такие слова	1	2
786	в стиле	1	2
787	и снова	1	2
788	но сами	1	2
789	должны быть	4	2
790	под категорию	1	2
791	на один	1	2
792	характера в	1	2
793	автора к	1	2
794	его не	3	2
795	здесь совершенно	3	2
796	тому времени	2	2
797	не о	2	2
798	оказывается что	1	2
799	каком же	1	2
800	еще в	3	2
801	со всею	1	2
802	когда мы	1	2
803	эпохи и	3	2
804	как их	1	2
805	во многом	3	2
806	наконец что	1	2
807	для такого	1	2
808	них нет	2	2
809	зрения на	1	2
810	в узком	1	2
811	и иные	2	2
812	само собой	1	2
813	в так	1	2
814	виду что	1	2
815	гл ii	2	2
816	люди которые	3	1
817	они являются	1	1
818	данном отношении	6	1
819	является в	1	1
820	другом так	1	1
821	которой все	1	1
822	которая была	3	1
823	в настоящем	1	1
824	еще раз	1	1
825	они их	1	1
826	новой форме	1	1
827	именно на	1	1
828	на эти	7	1
829	выводу что	1	1
830	в момент	1	1
831	никаких сомнений	3	1
832	реже и	1	1
833	самого себя	1	1
834	которая в	1	1
835	он переживал	1	1
836	очень много	1	1
837	до него	3	1
838	бы даже	1	1
839	всех случаях	1	1
840	самом действии	1	1
841	д но	4	1
842	дело с	2	1
843	которое я	2	1
844	она стала	1	1
845	слова гете	1	1
846	что то	2	1
847	и говорить	1	1
848	приступает к	1	1
849	что человек	1	1
850	и стремится	1	1
851	него в	1	1
852	недостатки с	1	1
853	литературных и	1	1
854	литературной и	2	1
855	а есть	1	1
856	не годится	1	1
857	но что	2	1
858	у пушкина	17	1
859	опираются на	1	1
860	не подвергался	1	1
861	совсем особый	1	1
862	или во	1	1
863	более или	2	1
864	по пути	1	1
865	он имеет	1	1
866	исторические события	1	1
867	на свой	2	1
868	в первом	2	1
869	несколько примеров	5	1
870	собственно историческая	1	1
871	дело обстояло	1	1
872	это тот	1	1
873	случаях когда	1	1
874	им по	1	1
875	указывает в	3	1
876	довольно близко	1	1
877	при первой	1	1
878	и абсолютно	1	1
879	зато в	2	1
880	темы о	1	1
881	в построении	1	1
882	почти ничего	1	1
883	образом пушкин	1	1
884	после него	1	1
885	если он	1	1
886	в числе	4	1
887	мира это	1	1
888	и другим	1	1
889	форме в	1	1
890	как более	2	1
891	показаться что	1	1
892	на определенной	1	1
893	и творчества	2	1
894	было вполне	1	1
895	и внутренне	1	1
896	что по	1	1
897	работает в	1	1
898	по внешности	1	1
899	одновременно и	1	1
900	мире с	1	1
901	на эту	5	1
902	уже и	1	1
903	не вполне	1	1
904	что действие	1	1
905	не менее	8	1
906	они ни	1	1
907	в запасе	1	1
908	с третьим	1	1
909	вполне достаточно	1	1
910	его личной	1	1
911	и слово	1	1
912	что писал	3	1
913	он по	2	1
914	в форму	1	1
915	до нищего	2	1
916	своем рассказе	1	1
917	так например	12	1
918	только теперь	1	1
919	повесть или	1	1
920	это делалось	1	1
921	обращение к	1	1
922	всем его	1	1
923	его эпохи	6	1
924	время с	1	1
925	работа по	1	1
926	данного места	1	1
927	является внешним	1	1
928	действительности в	1	1
929	был на	1	1
930	и грубой	1	1
931	с остальным	1	1
932	за рамки	1	1
933	уже давно	1	1
934	посвящает свои	1	1
935	к этой	1	1
936	при условии	1	1
937	больше чем	3	1
938	чтобы найти	1	1
939	и такие	2	1
940	что этот	3	1
941	xiv в	1	1
942	существование и	1	1
943	совершенно особое	1	1
944	комментарий к	1	1
945	за исключением	1	1
946	уйти от	1	1
947	и теми	1	1
948	объясняется и	1	1
949	в каких	1	1
950	понимаем как	1	1
951	как частного	1	1
952	не всегда	2	1
953	вопроса об	1	1
954	очень широко	2	1
955	же у	1	1
956	время чумы	2	1
957	она вся	1	1
958	сегодняшнего дня	1	1
959	в руках	2	1
960	это же	1	1
961	не встречается	1	1
962	у автора	1	1
963	разные и	1	1
964	точек зрения	1	1
965	которых так	1	1
966	пределы того	1	1
967	превращается в	2	1
968	в каждой	1	1
969	сил в	1	1
970	совершенно неправильно	2	1
971	в применении	3	1
972	только случайные	1	1
973	и общества	1	1
974	себе в	2	1
975	видно что	3	1
976	с другим	1	1
977	лишено всякой	1	1
978	слов о	1	1
979	на одну	1	1
980	его же	2	1
981	сцены в	2	1
982	же ночь	1	1
983	я с	3	1
984	него не	1	1
985	для всей	1	1
986	как правило	2	1
987	не больше	1	1
988	построении образов	1	1
989	в самое	1	1
990	научного изучения	4	1
991	на него	3	1
992	только во	1	1
993	на вещи	1	1
994	было этого	1	1
995	было чуждо	1	1
996	своей эпохи	1	1
997	который в	1	1
998	работа в	1	1
999	капитанской дочки	2	1
1000	совсем недавно	1	1
1001	к этим	1	1
1002	сосредоточивается в	1	1
1003	для этой	1	1
1004	эпохи то	1	1
1005	не представляется	1	1
1006	не просто	2	1
1007	широкой и	1	1
1008	рукописи и	2	1
1009	едва ли	1	1
1010	смысле как	1	1
1011	были глубоко	1	1
1012	гораздо более	5	1
1013	ближе к	1	1
1014	бы то	2	1
1015	во вторую	1	1
1016	был вовлечен	1	1
1017	при котором	1	1
1018	не за	1	1
1019	говорит о	5	1
1020	эпохи не	3	1
1021	приведены в	1	1
1022	элемент в	1	1
1023	от его	2	1
1024	каждый предмет	1	1
1025	вокруг этого	1	1
1026	одно исключение	1	1
1027	и среди	1	1
1028	там нет	1	1
1029	оказалась не	1	1
1030	вообще а	1	1
1031	для изучения	4	1
1032	на том	1	1
1033	такого рода	2	1
1034	и той	1	1
1035	самый язык	1	1
1036	вот эти	1	1
1037	героини и	1	1
1038	своей социальной	1	1
1039	объясняется тем	1	1
1040	тогда и	1	1
1041	к которому	4	1
1042	значение которое	1	1
1043	с тех	1	1
1044	эту борьбу	1	1
1045	с народом	1	1
1046	момент рождения	1	1
1047	тем не	4	1
1048	книги и	1	1
1049	значительной степени	3	1
1050	и следствий	1	1
1051	и за	3	1
1052	поставлены и	1	1
1053	которой в	3	1
1054	форме это	1	1
1055	их что	2	1
1056	необходимо создать	1	1
1057	это слово	6	1
1058	участию в	1	1
1059	бы что	3	1
1060	как своего	2	1
1061	есть еще	1	1
1062	отделены друг	1	1
1063	является и	1	1
1064	находятся и	1	1
1065	ч iii	1	1
1066	роман но	1	1
1067	мировой литературы	1	1
1068	а за	1	1
1069	в народных	1	1
1070	же значение	1	1
1071	и лишена	1	1
1072	о золотом	1	1
1073	зрения но	1	1
1074	и позволяет	1	1
1075	но совершенно	1	1
1076	в представлении	2	1
1077	одним из	2	1
1078	каждая из	1	1
1079	текста если	1	1
1080	последующего времени	1	1
1081	ознакомление с	2	1
1082	и всю	1	1
1083	не отделены	1	1
1084	конечно на	1	1
1085	целом ряде	1	1
1086	как говорит	3	1
1087	должен сделать	1	1
1088	iii в	1	1
1089	в изображении	1	1
1090	как вполне	1	1
1091	о древней	1	1
1092	душа моя	1	1
1093	этом и	2	1
1094	и перед	2	1
1095	четыре раза	1	1
1096	виде так	1	1
1097	сделать его	1	1
1098	в рукописях	2	1
1099	второй части	2	1
1100	о более	1	1
1101	должно было	5	1
1102	больше всего	2	1
1103	но каждый	1	1
1104	ведь в	1	1
1105	в первые	1	1
1106	разумеется также	1	1
1107	в эту	3	1
1108	за советом	1	1
1109	что как	3	1
1110	были известны	1	1
1111	действительности и	1	1
1112	от кости	1	1
1113	для правильного	1	1
1114	по поводу	13	1
1115	в русской	4	1
1116	истинный смысл	1	1
1117	точкой зрения	1	1
1118	которая является	1	1
1119	опираясь на	1	1
1120	от себя	1	1
1121	не то	1	1
1122	в москву	1	1
1123	своей части	1	1
1124	это были	3	1
1125	чтобы в	1	1
1126	беседует с	1	1
1127	в целях	1	1
1128	говорил о	1	1
1129	п на	1	1
1130	от характера	1	1
1131	в лучшем	1	1
1132	с политической	2	1
1133	в обычных	1	1
1134	от этих	1	1
1135	такую большую	1	1
1136	месте в	1	1
1137	зрения в	2	1
1138	был так	1	1
1139	не дает	2	1
1140	как материал	1	1
1141	между тем	7	1
1142	уже к	1	1
1143	этих точек	1	1
1144	в случае	2	1
1145	действующих лиц	1	1
1146	и тем	3	1
1147	бы они	1	1
1148	не будет	1	1
1149	все дано	1	1
1150	оказывается в	2	1
1151	половину xix	1	1
1152	но зато	1	1
1153	надо сказать	2	1
1154	не приходится	5	1
1155	и что	8	1
1156	время когда	1	1
1157	потребность в	1	1
1158	его работе	1	1
1159	тем и	1	1
1160	широко пользовался	1	1
1161	этом смысле	2	1
1162	участвовать в	1	1
1163	ведь на	1	1
1164	не оставляют	2	1
1165	открывать в	1	1
1166	совершенно независимо	1	1
1167	месте на	1	1
1168	в иных	2	1
1169	она была	2	1
1170	у которого	1	1
1171	могла бы	1	1
1172	занимает в	3	1
1173	и большинство	2	1
1174	на некоторые	1	1
1175	ко времени	2	1
1176	ни одной	2	1
1177	и стремление	1	1
1178	но без	1	1
1179	слишком слабы	1	1
1180	не говорится	1	1
1181	вопрос в	4	1
1182	он в	1	1
1183	к новым	1	1
1184	это вовсе	2	1
1185	к образу	1	1
1186	однако в	1	1
1187	и никогда	1	1
1188	и философской	1	1
1189	особенностей и	1	1
1190	вторую половину	1	1
1191	рост своих	1	1
1192	это делает	1	1
1193	отдельных произведений	1	1
1194	материала в	1	1
1195	эпохи в	3	1
1196	не значит	3	1
1197	в первой	12	1
1198	все одинаково	1	1
1199	в общем	2	1
1200	тесно связан	1	1
1201	всю жизнь	1	1
1202	вовсе еще	1	1
1203	бы быть	1	1
1204	свои силы	2	1
1205	характера эти	1	1
1206	бы эти	1	1
1207	о роли	1	1
1208	которые были	1	1
1209	который был	2	1
1210	то место	2	1
1211	речи о	1	1
1212	значения как	2	1
1213	независимо от	1	1
1214	чтобы не	1	1
1215	на камне	1	1
1216	из этой	2	1
1217	каждого из	3	1
1218	чем обычно	1	1
1219	до его	2	1
1220	вообще нет	2	1
1221	на рубеже	1	1
1222	границе между	1	1
1223	мы до	1	1
1224	что до	3	1
1225	в развитии	2	1
1226	для самого	1	1
1227	своего рода	7	1
1228	были бы	2	1
1229	или должно	1	1
1230	с полной	2	1
1231	очень важно	1	1
1232	основе этой	1	1
1233	на деле	1	1
1234	и возможно	1	1
1235	из быта	1	1
1236	его создания	1	1
1237	и конечно	1	1
1238	бы дело	1	1
1239	обвинения в	2	1
1240	например что	1	1
1241	на совершенно	3	1
1242	известно что	2	1
1243	в случаях	1	1
1244	почти не	1	1
1245	этого понятия	1	1
1246	которые он	1	1
1247	по рождению	1	1
1248	у другого	1	1
1249	действия его	1	1
1250	своего образа	1	1
1251	никакого определенного	1	1
1252	что это	5	1
1253	целом это	1	1
1254	каким он	1	1
1255	и из	1	1
1256	в наиболее	1	1
1257	никак не	1	1
1258	для борьбы	1	1
1259	он на	1	1
1260	в другой	1	1
1261	стороны в	2	1
1262	из которых	1	1
1263	времени когда	1	1
1264	о которой	3	1
1265	одну минуту	1	1
1266	к выводу	1	1
1267	неизвестно кем	2	1
1268	бы между	1	1
1269	и делает	1	1
1270	известно например	1	1
1271	времени очень	1	1
1272	вне всякого	2	1
1273	он лишь	1	1
1274	и герои	1	1
1275	кости и	1	1
1276	один человек	1	1
1277	самого и	2	1
1278	такого же	1	1
1279	должен был	5	1
1280	из сказанного	1	1
1281	тех местах	1	1
1282	конечно еще	1	1
1283	этого процесса	1	1
1284	вместо того	1	1
1285	двух сторон	1	1
1286	отличаются от	1	1
1287	то на	1	1
1288	оно совершенно	1	1
1289	с ней	1	1
1290	в моем	1	1
1291	следовательно в	1	1
1292	идеальный образ	1	1
1293	нам во	1	1
1294	конкретном и	1	1
1295	именно не	1	1
1296	до сегодняшнего	1	1
1297	вокруг него	1	1
1298	судьба которого	1	1
1299	v в	1	1
1300	приведенных выше	1	1
1301	и действительно	1	1
1302	основное значение	1	1
1303	от реальной	1	1
1304	говорить в	1	1
1305	виде как	1	1
1306	присутствует в	3	1
1307	кем и	2	1
1308	состоит из	1	1
